fact_unit,2009-08-06,2009-11-05,2010-02-26,2010-05-06,2010-08-05,2010-11-04,2011-02-25,2011-05-05,2011-08-04,2011-11-07,2012-02-27,2012-05-07,2012-08-03,2012-11-08,2013-02-26,2013-05-07,2013-08-06,2013-11-07,2014-02-27,2014-05-07,2014-08-06,2014-11-06,2015-02-26,2015-05-07,2015-08-07,2015-11-06,2016-02-26,2016-04-29,2016-07-29,2016-10-28,2017-02-27,2017-04-25,2017-07-28,2017-10-26,2018-02-27,2018-04-26,2018-07-25,2018-10-22,2019-02-25,2019-04-19,2019-07-19,2019-08-09,2019-10-18,2020-02-21,2020-05-06,2020-07-30,2020-10-22,2020-10-23,2021-02-19,2021-04-22,2021-07-22,2021-10-21,2022-02-17,2022-04-21,2022-07-27,2022-10-20,2023-02-23,2023-04-20,2023-07-20,2023-10-19,2024-02-22,2024-04-18,2024-07-23,2024-10-22,2025-02-21,2025-04-22,2025-07-22,2025-10-21
AccountsNotesAndLoansReceivableNetCurrent / USD,1224525000.0,1224525000.0,1224525000.0,1187075000.0,1187075000.0,1187075000.0,1187075000.0,1364406000.0,1364406000.0,1364406000.0,1364406000.0,1461011000.0,1461011000.0,1461011000.0,1461011000.0,1490028000.0,1490028000.0,1490028000.0,1490028000.0,1664819000.0,1664819000.0,1664819000.0,1664819000.0,1872365000.0,1872365000.0,1872365000.0,1872365000.0,1822419000.0,1822419000.0,1822419000.0,1822419000.0,1938562000.0,1938562000.0,1938562000.0,1938562000.0,2421563000.0,2421563000.0,2421563000.0,2421563000.0,2493636000.0,2493636000.0,,2493636000.0,2493636000.0,2635155000.0,2440252000.0,2440252000.0,2276728000.0,2440252000.0,1556966000.0,1556966000.0,1556966000.0,1556966000.0,1797955000.0,1797955000.0,1797955000.0,1797955000.0,2188868000.0,2188868000.0,2188868000.0,2188868000.0,2223431000.0,2223431000.0,2223431000.0,2223431000.0,2182856000.0,2182856000.0,2182856000.0
AccountsPayableTradeCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,2554759000.0,2554759000.0,2554759000.0,2554759000.0,2821526000.0,2821526000.0,2821526000.0,2821526000.0,3081111000.0,3081111000.0,3081111000.0,3081111000.0,3634859000.0,3634859000.0,3634859000.0,3634859000.0,3995789000.0,3995789000.0,,3995789000.0,3995789000.0,4106163000.0,3948000000.0,3948000000.0,3825650000.0,3948000000.0,4128084000.0,4128084000.0,4128084000.0,4128084000.0,4804939000.0,4804939000.0,4804939000.0,4804939000.0,5456550000.0,5456550000.0,5456550000.0,5456550000.0,5499536000.0,5499536000.0,5499536000.0,5499536000.0,5923684000.0,5923684000.0,5923684000.0
AccountsReceivableSale / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902326000.0,2181746000.0,,3928024000.0,0.0,902326000.0,2181746000.0,3928024000.0,1927931000.0,3816873000.0,5700895000.0,7520474000.0,2236445000.0,4478718000.0,6760652000.0,8946730000.0,2165407000.0,4304799000.0,6511568000.0,8673477000.0,2170043000.0,4305752000.0,6450489000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,628532000.0,628532000.0,,691175000.0,691175000.0,691175000.0,,729187000.0,729187000.0,729187000.0,,732390000.0,732390000.0,732390000.0,,759640000.0,759640000.0,759640000.0,,807436000.0,807436000.0,807436000.0,,869083000.0,869083000.0,869083000.0,,902917000.0,902917000.0,902917000.0,,960999000.0,960999000.0,960999000.0,,1044353000.0,1044353000.0,1044353000.0,1044353000.0,1208694000.0,1208694000.0,,1208694000.0,1192694000.0,1282952000.0,1199285000.0,1200688000.0,1105339000.0,1200688000.0,1268170000.0,1268170000.0,1268170000.0,1398095000.0,1339706000.0,1339706000.0,1339706000.0,1339706000.0,1435677000.0,1435677000.0,1435677000.0,1435677000.0,1592658000.0,1592658000.0,1592658000.0,1592658000.0,1771785000.0,1771785000.0,1771785000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-478562000.0,-478562000.0,-478562000.0,-309897000.0,-309897000.0,-309897000.0,-309897000.0,-298352000.0,-298352000.0,-298352000.0,-298352000.0,-482038000.0,-482038000.0,-482038000.0,-482038000.0,-501492000.0,-501492000.0,-501492000.0,-501492000.0,-501492000.0,-501492000.0,-501492000.0,-501492000.0,-397655000.0,-397655000.0,-397655000.0,-397655000.0,-720211000.0,-930618000.0,-930618000.0,-930618000.0,-1013021000.0,-1013021000.0,-1013021000.0,-1013021000.0,-852592000.0,-852592000.0,-852592000.0,-852592000.0,-1115078000.0,-1115078000.0,,-1115078000.0,-1115078000.0,-1141308000.0,-1141308000.0,-1141308000.0,-1115078000.0,-1141308000.0,-1036502000.0,-1036502000.0,-1036502000.0,-1036502000.0,-857739000.0,-857739000.0,-857739000.0,-857739000.0,-1032542000.0,-1032542000.0,-1032542000.0,-1032542000.0,-976872000.0,-976872000.0,-976872000.0,-976872000.0,-1261743000.0,-1261743000.0,-1261743000.0
AdditionalPaidInCapital / USD,,,,,,,,,,,,,,,,,,,14935000.0,14935000.0,14935000.0,14935000.0,14935000.0,26414000.0,26414000.0,26414000.0,26414000.0,41353000.0,41353000.0,41353000.0,41353000.0,56605000.0,56605000.0,56605000.0,56605000.0,68126000.0,68126000.0,68126000.0,68126000.0,78380000.0,78380000.0,,78380000.0,78380000.0,98777000.0,98777000.0,98777000.0,78380000.0,98777000.0,117165000.0,117165000.0,117165000.0,117165000.0,119975000.0,119975000.0,119975000.0,119975000.0,140324000.0,140324000.0,140324000.0,140324000.0,173025000.0,173025000.0,173025000.0,173025000.0,196532000.0,196532000.0,196532000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,14300000.0,,,,12977000.0,,,,8578000.0,,,,7016000.0,,,,7547000.0,,,,10747000.0,,,,12648000.0,,,,16239000.0,,,,17717000.0,,,,19719000.0,3686000.0,9035000.0,,15417000.0,16892000.0,6010000.0,13081000.0,19820000.0,16892000.0,20716000.0,5449000.0,9854000.0,16274000.0,32050000.0,6235000.0,14521000.0,20841000.0,22621000.0,7171000.0,17882000.0,27773000.0,25597000.0,8646000.0,36945000.0,47340000.0,38058000.0,8564000.0,26570000.0,37280000.0
AdvertisingExpense / USD,,,,,,,42800000.0,,,,44500000.0,,,,36800000.0,,,,45100000.0,,,,43200000.0,,,,57900000.0,,,,71300000.0,,,,75000000.0,,,,153100000.0,,,,,166000000.0,,,,164800000.0,203500000.0,,,,201600000.0,,,,194000000.0,,,,211000000.0,,,,236000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,4700000.0,6700000.0,12977000.0,1100000.0,3100000.0,4700000.0,8578000.0,500000.0,4000000.0,5800000.0,7016000.0,1700000.0,5100000.0,8100000.0,7547000.0,2500000.0,5500000.0,8900000.0,10747000.0,3100000.0,7900000.0,12600000.0,12648000.0,3300000.0,8600000.0,13600000.0,16239000.0,4200000.0,10000000.0,15400000.0,17717000.0,2717000.0,8086000.0,12912000.0,19719000.0,,,,,16892000.0,,,,14031000.0,17737000.0,,,,28703000.0,,,,23000000.0,,,,26000000.0,,,,38000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,18588000.0,18588000.0,,16590000.0,16590000.0,16590000.0,16590000.0,15599000.0,15599000.0,15599000.0,15599000.0,16916000.0,16916000.0,16916000.0,16916000.0,19180000.0,19180000.0,19180000.0,19180000.0,14423000.0,14423000.0,14423000.0,14423000.0,11836000.0,11836000.0,11836000.0,11836000.0,10693000.0,10693000.0,10693000.0,10693000.0,15557000.0,15557000.0,15557000.0,15557000.0,17612000.0,17612000.0,17612000.0,17612000.0,21888000.0,21888000.0,,21888000.0,21888000.0,37905000.0,35047000.0,35047000.0,18747000.0,35047000.0,36622000.0,36622000.0,36622000.0,36622000.0,44425000.0,44425000.0,44425000.0,44000000.0,53872000.0,53872000.0,53872000.0,54000000.0,56608000.0,56608000.0,56608000.0,57000000.0,68976000.0,68976000.0,68976000.0
