fact_unit,2009-07-24,2009-10-22,2010-02-05,2010-04-23,2010-07-23,2010-10-22,2010-10-25,2011-02-04,2011-04-21,2011-07-22,2011-10-21,2012-02-03,2012-04-19,2012-07-20,2012-10-18,2013-02-08,2013-04-18,2013-07-19,2013-10-17,2014-02-07,2014-04-17,2014-07-25,2014-10-23,2015-02-06,2015-04-23,2015-07-24,2015-10-22,2016-02-05,2016-04-21,2016-07-21,2016-10-20,2017-02-03,2017-04-27,2017-07-20,2017-10-26,2018-02-09,2018-04-26,2018-07-19,2018-10-25,2019-02-08,2019-04-18,2019-07-18,2019-10-17,2020-02-07,2020-04-23,2020-07-23,2020-10-22,2021-02-05,2021-04-22,2021-07-22,2021-10-21,2022-02-04,2022-04-21,2022-07-21,2022-10-20,2023-02-10,2023-04-20,2023-07-26,2023-10-19,2024-02-09,2024-04-25,2024-07-25,2024-10-24,2025-02-07,2025-04-24,2025-07-24,2025-10-23
AcceleratedShareRepurchasesInitialPricePaidPerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.73,,
AccountsPayableAndAccruedLiabilitiesCurrent / USD,2560000000.0,2560000000.0,2560000000.0,2470000000.0,2470000000.0,2470000000.0,2560000000.0,2470000000.0,2713000000.0,2713000000.0,2713000000.0,2713000000.0,3108000000.0,3108000000.0,3108000000.0,3108000000.0,2923000000.0,2923000000.0,2923000000.0,2923000000.0,3086000000.0,3086000000.0,3086000000.0,3086000000.0,3303000000.0,3303000000.0,3303000000.0,3303000000.0,2612000000.0,2612000000.0,2612000000.0,2612000000.0,2882000000.0,2882000000.0,2882000000.0,2882000000.0,3139000000.0,3139000000.0,3139000000.0,3139000000.0,3160000000.0,3160000000.0,3160000000.0,3160000000.0,3094000000.0,3094000000.0,3094000000.0,3094000000.0,3104000000.0,3104000000.0,3104000000.0,3104000000.0,3578000000.0,3578000000.0,3578000000.0,3578000000.0,3842000000.0,3842000000.0,3842000000.0,3842000000.0,3683000000.0,3683000000.0,3683000000.0,3683000000.0,3829000000.0,3829000000.0,3829000000.0
AccountsPayableCurrent / USD,,,,,612000000.0,612000000.0,,612000000.0,677000000.0,677000000.0,677000000.0,677000000.0,819000000.0,819000000.0,819000000.0,819000000.0,825000000.0,825000000.0,825000000.0,825000000.0,803000000.0,803000000.0,803000000.0,803000000.0,877000000.0,877000000.0,877000000.0,877000000.0,743000000.0,743000000.0,743000000.0,743000000.0,955000000.0,955000000.0,955000000.0,955000000.0,1013000000.0,1013000000.0,1013000000.0,1013000000.0,872000000.0,872000000.0,872000000.0,872000000.0,749000000.0,749000000.0,749000000.0,749000000.0,612000000.0,612000000.0,612000000.0,612000000.0,752000000.0,752000000.0,752000000.0,752000000.0,784000000.0,784000000.0,784000000.0,784000000.0,856000000.0,856000000.0,856000000.0,856000000.0,847000000.0,847000000.0,847000000.0
AccountsReceivableNetCurrent / USD,594000000.0,594000000.0,594000000.0,666000000.0,666000000.0,666000000.0,594000000.0,666000000.0,1184000000.0,1184000000.0,1184000000.0,1184000000.0,1401000000.0,1401000000.0,1401000000.0,1401000000.0,1331000000.0,1331000000.0,1331000000.0,1331000000.0,1414000000.0,1414000000.0,1414000000.0,1414000000.0,1611000000.0,1611000000.0,1611000000.0,1611000000.0,1356000000.0,1356000000.0,1356000000.0,1356000000.0,1258000000.0,1258000000.0,1258000000.0,1258000000.0,1493000000.0,1493000000.0,1493000000.0,1493000000.0,1755000000.0,1755000000.0,1755000000.0,1755000000.0,1595000000.0,1595000000.0,1595000000.0,1595000000.0,1505000000.0,1505000000.0,1505000000.0,1505000000.0,1722000000.0,1722000000.0,1722000000.0,1722000000.0,1891000000.0,1891000000.0,1891000000.0,1891000000.0,2073000000.0,2073000000.0,2073000000.0,2073000000.0,1894000000.0,1894000000.0,1894000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,,,,,,,,,,,,,,,172000000.0,213000000.0,170000000.0,170000000.0,170000000.0,172000000.0,171000000.0,171000000.0,171000000.0,170000000.0,182000000.0,182000000.0,182000000.0,171000000.0,190000000.0,190000000.0,190000000.0,182000000.0,212000000.0,212000000.0,212000000.0,190000000.0,196000000.0,196000000.0,196000000.0,212000000.0,223000000.0,223000000.0,223000000.0,196000000.0,227000000.0,227000000.0,227000000.0,223000000.0,233000000.0,233000000.0,233000000.0,227000000.0,243000000.0,243000000.0,243000000.0,233000000.0,253000000.0,253000000.0,253000000.0,243000000.0,245000000.0,245000000.0,245000000.0
AccrualForEnvironmentalLossContingenciesChargesToExpenseForNewLosses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000000.0,51000000.0,56000000.0,19000000.0,52000000.0,66000000.0,61000000.0,2000000.0,18000000.0,31000000.0,84000000.0,16000000.0,36000000.0,62000000.0,45000000.0,10000000.0,32000000.0,52000000.0,84000000.0,15000000.0,28000000.0,55000000.0,67000000.0,12000000.0,43000000.0,56000000.0,76000000.0,40000000.0,52000000.0,65000000.0,69000000.0,44000000.0,62000000.0,85000000.0,84000000.0,28000000.0,78000000.0,100000000.0
AccrualForEnvironmentalLossContingenciesPayments1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000000.0,32000000.0,45000000.0,17000000.0,31000000.0,48000000.0,53000000.0,11000000.0,26000000.0,42000000.0,62000000.0,14000000.0,26000000.0,41000000.0,61000000.0,17000000.0,35000000.0,49000000.0,57000000.0,16000000.0,27000000.0,47000000.0,63000000.0,11000000.0,26000000.0,41000000.0,70000000.0,15000000.0,29000000.0,45000000.0,59000000.0,26000000.0,50000000.0,75000000.0,74000000.0,19000000.0,50000000.0,76000000.0
AccruedEmployeeBenefitsCurrent / USD,,,,,339000000.0,339000000.0,,339000000.0,357000000.0,,,357000000.0,363000000.0,363000000.0,363000000.0,363000000.0,376000000.0,376000000.0,376000000.0,376000000.0,385000000.0,385000000.0,385000000.0,385000000.0,409000000.0,409000000.0,409000000.0,409000000.0,391000000.0,391000000.0,391000000.0,391000000.0,387000000.0,387000000.0,387000000.0,387000000.0,384000000.0,384000000.0,384000000.0,384000000.0,384000000.0,384000000.0,384000000.0,384000000.0,370000000.0,370000000.0,370000000.0,370000000.0,340000000.0,340000000.0,340000000.0,340000000.0,352000000.0,352000000.0,654000000.0,654000000.0,938000000.0,938000000.0,938000000.0,938000000.0,533000000.0,533000000.0,533000000.0,533000000.0,618000000.0,618000000.0,618000000.0
AccruedEnvironmentalLossContingenciesCurrent / USD,,,,,,,,,,,,,,,,,,,49000000.0,50000000.0,50000000.0,49000000.0,50000000.0,50000000.0,52000000.0,51000000.0,51000000.0,53000000.0,58000000.0,59000000.0,60000000.0,60000000.0,56000000.0,55000000.0,54000000.0,52000000.0,53000000.0,56000000.0,56000000.0,55000000.0,57000000.0,59000000.0,58000000.0,57000000.0,63000000.0,63000000.0,62000000.0,59000000.0,64000000.0,63000000.0,65000000.0,62000000.0,63000000.0,63000000.0,60000000.0,65000000.0,64000000.0,64000000.0,64000000.0,60000000.0,74000000.0,78000000.0,83000000.0,67000000.0,92000000.0,119000000.0,119000000.0
AccruedRentCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98000000.0,109000000.0,109000000.0,109000000.0
