fact_unit,2010-08-09,2010-11-05,2011-03-01,2011-05-12,2011-08-29,2011-11-08,2011-11-09,2012-02-29,2012-05-08,2012-08-09,2012-11-09,2013-03-01,2013-05-09,2013-08-02,2013-11-01,2014-02-19,2014-05-08,2014-08-08,2014-11-04,2015-02-20,2015-05-07,2015-08-06,2015-11-05,2016-02-18,2016-05-06,2016-08-05,2016-11-04,2017-02-27,2017-05-10,2017-08-08,2017-11-06,2018-02-27,2018-05-07,2018-08-03,2018-11-05,2019-02-21,2019-05-10,2019-08-06,2019-11-04,2020-02-18,2020-05-08,2020-08-04,2020-11-06,2021-02-17,2021-05-07,2021-08-06,2021-11-05,2022-02-17,2022-05-06,2022-08-05,2022-11-04,2023-02-17,2023-05-05,2023-08-04,2023-11-06,2024-02-16,2024-05-03,2024-08-02,2024-11-01,2025-02-14,2025-05-02,2025-08-04,2025-11-05
AccountsAndNotesReceivableNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169337000.0,169337000.0,,143633000.0,143633000.0,143633000.0,143633000.0,153091000.0,153091000.0,153091000.0,153091000.0,188863000.0,188863000.0,188863000.0,188863000.0,206162000.0,206162000.0,206162000.0,206162000.0,255495000.0,255495000.0,255495000.0
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224807000.0,224807000.0,224807000.0,213705000.0,213705000.0,213705000.0,213705000.0,302361000.0,302361000.0,302361000.0,302361000.0,322271000.0,322271000.0,322271000.0,322271000.0,317259000.0,317259000.0,317259000.0,317259000.0,358612000.0,358612000.0,358612000.0,358612000.0,392302000.0,392302000.0,392302000.0
AccountsReceivableNet / USD,,,,,,,,36600000.0,,,,37733000.0,,,,26601000.0,,,,26319000.0,,,,30999000.0,,,,106164000.0,0.0,,,,,,,,,172359000.0,172359000.0,172359000.0,169337000.0,169337000.0,169337000.0,169337000.0,143633000.0,143633000.0,143633000.0,143633000.0,153091000.0,153091000.0,153091000.0,153091000.0,188863000.0,188863000.0,188863000.0,188863000.0,206162000.0,206162000.0,206162000.0,206162000.0,255495000.0,255495000.0,255495000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,2900000.0,2900000.0,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500000.0,16500000.0,16500000.0,16500000.0,17300000.0,17300000.0,17300000.0
AccumulatedDistributionsInExcessOfNetIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255465000.0,1255465000.0,1255465000.0,1408062000.0,1408062000.0,1408062000.0,1408062000.0,1765806000.0,1765806000.0,1765806000.0,1765806000.0,1814814000.0,1814814000.0,1814814000.0,1814814000.0,1764977000.0,1764977000.0,1764977000.0,1764977000.0,1871603000.0,1871603000.0,1871603000.0,1871603000.0,1980076000.0,1980076000.0,1980076000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-927000.0,-927000.0,-927000.0,-11997000.0,-11997000.0,-11997000.0,-11997000.0,-18625000.0,-18625000.0,-18625000.0,-18625000.0,-10227000.0,-10227000.0,-10227000.0,-10227000.0,7560000.0,7560000.0,7560000.0,7560000.0,-1308000.0,-1308000.0,-1308000.0,-1308000.0,2226000.0,2226000.0,2226000.0
AdditionalPaidInCapital / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7672517000.0,7672517000.0,7672517000.0,7654930000.0,7654930000.0,7654930000.0,7654930000.0,7792082000.0,7792082000.0,7792082000.0,7792082000.0,7883458000.0,7883458000.0,7883458000.0,7883458000.0,7877152000.0,7877152000.0,7877152000.0,7877152000.0,8704240000.0,8704240000.0,8704240000.0,8704240000.0,8503227000.0,8503227000.0,8503227000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4000.0,-14000.0,-9000.0,0.0,0.0,207000.0,-13000.0,,,207000.0,75000.0,,,77000.0,75000.0,,,,75000.0,,,,-1000.0,,,
AmortizationOfAboveAndBelowMarketLeases / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13454000.0,-19326000.0,-26031000.0,-23144000.0,-13090000.0,-19496000.0,-30196000.0,-33330000.0,-12460000.0,-22456000.0,-29847000.0,-43867000.0,-5576000.0,-11174000.0,-17244000.0,-40540000.0,-5302000.0,-10528000.0,-15625000.0,-22936000.0,-5478000.0,-13842000.0,-21573000.0,-20995000.0,-5287000.0,-12193000.0,-17383000.0
AmortizationOfESOPAward / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6576000.0,13137000.0,19811000.0
AmortizationOfFinancingCostsAndDiscounts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4999000.0,7599000.0,9509000.0,2921000.0,5911000.0,8533000.0,10476000.0,2619000.0,5237000.0,7566000.0,11170000.0,2167000.0,3479000.0,4608000.0,9023000.0,1379000.0,2821000.0,4297000.0,6003000.0,1490000.0,2983000.0,5124000.0,5799000.0,2762000.0,6232000.0,9754000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,2426000.0,,,,3772000.0,,,,5069000.0,,,,8709000.0,,,,12183000.0,,,,11442000.0,,,,14386000.0,,,,99613000.0,,,,88770000.0,,,,69362000.0,,,,55955000.0,,,,39108000.0,,,,40396000.0,,,
Assets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11135972000.0,,,,,,,,,10944663000.0,10944663000.0,10944663000.0,11132253000.0,11132253000.0,11132253000.0,11132253000.0,10936904000.0,10936904000.0,10936904000.0,10936904000.0,10792563000.0,10792563000.0,10792563000.0,10792563000.0,10860220000.0,10860220000.0,10860220000.0,10860220000.0,12426913000.0,12426913000.0,12426913000.0,12426913000.0,12391961000.0,12391961000.0,12391961000.0
BelowMarketLeaseAccumulatedAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92746000.0,92746000.0,92746000.0,131676000.0,131676000.0,131676000.0,131676000.0,145966000.0,145966000.0,145966000.0,145966000.0,172293000.0,172293000.0,172293000.0,172293000.0,193315000.0,193315000.0,193315000.0,193315000.0,211067000.0,211067000.0,211067000.0,211067000.0,222052000.0,222052000.0,222052000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,42799000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000000.0,9700000.0,9700000.0,19933000.0,9700000.0,0.0,0.0,,,,,111175000.0,111175000.0,22074000.0,44853000.0,111175000.0,111175000.0,22074000.0,44853000.0,44853000.0,22779000.0,,,,0.0,56809000.0,0.0,0.0
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9149000.0,3185000.0,10704000.0,10494000.0,9149000.0,3185000.0,10704000.0,4942000.0,2965000.0,16276000.0,10704000.0,874000.0,6947000.0,5830000.0,12166000.0,11603000.0,5050000.0,10230000.0,10188000.0,10596000.0,9011000.0,20967000.0,4888000.0,1619000.0,3094000.0,8837000.0
CashAcquiredFromAcquisition / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74507000.0,,,,,,,2991000.0,2991000.0,,3061000.0,2991000.0,2991000.0,,3061000.0,3061000.0,2991000.0,,,,3061000.0,787000.0,787000.0,14143000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49381000.0,49381000.0,17879000.0,45190000.0,45190000.0,45190000.0,49381000.0,115562000.0,115562000.0,115562000.0,45190000.0,378450000.0,378450000.0,378450000.0,115562000.0,95027000.0,95027000.0,95027000.0,378450000.0,68776000.0,68776000.0,68776000.0,95027000.0,91354000.0,91354000.0,91354000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6141000.0,-4895000.0,31502000.0,-2406000.0,-7826000.0,2271000.0,-4191000.0,621283000.0,471796000.0,165314000.0,70372000.0,-239130000.0,-91837000.0,-15765000.0,262888000.0,83703000.0,26163000.0,59957000.0,-283423000.0,-633000.0,-25668000.0,12294000.0,-26251000.0,138747000.0,-11431000.0,23477000.0
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths / USD,,,,,,,,9500000.0,,,,9500000.0,9500000.0,9800000.0,9600000.0,12900000.0,-14000000.0,-9000000.0,-8700000.0,8700000.0,-9100000.0,-8500000.0,-8800000.0,9200000.0,-9600000.0,-10000000.0,-10700000.0,9800000.0,-10500000.0,-9800000.0,-9100000.0,6900000.0,-4400000.0,-2500000.0,-600000.0,867000.0,-1600000.0,5300000.0,5500000.0,4100000.0,7400000.0,7000000.0,6100000.0,3700000.0,3700000.0,3700000.0,3700000.0,3000000.0,456000.0,2100000.0,4300000.0,5400000.0,4700000.0,5800000.0,7800000.0,10600000.0,6400000.0,6000000.0,1400000.0,2500000.0,1700000.0,1300000.0,600000.0
CommonStockDividendsPerShareDeclared / USD/shares,,1.3875,,,,,,2.11,,,,1.85,0.4625,0.925,1.3875,1.85,0.4625,0.925,1.3875,1.85,0.47,0.94,1.41,1.85,0.485,0.97,1.455,1.88,0.5,1.0,1.0,,0.51,,,,,1.11,1.665,2.1,0.585,1.17,1.755,2.22,0.595,1.19,1.785,2.34,0.595,1.19,1.785,2.38,0.625,1.25,1.875,2.41,0.65,1.3,1.95,2.525,0.67,1.34,2.01
CommonStockParOrStatedValuePerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
