fact_unit,2010-08-02,2010-10-25,2011-03-04,2011-05-05,2011-07-27,2011-10-25,2012-02-10,2012-04-25,2012-07-25,2012-10-26,2013-02-13,2013-04-24,2013-08-01,2013-10-23,2014-02-24,2014-04-24,2014-07-24,2014-10-24,2015-02-11,2015-04-15,2015-07-15,2015-10-14,2016-02-05,2016-04-14,2016-07-15,2016-10-13,2017-02-13,2017-04-12,2017-07-13,2017-10-11,2018-02-23,2018-04-12,2018-07-12,2018-10-11,2019-02-15,2019-04-10,2019-07-11,2019-10-10,2020-02-13,2020-04-22,2020-07-15,2020-10-14,2021-02-12,2021-04-15,2021-07-14,2021-10-13,2022-02-11,2022-04-13,2022-07-13,2022-10-13,2023-02-10,2023-04-13,2023-07-13,2023-10-12,2024-02-12,2024-04-10,2024-07-11,2024-10-10,2025-02-11,2025-04-09,2025-07-10,2025-10-09
AccountsPayableCurrent / USD,1249000000.0,1249000000.0,1249000000.0,1713000000.0,1713000000.0,1713000000.0,1713000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,2293000000.0,2293000000.0,2293000000.0,2293000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,2622000000.0,2622000000.0,2622000000.0,2622000000.0,2743000000.0,2743000000.0,2743000000.0,2743000000.0,2572000000.0,2572000000.0,2572000000.0,2572000000.0,3674000000.0,3674000000.0,3674000000.0,3634000000.0,2976000000.0,2976000000.0,2976000000.0,2976000000.0,3266000000.0,3266000000.0,3266000000.0,3266000000.0,2840000000.0,2840000000.0,2840000000.0,2840000000.0,4240000000.0,4240000000.0,4240000000.0,4240000000.0,5106000000.0,5106000000.0,5106000000.0,5106000000.0,4446000000.0,4446000000.0,4446000000.0,4446000000.0,4650000000.0,4650000000.0,4650000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-3563000000.0,-3563000000.0,435000000.0,-3578000000.0,-3578000000.0,-3578000000.0,-4080000000.0,-6766000000.0,-6766000000.0,-6766000000.0,-3563000000.0,-6766000000.0,-6766000000.0,-6766000000.0,-3578000000.0,-8577000000.0,-8577000000.0,-8577000000.0,-6766000000.0,-5130000000.0,-5130000000.0,-5130000000.0,-8577000000.0,-7311000000.0,-7275000000.0,-7275000000.0,-7275000000.0,-7636000000.0,-7636000000.0,-7636000000.0,-7636000000.0,-7621000000.0,-7621000000.0,-7621000000.0,-7621000000.0,-7825000000.0,-7825000000.0,-7825000000.0,-7825000000.0,-7989000000.0,-7989000000.0,-7989000000.0,-7989000000.0,-9038000000.0,-9038000000.0,-9038000000.0,-9038000000.0,-7130000000.0,-7130000000.0,-7130000000.0,-7130000000.0,-5801000000.0,-5801000000.0,-5801000000.0,-5801000000.0,-5845000000.0,-5845000000.0,-5845000000.0,-5845000000.0,-4979000000.0,-4979000000.0,-4979000000.0
AdditionalPaidInCapitalCommonStock / USD,13827000000.0,13827000000.0,13827000000.0,13926000000.0,13926000000.0,13926000000.0,13926000000.0,13999000000.0,13999000000.0,13999000000.0,13999000000.0,14069000000.0,14069000000.0,14069000000.0,14069000000.0,13982000000.0,13982000000.0,13982000000.0,13982000000.0,12981000000.0,12981000000.0,12981000000.0,12981000000.0,10875000000.0,10875000000.0,10875000000.0,12936000000.0,12294000000.0,12294000000.0,12294000000.0,12294000000.0,12053000000.0,12053000000.0,12053000000.0,12053000000.0,11671000000.0,11671000000.0,11671000000.0,11671000000.0,11129000000.0,11129000000.0,11129000000.0,11129000000.0,11259000000.0,11259000000.0,11259000000.0,11259000000.0,11447000000.0,11447000000.0,11447000000.0,11447000000.0,11526000000.0,11526000000.0,11526000000.0,11526000000.0,11641000000.0,11641000000.0,11641000000.0,11641000000.0,11740000000.0,11740000000.0,11740000000.0
AdvertisingExpense / USD,,,114000000.0,,,,176000000.0,,,,169000000.0,,,,214000000.0,,,,200000000.0,,,,225000000.0,,,,225000000.0,,,,230000000.0,,,,267000000.0,,,,273000000.0,,,,267000000.0,,,,288000000.0,,,,119000000.0,,,,198000000.0,,,,302000000.0,,,
AircraftMaintenanceMaterialsAndRepairs / USD,,,,,769000000.0,1174000000.0,1434000000.0,485000000.0,970000000.0,1398000000.0,1569000000.0,561000000.0,1109000000.0,1602000000.0,1765000000.0,491000000.0,963000000.0,1437000000.0,1955000000.0,448000000.0,914000000.0,1354000000.0,1852000000.0,452000000.0,951000000.0,1430000000.0,1828000000.0,449000000.0,895000000.0,1357000000.0,1848000000.0,432000000.0,824000000.0,1214000000.0,1434000000.0,435000000.0,862000000.0,1233000000.0,1591000000.0,476000000.0,910000000.0,1334000000.0,1575000000.0,469000000.0,512000000.0,618000000.0,1751000000.0,294000000.0,581000000.0,1014000000.0,822000000.0,465000000.0,988000000.0,1474000000.0,1401000000.0,585000000.0,1199000000.0,1860000000.0,1982000000.0,679000000.0,1363000000.0,1990000000.0
AircraftRental / USD,,,,,213000000.0,305000000.0,480000000.0,78000000.0,152000000.0,224000000.0,387000000.0,75000000.0,143000000.0,208000000.0,298000000.0,60000000.0,115000000.0,162000000.0,272000000.0,51000000.0,107000000.0,172000000.0,209000000.0,60000000.0,120000000.0,183000000.0,233000000.0,66000000.0,132000000.0,204000000.0,250000000.0,84000000.0,170000000.0,258000000.0,285000000.0,94000000.0,191000000.0,291000000.0,351000000.0,102000000.0,209000000.0,318000000.0,394000000.0,100000000.0,196000000.0,295000000.0,423000000.0,104000000.0,208000000.0,313000000.0,399000000.0,122000000.0,249000000.0,380000000.0,430000000.0,132000000.0,264000000.0,395000000.0,508000000.0,136000000.0,274000000.0,411000000.0
AirlineCapacityPurchaseArrangements / USD,,,,,1889000000.0,3125000000.0,3823000000.0,1300000000.0,2710000000.0,4142000000.0,4305000000.0,1375000000.0,2791000000.0,4238000000.0,5470000000.0,1399000000.0,2843000000.0,4302000000.0,5647000000.0,1319000000.0,2680000000.0,4033000000.0,5669000000.0,1053000000.0,2150000000.0,3223000000.0,5237000000.0,1006000000.0,2102000000.0,3221000000.0,4241000000.0,864000000.0,1702000000.0,2589000000.0,3447000000.0,838000000.0,1701000000.0,2586000000.0,3466000000.0,893000000.0,1798000000.0,2698000000.0,3438000000.0,577000000.0,914000000.0,1204000000.0,2158000000.0,401000000.0,804000000.0,1258000000.0,1584000000.0,491000000.0,1018000000.0,1547000000.0,1736000000.0,559000000.0,1117000000.0,1664000000.0,2051000000.0,550000000.0,1130000000.0,1731000000.0
AirlineRelatedInventoryNet / USD,,,,,,,318000000.0,367000000.0,367000000.0,367000000.0,367000000.0,404000000.0,404000000.0,404000000.0,404000000.0,357000000.0,357000000.0,357000000.0,357000000.0,318000000.0,318000000.0,318000000.0,318000000.0,318000000.0,318000000.0,318000000.0,318000000.0,372000000.0,372000000.0,372000000.0,372000000.0,413000000.0,413000000.0,413000000.0,413000000.0,463000000.0,463000000.0,463000000.0,,521000000.0,,,,,,,,1098000000.0,1098000000.0,1098000000.0,1098000000.0,1424000000.0,1424000000.0,1424000000.0,1424000000.0,1314000000.0,1314000000.0,1314000000.0,1314000000.0,1428000000.0,1428000000.0,1428000000.0
AirlineRelatedInventoryValuationReserves / USD,,,,,104000000.0,104000000.0,104000000.0,101000000.0,101000000.0,101000000.0,101000000.0,127000000.0,127000000.0,127000000.0,-127000000.0,118000000.0,118000000.0,118000000.0,118000000.0,127000000.0,127000000.0,127000000.0,127000000.0,114000000.0,114000000.0,114000000.0,114000000.0,110000000.0,110000000.0,110000000.0,110000000.0,113000000.0,113000000.0,113000000.0,113000000.0,102000000.0,102000000.0,102000000.0,102000000.0,82000000.0,82000000.0,82000000.0,82000000.0,188000000.0,188000000.0,188000000.0,188000000.0,176000000.0,176000000.0,176000000.0,176000000.0,136000000.0,136000000.0,136000000.0,136000000.0,123000000.0,123000000.0,123000000.0,123000000.0,120000000.0,120000000.0,120000000.0
AllocatedShareBasedCompensationExpense / USD,,,66000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000000.0,,,,161000000.0,,,,119000000.0,,,,149000000.0,,,,150000000.0,,,
