fact_unit,2009-07-29,2009-10-27,2010-02-17,2010-04-28,2010-07-23,2010-10-21,2011-01-28,2011-04-29,2011-07-22,2011-10-21,2012-01-31,2012-04-20,2012-07-19,2012-10-19,2013-02-01,2013-04-19,2013-07-19,2013-10-18,2014-01-31,2014-05-01,2014-07-18,2014-10-16,2015-02-06,2015-04-23,2015-07-21,2015-10-28,2016-02-01,2016-04-27,2016-07-21,2016-10-20,2017-02-06,2017-04-20,2017-07-21,2017-10-20,2018-02-05,2018-04-26,2018-07-19,2018-10-31,2019-01-30,2019-04-24,2019-07-18,2019-10-24,2020-01-31,2020-04-29,2020-04-30,2020-07-29,2020-10-29,2021-02-04,2021-04-29,2021-08-12,2021-10-28,2022-02-24,2022-05-05,2022-05-10,2022-08-04,2022-11-03,2023-02-23,2023-04-27,2023-05-12,2023-07-27,2023-11-08,2024-02-28,2024-05-02,2024-05-29,2024-08-01,2024-10-31,2025-02-27,2025-05-01,2025-05-09,2025-05-30,2025-07-31,2025-10-30
NetCashProvidedByUsedInFinancingActivities / USD,-1666095000,-2276155000,-693612000,-614520000,-583661000,-782043000,-1673851000,-7390000,50363000,-259086000,-945656000,-339000000,-166000000,-190000000,1235000000,-219000000,-434000000,2082000000,-838000000,-411000000,-838000000,-854000000,1951000000,-1793000000,-2238000000,43000000,-1354000000,-985000000,-978000000,-3332000000,-1022000000,1222000000,685000000,182000000,-4554000000,-418000000,1514000000,-888000000,-744000000,-1825000000,-2867000000,-3887000000,-1784000000,,-1605000000,-3258000000,-5983000000,-5398000000,-3161000000,-3370000000,-5143000000,-7091000000,-1169000000,,-747000000,-3245000000,-5692000000,-1952000000,,-4182000000,-4536000000,-6532000000,-1388000000,,-1458000000,-2071000000,-3792000000,-686000000,-686000000,,-1805000000,-2814000000
NetCashProvidedByUsedInInvestingActivities / USD,-457816000,-682914000,-693146000,-52059000,-1428184000,-2031583000,-2057346000,-700969000,-835635000,-1390732000,-1149383000,-597000000,-3805000000,-4769000000,-2284000000,-893000000,-1474000000,-1904000000,-3307000000,-719000000,-3307000000,-3994000000,-3763000000,532000000,-1129000000,-3745000000,-6012000000,-724000000,-2421000000,-3288000000,-2673000000,-1075000000,-1973000000,-2568000000,-3611000000,-114000000,-2124000000,-1507000000,-2017000000,1698000000,1547000000,2473000000,-1295000000,,558000000,1286000000,2429000000,2894000000,2506000000,1869000000,3580000000,2787000000,265000000,,-645000000,878000000,3794000000,1772000000,,3764000000,3755000000,3663000000,701000000,,424000000,520000000,2461000000,250000000,250000000,,902000000,951000000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,2727000000,2390000000,2932000000,501000000,1047000000,1751000000,3228000000,,1405000000,2207000000,2877000000,,,2158000000,2827000000,,,1427000000,3146000000,,572000000,1267000000,1889000000,2210000000,614000000,1528000000,2174000000,2416000000,948000000,,1957000000,2618000000,3004000000,629000000,,1206000000,1941000000,3093000000,,,1446000000,2308000000,2627000000,615000000,615000000,,982000000,1737000000
NetIncomeLoss / USD,920063000,1412282000,348251000,357113000,684455000,1034191000,1779474000,397653000,809845000,1241774000,2389097000,476000000,759000000,1250000000,1801000000,570000000,1262000000,1859000000,3229000000,677000000,3229000000,2006000000,2609000000,-2326000000,-1650000000,-977000000,2856000000,626000000,709000000,1248000000,46000000,482000000,917000000,1330000000,1725000000,1035000000,1064000000,1770000000,7266000000,407000000,1049000000,1770000000,-1017000000,,518000000,920000000,1230000000,2530000000,3412000000,4158000000,4822000000,1786000000,641000000,,11375000000,11639000000,5667000000,-1341000000,,-1872000000,-1941000000,13608000000,567000000,,738000000,2043000000,-1269000000,438000000,438000000,,662000000,1296000000
NumberOfReportableSegments / segment,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,1,1
OciBeforeReclassificationsNetOfTaxAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32000000,28000000
OperatingExpenses / USD,2202225000,3234718000,5296177000,1024436000,2118966000,3269969000,4237510000,1100893000,2216336000,3335380000,4790834000,1252000000,2720000000,4226000000,4538000000,1641000000,3357000000,5072000000,5818000000,1796000000,5818000000,5581000000,6968000000,2033000000,3990000000,3501000000,4311000000,1121000000,2369000000,3457000000,4651000000,1046000000,2252000000,3429000000,4624000000,1242000000,2621000000,3988000000,4969000000,1442000000,3079000000,4564000000,5442000000,,1281000000,2593000000,3437000000,4875000000,1062000000,2074000000,3192000000,4074000000,1191000000,,2455000000,3616000000,4461000000,1102000000,,2336000000,3501000000,4847000000,1252000000,,2556000000,3896000000,4765000000,1225000000,1225000000,,2513000000,3767000000
OperatingIncomeLoss / USD,1098144000,1622219000,613180000,422764000,834453000,1277394000,2075682000,488609000,973174000,1463350000,1456766000,565000000,1084000000,1620000000,2054000000,653000000,1348000000,2015000000,2373000000,800000000,2373000000,2349000000,2888000000,878000000,1780000000,1745000000,2454000000,529000000,957000000,1535000000,2476000000,614000000,1145000000,1687000000,2197000000,547000000,1027000000,1601000000,2325000000,579000000,985000000,1541000000,2264000000,,593000000,1151000000,1383000000,1752000000,565000000,1313000000,1975000000,1770000000,841000000,,1573000000,2235000000,2636000000,692000000,,1217000000,1785000000,2923000000,558000000,,1076000000,1531000000,2350000000,631000000,631000000,,1180000000,1775000000
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169000000,170000000,162000000,170000000,,,,,153000000,,,,153000000,150000000,,150000000,150000000,150000000,131000000,,131000000,131000000,131000000,118000000,,118000000,118000000,118000000,118000000,118000000,,118000000,118000000
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547000000,519000000,497000000,492000000,,472000000,472000000,461000000,461000000,380000000,316000000,316000000,316000000,200000000,,200000000,200000000,200000000,418000000,,418000000,418000000,418000000,387000000,,387000000,387000000,387000000,320000000,320000000,,320000000,320000000
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696000000,670000000,634000000,628000000,,599000000,599000000,583000000,583000000,509000000,430000000,430000000,430000000,289000000,,289000000,289000000,289000000,513000000,,513000000,513000000,513000000,493000000,,493000000,493000000,493000000,427000000,427000000,,427000000,427000000
OtherAccruedLiabilitiesCurrent / USD,,,,,,,,,,,301388000,,,,475000000,,,,,,,,,,,,,,,,,,,,755000000,,,,800000000,,,,751000000,,,,,745000000,,,,561000000,497000000,,328000000,328000000,328000000,421000000,,421000000,357000000,357000000,364000000,,364000000,481000000,481000000,395000000,395000000,,395000000,395000000
OtherAssetsCurrent / USD,460698000,460698000,460698000,328106000,328106000,328106000,328106000,481238000,481238000,481238000,481238000,581000000,581000000,581000000,581000000,914000000,914000000,914000000,914000000,1310000000,914000000,1310000000,1310000000,1491000000,1414000000,1048000000,1048000000,1154000000,1154000000,1154000000,1154000000,1134000000,1134000000,1134000000,1134000000,1185000000,1185000000,1185000000,1185000000,1499000000,1499000000,1499000000,1499000000,,1101000000,1101000000,1064000000,1064000000,825000000,780000000,780000000,,1107000000,,1107000000,1107000000,,1056000000,,1056000000,1056000000,1056000000,1011000000,,1011000000,1011000000,1011000000,715000000,715000000,,715000000,715000000
OtherAssetsNoncurrent / USD,239425000,239425000,239425000,341121000,341121000,341121000,341121000,189205000,189205000,189205000,189205000,449000000,449000000,449000000,449000000,476000000,476000000,476000000,476000000,266000000,476000000,266000000,266000000,264000000,261000000,207000000,207000000,365000000,365000000,365000000,365000000,276000000,276000000,276000000,276000000,273000000,273000000,273000000,273000000,274000000,274000000,274000000,274000000,,414000000,414000000,414000000,133000000,145000000,131000000,131000000,131000000,591000000,,591000000,591000000,591000000,581000000,,581000000,581000000,581000000,383000000,,383000000,383000000,383000000,464000000,464000000,,464000000,464000000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,218000000,-111000000,80000000,,-301000000,-265000000,88000000,,-29000000,91000000,-123000000,208000000,-265000000,-244000000,-426000000,-323000000,154000000,67000000,217000000,-431000000,331000000,676000000,791000000,-185000000,132000000,-193000000,-218000000,978000000,,-32000000,-52000000,-185000000,-286000000,-113000000,-64000000,57000000,-99000000,-117000000,,-107000000,-192000000,291000000,-34000000,,-119000000,-196000000,-326000000,1000000,,-36000000,-66000000,-106000000,-37000000,-37000000,,-53000000,13000000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax / USD,,,,,,,,,,,,,,,,,-30000000,354000000,295000000,-135000000,-30000000,354000000,295000000,-86000000,41000000,38000000,31000000,-122000000,-87000000,-531000000,-428000000,,,,,,,,,,,-197000000,-226000000,,-18000000,-7000000,-95000000,-50000000,-99000000,-50000000,45000000,244000000,-85000000,,-90000000,-140000000,-138000000,-50000000,,-64000000,-6000000,28000000,-3000000,,-54000000,-41000000,-23000000,-20000000,-20000000,,,
OtherComprehensiveIncomeLossBeforeReclassificationsTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,44000000,-7000000,44000000,-112000000,-50000000,21000000,101000000,229000000,170000000,-12000000,-32000000,-35000000,-40000000,-22000000,2000000,3000000,15000000,,5000000,15000000,27000000,16000000,2000000,4000000,-5000000,-14000000,11000000,,5000000,14000000,17000000,-8000000,,16000000,35000000,-31000000,2000000,,-4000000,9000000,-3000000,5000000,5000000,,6000000,4000000
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122000000,18000000,-29000000,108000000,92000000,125000000,,-41000000,-30000000,5000000,125000000,47000000,0,-41000000,-77000000,74000000,,70000000,130000000,-76000000,20000000,,125000000,275000000,150000000,-53000000,,-90000000,-50000000,49000000,22000000,22000000,,29000000,0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19000000,3000000,-6000000,23000000,19000000,27000000,,-9000000,-7000000,1000000,27000000,10000000,0,-10000000,-17000000,17000000,,16000000,29000000,-17000000,4000000,,28000000,60000000,33000000,-11000000,,-19000000,-11000000,11000000,4000000,4000000,,6000000,0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,387000000,540000000,-78000000,,315000000,-85000000,100000000,300000000,-132000000,-30000000,349000000,300000000,-72000000,75000000,67000000,300000000,-191000000,-229000000,-716000000,15000000,159000000,303000000,678000000,-633000000,289000000,561000000,662000000,-650000000,83000000,-136000000,-167000000,841000000,,-34000000,-34000000,-137000000,-219000000,-99000000,-63000000,27000000,-114000000,-63000000,,-56000000,-94000000,232000000,-56000000,,-75000000,-58000000,-218000000,-28000000,,-92000000,-80000000,-139000000,-14000000,-14000000,,-20000000,47000000
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1 / USD,,,,,,,,,,,,,38000000,-44000000,,57000000,92000000,174000000,91000000,57000000,92000000,174000000,91000000,-39000000,-28000000,7000000,44000000,-7000000,44000000,-112000000,-50000000,21000000,101000000,229000000,-311000000,-12000000,-32000000,-35000000,-40000000,-16000000,13000000,11000000,17000000,,1000000,8000000,16000000,-1000000,2000000,0,-10000000,-17000000,17000000,,15000000,28000000,30000000,-9000000,,13000000,38000000,-9000000,-5000000,,-15000000,-4000000,-16000000,7000000,7000000,,10000000,11000000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax / USD,-317471000,-432424000,589566000,17291000,84922000,179646000,-464171000,-27887000,2132000,169605000,288880000,122000000,103000000,-150000000,117000000,,,,57000000,,57000000,,99000000,,,,,,,,,,,,,,,-42000000,-794000000,-36000000,-38000000,-30000000,-66000000,,40000000,56000000,59000000,-41000000,-31000000,1000000,1000000,61000000,-3000000,,-4000000,-4000000,0,-51000000,,-68000000,-99000000,-12000000,19000000,,19000000,32000000,-91000000,8000000,8000000,,14000000,45000000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax / USD,,,,,,,,,,,,,,,38000000,62000000,-6000000,18000000,35000000,54000000,35000000,175000000,6000000,-42000000,-32000000,1000000,93000000,,,,,,,,,,,-16000000,-314000000,-10000000,-10000000,-8000000,-23000000,,10000000,15000000,15000000,-10000000,-8000000,0,0,16000000,0,,-1000000,-1000000,0,-13000000,,-15000000,-22000000,-3000000,6000000,,4000000,7000000,-20000000,3000000,3000000,,4000000,11000000
OtherLiabilitiesCurrent / USD,784774000,784774000,784774000,981784000,981784000,981784000,981784000,1343888000,1343888000,1343888000,1343888000,1511000000,1511000000,1511000000,1511000000,1916000000,1916000000,1916000000,1916000000,2799000000,1916000000,2799000000,2799000000,5393000000,5279000000,3830000000,3830000000,1736000000,1736000000,1736000000,1736000000,1893000000,1893000000,1893000000,1893000000,2134000000,2134000000,2134000000,2134000000,2335000000,2335000000,2335000000,2335000000,,2189000000,2189000000,2097000000,2097000000,1858000000,1767000000,1767000000,1767000000,1927000000,,1927000000,1927000000,1927000000,1866000000,,1866000000,1866000000,1866000000,2196000000,,2196000000,2196000000,2196000000,2184000000,2184000000,,2184000000,2184000000
OtherLiabilitiesNoncurrent / USD,49529000,49529000,49529000,49561000,49561000,49561000,49561000,45385000,45385000,45385000,45385000,58000000,58000000,58000000,58000000,207000000,207000000,207000000,207000000,244000000,207000000,244000000,244000000,126000000,125000000,79000000,79000000,75000000,75000000,75000000,75000000,64000000,64000000,64000000,499000000,1720000000,1720000000,1720000000,1720000000,1474000000,1474000000,1474000000,1474000000,,1356000000,1356000000,1353000000,1353000000,1263000000,1260000000,1260000000,1260000000,1183000000,,1183000000,1183000000,1183000000,1042000000,,1042000000,1042000000,1042000000,936000000,,936000000,936000000,936000000,632000000,632000000,,632000000,632000000
PaymentsForRepurchaseOfCommonStock / USD,1554695000,2177942000,1485397000,,,0,2177942000,0,0,297662000,0,357000000,781000000,814000000,711000000,240000000,595000000,642000000,1064000000,476000000,1064000000,1088000000,898000000,1811000000,3468000000,3476000000,1343000000,1000000000,1000000000,1512000000,4658000000,1001000000,1501000000,2002000000,2149000000,410000000,917000000,1824000000,2943000000,1009000000,2000000000,2991000000,2746000000,,1431000000,2949000000,3971000000,4502000000,3997000000,4030000000,4710000000,4973000000,304000000,,1733000000,3966000000,5137000000,1069000000,,2542000000,2828000000,7055000000,242000000,,492000000,1118000000,3143000000,453000000,453000000,,1483000000,2238000000
PaymentsForRestructuring / USD,,,,,,,,,,,,,,,,,,,,,,,,45000000,98000000,,,,,,60000000,,,,,,,49000000,61000000,29000000,39000000,45000000,49000000,,24000000,33000000,33000000,34000000,25000000,29000000,30000000,34000000,,,,,34000000,14000000,,36000000,38000000,39000000,36000000,,69000000,83000000,39000000,36000000,36000000,,69000000,83000000
PaymentsOfDividends / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,125000000,245000000,360000000,0,114000000,226000000,337000000,473000000,122000000,,243000000,359000000,447000000,129000000,,250000000,370000000,466000000,134000000,,267000000,399000000,489000000,139000000,139000000,,274000000,405000000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000000,226000000,252000000,8000000,77000000,96000000,245000000,29000000,130000000,170000000,121000000,60000000,153000000,189000000,219000000,,54000000,119000000,162000000,225000000,40000000,83000000,131000000,202000000,20000000,,128000000,186000000,175000000,61000000,,98000000,130000000,236000000,92000000,,160000000,136000000,160000000,51000000,51000000,,96000000,136000000
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,159064000,159064000,863565000,,1209433000,1209433000,1360293000,0,7000000,7000000,1209433000,191000000,2847000000,3155000000,91000000,3000000,133000000,143000000,3223000000,8000000,3223000000,85000000,143000000,4000000,35000000,55000000,138000000,,,24000000,55000000,,,,24000000,,20000000,22000000,212000000,0,302000000,302000000,34000000,,93000000,93000000,,302000000,,,,,,,,,0,,,,,0,,,,,208000000,-2000000,-2000000,,69000000,67000000
PaymentsToAcquireInvestments / USD,23928000,107990000,270676000,13594000,52457000,468371000,108128000,944393000,1294201000,2022642000,1142098000,485000000,1229000000,1884000000,2644000000,1016000000,1344000000,1470000000,2290000000,1426000000,2290000000,5726000000,3128000000,1261000000,3641000000,6808000000,6889000000,2420000000,3350000000,4452000000,8752000000,2935000000,5128000000,7782000000,6744000000,2750000000,7603000000,11276000000,11212000000,4794000000,10365000000,16177000000,14599000000,,11915000000,24167000000,37390000000,28115000000,10705000000,21673000000,28897000000,46966000000,3424000000,,9676000000,15103000000,32887000000,5475000000,,10146000000,15223000000,22161000000,3543000000,,7687000000,10607000000,18534000000,3312000000,3312000000,,7913000000,11472000000
PaymentsToAcquirePropertyPlantAndEquipment / USD,256327000,406739000,453967000,90934000,219388000,394156000,565890000,152256000,359457000,526445000,567094000,149000000,388000000,672000000,724000000,242000000,599000000,961000000,963000000,299000000,963000000,969000000,1257000000,206000000,421000000,422000000,678000000,96000000,297000000,539000000,622000000,158000000,305000000,490000000,668000000,135000000,317000000,474000000,626000000,158000000,342000000,521000000,666000000,,180000000,313000000,394000000,623000000,97000000,184000000,308000000,508000000,83000000,,182000000,341000000,463000000,83000000,,194000000,296000000,444000000,132000000,,245000000,330000000,449000000,143000000,143000000,,232000000,341000000
PrepaidExpenseAndOtherAssetsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780000000,1107000000,,1107000000,1107000000,1107000000,1056000000,,1056000000,1056000000,1056000000,1011000000,,1011000000,1011000000,1011000000,715000000,715000000,,715000000,715000000
PrepaidExpenseCurrent / USD,,,,,,,,,,,115476000,,,,169000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109000000,114000000,,114000000,114000000,114000000,120000000,,120000000,120000000,120000000,116000000,,116000000,116000000,116000000,136000000,136000000,,136000000,136000000
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
ProceedsFromIssuanceOfCommercialPaper / USD,,,,,,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,400000000,,,,,,,,,,,,,0,0,0,0,,0,441000000
ProceedsFromIssuanceOfCommonStock / USD,,,,,,51796000,152799000,42117000,99639000,118852000,102526000,73000000,156000000,188000000,236000000,85000000,225000000,359000000,242000000,102000000,242000000,301000000,483000000,55000000,154000000,178000000,437000000,38000000,146000000,173000000,300000000,7000000,52000000,67000000,221000000,11000000,62000000,74000000,102000000,9000000,67000000,70000000,120000000,,5000000,55000000,59000000,109000000,5000000,50000000,55000000,106000000,0,,57000000,57000000,90000000,1000000,,55000000,55000000,93000000,,,48000000,48000000,87000000,,,,55000000,58000000
ProceedsFromPaymentsForOtherFinancingActivities / USD,,0,0,,,-8063000,0,,,,-15262000,,,0,0,,,-4000000,0,0,0,0,-4000000,7000000,3000000,8000000,30000000,0,0,10000000,6000000,7000000,-9000000,5000000,63000000,10000000,15000000,-2000000,22000000,-15000000,-31000000,-27000000,29000000,,0,0,1000000,-30000000,-7000000,0,-5000000,5000000,4000000,,6000000,-6000000,-5000000,0,,0,,-7000000,0,,0,0,0,-15000000,-15000000,,-14000000,-14000000
ProceedsFromSaleAndMaturityOfOtherInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8382000000,11499000000,,3703000000,3703000000,,6699000000,10421000000
ProceedsFromSaleOfEquitySecuritiesFvNi / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2417000000,2410000000
PropertyPlantAndEquipmentNet / USD,1198714000,1198714000,1198714000,1314328000,1314328000,1314328000,1314328000,1523333000,1523333000,1523333000,1523333000,1986000000,1986000000,1986000000,1986000000,2491000000,2491000000,2491000000,2491000000,2760000000,2491000000,2760000000,2760000000,2902000000,2599000000,1486000000,1486000000,1554000000,1554000000,1554000000,1554000000,1516000000,1516000000,1516000000,1516000000,1597000000,1597000000,1597000000,1597000000,1597000000,1597000000,1597000000,1597000000,,1484000000,1484000000,1460000000,1460000000,1358000000,1292000000,1292000000,1292000000,1236000000,,1236000000,1236000000,1236000000,1238000000,,1238000000,1238000000,1238000000,1243000000,,1243000000,1243000000,1243000000,1263000000,1263000000,,1263000000,1263000000
ProvisionForDoubtfulAccounts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000,6000000,,9000000,13000000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax / USD,,,,,,,,,,,,,,,,,0,5000000,-5000000,-3000000,0,5000000,-5000000,-14000000,-34000000,-29000000,16000000,69000000,142000000,185000000,205000000,11000000,3000000,27000000,926000000,32000000,52000000,41000000,,,,-30000000,-7000000,,16000000,27000000,42000000,64000000,0,13000000,18000000,12000000,-22000000,,-34000000,-46000000,80000000,6000000,,11000000,52000000,167000000,25000000,,38000000,39000000,51000000,-6000000,-6000000,,,
ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12000000,-19000000
ReclassificationFromAociCurrentPeriodTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,481000000,0,0,0,0,-6000000,-11000000,-8000000,-2000000,,4000000,7000000,11000000,17000000,0,4000000,5000000,3000000,-6000000,,-10000000,-14000000,-13000000,1000000,,3000000,-3000000,-22000000,7000000,,11000000,13000000,13000000,-2000000,-2000000,,-4000000,-7000000
RepaymentsOfCommercialPaper / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
RepaymentsOfSeniorDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,0,400000000,,0,250000000,0,,,17000000,850000000,0,0,1450000000,20000000,750000000,750000000,750000000,1452000000,,,0,1550000000,750000000,0,839000000,1771000000,1550000000,1156000000,,1156000000,1156000000,1771000000,750000000,,1355000000,1355000000,1156000000,1150000000,,1150000000,1150000000,1355000000,0,0,,0,750000000
ResearchAndDevelopmentExpense / USD,363551000,554393000,619727000,201516000,399919000,605126000,725600000,210139000,435456000,662259000,803070000,275000000,572000000,891000000,908000000,374000000,768000000,1157000000,1235000000,434000000,1235000000,1318000000,1573000000,480000000,915000000,747000000,915000000,221000000,453000000,694000000,983000000,239000000,534000000,822000000,923000000,278000000,591000000,907000000,1114000000,334000000,686000000,993000000,1224000000,,272000000,567000000,735000000,1051000000,232000000,474000000,745000000,930000000,304000000,,654000000,988000000,1028000000,301000000,,645000000,990000000,1325000000,352000000,,744000000,1145000000,1330000000,351000000,351000000,,730000000,1104000000
RestrictedCash / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,75000000,75000000,,122000000,185000000
RestrictedCashCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000,21000000,143000000,137000000,137000000,137000000,22000000,,22000000,22000000,22000000,36000000,,36000000,28000000,22000000,41000000,,22000000,25000000,36000000,79000000,79000000,,112000000,102000000
RestrictedCashNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000,,13000000,2000000,0,5000000,,4000000,4000000,13000000,4000000,4000000,,2000000,2000000
RestructuringCharges / USD,0,0,0,6611000,24264000,,49119000,,,,,,,,31000000,,,,,,,,,0,0,,,60000000,62000000,62000000,62000000,,,,,,0,0,0,38000000,84000000,84000000,0,,38000000,41000000,39000000,69000000,7000000,7000000,7000000,39000000,,,,,7000000,0,,42000000,42000000,35000000,42000000,,42000000,42000000,42000000,99000000,99000000,,99000000,99000000
RestructuringReserve / USD,,,,,10909000,10909000,10909000,5984000,5984000,5984000,5984000,,,,0,,,,,,,,,0,0,,,0,0,0,2000000,,,,,,0,0,0,8000000,8000000,8000000,8000000,,28000000,28000000,28000000,28000000,0,0,0,0,,,,,,0,,0,0,0,102000000,,102000000,102000000,0,102000000,102000000,,102000000,102000000
RestructuringReserveAccrualAdjustment1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,2000000,,9000000,,6000000,7000000,0,9000000,9000000,,6000000,7000000
RetainedEarningsAccumulatedDeficit / USD,5970020000,5970020000,5970020000,8359117000,8359117000,8359117000,8359117000,10160078000,10160078000,10160078000,10160078000,13389000000,13389000000,13389000000,13389000000,15998000000,15998000000,15998000000,15998000000,18854000000,15998000000,18854000000,18854000000,18900000000,18900000000,18900000000,18900000000,7713000000,7713000000,7713000000,7713000000,14959000000,14959000000,14959000000,14959000000,13929000000,13929000000,13929000000,13929000000,16459000000,16459000000,16459000000,16459000000,,17754000000,17754000000,17754000000,17754000000,22961000000,22961000000,22961000000,22961000000,36090000000,,36090000000,36090000000,36090000000,34315000000,,34315000000,34315000000,34315000000,36531000000,,36531000000,36531000000,36531000000,37951000000,37951000000,,37951000000,37951000000
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7220000000,9298000000,2580000000,5220000000,7869000000,9927000000,,2413000000,4836000000,6400000000,8650000000,2129000000,4158000000,6416000000,7429000000,2638000000,,5306000000,7807000000,8894000000,2483000000,,4905000000,7285000000,10420000000,2510000000,,5050000000,7550000000,9795000000,2556000000,2556000000,,5128000000,7704000000
SalesAndExciseTaxPayableCurrent / USD,,,,,,,,,,,124943000,,,,99000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000000,,,,323000000,396000000,,396000000,396000000,396000000,346000000,,346000000,346000000,346000000,424000000,,424000000,424000000,424000000,515000000,515000000,,515000000,515000000
SellingAndMarketingExpense / USD,1011437000,1463190000,1882810000,403316000,867816000,1359277000,1881551000,446161000,924397000,1408050000,1885677000,533000000,1141000000,1763000000,1947000000,677000000,1394000000,2120000000,2435000000,697000000,2435000000,2223000000,2913000000,805000000,1661000000,1815000000,2144000000,519000000,1107000000,1672000000,2442000000,538000000,1160000000,1760000000,2267000000,648000000,1375000000,2446000000,2691000000,756000000,1594000000,2446000000,2878000000,,647000000,1335000000,1731000000,2576000000,520000000,917000000,1445000000,1866000000,546000000,,1105000000,1601000000,2091000000,478000000,,1044000000,1582000000,2170000000,511000000,,1077000000,1644000000,2136000000,541000000,541000000,,1118000000,1710000000
ShareBasedCompensation / USD,179230000,269481000,301813000,113846000,210280000,,,,,,,,,,,,,,,,,,,,,,,,208000000,301000000,344000000,88000000,201000000,306000000,379000000,101000000,238000000,356000000,416000000,120000000,271000000,396000000,483000000,,112000000,241000000,321000000,465000000,92000000,191000000,301000000,415000000,103000000,,238000000,365000000,417000000,111000000,,248000000,366000000,477000000,128000000,,282000000,426000000,494000000,146000000,146000000,,300000000,446000000
