fact_unit,2009-07-29,2009-10-27,2010-02-17,2010-04-28,2010-07-23,2010-10-21,2011-01-28,2011-04-29,2011-07-22,2011-10-21,2012-01-31,2012-04-20,2012-07-19,2012-10-19,2013-02-01,2013-04-19,2013-07-19,2013-10-18,2014-01-31,2014-05-01,2014-07-18,2014-10-16,2015-02-06,2015-04-23,2015-07-21,2015-10-28,2016-02-01,2016-04-27,2016-07-21,2016-10-20,2017-02-06,2017-04-20,2017-07-21,2017-10-20,2018-02-05,2018-04-26,2018-07-19,2018-10-31,2019-01-30,2019-04-24,2019-07-18,2019-10-24,2020-01-31,2020-04-29,2020-04-30,2020-07-29,2020-10-29,2021-02-04,2021-04-29,2021-08-12,2021-10-28,2022-02-24,2022-05-05,2022-05-10,2022-08-04,2022-11-03,2023-02-23,2023-04-27,2023-05-12,2023-07-27,2023-11-08,2024-02-28,2024-05-02,2024-05-29,2024-08-01,2024-10-31,2025-02-27,2025-05-01,2025-05-09,2025-05-30,2025-07-31,2025-10-30
DerivativeAssetsCurrent / USD,,,,,,,,,,,37196000,,,,112000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86000000,86000000,86000000,112000000,,112000000,112000000,112000000,23000000,,23000000,23000000,23000000,68000000,68000000,,68000000,68000000
DerivativeAssetsLiabilitiesAtFairValueNet / USD,,,,,,,,,,,,,,,,,,,,,,-107000000,-107000000,193000000,192000000,64000000,64000000,72000000,72000000,72000000,72000000,106000000,106000000,106000000,106000000,-1000000,-1000000,-1000000,-1000000,214000000,214000000,214000000,214000000,,324000000,324000000,325000000,325000000,1067000000,1069000000,1069000000,1069000000,536000000,,536000000,536000000,536000000,289000000,,289000000,289000000,289000000,363000000,,363000000,363000000,363000000,79000000,79000000,,79000000,79000000
DerivativeFairValueOfDerivativeAsset / USD,,,,,,,,,,,,,,,,,,,,,,44000000,44000000,222000000,219000000,84000000,84000000,97000000,97000000,97000000,97000000,154000000,154000000,154000000,154000000,28000000,28000000,28000000,28000000,262000000,262000000,262000000,262000000,,347000000,347000000,345000000,345000000,1113000000,1113000000,1113000000,1113000000,553000000,,553000000,553000000,553000000,336000000,,336000000,336000000,336000000,396000000,,396000000,396000000,396000000,97000000,97000000,,97000000,97000000
DerivativeFairValueOfDerivativeLiability / USD,,,,,,,,,,,,,,,,,,,,,,151000000,151000000,29000000,27000000,20000000,20000000,25000000,25000000,25000000,25000000,48000000,48000000,48000000,48000000,29000000,29000000,29000000,29000000,48000000,48000000,48000000,48000000,,23000000,23000000,20000000,20000000,46000000,44000000,44000000,44000000,17000000,,17000000,17000000,17000000,47000000,,47000000,47000000,47000000,33000000,,33000000,33000000,33000000,18000000,18000000,,18000000,18000000
DerivativeNotionalAmount / USD,,,,,,,,,,,,,,,,,,,,,,6281000000,6624000000,4798000000,6747000000,5104000000,2588000000,5145000000,5648000000,5995000000,5032000000,6593000000,6593000000,6593000000,6593000000,6739000000,6739000000,6739000000,6739000000,8231000000,8231000000,8231000000,8231000000,,,4622000000,4459000000,4459000000,6566000000,6421000000,6421000000,6421000000,5625000000,,5625000000,5625000000,5625000000,4322000000,,4322000000,4322000000,4322000000,3924000000,,3924000000,3924000000,3924000000,3146000000,3146000000,,3146000000,3146000000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,0.49,0.6,0.14,-0.14,-0.14,0.73,,0,-0.01,-0.18,,0,0,-0.02,0,0,0,0,,0,0.01,0.22,0.41,3.96,4.18,4.33,0.41,0.11,,15.52,15.72,4.48,0,,0.01,0.01,20.48,0,,-0.01,-0.01,0.01,0,0,,-0.01,-0.01
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,0.49,0.6,0.14,-0.14,-0.14,0.73,,0,-0.01,-0.18,,0,0,-0.02,0,0,0,0,,0,0.01,0.22,0.4,3.94,4.16,4.28,0.41,0.1,,15.27,15.47,4.43,0,,0.01,0.01,20.16,0,,-0.01,-0.01,0.01,0,0,,-0.01,-0.01
EarningsPerShareBasic / USD/shares,0.7,1.08,0.26,0.28,0.53,0.8,1.37,0.31,0.62,0.95,1.85,0.37,0.59,0.97,1.38,0.44,0.98,1.44,2.5,0.52,2.5,1.55,2.02,-1.82,-1.3,-0.78,2.2,0.51,0.58,1.03,0.04,0.42,0.8,1.16,1.43,0.96,0.99,1.48,6.41,0.4,1.04,1.78,-0.95,,0.58,1.05,1.43,2.58,4.53,5.71,6.72,2.1,0.94,,16.79,17.44,7.98,-2.28,,-3.27,-3.44,20.87,1.06,,1.37,3.83,-2.27,0.85,0.85,,1.3,2.58
EarningsPerShareDiluted / USD/shares,0.69,1.07,0.25,0.28,0.53,0.8,1.36,0.3,0.61,0.94,1.83,0.36,0.58,0.95,1.36,0.44,0.96,1.42,2.46,0.51,2.46,1.53,1.99,-1.82,-1.3,-0.78,2.18,0.51,0.58,1.02,0.04,0.41,0.79,1.15,1.42,0.94,0.97,1.45,6.35,0.4,1.03,1.76,-0.95,,0.57,1.04,1.42,2.55,4.51,5.67,6.65,2.09,0.92,,16.52,17.16,7.89,-2.28,,-3.27,-3.44,20.54,1.05,,1.36,3.8,-2.27,0.85,0.85,,1.29,2.56
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10000000,-20000000,-59000000,,-34000000,-26000000,25000000,,-11000000,,-5000000,30000000,,-18000000,,-57000000,-89000000,24000000,5000000,,-6000000,-16000000,-57000000,-11000000,-11000000,,-17000000,5000000
EmployeeRelatedLiabilitiesCurrent / USD,,,,,,,280446000,,,,348497000,,,,489000000,,,,649000000,,649000000,,672000000,,,,422000000,,,,448000000,,,,430000000,,,,469000000,,,,410000000,,,,,420000000,,,,523000000,517000000,,517000000,517000000,517000000,426000000,,426000000,426000000,426000000,581000000,,581000000,581000000,581000000,498000000,498000000,,498000000,498000000
EntityCommonStockSharesOutstanding / shares,1290403139,1292961679,1299006884,1306969862,1312154640,1303738840,1298369992,1297898817,1288759170,1290934293,1286914976,1291228450,1288670071,1293985406,1296512321,1297789554,1294532392,1294597889,1294654966,1267342622,1294654966,1242367268,1210046829,1214821692,1218228091,1200653879,1178705177,1148904240,1129018848,1117926440,1087042601,1082338026,1070315519,1044571141,1012079673,993978034,989549611,962827199,914880451,871527401,838763599,813525054,796080826,700853307,700853258,699881116,689338530,680445767,681261636,650055805,626003781,587528915,559842135,559842135,549367835,542659087,536880282,534503131,534736900,532157390,519000000,518000000,506000000,502000000,489000000,479000000,466000000,461000000,461000000,461000000,457000000,452000000
EntityPublicFloat / USD,29966047864,,19223999242,,,,22654368412,,,,36927714233,,,,48526400895,,,,60533171166,,60533171166,,56598125397,,,,67436299797,,,,24544842965,,,,34908774337,,,,33679134490,,,,31354367947,31354367947000000000,,,,35169294304,,,,46329747291,,46329747291,,,22856350223,,22856350223,,,23784458062,,23784458062,,,26462543018,,,26462543018,,
EquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885000000,885000000,,,,,,,,,,,,,8000000,8000000,,,,,,5391000000,,,,,,,,,,,65000000,65000000,,65000000,65000000
EquitySecuritiesFVNINoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5391000000,,5391000000,5391000000,,,,,,,,,0,0,,54000000,54000000,,54000000,54000000
EquitySecuritiesFvNiAndWithoutReadilyDeterminableFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885000000,885000000,143000000,143000000,143000000,143000000,,344000000,344000000,314000000,314000000,547000000,,,547000000,7984000000,,7984000000,7984000000,7984000000,3377000000,,3377000000,3377000000,3377000000,5004000000,,5004000000,5004000000,5004000000,1130000000,1130000000,,1130000000,1130000000
EquitySecuritiesFvNiGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,240000000,,0,-40000000,200000000,0,,-380000000,-873000000,200000000,-2177000000,,-3293000000,-3641000000,-2716000000,160000000,,-85000000,1236000000,-4152000000,-246000000,-246000000,,-185000000,-166000000
EquitySecuritiesFvNiRealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-313000000,-313000000,,,,,,,,,0,,0,0,0,0,,0,83000000,0,-174000000,,-242000000,-218000000,92000000,0,,0,0,-812000000,0,0,,78000000,78000000
EquitySecuritiesFvNiUnrealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313000000,313000000,,,,,,,,,240000000,,0,-40000000,200000000,0,,-380000000,-956000000,200000000,-2003000000,,-3051000000,-3859000000,-2808000000,160000000,,-85000000,1236000000,-3340000000,-246000000,-246000000,,-263000000,-244000000
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872000000,872000000,872000000,872000000,872000000,872000000,,137000000,137000000,107000000,107000000,307000000,307000000,307000000,307000000,539000000,,539000000,539000000,539000000,85000000,,85000000,85000000,85000000,,,,,,1011000000,1011000000,,1011000000,1011000000
FairValueAdjustmentOfWarrants / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-106000000,-232000000,0,,-113000000,-105000000,-56000000,-104000000,-12000000,-305000000,-496000000,-133000000,36000000,,-72000000,-383000000,-770000000,115000000,,219000000,246000000,-354000000,-38000000,,-69000000,40000000,230000000,-149000000,-149000000,,25000000,-120000000
FairValueOptionChangesInFairValueGainLoss1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,-109000000,-74000000
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,,-1061157000,-1061157000,1061157000,1311612000,1311612000,1311612000,1311612000,1637000000,1637000000,1637000000,1637000000,2036000000,2036000000,2036000000,2036000000,2474000000,2036000000,2474000000,2474000000,2784000000,2154000000,1324000000,1324000000,1318000000,1318000000,1318000000,1318000000,1317000000,1317000000,1317000000,1317000000,1425000000,1425000000,1425000000,1425000000,1449000000,1449000000,1449000000,1449000000,,1257000000,1257000000,1048000000,1048000000,,,,,,,585000000,585000000,585000000,577000000,,577000000,577000000,577000000,609000000,,609000000,609000000,609000000,625000000,625000000,,625000000,625000000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,,,,,,,,,,,,408000000,,,,326000000,,326000000,,306000000,,,,47000000,,,,61000000,,,,45000000,,,,49000000,,,,45000000,,,26000000,11000000,12000000,,,,,,,2000000,7000000,26000000,33000000,,33000000,34000000,35000000,32000000,,39000000,39000000,39000000,42000000,42000000,,42000000,42000000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,100000000,,260000000,160000000,80000000,,228000000,77000000,16000000,,35000000,24000000,18000000,,44000000,33000000,16000000,,29000000,31000000,14000000,,43000000,29000000,14000000,,,28000000,22000000,8000000,,,,,,,,2000000,2000000,,25000000,,17000000,9000000,,27000000,,21000000,11000000,,38000000,38000000,,25000000,12000000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,,,,,,,,,,,,121000000,,,128000000,40000000,42000000,40000000,44000000,22000000,20000000,23000000,7000000,0,1000000,1000000,10000000,4000000,5000000,7000000,7000000,0,,9000000,9000000,,2000000,2000000,2000000,2000000,,2000000,,,,,,,,,,,,19000000,,,,,25000000,,,7000000,7000000,7000000,7000000,7000000,,7000000,7000000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,,,,,,,,,,,,244000000,,,252000000,133000000,174000000,133000000,182000000,50000000,50000000,64000000,27000000,10000000,11000000,12000000,27000000,10000000,10000000,14000000,15000000,7000000,7000000,34000000,34000000,9000000,18000000,18000000,18000000,2000000,,2000000,2000000,,,,,,,,,1000000,3000000,22000000,21000000,,21000000,22000000,22000000,25000000,,24000000,24000000,24000000,9000000,9000000,,9000000,9000000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,,,,,,,,,,,,299000000,,,315000000,257000000,299000000,257000000,309000000,182000000,178000000,116000000,39000000,33000000,35000000,37000000,57000000,27000000,27000000,38000000,40000000,17000000,17000000,49000000,49000000,34000000,44000000,44000000,44000000,18000000,,18000000,6000000,,,,,,,,,1000000,6000000,25000000,30000000,,30000000,31000000,32000000,22000000,,29000000,29000000,29000000,37000000,37000000,,37000000,37000000
FiniteLivedIntangibleAssetsGross / USD,,,,,1828969000,1828969000,1828969000,1852323000,1852323000,1852323000,1852323000,3043000000,3043000000,3043000000,3043000000,3164000000,3164000000,3164000000,3164000000,3415000000,3164000000,3415000000,3415000000,3348000000,2459000000,1457000000,1457000000,1408000000,1408000000,1408000000,1408000000,1419000000,1419000000,1419000000,1419000000,1494000000,1494000000,1494000000,1494000000,1541000000,1541000000,1541000000,1541000000,,1319000000,1319000000,1087000000,1087000000,,,,,,,593000000,593000000,593000000,692000000,,692000000,692000000,692000000,723000000,,723000000,723000000,723000000,744000000,744000000,,744000000,744000000
FiniteLivedIntangibleAssetsNet / USD,,,,,767812000,767812000,767812000,540711000,540711000,540711000,540711000,1406000000,1406000000,1406000000,1406000000,1128000000,1128000000,1128000000,1128000000,941000000,1128000000,941000000,941000000,564000000,305000000,133000000,133000000,90000000,90000000,90000000,90000000,102000000,102000000,102000000,102000000,69000000,69000000,69000000,69000000,92000000,92000000,92000000,92000000,,62000000,62000000,39000000,39000000,12000000,12000000,12000000,12000000,,,8000000,8000000,8000000,115000000,,115000000,115000000,115000000,114000000,,114000000,114000000,114000000,119000000,119000000,,119000000,119000000
ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months / USD,,,,,,,,,,,,,,,-45000000,,48000000,55000000,-90000000,-86000000,-90000000,84000000,-155000000,243000000,109000000,19000000,33000000,42000000,61000000,64000000,51000000,21000000,36000000,61000000,53000000,82000000,44000000,33000000,64000000,29000000,36000000,62000000,-2000000,,38000000,4000000,-35000000,-73000000,-53000000,-43000000,-3000000,16000000,35000000,,122000000,232000000,61000000,18000000,,-16000000,15000000,-55000000,-30000000,,-28000000,-38000000,18000000,-24000000,-24000000,,-65000000,-36000000
ForeignEarningsRepatriated / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000000,,,,1400000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,292000000,292000000
GainLossOnSaleOfInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212000000,12000000,,,,195000000,,28000000,21000000,1236000000,-3000000,260000000,572000000,-49000000,,-1000000,-1000000,-1000000,573000000,38000000,-2000000,-1000000,0,1000000,,44000000,39000000,-2000000,-6000000,,-7000000,-7000000,159000000,-10000000,,-44000000,-88000000,-21000000,-11000000,-11000000,,-138000000,-84000000
GeneralAndAdministrativeExpense / USD,544882000,793791000,904681000,268291000,525789000,797966000,998871000,276743000,538843000,800505000,1418389000,293000000,685000000,1018000000,1101000000,372000000,762000000,1131000000,1364000000,408000000,1364000000,1242000000,1567000000,465000000,900000000,678000000,880000000,302000000,655000000,862000000,889000000,209000000,427000000,651000000,1122000000,245000000,512000000,766000000,899000000,270000000,638000000,886000000,1030000000,,284000000,540000000,756000000,979000000,207000000,484000000,737000000,988000000,246000000,,496000000,715000000,985000000,226000000,,463000000,675000000,921000000,297000000,,548000000,831000000,963000000,238000000,238000000,,479000000,673000000
Goodwill / USD,7025398000,7025398000,7025398000,6143086000,6143086000,6143086000,6143086000,6193163000,6193163000,6193163000,6193163000,8365000000,8365000000,8365000000,8365000000,8537000000,8537000000,8537000000,8537000000,9267000000,8537000000,9267000000,8537000000,9094000000,7807000000,4671000000,4855000000,4451000000,4451000000,4451000000,4671000000,4501000000,4501000000,4501000000,4451000000,4773000000,4773000000,4773000000,4501000000,5160000000,5160000000,5160000000,4773000000,,4929000000,4929000000,4533000000,4533000000,4675000000,4285000000,4285000000,4285000000,4178000000,,4178000000,4178000000,4285000000,4262000000,,4262000000,4262000000,4178000000,4267000000,,4267000000,4267000000,4262000000,4269000000,4269000000,,4269000000,4269000000
GoodwillAcquiredDuringPeriod / USD,,,,,4200000,4200000,77602000,150239000,1928006000,2240470000,2288444000,1000000,92000000,100000000,2288000000,4000000,4000000,49000000,100000000,1000000,100000000,30000000,714000000,0,224000000,23000000,30000000,6000000,21000000,174000000,23000000,0,0,1000000,185000000,0,532000000,532000000,10000000,65000000,65000000,65000000,532000000,,0,30000000,,,0,0,0,,0,,45000000,51000000,22000000,20000000,,20000000,36000000,202000000,0,,69000000,54000000,31000000,67000000,67000000,,72000000,72000000
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000000,15000000,102000000,-243000000,147000000,164000000,167000000,-135000000,42000000,-106000000,-135000000,262000000,-17000000,-40000000,-128000000,-145000000,,-79000000,-49000000,,,-84000000,-73000000,-147000000,,37000000,,-110000000,-171000000,-129000000,5000000,,-38000000,-60000000,-118000000,-32000000,,-51000000,0,-26000000,21000000,21000000,,45000000,35000000
GrossProfit / USD,3300369000,4856937000,5909357000,1447200000,2953419000,4547363000,6313192000,1589502000,3189510000,4798730000,6247600000,1817000000,3804000000,5846000000,6592000000,2294000000,4705000000,7087000000,8191000000,2596000000,8191000000,7930000000,9856000000,2911000000,5770000000,5246000000,6765000000,1650000000,3326000000,4992000000,7127000000,1660000000,3397000000,5116000000,6821000000,1789000000,3648000000,5589000000,7294000000,2021000000,4064000000,6105000000,7706000000,,1874000000,3744000000,4820000000,6627000000,1627000000,3387000000,5167000000,5844000000,2032000000,,4028000000,5851000000,7097000000,1794000000,,3553000000,5286000000,7770000000,1810000000,,3632000000,5427000000,7115000000,1856000000,1856000000,,3693000000,5542000000
IncomeLossFromContinuingOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,-1575000000,-1594000000,2067000000,449000000,879000000,1424000000,-865000000,,919000000,1337000000,1947000000,,1064000000,1584000000,7285000000,407000000,1045000000,1765000000,-1013000000,,516000000,916000000,1047000000,2128000000,431000000,1110000000,1715000000,1433000000,568000000,,862000000,1145000000,2487000000,-1339000000,,-1875000000,-1945000000,252000000,569000000,,741000000,2047000000,-1274000000,439000000,439000000,,665000000,1301000000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1777000000,2571000000,539000000,1091000000,1756000000,2515000000,591000000,1114000000,1647000000,2406000000,558000000,1020000000,1714000000,3651000000,547000000,1254000000,2202000000,2275000000,,657000000,1164000000,1255000000,2249000000,566000000,1495000000,2251000000,1652000000,724000000,,1125000000,1559000000,3345000000,-1649000000,,-2376000000,-2430000000,398000000,730000000,,1015000000,2676000000,-1601000000,536000000,536000000,,864000000,1661000000
IncomeLossFromContinuingOperationsPerBasicShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,-1.24,-1.27,1.6,0.37,0.72,1.17,-0.69,,0.8,1.17,1.61,,0.99,1.48,6.43,0.4,1.04,1.78,-0.95,,0.58,1.04,1.21,2.17,0.57,1.53,2.39,1.69,0.83,,1.27,1.72,3.5,-2.28,,-3.28,-3.45,0.39,1.06,,1.38,3.84,-2.28,0.85,0.85,,1.31,2.59
IncomeLossFromContinuingOperationsPerDilutedShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,-1.24,-1.27,1.58,0.37,0.72,1.16,-0.69,,0.79,1.16,1.6,0.94,0.97,1.45,6.37,0.4,1.03,1.76,-0.95,,0.57,1.03,1.2,2.15,0.57,1.51,2.37,1.68,0.82,,1.25,1.69,3.46,-2.28,,-3.28,-3.45,0.38,1.05,,1.37,3.81,-2.28,0.85,0.85,,1.3,2.57
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity / USD,,,,,,,,,,,,,,,,,,,,,,,,,-75000000,617000000,789000000,177000000,-170000000,-176000000,911000000,,-2000000,-7000000,-222000000,,0,0,-19000000,0,4000000,5000000,-4000000,,2000000,4000000,183000000,402000000,2981000000,3048000000,3107000000,353000000,73000000,,10513000000,10494000000,3180000000,-2000000,,3000000,4000000,13356000000,-2000000,,-3000000,-4000000,5000000,-1000000,-1000000,,-3000000,-5000000
IncomeTaxExpenseBenefit / USD,227591000,298014000,402600000,83743000,163561000,252160000,404090000,97002000,184196000,269268000,490054000,92000000,100000000,225000000,297000000,114000000,273000000,348000000,681000000,132000000,681000000,432000000,475000000,3199000000,3360000000,3371000000,504000000,90000000,212000000,332000000,3380000000,109000000,195000000,310000000,459000000,-477000000,-44000000,130000000,-3634000000,140000000,209000000,437000000,3288000000,,141000000,248000000,208000000,121000000,135000000,385000000,536000000,219000000,156000000,,263000000,414000000,858000000,-310000000,,-501000000,-485000000,146000000,161000000,,274000000,629000000,-327000000,97000000,97000000,,199000000,360000000
IncomeTaxesPaid / USD,263761000,329160000,363047000,133162000,227830000,278117000,366824000,311442000,448264000,475026000,342173000,24000000,136000000,282000000,646000000,432000000,639000000,757000000,373000000,40000000,373000000,348000000,789000000,35000000,142000000,229000000,466000000,101000000,199000000,240000000,343000000,31000000,84000000,117000000,256000000,45000000,163000000,193000000,492000000,77000000,454000000,569000000,308000000,,93000000,220000000,188000000,556000000,42000000,56000000,355000000,249000000,75000000,,313000000,435000000,493000000,35000000,,282000000,456000000,929000000,29000000,,84000000,97000000,540000000,30000000,30000000,,438000000,640000000
IncreaseDecreaseInOperatingCapital / USD,106586000,262500000,,80955000,64499000,80233000,,375511000,433156000,504053000,,195000000,380000000,527000000,,565000000,919000000,943000000,,805000000,1032000000,905000000,,343000000,95000000,-40000000,,270000000,406000000,477000000,,120000000,103000000,-9000000,,214000000,327000000,252000000,,257000000,553000000,738000000,,,194000000,302000000,122000000,,145000000,56000000,221000000,,93000000,,17000000,106000000,,272000000,,398000000,366000000,,-122000000,,-108000000,-379000000,,273000000,273000000,,109000000,107000000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,,7812000,11129000,9154000,,,,15133000,,,,21000000,,,,20000000,,20000000,,21000000,0,0,0,18000000,13000000,10000000,12000000,0,11000000,8000000,10000000,12000000,19000000,17000000,17000000,11000000,19000000,15000000,13000000,0,,8000000,7000000,7000000,11000000,4000000,6000000,8000000,7000000,12000000,,11000000,11000000,8000000,0,,0,0,11000000,4000000,,3000000,4000000,0,3000000,3000000,,4000000,5000000
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133000000,198000000,235000000,66000000,66000000,,131000000,194000000
InterestPaidNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241000000,220000000,117000000,162000000,268000000,285000000,,107000000,154000000,260000000,314000000,90000000,138000000,243000000,304000000,104000000,,121000000,203000000,271000000,80000000,,134000000,194000000,253000000,60000000,,143000000,192000000,244000000,48000000,48000000,,131000000,179000000
InterestPayableCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74000000,74000000,74000000,67000000,,67000000,67000000,67000000,56000000,,56000000,56000000,56000000,45000000,45000000,,45000000,45000000
InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,0,10000000,,11000000,12000000,-10000000,8000000,,8000000,8000000,8000000,8000000,,8000000,8000000,8000000,8000000,8000000,,8000000,7000000
InvestmentIncomeInterest / USD,,,,,22800000,22800000,22800000,,,,,,,,,,,,111000000,,111000000,,134000000,,,,102000000,,,,125000000,,,,97000000,,,,125000000,,,,177000000,,,,,176000000,,,,112000000,,,,,38000000,,,,,19000000,42000000,,90000000,148000000,73000000,61000000,61000000,,124000000,196000000
Liabilities / USD,4508581000,4508581000,4508581000,4620672000,4620672000,4620672000,4620672000,6701583000,6701583000,6701583000,6701583000,9390000000,9390000000,9390000000,9390000000,16209000000,16209000000,16209000000,16209000000,17841000000,16209000000,17841000000,17841000000,25226000000,25226000000,25226000000,25226000000,11179000000,11179000000,11179000000,11179000000,13308000000,13308000000,13308000000,13308000000,17937000000,17937000000,17937000000,17937000000,16538000000,16538000000,16538000000,16538000000,,15304000000,15304000000,15304000000,15304000000,15749000000,15749000000,15749000000,15749000000,16848000000,,16848000000,16848000000,16848000000,15697000000,,15697000000,15697000000,15697000000,15224000000,,15224000000,15224000000,15224000000,14207000000,14207000000,,14207000000,14207000000
LiabilitiesAndStockholdersEquity / USD,15592439000,15592439000,15592439000,18408320000,18408320000,18408320000,18408320000,22003762000,22003762000,22003762000,22003762000,27320000000,27320000000,27320000000,27320000000,37074000000,37074000000,37074000000,37074000000,41488000000,37074000000,41488000000,41488000000,45132000000,45132000000,45132000000,45132000000,17755000000,17755000000,17755000000,17755000000,23847000000,23847000000,23847000000,23847000000,25986000000,25986000000,25986000000,25986000000,22819000000,22819000000,22819000000,22819000000,,18174000000,18174000000,18174000000,18174000000,19310000000,19310000000,19310000000,19310000000,26626000000,,26626000000,26626000000,26626000000,20850000000,,20850000000,20850000000,20850000000,21620000000,,21620000000,21620000000,21620000000,19365000000,19365000000,,19365000000,19365000000
LiabilitiesCurrent / USD,3705087000,3705087000,3705087000,3641968000,3641968000,3641968000,3641968000,4516514000,4516514000,4516514000,4516514000,6734000000,6734000000,6734000000,6734000000,10924000000,10924000000,10924000000,10924000000,12639000000,10924000000,12639000000,12639000000,17531000000,17531000000,17531000000,17531000000,2263000000,2263000000,2263000000,2263000000,3847000000,3847000000,3847000000,3847000000,3559000000,3559000000,3559000000,3559000000,4454000000,4454000000,4454000000,4454000000,,4066000000,4066000000,4066000000,4066000000,4002000000,4002000000,4002000000,4002000000,4622000000,,4622000000,4622000000,4622000000,4271000000,,4271000000,4271000000,4271000000,4520000000,,4520000000,4520000000,4520000000,6098000000,6098000000,,6098000000,6098000000
LongTermCommercialPaperCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,450000000,450000000,,450000000,450000000
LongTermDebtAndCapitalLeaseObligations / USD,,,,,,,,,,,,1525000000,1525000000,1525000000,,4106000000,4106000000,4106000000,,4117000000,4117000000,4117000000,4117000000,6777000000,,,,,,,,,,,,,,,,,,,,,,6738000000,6738000000,,7745000000,7740000000,7740000000,,7727000000,,7727000000,7727000000,,7721000000,,7721000000,7721000000,7721000000,6973000000,,6973000000,6973000000,6973000000,5752000000,5752000000,,5752000000,5752000000
LongTermDebtCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1450000000,1450000000,1450000000,1450000000,750000000,750000000,750000000,750000000,1550000000,1550000000,1550000000,1550000000,,1000000000,1000000000,1000000000,1000000000,0,0,0,0,1355000000,,1355000000,1355000000,1355000000,1150000000,,1150000000,1150000000,1150000000,750000000,,750000000,750000000,750000000,1225000000,1225000000,,1225000000,1225000000
LossContingencyDamagesPaidValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000000,,,,59000000,59000000,59000000,,59000000,59000000
