taxonomy,fact_name,unit,value,start,end,fy,fp,form,filed,frame,decimals
dei,EntityCommonStockSharesOutstanding,shares,146058934.0,,2016-12-30,2017,Q2,10-Q,2017-01-10,CY2016Q4I,
dei,EntityCommonStockSharesOutstanding,shares,146068558.0,,2017-03-31,2017,Q3,10-Q,2017-04-06,CY2017Q1I,
dei,EntityCommonStockSharesOutstanding,shares,146104057.0,,2017-07-17,2017,FY,10-K,2017-07-25,CY2017Q2I,
dei,EntityCommonStockSharesOutstanding,shares,146196958.0,,2017-09-29,2018,Q1,10-Q,2017-10-04,CY2017Q3I,
dei,EntityCommonStockSharesOutstanding,shares,146224085.0,,2017-12-29,2018,Q2,10-Q,2018-01-04,CY2017Q4I,
dei,EntityCommonStockSharesOutstanding,shares,146230471.0,,2018-03-28,2018,Q3,10-Q,2018-04-05,CY2018Q1I,
dei,EntityCommonStockSharesOutstanding,shares,146332332.0,,2018-07-16,2018,FY,10-K,2018-07-26,CY2018Q2I,
dei,EntityCommonStockSharesOutstanding,shares,146454635.0,,2018-09-28,2019,Q1,10-Q,2018-10-02,CY2018Q3I,
dei,EntityCommonStockSharesOutstanding,shares,146492043.0,,2018-12-28,2019,Q2,10-Q,2019-01-04,CY2018Q4I,
dei,EntityCommonStockSharesOutstanding,shares,146273906.0,,2019-03-28,2019,Q3,10-Q,2019-04-02,CY2019Q1I,
dei,EntityCommonStockSharesOutstanding,shares,146069033.0,,2019-07-15,2019,FY,10-K,2019-07-25,CY2019Q2I,
dei,EntityCommonStockSharesOutstanding,shares,146062722.0,,2019-09-27,2020,Q1,10-Q,2019-10-02,CY2019Q3I,
dei,EntityCommonStockSharesOutstanding,shares,146092112.0,,2019-12-27,2020,Q2,10-Q,2020-01-03,CY2019Q4I,
dei,EntityCommonStockSharesOutstanding,shares,146038893.0,,2020-03-27,2020,Q3,10-Q,2020-04-01,CY2020Q1I,
dei,EntityCommonStockSharesOutstanding,shares,146059508.0,,2020-07-20,2020,FY,10-K,2020-07-28,CY2020Q2I,
dei,EntityCommonStockSharesOutstanding,shares,146339062.0,,2020-09-30,2021,Q1,10-Q,2020-10-07,CY2020Q3I,
dei,EntityCommonStockSharesOutstanding,shares,146355082.0,,2020-12-30,2021,Q2,10-Q,2021-01-07,CY2020Q4I,
dei,EntityCommonStockSharesOutstanding,shares,146282439.0,,2021-03-31,2021,Q3,10-Q,2021-04-07,CY2021Q1I,
dei,EntityCommonStockSharesOutstanding,shares,146193864.0,,2021-07-19,2021,FY,10-K,2021-07-27,CY2021Q2I,
dei,EntityCommonStockSharesOutstanding,shares,146068401.0,,2021-09-30,2022,Q1,10-Q,2021-10-07,CY2021Q3I,
dei,EntityCommonStockSharesOutstanding,shares,145203600.0,,2021-12-30,2022,Q2,10-Q,2022-01-06,CY2021Q4I,
dei,EntityCommonStockSharesOutstanding,shares,144446885.0,,2022-03-31,2022,Q3,10-Q,2022-04-07,CY2022Q1I,
dei,EntityCommonStockSharesOutstanding,shares,143748274.0,,2022-07-18,2022,FY,10-K,2022-07-27,CY2022Q2I,
dei,EntityCommonStockSharesOutstanding,shares,143831204.0,,2022-09-28,2023,Q1,10-Q,2022-10-05,CY2022Q3I,
dei,EntityCommonStockSharesOutstanding,shares,143870590.0,,2022-12-29,2023,Q2,10-Q,2023-01-05,CY2022Q4I,
dei,EntityCommonStockSharesOutstanding,shares,145704167.0,,2023-03-30,2023,Q3,10-Q,2023-04-06,CY2023Q1I,
dei,EntityCommonStockSharesOutstanding,shares,145666703.0,,2023-07-17,2023,FY,10-K,2023-07-25,CY2023Q2I,
dei,EntityCommonStockSharesOutstanding,shares,144927051.0,,2023-09-28,2024,Q1,10-Q,2023-10-05,CY2023Q3I,
dei,EntityCommonStockSharesOutstanding,shares,144372498.0,,2023-12-28,2024,Q2,10-Q,2024-01-04,CY2023Q4I,
dei,EntityCommonStockSharesOutstanding,shares,144391021.0,,2024-03-28,2024,Q3,10-Q,2024-04-04,CY2024Q1I,
dei,EntityCommonStockSharesOutstanding,shares,143670633.0,,2024-07-17,2024,FY,10-K,2024-07-24,CY2024Q2I,
dei,EntityCommonStockSharesOutstanding,shares,142597776.0,,2024-09-25,2025,Q1,10-Q,2024-10-02,CY2024Q3I,
dei,EntityCommonStockSharesOutstanding,shares,142640697.0,,2024-12-13,2025,Q2,10-Q,2024-12-20,CY2024Q4I,
