fact_unit,2010-07-30,2010-10-29,2011-02-25,2011-04-29,2011-07-29,2011-10-28,2012-02-28,2012-04-27,2012-07-27,2012-10-26,2013-02-27,2013-04-26,2013-07-26,2013-10-25,2014-02-26,2014-04-25,2014-07-25,2014-10-29,2015-02-25,2015-04-30,2015-07-29,2015-10-29,2016-02-24,2016-04-28,2016-07-28,2016-10-28,2017-02-24,2017-04-28,2017-07-28,2017-10-27,2018-02-26,2018-04-27,2018-07-27,2018-10-26,2019-03-01,2019-04-26,2019-07-26,2019-10-25,2019-10-31,2020-02-28,2020-04-30,2020-07-31,2020-10-28,2021-02-26,2021-04-30,2021-07-30,2021-10-29,2022-02-25,2022-04-28,2022-07-28,2022-10-27,2023-02-16,2023-04-27,2023-07-27,2023-10-26,2024-02-15,2024-04-25,2024-07-25,2024-10-24,2025-02-13,2025-04-24,2025-07-24,2025-10-30
AccountsPayableCurrent / USD,15841000.0,15841000.0,15841000.0,25940000.0,25940000.0,25940000.0,25940000.0,22584000.0,22584000.0,22584000.0,22584000.0,24854000.0,24854000.0,24854000.0,24854000.0,23194000.0,23194000.0,23194000.0,23194000.0,22878000.0,22878000.0,22878000.0,22878000.0,24919000.0,24919000.0,24919000.0,24919000.0,30284000.0,30284000.0,30284000.0,30284000.0,26161000.0,26161000.0,26161000.0,26161000.0,27168000.0,27168000.0,27168000.0,27168000.0,27168000.0,35234000.0,35234000.0,35234000.0,35234000.0,64596000.0,64596000.0,64596000.0,64596000.0,44568000.0,44568000.0,44568000.0,44568000.0,42796000.0,42796000.0,42796000.0,42796000.0,49200000.0,49200000.0,49200000.0,49200000.0,49625000.0,49625000.0,49625000.0
AccountsReceivableNetCurrent / USD,,,,,59389000.0,59389000.0,59389000.0,61687000.0,61687000.0,61687000.0,61687000.0,68920000.0,68920000.0,68920000.0,68920000.0,72849000.0,72849000.0,72849000.0,72849000.0,77854000.0,77854000.0,77854000.0,77854000.0,79864000.0,79864000.0,79864000.0,79864000.0,88490000.0,88490000.0,88490000.0,88490000.0,97802000.0,97802000.0,97802000.0,97802000.0,104016000.0,104016000.0,104016000.0,104016000.0,104016000.0,122766000.0,122766000.0,122766000.0,122766000.0,126337000.0,126337000.0,126337000.0,126337000.0,139579000.0,139579000.0,139579000.0,139579000.0,155759000.0,155759000.0,155759000.0,155759000.0,178214000.0,178214000.0,178214000.0,178214000.0,196081000.0,196081000.0,196081000.0
AccruedInsuranceCurrent / USD,16567000.0,16567000.0,16567000.0,18652000.0,18652000.0,18652000.0,18652000.0,21844000.0,21844000.0,21844000.0,21844000.0,24164000.0,24164000.0,24164000.0,24164000.0,25631000.0,25631000.0,25631000.0,25631000.0,24204000.0,24204000.0,24204000.0,24204000.0,24874000.0,24874000.0,24874000.0,24874000.0,26201000.0,26201000.0,26201000.0,26201000.0,28018000.0,28018000.0,28018000.0,28018000.0,27709000.0,27709000.0,27709000.0,27709000.0,27709000.0,30441000.0,30441000.0,30441000.0,30441000.0,31675000.0,31675000.0,31675000.0,31675000.0,36414000.0,36414000.0,36414000.0,36414000.0,39534000.0,39534000.0,39534000.0,39534000.0,46807000.0,46807000.0,46807000.0,46807000.0,54840000.0,54840000.0,54840000.0
AccruedInsuranceNoncurrent / USD,24908000.0,24908000.0,24908000.0,27221000.0,27221000.0,27221000.0,27221000.0,27516000.0,27516000.0,27516000.0,27516000.0,31283000.0,31283000.0,31283000.0,31283000.0,28245000.0,28245000.0,28245000.0,28245000.0,30946000.0,30946000.0,30946000.0,30946000.0,30402000.0,30402000.0,30402000.0,30402000.0,32023000.0,32023000.0,32023000.0,32023000.0,34245000.0,34245000.0,34245000.0,34245000.0,33867000.0,33867000.0,33867000.0,33867000.0,33867000.0,34920000.0,34920000.0,34920000.0,34920000.0,36067000.0,36067000.0,36067000.0,36067000.0,31545000.0,31545000.0,31545000.0,31545000.0,38350000.0,38350000.0,38350000.0,38350000.0,48060000.0,48060000.0,48060000.0,48060000.0,61946000.0,61946000.0,61946000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,121540000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299226000.0,294226000.0,294226000.0,294226000.0,315891000.0,315891000.0,315891000.0,315891000.0,333298000.0,333298000.0,333298000.0,333298000.0,360421000.0,360421000.0,360421000.0,360421000.0,382266000.0,382266000.0,382266000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-32127000.0,-32127000.0,-32127000.0,-32490000.0,-32490000.0,-32490000.0,-32127000.0,-48090000.0,-48090000.0,-48090000.0,-32490000.0,-56967000.0,-56967000.0,-56967000.0,-48090000.0,-31771000.0,-31771000.0,-31771000.0,-56967000.0,-65488000.0,-65488000.0,-65488000.0,-31771000.0,-71178000.0,-71178000.0,-71178000.0,-65488000.0,-70075000.0,-70075000.0,-70075000.0,-65488000.0,-45956000.0,-45956000.0,-45956000.0,-45956000.0,-71078000.0,-71078000.0,-71078000.0,-71078000.0,-71078000.0,-21109000.0,-21109000.0,-21109000.0,-21109000.0,-10897000.0,-10897000.0,-10897000.0,-10897000.0,-16411000.0,-16411000.0,-16411000.0,-16411000.0,-31562000.0,-31562000.0,-31562000.0,-31562000.0,-26755000.0,-26755000.0,-26755000.0,-26755000.0,-43634000.0,-43634000.0,-43634000.0
AdditionalPaidInCapital / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81405000.0,,,85386000.0,85386000.0,85386000.0,85386000.0,89413000.0,89413000.0,89413000.0,89413000.0,101757000.0,101757000.0,101757000.0,101757000.0,105629000.0,105629000.0,105629000.0,105629000.0,119242000.0,119242000.0,119242000.0,119242000.0,131840000.0,131840000.0,131840000.0,131840000.0,155205000.0,155205000.0,155205000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9832000.0,10195000.0,10707000.0,,11340000.0,11559000.0,11534000.0
AdvertisingExpense / USD,,,,,,,43693000.0,,,,43119000.0,,,,46081000.0,,,,48909000.0,,,,55282000.0,,,,54909000.0,,,,57705000.0,,,,61258000.0,,,,,66115000.0,,,,69875000.0,,,,81174000.0,,,,86314000.0,,,,91879000.0,,,,102959000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,7589000.0,7589000.0,7589000.0,8225000.0,6694000.0,6694000.0,6694000.0,6738000.0,6738000.0,6738000.0,6738000.0,8211000.0,8211000.0,8211000.0,8211000.0,9078000.0,9078000.0,9078000.0,9078000.0,10944000.0,10944000.0,10944000.0,10944000.0,10348000.0,10348000.0,10348000.0,10348000.0,11443000.0,11443000.0,11443000.0,11443000.0,11814000.0,11814000.0,11814000.0,11814000.0,13285000.0,13285000.0,13080000.0,13080000.0,13285000.0,16699000.0,16699000.0,16699000.0,16699000.0,16854000.0,16854000.0,16854000.0,16854000.0,13885000.0,13885000.0,13885000.0,13885000.0,14073000.0,14073000.0,14073000.0,14073000.0,15797000.0,15797000.0,15797000.0,15797000.0,19770000.0,19770000.0,19770000.0
