fact_unit,2009-08-06,2009-11-05,2010-02-23,2010-04-29,2010-08-05,2010-10-12,2010-11-03,2011-02-22,2011-05-04,2011-08-03,2011-11-02,2012-02-21,2012-05-02,2012-08-01,2012-10-31,2013-02-26,2013-05-01,2013-07-31,2013-11-06,2014-02-25,2014-05-07,2014-08-06,2014-09-18,2014-11-05,2015-02-25,2015-05-06,2015-08-05,2015-11-05,2016-02-23,2016-05-04,2016-08-03,2016-11-02,2017-02-28,2017-05-03,2017-07-06,2017-08-02,2017-11-01,2018-02-27,2018-05-02,2018-08-01,2018-10-31,2019-02-26,2019-05-01,2019-07-31,2019-10-30,2020-02-25,2020-04-29,2020-07-29,2020-10-28,2021-02-23,2021-04-28,2021-08-04,2021-11-03,2022-03-01,2022-05-04,2022-08-09,2022-11-02,2023-02-28,2023-05-03,2023-08-08,2023-11-01,2024-02-27,2024-05-01,2024-08-06,2024-10-30,2025-02-25,2025-04-30,2025-08-05,2025-10-29
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924774000.0,426171000.0,8983000.0,-122083000.0,-150119000.0,-300159000.0,503538000.0,-131000000.0,-10000000.0,-124000000.0,-378000000.0,460000000.0,-114000000.0,64000000.0,74000000.0,-273000000.0,-302000000.0,6126000000.0
CommercialPaper / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,
CommonStockCapitalSharesReservedForFutureIssuance / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500000.0,,,,8500000.0,,,,8500000.0,,,,8500000.0,,,,,,,,8500000.0,,,
CommonStockDividendsPerShareCashPaid / USD/shares,,,,,,,,,,0.52,0.52,0.4,0.61,0.305,0.305,0.22,0.36,0.635,0.94,0.26,0.36,0.72,0.26,1.1,0.305,0.605,0.605,1.535,0.36,0.605,1.21,1.815,0.4,0.615,0.4,1.23,1.845,0.605,0.615,1.23,1.975,0.615,0.77,0.77,0.77,0.615,0.86,0.86,0.86,0.77,0.935,0.935,0.935,0.86,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.955,0.955,0.955,0.935,0.99,0.99,0.99
CommonStockParOrStatedValuePerShare / USD/shares,0.01,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0
CommonStockSharesIssued / shares,121647007.0,121647007.0,121647007.0,122394015.0,122394015.0,121647007.0,122394015.0,122394015.0,122815636.0,122815636.0,122815636.0,122815636.0,,245809848.0,245809848.0,245809848.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,245811180.0,423166234.0,423166234.0,423166234.0,423166234.0,445016234.0,445016234.0,445016234.0,445016234.0,445016234.0,445016234.0,445016234.0,445016234.0,474916234.0,474916234.0,474916234.0,474916234.0,474916234.0,474916234.0,474916234.0,474916234.0,474916234.0,474916234.0,474916234.0,474916234.0,609713834.0,609713834.0,609713834.0,609713834.0,609713834.0,609713834.0,609713834.0
CommonStockSharesOutstanding / shares,104845231.0,104845231.0,104845231.0,105906776.0,105906776.0,104845231.0,105906776.0,105906776.0,106815582.0,106815582.0,106815582.0,106815582.0,103254980.0,206509960.0,206509960.0,206509960.0,204935043.0,204935043.0,204935043.0,204935043.0,206618877.0,206618877.0,204935043.0,206618877.0,206618877.0,208322247.0,208322247.0,208322247.0,208322247.0,209731028.0,209731028.0,209731028.0,209731028.0,210681661.0,209731028.0,210681661.0,210681661.0,210681661.0,388703543.0,388703543.0,388703543.0,388703543.0,411532606.0,411532606.0,411532606.0,411532606.0,413239050.0,413239050.0,413239050.0,413239050.0,444872383.0,444872383.0,444872383.0,444872383.0,446138177.0,446138177.0,446138177.0,446138177.0,447157771.0,447157771.0,447157771.0,447157771.0,583093100.0,583093100.0,583093100.0,583093100.0,583110633.0,583110633.0,583110633.0
CommonStockValue / USD,1216000.0,1216000.0,1216000.0,1224000.0,1224000.0,1216000.0,1224000.0,1224000.0,1228000.0,1228000.0,1228000.0,1228000.0,1229000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,2458000.0,4232000.0,4232000.0,4232000.0,4232000.0,4450000.0,4450000.0,4450000.0,4450000.0,4450000.0,4450000.0,4450000.0,4450000.0,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0,5000000.0,5000000.0,5000000.0,5000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0
ComprehensiveIncomeNetOfTax / USD,79375000.0,182041000.0,258320000.0,136749000.0,151620000.0,258320000.0,164082000.0,248360000.0,167588000.0,211390000.0,279903000.0,257454000.0,103795000.0,162808000.0,179822000.0,344443000.0,150141000.0,184339000.0,214722000.0,263275000.0,106166000.0,118268000.0,263275000.0,173102000.0,349942000.0,102200000.0,160576000.0,230505000.0,361344000.0,57261000.0,138324000.0,219703000.0,296352000.0,76074000.0,296352000.0,137386000.0,234425000.0,254088000.0,102649000.0,177607000.0,337663000.0,324931000.0,316447000.0,593598000.0,927308000.0,393949000.0,255923000.0,501014000.0,725461000.0,1190095000.0,-267243000.0,-158439000.0,148162000.0,1092816000.0,472029000.0,678321000.0,1009946000.0,435360000.0,395000000.0,910000000.0,1509000000.0,1580000000.0,1058000000.0,1550000000.0,2011000000.0,2085000000.0,544000000.0,1344000000.0,2077000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,121431000.0,259082000.0,184210000.0,31222000.0,55953000.0,184210000.0,102886000.0,332096000.0,48468000.0,99192000.0,163595000.0,139967000.0,53757000.0,144953000.0,230142000.0,222393000.0,124161000.0,198097000.0,275658000.0,366316000.0,45658000.0,156336000.0,366316000.0,239714000.0,355901000.0,95687000.0,158649000.0,214644000.0,332101000.0,19807000.0,96279000.0,177760000.0,326598000.0,70102000.0,326598000.0,103510000.0,211960000.0,124589000.0,127641000.0,234148000.0,234937000.0,363093000.0,1541000.0,2672000.0,3329000.0,236704000.0,,,,3329000.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,200806000.0,441123000.0,442530000.0,167971000.0,207573000.0,442530000.0,266968000.0,580456000.0,216056000.0,310582000.0,443498000.0,397421000.0,157552000.0,307761000.0,409964000.0,566836000.0,274302000.0,382436000.0,490380000.0,629591000.0,151824000.0,274604000.0,629591000.0,412816000.0,705843000.0,197887000.0,319225000.0,445149000.0,693445000.0,77068000.0,234603000.0,397463000.0,622950000.0,146176000.0,622950000.0,240896000.0,446385000.0,378677000.0,230290000.0,411755000.0,572600000.0,688024000.0,317988000.0,596270000.0,930637000.0,630653000.0,,,,1193424000.0,,,,,,,,,,,,,,,,2085000000.0,544000000.0,1344000000.0,2077000000.0
ConstructionInProgressExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,,,,,56200000.0,,,,155700000.0,,,155700000.0,,220200000.0,,,,237200000.0,,,,187200000.0,,187200000.0,,,115700000.0,,,,83000000.0,,,,92400000.0,,,,388300000.0,,,,544800000.0,,,,151700000.0,,,,131000000.0,,,,171000000.0,,,
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,33300000.0,33300000.0,33300000.0,31700000.0,31700000.0,31700000.0,33300000.0,57100000.0,57100000.0,57100000.0,31700000.0,41400000.0,41400000.0,41400000.0,57100000.0,51500000.0,51500000.0,51500000.0,41400000.0,,,52000000.0,51000000.0,150000000.0,150000000.0,150000000.0,,,,
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19500000.0,19500000.0,19500000.0,19500000.0,15600000.0,15600000.0,15600000.0,19500000.0,22200000.0,22200000.0,22200000.0,22200000.0,23700000.0,23700000.0,23700000.0,23700000.0,35300000.0,35300000.0,35300000.0,35300000.0,,,23000000.0,23000000.0,104000000.0,104000000.0,104000000.0,,,,
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15200000.0,15000000.0,14500000.0,16100000.0,16100000.0,16100000.0,16100000.0,16100000.0,34900000.0,34900000.0,34900000.0,34900000.0,17700000.0,17700000.0,17700000.0,17700000.0,16200000.0,16200000.0,16200000.0,16200000.0,,,29000000.0,29000000.0,46000000.0,46000000.0,46000000.0,,,,
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.3,-18300000.0,19000000.0,19500000.0,13200000.0,14500000.0,15200000.0,19500000.0,18200000.0,34100000.0,35100000.0,15600000.0,20400000.0,21500000.0,22800000.0,36100000.0,30200000.0,33100000.0,34700000.0,23700000.0,,,22000000.0,36000000.0,109000000.0,114000000.0,118000000.0,,,,
CostOfRevenue / USD,8068202000.0,11852422000.0,11667306000.0,2238416000.0,4033617000.0,11667306000.0,5946499000.0,14221906000.0,3304648000.0,5653701000.0,8145035000.0,8807802000.0,3130723000.0,6056688000.0,9053423000.0,10616621000.0,2771013000.0,4751311000.0,7226114000.0,12425435000.0,2146848000.0,4503074000.0,9745245000.0,7214233000.0,8540319000.0,2652669000.0,5224071000.0,7807275000.0,10222213000.0,1343864000.0,2946957000.0,4307766000.0,10088548000.0,1195738000.0,10088548000.0,2723061000.0,4474654000.0,5641052000.0,2143843000.0,4234865000.0,6464281000.0,6496124000.0,2368026000.0,4543844000.0,7104609000.0,9538045000.0,1956377000.0,3582171000.0,4996699000.0,9422708000.0,1276928000.0,2217386000.0,3483060000.0,6788040000.0,2121510000.0,4488489000.0,7937616000.0,5110146000.0,4366000000.0,9244000000.0,14017000000.0,12257000000.0,3347000000.0,5829000000.0,8628000000.0,17910000000.0,2897000000.0,5788000000.0,8815000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,,,,,2664000.0,,,,58844000.0,,,,-32291000.0,,,35633000.0,,41246000.0,,,,-9531000.0,,,,10180000.0,,10180000.0,,,13191000.0,,,,6086000.0,,,,295000.0,,,,260000.0,,,,-1278000.0,,,,980000.0,,,,3000000.0,,,,52000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,4268000.0,,,,71473000.0,,,,-30584000.0,,,37339000.0,,43044000.0,,,,-7719000.0,,,,13491000.0,,13491000.0,,,16158000.0,,,,8535000.0,,,,1965000.0,,,,1893000.0,,,,-315000.0,,,,2777000.0,,,,12000000.0,,,,64000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,,,,,1604000.0,,,,12629000.0,,,,1707000.0,,,1706000.0,,1798000.0,,,,1812000.0,,,,3311000.0,,3311000.0,,,2967000.0,,,,2449000.0,,,,1670000.0,,,,1633000.0,,,,963000.0,,,,1797000.0,,,,9000000.0,,,,12000000.0,,,
DebtInstrumentInterestRateStatedPercentage / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,170100000.0,,,,124126000.0,,,,228257000.0,,,114333000.0,,134208000.0,,,,156818000.0,,,,152352000.0,,152352000.0,,,116681000.0,,,,193974000.0,,,,376728000.0,,,,319551000.0,,,,327806000.0,,,,154068000.0,,,,433000000.0,,,,423000000.0,,,
DeferredIncomeTaxExpenseBenefit / USD,65374000.0,72884000.0,65017000.0,23624000.0,40865000.0,65017000.0,72199000.0,165191000.0,19542000.0,42794000.0,94997000.0,198740000.0,,,,142247000.0,,,,256632000.0,,,124162000.0,,137714000.0,,,,173799000.0,,,,137667000.0,,137667000.0,,,120442000.0,,90685000.0,186584000.0,203871000.0,74890000.0,161602000.0,264509000.0,445317000.0,75994000.0,173286000.0,269488000.0,361010000.0,-55949000.0,-13541000.0,93174000.0,372729000.0,119194000.0,226963000.0,344808000.0,186730000.0,111000000.0,228000000.0,345000000.0,472000000.0,285000000.0,419000000.0,599000000.0,464000000.0,180000000.0,385000000.0,570000000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141558000.0,,,,801306000.0,,,,1667067000.0,,,,2524641000.0,,,,2854044000.0,,,,3096000000.0,,,,5698000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166690000.0,1166690000.0,1739000000.0,1739000000.0,1739000000.0,1739000000.0,2594000000.0,2594000000.0,2594000000.0,2594000000.0,5451000000.0,5451000000.0,5451000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,28640000.0,,,,18121000.0,,,,28375000.0,,,9829000.0,,3506000.0,,,,16981000.0,,,,-14685000.0,,-14685000.0,,,3761000.0,,,,9897000.0,,,,68589000.0,,,,41459000.0,,,,44923000.0,,,,32662000.0,,,,39000000.0,,,,41000000.0,,,
DeferredTaxAssetsDerivativeInstruments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000000.0,,,,0.0,,,
DeferredTaxAssetsGross / USD,,,,,,,,,,,,188689000.0,,,,302578000.0,,,,302656000.0,,,198313000.0,,159396000.0,,,,236829000.0,,,,252405000.0,,252405000.0,,,219431000.0,,,,361400000.0,,,,655395000.0,,,,1225798000.0,,,,1976156000.0,,,,1772109000.0,,,,1432000000.0,,,,3344000000.0,,,
DeferredTaxAssetsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210001000.0,,,,294768000.0,,,,581575000.0,,,,1131004000.0,,,,1854944000.0,,,,1687354000.0,,,,1357000000.0,,,,3104000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,12484000.0,,,,80851000.0,,,,76805000.0,,76805000.0,,,26334000.0,,,,159162000.0,,,,420318000.0,,,,858030000.0,,,,1473093000.0,,,,1337050000.0,,,,1105000000.0,,,,2534000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal / USD,,,,,,,,,,,,,,,,,,,,31990000.0,,,31990000.0,,38322000.0,,,,38429000.0,,,,39363000.0,,39363000.0,,,39759000.0,,,,73277000.0,,,,108004000.0,,,,171779000.0,,,,258929000.0,,,,216181000.0,,,,196000000.0,,,,492000000.0,,,
DeferredTaxAssetsOther / USD,,,,,,,,,,,,25694000.0,,,,31544000.0,,,,1446000.0,,,5979000.0,,7582000.0,,,,13133000.0,,,,12386000.0,,12386000.0,,,2425000.0,,,,13546000.0,,,,13378000.0,,,,12769000.0,,,,12894000.0,,,,4863000.0,,,,5000000.0,,,,20000000.0,,,
