fact_unit,2010-11-05,2011-02-04,2011-05-06,2011-09-01,2011-11-07,2012-02-06,2012-05-04,2012-08-27,2012-11-07,2013-02-07,2013-05-06,2013-08-27,2013-11-08,2014-02-06,2014-05-07,2014-08-27,2014-11-05,2015-06-25,2015-09-11,2015-11-06,2016-02-05,2016-05-09,2016-08-29,2016-11-08,2017-02-09,2017-05-08,2017-08-25,2017-11-09,2018-02-08,2018-05-07,2018-08-24,2018-11-08,2019-02-07,2019-05-09,2019-08-26,2019-11-08,2020-02-07,2020-05-08,2020-08-25,2020-11-06,2021-02-09,2021-05-07,2021-08-25,2021-11-09,2022-02-09,2022-05-06,2022-08-25,2022-11-09,2023-02-09,2023-05-08,2023-08-24,2023-11-09,2024-02-08,2024-05-09,2024-08-26,2024-11-08,2025-02-07,2025-05-12,2025-08-25,2025-11-07
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,1267000.0,486.0,601000.0,107000.0,602000.0,89000.0,241000.0,0.0,12000.0,32000.0,149000.0,155000.0,0.0,18000.0,0.0,0.0,78000.0,134000.0,83000.0,24000.0,26000.0,0.0,0.0,0.0,32000.0,32000.0,74000.0,0.0,0.0,0.0,36000.0,32000.0,0.0,1000.0,14000.0,41000.0,0.0,37000.0,48000.0,0.0,0.0,21000.0,0.0,2000.0,22000.0,23000.0,10000.0,11000.0,11000.0,25000.0,0.0,7000.0,0.0,22000.0,29000.0,10000.0,0.0
Assets / USD,1564146000.0,1560560000.0,1560560000.0,1560560000.0,1505797000.0,1505797000.0,1505797000.0,1505797000.0,1619492000.0,1619492000.0,1619492000.0,1619492000.0,1629155000.0,1629155000.0,1629155000.0,1629155000.0,1624292000.0,1672386000.0,1680703000.0,1836835000.0,1836835000.0,1836835000.0,1836835000.0,1815512000.0,1815512000.0,1815512000.0,1815512000.0,1908945000.0,1908945000.0,1908945000.0,1908945000.0,2037208000.0,2037208000.0,2037208000.0,2033058000.0,2184829000.0,2184829000.0,2184829000.0,2184829000.0,2428474000.0,2428474000.0,2428474000.0,2428474000.0,2336156000.0,2336156000.0,2336156000.0,2336156000.0,2455564000.0,2455564000.0,2455564000.0,2455564000.0,2773826000.0,2773826000.0,2773826000.0,2773826000.0,2924481000.0,2924481000.0,2924481000.0,2924481000.0,3043970000.0
AssetsCurrent / USD,393102000.0,393102000.0,393102000.0,393102000.0,353950000.0,353950000.0,353950000.0,353950000.0,468649000.0,468649000.0,468649000.0,468649000.0,447885000.0,447885000.0,447885000.0,447885000.0,384381000.0,456119000.0,390506000.0,493499000.0,493499000.0,493499000.0,493499000.0,431929000.0,431929000.0,431929000.0,431929000.0,520031000.0,520031000.0,520031000.0,520031000.0,473592000.0,473592000.0,473592000.0,470742000.0,569448000.0,569448000.0,569448000.0,569448000.0,669101000.0,669101000.0,669101000.0,669101000.0,543737000.0,543737000.0,543737000.0,543737000.0,613524000.0,613524000.0,613524000.0,613524000.0,627962000.0,627962000.0,627962000.0,627962000.0,632018000.0,632018000.0,632018000.0,632018000.0,681464000.0
AssetsHeldForSaleNotPartOfDisposalGroupCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000.0,6355000.0,6355000.0,6355000.0,6355000.0,,,,,,,0.0,0.0,20201000.0,20201000.0,20201000.0,20201000.0,,,,,0.0,,,0.0,5606000.0
AssetsNoncurrent / USD,896374000.0,892788000.0,892788000.0,892788000.0,881661000.0,881661000.0,881661000.0,881661000.0,874113000.0,874113000.0,874113000.0,874113000.0,880759000.0,880759000.0,880759000.0,880759000.0,948236000.0,915756000.0,998522000.0,1047004000.0,1047004000.0,1047004000.0,1047004000.0,1085019000.0,1085019000.0,1085019000.0,1085019000.0,1105980000.0,1105980000.0,1105980000.0,1105980000.0,1276766000.0,1276766000.0,1276766000.0,1276766000.0,1342907000.0,1342907000.0,1342907000.0,1342907000.0,1485941000.0,1485941000.0,1485941000.0,1485941000.0,1539938000.0,1539938000.0,1539938000.0,1539938000.0,1630331000.0,1630331000.0,1630331000.0,1630331000.0,1940200000.0,1940200000.0,1940200000.0,1940200000.0,2077394000.0,2077394000.0,2077394000.0,2077394000.0,2141542000.0
BuildingsAndImprovementsGross / USD,,,,103744000.0,,,,137580000.0,,,,141733000.0,,,,142350000.0,,142350000.0,143733000.0,,,,144414000.0,,,,146464000.0,,,,143350000.0,,,,143918000.0,,,,147220000.0,,,,146193000.0,,,,149041000.0,,,,129313000.0,,,,129991000.0,,,,133835000.0,
BusinessCombinationAcquiredReceivablesFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978000.0,,,,978000.0,,,,978000.0,
CapitalizedComputerSoftwareNet / USD,115647000.0,115647000.0,115647000.0,82679000.0,110836000.0,110836000.0,110836000.0,110836000.0,115785000.0,115785000.0,115785000.0,115785000.0,132612000.0,132612000.0,132612000.0,132612000.0,160391000.0,132612000.0,160391000.0,191541000.0,191541000.0,191541000.0,191541000.0,222115000.0,222115000.0,222115000.0,222115000.0,247317000.0,247317000.0,247317000.0,247317000.0,288172000.0,288172000.0,288172000.0,288172000.0,318969000.0,318969000.0,318969000.0,318969000.0,340466000.0,340466000.0,340466000.0,340466000.0,368094000.0,368094000.0,368094000.0,368094000.0,410957000.0,410957000.0,410957000.0,410957000.0,565714000.0,565714000.0,565714000.0,565714000.0,592761000.0,592761000.0,592761000.0,592761000.0,617029000.0
CapitalizedContractCostAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22508000.0,45371000.0,69145000.0,88064000.0,26821000.0,52257000.0,79784000.0,94337000.0,31393000.0,59214000.0,88063000.0,110894000.0,33825000.0,62620000.0,92004000.0,117763000.0,35844000.0,67998000.0,99441000.0,122143000.0,41980000.0,76841000.0,114222000.0,133174000.0,50537000.0,92088000.0,133195000.0,154008000.0,54907000.0
CapitalizedContractCostNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181032000.0,181032000.0,181032000.0,176954000.0,231273000.0,231273000.0,231273000.0,231273000.0,271010000.0,271010000.0,271010000.0,271010000.0,314807000.0,314807000.0,314807000.0,314807000.0,380095000.0,380095000.0,380095000.0,380095000.0,442012000.0,442012000.0,442012000.0,442012000.0,503152000.0,503152000.0,503152000.0,,
CashAndCashEquivalentsAtCarryingValue / USD,118251000.0,118251000.0,118251000.0,65565000.0,125518000.0,125518000.0,125518000.0,118251000.0,63125000.0,63125000.0,63125000.0,125518000.0,157313000.0,157313000.0,157313000.0,63125000.0,127905000.0,63125000.0,157313000.0,70377000.0,70377000.0,70377000.0,127905000.0,148313000.0,148313000.0,148313000.0,70377000.0,70310000.0,70310000.0,70310000.0,148313000.0,114765000.0,114765000.0,114765000.0,70310000.0,31440000.0,31440000.0,31440000.0,114765000.0,93628000.0,93628000.0,93628000.0,31440000.0,213345000.0,213345000.0,50992000.0,,48787000.0,48787000.0,48787000.0,,12243000.0,12243000.0,12243000.0,,38284000.0,38284000.0,38284000.0,,101953000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213345000.0,93628000.0,50992000.0,50992000.0,50992000.0,213345000.0,48787000.0,48787000.0,48787000.0,50992000.0,12243000.0,12243000.0,12243000.0,48787000.0,38284000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958000.0,-83325000.0,3051000.0,-21115000.0,15886000.0,62188000.0,-18025000.0,-65583000.0,-143229000.0,119717000.0,-6741000.0,-21872000.0,-11195000.0,-162353000.0,-16817000.0,-23024000.0,-22235000.0,-2205000.0,19224000.0,14466000.0,15011000.0,-36544000.0,4928000.0
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,,,,,,,,,,,,,,0.56,0.22,0.44,0.69,0.84,0.25,0.5,0.78,0.94,0.28,0.56,0.87,1.06,0.31,0.62,0.99,1.18,0.37,0.74,1.14,1.36,0.4,0.8,1.23,1.54,0.43,0.86,1.32,1.66,0.46,0.92,1.41,1.78,0.49,0.98,1.5,1.9,0.52,1.04,1.59,2.02,0.55
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0
CommonStockSharesIssued / shares,99808367.0,99808367.0,99808367.0,99808367.0,100766173.0,100766173.0,100766173.0,100766173.0,101482461.0,101482461.0,101482461.0,101482461.0,101993808.0,101993808.0,101993808.0,101993808.0,102429926.0,101993808.0,102398533.0,102695214.0,102695214.0,102695214.0,102695214.0,102903971.0,102903971.0,102903971.0,102903971.0,103083299.0,103083299.0,103083299.0,103083299.0,103278562.0,103278562.0,103278562.0,103278562.0,103496026.0,103496026.0,103496026.0,103496026.0,103622563.0,103622563.0,103622563.0,103622563.0,103795169.0,103795169.0,103795169.0,103795169.0,103921724.0,103921724.0,103921724.0,103921724.0,104088784.0,104088784.0,104088784.0,104088784.0,104245089.0,104245089.0,104245089.0,104245089.0,104415989.0
CommonStockValue / USD,998000.0,998000.0,998000.0,998000.0,1008000.0,1008000.0,1008000.0,1008000.0,1015000.0,1015000.0,1015000.0,1015000.0,1020000.0,1020000.0,1020000.0,1020000.0,1024000.0,1020000.0,1024000.0,1027000.0,1027000.0,1027000.0,1027000.0,1029000.0,1029000.0,1029000.0,1029000.0,1031000.0,1031000.0,1031000.0,1031000.0,1033000.0,1033000.0,1033000.0,1033000.0,1035000.0,1035000.0,1035000.0,1035000.0,1036000.0,1036000.0,1036000.0,1036000.0,1038000.0,1038000.0,1038000.0,1038000.0,1039000.0,1039000.0,1039000.0,1039000.0,1041000.0,1041000.0,1041000.0,1041000.0,1042000.0,1042000.0,1042000.0,1042000.0,1044000.0
ConstructionInProgressGross / USD,,,,53596000.0,,,,8972000.0,,,,5750000.0,,,,18099000.0,,18099000.0,12199000.0,,,,23563000.0,,,,7373000.0,,,,15971000.0,,,,39872000.0,,,,12411000.0,,,,279000.0,,,,3639000.0,,,,2547000.0,,,,14208000.0,,,,12298000.0,
ContractWithCustomerAssetNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14063000.0,14063000.0,14063000.0,14063000.0,21446000.0,21446000.0,21446000.0,21446000.0,21609000.0,21609000.0,21609000.0,21609000.0,22884000.0,22884000.0,22884000.0,22884000.0,24447000.0,24447000.0,24447000.0,24447000.0,26711000.0,26711000.0,26711000.0,26711000.0,33610000.0,33610000.0,33610000.0,33610000.0,36221000.0
ContractWithCustomerAssetNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35630000.0,35630000.0,35630000.0,35630000.0,50640000.0,50640000.0,50640000.0,50640000.0,54293000.0,54293000.0,54293000.0,54293000.0,52920000.0,52920000.0,52920000.0,52920000.0,68261000.0,68261000.0,68261000.0,68261000.0,81561000.0,81561000.0,81561000.0,81561000.0,103295000.0,103295000.0,103295000.0,103295000.0,121675000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352431000.0,352431000.0,352431000.0,328931000.0,339752000.0,339752000.0,339752000.0,339752000.0,318161000.0,318161000.0,318161000.0,318161000.0,319748000.0,319748000.0,319748000.0,319748000.0,330687000.0,330687000.0,330687000.0,330687000.0,331974000.0,331974000.0,331974000.0,331974000.0,317730000.0,317730000.0,317730000.0,317730000.0,290485000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17484000.0,17484000.0,17484000.0,40984000.0,54554000.0,54554000.0,54554000.0,54554000.0,71461000.0,71461000.0,71461000.0,71461000.0,75852000.0,75852000.0,75852000.0,75852000.0,71485000.0,71485000.0,71485000.0,71485000.0,67755000.0,67755000.0,67755000.0,67755000.0,71202000.0,71202000.0,71202000.0,71202000.0,72889000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93167000.0,154585000.0,214466000.0,264517000.0,88121000.0,164051000.0,218913000.0,269593000.0,94054000.0,155625000.0,216684000.0,265946000.0,93047000.0,156666000.0,211735000.0,259887000.0,99316000.0,166273000.0,225424000.0,256952000.0,97990000.0,159393000.0,215263000.0,270972000.0,99220000.0,167671000.0,226419000.0,267978000.0,94159000.0
CostOfRevenue / USD,107940000.0,229721000.0,358757000.0,446194000.0,137789000.0,277605000.0,422500000.0,491466000.0,143912000.0,292360000.0,445281000.0,567563000.0,155073000.0,311531000.0,478483000.0,603379000.0,166936000.0,598844000.0,646130000.0,174884000.0,355143000.0,533038000.0,679372000.0,183663000.0,374109000.0,568382000.0,720336000.0,194763000.0,392908000.0,599636000.0,773651000.0,203915000.0,411016000.0,629532000.0,805855000.0,220112000.0,447396000.0,682990000.0,853138000.0,245791000.0,495058000.0,753629000.0,923030000.0,262929000.0,520711000.0,788481000.0,1008464000.0,276636000.0,559460000.0,841799000.0,1063399000.0,298261000.0,602849000.0,910195000.0,1128614000.0,323002000.0,643981000.0,972205000.0,1219062000.0,343432000.0
CostsAndExpenses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,253611000.0,513557000.0,778594000.0,992987000.0,264227000.0,536646000.0,819987000.0,1046573000.0,289321000.0,587391000.0,891314000.0,1113294000.0,319818000.0,645232000.0,982700000.0,1205406000.0,334212000.0,662941000.0,1005515000.0,1316440000.0,354461000.0,722695000.0,1089365000.0,1359506000.0,388479000.0,786416000.0,1186579000.0,1468265000.0,438668000.0,865402000.0,1291866000.0,1597014000.0,449706000.0
CurrentFederalTaxExpenseBenefit / USD,,,,39616000.0,,,,39994000.0,,,,43334000.0,,,,48053000.0,,48053000.0,54574000.0,,,,77937000.0,,,,70555000.0,,,,66574000.0,,,,80752000.0,,,,56060000.0,,,,54800000.0,,,,46137000.0,,,,55598000.0,,,,59390000.0,,,,125622000.0,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,7527000.0,,,,6238000.0,,,,6180000.0,,,,6022000.0,,6021000.0,4540000.0,,,,10166000.0,,,,5221000.0,,,,7571000.0,,,,9469000.0,,,,9948000.0,,,,12946000.0,,,,13690000.0,,,,13897000.0,,,,18089000.0,,,,30505000.0,
DeferredCosts / USD,,,,,,,,,,,,,,,,,,,,,96423000.0,96423000.0,96423000.0,99799000.0,99799000.0,99799000.0,99799000.0,96847000.0,96847000.0,96847000.0,96847000.0,74865000.0,74865000.0,74865000.0,74865000.0,90084000.0,90084000.0,90084000.0,90084000.0,113525000.0,113525000.0,113525000.0,113525000.0,127205000.0,127205000.0,127205000.0,127205000.0,143750000.0,143750000.0,143750000.0,143750000.0,161465000.0,161465000.0,161465000.0,161465000.0,183307000.0,183307000.0,183307000.0,183307000.0,207861000.0
DeferredCostsCurrent / USD,,,,,,,,,,,,,,,,,,,,,27950000.0,27950000.0,27950000.0,35472000.0,35472000.0,35472000.0,35472000.0,41314000.0,41314000.0,41314000.0,41314000.0,27069000.0,27069000.0,27069000.0,22991000.0,35102000.0,35102000.0,35102000.0,35102000.0,38235000.0,38235000.0,38235000.0,38235000.0,46215000.0,46215000.0,46215000.0,46215000.0,57105000.0,57105000.0,57105000.0,57105000.0,77766000.0,77766000.0,77766000.0,77766000.0,85784000.0,85784000.0,85784000.0,85784000.0,75777000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,7345000.0,,,,14327000.0,,,,18276000.0,,,,20649000.0,,19063000.0,14689000.0,,,,10636000.0,,,,28018000.0,,,,34355000.0,,,,17017000.0,,,,-80509000.0,,,,4177000.0,,,,21130000.0,,,,14401000.0,,,,24391000.0,,,,-40218000.0,
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,244897000.0,,,,277993000.0,,,,294406000.0,,,,224422000.0,,,,247934000.0,,,,295325000.0,,,,312540000.0,,,,341438000.0,,,,293858000.0,,,,301801000.0,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217010000.0,217010000.0,243998000.0,243998000.0,243998000.0,243998000.0,260758000.0,260758000.0,260758000.0,260758000.0,292630000.0,292630000.0,292630000.0,292630000.0,244431000.0,244431000.0,244431000.0,244431000.0,243522000.0,243522000.0,243522000.0,243522000.0,240026000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,-280000.0,,,,2367000.0,,,,2251000.0,,,,1960000.0,,1848000.0,3647000.0,,,,2116000.0,,,,1425000.0,,,,3169000.0,,,,4170000.0,,,,5625000.0,,,,3427000.0,,,,3451000.0,,,,2360000.0,,,,7481000.0,,,,-7981000.0,
DeferredTaxAssetsDeferredIncome / USD,,,,3875000.0,,,,5372000.0,,,,8575000.0,,,,5846000.0,,57867000.0,71383000.0,,,,68503000.0,,,,69597000.0,,,,54908000.0,,,,0.0,,,,13450000.0,,,,14469000.0,,,,13428000.0,,,,15340000.0,,,,18186000.0,,,,21985000.0,
DeferredTaxAssetsGross / USD,,,,,,,,,,,,,,,,,,,,,,,88290000.0,,,,90000000.0,,,,75222000.0,,,,16634000.0,,,,31339000.0,,,,51800000.0,,,,52052000.0,,,,49008000.0,,,,49552000.0,,,,58387000.0,
DeferredTaxAssetsNet / USD,,,,23341000.0,,,,25677000.0,,,,28788000.0,,,,26107000.0,,78128000.0,91525000.0,,,,87640000.0,,,,89392000.0,,,,74865000.0,,,,16119000.0,,,,30924000.0,,,,51327000.0,,,,51782000.0,,,,48808000.0,,,,49427000.0,,,,58279000.0,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,12222000.0,,,,11097000.0,,,,9454000.0,,,,6363000.0,,6363000.0,4218000.0,,,,3682000.0,,,,3543000.0,,,,3547000.0,,,,2759000.0,,,,2713000.0,,,,3786000.0,,,,3242000.0,,,,2107000.0,,,,1965000.0,,,,2155000.0,
DeferredTaxAssetsOther / USD,,,,514000.0,,,,1122000.0,,,,1410000.0,,,,1383000.0,,1383000.0,1148000.0,,,,1493000.0,,,,2090000.0,,,,2119000.0,,,,2711000.0,,,,851000.0,,,,2327000.0,,,,2634000.0,,,,3311000.0,,,,2916000.0,,,,3369000.0,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves / USD,,,,,,,,8086000.0,,,,9349000.0,,,,12515000.0,,12515000.0,14776000.0,,,,14612000.0,,,,14770000.0,,,,14648000.0,,,,11164000.0,,,,14325000.0,,,,14096000.0,,,,17566000.0,,,,15382000.0,,,,14023000.0,,,,16123000.0,
DeferredTaxAssetsValuationAllowance / USD,,,,,,,,,,,,-350000.0,,,,700000.0,,700000.0,700000.0,,,,650000.0,,,,608000.0,,,,357000.0,,,,515000.0,,,,415000.0,,,,473000.0,,,,270000.0,,,,200000.0,,,,125000.0,,,,108000.0,
DeferredTaxLiabilities / USD,,,,-107087000.0,,,,-129949000.0,,,,-155626000.0,,,,176686000.0,,193292000.0,218639000.0,,,,157257000.0,,,,188601000.0,,,,219541000.0,,,,208303000.0,,,,217010000.0,,,,243998000.0,,,,260758000.0,,,,292630000.0,,,,244431000.0,,,,243522000.0,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,16032000.0,,,,13974000.0,,,,11722000.0,,,,10824000.0,,,,13363000.0,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,-17425000.0,,,,-29971000.0,,,,-34636000.0,,,,35046000.0,,35046000.0,29247000.0,,,,32331000.0,,,,40857000.0,,,,36994000.0,,,,32026000.0,,,,31846000.0,,,,39619000.0,,,,37066000.0,,,,33390000.0,,,,27788000.0,,,,26689000.0,
DeferredTaxLiabilitiesTaxDeferredIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5067000.0,,,,61455000.0,,,,73331000.0,,,,85696000.0,,,,104139000.0,,,,119201000.0,,,,148126000.0,
DefinedContributionPlanCostRecognized / USD,,,,8341000.0,,,,9369000.0,,,,11076000.0,,,,11376000.0,,11376000.0,12426000.0,,,,13617000.0,,,,15378000.0,,,,16794000.0,,,,17550000.0,,,,18821000.0,,,,21003000.0,,,,25155000.0,,,,26783000.0,,,,28259000.0,,,,29308000.0,
