fact_unit,2010-08-02,2010-11-03,2011-02-25,2011-05-03,2011-08-08,2011-10-28,2012-02-22,2012-04-27,2012-07-27,2012-11-01,2013-02-19,2013-04-29,2013-07-30,2013-11-01,2014-02-20,2014-05-02,2014-08-01,2014-10-30,2015-02-19,2015-05-01,2015-07-30,2015-11-06,2016-02-17,2016-04-29,2016-07-28,2016-10-28,2017-02-15,2017-04-28,2017-07-28,2017-10-30,2018-02-14,2018-05-01,2018-07-30,2018-10-31,2019-02-13,2019-05-01,2019-07-31,2019-11-01,2020-02-19,2020-05-07,2020-08-03,2020-11-04,2021-02-12,2021-05-04,2021-08-03,2021-11-02,2022-02-16,2022-05-03,2022-08-03,2022-11-04,2023-02-15,2023-05-02,2023-08-02,2023-11-03,2024-02-14,2024-05-06,2024-08-06,2024-11-05,2025-02-12,2025-05-05,2025-08-06,2025-11-05
AdditionalPaidInCapitalCommonStock / USD,830531000.0,830531000.0,830531000.0,951234000.0,951234000.0,951234000.0,951234000.0,1072779000.0,1072779000.0,1072779000.0,1072779000.0,1169699000.0,1169699000.0,1169699000.0,1169699000.0,1212050000.0,1212050000.0,1212050000.0,1212050000.0,1325495000.0,1325495000.0,1325495000.0,1325495000.0,1447795000.0,1447795000.0,1447795000.0,1447795000.0,1515828000.0,1515828000.0,1515828000.0,1515828000.0,1644197000.0,1644197000.0,1644197000.0,1644197000.0,1820223000.0,1820223000.0,1820223000.0,1820223000.0,2055407000.0,2055407000.0,2055407000.0,2055407000.0,2214426000.0,2214426000.0,2214426000.0,2214426000.0,2378191000.0,2378191000.0,2378191000.0,2378191000.0,2600014000.0,2600014000.0,2600014000.0,2600014000.0,2848528000.0,2848528000.0,2848528000.0,2848528000.0,3031637000.0,3031637000.0,3031637000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions / USD,,,,,,,,,,,,,,,,,,,73211000.0,43626000.0,51256000.0,76419000.0,13957000.0,22263000.0,27909000.0,33938000.0,76153000.0,75265000.0,117966000.0,130245000.0,85948000.0,40804000.0,86094000.0,115268000.0,38106000.0,40804000.0,86094000.0,115268000.0,140525000.0,98974000.0,178831000.0,247355000.0,174110000.0,109062000.0,126046000.0,162522000.0,274028000.0,57625000.0,95673000.0,121835000.0,180866000.0,34241000.0,113822000.0,137406000.0,142370000.0,81916000.0,161724000.0,207163000.0,196717000.0,67022000.0,82464000.0,130778000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,41204000.0,,31705000.0,47966000.0,46302000.0,16440000.0,33173000.0,50136000.0,53136000.0,8063000.0,18652000.0,30385000.0,64473000.0,10703000.0,26641000.0,44874000.0,64841000.0,13399000.0,26303000.0,39874000.0,34296000.0,10549000.0,21378000.0,32459000.0,63227000.0,10589000.0,21467000.0,32678000.0,54091000.0,9509000.0,28104000.0,51690000.0,43598000.0,9509000.0,28104000.0,51690000.0,44562000.0,19333000.0,37910000.0,58680000.0,75701000.0,7492000.0,21926000.0,35565000.0,78532000.0,14471000.0,27850000.0,42859000.0,50794000.0,11668000.0,31755000.0,58441000.0,58234000.0,22277000.0,47436000.0,73488000.0,82537000.0,17141000.0,35242000.0,54465000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,434206.0,440202.0,134405.0,442095.0,448810.0,450075.0,443565.0,470217.0,479807.0,171508.0,467367.0,,,,194000.0,93000.0,753000.0,758000.0,157000.0,28000.0,41000.0,37000.0,757000.0,46000.0,78000.0,89000.0,50000.0,79000.0,15000.0,17000.0,87000.0,15000.0,349000.0,353000.0,15000.0,363000.0,345000.0,319000.0,370000.0,26000.0,244000.0,30000.0,319210.0,22862.0,19002.0,22132.0,31210.0,21032.0,189988.0,193248.0,23062.0,184114.0,175338.0,15464.0,194884.0,4670.0,4894.0,5060.0
Assets / USD,2395770000.0,2395770000.0,2395770000.0,2260061000.0,2260061000.0,2260061000.0,2395770000.0,1779485000.0,1779485000.0,1779485000.0,2260061000.0,2604842000.0,2604842000.0,2604842000.0,2604842000.0,2486148000.0,2486148000.0,2486148000.0,2486148000.0,2351335000.0,2351335000.0,2351335000.0,2351335000.0,2511718000.0,2511718000.0,2511718000.0,2511718000.0,2643943000.0,2643943000.0,2643943000.0,2643943000.0,2989279000.0,2989279000.0,2989279000.0,2989279000.0,3165933000.0,3165933000.0,3165933000.0,3165933000.0,3809815000.0,3809815000.0,3809815000.0,3809815000.0,5777141000.0,5777141000.0,5777141000.0,5777141000.0,5834475000.0,5834475000.0,5834475000.0,5834475000.0,5660973000.0,5660973000.0,5660973000.0,5660973000.0,6601757000.0,6601757000.0,6601757000.0,6601757000.0,6380988000.0,6380988000.0,6380988000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416037000.0,416037000.0,416037000.0,,689557000.0,689557000.0,689557000.0,416037000.0,732248000.0,732248000.0,732248000.0,,1160804000.0,1160804000.0,1160804000.0,732248000.0,2809782000.0,2809782000.0,2809782000.0,1160804000.0,2636984000.0,2636984000.0,2636984000.0,2809782000.0,2574518000.0,2574518000.0,2574518000.0,2636984000.0,3215444000.0,3215444000.0,3215444000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108451000.0,174161000.0,383812000.0,42691000.0,-42537000.0,867193000.0,1431671000.0,428556000.0,4735000.0,-144956000.0,-61722000.0,1648978000.0,-409895000.0,-1073025000.0,-815629000.0,-172798000.0,284075000.0,183539000.0,395476000.0,-62466000.0,-290651000.0,-686498000.0,-646777000.0
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0
CommonStockSharesHeldInEmployeeTrust / USD,40799000.0,40799000.0,40799000.0,27582000.0,27582000.0,27582000.0,27582000.0,25581000.0,25581000.0,25581000.0,25581000.0,25331000.0,25331000.0,25331000.0,25331000.0,17741000.0,17741000.0,17741000.0,17741000.0,17333000.0,17333000.0,17333000.0,17333000.0,17333000.0,17333000.0,17333000.0,17333000.0,17375000.0,17375000.0,17375000.0,17375000.0,17383000.0,17383000.0,17383000.0,17383000.0,16937000.0,16937000.0,16937000.0,16937000.0,16912000.0,16912000.0,16912000.0,16912000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0,16710000.0
