fact_unit,2010-11-01,2011-02-04,2011-05-06,2011-08-22,2011-11-04,2012-02-06,2012-05-07,2012-08-17,2012-11-02,2013-02-06,2013-05-03,2013-08-23,2013-11-01,2014-02-05,2014-05-02,2014-08-20,2014-11-04,2015-02-05,2015-05-05,2015-08-20,2015-11-02,2016-02-05,2016-05-03,2016-08-24,2016-11-02,2017-02-02,2017-05-03,2017-08-25,2017-11-01,2018-02-02,2018-05-02,2018-08-24,2018-10-31,2019-02-05,2019-05-01,2019-08-23,2019-10-31,2020-02-06,2020-05-01,2020-08-28,2020-11-02,2021-02-05,2021-05-03,2021-08-27,2021-11-02,2022-02-03,2022-05-03,2022-08-24,2022-11-02,2023-02-02,2023-05-03,2023-08-18,2023-11-01,2024-02-05,2024-05-01,2024-08-19,2024-10-31,2025-02-04,2025-05-01,2025-08-20,2025-10-30
AmortizationOfIntangibleAssets / USD,,,,,,,,9100000.0,3500000.0,6900000.0,10400000.0,14600000.0,3100000.0,6200000.0,9400000.0,13900000.0,3200000.0,6300000.0,9300000.0,12500000.0,3000000.0,6100000.0,9700000.0,12400000.0,4000000.0,8000000.0,12000000.0,14000000.0,4000000.0,9000000.0,22000000.0,16000000.0,13000000.0,25000000.0,38000000.0,35000000.0,13000000.0,25000000.0,38000000.0,51000000.0,11000000.0,22000000.0,45000000.0,51000000.0,25000000.0,52000000.0,77000000.0,73000000.0,45000000.0,84000000.0,122000000.0,110000000.0,36000000.0,73000000.0,109000000.0,160000000.0,36000000.0,73000000.0,109000000.0,145000000.0,36000000.0
Assets / USD,5335600000.0,5335600000.0,5335600000.0,5176600000.0,6273900000.0,6273900000.0,6273900000.0,5335600000.0,6593000000.0,6593000000.0,6593000000.0,6273900000.0,7145200000.0,7145200000.0,7145200000.0,6593000000.0,7868800000.0,7868800000.0,7868800000.0,7145200000.0,8239200000.0,8239200000.0,8239200000.0,7860000000.0,9223000000.0,9223000000.0,9223000000.0,8227000000.0,11568000000.0,11568000000.0,11568000000.0,9223000000.0,12567000000.0,12567000000.0,12567000000.0,11568000000.0,13156000000.0,13156000000.0,13156000000.0,12567000000.0,17781000000.0,17781000000.0,17781000000.0,13156000000.0,21971000000.0,21971000000.0,21971000000.0,17781000000.0,20910000000.0,20910000000.0,20910000000.0,21971000000.0,23415000000.0,23415000000.0,23415000000.0,20910000000.0,21677000000.0,21677000000.0,21677000000.0,21677000000.0,19892000000.0
AssetsCurrent / USD,3121000000.0,3121000000.0,3121000000.0,3121000000.0,3686500000.0,3686500000.0,3686500000.0,3686500000.0,3855100000.0,3855100000.0,3855100000.0,3855100000.0,4297200000.0,4297200000.0,4297200000.0,4297200000.0,4825200000.0,4825200000.0,4825200000.0,4825200000.0,4468500000.0,4468500000.0,4468500000.0,4183600000.0,4225000000.0,4225000000.0,4225000000.0,4225000000.0,4964000000.0,4964000000.0,4964000000.0,4964000000.0,6168000000.0,6168000000.0,6168000000.0,6168000000.0,7212000000.0,7212000000.0,7212000000.0,7212000000.0,8892000000.0,8892000000.0,8892000000.0,8892000000.0,9768000000.0,9768000000.0,9768000000.0,9768000000.0,9298000000.0,9298000000.0,9298000000.0,9298000000.0,9139000000.0,9139000000.0,9139000000.0,9139000000.0,7922000000.0,7922000000.0,7922000000.0,7922000000.0,7069000000.0
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,,,,,,,,,28300000.0,26200000.0,30300000.0,21700000.0,30500000.0,30000000.0,34000000.0,22000000.0,29000000.0,36000000.0,30000000.0,26000000.0,29000000.0,34000000.0,34000000.0,32000000.0,29000000.0,43000000.0,35000000.0,39000000.0,43000000.0,50000000.0,53000000.0,47000000.0,52000000.0,42000000.0,63000000.0,68000000.0,39000000.0,126000000.0,108000000.0,110000000.0,97000000.0,171000000.0,216000000.0,239000000.0,106000000.0,82000000.0,41000000.0,35000000.0,246000000.0,26000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136000000.0,1136000000.0,1136000000.0,914000000.0,2181000000.0,2181000000.0,2181000000.0,1136000000.0,2987000000.0,2987000000.0,2987000000.0,2181000000.0,5022000000.0,5022000000.0,5022000000.0,2987000000.0,4958000000.0,4958000000.0,4958000000.0,5022000000.0,3957000000.0,3957000000.0,3957000000.0,4958000000.0,4029000000.0,4029000000.0,4029000000.0,3957000000.0,3395000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308000000.0,969000000.0,1004000000.0,222000000.0,-738000000.0,-305000000.0,721000000.0,1045000000.0,-728000000.0,609000000.0,1889000000.0,806000000.0,-755000000.0,523000000.0,1377000000.0,2035000000.0,-963000000.0,-355000000.0,-1122000000.0,-64000000.0,-1019000000.0,-232000000.0,1574000000.0,-1001000000.0,-939000000.0,-90000000.0,-328000000.0,72000000.0,-1045000000.0
CommonStockDividendsPerShareDeclared / USD/shares,,0.55,0.55,0.55,,0.375,0.375,0.275,,0.525,0.525,0.375,0.18,0.72,0.9,0.525,0.18,0.38,0.58,1.08,0.2,0.44,0.68,0.78,0.24,0.54,0.84,0.92,0.3,0.64,0.98,1.14,0.34,0.72,1.1,1.32,0.38,0.81,1.24,1.48,0.43,0.91,1.39,1.67,0.48,1.01,1.54,1.39,0.53,1.13,1.73,2.07,0.6,1.26,1.92,2.33,0.66,1.32,1.98,2.58,0.66
CommonStockParOrStatedValuePerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockValue / USD,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,5500000.0,5500000.0,5500000.0,5500000.0,5500000.0,5500000.0,5500000.0,5600000.0,5600000.0,5600000.0,5600000.0,5600000.0,5600000.0,5600000.0,5600000.0,5700000.0,5700000.0,5700000.0,5700000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0
ComprehensiveIncomeNetOfTax / USD,174300000.0,437000000.0,457400000.0,-9500000.0,266700000.0,619800000.0,806700000.0,398700000.0,194700000.0,573400000.0,739100000.0,915200000.0,368000000.0,826300000.0,940400000.0,626300000.0,361900000.0,784400000.0,994400000.0,1075200000.0,124300000.0,468800000.0,627300000.0,1261300000.0,241000000.0,640000000.0,963000000.0,808000000.0,291000000.0,628000000.0,966000000.0,951000000.0,476000000.0,627000000.0,1052000000.0,1310000000.0,525000000.0,1077000000.0,1564000000.0,1190000000.0,531000000.0,1146000000.0,997000000.0,1656000000.0,594000000.0,1678000000.0,2030000000.0,582000000.0,537000000.0,1604000000.0,2182000000.0,3065000000.0,173000000.0,816000000.0,926000000.0,2098000000.0,-98000000.0,422000000.0,594000000.0,834000000.0,-73000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,172300000.0,440000000.0,459100000.0,-3800000.0,266700000.0,621500000.0,810200000.0,399400000.0,193600000.0,573400000.0,740900000.0,921400000.0,369000000.0,829100000.0,943300000.0,627300000.0,363600000.0,788900000.0,999500000.0,1080100000.0,123800000.0,471400000.0,628400000.0,1267000000.0,243000000.0,643000000.0,968000000.0,811000000.0,294000000.0,633000000.0,972000000.0,957000000.0,480000000.0,633000000.0,1060000000.0,1317000000.0,527000000.0,1082000000.0,1571000000.0,1199000000.0,534000000.0,1152000000.0,1005000000.0,1665000000.0,596000000.0,1686000000.0,2039000000.0,594000000.0,522000000.0,1590000000.0,2196000000.0,3054000000.0,139000000.0,793000000.0,903000000.0,2087000000.0,-104000000.0,440000000.0,602000000.0,824000000.0,
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangeDueToNetIncomeAttributableToParentAndEffectsOfChangesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371000000.0,,,,1006000000.0,
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380000000.0,380000000.0,380000000.0,380000000.0,361000000.0,361000000.0,361000000.0,361000000.0,279000000.0,361000000.0,361000000.0,361000000.0,279000000.0,279000000.0,279000000.0,279000000.0,371000000.0,371000000.0,371000000.0,371000000.0,362000000.0,362000000.0,362000000.0,362000000.0,572000000.0,572000000.0,572000000.0,572000000.0,560000000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000000.0,33000000.0,33000000.0,33000000.0,314000000.0,314000000.0,314000000.0,314000000.0,222000000.0,222000000.0,222000000.0,222000000.0,322000000.0,322000000.0,322000000.0,322000000.0,312000000.0,312000000.0,312000000.0,312000000.0,323000000.0,323000000.0,323000000.0,323000000.0,327000000.0,327000000.0,327000000.0,327000000.0,314000000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-184000000.0,-268000000.0,-296000000.0,-278000000.0,-160000000.0,-243000000.0,-268000000.0,271000000.0,-90000000.0,-243000000.0,-268000000.0,271000000.0,-90000000.0,-173000000.0,-198000000.0,201000000.0,-170000000.0,-248000000.0,-288000000.0,285000000.0,-149000000.0,-280000000.0,-330000000.0,343000000.0,-152000000.0,-249000000.0,-275000000.0,316000000.0,-148000000.0
ContractWithCustomerRefundLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201000000.0,197000000.0,209000000.0,,,,,,212000000.0,212000000.0,212000000.0,,369000000.0,369000000.0,,,252000000.0,252000000.0,252000000.0,,289000000.0,289000000.0,289000000.0,,,248000000.0,248000000.0,,
ContractualObligation / USD,,,,,,,,5784100000.0,,,,6603600000.0,,,,6622400000.0,,,,7775500000.0,,,,8374800000.0,,,,11270000000.0,,,,14517000000.0,,,,13649000000.0,,,,13042000000.0,,,,13245000000.0,,,,13110000000.0,,,,15062000000.0,,,,14363000000.0,,,,13508000000.0,
ContractualObligationDueAfterFifthYear / USD,,,,,,,,1870300000.0,,,,2506100000.0,,,,2565900000.0,,,,3129100000.0,,,,3391600000.0,,,,5093000000.0,,,,6584000000.0,,,,5941000000.0,,,,6637000000.0,,,,7086000000.0,,,,6348000000.0,,,,8281000000.0,,,,8858000000.0,,,,7219000000.0,
ContractualObligationDueInFifthYear / USD,,,,,,,,614300000.0,,,,334600000.0,,,,273000000.0,,,,615900000.0,,,,770800000.0,,,,655000000.0,,,,1339000000.0,,,,917000000.0,,,,1217000000.0,,,,395000000.0,,,,794000000.0,,,,1035000000.0,,,,263000000.0,,,,1604000000.0,
ContractualObligationDueInFourthYear / USD,,,,,,,,414200000.0,,,,676900000.0,,,,504300000.0,,,,552600000.0,,,,699800000.0,,,,1165000000.0,,,,1006000000.0,,,,1285000000.0,,,,669000000.0,,,,1358000000.0,,,,374000000.0,,,,986000000.0,,,,1071000000.0,,,,264000000.0,
ContractualObligationDueInNextTwelveMonths / USD,,,,,,,,1683700000.0,,,,1802300000.0,,,,1464100000.0,,,,1748300000.0,,,,1913400000.0,,,,2126000000.0,,,,2397000000.0,,,,2867000000.0,,,,2809000000.0,,,,2510000000.0,,,,3310000000.0,,,,3141000000.0,,,,2324000000.0,,,,2103000000.0,
ContractualObligationDueInSecondYear / USD,,,,,,,,748200000.0,,,,652800000.0,,,,779300000.0,,,,1016200000.0,,,,875100000.0,,,,878000000.0,,,,1681000000.0,,,,1598000000.0,,,,714000000.0,,,,1128000000.0,,,,917000000.0,,,,1028000000.0,,,,742000000.0,,,,1219000000.0,
ContractualObligationDueInThirdYear / USD,,,,,,,,453400000.0,,,,630900000.0,,,,1035800000.0,,,,713400000.0,,,,724100000.0,,,,1353000000.0,,,,1510000000.0,,,,1041000000.0,,,,996000000.0,,,,768000000.0,,,,1367000000.0,,,,591000000.0,,,,1105000000.0,,,,1099000000.0,
CostOfGoodsAndServicesSold / USD,,970500000.0,1415100000.0,1881600000.0,488100000.0,1029200000.0,1511800000.0,1829400000.0,534300000.0,1085300000.0,1554600000.0,1936900000.0,539200000.0,1107200000.0,1550300000.0,1995800000.0,544100000.0,1125700000.0,1624400000.0,2025900000.0,536600000.0,1109700000.0,1612600000.0,2158200000.0,577000000.0,1166000000.0,1670000000.0,2100000000.0,596000000.0,1233000000.0,1824000000.0,2181000000.0,711000000.0,1464000000.0,2147000000.0,2434000000.0,823000000.0,1733000000.0,2552000000.0,2844000000.0,908000000.0,1949000000.0,2785000000.0,3387000000.0,825000000.0,1909000000.0,2848000000.0,3552000000.0,1057000000.0,2280000000.0,3274000000.0,3834000000.0,1023000000.0,2242000000.0,3401000000.0,4305000000.0,1070000000.0,2224000000.0,3331000000.0,4564000000.0,928000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,42600000.0,,,,16000000.0,,,,127200000.0,,,,154500000.0,,,,261700000.0,,,,338200000.0,,,,237000000.0,,,,224000000.0,,,,218000000.0,,,,334000000.0,,,,180000000.0,,,,128000000.0,,,,197000000.0,,,,219000000.0,,,,141000000.0,
CurrentForeignTaxExpenseBenefit / USD,,,,174500000.0,,,,205600000.0,,,,220000000.0,,,,254100000.0,,,,241500000.0,,,,265400000.0,,,,251000000.0,,,,293000000.0,,,,253000000.0,,,,357000000.0,,,,383000000.0,,,,368000000.0,,,,479000000.0,,,,533000000.0,,,,424000000.0,
CurrentIncomeTaxExpenseBenefit / USD,,,,224100000.0,,,,230600000.0,,,,346200000.0,,,,422700000.0,,,,527500000.0,,,,624100000.0,,,,520000000.0,,,,528000000.0,,,,479000000.0,,,,688000000.0,,,,579000000.0,,,,493000000.0,,,,686000000.0,,,,777000000.0,,,,573000000.0,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,7000000.0,,,,9000000.0,,,,-1000000.0,,,,14100000.0,,,,24300000.0,,,,20500000.0,,,,32000000.0,,,,11000000.0,,,,8000000.0,,,,-3000000.0,,,,16000000.0,,,,-3000000.0,,,,10000000.0,,,,25000000.0,,,,8000000.0,
DebtCurrent / USD,23400000.0,23400000.0,23400000.0,23400000.0,138000000.0,138000000.0,138000000.0,138000000.0,219000000.0,219000000.0,219000000.0,219000000.0,18300000.0,18300000.0,18300000.0,18300000.0,18400000.0,18400000.0,18400000.0,18400000.0,29800000.0,29800000.0,29800000.0,29800000.0,332000000.0,332000000.0,332000000.0,332000000.0,189000000.0,189000000.0,189000000.0,189000000.0,183000000.0,183000000.0,183000000.0,183000000.0,,,,516000000.0,,,,1222000000.0,,,,32000000.0,,,,268000000.0,,,,997000000.0,,,,504000000.0,
DebtLongtermAndShorttermCombinedAmount / USD,,,,1228400000.0,,,,1218100000.0,,,,1288100000.0,,,,1344300000.0,,,,1343100000.0,,,,1624900000.0,,,,2242000000.0,,,,3572000000.0,,,,3544000000.0,,,,3412000000.0,,,,6136000000.0,,,,5569000000.0,,,,5412000000.0,,,,8114000000.0,,,,7771000000.0,
DeferredCompensationArrangementWithIndividualCompensationExpense / USD,,,,5400000.0,,,,1700000.0,,,,9900000.0,,,,8400000.0,,,,12200000.0,,,,10600000.0,,,,9000000.0,,,,6000000.0,,,,6000000.0,,,,16000000.0,,,,8000000.0,,,,5000000.0,,,,31000000.0,,,,-33000000.0,,,,-7000000.0,
DeferredCompensationArrangementWithIndividualRecordedLiability / USD,,,,61200000.0,,,,65800000.0,,,,66600000.0,,,,72100000.0,,,,69000000.0,,,,74700000.0,,,,71000000.0,,,,75000000.0,,,,89000000.0,,,,93000000.0,,,,85000000.0,,,,108000000.0,,,,74000000.0,,,,58000000.0,,,,44000000.0,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,-84000000.0,,,,-16400000.0,,,,-27800000.0,,,,-13800000.0,,,,-35200000.0,,,,-41700000.0,,,,-56000000.0,,,,-73000000.0,,,,-58000000.0,,,,135000000.0,,,,-95000000.0,,,,-93000000.0,,,,-129000000.0,,,,-12000000.0,,,,-105000000.0,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,-23600000.0,,,,-7500000.0,,,,2600000.0,,,,-9000000.0,,,,-41300000.0,,,,-18600000.0,,,,2000000.0,,,,-22000000.0,,,,-61000000.0,,,,35000000.0,,,,27000000.0,,,,-49000000.0,,,,-100000000.0,,,,-136000000.0,,,,-77000000.0,
DeferredIncomeTaxExpenseBenefit / USD,-21800000.0,-28900000.0,-28700000.0,-108200000.0,6100000.0,12900000.0,-8100000.0,-24700000.0,-9600000.0,-13600000.0,-28700000.0,-24500000.0,-18800000.0,-22300000.0,-43300000.0,-22100000.0,-23400000.0,-18300000.0,-33700000.0,-76100000.0,-18300000.0,-32800000.0,-56200000.0,-56400000.0,-21000000.0,-32000000.0,-51000000.0,-53000000.0,-32000000.0,-55000000.0,-84000000.0,-94000000.0,-3000000.0,106000000.0,84000000.0,-118000000.0,-9000000.0,-46000000.0,-46000000.0,175000000.0,11000000.0,7000000.0,-65000000.0,-66000000.0,-39000000.0,-49000000.0,-103000000.0,-143000000.0,-57000000.0,-43000000.0,-90000000.0,-230000000.0,-53000000.0,-31000000.0,-70000000.0,-149000000.0,-57000000.0,-83000000.0,-165000000.0,-186000000.0,-79000000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,266400000.0,,,,323500000.0,,,,336000000.0,,,,482000000.0,,,,388000000.0,,,,355000000.0,,,,1261000000.0,,,,1471000000.0,,,,1241000000.0,,,,1132000000.0,,,,1068000000.0,
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,-600000.0,,,,-800000.0,,,,700000.0,,,,700000.0,,,,400000.0,,,,3900000.0,,,,1000000.0,,,,1000000.0,,,,1000000.0,,,,5000000.0,,,,2000000.0,,,,-1000000.0,,,,-1000000.0,,,,-1000000.0,,,,-4000000.0,
DeferredTaxAssetsGross / USD,,,,597500000.0,,,,630600000.0,,,,694900000.0,,,,706500000.0,,,,762200000.0,,,,795500000.0,,,,876000000.0,,,,846000000.0,,,,553000000.0,,,,698000000.0,,,,1412000000.0,,,,1421000000.0,,,,1429000000.0,,,,1572000000.0,,,,1805000000.0,
DeferredTaxAssetsInProcessResearchAndDevelopment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121000000.0,,,,200000000.0,,,,248000000.0,
DeferredTaxAssetsInventory / USD,,,,62000000.0,,,,73100000.0,,,,65100000.0,,,,76100000.0,,,,80100000.0,,,,82200000.0,,,,86000000.0,,,,97000000.0,,,,57000000.0,,,,64000000.0,,,,75000000.0,,,,72000000.0,,,,59000000.0,,,,75000000.0,,,,103000000.0,
DeferredTaxAssetsLiabilitiesNet / USD,,,,373800000.0,,,,321800000.0,,,,350900000.0,,,,346300000.0,,,,380600000.0,,,,351100000.0,,,,422000000.0,,,,322000000.0,,,,120000000.0,,,,295000000.0,,,,44000000.0,,,,3000000.0,,,,3000000.0,,,,240000000.0,,,,499000000.0,
