fact_unit,2013-05-14,2013-08-01,2013-10-31,2014-02-13,2014-05-01,2014-07-31,2014-10-30,2015-02-12,2015-04-29,2015-07-29,2015-10-28,2016-02-11,2016-05-03,2016-07-27,2016-11-03,2017-02-16,2017-05-08,2017-08-04,2017-10-27,2018-02-16,2018-05-04,2018-07-27,2018-10-25,2019-02-19,2019-05-02,2019-07-24,2019-11-01,2020-02-18,2020-04-30,2020-07-23,2020-10-22,2021-02-12,2021-04-23,2021-07-28,2021-10-22,2022-02-16,2022-04-28,2022-07-22,2022-10-27,2023-02-15,2023-04-28,2023-08-01,2023-11-01,2024-02-15,2024-05-02,2024-07-22,2024-10-31,2025-02-13,2025-05-06,2025-07-22,2025-10-28
EffectiveIncomeTaxRateContinuingOperations / pure,,,,,0.392,0.318,,,,,0.301,,,,,,0.286,0.282,0.279,,0.189,0.057,0.027,,0.224,0.249,0.129,,0.376,0.262,0.188,,0.167,0.156,0.05,,0.171,0.192,0.138,,0.178,0.195,0.195,,0.196,0.216,0.146,,0.144,0.16,0.168
EffectiveIncomeTaxRateReconciliationFdiiAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34000000.0,,,,41000000.0,,,
EffectiveIncomeTaxRateReconciliationFdiiPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191,,,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9400000.0,17000000.0,20000000.0,,21000000.0,26000000.0,35000000.0,,17000000.0,23000000.0,26000000.0,,13000000.0,14000000.0,15000000.0,,8000000.0,10000000.0,12000000.0,,9000000.0,12000000.0,14000000.0
EmployeeRelatedLiabilitiesCurrent / USD,,,,8900000.0,,,,437138000.0,,,,403250000.0,,,,401000000.0,,,,610000000.0,,,,656000000.0,,,,660000000.0,,,,687000000.0,,,,852000000.0,,,,946000000.0,,,,980000000.0,,,,968000000.0,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized / USD,,,,36600000.0,,,,38400000.0,,,,38800000.0,,,,117000000.0,,156000000.0,129000000.0,103000000.0,,,,102000000.0,,,,82000000.0,,,,105000000.0,,,,149000000.0,,,,228000000.0,,,,194000000.0,,,,215000000.0,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,4200000.0,,,,6900000.0,,,,8100000.0,,,,8000000.0,,,,9000000.0,,,,24000000.0,,,,21000000.0,,,,19000000.0,,,,22000000.0,,,,14000000.0,,,,26000000.0,,,,28000000.0,,,
EntityCommonStockSharesOutstanding / shares,115794390.0,128922047.0,128928617.0,129842707.0,130142016.0,127276903.0,127799825.0,124315113.0,125022096.0,122706672.0,123093134.0,119384993.0,119668196.0,118480990.0,246181560.0,235719111.0,220040694.0,216526774.0,211313493.0,208251468.0,207684876.0,202586895.0,202306281.0,197599861.0,197240698.0,195894501.0,194037571.0,192339093.0,190963771.0,191270966.0,191725778.0,191281286.0,191661174.0,191612337.0,191039501.0,190485264.0,189279035.0,186507930.0,185740023.0,185722621.0,185549128.0,183122255.0,182500000.0,181500000.0,182200000.0,182300000.0,181500000.0,176100000.0,173000000.0,170000000.0,170300000.0
EntityNumberOfEmployees / Employee,,,,28200.0,,,,32600.0,,,,36100.0,,,,50000.0,50000.0,50000.0,55000.0,55000.0,55000.0,55000.0,55000.0,58000.0,58000.0,61000.0,65000.0,67000.0,67000.0,67000.0,68000.0,70000.0,72000.0,74000.0,77000.0,79000.0,82000.0,83000.0,85000.0,86000.0,87000.0,87000.0,87000.0,87000.0,87000.0,88000.0,88000.0,88000.0,89000.0,90000.0,91000.0
EntityPublicFloat / USD,,,,1419937239.0,,,,3275274595.0,,,,5835192138.0,,,,5770018162.0,,,,1.2189011444e+16,,,,16100000000.0,,,,28600000000.0,,,,26300000000.0,,,,45700000000.0,,,,40200000000.0,,,,40800000000.0,,,,38200000000.0,,,
EquityMethodInvestments / USD,19148000.0,19148000.0,19148000.0,,,,,,,,,,,,,,,,,,,,,70000000.0,101000000.0,101000000.0,101000000.0,101000000.0,87000000.0,87000000.0,87000000.0,87000000.0,84000000.0,84000000.0,84000000.0,84000000.0,88000000.0,88000000.0,88000000.0,88000000.0,94000000.0,94000000.0,94000000.0,94000000.0,134000000.0,134000000.0,134000000.0,134000000.0,266000000.0,266000000.0,266000000.0
FinanceLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000000.0,120000000.0,120000000.0,122000000.0,,,,186000000.0,,,,229000000.0,,,,228000000.0,,,,224000000.0,,,
FinanceLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,,,,5000000.0,,,,0.0,,,,6000000.0,,,
FinanceLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000000.0,120000000.0,120000000.0,122000000.0,,,,177000000.0,,,,224000000.0,,,,228000000.0,,,,218000000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91000000.0,183000000.0,183000000.0,183000000.0,,,,251000000.0,,,,357000000.0,,,,350000000.0,,,,337000000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000000.0,,,,201000000.0,,,,295000000.0,,,,283000000.0,,,,269000000.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,10000000.0,,,,11000000.0,,,,13000000.0,,,,13000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,6000000.0,6000000.0,6000000.0,,,,10000000.0,,,,13000000.0,,,,14000000.0,,,,14000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,6000000.0,6000000.0,6000000.0,,,,10000000.0,,,,13000000.0,,,,14000000.0,,,,14000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,6000000.0,6000000.0,6000000.0,,,,10000000.0,,,,13000000.0,,,,13000000.0,,,,14000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6000000.0,,,,10000000.0,,,,12000000.0,,,,13000000.0,,,,13000000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000000.0,63000000.0,63000000.0,61000000.0,,,,65000000.0,,,,128000000.0,,,,122000000.0,,,,113000000.0,,,
FinanceLeasePrincipalPayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,4000000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0341,0.0318,0.0318,0.0,,,,0.0318,,,,3.18,,,,0.027,,,,0.0387,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,166199000.0,,,,212038000.0,,,,231283000.0,,,,278000000.0,,,,474000000.0,,,,1386000000.0,,,,2347000000.0,,,,3329000000.0,,,,4519000000.0,,,,5343000000.0,,,,6010000000.0,,,,6879000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,57300000.0,,,,57500000.0,,,,61700000.0,,,,837000000.0,,,,983000000.0,,,,1052000000.0,,,,1072000000.0,,,,1062000000.0,,,,826000000.0,,,,852000000.0,,,,911000000.0,,,,881000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,12600000.0,,,,12200000.0,,,,20800000.0,,,,567000000.0,,,,407000000.0,,,,405000000.0,,,,317000000.0,,,,409000000.0,,,,409000000.0,,,,389000000.0,,,,201000000.0,,,,371000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,21300000.0,,,,17900000.0,,,,32500000.0,,,,788000000.0,,,,765000000.0,,,,489000000.0,,,,386000000.0,,,,508000000.0,,,,546000000.0,,,,523000000.0,,,,519000000.0,,,,485000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,32300000.0,,,,28700000.0,,,,39200000.0,,,,844000000.0,,,,917000000.0,,,,839000000.0,,,,462000000.0,,,,605000000.0,,,,651000000.0,,,,650000000.0,,,,665000000.0,,,,606000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,46900000.0,,,,41800000.0,,,,50200000.0,,,,858000000.0,,,,988000000.0,,,,997000000.0,,,,801000000.0,,,,708000000.0,,,,748000000.0,,,,757000000.0,,,,803000000.0,,,,738000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,,,,329336000.0,,,,400416000.0,,,,401850000.0,,,,518000000.0,,,,6737000000.0,,,,7959000000.0,,,,8280000000.0,,,,8825000000.0,,,,9706000000.0,,,,10286000000.0,,,,10830000000.0,,,,11718000000.0,,,
FiniteLivedIntangibleAssetsNet / USD,,,,163137000.0,,,,188378000.0,,,,170567000.0,,,,240000000.0,,,,6263000000.0,,,,6573000000.0,,,,5933000000.0,,,,5496000000.0,,,,5187000000.0,,,,4943000000.0,,,,4820000000.0,,,,4839000000.0,,,
ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14000000.0,,,,-23000000.0,,,,-21000000.0,-35000000.0,-41000000.0,-30000000.0,-48000000.0,38000000.0,33000000.0,21000000.0,-3000000.0,7000000.0,13000000.0,6000000.0
ForeignCurrencyTransactionGainBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,5000000.0,,,,0.0,,,,2000000.0,,,,2000000.0,,,
ForeignCurrencyTransactionLossBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,0.0,,,,3000000.0,,,,2000000.0,,,,0.0,,,
GainLossOnSaleOfInvestments / USD,,,,,12000.0,5000.0,62000.0,-70000.0,5268000.0,5114000.0,4806000.0,183000.0,,,,5000000.0,,,,-1000000.0,,3000000.0,3000000.0,13000000.0,3000000.0,3000000.0,3000000.0,8000000.0,3000000.0,5000000.0,0.0,-3000000.0,-8000000.0,14000000.0,17000000.0,43000000.0,-3000000.0,9000000.0,9000000.0,25000000.0,-11000000.0,-29000000.0,-35000000.0,16000000.0,4000000.0,10000000.0,5000000.0,-27000000.0,12000000.0,12000000.0,29000000.0
GainLossOnSaleOfPropertyPlantEquipment / USD,,,,1113000.0,296000.0,558000.0,,541000.0,,,,1153000.0,,,,1000000.0,,,,1000000.0,,,,1000000.0,,,,1000000.0,,,,0.0,,,,-1000000.0,,,,0.0,,,,0.0,,,,10000000.0,,,
GainsLossesOnExtinguishmentOfDebt / USD,,-16543000.0,-16500000.0,-46377000.0,,-16543000.0,-16543000.0,1275000.0,,-7780000.0,-7780000.0,-19831000.0,,-7780000.0,-7780000.0,-8000000.0,-3000000.0,-3000000.0,-21000000.0,-8000000.0,-3000000.0,-3000000.0,-21000000.0,-31000000.0,,-2000000.0,-2000000.0,-19000000.0,,0.0,-24000000.0,-2000000.0,0.0,-12000000.0,-12000000.0,-24000000.0,-24000000.0,-24000000.0,-25000000.0,-13000000.0,,,,-26000000.0,,,,0.0,0.0,0.0,0.0
Goodwill / USD,302429000.0,302429000.0,302429000.0,278041000.0,409626000.0,409626000.0,409626000.0,302429000.0,464434000.0,464434000.0,464434000.0,409626000.0,719740000.0,719740000.0,719740000.0,464000000.0,10727000000.0,10727000000.0,10727000000.0,720000000.0,11850000000.0,11850000000.0,11850000000.0,10727000000.0,11800000000.0,11800000000.0,11800000000.0,11850000000.0,12159000000.0,12159000000.0,12159000000.0,11800000000.0,12654000000.0,12654000000.0,12654000000.0,12159000000.0,13301000000.0,13301000000.0,13301000000.0,12654000000.0,13921000000.0,13921000000.0,13921000000.0,13301000000.0,14567000000.0,14567000000.0,14567000000.0,13921000000.0,14710000000.0,14710000000.0,14710000000.0
GoodwillAcquiredDuringPeriod / USD,,,116246000.0,28201000.0,,,62778000.0,116542000.0,,,263862000.0,62778000.0,,,,262000000.0,92000000.0,214000000.0,390000000.0,10376000000.0,7000000.0,134000000.0,158000000.0,581000000.0,125000000.0,145000000.0,333000000.0,202000000.0,12000000.0,70000000.0,84000000.0,436000000.0,15000000.0,68000000.0,772000000.0,115000000.0,339000000.0,309000000.0,739000000.0,1060000000.0,18000000.0,235000000.0,512000000.0,1026000000.0,103000000.0,147000000.0,470000000.0,533000000.0,98000000.0,236000000.0,596000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,-3100000.0,-5152000.0,6000000.0,96000000.0,357000000.0,521000000.0,346000000.0,184000000.0,-140000000.0,-214000000.0,-582000000.0,-68000000.0,-8000000.0,-214000000.0,252000000.0,-182000000.0,-96000000.0,120000000.0,-77000000.0,-254000000.0,-171000000.0,-302000000.0,380000000.0,-108000000.0,-506000000.0,-863000000.0,-413000000.0,76000000.0,22000000.0,-145000000.0,-406000000.0,-154000000.0,-237000000.0,54000000.0,113000000.0,219000000.0,665000000.0,642000000.0
GoodwillImpairmentLoss / USD,,,,,,,,,,,,,,,23147000.0,23000000.0,,40000000.0,40000000.0,23000000.0,,,,40000000.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
GrossProfit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118000000.0,1681000000.0,,547000000.0,996000000.0,1596000000.0,,731000000.0,1446000000.0,2173000000.0,,799000000.0,1594000000.0,2406000000.0,,802000000.0,1652000000.0,2514000000.0,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments / USD,65486000.0,139722000.0,212343000.0,184675000.0,81957000.0,128676000.0,223074000.0,267428000.0,122712000.0,236851000.0,369321000.0,323116000.0,121608000.0,236530000.0,380199000.0,501000000.0,149000000.0,280000000.0,423000000.0,539000000.0,127000000.0,175000000.0,261000000.0,416000000.0,85000000.0,173000000.0,224000000.0,294000000.0,109000000.0,187000000.0,256000000.0,328000000.0,102000000.0,77000000.0,179000000.0,352000000.0,257000000.0,479000000.0,752000000.0,373000000.0,400000000.0,728000000.0,1088000000.0,1128000000.0,362000000.0,737000000.0,1086000000.0,1363000000.0,340000000.0,776000000.0,1125000000.0
IncomeLossFromEquityMethodInvestments / USD,1573000.0,1907000.0,2803000.0,70757000.0,-1683000.0,-1219000.0,-1574000.0,2567000.0,4891000.0,8262000.0,9785000.0,-1124000.0,911000.0,2636000.0,7998000.0,5000000.0,3000000.0,-1000000.0,-1000000.0,8000000.0,-1000000.0,3000000.0,7000000.0,-4000000.0,7000000.0,11000000.0,13000000.0,10000000.0,-1000000.0,0.0,-1000000.0,15000000.0,6000000.0,5000000.0,8000000.0,-9000000.0,4000000.0,5000000.0,5000000.0,7000000.0,-4000000.0,-5000000.0,-12000000.0,6000000.0,-2000000.0,1000000.0,6000000.0,-12000000.0,-3000000.0,-1000000.0,0.0
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions / USD,,,,,,,,,,,9763000.0,-1004000.0,911000.0,2603000.0,7965000.0,4000000.0,-2000000.0,-6000000.0,-5000000.0,8000000.0,-11000000.0,-7000000.0,-4000000.0,-8000000.0,6000000.0,11000000.0,13000000.0,10000000.0,-1000000.0,0.0,-1000000.0,15000000.0,6000000.0,5000000.0,8000000.0,-9000000.0,4000000.0,5000000.0,5000000.0,7000000.0,-4000000.0,-5000000.0,-12000000.0,6000000.0,-2000000.0,1000000.0,6000000.0,-12000000.0,-3000000.0,-1000000.0,0.0
IncomeTaxExpenseBenefit / USD,24251000.0,51809000.0,73351000.0,15105000.0,32118000.0,40948000.0,68407000.0,93364000.0,37389000.0,69789000.0,111049000.0,-8100000.0,36088000.0,67788000.0,107980000.0,149000000.0,43000000.0,79000000.0,118000000.0,159000000.0,24000000.0,10000000.0,7000000.0,325000000.0,19000000.0,43000000.0,29000000.0,-992000000.0,41000000.0,49000000.0,48000000.0,59000000.0,17000000.0,12000000.0,9000000.0,116000000.0,44000000.0,92000000.0,104000000.0,72000000.0,71000000.0,142000000.0,212000000.0,163000000.0,71000000.0,152000000.0,203000000.0,260000000.0,49000000.0,124000000.0,189000000.0
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,,,,145000.0,,,,-8396000.0,,,,-10753000.0,,,,-31000000.0,,,,-49000000.0,,,,-58000000.0,,,,-97000000.0,,,,27000000.0,,,,26000000.0,,,,25000000.0,,,,17000000.0,,,,38000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,64636000.0,,,,93600000.0,,,,113091000.0,,,,175000000.0,,,,189000000.0,,,,146000000.0,,,,103000000.0,,,,69000000.0,,,,74000000.0,,,,78000000.0,,,,237000000.0,,,,286000000.0,,,
IncomeTaxReconciliationMinorityInterestIncomeExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,3000000.0,,,,6000000.0,,,,5000000.0,,,,0.0,,,,0.0,,,
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost / USD,,,,,,,,,,,,,,,,,,,,-19000000.0,,,,-19000000.0,,,,-19000000.0,,,,-8000000.0,,,,-14000000.0,,,,-29000000.0,,,,-23000000.0,,,,2000000.0,,,
IncomeTaxReconciliationOtherAdjustments / USD,,,,4207000.0,,,,8525000.0,,,,9088000.0,,,,13000000.0,,,,9000000.0,,,,3000000.0,,,,-1000000.0,,,,0.0,,,,6000000.0,,,,3000000.0,,,,4000000.0,,,,-1000000.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,3487000.0,,,,-914000.0,,,,-1088000.0,,,,,,,,2000000.0,,,,-1000000.0,,,,-14000000.0,,,,-2000000.0,,,,0.0,,,,19000000.0,,,,2000000.0,,,,-15000000.0,,,
IncomeTaxReconciliationTaxContingencies / USD,,,,,,,,,,,,-1012000.0,,,,,,,,-8000000.0,,,,2000000.0,,,,17000000.0,,,,16000000.0,,,,27000000.0,,,,-5000000.0,,,,3000000.0,,,,14000000.0,,,
IncomeTaxReconciliationTaxCreditsResearch / USD,,,,,,,,,,,,12788000.0,,,,17000000.0,,,,13000000.0,,,,11000000.0,,,,9000000.0,,,,20000000.0,,,,21000000.0,,,,14000000.0,,,,14000000.0,,,,19000000.0,,,
IncomeTaxReconciliationTaxSettlementsDomestic / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000.0,,,
IncomeTaxesPaidNet / USD,,,,63369000.0,,,,103976000.0,,,,70983000.0,,,,139000000.0,,,,121000000.0,,,,106000000.0,,,,195000000.0,,,,211000000.0,,,,215000000.0,,,,209000000.0,,,,222000000.0,,,,255000000.0,,,
IncomeTaxesReceivable / USD,17597000.0,17597000.0,17597000.0,17597000.0,16171000.0,16171000.0,16171000.0,16171000.0,45357000.0,45357000.0,45357000.0,45357000.0,34089000.0,34089000.0,34089000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,47000000.0,47000000.0,47000000.0,47000000.0,69000000.0,69000000.0,69000000.0,69000000.0,56000000.0,56000000.0,56000000.0,56000000.0,56000000.0,56000000.0,56000000.0,56000000.0,58000000.0,58000000.0,58000000.0,58000000.0,43000000.0,43000000.0,43000000.0,43000000.0,32000000.0,32000000.0,32000000.0,32000000.0,36000000.0,36000000.0,36000000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities / USD,,,,67382000.0,,,,58345000.0,,,,107047000.0,,,,46000000.0,,,,104000000.0,,,,160000000.0,,,,90000000.0,,,,368000000.0,,,,240000000.0,,,,253000000.0,,,,244000000.0,,,,427000000.0,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities / USD,,,,40162000.0,,,,-13120000.0,,,,47319000.0,,,,8000000.0,,,,5000000.0,,,,70000000.0,,,,-82000000.0,,,,-118000000.0,,,,-5000000.0,,,,-83000000.0,,,,-2000000.0,,,,-128000000.0,,,
IncreaseDecreaseInContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,22000000.0,36000000.0,73000000.0,53000000.0,7000000.0,22000000.0,47000000.0,174000000.0,238000000.0,302000000.0,345000000.0,574000000.0,573000000.0,102000000.0,-15000000.0,17000000.0,-28000000.0,30000000.0,47000000.0,41000000.0,2000000.0,115000000.0,12000000.0,25000000.0,-20000000.0,161000000.0,344000000.0,381000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,64351000.0,29390000.0,-8348000.0,,74291000.0,22174000.0,-3133000.0,,87951000.0,129645000.0,50927000.0,,118011000.0,63023000.0,-45103000.0,,70000000.0,53000000.0,30000000.0,,187000000.0,180000000.0,151000000.0,,-13000000.0,22000000.0,-114000000.0,,188000000.0,166000000.0,38000000.0,,125000000.0,190000000.0,137000000.0,,12000000.0,166000000.0,113000000.0,,165000000.0,214000000.0,-9000000.0,,68000000.0,197000000.0,112000000.0,,81000000.0,285000000.0,206000000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,,,,21918000.0,,,,27013000.0,,,,18576000.0,,,,41000000.0,,,,-15000000.0,,,,8000000.0,,,,54000000.0,,,,66000000.0,,,,92000000.0,,,,146000000.0,,,,15000000.0,,,,-7000000.0,,,
IncreaseDecreaseInReceivables / USD,,,,115748000.0,,,,60255000.0,,,,151681000.0,,,,79000000.0,,,,246000000.0,,,,177000000.0,,,,141000000.0,,,,297000000.0,,,,122000000.0,,,,-255000000.0,,,,138000000.0,,,,421000000.0,,,
IntangibleAssetsNetExcludingGoodwill / USD,272813000.0,272813000.0,272813000.0,272813000.0,298054000.0,298054000.0,298054000.0,298054000.0,280243000.0,280243000.0,280243000.0,280243000.0,368106000.0,368106000.0,368106000.0,368000000.0,6390000000.0,6390000000.0,6390000000.0,6390000000.0,6591000000.0,6591000000.0,6591000000.0,6591000000.0,5951000000.0,5951000000.0,5951000000.0,5951000000.0,5514000000.0,5514000000.0,5514000000.0,5514000000.0,5205000000.0,5205000000.0,5205000000.0,5205000000.0,4943000000.0,4943000000.0,4943000000.0,4943000000.0,4820000000.0,4820000000.0,4820000000.0,4820000000.0,4839000000.0,4839000000.0,4839000000.0,4839000000.0,4499000000.0,4499000000.0,4499000000.0
InterestExpense / USD,29345000.0,62475000.0,95988000.0,109065000.0,36042000.0,67926000.0,96682000.0,-134371000.0,24703000.0,49502000.0,74552000.0,123508000.0,25340000.0,50827000.0,76256000.0,101000000.0,26000000.0,48000000.0,73000000.0,101000000.0,75000000.0,156000000.0,249000000.0,144000000.0,96000000.0,203000000.0,308000000.0,346000000.0,110000000.0,224000000.0,338000000.0,414000000.0,106000000.0,214000000.0,314000000.0,447000000.0,99000000.0,193000000.0,285000000.0,416000000.0,86000000.0,180000000.0,288000000.0,375000000.0,141000000.0,310000000.0,491000000.0,416000000.0,166000000.0,329000000.0,499000000.0
InterestPaidNet / USD,,,,100906000.0,,,,127133000.0,,,,115494000.0,,,,94000000.0,,,,82000000.0,,,,124000000.0,,,,320000000.0,,,,398000000.0,,,,421000000.0,,,,399000000.0,,,,343000000.0,,,,379000000.0,,,
InterestPayableCurrent / USD,,,,368000.0,,,,278000.0,,,,274000.0,,,,5000000.0,,,,42000000.0,,,,45000000.0,,,,45000000.0,,,,53000000.0,,,,55000000.0,,,,56000000.0,,,,43000000.0,,,,66000000.0,,,
InvestmentIncomeInterest / USD,425000.0,747000.0,1595000.0,3939000.0,452000.0,1237000.0,2356000.0,3067000.0,1255000.0,2249000.0,2851000.0,3937000.0,870000.0,2329000.0,3470000.0,4000000.0,1000000.0,1000000.0,2000000.0,4000000.0,2000000.0,3000000.0,5000000.0,4000000.0,2000000.0,3000000.0,5000000.0,7000000.0,2000000.0,4000000.0,7000000.0,8000000.0,2000000.0,3000000.0,4000000.0,9000000.0,1000000.0,2000000.0,4000000.0,6000000.0,1000000.0,3000000.0,7000000.0,6000000.0,6000000.0,10000000.0,24000000.0,13000000.0,11000000.0,23000000.0,36000000.0
LeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,48000000.0,95000000.0,143000000.0,193000000.0,,95000000.0,143000000.0,193000000.0,,,,193000000.0,,,,215000000.0,,,,194000000.0,,,,183000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,649000000.0,625000000.0,615000000.0,615000000.0,619000000.0,615000000.0,595000000.0,578000000.0,,,,494000000.0,,,,400000000.0,,,,359000000.0,,,,298000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,86000000.0,,,,52000000.0,,,,48000000.0,,,,38000000.0,,,,31000000.0,,,,22000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000000.0,,,,159000000.0,,,,143000000.0,,,,123000000.0,,,,117000000.0,,,,109000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,66000000.0,69000000.0,74000000.0,54000000.0,53000000.0,66000000.0,70000000.0,58000000.0,,,,33000000.0,,,,25000000.0,,,,24000000.0,,,,14000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,87000000.0,91000000.0,97000000.0,81000000.0,82000000.0,95000000.0,100000000.0,73000000.0,,,,70000000.0,,,,41000000.0,,,,36000000.0,,,,33000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,108000000.0,113000000.0,120000000.0,105000000.0,113000000.0,124000000.0,128000000.0,104000000.0,,,,86000000.0,,,,78000000.0,,,,55000000.0,,,,49000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,139000000.0,143000000.0,151000000.0,129000000.0,143000000.0,148000000.0,153000000.0,132000000.0,,,,114000000.0,,,,95000000.0,,,,96000000.0,,,,71000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,81000000.0,72000000.0,69000000.0,66000000.0,79000000.0,59000000.0,54000000.0,51000000.0,,,,41000000.0,,,,25000000.0,,,,29000000.0,,,,26000000.0,,,
Liabilities / USD,3858197000.0,3858197000.0,3858197000.0,3858197000.0,3734282000.0,3734282000.0,3734282000.0,3734282000.0,4009844000.0,3999965000.0,3999965000.0,3999965000.0,4261997000.0,4261997000.0,4261997000.0,4262000000.0,12348000000.0,12348000000.0,12348000000.0,12348000000.0,14613000000.0,14613000000.0,14613000000.0,14613000000.0,15595000000.0,15595000000.0,15595000000.0,15595000000.0,16988000000.0,16988000000.0,16988000000.0,16988000000.0,18284000000.0,18284000000.0,18284000000.0,18284000000.0,18647000000.0,18647000000.0,18647000000.0,18647000000.0,19572000000.0,19572000000.0,19572000000.0,19572000000.0,20569000000.0,20569000000.0,20569000000.0,20569000000.0,20832000000.0,20832000000.0,20832000000.0
