fact_unit,2017-06-06,2017-08-08,2017-11-07,2018-03-06,2018-05-09,2018-08-08,2018-11-07,2019-02-27,2019-05-08,2019-08-07,2019-11-06,2020-02-26,2020-05-06,2020-08-05,2020-10-29,2021-02-25,2021-05-06,2021-08-05,2021-11-04,2022-02-24,2022-05-10,2022-08-04,2022-11-03,2023-02-23,2023-05-04,2023-07-19,2023-11-02,2024-02-22,2024-05-01,2024-07-31,2024-10-30,2025-02-19,2025-05-07,2025-07-30,2025-10-29
GainsLossesOnExtinguishmentOfDebt / USD,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,-34000000.0,,,0.0,0.0,,0.0,878000000.0,0.0,0.0,-2000000.0,-6000000.0
Goodwill / USD,,,,,,0.0,0.0,0.0,9353000.0,9353000.0,9353000.0,9353000.0,9353000.0,9353000.0,9353000.0,9353000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,,,,,,,,,0.0,0.0,0.0
GoodwillImpairmentLoss / USD,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,847000000.0,,,
GrossProfit / USD,,9994000.0,16760000.0,1346000.0,9746000.0,25785000.0,46201000.0,19197000.0,34234000.0,83269000.0,140575000.0,68091000.0,88532000.0,226325000.0,363868000.0,196709000.0,138000000.0,288000000.0,550000000.0,507000000.0,338000000.0,890000000.0,1413000000.0,794000000.0,298000000.0,694000000.0,1053000000.0,1929000000.0,341000000.0,840000000.0,1322000000.0,1246000000.0,591000000.0,1306000000.0,2113000000.0
ImpairmentOfIntangibleAssetsFinitelived / USD,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest / USD,,-35433000.0,-57418000.0,-36780000.0,-38439000.0,-77309000.0,-117078000.0,-93112000.0,-52672000.0,-103922000.0,-168341000.0,-164316000.0,-82596000.0,-146655000.0,-238899000.0,-254745000.0,-184000000.0,-290000000.0,-308000000.0,-365000000.0,-82000000.0,-37000000.0,-105000000.0,-462000000.0,-506000000.0,-944000000.0,-1452000000.0,-286000000.0,-288000000.0,-393000000.0,377000000.0,-2893000000.0,48000000.0,97000000.0,244000000.0
IncomeTaxExpenseBenefit / USD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,-2000000.0,-2000000.0,27000000.0,1000000.0,-1000000.0,0.0,-1000000.0
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,,0.0,,,,0.0,,,,-3911000.0,,,,14771000.0,,,,18000000.0,,,,56000000.0,,,,53000000.0,,,,398000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,-12873000.0,,,,-32589000.0,,,,-57511000.0,,,,-53496000.0,,,,-77000000.0,,,,-97000000.0,,,,-60000000.0,,,,-607000000.0,,,
IncomeTaxReconciliationMinorityInterestIncomeExpense / USD,,,,0.0,,,,0.0,,,,-52607000.0,,,,-41024000.0,,,,-52000000.0,,,,-62000000.0,,,,-32000000.0,,,,-274000000.0,,,
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost / USD,,,,,,,,,,,,,,,,-10000.0,,,,0.0,,,,-5000000.0,,,,-16000000.0,,,,0.0,,,
IncomeTaxReconciliationOtherAdjustments / USD,,,,,,,,0.0,,,,65000.0,,,,74000.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,,,,,0.0,,,,-553000.0,,,,-2363000.0,,,,-3000000.0,,,,-9000000.0,,,,-8000000.0,,,,-64000000.0,,,
IncomeTaxReconciliationTaxCredits / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
IncomeTaxesPaid / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,0.0,2000000.0,3000000.0,0.0,3000000.0,4000000.0
IncreaseDecreaseInAccountsReceivable / USD,,874000.0,1509000.0,2711000.0,2470000.0,8293000.0,6159000.0,3492000.0,6969000.0,9500000.0,9434000.0,8715000.0,5435000.0,9747000.0,27907000.0,19212000.0,-13000000.0,7000000.0,46000000.0,10000000.0,41000000.0,111000000.0,111000000.0,43000000.0,5000000.0,29000000.0,-40000000.0,148000000.0,91000000.0,86000000.0,73000000.0,-145000000.0,87000000.0,88000000.0,105000000.0
IncreaseDecreaseInInventories / USD,,48601000.0,62335000.0,41667000.0,14044000.0,-11668000.0,5962000.0,117468000.0,72030000.0,74817000.0,110312000.0,40839000.0,112536000.0,191991000.0,213762000.0,183068000.0,80000000.0,-137000000.0,198000000.0,345000000.0,397000000.0,926000000.0,1230000000.0,263000000.0,133000000.0,-333000000.0,-638000000.0,2086000000.0,-385000000.0,-564000000.0,-777000000.0,-1354000000.0,14000000.0,70000000.0,154000000.0
IncreaseDecreaseInOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,113000000.0,140000000.0,178000000.0,223000000.0,-12000000.0,-41000000.0,-52000000.0,15000000.0,-6000000.0,15000000.0,1000000.0
IncreaseDecreaseInOtherNoncurrentAssets / USD,,0.0,0.0,0.0,2856000.0,1148000.0,1722000.0,0.0,-297000.0,-270000.0,420000.0,7624000.0,12873000.0,24074000.0,25755000.0,12249000.0,4000000.0,3000000.0,18000000.0,33000000.0,29000000.0,60000000.0,86000000.0,26000000.0,43000000.0,19000000.0,75000000.0,105000000.0,-3000000.0,-4000000.0,-27000000.0,83000000.0,4000000.0,-9000000.0,16000000.0
IncreaseDecreaseInOtherOperatingLiabilities / USD,,0.0,0.0,0.0,2254000.0,5337000.0,6920000.0,0.0,157000.0,-136000.0,-506000.0,7093000.0,-382000.0,-382000.0,-382000.0,-853000.0,,,,,0.0,0.0,0.0,0.0,1000000.0,-6000000.0,-7000000.0,0.0,-6000000.0,-10000000.0,-1000000.0,-13000000.0,-4000000.0,10000000.0,7000000.0
IntangibleAssetsNetExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34000000.0,34000000.0,34000000.0
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314000000.0,467000000.0,486000000.0,173000000.0,346000000.0,503000000.0
InterestPaidNet / USD,,,,,,,,,,,11976000.0,7064000.0,3917000.0,31610000.0,36930000.0,16322000.0,13000000.0,46000000.0,55000000.0,74000000.0,14000000.0,61000000.0,82000000.0,95000000.0,48000000.0,129000000.0,178000000.0,152000000.0,56000000.0,313000000.0,507000000.0,423000000.0,28000000.0,62000000.0,85000000.0
InterestPayableCurrent / USD,,,,,,,774000.0,774000.0,9206000.0,9206000.0,9206000.0,9206000.0,15650000.0,15650000.0,15650000.0,15650000.0,20000000.0,20000000.0,20000000.0,20000000.0,42000000.0,42000000.0,42000000.0,42000000.0,99000000.0,99000000.0,99000000.0,99000000.0,7000000.0,7000000.0,7000000.0,7000000.0,96000000.0,96000000.0,96000000.0
InventoryNet / USD,,185506000.0,185506000.0,185506000.0,227446000.0,227446000.0,227446000.0,227446000.0,412243000.0,412243000.0,412243000.0,412243000.0,762696000.0,762696000.0,762696000.0,762696000.0,1036000000.0,1036000000.0,1036000000.0,1036000000.0,3149000000.0,3149000000.0,3149000000.0,3149000000.0,1876000000.0,1876000000.0,1876000000.0,1876000000.0,1150000000.0,1150000000.0,1150000000.0,1150000000.0,1608000000.0,1608000000.0,1608000000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,133312000.0,154750000.0,156984000.0,203853000.0,289035000.0,284084000.0,245624000.0,259724000.0,259000000.0,262000000.0,413000000.0,554000000.0,712000000.0,956000000.0,999000000.0,770000000.0,745000000.0,705000000.0,679000000.0,655000000.0,643000000.0,673000000.0,648000000.0,628000000.0,612000000.0,612000000.0,612000000.0
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,64390000.0,78379000.0,78553000.0,107444000.0,175740000.0,,,137062000.0,,,,272000000.0,,,,306000000.0,,,,226000000.0,,,,193000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,22972000.0,,26873000.0,24351000.0,32461000.0,31000000.0,34000000.0,51000000.0,56000000.0,67000000.0,100000000.0,111000000.0,98000000.0,99000000.0,97000000.0,97000000.0,95000000.0,94000000.0,99000000.0,100000000.0,101000000.0,100000000.0,101000000.0,105000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,12642000.0,14193000.0,14743000.0,13670000.0,20301000.0,,,18189000.0,,,,56000000.0,,,,83000000.0,,,,73000000.0,,,,63000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,13834000.0,16004000.0,17515000.0,17559000.0,23000000.0,20318000.0,17485000.0,18681000.0,19000000.0,21000000.0,38000000.0,57000000.0,75000000.0,107000000.0,114000000.0,90000000.0,81000000.0,81000000.0,81000000.0,81000000.0,75000000.0,81000000.0,81000000.0,82000000.0,65000000.0,68000000.0,70000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,14508000.0,17508000.0,19502000.0,20207000.0,25024000.0,23416000.0,20635000.0,24567000.0,20000000.0,22000000.0,40000000.0,56000000.0,76000000.0,109000000.0,117000000.0,94000000.0,91000000.0,89000000.0,89000000.0,88000000.0,83000000.0,90000000.0,90000000.0,91000000.0,83000000.0,86000000.0,90000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,15770000.0,19029000.0,21247000.0,22001000.0,26476000.0,25432000.0,22808000.0,28764000.0,26000000.0,28000000.0,47000000.0,57000000.0,72000000.0,106000000.0,117000000.0,99000000.0,94000000.0,92000000.0,93000000.0,92000000.0,91000000.0,97000000.0,97000000.0,98000000.0,92000000.0,95000000.0,98000000.0
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear / USD,,,,,,,,,12168000.0,9637000.0,5424000.0,,18494000.0,12305000.0,5476000.0,,26000000.0,19000000.0,13000000.0,,47000000.0,47000000.0,26000000.0,,74000000.0,47000000.0,24000000.0,,73000000.0,50000000.0,24000000.0,,76000000.0,52000000.0,26000000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,49512000.0,57584000.0,56300000.0,74926000.0,113143000.0,109162000.0,93998000.0,92740000.0,91000000.0,88000000.0,125000000.0,164000000.0,208000000.0,263000000.0,269000000.0,203000000.0,192000000.0,179000000.0,169000000.0,161000000.0,155000000.0,163000000.0,155000000.0,147000000.0,140000000.0,139000000.0,137000000.0
Liabilities / USD,,200822000.0,200822000.0,200822000.0,361593000.0,361593000.0,361593000.0,361593000.0,763585000.0,763585000.0,763585000.0,763585000.0,1865809000.0,1865809000.0,1865809000.0,1865809000.0,2233000000.0,2233000000.0,2233000000.0,2233000000.0,6490000000.0,6490000000.0,6490000000.0,6490000000.0,9751000000.0,9751000000.0,9751000000.0,9751000000.0,7455000000.0,7455000000.0,7455000000.0,7455000000.0,7109000000.0,7109000000.0,7109000000.0
LiabilitiesAndStockholdersEquity / USD,,335833000.0,335833000.0,335833000.0,641137000.0,641137000.0,641137000.0,641137000.0,991013000.0,991013000.0,991013000.0,991013000.0,2057748000.0,2057748000.0,2057748000.0,2057748000.0,3035000000.0,3035000000.0,3035000000.0,3035000000.0,7015000000.0,7015000000.0,7015000000.0,7015000000.0,8698000000.0,8698000000.0,8698000000.0,8698000000.0,7071000000.0,7071000000.0,7071000000.0,7071000000.0,8484000000.0,8484000000.0,8484000000.0
LiabilitiesCurrent / USD,,196418000.0,196418000.0,196418000.0,306031000.0,306031000.0,306031000.0,306031000.0,329511000.0,329511000.0,329511000.0,329511000.0,864870000.0,864870000.0,864870000.0,864870000.0,467000000.0,467000000.0,467000000.0,467000000.0,2890000000.0,2890000000.0,2890000000.0,2890000000.0,2592000000.0,2592000000.0,2592000000.0,2592000000.0,1536000000.0,1536000000.0,1536000000.0,1536000000.0,1338000000.0,1338000000.0,1338000000.0
LineOfCreditFacilityMaximumBorrowingCapacity / USD,,,,,,,,,,,,,,,,,,,,,,,,,300000000.0,300000000.0,300000000.0,500000000.0,,,,500000000.0,,,
LinesOfCreditCurrent / USD,,165313000.0,165313000.0,165313000.0,248792000.0,248792000.0,248792000.0,248792000.0,196963000.0,196963000.0,196963000.0,196963000.0,568840000.0,568840000.0,568840000.0,568840000.0,40000000.0,40000000.0,40000000.0,40000000.0,2053000000.0,2053000000.0,2053000000.0,2053000000.0,1534000000.0,1534000000.0,1534000000.0,1534000000.0,668000000.0,668000000.0,668000000.0,668000000.0,67000000.0,67000000.0,67000000.0
LoansReceivableHeldForSaleNetNotPartOfDisposalGroup / USD,,,,,,,,,,,,,,,286969000.0,286969000.0,275000000.0,275000000.0,275000000.0,275000000.0,356000000.0,356000000.0,356000000.0,356000000.0,1334000000.0,1334000000.0,1334000000.0,1334000000.0,807000000.0,807000000.0,807000000.0,807000000.0,612000000.0,612000000.0,612000000.0
LongTermDebt / USD,,,,,,,,,,,,716739000.0,,,,1206427000.0,,,,2742000000.0,,,,6482000000.0,,,,5176000000.0,,,,5297000000.0,,,
LongTermDebtCurrent / USD,,,,,,,,,,,,208096000.0,,,,606644000.0,,,,79000000.0,2154000000.0,2154000000.0,2154000000.0,2154000000.0,1638000000.0,1638000000.0,1638000000.0,1638000000.0,777000000.0,777000000.0,777000000.0,777000000.0,302000000.0,302000000.0,302000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,,,,,,,,,,0.0,,,,600000000.0,,,,1953000000.0,,,,5111000000.0,,,,3751000000.0,,,,4157000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,,,,,,,,,37804000.0,,,,39764000.0,,,,100000000.0,,,,105000000.0,,,,108000000.0,,,,235000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,,,,,,,,,5766000.0,,,,502750000.0,,,,17000000.0,,,,608000000.0,,,,1013000000.0,,,,43000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,,,,,,,,,613347000.0,,,,11561000.0,,,,536000000.0,,,,29000000.0,,,,62000000.0,,,,670000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,,,,,,,,,23198000.0,,,,21012000.0,,,,57000000.0,,,,553000000.0,,,,59000000.0,,,,94000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,,,,,,,,,36624000.0,,,,31340000.0,,,,79000000.0,,,,76000000.0,,,,183000000.0,,,,98000000.0,,,
LongTermDebtNoncurrent / USD,,4404000.0,4404000.0,,,,,,,425349000.0,425349000.0,425349000.0,883060000.0,883060000.0,883060000.0,883060000.0,1617000000.0,1617000000.0,1617000000.0,1617000000.0,3208000000.0,3208000000.0,3208000000.0,3208000000.0,6574000000.0,6574000000.0,6574000000.0,6574000000.0,5416000000.0,5416000000.0,5416000000.0,5416000000.0,5256000000.0,5256000000.0,5256000000.0
LossContingencyAccrualAtCarryingValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,10000000.0,10000000.0,10000000.0
MinorityInterest / USD,,0.0,0.0,153808000.0,153808000.0,153808000.0,153808000.0,153808000.0,154020000.0,154020000.0,154020000.0,147742000.0,93827000.0,93827000.0,93827000.0,93827000.0,414000000.0,414000000.0,414000000.0,414000000.0,219000000.0,219000000.0,219000000.0,219000000.0,-535000000.0,-535000000.0,-535000000.0,-535000000.0,-627000000.0,-627000000.0,-627000000.0,-627000000.0,115000000.0,115000000.0,115000000.0
NetCashProvidedByUsedInFinancingActivities / USD,,131880000.0,205318000.0,105778000.0,41787000.0,209189000.0,241181000.0,283965000.0,112262000.0,290005000.0,648915000.0,416087000.0,276054000.0,335550000.0,603243000.0,466264000.0,284000000.0,590000000.0,786000000.0,1015000000.0,693000000.0,1294000000.0,1849000000.0,1165000000.0,707000000.0,3573000000.0,2994000000.0,3528000000.0,151000000.0,-400000000.0,-1076000000.0,3899000000.0,-375000000.0,-451000000.0,-514000000.0
NetCashProvidedByUsedInInvestingActivities / USD,,-14333000.0,-23320000.0,-16065000.0,-18556000.0,-42576000.0,-59408000.0,-39539000.0,-28011000.0,-80095000.0,-113898000.0,-78490000.0,-43199000.0,-87029000.0,-148803000.0,-150338000.0,-89000000.0,-167000000.0,-261000000.0,-228000000.0,-75000000.0,-174000000.0,-352000000.0,-346000000.0,-208000000.0,-2525000000.0,-2568000000.0,-627000000.0,-19000000.0,6000000.0,22000000.0,-2583000000.0,7000000.0,9000000.0,-6000000.0
NetCashProvidedByUsedInOperatingActivities / USD,,-100592000.0,-144778000.0,-53508000.0,-52886000.0,-61291000.0,-116014000.0,-240225000.0,-131449000.0,-179485000.0,-263875000.0,-199924000.0,-214509000.0,-294834000.0,-434675000.0,-414340000.0,-168000000.0,-175000000.0,-447000000.0,-757000000.0,-532000000.0,-1139000000.0,-1422000000.0,-608000000.0,-593000000.0,-487000000.0,-585000000.0,-2594000000.0,-66000000.0,443000000.0,1042000000.0,-1324000000.0,101000000.0,455000000.0,858000000.0
NetIncomeLoss / USD,,-35433000.0,-57418000.0,-36780000.0,-38439000.0,-52981000.0,-57361000.0,-93112000.0,-7043000.0,-17008000.0,-33050000.0,-62841000.0,-23115000.0,-43438000.0,-73526000.0,-55476000.0,-60000000.0,-101000000.0,-108000000.0,-115000000.0,-36000000.0,-14000000.0,-46000000.0,-171000000.0,-260000000.0,-498000000.0,-781000000.0,-135000000.0,-160000000.0,-218000000.0,564000000.0,-1587000000.0,28000000.0,46000000.0,131000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,,0.0,0.0,0.0,0.0,24328000.0,-59717000.0,0.0,-45629000.0,-86914000.0,-135291000.0,-101475000.0,-59481000.0,-103217000.0,-165373000.0,-199269000.0,-124000000.0,-189000000.0,-200000000.0,-250000000.0,-46000000.0,-23000000.0,-59000000.0,-291000000.0,-246000000.0,-447000000.0,-672000000.0,-152000000.0,-126000000.0,-173000000.0,-214000000.0,-1307000000.0,21000000.0,51000000.0,114000000.0
NetIncomeLossAttributableToParentDiluted / USD,,,,,,,,,,,,,,,,,,-101000000.0,,,,-14000000.0,,,,,-781000000.0,-135000000.0,-160000000.0,,,-1587000000.0,,,
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,-3862000.0,-6259000.0,-36780000.0,-38439000.0,-52981000.0,-57361000.0,-93112000.0,-9768000.0,-21108000.0,-38380000.0,-64491000.0,,,,-61062000.0,,,,-115000000.0,,,,-171000000.0,,,-781000000.0,-135000000.0,-160000000.0,-218000000.0,564000000.0,-1587000000.0,28000000.0,46000000.0,131000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,-3862000.0,-25847000.0,,,,,,,,,,,,,,,,,-115000000.0,,,,-171000000.0,,,,-135000000.0,,-218000000.0,350000000.0,-1587000000.0,49000000.0,46000000.0,131000000.0
NoncashOrPartNoncashAcquisitionInvestmentsAcquired1 / USD,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,75000000.0,30000000.0,,,,75000000.0,,,
NotesPayableCurrent / USD,,1057000.0,1057000.0,1057000.0,5131000.0,5131000.0,5131000.0,5131000.0,11133000.0,11133000.0,11133000.0,11133000.0,48731000.0,48731000.0,48731000.0,48731000.0,65000000.0,65000000.0,65000000.0,65000000.0,152000000.0,152000000.0,152000000.0,152000000.0,201000000.0,201000000.0,201000000.0,201000000.0,189000000.0,189000000.0,189000000.0,189000000.0,309000000.0,309000000.0,309000000.0
NumberOfOperatingSegments / segment,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0
NumberOfReportableSegments / segment,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0
NumberOfReportingUnits / segment,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,
OperatingIncomeLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-132000000.0,-90000000.0,-42000000.0,-2351000000.0,134000000.0,393000000.0,730000000.0
OperatingLeaseCost / USD,,,,,,,,,4588000.0,9786000.0,15513000.0,22198000.0,4588000.0,9786000.0,15513000.0,22198000.0,8000000.0,17000000.0,28000000.0,22000000.0,11000000.0,24000000.0,40000000.0,38000000.0,26000000.0,54000000.0,81000000.0,63000000.0,19000000.0,37000000.0,53000000.0,135000000.0,17000000.0,32000000.0,48000000.0
OperatingLeaseLeaseIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,2000000.0,3000000.0,,2000000.0,3000000.0,5000000.0
OperatingLeaseLiability / USD,,,,,,,,,86800000.0,86800000.0,86800000.0,86800000.0,175892000.0,174922000.0,151626000.0,166984000.0,168000000.0,174000000.0,288000000.0,390000000.0,504000000.0,693000000.0,730000000.0,567000000.0,553000000.0,526000000.0,510000000.0,494000000.0,488000000.0,510000000.0,493000000.0,481000000.0,472000000.0,473000000.0,475000000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,0.0,0.0,0.0,0.0,116071000.0,116071000.0,116071000.0,116071000.0,148000000.0,148000000.0,148000000.0,148000000.0,361000000.0,361000000.0,361000000.0,361000000.0,507000000.0,507000000.0,507000000.0,507000000.0,433000000.0,433000000.0,433000000.0,433000000.0,414000000.0,414000000.0,414000000.0
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,0.0,0.0,0.0,0.0,123420000.0,123420000.0,123420000.0,123420000.0,156000000.0,156000000.0,156000000.0,156000000.0,369000000.0,369000000.0,369000000.0,369000000.0,536000000.0,536000000.0,536000000.0,536000000.0,455000000.0,455000000.0,455000000.0,455000000.0,440000000.0,440000000.0,440000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,0.09,0.088,0.087,0.084,0.09,0.088,0.087,0.084,0.083,0.083,0.083,0.084,0.082,0.082,0.075,0.083,0.07,0.07,0.071,0.072,0.071,0.071,0.071,0.071,0.071,0.072,0.073
OperatingLossCarryforwards / USD,,,,15400000.0,,,,93300000.0,,,,188200000.0,,,,188200000.0,,,,415000000.0,,,,801000000.0,,,,1900000000.0,,,,1200000000.0,,,
OtherAccruedLiabilitiesCurrent / USD,,6487000.0,6487000.0,6487000.0,13082000.0,13082000.0,7763000.0,7763000.0,14953000.0,12063000.0,12063000.0,12063000.0,26743000.0,26743000.0,26743000.0,26743000.0,54000000.0,54000000.0,54000000.0,54000000.0,123000000.0,123000000.0,123000000.0,123000000.0,205000000.0,205000000.0,205000000.0,205000000.0,145000000.0,145000000.0,145000000.0,146000000.0,126000000.0,126000000.0,126000000.0
OtherAssetsCurrent / USD,,9822000.0,9822000.0,9822000.0,15480000.0,15480000.0,15480000.0,15480000.0,23582000.0,23582000.0,23582000.0,23582000.0,52654000.0,52654000.0,52654000.0,52654000.0,73000000.0,73000000.0,73000000.0,73000000.0,163000000.0,163000000.0,163000000.0,163000000.0,182000000.0,182000000.0,182000000.0,182000000.0,138000000.0,138000000.0,138000000.0,138000000.0,122000000.0,122000000.0,122000000.0
OtherAssetsNoncurrent / USD,,0.0,0.0,0.0,2738000.0,2738000.0,2738000.0,2738000.0,13098000.0,13098000.0,13098000.0,13098000.0,14850000.0,14850000.0,14850000.0,14850000.0,32000000.0,32000000.0,32000000.0,32000000.0,181000000.0,181000000.0,181000000.0,181000000.0,254000000.0,254000000.0,254000000.0,254000000.0,261000000.0,261000000.0,261000000.0,261000000.0,368000000.0,368000000.0,368000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
OtherLiabilitiesCurrent / USD,,,,,,,,,0.0,0.0,0.0,0.0,12856000.0,12856000.0,12856000.0,12856000.0,20000000.0,20000000.0,20000000.0,20000000.0,29000000.0,29000000.0,29000000.0,29000000.0,80000000.0,80000000.0,80000000.0,80000000.0,83000000.0,83000000.0,83000000.0,83000000.0,106000000.0,106000000.0,106000000.0
OtherLiabilitiesNoncurrent / USD,,0.0,0.0,0.0,7093000.0,7093000.0,7093000.0,7093000.0,8725000.0,8725000.0,8725000.0,8725000.0,1808000.0,1808000.0,1808000.0,1808000.0,1000000.0,1000000.0,1000000.0,1000000.0,31000000.0,31000000.0,31000000.0,31000000.0,78000000.0,78000000.0,78000000.0,78000000.0,70000000.0,70000000.0,70000000.0,70000000.0,101000000.0,101000000.0,101000000.0
OtherNonoperatingIncomeExpense / USD,,55000.0,24000.0,-36000.0,-218000.0,-609000.0,-1280000.0,-46000.0,-179000.0,-647000.0,-955000.0,-1348000.0,-239000.0,-933000.0,-1760000.0,-1178000.0,-17000000.0,-14000000.0,-5000000.0,-4000000.0,7000000.0,13000000.0,16000000.0,1000000.0,-13000000.0,-10000000.0,-68000000.0,-6000000.0,3000000.0,11000000.0,8000000.0,-56000000.0,87000000.0,52000000.0,23000000.0
OtherOperatingIncomeExpenseNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000000.0,-6000000.0,-7000000.0,-14000000.0,-1000000.0,-2000000.0,-3000000.0
PaidInKindInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,46000000.0,0.0,142000000.0,285000000.0,388000000.0
PaymentsForOriginationAndPurchasesOfLoansHeldForSale / USD,,100955000.0,160713000.0,80070000.0,96528000.0,223843000.0,361265000.0,224169000.0,228595000.0,525885000.0,872382000.0,529153000.0,532066000.0,1181807000.0,1877336000.0,1259539000.0,782000000.0,1565000000.0,2493000000.0,2625000000.0,1427000000.0,3289000000.0,5315000000.0,3579000000.0,1985000000.0,3960000000.0,5690000000.0,7306000000.0,1428000000.0,2913000000.0,4509000000.0,7214000000.0,1846000000.0,3888000000.0,6051000000.0
PaymentsOfDebtIssuanceCosts / USD,,228000.0,228000.0,150000.0,1000000.0,1000000.0,1000000.0,728000.0,141000.0,325000.0,6309000.0,2055000.0,567000.0,7034000.0,8423000.0,11390000.0,3000000.0,4000000.0,12000000.0,11000000.0,7000000.0,11000000.0,21000000.0,29000000.0,,65000000.0,75000000.0,24000000.0,0.0,2000000.0,52000000.0,75000000.0,1000000.0,3000000.0,3000000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,0.0,0.0,0.0,0.0,399000.0,0.0,160000.0,323000.0,1376000.0,704000.0,433000.0,1990000.0,3552000.0,2509000.0,2000000.0,6000000.0,9000000.0,6000000.0,9000000.0,17000000.0,25000000.0,23000000.0,12000000.0,7000000.0,8000000.0,40000000.0,,2000000.0,12000000.0,8000000.0,0.0,0.0,2000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,2189000000.0,2189000000.0,0.0,7000000.0,7000000.0,7000000.0,2196000000.0,0.0,0.0,0.0
