fact_unit,2017-07-28,2017-10-31,2018-02-23,2018-04-27,2018-07-30,2018-10-30,2018-11-13,2019-02-19,2019-04-30,2019-08-01,2019-10-30,2020-02-13,2020-04-24,2020-07-24,2020-10-23,2021-02-25,2021-04-23,2021-07-23,2021-10-22,2022-02-11,2022-04-20,2022-07-21,2022-10-20,2023-02-14,2023-04-19,2023-07-19,2023-10-26,2024-02-05,2024-04-24,2024-07-26,2024-10-23,2025-02-04,2025-04-23,2025-07-23,2025-10-24
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,1697000000.0,1697000000.0,2115000000.0,2115000000.0,2115000000.0,1697000000.0,2115000000.0,2525000000.0,2525000000.0,2525000000.0,2525000000.0,2855000000.0,2855000000.0,2855000000.0,2855000000.0,2834000000.0,2834000000.0,2834000000.0,2834000000.0,2725000000.0,2725000000.0,2725000000.0,2725000000.0,2747000000.0,2747000000.0,2747000000.0,2747000000.0,3010000000.0,3010000000.0,3010000000.0,3010000000.0,3232000000.0,3232000000.0,3232000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,432000000.0,,,,432000000.0,348000000.0,,,,335000000.0,,237000000.0,245000000.0,255000000.0,206000000.0,210000000.0,213000000.0,216000000.0,203000000.0,210000000.0,207000000.0,245000000.0,227000000.0,232000000.0,237000000.0,243000000.0,215000000.0,222000000.0,227000000.0,235000000.0,195000000.0,209000000.0,225000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear / USD,,108000000.0,,338000000.0,185000000.0,89000000.0,,,261000000.0,169000000.0,86000000.0,,212000000.0,143000000.0,70000000.0,,178000000.0,116000000.0,58000000.0,,161000000.0,110000000.0,54000000.0,,184000000.0,124000000.0,63000000.0,,190000000.0,129000000.0,66000000.0,,174000000.0,112000000.0,60000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,345000000.0,293000000.0,266000000.0,247000000.0,233000000.0,293000000.0,213000000.0,225000000.0,226000000.0,226000000.0,216000000.0,172000000.0,134000000.0,137000000.0,142000000.0,98000000.0,94000000.0,92000000.0,95000000.0,81000000.0,85000000.0,87000000.0,114000000.0,97000000.0,107000000.0,111000000.0,115000000.0,105000000.0,110000000.0,111000000.0,122000000.0,99000000.0,104000000.0,123000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,361000000.0,326000000.0,300000000.0,283000000.0,272000000.0,326000000.0,225000000.0,237000000.0,240000000.0,239000000.0,226000000.0,182000000.0,167000000.0,175000000.0,182000000.0,134000000.0,134000000.0,135000000.0,142000000.0,100000000.0,108000000.0,109000000.0,135000000.0,120000000.0,123000000.0,126000000.0,134000000.0,126000000.0,132000000.0,136000000.0,148000000.0,124000000.0,132000000.0,151000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,397000000.0,372000000.0,348000000.0,331000000.0,316000000.0,372000000.0,267000000.0,280000000.0,280000000.0,279000000.0,243000000.0,201000000.0,183000000.0,192000000.0,200000000.0,177000000.0,181000000.0,182000000.0,187000000.0,146000000.0,155000000.0,154000000.0,182000000.0,144000000.0,146000000.0,151000000.0,156000000.0,147000000.0,154000000.0,159000000.0,171000000.0,153000000.0,161000000.0,181000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,422000000.0,398000000.0,375000000.0,367000000.0,354000000.0,398000000.0,316000000.0,329000000.0,323000000.0,325000000.0,287000000.0,236000000.0,197000000.0,205000000.0,214000000.0,194000000.0,198000000.0,200000000.0,204000000.0,188000000.0,196000000.0,194000000.0,223000000.0,186000000.0,192000000.0,197000000.0,201000000.0,170000000.0,177000000.0,182000000.0,192000000.0,175000000.0,181000000.0,205000000.0
FiniteLivedIntangibleAssetsGross / USD,,4094000000.0,4094000000.0,6276000000.0,6276000000.0,6276000000.0,4094000000.0,6276000000.0,6022000000.0,6022000000.0,6022000000.0,6022000000.0,5994000000.0,5994000000.0,5994000000.0,5994000000.0,5008000000.0,5008000000.0,5008000000.0,5008000000.0,4615000000.0,4615000000.0,4615000000.0,4615000000.0,4725000000.0,4725000000.0,4725000000.0,4725000000.0,4901000000.0,4901000000.0,4901000000.0,4901000000.0,4981000000.0,4981000000.0,4981000000.0
FiniteLivedIntangibleAssetsNet / USD,,2397000000.0,2397000000.0,4161000000.0,4161000000.0,4161000000.0,2397000000.0,4161000000.0,3497000000.0,3497000000.0,3497000000.0,3497000000.0,3139000000.0,3139000000.0,3139000000.0,3139000000.0,2174000000.0,2174000000.0,2174000000.0,2174000000.0,1890000000.0,1890000000.0,1890000000.0,1890000000.0,1978000000.0,1978000000.0,1978000000.0,1978000000.0,1891000000.0,1891000000.0,1891000000.0,1891000000.0,1749000000.0,1749000000.0,1749000000.0
GainLossOnSaleOfBusiness / USD,,,,,,,,0.0,,,0.0,0.0,,0.0,-138000000.0,171000000.0,,-217000000.0,-217000000.0,-138000000.0,,,,-353000000.0,,,,0.0,,,,-451000000.0,,,
Goodwill / USD,,6680000000.0,6867000000.0,6680000000.0,6680000000.0,6680000000.0,6867000000.0,6680000000.0,19927000000.0,19927000000.0,19927000000.0,19927000000.0,20717000000.0,20717000000.0,20717000000.0,20717000000.0,20690000000.0,20690000000.0,20690000000.0,20690000000.0,5977000000.0,5977000000.0,5977000000.0,5977000000.0,5959000000.0,5930000000.0,5930000000.0,5959000000.0,6137000000.0,6137000000.0,6137000000.0,5930000000.0,6078000000.0,6078000000.0,6137000000.0
GoodwillAcquiredDuringPeriod / USD,,13453000000.0,13052000000.0,13052000000.0,13052000000.0,13052000000.0,13052000000.0,,,,,,,,,,,,,,,,,458000000.0,458000000.0,,,458000000.0,,,,138000000.0,,,228000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,,,-205000000.0,195000000.0,195000000.0,195000000.0,-205000000.0,195000000.0,-190000000.0,-190000000.0,-190000000.0,-190000000.0,-27000000.0,-27000000.0,-27000000.0,-27000000.0,60000000.0,60000000.0,60000000.0,60000000.0,-18000000.0,-18000000.0,-18000000.0,-18000000.0,-96000000.0,,,-96000000.0,,,,69000000.0,,,-59000000.0
GoodwillGross / USD,,10434000000.0,10621000000.0,10434000000.0,10434000000.0,10434000000.0,10621000000.0,10434000000.0,23681000000.0,23681000000.0,23681000000.0,23681000000.0,24471000000.0,24471000000.0,24471000000.0,24471000000.0,24444000000.0,24444000000.0,24444000000.0,24444000000.0,24504000000.0,24504000000.0,24504000000.0,24504000000.0,24486000000.0,,,24486000000.0,,,,24460000000.0,,,24667000000.0
GoodwillImpairedAccumulatedImpairmentLoss / USD,,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,3754000000.0,18527000000.0,18527000000.0,18527000000.0,18527000000.0,18527000000.0,,,18527000000.0,,,,18530000000.0,,,18530000000.0
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,,,,,,,,,,,0.0,0.0,0.0,80000000.0,218000000.0,226000000.0,290000000.0,107000000.0,,22000000.0,21000000.0,461000000.0,,,168000000.0,7000000.0,,,10000000.0,166000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,-2006000000.0,,,,-487000000.0,-487000000.0,,,,-1189000000.0,,,,-672000000.0,,,,-693000000.0,,,,-14288000000.0,,,,-724000000.0,,,,-698000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,0.0,,-158000000.0,,,,358000000.0,358000000.0,,,,-346000000.0,,,,541000000.0,,,-16722000000.0,753000000.0,-536000000.0,-469000000.0,-260000000.0,-15202000000.0,187000000.0,-468000000.0,-323000000.0,428000000.0,760000000.0,1374000000.0,2133000000.0,22000000.0,641000000.0,1465000000.0,2473000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,1848000000.0,,,,845000000.0,845000000.0,,,,843000000.0,,,,1213000000.0,,,,1446000000.0,,,,-914000000.0,,,,1152000000.0,,,,720000000.0,,,
IncomeTaxExpenseBenefit / USD,0.0,132000000.0,473000000.0,8000000.0,-2000000.0,112000000.0,173000000.0,173000000.0,-86000000.0,-24000000.0,86000000.0,45000000.0,67000000.0,162000000.0,269000000.0,258000000.0,5000000.0,-16000000.0,-10000000.0,482000000.0,69000000.0,213000000.0,406000000.0,559000000.0,107000000.0,289000000.0,443000000.0,758000000.0,179000000.0,379000000.0,614000000.0,600000000.0,178000000.0,421000000.0,656000000.0
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,9000000.0,,96000000.0,124000000.0,28000000.0,28000000.0,21000000.0,90000000.0,137000000.0,169000000.0,,,,87000000.0,,,,241000000.0,,,,494000000.0,,,,70000000.0,,,,164000000.0,,,
IncomeTaxReconciliationDispositionOfBusiness / USD,,,,,,,,,,,,,,,,,,,,,,,,140000000.0,,,,140000000.0,,,,140000000.0,,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,,,,,,,,-2000000.0,,,,-19000000.0,,,,103000000.0,,,,84000000.0,,,,148000000.0,,,,216000000.0,,,,338000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,-55000000.0,,,,125000000.0,125000000.0,,,,-121000000.0,,,,114000000.0,,,,158000000.0,,,,-3192000000.0,,,,90000000.0,,,,5000000.0,,,
IncomeTaxReconciliationOtherAdjustments / USD,,,-31000000.0,,,,21000000.0,22000000.0,,,,-23000000.0,,,,-19000000.0,,,,6000000.0,,,,122000000.0,,,,44000000.0,,,,94000000.0,,,
IncomeTaxesPaidNet / USD,,-7000000.0,264000000.0,48000000.0,129000000.0,122000000.0,317000000.0,317000000.0,82000000.0,218000000.0,305000000.0,230000000.0,76000000.0,183000000.0,286000000.0,424000000.0,118000000.0,211000000.0,317000000.0,438000000.0,39000000.0,48000000.0,181000000.0,441000000.0,130000000.0,282000000.0,395000000.0,314000000.0,163000000.0,323000000.0,463000000.0,498000000.0,108000000.0,336000000.0,733000000.0
IncreaseDecreaseInAccountsPayableTrade / USD,,-271000000.0,-450000000.0,-16000000.0,78000000.0,84000000.0,-256000000.0,-256000000.0,101000000.0,318000000.0,458000000.0,303000000.0,-93000000.0,46000000.0,-51000000.0,794000000.0,-182000000.0,-490000000.0,-670000000.0,249000000.0,-11000000.0,71000000.0,-10000000.0,-711000000.0,74000000.0,185000000.0,263000000.0,246000000.0,43000000.0,-156000000.0,-209000000.0,605000000.0,173000000.0,227000000.0,-40000000.0
IncreaseDecreaseInAccountsReceivable / USD,,-343000000.0,-469000000.0,18000000.0,101000000.0,250000000.0,-278000000.0,-278000000.0,-125000000.0,35000000.0,36000000.0,1190000000.0,204000000.0,227000000.0,375000000.0,204000000.0,-179000000.0,-598000000.0,-579000000.0,583000000.0,-341000000.0,-267000000.0,-308000000.0,-680000000.0,204000000.0,360000000.0,415000000.0,126000000.0,332000000.0,323000000.0,467000000.0,625000000.0,-199000000.0,5000000.0,-203000000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,,,,,,,,-719000000.0,-124000000.0,-137000000.0,-198000000.0,-293000000.0,62000000.0,422000000.0,710000000.0,-27000000.0,311000000.0,593000000.0,619000000.0,1147000000.0,-19000000.0,2000000.0,-157000000.0,396000000.0,280000000.0,624000000.0,705000000.0,-72000000.0,639000000.0,1223000000.0,1375000000.0,1103000000.0,170000000.0,17000000.0,92000000.0
IncreaseDecreaseInDeferredCharges / USD,,217000000.0,87000000.0,222000000.0,217000000.0,558000000.0,88000000.0,88000000.0,-140000000.0,-126000000.0,-53000000.0,439000000.0,-61000000.0,29000000.0,46000000.0,-129000000.0,-15000000.0,38000000.0,90000000.0,60000000.0,-6000000.0,-112000000.0,-178000000.0,69000000.0,38000000.0,122000000.0,151000000.0,-262000000.0,148000000.0,236000000.0,270000000.0,76000000.0,68000000.0,151000000.0,162000000.0
IncreaseDecreaseInInventories / USD,,-11000000.0,-442000000.0,-24000000.0,-176000000.0,-195000000.0,-367000000.0,-367000000.0,134000000.0,282000000.0,335000000.0,-418000000.0,220000000.0,303000000.0,324000000.0,339000000.0,140000000.0,275000000.0,183000000.0,200000000.0,-88000000.0,-119000000.0,-151000000.0,80000000.0,205000000.0,408000000.0,626000000.0,-170000000.0,265000000.0,332000000.0,410000000.0,885000000.0,265000000.0,124000000.0,150000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,,149000000.0,113000000.0,67000000.0,466000000.0,340000000.0,17000000.0,17000000.0,-50000000.0,-20000000.0,71000000.0,-12000000.0,211000000.0,269000000.0,479000000.0,264000000.0,-162000000.0,49000000.0,-283000000.0,412000000.0,202000000.0,112000000.0,12000000.0,-177000000.0,256000000.0,-32000000.0,-186000000.0,71000000.0,59000000.0,97000000.0,-159000000.0,-89000000.0,146000000.0,505000000.0,480000000.0
IncreaseDecreaseInTradingSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52000000.0,,
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,52000000.0,52000000.0,2197000000.0,2197000000.0,2197000000.0,52000000.0,2197000000.0,2222000000.0,2222000000.0,2222000000.0,2222000000.0,2242000000.0,2242000000.0,2242000000.0,2242000000.0,2223000000.0,2223000000.0,2223000000.0,2223000000.0,2241000000.0,2241000000.0,2241000000.0,2241000000.0,2202000000.0,2202000000.0,2202000000.0,2202000000.0,2202000000.0,2202000000.0,2202000000.0,2202000000.0,2202000000.0,2202000000.0,2202000000.0
IntangibleAssetsGrossExcludingGoodwill / USD,,4146000000.0,4146000000.0,8473000000.0,8473000000.0,8473000000.0,4146000000.0,8473000000.0,8244000000.0,8244000000.0,8244000000.0,8244000000.0,8236000000.0,8236000000.0,8236000000.0,8236000000.0,7231000000.0,7231000000.0,7231000000.0,7231000000.0,6856000000.0,6856000000.0,6856000000.0,6856000000.0,6927000000.0,6927000000.0,6927000000.0,6927000000.0,7103000000.0,7103000000.0,7103000000.0,7103000000.0,7183000000.0,7183000000.0,7183000000.0
IntangibleAssetsNetExcludingGoodwill / USD,,2449000000.0,2449000000.0,6358000000.0,6358000000.0,6358000000.0,2449000000.0,6358000000.0,5719000000.0,5719000000.0,5719000000.0,5719000000.0,5381000000.0,5381000000.0,5381000000.0,5381000000.0,4397000000.0,4397000000.0,4397000000.0,4397000000.0,4131000000.0,4131000000.0,4131000000.0,4131000000.0,4180000000.0,4180000000.0,4180000000.0,4180000000.0,4093000000.0,4093000000.0,4093000000.0,4093000000.0,3951000000.0,3951000000.0,3951000000.0
InterestIncomeExpenseNet / USD,0.0,-74000000.0,-120000000.0,-20000000.0,-34000000.0,-75000000.0,-102000000.0,-102000000.0,-46000000.0,-109000000.0,-164000000.0,-131000000.0,-59000000.0,-115000000.0,-174000000.0,-223000000.0,-59000000.0,-128000000.0,-195000000.0,-237000000.0,-74000000.0,-138000000.0,-205000000.0,-264000000.0,-64000000.0,-124000000.0,-188000000.0,-299000000.0,-64000000.0,-122000000.0,-171000000.0,-252000000.0,-41000000.0,-88000000.0,-143000000.0
InterestPaidNet / USD,,,,,,31000000.0,,55000000.0,72000000.0,157000000.0,218000000.0,109000000.0,56000000.0,137000000.0,196000000.0,301000000.0,49000000.0,141000000.0,188000000.0,285000000.0,51000000.0,157000000.0,204000000.0,289000000.0,48000000.0,140000000.0,190000000.0,305000000.0,50000000.0,157000000.0,205000000.0,291000000.0,48000000.0,150000000.0,199000000.0
InventoryFinishedGoodsNetOfReserves / USD,,1585000000.0,1585000000.0,2577000000.0,2577000000.0,2577000000.0,1585000000.0,2577000000.0,2575000000.0,2575000000.0,2575000000.0,2575000000.0,2546000000.0,2546000000.0,2546000000.0,2546000000.0,2337000000.0,2337000000.0,2337000000.0,2337000000.0,2228000000.0,2228000000.0,2228000000.0,2228000000.0,2419000000.0,2419000000.0,2419000000.0,2419000000.0,2626000000.0,2626000000.0,2626000000.0,2626000000.0,2494000000.0,2494000000.0,2494000000.0
InventoryNet / USD,,3224000000.0,3224000000.0,4507000000.0,4507000000.0,4507000000.0,3166000000.0,4507000000.0,4620000000.0,4620000000.0,4620000000.0,4620000000.0,4608000000.0,4608000000.0,4608000000.0,4608000000.0,4421000000.0,4421000000.0,4421000000.0,4421000000.0,3979000000.0,3979000000.0,3979000000.0,3979000000.0,4587000000.0,4587000000.0,4587000000.0,4587000000.0,5094000000.0,5094000000.0,5094000000.0,5094000000.0,4954000000.0,4954000000.0,4954000000.0
InventoryValuationReserves / USD,,,260000000.0,360000000.0,360000000.0,360000000.0,260000000.0,360000000.0,430000000.0,430000000.0,430000000.0,430000000.0,429000000.0,429000000.0,429000000.0,429000000.0,421000000.0,421000000.0,421000000.0,421000000.0,374000000.0,374000000.0,374000000.0,374000000.0,396000000.0,396000000.0,396000000.0,396000000.0,389000000.0,389000000.0,389000000.0,389000000.0,390000000.0,390000000.0,390000000.0
InventoryWorkInProcessAndRawMaterialsNetOfReserves / USD,,1639000000.0,1639000000.0,1930000000.0,1930000000.0,1930000000.0,1581000000.0,1930000000.0,2045000000.0,2045000000.0,2045000000.0,2045000000.0,2062000000.0,2062000000.0,2062000000.0,2062000000.0,2084000000.0,2084000000.0,2084000000.0,2084000000.0,1751000000.0,1751000000.0,1751000000.0,1751000000.0,2168000000.0,2168000000.0,2168000000.0,2168000000.0,2468000000.0,2468000000.0,2468000000.0,2468000000.0,2460000000.0,2460000000.0,2460000000.0
InventoryWriteDown / USD,,,138000000.0,15000000.0,19000000.0,31000000.0,138000000.0,157000000.0,61000000.0,,,,0.0,0.0,0.0,105000000.0,160000000.0,176000000.0,218000000.0,0.0,,0.0,0.0,246000000.0,0.0,31000000.0,31000000.0,0.0,18000000.0,33000000.0,33000000.0,35000000.0,0.0,,
InvestmentsFairValueDisclosure / USD,,,,,,,,327000000.0,327000000.0,327000000.0,327000000.0,327000000.0,283000000.0,283000000.0,283000000.0,283000000.0,1532000000.0,1532000000.0,1532000000.0,1532000000.0,1041000000.0,1041000000.0,1041000000.0,1041000000.0,748000000.0,748000000.0,748000000.0,748000000.0,1042000000.0,1042000000.0,1042000000.0,1042000000.0,1284000000.0,1284000000.0,1284000000.0
LeaseCost / USD,,,,,,,,,147000000.0,188000000.0,750000000.0,987000000.0,224000000.0,474000000.0,750000000.0,987000000.0,244000000.0,442000000.0,618000000.0,987000000.0,170000000.0,354000000.0,544000000.0,790000000.0,181000000.0,372000000.0,577000000.0,727000000.0,212000000.0,422000000.0,636000000.0,779000000.0,238000000.0,461000000.0,671000000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,1078000000.0,1032000000.0,989000000.0,1020000000.0,,,,972000000.0,,,,979000000.0,,,,860000000.0,,,,914000000.0,,,,803000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,386000000.0,379000000.0,369000000.0,318000000.0,,,,313000000.0,,,,315000000.0,,,,203000000.0,,,,234000000.0,,,,210000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,235000000.0,,,,216000000.0,,,,214000000.0,,,,244000000.0,,,,221000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,80000000.0,82000000.0,83000000.0,65000000.0,,,,60000000.0,,,,81000000.0,,,,58000000.0,,,,57000000.0,,,,54000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,113000000.0,117000000.0,122000000.0,95000000.0,,,,78000000.0,,,,94000000.0,,,,91000000.0,,,,79000000.0,,,,72000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,140000000.0,144000000.0,152000000.0,139000000.0,,,,114000000.0,,,,117000000.0,,,,119000000.0,,,,122000000.0,,,,99000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,194000000.0,198000000.0,208000000.0,173000000.0,,,,172000000.0,,,,156000000.0,,,,175000000.0,,,,178000000.0,,,,147000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,209000000.0,201000000.0,174000000.0,178000000.0,,,,163000000.0,,,,159000000.0,,,,119000000.0,,,,145000000.0,,,,130000000.0,,,
LiabilitiesAndStockholdersEquity / USD,0.0,21721000000.0,21721000000.0,56500000000.0,56500000000.0,56500000000.0,21466000000.0,56500000000.0,52439000000.0,52439000000.0,52439000000.0,52439000000.0,53369000000.0,53369000000.0,53369000000.0,53369000000.0,38007000000.0,38007000000.0,38007000000.0,38007000000.0,35308000000.0,35308000000.0,35308000000.0,35308000000.0,34181000000.0,34181000000.0,34181000000.0,34181000000.0,36945000000.0,36945000000.0,36945000000.0,36945000000.0,38363000000.0,38363000000.0,38363000000.0
LiabilitiesCurrent / USD,,4934000000.0,4934000000.0,9227000000.0,9227000000.0,9227000000.0,5324000000.0,9227000000.0,9020000000.0,9020000000.0,9020000000.0,9020000000.0,10014000000.0,10014000000.0,10014000000.0,10014000000.0,10227000000.0,10227000000.0,10227000000.0,10227000000.0,9128000000.0,9128000000.0,9128000000.0,9128000000.0,11075000000.0,11075000000.0,11075000000.0,11075000000.0,12991000000.0,12991000000.0,12991000000.0,12991000000.0,12991000000.0,12991000000.0,12991000000.0
LiabilityForUncertainTaxPositionsCurrent / USD,,,105000000.0,,,,105000000.0,96000000.0,,,,67000000.0,,,,57000000.0,,,,63000000.0,,,,72000000.0,,,,40000000.0,,,,110000000.0,,,
LongTermDebtAndCapitalLeaseObligations / USD,,38000000.0,38000000.0,6312000000.0,6312000000.0,6312000000.0,38000000.0,6312000000.0,6285000000.0,6285000000.0,6285000000.0,6285000000.0,6301000000.0,6301000000.0,6301000000.0,6301000000.0,6744000000.0,6744000000.0,6744000000.0,6744000000.0,6687000000.0,6687000000.0,6687000000.0,6687000000.0,5980000000.0,5980000000.0,5980000000.0,5980000000.0,5872000000.0,5872000000.0,5872000000.0,5872000000.0,5970000000.0,5970000000.0,5970000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,4461000000.0,,,,4461000000.0,4435000000.0,,,,4810000000.0,,,,5294000000.0,,,,5276000000.0,,,,3926000000.0,,,,3946000000.0,,,,3169000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,2037000000.0,,,,2037000000.0,942000000.0,,,,321000000.0,,,,889000000.0,,,,40000000.0,,,,677000000.0,,,,148000000.0,,,,53000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,1255000000.0,,,,1255000000.0,11000000.0,,,,148000000.0,,,,19000000.0,,,,597000000.0,,,,1280000000.0,,,,0.0,,,,885000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,540000000.0,,,,540000000.0,1256000000.0,,,,28000000.0,,,,173000000.0,,,,14000000.0,,,,611000000.0,,,,1308000000.0,,,,0.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,13000000.0,,,,13000000.0,549000000.0,,,,1275000000.0,,,,4000000.0,,,,151000000.0,,,,14000000.0,,,,614000000.0,,,,1310000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,43000000.0,,,,43000000.0,34000000.0,,,,40000000.0,,,,1254000000.0,,,,649000000.0,,,,150000000.0,,,,4000000.0,,,,607000000.0,,,
MinorityInterest / USD,,167000000.0,167000000.0,24133000000.0,24133000000.0,24133000000.0,167000000.0,24133000000.0,17548000000.0,17548000000.0,17548000000.0,17548000000.0,12570000000.0,12570000000.0,12570000000.0,12570000000.0,5349000000.0,5349000000.0,5349000000.0,5349000000.0,1916000000.0,1916000000.0,1916000000.0,1916000000.0,131000000.0,131000000.0,131000000.0,131000000.0,151000000.0,151000000.0,151000000.0,151000000.0,160000000.0,160000000.0,160000000.0
MinorityInterestDecreaseFromRedemptions / USD,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,
NetCashProvidedByUsedInFinancingActivities / USD,0.0,229000000.0,-515000000.0,457000000.0,1544000000.0,8212000000.0,-102000000.0,-102000000.0,-1553000000.0,-2372000000.0,-2647000000.0,10919000000.0,-232000000.0,-427000000.0,-996000000.0,-4363000000.0,-327000000.0,695000000.0,494000000.0,-1534000000.0,-255000000.0,-1285000000.0,-1585000000.0,225000000.0,-469000000.0,-868000000.0,-1297000000.0,-2143000000.0,-250000000.0,-550000000.0,-861000000.0,-1592000000.0,-427000000.0,-929000000.0,-1293000000.0
NetCashProvidedByUsedInInvestingActivities / USD,0.0,-346000000.0,-466000000.0,-67000000.0,-130000000.0,-3879000000.0,-472000000.0,-472000000.0,-134000000.0,-162000000.0,-204000000.0,-4123000000.0,-256000000.0,-563000000.0,-659000000.0,-578000000.0,-318000000.0,-437000000.0,-551000000.0,-1045000000.0,-174000000.0,-130000000.0,-212000000.0,-618000000.0,-266000000.0,-430000000.0,-580000000.0,-463000000.0,-229000000.0,-414000000.0,-503000000.0,-1564000000.0,-269000000.0,-530000000.0,-799000000.0
NetCashProvidedByUsedInOperatingActivities / USD,0.0,-195000000.0,1277000000.0,-346000000.0,-389000000.0,-585000000.0,262000000.0,262000000.0,294000000.0,433000000.0,673000000.0,-799000000.0,-184000000.0,409000000.0,769000000.0,1762000000.0,478000000.0,708000000.0,927000000.0,2126000000.0,678000000.0,1184000000.0,1600000000.0,1304000000.0,72000000.0,393000000.0,990000000.0,2374000000.0,461000000.0,1320000000.0,2130000000.0,1888000000.0,784000000.0,1132000000.0,2142000000.0
NetIncomeLoss / USD,,0.0,0.0,0.0,0.0,-134000000.0,0.0,0.0,70000000.0,51000000.0,64000000.0,-103000000.0,32000000.0,23000000.0,80000000.0,195000000.0,-10227000000.0,-10422000000.0,-10592000000.0,128000000.0,-452000000.0,-520000000.0,-512000000.0,-9940000000.0,72000000.0,-767000000.0,-783000000.0,-219000000.0,576000000.0,985000000.0,1503000000.0,-601000000.0,455000000.0,1034000000.0,1800000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,,68000000.0,-25000000.0,-2000000.0,4000000.0,-219000000.0,-69000000.0,-69000000.0,-89000000.0,-108000000.0,-83000000.0,-330000000.0,39000000.0,37000000.0,97000000.0,88000000.0,-5871000000.0,-6020000000.0,-6120000000.0,143000000.0,-153000000.0,-162000000.0,-154000000.0,-5821000000.0,8000000.0,10000000.0,17000000.0,-111000000.0,5000000.0,10000000.0,16000000.0,23000000.0,8000000.0,10000000.0,17000000.0
NumberOfCountriesInWhichEntityOperates / country,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,,,,120.0,,,,120.0,,,,120.0,,,,120.0,,,,120.0,,,
NumberOfOperatingSegments / segment,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
OperatingIncomeLoss / USD,0.0,375000000.0,-138000000.0,86000000.0,20000000.0,-173000000.0,457000000.0,457000000.0,-41000000.0,37000000.0,319000000.0,-284000000.0,176000000.0,447000000.0,744000000.0,701000000.0,-16059000000.0,-16111000000.0,-16160000000.0,1074000000.0,164000000.0,358000000.0,736000000.0,-15978000000.0,279000000.0,253000000.0,522000000.0,1310000000.0,438000000.0,952000000.0,1666000000.0,1185000000.0,,,
