fact_unit,2009-10-29,2010-01-28,2010-01-29,2010-04-30,2010-08-13,2010-10-28,2011-01-28,2011-04-29,2011-08-10,2011-10-27,2012-01-27,2012-02-10,2012-04-27,2012-08-08,2012-10-25,2013-01-25,2013-04-24,2013-08-08,2013-10-25,2013-10-28,2014-01-24,2014-04-23,2014-08-08,2014-10-24,2015-01-27,2015-04-23,2015-08-07,2015-10-23,2015-10-26,2016-01-26,2016-04-26,2016-08-09,2016-10-25,2017-01-20,2017-04-26,2017-08-07,2017-10-20,2018-01-23,2018-04-19,2018-08-07,2018-10-19,2018-10-22,2019-01-23,2019-04-23,2019-08-06,2019-10-22,2020-01-23,2020-04-20,2020-08-06,2020-08-07,2020-10-20,2021-01-20,2021-04-20,2021-08-06,2021-10-19,2022-01-19,2022-04-20,2022-08-05,2022-10-19,2023-01-19,2023-04-21,2023-08-04,2023-10-18,2024-01-23,2024-04-19,2024-08-05,2024-10-18,2025-01-22,2025-04-24,2025-08-04,2025-10-24
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,1272000000.0,,,,595000000.0,,,595000000.0,,250000000.0,,,,200000000.0,,200000000.0,,,86000000.0,,,,185000000.0,,187000000.0,,,145000000.0,,,,-607000000.0,,,,33000000.0,,33000000.0,,,28000000.0,,,,-1989000000.0,-1989000000.0,,,,-296000000.0,,,,39000000.0,,,,-65000000.0,,,,-320000000.0,,,,-224000000.0,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,-51000000.0,,,,22000000.0,,,22000000.0,,-217000000.0,,,,-76000000.0,,-76000000.0,,,-148000000.0,,,,-484000000.0,,-484000000.0,,,-182000000.0,,,,-189000000.0,,,,-71000000.0,,-71000000.0,,,20000000.0,,,,145000000.0,145000000.0,,,,-115000000.0,,,,-635000000.0,,,,-193000000.0,,,,-82000000.0,,,,-229000000.0,
DeferredIncomeTaxExpenseBenefit / USD,247000000.0,192000000.0,253000000.0,110000000.0,1214000000.0,-29000000.0,-7000000.0,187000000.0,596000000.0,48000000.0,142000000.0,596000000.0,186000000.0,36000000.0,126000000.0,32000000.0,-5000000.0,128000000.0,-18000000.0,128000000.0,18000000.0,75000000.0,-65000000.0,-11000000.0,-126000000.0,-90000000.0,-307000000.0,-15000000.0,-307000000.0,31000000.0,-135000000.0,-44000000.0,89000000.0,140000000.0,-428000000.0,-803000000.0,-177000000.0,-448000000.0,-382000000.0,-815000000.0,426000000.0,-815000000.0,-2008000000.0,-1826000000.0,-601000000.0,34000000.0,37000000.0,-24000000.0,-1844000000.0,-1844000000.0,-586000000.0,-549000000.0,-588000000.0,-411000000.0,193000000.0,145000000.0,-167000000.0,-596000000.0,57000000.0,-101000000.0,-259000000.0,-258000000.0,-130000000.0,-398000000.0,-360000000.0,-402000000.0,102000000.0,-154000000.0,-206000000.0,-453000000.0,184000000.0
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6899000000.0,6899000000.0,6899000000.0,6199000000.0,6199000000.0,6199000000.0,6199000000.0,6153000000.0,6153000000.0,6153000000.0,6153000000.0,6809000000.0,6809000000.0,6809000000.0,6809000000.0,6478000000.0,6478000000.0,6478000000.0,6478000000.0,6516000000.0,6516000000.0,6516000000.0,6516000000.0,5774000000.0
DeferredTaxAssetsNet / USD,,,,,5218000000.0,,,,5063000000.0,,,5063000000.0,,5581000000.0,,,,5839000000.0,,5839000000.0,,,5367000000.0,,,,5616000000.0,,5509000000.0,,,5183000000.0,,,,5654000000.0,,,,5134000000.0,,5134000000.0,,,3826000000.0,,,,4203000000.0,4203000000.0,,,,4090000000.0,,,,4564000000.0,,,,4091000000.0,,,,4687000000.0,,,,4582000000.0,
DeferredTaxAssetsOther / USD,,,,,885000000.0,,,,773000000.0,,,773000000.0,,834000000.0,,,,761000000.0,,761000000.0,,,879000000.0,,,,809000000.0,,809000000.0,,,839000000.0,,,,764000000.0,,,,709000000.0,,709000000.0,,,699000000.0,,,,931000000.0,931000000.0,,,,829000000.0,,,,878000000.0,,,,862000000.0,,,,874000000.0,,,,843000000.0,
DeferredTaxAssetsOtherTaxCarryforwards / USD,,,,,439000000.0,,,,595000000.0,,,595000000.0,,874000000.0,,,,853000000.0,,853000000.0,,,1062000000.0,,,,1211000000.0,,1211000000.0,,,1014000000.0,,,,1077000000.0,,,,1516000000.0,,1516000000.0,,,1067000000.0,,,,1007000000.0,1007000000.0,,,,875000000.0,,,,1030000000.0,,,,914000000.0,,,,1014000000.0,,,,892000000.0,
DeferredTaxAssetsPropertyPlantAndEquipment / USD,,,,,,,,,,,,,,111000000.0,,,,165000000.0,,165000000.0,,,135000000.0,,,,115000000.0,,115000000.0,,,139000000.0,,,,216000000.0,,,,212000000.0,,212000000.0,,,223000000.0,,,,232000000.0,232000000.0,,,,218000000.0,,,,223000000.0,,,,209000000.0,,,,223000000.0,,,,206000000.0,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,,,,,1182000000.0,,,,1257000000.0,,,1257000000.0,,1284000000.0,,,,1304000000.0,,1304000000.0,,,1125000000.0,,,,1060000000.0,,1060000000.0,,,949000000.0,,,,845000000.0,,,,732000000.0,,732000000.0,,,476000000.0,,,,421000000.0,421000000.0,,,,398000000.0,,,,386000000.0,,,,386000000.0,,,,412000000.0,,,,433000000.0,
DeferredTaxAssetsUnrealizedLossesOnTradingSecurities / USD,,,,,577000000.0,,,,88000000.0,,,88000000.0,,770000000.0,,,,363000000.0,,363000000.0,,,324000000.0,,,,352000000.0,,352000000.0,,,183000000.0,,,,122000000.0,,,,259000000.0,,259000000.0,,,61000000.0,,,,73000000.0,73000000.0,,,,64000000.0,,,,109000000.0,,,,138000000.0,,,,282000000.0,,,,107000000.0,
DeferredTaxAssetsValuationAllowance / USD,,,,,104000000.0,,,,120000000.0,,,120000000.0,,293000000.0,,,,375000000.0,,375000000.0,,,341000000.0,,,,384000000.0,,384000000.0,,,324000000.0,,,,467000000.0,,,,505000000.0,,505000000.0,,,457000000.0,,,,442000000.0,442000000.0,,,,486000000.0,,,,569000000.0,,,,409000000.0,,,,403000000.0,,,,290000000.0,
DeferredTaxLiabilities / USD,,,,,13722000000.0,,,,13671000000.0,,,13671000000.0,,14159000000.0,,,,13821000000.0,,13821000000.0,,,13974000000.0,,,,13237000000.0,,12573000000.0,,,11622000000.0,,,,11486000000.0,,,,11238000000.0,,11238000000.0,,,8018000000.0,,,,8656000000.0,8656000000.0,,,,8098000000.0,,,,8503000000.0,,,,9288000000.0,,,,9334000000.0,,,,9355000000.0,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets / USD,,,,,11922000000.0,,,,11760000000.0,,,11760000000.0,,12206000000.0,,,,11816000000.0,,11816000000.0,,,11941000000.0,,,,11428000000.0,,10764000000.0,,,9530000000.0,,,,9461000000.0,,,,9403000000.0,,9403000000.0,,,6168000000.0,,,,6506000000.0,6506000000.0,,,,5775000000.0,,,,5761000000.0,,,,5783000000.0,,,,5811000000.0,,,,5459000000.0,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,185000000.0,,,,191000000.0,,,,179000000.0,,,,191000000.0,,,,196000000.0,
DeferredTaxLiabilitiesOther / USD,,,,,146000000.0,,,,269000000.0,,,269000000.0,,211000000.0,,,,286000000.0,,286000000.0,,,315000000.0,,,,101000000.0,,101000000.0,,,149000000.0,,,,105000000.0,,,,26000000.0,,26000000.0,,,161000000.0,,,,351000000.0,351000000.0,,,,101000000.0,,,,175000000.0,,,,244000000.0,,,,381000000.0,,,,441000000.0,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,,1654000000.0,,,,1642000000.0,,,1642000000.0,,1742000000.0,,,,1719000000.0,,1719000000.0,,,1718000000.0,,,,1665000000.0,,1665000000.0,,,1590000000.0,,,,1533000000.0,,,,1495000000.0,,1495000000.0,,,1276000000.0,,,,1413000000.0,1413000000.0,,,,1485000000.0,,,,1512000000.0,,,,1542000000.0,,,,1556000000.0,,,,1573000000.0,
DeferredTaxLiabilitiesUndistributedForeignEarnings / USD,,,,,30000000000.0,,,,35000000000.0,,,35000000000.0,,39000000000.0,,,,42000000000.0,,42000000000.0,,,44000000000.0,,,,45000000000.0,,45000000000.0,,,49000000000.0,,,,49000000000.0,,,,33000000000.0,,33000000000.0,,,27000000000.0,,,,19000000000.0,19000000000.0,,,,118000000.0,,,,108000000.0,,,,70000000.0,,,,96000000.0,,,,104000000.0,
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,43000000.0,,43000000.0,,,353000000.0,,,,387000000.0,,,,314000000.0,,314000000.0,,,169000000.0,,,,147000000.0,147000000.0,,,,169000000.0,,,,111000000.0,,,,439000000.0,,,,198000000.0,,,,263000000.0,
DefinedBenefitPensionPlanLiabilitiesNoncurrent / USD,,,,,3798000000.0,,,,4701000000.0,,,4701000000.0,,4388000000.0,,,,5684000000.0,,5684000000.0,,,6027000000.0,,,,5984000000.0,,5622000000.0,,,5247000000.0,,,,6761000000.0,,,,5487000000.0,,5487000000.0,,,4768000000.0,,,,5622000000.0,5622000000.0,,,,6223000000.0,,,,5452000000.0,,,,3139000000.0,,,,3116000000.0,,,,2884000000.0,
DefinedBenefitPlanAccumulatedBenefitObligation / USD,,,,,8637000000.0,,,,9708000000.0,,,9708000000.0,,10436000000.0,,,,11763000000.0,,11763000000.0,,,12652000000.0,,,,14949000000.0,,14949000000.0,,,14239000000.0,,,,15546000000.0,,,,14512000000.0,,14512000000.0,,,14370000000.0,,,,15800000000.0,15800000000.0,,,,16500000000.0,,,,17300000000.0,,,,11900000000.0,,,,11800000000.0,,,,11600000000.0,
DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsPlanAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11347000000.0,,,,6231000000.0,,,,4789000000.0,,,,4758000000.0,,,,4656000000.0,
DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsProjectedBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17635000000.0,,,,11747000000.0,,,,7989000000.0,,,,7967000000.0,,,,7613000000.0,
DefinedContributionPlanCostRecognized / USD,,,,,290000000.0,,,,364000000.0,,,364000000.0,,344000000.0,,,,347000000.0,,347000000.0,,,353000000.0,,,,314000000.0,,314000000.0,,,311000000.0,,,,305000000.0,,,,292000000.0,,292000000.0,,,270000000.0,,,,292000000.0,292000000.0,,,,272000000.0,,,,317000000.0,,,,340000000.0,,,,366000000.0,,,,392000000.0,
DepreciationDepletionAndAmortization / USD,,,,,,,,,3082000000.0,,,3082000000.0,,3108000000.0,,,,2838000000.0,,2838000000.0,,,3204000000.0,,,,2982000000.0,,2982000000.0,,,3141000000.0,,,,3134000000.0,,,,3078000000.0,,3078000000.0,,,2820000000.0,,,,2834000000.0,2834000000.0,,,,2824000000.0,,,,3013000000.0,,,,2735000000.0,,,,2807000000.0,702000000.0,1423000000.0,2135000000.0,2714000000.0,728000000.0
DerivativeAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219000000.0,196000000.0,219000000.0,196000000.0,196000000.0,196000000.0,239000000.0,239000000.0,239000000.0,239000000.0,239000000.0,318000000.0,318000000.0,318000000.0,318000000.0,255000000.0,255000000.0,255000000.0,255000000.0,570000000.0,570000000.0,570000000.0,570000000.0,33000000.0,33000000.0,33000000.0,33000000.0,120000000.0,120000000.0,120000000.0,120000000.0,19000000.0
DerivativeLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186000000.0,184000000.0,186000000.0,184000000.0,184000000.0,184000000.0,45000000.0,45000000.0,45000000.0,45000000.0,45000000.0,66000000.0,66000000.0,66000000.0,66000000.0,116000000.0,116000000.0,116000000.0,116000000.0,369000000.0,369000000.0,369000000.0,369000000.0,1118000000.0,1118000000.0,1118000000.0,1118000000.0,379000000.0,379000000.0,379000000.0,379000000.0,1062000000.0
DerivativeLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,631000000.0,,,,54000000.0,
DerivativeLiabilitiesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307000000.0,,,,445000000.0,,,,325000000.0,
DerivativeNotionalAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15623000000.0,13793000000.0,15623000000.0,13793000000.0,13793000000.0,13793000000.0,17309000000.0,17309000000.0,17309000000.0,17309000000.0,17309000000.0,16956000000.0,16956000000.0,16956000000.0,16956000000.0,20959000000.0,20959000000.0,20959000000.0,20959000000.0,18540000000.0,18540000000.0,18540000000.0,18540000000.0,18538000000.0,18538000000.0,18538000000.0,18538000000.0,16325000000.0,16325000000.0,16325000000.0,16325000000.0,18730000000.0
DividendsCommonStock / USD,,,4048000000.0,,4479000000.0,,,,4852000000.0,,,4852000000.0,,5239000000.0,,,,5534000000.0,,5534000000.0,,,5883000000.0,,,,6275000000.0,,6275000000.0,,,6658000000.0,,,,7028000000.0,,,,7181000000.0,,7181000000.0,3512000000.0,5251000000.0,6989000000.0,1791000000.0,3581000000.0,5380000000.0,7057000000.0,7057000000.0,1874000000.0,3737000000.0,5587000000.0,7256000000.0,1969000000.0,3935000000.0,5887000000.0,7551000000.0,2118000000.0,4226000000.0,6318000000.0,8020000000.0,2189000000.0,4357000000.0,6517000000.0,8514000000.0,2225000000.0,4450000000.0,6671000000.0,8742000000.0,2378000000.0
DividendsPreferredStock / USD,,,161000000.0,,176000000.0,,,,192000000.0,,,192000000.0,,219000000.0,,,,233000000.0,,233000000.0,,,256000000.0,58000000.0,,182000000.0,244000000.0,60000000.0,244000000.0,130000000.0,189000000.0,253000000.0,65000000.0,129000000.0,192000000.0,259000000.0,63000000.0,124000000.0,184000000.0,255000000.0,62000000.0,255000000.0,124000000.0,198000000.0,247000000.0,66000000.0,131000000.0,195000000.0,265000000.0,265000000.0,65000000.0,129000000.0,193000000.0,263000000.0,66000000.0,132000000.0,197000000.0,263000000.0,70000000.0,140000000.0,208000000.0,271000000.0,71000000.0,141000000.0,210000000.0,281000000.0,70000000.0,140000000.0,209000000.0,282000000.0,72000000.0
EarningsPerShareBasic / USD/shares,1.1,2.77,3.22,3.65,3.86,1.11,2.69,3.57,4.49,1.07,2.24,4.49,3.24,4.32,1.08,1.67,2.52,4.12,,4.12,,,3.82,1.09,2.32,3.26,4.04,0.71,4.04,1.56,2.33,4.19,0.93,2.09,3.09,2.5,0.99,3.97,4.95,3.8,1.09,3.8,2.05,3.02,5.8,1.26,2.51,3.58,3.75,3.75,1.41,2.88,4.03,1.45,1.69,3.22,4.53,5.13,1.66,3.39,4.76,5.69,1.62,3.25,4.67,6.0,1.89,3.33,4.89,6.07,1.65
EarningsPerShareDiluted / USD/shares,1.03,2.61,3.04,3.46,3.64,1.06,2.56,3.39,4.26,1.02,2.13,4.26,3.09,4.11,1.03,1.6,2.42,3.93,,3.93,,,3.66,1.04,2.21,3.12,3.86,0.69,3.86,1.51,2.26,4.01,0.91,2.03,3.0,2.44,0.96,3.81,4.76,3.69,1.06,3.69,2.0,2.94,5.59,1.22,2.44,3.48,3.67,3.67,1.36,2.77,3.89,1.43,1.63,3.1,4.37,4.96,1.61,3.27,4.59,5.5,1.57,3.16,4.53,5.81,1.83,3.23,4.75,5.9,1.61
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113000000.0,-95000000.0,19000000.0,19000000.0,-65000000.0,-9000000.0,-179000000.0,-88000000.0,31000000.0,146000000.0,65000000.0,-139000000.0,-127000000.0,-256000000.0,-312000000.0,101000000.0,-235000000.0,-182000000.0,-170000000.0,-497000000.0,-156000000.0,-49000000.0,-168000000.0,-170000000.0,116000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,,,,,0.241,,,,0.259,,,0.259,,0.27,,,,0.22,,0.22,,,0.27,,,,0.228,,0.228,,,0.211,,,,0.247,,,,0.25,,0.25,,,0.231,,,,0.26,0.26,,,,0.347,,,,0.172,,,,0.185,,,,0.178,,,,0.197,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,,,0.35,,,,0.35,,,0.35,,0.35,,,,0.35,,0.35,,,0.35,,,,0.35,,0.35,,,0.35,,,,0.35,,,,0.35,,0.35,,,0.35,,,,0.281,0.281,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,
EffectiveIncomeTaxRateReconciliationFdiiPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,,,,0.008,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,,,,-0.068,,,,-0.071,,,-0.071,,-0.077,,,,-0.082,,-0.082,,,-0.082,,,,-0.078,,-0.074,,,-0.108,,,,-0.14,,,,-0.091,,-0.091,,,-0.068,,,,-0.047,-0.047,,,,-0.005,,,,-0.001,,,,-0.005,,,,-0.003,,,,-0.005,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,,,-0.007,,,,-0.007,,,-0.007,,-0.009,,,,-0.012,,-0.012,,,-0.023,,,,-0.016,,-0.02,,,-0.014,,,,-0.02,,,,-0.004,,-0.004,,,-0.018,,,,-0.026,-0.026,,,,-0.049,,,,-0.012,,,,-0.006,,,,-0.009,,,,-0.007,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013,,,,-0.004,-0.004,,,,-0.038,,,,-0.016,,,,-0.016,,,,-0.02,,,,-0.01,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.014,,,,0.026,,,,0.014,,,,0.013,,,,0.015,,,,0.016,
EffectiveIncomeTaxRateReconciliationTaxContingenciesOther / pure,,,,,-0.034,,,,-0.013,,,-0.013,,-0.004,,,,-0.036,,-0.036,,,-0.013,,,,-0.019,,-0.02,,,-0.017,,,,-0.009,,,,-0.005,,-0.005,,,-0.02,,,,-0.003,-0.003,,,,-0.003,,,,0.001,,,,-0.001,,,,-0.004,,,,0.001,
EmployeeRelatedLiabilitiesCurrent / USD,,,,,1983000000.0,,,,1822000000.0,,,1822000000.0,,1753000000.0,,,,1660000000.0,,1660000000.0,,,1665000000.0,,,,1647000000.0,,1575000000.0,,,1390000000.0,,,,1457000000.0,,,,1344000000.0,,1344000000.0,,,1298000000.0,,,,1623000000.0,1623000000.0,,,,,,,,,,,,,,,,2030000000.0,,,,2161000000.0,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,,147000000.0,,,,137000000.0,,,137000000.0,,118000000.0,,,,117000000.0,,117000000.0,,,102000000.0,,,,96000000.0,,96000000.0,,,127000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88000000.0,,,,103000000.0,
EmployeeServiceShareBasedCompensationTaxBenefitFromExerciseOfStockOptions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433000000.0,,433000000.0,,,421000000.0,,,,127000000.0,127000000.0,,,,221000000.0,,,,298000000.0,,,,292000000.0,,,,399000000.0,,,,207000000.0,
EntityCommonStockSharesOutstanding / shares,2921734338.0,2904592954.0,,2879904226.0,2838474868.0,2799193095.0,2800783600.0,2791293888.0,2747768202.0,2751320136.0,2754399314.0,2747768202.0,2740105964.0,2754274536.0,2734230540.0,2731651042.0,2740773339.0,2738760542.0,2718230729.0,2738760542.0,2711408161.0,2705960276.0,2707652337.0,2702118733.0,2700509874.0,2712995590.0,2712561733.0,2720572743.0,,2704565560.0,2661851865.0,2668751125.0,2675992524.0,2556477220.0,2557614388.0,2550014230.0,2536958080.0,2521003706.0,2514599476.0,2488011390.0,2491408329.0,,2501579709.0,2508329764.0,2502259668.0,2493812048.0,2469452884.0,2475642613.0,2486086692.0,2486086692.0,2479605893.0,2462476044.0,2448232786.0,2427424874.0,2419947819.0,2397065706.0,2399296841.0,2389553883.0,2369696862.0,2359144096.0,2356969322.0,2357306187.0,2356886211.0,2353021054.0,2360135282.0,2354050987.0,2355041729.0,2344851814.0,2344542034.0,2342371488.0,2336733549.0
EntityPublicFloat / USD,,,,,176000000000.0,,,,181000000000.0,,,181000000000.0,,184000000000.0,,,,185000000000.0,,185000000000.0,,,221000000000.0,,,,246000000000.0,,,,,215000000000.0,,,,215000000000.0,,,,231000000000.0,,,,,226000000000.0,,,,304000000000.0,304000000000.0,,,,341000000000.0,,,,392000000000.0,,,,357000000000.0,,,,345000000000.0,,,,393000000000.0,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,,3206000000.0,3779000000.0,3896000000.0,4079000000.0,3558000000.0,4267000000.0,4351000000.0,3558000000.0,4497000000.0,4212000000.0,4728000000.0,4871000000.0,5066000000.0,4568000000.0,5096000000.0,4568000000.0,5244000000.0,5346000000.0,4923000000.0,5221000000.0,4984000000.0,5016000000.0,5214000000.0,4421000000.0,4415000000.0,4487000000.0,4606000000.0,4336000000.0,4890000000.0,4703000000.0,4757000000.0,4840000000.0,-4956000000.0,5038000000.0,-5129000000.0,4855000000.0,-5184000000.0,4855000000.0,5251000000.0,5338000000.0,5156000000.0,5443000000.0,5556000000.0,5628000000.0,5376000000.0,5376000000.0,5849000000.0,5977000000.0,6005000000.0,5730000000.0,6149000000.0,6198000000.0,6262000000.0,6100000000.0,6284000000.0,6268000000.0,6335000000.0,6273000000.0,6308000000.0,6444000000.0,6499000000.0,6256000000.0,6700000000.0,6684000000.0,6816000000.0,6558000000.0,7078000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,,,,,,,,,,,481000000.0,,,,504000000.0,,504000000.0,,,432000000.0,,,,388000000.0,,388000000.0,,,326000000.0,,,,292000000.0,,,,280000000.0,,280000000.0,,,359000000.0,,,,310000000.0,310000000.0,,,,301000000.0,,,,316000000.0,,,,340000000.0,,,,318000000.0,,,,308000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,,,,,,,,,,,345000000.0,,,,380000000.0,,380000000.0,,,309000000.0,,,,271000000.0,,246000000.0,,,206000000.0,,,,185000000.0,,,,177000000.0,,177000000.0,,,267000000.0,,,,250000000.0,250000000.0,,,,243000000.0,,,,258000000.0,,,,247000000.0,,,,200000000.0,,,,179000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,,,,,,,,,,,381000000.0,,,,405000000.0,,405000000.0,,,332000000.0,,,,299000000.0,,273000000.0,,,255000000.0,,,,201000000.0,,,,188000000.0,,188000000.0,,,278000000.0,,,,268000000.0,268000000.0,,,,259000000.0,,,,268000000.0,,,,287000000.0,,,,248000000.0,,,,205000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,,,,,,,,,,,419000000.0,,,,442000000.0,,442000000.0,,,360000000.0,,,,322000000.0,,291000000.0,,,281000000.0,,,,249000000.0,,,,205000000.0,,205000000.0,,,290000000.0,,,,280000000.0,280000000.0,,,,277000000.0,,,,288000000.0,,,,297000000.0,,,,287000000.0,,,,255000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,,,,,,,,,,,448000000.0,,,,485000000.0,,485000000.0,,,393000000.0,,,,350000000.0,,316000000.0,,,298000000.0,,,,275000000.0,,,,254000000.0,,254000000.0,,,309000000.0,,,,291000000.0,291000000.0,,,,289000000.0,,,,305000000.0,,,,320000000.0,,,,297000000.0,,,,298000000.0,
FiniteLivedIntangibleAssetsGross / USD,,,,,,,,,8675000000.0,,,8675000000.0,,9043000000.0,,,,8861000000.0,,8861000000.0,,,9693000000.0,,,,9361000000.0,,8230000000.0,,,7305000000.0,,,,7661000000.0,,,,7327000000.0,,7327000000.0,,,7376000000.0,,,,8544000000.0,8544000000.0,,,,8491000000.0,,,,8628000000.0,,,,9012000000.0,,,,9047000000.0,9107000000.0,8965000000.0,9047000000.0,9019000000.0,9180000000.0
GainLossOnDispositionOfAssets1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-241000000.0,,75000000.0,5343000000.0,5452000000.0,,81000000.0,,158000000.0,187000000.0,,361000000.0,370000000.0,370000000.0,,,2000000.0,13000000.0,-11000000.0,,12000000.0,14000000.0,15000000.0,-7000000.0,73000000.0,82000000.0,84000000.0,16000000.0,1000000.0,3000000.0,4000000.0,85000000.0,3000000.0,3000000.0,51000000.0,40000000.0,-794000000.0
Goodwill / USD,56512000000.0,56512000000.0,59767000000.0,56512000000.0,59767000000.0,54012000000.0,54012000000.0,54012000000.0,56512000000.0,57562000000.0,57562000000.0,56512000000.0,57562000000.0,54012000000.0,53773000000.0,53773000000.0,53773000000.0,57562000000.0,55188000000.0,57562000000.0,55188000000.0,55188000000.0,53773000000.0,53704000000.0,53704000000.0,53704000000.0,55188000000.0,44622000000.0,52284000000.0,44622000000.0,44622000000.0,50729000000.0,44350000000.0,44350000000.0,44350000000.0,44622000000.0,44699000000.0,44699000000.0,44699000000.0,44350000000.0,45175000000.0,44350000000.0,45175000000.0,45175000000.0,44699000000.0,40273000000.0,40273000000.0,40273000000.0,45175000000.0,45175000000.0,39901000000.0,39901000000.0,39901000000.0,40273000000.0,40924000000.0,40924000000.0,40924000000.0,39901000000.0,39700000000.0,39700000000.0,39700000000.0,40924000000.0,40659000000.0,40659000000.0,40659000000.0,39700000000.0,40303000000.0,40303000000.0,40303000000.0,40659000000.0,41650000000.0
GoodwillTranslationAndPurchaseAccountingAdjustments / USD,,,,,-2617000000.0,2069000000.0,1652000000.0,2898000000.0,-2679000000.0,-1482000000.0,-2358000000.0,-2679000000.0,-1741000000.0,3446000000.0,589000000.0,967000000.0,273000000.0,-2860000000.0,686000000.0,-2860000000.0,1105000000.0,1039000000.0,659000000.0,-1478000000.0,-2312000000.0,-4335000000.0,964000000.0,-10000000.0,893000000.0,-461000000.0,61000000.0,-3449000000.0,121000000.0,-879000000.0,-655000000.0,-268000000.0,490000000.0,852000000.0,1394000000.0,386000000.0,-23000000.0,386000000.0,-336000000.0,-577000000.0,394000000.0,-614000000.0,-219000000.0,-614000000.0,-398000000.0,-398000000.0,668000000.0,1480000000.0,711000000.0,-330000000.0,-431000000.0,-798000000.0,-985000000.0,1007000000.0,-939000000.0,217000000.0,580000000.0,-2006000000.0,-420000000.0,257000000.0,-92000000.0,521000000.0,667000000.0,-405000000.0,173000000.0,-295000000.0,-7000000.0
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1341000000.0,1341000000.0,0.0,
