fact_unit,2010-04-29,2010-07-23,2010-10-27,2011-02-24,2011-04-28,2011-08-01,2011-10-31,2012-02-29,2012-04-24,2012-07-27,2012-10-25,2013-02-25,2013-04-25,2013-07-26,2013-10-24,2014-02-20,2014-04-24,2014-07-24,2014-10-23,2015-02-23,2015-04-23,2015-07-31,2015-10-23,2016-02-22,2016-04-29,2016-08-02,2016-10-28,2017-02-23,2017-04-28,2017-08-01,2017-11-07,2018-02-21,2018-04-30,2018-08-02,2018-10-26,2019-02-22,2019-05-02,2019-07-26,2019-10-30,2020-02-25,2020-05-13,2020-05-21,2020-08-10,2020-11-04,2021-02-26,2021-04-29,2021-08-05,2021-10-29,2022-03-01,2022-05-05,2022-07-29,2022-11-03,2023-02-23,2023-05-04,2023-07-27,2023-10-26,2024-02-21,2024-04-25,2024-07-25,2024-10-29,2025-02-14,2025-04-29,2025-07-29,2025-10-28
AccountsPayableCurrent / USD,264554000.0,264554000.0,264554000.0,264554000.0,249047000.0,249047000.0,249047000.0,249047000.0,304623000.0,304623000.0,304623000.0,304623000.0,351587000.0,351587000.0,351587000.0,351587000.0,372226000.0,372226000.0,372226000.0,372226000.0,331505000.0,331505000.0,331505000.0,331505000.0,302072000.0,302072000.0,302072000.0,302072000.0,305313000.0,305313000.0,305313000.0,305313000.0,360113000.0,360113000.0,360113000.0,360113000.0,488212000.0,488212000.0,488212000.0,488212000.0,488212000.0,563706000.0,563706000.0,563706000.0,563706000.0,353422000.0,353422000.0,353422000.0,353422000.0,545978000.0,545978000.0,545978000.0,545978000.0,646727000.0,646727000.0,646727000.0,647000000.0,792000000.0,792000000.0,792000000.0,792000000.0,919000000.0,919000000.0,919000000.0
AccruedLiabilitiesCurrent / USD,521190000.0,521190000.0,521190000.0,521190000.0,552543000.0,522057000.0,522057000.0,553218000.0,564272000.0,564272000.0,564272000.0,564272000.0,541722000.0,541722000.0,541722000.0,541722000.0,563702000.0,563702000.0,563702000.0,539414000.0,635138000.0,635138000.0,635138000.0,635138000.0,658601000.0,658601000.0,658601000.0,658601000.0,692322000.0,692322000.0,692322000.0,692322000.0,903022000.0,903022000.0,903022000.0,903022000.0,899761000.0,899761000.0,899761000.0,899761000.0,899761000.0,1078345000.0,1078345000.0,1078345000.0,1078345000.0,615750000.0,615750000.0,615750000.0,615750000.0,887575000.0,887575000.0,887575000.0,887575000.0,1459957000.0,1459957000.0,1459957000.0,1459000000.0,1478000000.0,1478000000.0,1478000000.0,1478000000.0,1635000000.0,1635000000.0,1635000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,,4858244000.0,,,,5335297000.0,,,,5991669000.0,,,,6753545000.0,,,,7085985000.0,,,,7440912000.0,,,,7981365000.0,,,,8044916000.0,39882000.0,45412000.0,51493000.0,8968948000.0,8968948000.0,,,,10083116000.0,,,,10016977000.0,,,,11179731000.0,,,,12529000000.0,,,,13810000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,182733000.0,182733000.0,182733000.0,182733000.0,25066000.0,25066000.0,25066000.0,25066000.0,-75938000.0,-75938000.0,-75938000.0,-75938000.0,-134516000.0,-134516000.0,-134516000.0,-75938000.0,-134516000.0,-134516000.0,-134516000.0,-134516000.0,5671000.0,5671000.0,5671000.0,-134516000.0,-896994000.0,-896994000.0,-896994000.0,-1328433000.0,-916484000.0,-916484000.0,-916484000.0,-916484000.0,-334265000.0,-334265000.0,-334265000.0,-334265000.0,-627734000.0,-627734000.0,-627734000.0,-627734000.0,-627734000.0,-797713000.0,-797713000.0,-797713000.0,-797713000.0,-739341000.0,-739341000.0,-739341000.0,-739341000.0,-710885000.0,-710885000.0,-710885000.0,-710885000.0,-643214000.0,-643214000.0,-643214000.0,-644000000.0,-674000000.0,-674000000.0,-674000000.0,-674000000.0,-802000000.0,-802000000.0,-802000000.0
AdditionalPaidInCapitalCommonStock / USD,2973495000.0,2973495000.0,2973495000.0,2973495000.0,3027130000.0,3027130000.0,3027130000.0,3027130000.0,3071759000.0,3071759000.0,3071759000.0,3071759000.0,3109887000.0,3109887000.0,3109887000.0,3109887000.0,3159038000.0,3159038000.0,3159038000.0,3159038000.0,3253552000.0,3253552000.0,3253552000.0,3253552000.0,3297619000.0,3297619000.0,3297619000.0,3297619000.0,3328517000.0,3328517000.0,3328517000.0,3328517000.0,3390117000.0,3390117000.0,3390117000.0,3390117000.0,3420900000.0,3420900000.0,3420900000.0,3420900000.0,3420900000.0,3493959000.0,3493959000.0,3493959000.0,3493959000.0,5998574000.0,5998574000.0,5998574000.0,5998574000.0,7557297000.0,7557297000.0,7557297000.0,7557297000.0,7284852000.0,7284852000.0,7284852000.0,7285000000.0,7474000000.0,7474000000.0,7474000000.0,7474000000.0,7831000000.0,7831000000.0,7831000000.0
AdvertisingExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,16772000.0,,,,28073000.0,,,,23803000.0,,,,24153000.0,,,,21178000.0,,,,26116000.0,,,,36073000.0,,,,32659000.0,,,,69459000.0,69459000.0,,,,46061000.0,,,,75930000.0,,,,39780000.0,,,,64000000.0,,,,36000000.0,,,
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5635000.0,5635000.0,5635000.0,3867000.0,3867000.0,3867000.0,3867000.0,13411000.0,13411000.0,13411000.0,13411000.0,11612000.0,11612000.0,11612000.0,11600000.0,7000000.0,7000000.0,7000000.0,,,,
AmortizationOfFinancingCostsAndDiscounts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43190000.0,84734000.0,129957000.0,249000000.0,30000000.0,58000000.0,84000000.0,163000000.0,26000000.0,51000000.0,76000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,2800000.0,3600000.0,5000000.0,1300000.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877000.0,662000.0,265606.0,0.0,413501.0,449000.0,433705.0,282118000.0,23407179.0,23597611.0,31085736.0,504250000.0,30994718.0,25459641.0,0.0,31027815000.0,0.0,0.0,0.0
