fact_unit,2009-08-14,2009-11-06,2010-02-26,2010-05-07,2010-08-27,2010-11-05,2011-02-25,2011-05-06,2011-08-05,2011-11-03,2012-02-24,2012-05-04,2012-08-03,2012-11-02,2013-02-22,2013-05-03,2013-08-02,2013-11-01,2014-02-21,2014-05-02,2014-07-31,2014-10-31,2015-02-20,2015-05-01,2015-07-30,2015-10-30,2016-02-17,2016-04-26,2016-07-26,2016-10-25,2017-02-14,2017-04-27,2017-07-27,2017-10-26,2018-02-13,2018-04-26,2018-07-26,2018-10-25,2019-02-07,2019-04-25,2019-07-25,2019-10-24,2020-02-07,2020-04-28,2020-07-29,2020-10-27,2021-02-09,2021-04-27,2021-07-27,2021-10-27,2022-02-11,2022-04-28,2022-07-29,2022-10-27,2023-02-10,2023-04-26,2023-07-27,2023-10-26,2024-02-08,2024-04-26,2024-07-25,2024-10-24,2025-02-06,2025-04-24,2025-07-25,2025-10-24
AccountsPayableCurrent / USD,,1013000000.0,1013000000.0,670000000.0,670000000.0,670000000.0,670000000.0,835000000.0,835000000.0,835000000.0,835000000.0,1031000000.0,1031000000.0,1031000000.0,1031000000.0,1103000000.0,1103000000.0,1103000000.0,1103000000.0,1274000000.0,1274000000.0,1274000000.0,1274000000.0,1242000000.0,1242000000.0,1242000000.0,1242000000.0,1289000000.0,1289000000.0,1289000000.0,1289000000.0,1666000000.0,1666000000.0,1666000000.0,1666000000.0,2242000000.0,2242000000.0,2242000000.0,2242000000.0,2068000000.0,2068000000.0,2068000000.0,2068000000.0,2299000000.0,2299000000.0,2299000000.0,2299000000.0,2780000000.0,2780000000.0,2780000000.0,2780000000.0,3331000000.0,3331000000.0,3331000000.0,3331000000.0,4076000000.0,4076000000.0,4076000000.0,4076000000.0,4143000000.0,4143000000.0,4143000000.0,4143000000.0,3952000000.0,3952000000.0,3952000000.0
AccountsReceivableNetCurrent / USD,2848000000.0,2848000000.0,2848000000.0,3098000000.0,3098000000.0,3098000000.0,3098000000.0,3009000000.0,3009000000.0,3009000000.0,3009000000.0,3201000000.0,3201000000.0,3201000000.0,3201000000.0,3589000000.0,3589000000.0,3589000000.0,3589000000.0,3853000000.0,3853000000.0,3853000000.0,3853000000.0,4004000000.0,4004000000.0,4004000000.0,4004000000.0,2778000000.0,2778000000.0,2778000000.0,2778000000.0,3499000000.0,3499000000.0,3499000000.0,3499000000.0,3194000000.0,3194000000.0,3194000000.0,3194000000.0,2950000000.0,2950000000.0,2950000000.0,2950000000.0,3080000000.0,3080000000.0,3080000000.0,3080000000.0,2905000000.0,2905000000.0,2905000000.0,2905000000.0,3123000000.0,3123000000.0,3123000000.0,3123000000.0,3850000000.0,3850000000.0,3850000000.0,3850000000.0,3461000000.0,3461000000.0,3461000000.0,3461000000.0,3789000000.0,3789000000.0,3789000000.0
AccountsReceivableSale / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400000000.0,11500000000.0,2500000000.0,5500000000.0,8600000000.0,11800000000.0,2800000000.0,5600000000.0,8400000000.0,11900000000.0,2900000000.0,6100000000.0,9400000000.0,13300000000.0,2700000000.0,5600000000.0,8800000000.0
AccruedIncomeTaxesCurrent / USD,,488000000.0,488000000.0,500000000.0,500000000.0,500000000.0,500000000.0,601000000.0,601000000.0,601000000.0,601000000.0,897000000.0,897000000.0,897000000.0,897000000.0,1456000000.0,1456000000.0,1456000000.0,1456000000.0,1192000000.0,1192000000.0,1192000000.0,1192000000.0,1078000000.0,1078000000.0,1078000000.0,1078000000.0,970000000.0,970000000.0,970000000.0,970000000.0,832000000.0,832000000.0,832000000.0,832000000.0,812000000.0,812000000.0,812000000.0,812000000.0,576000000.0,576000000.0,576000000.0,576000000.0,796000000.0,796000000.0,796000000.0,796000000.0,1091000000.0,1091000000.0,1091000000.0,1091000000.0,1025000000.0,1025000000.0,1025000000.0,1025000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1158000000.0,1158000000.0,1158000000.0,1158000000.0,1258000000.0,1258000000.0,1258000000.0
AccruedMarketingCostsCurrent / USD,,,,,,,,,393000000.0,393000000.0,393000000.0,519000000.0,519000000.0,519000000.0,519000000.0,527000000.0,527000000.0,527000000.0,527000000.0,503000000.0,503000000.0,503000000.0,503000000.0,549000000.0,549000000.0,549000000.0,549000000.0,640000000.0,640000000.0,640000000.0,640000000.0,575000000.0,575000000.0,575000000.0,575000000.0,708000000.0,708000000.0,708000000.0,708000000.0,732000000.0,732000000.0,732000000.0,732000000.0,666000000.0,666000000.0,666000000.0,666000000.0,782000000.0,782000000.0,782000000.0,782000000.0,811000000.0,811000000.0,811000000.0,811000000.0,695000000.0,695000000.0,695000000.0,695000000.0,862000000.0,862000000.0,862000000.0,862000000.0,1015000000.0,1015000000.0,1015000000.0
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax / USD,,,,,1416000000.0,1401000000.0,1444000000.0,1389000000.0,1372000000.0,1350000000.0,1408000000.0,1628000000.0,1598000000.0,1576000000.0,1650000000.0,2547000000.0,2508000000.0,2467000000.0,2585000000.0,3306000000.0,3247000000.0,3188000000.0,3365000000.0,2008000000.0,2006000000.0,1968000000.0,2046000000.0,2964000000.0,2910000000.0,2854000000.0,3020000000.0,,,,3332000000.0,,,,3565000000.0,,,,,,,,,,,,3829000000.0,,,,4253000000.0,,,,2880000000.0,,,,1822000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-2281000000.0,-2281000000.0,-2281000000.0,-817000000.0,-1719000000.0,-1019000000.0,-2281000000.0,-553000000.0,-1301000000.0,-520000000.0,-817000000.0,-146000000.0,-262000000.0,-1425000000.0,-1140000000.0,-2367000000.0,-3376000000.0,-2835000000.0,-2863000000.0,-3720000000.0,-4115000000.0,-4820000000.0,-3604000000.0,-4213000000.0,-4314000000.0,-5022000000.0,-4190000000.0,-8090000000.0,-8107000000.0,-8927000000.0,-9402000000.0,-9559000000.0,-9559000000.0,-9559000000.0,-9559000000.0,-8535000000.0,-8535000000.0,-8535000000.0,-8535000000.0,-10111000000.0,-10111000000.0,-10111000000.0,-10111000000.0,-9363000000.0,-9363000000.0,-9363000000.0,-9363000000.0,-11181000000.0,-11181000000.0,-11181000000.0,-11181000000.0,-9577000000.0,-9577000000.0,-9577000000.0,-9577000000.0,-9559000000.0,-9559000000.0,-9559000000.0,-9559000000.0,-11815000000.0,-11815000000.0,-11815000000.0,-11815000000.0,-11314000000.0,-11314000000.0,-11314000000.0
AdditionalPaidInCapitalCommonStock / USD,,,,,,,,,,,,,,,,,1334000000.0,1334000000.0,1334000000.0,723000000.0,723000000.0,723000000.0,723000000.0,710000000.0,710000000.0,710000000.0,710000000.0,1929000000.0,1929000000.0,1929000000.0,1929000000.0,1964000000.0,1964000000.0,1964000000.0,1964000000.0,1972000000.0,1972000000.0,1972000000.0,1972000000.0,1939000000.0,1939000000.0,1939000000.0,1939000000.0,2019000000.0,2019000000.0,2019000000.0,2019000000.0,2105000000.0,2105000000.0,2105000000.0,2105000000.0,2225000000.0,2225000000.0,2225000000.0,2225000000.0,2230000000.0,2230000000.0,2230000000.0,2230000000.0,2285000000.0,2285000000.0,2285000000.0,2285000000.0,2335000000.0,2335000000.0,2335000000.0
AdvertisingExpense / USD,,,,,,,436000000.0,,,,387000000.0,,,,402000000.0,,,,464000000.0,,,,483000000.0,,,,435000000.0,,,,439000000.0,,,,448000000.0,,,,405000000.0,,,,830000000.0,,,,896000000.0,,,,730000000.0,,,,637000000.0,,,,807000000.0,,,,777000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,14000000.0,14000000.0,14000000.0,33000000.0,33000000.0,33000000.0,33000000.0,56000000.0,56000000.0,56000000.0,56000000.0,45000000.0,45000000.0,45000000.0,45000000.0,56000000.0,56000000.0,56000000.0,56000000.0,53000000.0,53000000.0,53000000.0,53000000.0,50000000.0,50000000.0,50000000.0,50000000.0,58000000.0,58000000.0,58000000.0,58000000.0,42000000.0,42000000.0,42000000.0,42000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,20000000.0,20000000.0,20000000.0,20000000.0,23000000.0,23000000.0,23000000.0,23000000.0,70000000.0,70000000.0,70000000.0,70000000.0,42000000.0,42000000.0,42000000.0,42000000.0,79000000.0,79000000.0,79000000.0,79000000.0,47000000.0,47000000.0,47000000.0
