fact_unit,2011-01-10,2011-04-06,2011-07-11,2011-10-31,2012-01-09,2012-04-09,2012-07-10,2012-10-30,2013-01-09,2013-04-09,2013-07-10,2013-10-30,2014-01-09,2014-04-09,2014-07-10,2014-10-30,2015-01-09,2015-04-09,2015-07-10,2015-11-02,2016-01-11,2016-04-11,2016-07-11,2016-10-31,2017-01-09,2017-04-10,2017-07-10,2017-10-30,2018-01-09,2018-04-09,2018-07-10,2018-10-30,2019-01-09,2019-04-09,2019-07-10,2019-10-30,2020-01-09,2020-04-09,2020-07-09,2020-10-29,2021-01-06,2021-04-05,2021-07-02,2021-10-22,2022-01-03,2022-04-04,2022-07-01,2022-10-21,2023-01-05,2023-04-03,2023-07-03,2023-10-27,2024-01-05,2024-04-03,2024-07-03,2024-10-29,2025-01-08,2025-04-04,2025-07-03,2025-10-22
AccountsPayableAndAccruedLiabilitiesCurrent / USD,23976000.0,23976000.0,23976000.0,23976000.0,24603000.0,24603000.0,24603000.0,24603000.0,27680000.0,27680000.0,27680000.0,27680000.0,29864000.0,29864000.0,29864000.0,29864000.0,26971000.0,26971000.0,26971000.0,26971000.0,33880000.0,33880000.0,33880000.0,33880000.0,45836000.0,45836000.0,45836000.0,45836000.0,59214000.0,59214000.0,59214000.0,59214000.0,72059000.0,72059000.0,72059000.0,72059000.0,79620000.0,79620000.0,79620000.0,79620000.0,82094000.0,82094000.0,82094000.0,82094000.0,85777000.0,85777000.0,85777000.0,85777000.0,108395000.0,108395000.0,108395000.0,108395000.0,121816000.0,121816000.0,121816000.0,121816000.0,178250000.0,178250000.0,178250000.0,178250000.0
AccountsReceivableNetCurrent / USD,59693000.0,59693000.0,59693000.0,59693000.0,75004000.0,75004000.0,75004000.0,75004000.0,74251000.0,74251000.0,74251000.0,74251000.0,73290000.0,73290000.0,73290000.0,73290000.0,90354000.0,90354000.0,90354000.0,90354000.0,95064000.0,95064000.0,95064000.0,95064000.0,97797000.0,97797000.0,97797000.0,97797000.0,148331000.0,148331000.0,148331000.0,148331000.0,156639000.0,156639000.0,156639000.0,156639000.0,146309000.0,146309000.0,146309000.0,146309000.0,155011000.0,155011000.0,155011000.0,155011000.0,151187000.0,151187000.0,151187000.0,151187000.0,204102000.0,204102000.0,204102000.0,204102000.0,237665000.0,237665000.0,237665000.0,237665000.0,228054000.0,228054000.0,228054000.0,228054000.0
AccruedIncomeTaxesNoncurrent / USD,7346000.0,7346000.0,7346000.0,7346000.0,7204000.0,7204000.0,7204000.0,7204000.0,5464000.0,5464000.0,5464000.0,5464000.0,5435000.0,5435000.0,5435000.0,5435000.0,5501000.0,5501000.0,5501000.0,5501000.0,6776000.0,6776000.0,6776000.0,6776000.0,8782000.0,8782000.0,8782000.0,8782000.0,11484000.0,11484000.0,11484000.0,11484000.0,29626000.0,29626000.0,29626000.0,29626000.0,26292000.0,26292000.0,26292000.0,26292000.0,27739000.0,27739000.0,27739000.0,27739000.0,30279000.0,30279000.0,30279000.0,30279000.0,34211000.0,34211000.0,34211000.0,34211000.0,30344000.0,30344000.0,30344000.0,30344000.0,40452000.0,40452000.0,40452000.0,40452000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,81457000.0,81457000.0,81457000.0,81457000.0,92370000.0,92370000.0,92370000.0,92370000.0,113016000.0,113016000.0,113016000.0,113016000.0,126967000.0,126967000.0,126967000.0,126967000.0,144072000.0,144072000.0,144072000.0,144072000.0,154015000.0,154015000.0,154015000.0,154015000.0,168652000.0,168652000.0,,168652000.0,,,,194033000.0,,,,245256000.0,,,,214671000.0,,,,233860000.0,,,,260767000.0,,,,266239000.0,,,,114135000.0,,,,126521000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-21385000.0,-21385000.0,-21385000.0,-10223000.0,-5660000.0,-5660000.0,-5660000.0,-21385000.0,-22726000.0,-22726000.0,-22726000.0,-22726000.0,-31173000.0,-31173000.0,-31173000.0,-31173000.0,-17921000.0,-17921000.0,-17921000.0,-17921000.0,-44052000.0,-44052000.0,-44052000.0,-44052000.0,-68553000.0,-68553000.0,-68553000.0,-68553000.0,-34720000.0,-34720000.0,-34720000.0,-34720000.0,-51439000.0,-51439000.0,-51439000.0,-51439000.0,-74544000.0,-74544000.0,-74544000.0,-74544000.0,-39293000.0,-39293000.0,-39293000.0,-39293000.0,-38962000.0,-38962000.0,-38962000.0,-38962000.0,-108383000.0,-108383000.0,-108383000.0,-108383000.0,-87141000.0,-87141000.0,-87141000.0,-87141000.0,-79613000.0,-79613000.0,-79613000.0,-79613000.0
AdditionalPaidInCapital / USD,344144000.0,344144000.0,344144000.0,344144000.0,432538000.0,432538000.0,432538000.0,432538000.0,137569000.0,137569000.0,137569000.0,137569000.0,326869000.0,326869000.0,326869000.0,326869000.0,413754000.0,413754000.0,413754000.0,413754000.0,542355000.0,542355000.0,542355000.0,542355000.0,623195000.0,623195000.0,623195000.0,623195000.0,741748000.0,741748000.0,741748000.0,741748000.0,667531000.0,667531000.0,667531000.0,667531000.0,806973000.0,806973000.0,806973000.0,806973000.0,939067000.0,939067000.0,939067000.0,939067000.0,1048305000.0,1048305000.0,1048305000.0,1048305000.0,1190350000.0,1190350000.0,1190350000.0,1190350000.0,1323631000.0,1323631000.0,1323631000.0,1323631000.0,1478839000.0,1478839000.0,1478839000.0,1478839000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,1600000.0,,2100000.0,2400000.0,2400000.0,,,,,,,,12274000.0,6159000.0,13504000.0,14465000.0,15689000.0,13710000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,,,,14065000.0,,,,25773000.0,,,,21982000.0,,,,39951000.0,,,,22891000.0,,,,26371000.0,,,,29793000.0,7481000.0,15420000.0,23241000.0,34183000.0,8435000.0,16140000.0,24135000.0,31517000.0,9814000.0,18028000.0,28372000.0,32400000.0,11317000.0,22327000.0,33355000.0,36579000.0,10401000.0,25937000.0,40604000.0,45065000.0,12175000.0,27500000.0,44365000.0,56003000.0,14310000.0,30962000.0,46707000.0,62038000.0
AllocatedShareBasedCompensationExpense / USD,,,,13623000.0,3677000.0,10377000.0,15352000.0,,,,300000.0,,,,,21982000.0,,10600000.0,17400000.0,39951000.0,5300000.0,11000000.0,17100000.0,22891000.0,6500000.0,15000000.0,22400000.0,26371000.0,6400000.0,13600000.0,20900000.0,29793000.0,7500000.0,15400000.0,23200000.0,34200000.0,8400000.0,16100000.0,24100000.0,31516000.0,9800000.0,18000000.0,28400000.0,32400000.0,11300000.0,22300000.0,33400000.0,36579000.0,10400000.0,25900000.0,40600000.0,45065000.0,12175000.0,27500000.0,44365000.0,56003000.0,14310000.0,30962000.0,46707000.0,62038000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,1862000.0,,1955000.0,1955000.0,1955000.0,1955000.0,1830000.0,1830000.0,1830000.0,1830000.0,1644000.0,1644000.0,1644000.0,1644000.0,1662000.0,1662000.0,1662000.0,1662000.0,1580000.0,1580.0,1580000.0,1580000.0,1521000.0,1521000.0,1521000.0,1521000.0,2738000.0,2738000.0,2738000.0,2738000.0,3490000.0,3490000.0,3490000.0,3490000.0,10511000.0,10511000.0,10511000.0,10511000.0,7987000.0,7987000.0,7987000.0,7987000.0,6431000.0,6431000.0,6431000.0,6431000.0,2776000.0,2776000.0,2776000.0,2776000.0,7769000.0,7769000.0,7769000.0,7769000.0,14581000.0,14581000.0,14581000.0,14581000.0
