fact_unit,2016-06-10,2016-09-06,2016-12-09,2017-03-31,2017-06-09,2017-09-08,2017-12-12,2018-03-29,2018-06-12,2018-08-06,2018-09-11,2018-12-10,2019-03-29,2019-06-10,2019-09-10,2019-12-09,2020-03-27,2020-06-08,2020-09-04,2020-12-07,2021-03-26,2021-06-07,2021-09-03,2021-12-03,2022-03-24,2022-06-06,2022-09-01,2022-12-05,2023-03-30,2023-06-12,2023-09-12,2023-12-08,2024-03-25,2024-06-11,2024-09-10,2024-12-10,2025-03-25,2025-06-10,2025-09-08
IncomeTaxesPaid / USD,,,,557000000.0,,,,264000000.0,,978000000.0,,,978000000.0,,,,924000000.0,,,,747000000.0,,,,1414000000.0,,,,1421000000.0,,,,1257000000.0,,,,1208000000.0,,
IncreaseDecreaseInAccountsPayable / USD,-600000000.0,68000000.0,-269000000.0,1029000000.0,-440000000.0,1232000000.0,968000000.0,-374000000.0,665000000.0,751000000.0,2444000000.0,2272000000.0,751000000.0,270000000.0,2630000000.0,1546000000.0,3779000000.0,-1045000000.0,240000000.0,299000000.0,952000000.0,-1538000000.0,-567000000.0,-216000000.0,894000000.0,-125000000.0,1353000000.0,5149000000.0,1598000000.0,-1501000000.0,-1700000000.0,-4466000000.0,5742000000.0,-726000000.0,1427000000.0,1012000000.0,-8546000000.0,1205000000.0,4726000000.0
IncreaseDecreaseInAccountsReceivable / USD,259000000.0,175000000.0,75000000.0,238000000.0,-108000000.0,380000000.0,1156000000.0,-187000000.0,-522000000.0,1935000000.0,313000000.0,-204000000.0,1935000000.0,-949000000.0,-76000000.0,-77000000.0,1590000000.0,-1753000000.0,-632000000.0,-800000000.0,1104000000.0,-1284000000.0,-654000000.0,-885000000.0,286000000.0,-1850000000.0,267000000.0,1587000000.0,396000000.0,-864000000.0,926000000.0,-803000000.0,2193000000.0,-3000000000.0,-1982000000.0,-2517000000.0,-113000000.0,-683000000.0,2203000000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,,,,,,,,,,,662000000.0,983000000.0,1933000000.0,287000000.0,1117000000.0,1597000000.0,2748000000.0,269000000.0,1482000000.0,1811000000.0,3418000000.0,311000000.0,1050000000.0,1001000000.0,3727000000.0,565000000.0,1289000000.0,1034000000.0,2815000000.0,479000000.0,1330000000.0,772000000.0,2597000000.0,-595000000.0,113000000.0,-815000000.0,3209000000.0,-750000000.0,-1190000000.0
IncreaseDecreaseInFinanceReceivables / USD,68000000.0,268000000.0,330000000.0,550000000.0,-73000000.0,74000000.0,253000000.0,321000000.0,136000000.0,751000000.0,657000000.0,1026000000.0,751000000.0,249000000.0,748000000.0,735000000.0,1653000000.0,-121000000.0,362000000.0,592000000.0,1302000000.0,14000000.0,544000000.0,624000000.0,1329000000.0,-276000000.0,-186000000.0,-234000000.0,728000000.0,-280000000.0,-78000000.0,286000000.0,241000000.0,-367000000.0,130000000.0,-445000000.0,461000000.0,165000000.0,652000000.0
IncreaseDecreaseInInventories / USD,-170000000.0,-150000000.0,-159000000.0,-71000000.0,20000000.0,-171000000.0,-152000000.0,5000000.0,-15000000.0,-1076000000.0,171000000.0,205000000.0,-1076000000.0,389000000.0,1136000000.0,1413000000.0,325000000.0,-273000000.0,-503000000.0,-364000000.0,1445000000.0,352000000.0,362000000.0,198000000.0,-311000000.0,396000000.0,791000000.0,2063000000.0,243000000.0,419000000.0,113000000.0,485000000.0,2514000000.0,-684000000.0,-1050000000.0,-1203000000.0,-875000000.0,1236000000.0,2517000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,1559000000.0,2292000000.0,2443000000.0,1624000000.0,1656000000.0,885000000.0,1710000000.0,-430000000.0,1948000000.0,1322000000.0,2248000000.0,2096000000.0,-973000000.0,593000000.0,-247000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,0.0,0.0,,,,,,,,,,,,34000000.0,32000000.0,25000000.0,,34000000.0,32000000.0,30000000.0,,15000000.0,18000000.0,22000000.0,27000000.0,25000000.0,24000000.0,23000000.0,23000000.0,26000000.0,22000000.0,19000000.0,29000000.0,13000000.0,12000000.0,14000000.0,19000000.0,19000000.0,17000000.0
IntangibleAssetsGrossExcludingGoodwill / USD,14077000000.0,13158000000.0,13158000000.0,13158000000.0,43317000000.0,43317000000.0,43317000000.0,43317000000.0,43511000000.0,43317000000.0,43511000000.0,43511000000.0,43511000000.0,43625000000.0,43625000000.0,43625000000.0,43625000000.0,43718000000.0,43718000000.0,43718000000.0,43718000000.0,42922000000.0,42922000000.0,42922000000.0,30593000000.0,30561000000.0,30561000000.0,30561000000.0,30561000000.0,30382000000.0,30382000000.0,30382000000.0,30382000000.0,30434000000.0,30434000000.0,30434000000.0,30434000000.0,30072000000.0,30072000000.0
IntangibleAssetsNetExcludingGoodwill / USD,9190000000.0,8577000000.0,8577000000.0,8577000000.0,35053000000.0,35053000000.0,35053000000.0,35053000000.0,28265000000.0,35053000000.0,28265000000.0,28265000000.0,28265000000.0,22270000000.0,22270000000.0,22270000000.0,22270000000.0,18107000000.0,18107000000.0,18107000000.0,18107000000.0,14429000000.0,14429000000.0,14429000000.0,9115000000.0,7461000000.0,7461000000.0,7461000000.0,7461000000.0,6468000000.0,6468000000.0,6468000000.0,6468000000.0,5701000000.0,5701000000.0,5701000000.0,5701000000.0,4988000000.0,4988000000.0
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757000000.0,1128000000.0,1222000000.0,343000000.0,730000000.0
InterestPaidNet / USD,,,,,,,,,,,,,1575000000.0,,,,2192000000.0,,,,2347000000.0,,,,2500000000.0,,,,2279000000.0,,,,1825000000.0,,,,1169000000.0,,
InventoryFinishedGoodsNetOfReserves / USD,797000000.0,773000000.0,773000000.0,773000000.0,1110000000.0,1110000000.0,1110000000.0,1110000000.0,1197000000.0,1110000000.0,1197000000.0,1197000000.0,1197000000.0,1153000000.0,1153000000.0,1153000000.0,1153000000.0,1128000000.0,1128000000.0,1128000000.0,1128000000.0,1008000000.0,1008000000.0,1008000000.0,1008000000.0,1390000000.0,1390000000.0,1390000000.0,1390000000.0,843000000.0,843000000.0,843000000.0,843000000.0,694000000.0,694000000.0,694000000.0,694000000.0,1156000000.0,1156000000.0
InventoryNet / USD,1643000000.0,1619000000.0,1619000000.0,1619000000.0,2538000000.0,2538000000.0,2538000000.0,2538000000.0,2678000000.0,2538000000.0,2678000000.0,2678000000.0,2678000000.0,3649000000.0,3649000000.0,3649000000.0,3649000000.0,3281000000.0,3281000000.0,3281000000.0,3281000000.0,3402000000.0,3402000000.0,3402000000.0,3403000000.0,5898000000.0,5898000000.0,5898000000.0,5898000000.0,4776000000.0,4776000000.0,4776000000.0,4776000000.0,3622000000.0,3622000000.0,3622000000.0,3622000000.0,6716000000.0,6716000000.0
InventoryRawMaterialsAndSuppliesNetOfReserves / USD,657000000.0,657000000.0,657000000.0,657000000.0,925000000.0,925000000.0,925000000.0,925000000.0,967000000.0,925000000.0,967000000.0,967000000.0,967000000.0,1794000000.0,1794000000.0,1794000000.0,1794000000.0,1590000000.0,1590000000.0,1590000000.0,1590000000.0,1717000000.0,1717000000.0,1717000000.0,1718000000.0,3653000000.0,3653000000.0,3653000000.0,3653000000.0,3225000000.0,3225000000.0,3225000000.0,3225000000.0,2321000000.0,2321000000.0,2321000000.0,2321000000.0,4432000000.0,4432000000.0
InventoryWorkInProcessNetOfReserves / USD,189000000.0,189000000.0,189000000.0,189000000.0,503000000.0,503000000.0,503000000.0,503000000.0,514000000.0,503000000.0,514000000.0,514000000.0,514000000.0,702000000.0,702000000.0,702000000.0,702000000.0,563000000.0,563000000.0,563000000.0,563000000.0,677000000.0,677000000.0,677000000.0,677000000.0,855000000.0,855000000.0,855000000.0,855000000.0,708000000.0,708000000.0,708000000.0,708000000.0,607000000.0,607000000.0,607000000.0,607000000.0,1128000000.0,1128000000.0
InvestmentIncomeInterestAndDividend / USD,,,,47000000.0,,,,39000000.0,,102000000.0,,,102000000.0,,,,207000000.0,,,127000000.0,313000000.0,24000000.0,36000000.0,47000000.0,99000000.0,10000000.0,20000000.0,30000000.0,47000000.0,15000000.0,31000000.0,52000000.0,42000000.0,59000000.0,125000000.0,213000000.0,100000000.0,54000000.0,92000000.0
Investments / USD,,,114000000.0,114000000.0,5777000000.0,5777000000.0,5777000000.0,5777000000.0,6350000000.0,5777000000.0,6350000000.0,6350000000.0,6350000000.0,,,,,,,,,,,,1300000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1500000000.0,1500000000.0
LeaseCost / USD,,,,,,,,,,,,,,155000000.0,322000000.0,497000000.0,671000000.0,155000000.0,322000000.0,497000000.0,671000000.0,175000000.0,331000000.0,497000000.0,480000000.0,120000000.0,227000000.0,336000000.0,431000000.0,97000000.0,188000000.0,280000000.0,396000000.0,103000000.0,185000000.0,283000000.0,396000000.0,89000000.0,179000000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,1917000000.0,2047000000.0,2149000000.0,2139000000.0,2118000000.0,2157000000.0,2700000000.0,2652000000.0,2648000000.0,2590000000.0,2459000000.0,1092000000.0,1042000000.0,980000000.0,900000000.0,966000000.0,971000000.0,934000000.0,912000000.0,913000000.0,837000000.0,916000000.0,892000000.0,840000000.0,879000000.0,876000000.0
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,656000000.0,696000000.0,772000000.0,677000000.0,,,,975000000.0,,,,216000000.0,,,,138000000.0,,,,87000000.0,,,,68000000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,458000000.0,401000000.0,440000000.0,476000000.0,472000000.0,469000000.0,470000000.0,475000000.0,286000000.0,225000000.0,233000000.0,231000000.0,260000000.0,224000000.0,232000000.0,240000000.0,254000000.0,205000000.0,233000000.0,235000000.0,233000000.0,225000000.0,237000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,125000000.0,153000000.0,181000000.0,131000000.0,,,,194000000.0,,,,97000000.0,,,,85000000.0,,,,77000000.0,,,,77000000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,195000000.0,234000000.0,277000000.0,201000000.0,147000000.0,166000000.0,237000000.0,242000000.0,211000000.0,227000000.0,228000000.0,120000000.0,105000000.0,104000000.0,103000000.0,121000000.0,95000000.0,104000000.0,113000000.0,120000000.0,73000000.0,98000000.0,104000000.0,105000000.0,91000000.0,95000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,271000000.0,321000000.0,360000000.0,292000000.0,217000000.0,239000000.0,317000000.0,324000000.0,260000000.0,274000000.0,276000000.0,154000000.0,128000000.0,132000000.0,134000000.0,162000000.0,134000000.0,145000000.0,157000000.0,168000000.0,121000000.0,145000000.0,154000000.0,157000000.0,123000000.0,135000000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,365000000.0,419000000.0,455000000.0,380000000.0,315000000.0,346000000.0,429000000.0,445000000.0,347000000.0,362000000.0,374000000.0,219000000.0,160000000.0,169000000.0,170000000.0,200000000.0,177000000.0,182000000.0,194000000.0,207000000.0,167000000.0,195000000.0,201000000.0,200000000.0,177000000.0,190000000.0
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear / USD,,,,,,,,,,,,,,305000000.0,224000000.0,104000000.0,,337000000.0,236000000.0,110000000.0,,351000000.0,235000000.0,111000000.0,,209000000.0,133000000.0,65000000.0,,205000000.0,131000000.0,63000000.0,,187000000.0,126000000.0,65000000.0,,186000000.0,120000000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,363000000.0,401000000.0,385000000.0,347000000.0,365000000.0,339000000.0,447000000.0,429000000.0,417000000.0,401000000.0,363000000.0,85000000.0,82000000.0,77000000.0,69000000.0,76000000.0,80000000.0,79000000.0,78000000.0,84000000.0,75000000.0,89000000.0,87000000.0,82000000.0,85000000.0,86000000.0
LessorOperatingLeasePaymentsToBeReceived / USD,,,,,,,,,,,,,,284000000.0,409000000.0,685000000.0,887000000.0,1006000000.0,1168000000.0,1242000000.0,1314000000.0,1370000000.0,1435000000.0,1569000000.0,1784000000.0,1864000000.0,2003000000.0,2077000000.0,2306000000.0,2333000000.0,2348000000.0,2317000000.0,2448000000.0,2343000000.0,2281000000.0,2528000000.0,2577000000.0,2661000000.0,2719000000.0
LessorOperatingLeasePaymentsToBeReceivedFourYears / USD,,,,,,,,,,,,,,22000000.0,55000000.0,123000000.0,25000000.0,54000000.0,,,36000000.0,,,,82000000.0,,,,90000000.0,,,,135000000.0,,,,141000000.0,,
LessorOperatingLeasePaymentsToBeReceivedNextTwelveMonths / USD,,,,,,,,,,,,,,,,,333000000.0,,461000000.0,526000000.0,622000000.0,516000000.0,600000000.0,702000000.0,809000000.0,650000000.0,760000000.0,865000000.0,1088000000.0,824000000.0,918000000.0,974000000.0,1133000000.0,819000000.0,897000000.0,1079000000.0,1208000000.0,908000000.0,1048000000.0
LessorOperatingLeasePaymentsToBeReceivedRemainderOfFiscalYear / USD,,,,,,,,,,,,,,90000000.0,79000000.0,73000000.0,,306000000.0,258000000.0,142000000.0,,525000000.0,371000000.0,220000000.0,,663000000.0,469000000.0,287000000.0,,862000000.0,623000000.0,330000000.0,,852000000.0,582000000.0,347000000.0,,967000000.0,672000000.0
LessorOperatingLeasePaymentsToBeReceivedThreeYears / USD,,,,,,,,,,,,,,79000000.0,132000000.0,229000000.0,211000000.0,269000000.0,89000000.0,146000000.0,202000000.0,59000000.0,109000000.0,189000000.0,311000000.0,122000000.0,198000000.0,256000000.0,375000000.0,141000000.0,192000000.0,272000000.0,374000000.0,169000000.0,208000000.0,316000000.0,415000000.0,204000000.0,278000000.0
LessorOperatingLeasePaymentsToBeReceivedTwoYears / USD,,,,,,,,,,,,,,92000000.0,140000000.0,250000000.0,313000000.0,370000000.0,351000000.0,404000000.0,454000000.0,261000000.0,338000000.0,437000000.0,557000000.0,397000000.0,512000000.0,604000000.0,721000000.0,460000000.0,544000000.0,628000000.0,754000000.0,443000000.0,517000000.0,665000000.0,771000000.0,515000000.0,622000000.0
Liabilities / USD,43550000000.0,43550000000.0,43550000000.0,43550000000.0,98966000000.0,98966000000.0,98966000000.0,98966000000.0,106324000000.0,98863000000.0,106324000000.0,106324000000.0,106324000000.0,111566000000.0,111566000000.0,111566000000.0,111566000000.0,115077000000.0,115077000000.0,115077000000.0,115077000000.0,115390000000.0,115390000000.0,115390000000.0,115390000000.0,94315000000.0,94315000000.0,94315000000.0,94315000000.0,92636000000.0,92636000000.0,92636000000.0,92636000000.0,84398000000.0,84398000000.0,84398000000.0,84258000000.0,81133000000.0,81133000000.0
LiabilitiesAndStockholdersEquity / USD,45122000000.0,45122000000.0,45122000000.0,45122000000.0,118206000000.0,118206000000.0,118206000000.0,118206000000.0,124193000000.0,119672000000.0,124193000000.0,124193000000.0,124193000000.0,111820000000.0,111820000000.0,111820000000.0,111820000000.0,118861000000.0,118861000000.0,118861000000.0,118861000000.0,123415000000.0,123415000000.0,123415000000.0,123415000000.0,92735000000.0,92735000000.0,92735000000.0,92735000000.0,89611000000.0,89611000000.0,89611000000.0,89611000000.0,82089000000.0,82089000000.0,82089000000.0,82126000000.0,79746000000.0,79746000000.0
LiabilitiesCurrent / USD,24990000000.0,25405000000.0,25310000000.0,25310000000.0,38135000000.0,38135000000.0,38135000000.0,38135000000.0,45839000000.0,38169000000.0,45839000000.0,45839000000.0,45839000000.0,44972000000.0,44972000000.0,44972000000.0,44972000000.0,52456000000.0,52456000000.0,52456000000.0,52456000000.0,54132000000.0,54132000000.0,54132000000.0,54132000000.0,56219000000.0,56219000000.0,56219000000.0,56219000000.0,51654000000.0,51654000000.0,51654000000.0,51654000000.0,48494000000.0,48494000000.0,48494000000.0,48354000000.0,46527000000.0,46527000000.0
LiabilitiesFairValueDisclosure / USD,,,,,,,,,,,,,184000000.0,60000000.0,60000000.0,60000000.0,60000000.0,68000000.0,68000000.0,68000000.0,68000000.0,133000000.0,133000000.0,133000000.0,128000000.0,138000000.0,138000000.0,138000000.0,138000000.0,460000000.0,460000000.0,460000000.0,460000000.0,84000000.0,84000000.0,84000000.0,84000000.0,75000000.0,75000000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,614000000.0,1829000000.0,1599000000.0,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,4375000000.0,,,,,,,,,,,0.0,0.0,221000000.0,221000000.0
LitigationSettlementExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,1000000000.0,0.0,,,,894000000.0,,
LongTermDebt / USD,13631000000.0,13631000000.0,13631000000.0,13631000000.0,49390000000.0,49390000000.0,49390000000.0,49390000000.0,51871000000.0,49390000000.0,51871000000.0,51871000000.0,51871000000.0,53521000000.0,53521000000.0,53521000000.0,53521000000.0,52056000000.0,52056000000.0,52056000000.0,52056000000.0,47984000000.0,47984000000.0,47984000000.0,39222000000.0,26954000000.0,26954000000.0,26954000000.0,26954000000.0,29588000000.0,29588000000.0,29588000000.0,29588000000.0,25994000000.0,25994000000.0,25994000000.0,25994000000.0,24567000000.0,24567000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,1379000000.0,20880000000.0,30904000000.0,20104000000.0,22580000000.0,22582000000.0,24896000000.0,21340000000.0,21347000000.0,21340000000.0,21318000000.0,21324000000.0,11828000000.0,17040000000.0,17085000000.0,21607000000.0,18239000000.0,,,,16226000000.0,,,,8004000000.0,,,,9502000000.0,,,,7509000000.0,,,,7525000000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,,,,,,,,,,,,,,7747000000.0,8690000000.0,7628000000.0,5140000000.0,6374000000.0,9973000000.0,7209000000.0,6552000000.0,5828000000.0,3777000000.0,4188000000.0,5311000000.0,6577000000.0,4951000000.0,5463000000.0,5931000000.0,6988000000.0,3867000000.0,4567000000.0,3996000000.0,5208000000.0,7180000000.0,8451000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,6452000000.0,6449000000.0,2359000000.0,9699000000.0,9728000000.0,9357000000.0,9975000000.0,3572000000.0,3576000000.0,3572000000.0,3594000000.0,3637000000.0,10820000000.0,13069000000.0,12765000000.0,7793000000.0,3417000000.0,,,,4756000000.0,,,,6814000000.0,,,,1051000000.0,,,,1307000000.0,,,,2984000000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,702000000.0,4538000000.0,4943000000.0,2354000000.0,2470000000.0,2480000000.0,3901000000.0,9995000000.0,9997000000.0,9995000000.0,10078000000.0,10231000000.0,5111000000.0,6080000000.0,6236000000.0,6992000000.0,7795000000.0,3444000000.0,4035000000.0,3372000000.0,4115000000.0,4811000000.0,4828000000.0,1859000000.0,1105000000.0,6801000000.0,6816000000.0,6803000000.0,6850000000.0,1066000000.0,1095000000.0,1116000000.0,1124000000.0,1327000000.0,1326000000.0,1372000000.0,1372000000.0,3053000000.0,3059000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,1389000000.0,1527000000.0,9708000000.0,4929000000.0,5206000000.0,5225000000.0,5502000000.0,4207000000.0,4825000000.0,4207000000.0,5094000000.0,5349000000.0,10329000000.0,8161000000.0,7744000000.0,7617000000.0,7415000000.0,7867000000.0,7873000000.0,8896000000.0,7534000000.0,4311000000.0,4328000000.0,3390000000.0,2116000000.0,1185000000.0,1283000000.0,1275000000.0,1329000000.0,6938000000.0,6031000000.0,6142000000.0,6136000000.0,1194000000.0,1195000000.0,1308000000.0,1315000000.0,2470000000.0,2460000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,1639000000.0,1952000000.0,8213000000.0,6913000000.0,7008000000.0,7006000000.0,7245000000.0,5692000000.0,6393000000.0,5692000000.0,6867000000.0,7681000000.0,6065000000.0,5899000000.0,6493000000.0,7666000000.0,8052000000.0,7670000000.0,8026000000.0,8452000000.0,9475000000.0,7952000000.0,8651000000.0,5325000000.0,3368000000.0,2403000000.0,3352000000.0,3529000000.0,4558000000.0,1669000000.0,2538000000.0,2862000000.0,3158000000.0,5560000000.0,5838000000.0,6020000000.0,6384000000.0,1696000000.0,2343000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear / USD,1918000000.0,1347000000.0,660000000.0,6357000000.0,3736000000.0,3296000000.0,1003000000.0,7888000000.0,6549000000.0,7888000000.0,3352000000.0,1142000000.0,10086000000.0,3988000000.0,2269000000.0,1351000000.0,,7191000000.0,4417000000.0,2015000000.0,,3886000000.0,2795000000.0,10766000000.0,,5224000000.0,3559000000.0,2168000000.0,,4619000000.0,2927000000.0,1492000000.0,,5248000000.0,2796000000.0,2023000000.0,,4106000000.0,2080000000.0
LongTermDebtNoncurrent / USD,10650000000.0,10650000000.0,10650000000.0,10650000000.0,43061000000.0,43061000000.0,43061000000.0,43061000000.0,43998000000.0,43061000000.0,43998000000.0,43998000000.0,43998000000.0,49201000000.0,49201000000.0,49201000000.0,49201000000.0,44319000000.0,44319000000.0,44319000000.0,44319000000.0,41622000000.0,41622000000.0,41622000000.0,32865000000.0,21131000000.0,21131000000.0,21131000000.0,21131000000.0,23015000000.0,23015000000.0,23015000000.0,23015000000.0,19012000000.0,19012000000.0,19012000000.0,19012000000.0,19363000000.0,19363000000.0
LongTermInvestments / USD,,,,,,,,,,,4163000000.0,4163000000.0,4163000000.0,1005000000.0,1005000000.0,1005000000.0,1005000000.0,864000000.0,864000000.0,864000000.0,864000000.0,1624000000.0,1624000000.0,1624000000.0,1334000000.0,1839000000.0,1839000000.0,1839000000.0,1839000000.0,1518000000.0,1518000000.0,1518000000.0,1518000000.0,1316000000.0,1316000000.0,1316000000.0,1316000000.0,1496000000.0,1496000000.0
MarketableSecuritiesUnrealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,-13000000.0,8000000.0,118000000.0,-93000000.0,243000000.0,-18000000.0,-12000000.0,28000000.0,-106000000.0,-23000000.0,-22000000.0,-22000000.0,10000000.0,,
MinorityInterest / USD,0.0,0.0,0.0,0.0,5766000000.0,5766000000.0,5766000000.0,5766000000.0,5766000000.0,5821000000.0,5766000000.0,5766000000.0,5766000000.0,4823000000.0,4823000000.0,4823000000.0,4823000000.0,4729000000.0,4729000000.0,4729000000.0,4729000000.0,5074000000.0,5074000000.0,5074000000.0,,105000000.0,105000000.0,105000000.0,105000000.0,97000000.0,97000000.0,97000000.0,97000000.0,95000000.0,95000000.0,95000000.0,95000000.0,95000000.0,95000000.0
MinorityInterestDecreaseFromRedemptions / USD,,,507000000.0,516000000.0,-125000000.0,-124000000.0,507000000.0,516000000.0,122000000.0,516000000.0,99000000.0,723000000.0,516000000.0,-537000000.0,-448000000.0,-480000000.0,941000000.0,674000000.0,1249000000.0,1430000000.0,1758000000.0,230000000.0,456000000.0,629000000.0,3365000000.0,293000000.0,829000000.0,882000000.0,1096000000.0,9000000.0,8000000.0,10000000.0,883000000.0,4000000.0,5000000.0,7000000.0,9000000.0,,
MinorityInterestPeriodIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6000000.0,-7000000.0
NetCashProvidedByUsedInFinancingActivities / USD,358000000.0,327000000.0,-321000000.0,-3094000000.0,-387000000.0,-849000000.0,38787000000.0,-496000000.0,-187000000.0,31785000000.0,-1077000000.0,525000000.0,31785000000.0,543000000.0,-1987000000.0,-2844000000.0,403000000.0,-719000000.0,-2922000000.0,-2600000000.0,-14329000000.0,4264000000.0,827000000.0,-3483000000.0,-4604000000.0,-1638000000.0,-5311000000.0,-1028000000.0,-5950000000.0,-1706000000.0,-2752000000.0,-3138000000.0,-16609000000.0,-2002000000.0,-3829000000.0,-5275000000.0,-1625000000.0,-2077000000.0,-4109000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-83000000.0,-113000000.0,-198000000.0,-355000000.0,-60000000.0,-221000000.0,-38059000000.0,-321000000.0,51000000.0,-31236000000.0,-1290000000.0,-1990000000.0,-31236000000.0,-149000000.0,-162000000.0,-221000000.0,-2875000000.0,-458000000.0,-1283000000.0,-3982000000.0,3389000000.0,-485000000.0,-1409000000.0,26000000.0,-4686000000.0,-519000000.0,-1188000000.0,2053000000.0,-460000000.0,-720000000.0,-1498000000.0,-2228000000.0,1306000000.0,-684000000.0,-1289000000.0,-2114000000.0,-3024000000.0,-456000000.0,-1013000000.0
NetCashProvidedByUsedInOperatingActivities / USD,-895000000.0,732000000.0,1191000000.0,2551000000.0,-63000000.0,1815000000.0,1569000000.0,2162000000.0,285000000.0,2367000000.0,2105000000.0,3744000000.0,2367000000.0,1159000000.0,3792000000.0,4625000000.0,6843000000.0,682000000.0,3962000000.0,5783000000.0,6991000000.0,-796000000.0,2536000000.0,5530000000.0,9291000000.0,2238000000.0,3963000000.0,7214000000.0,11407000000.0,-269000000.0,455000000.0,851000000.0,10307000000.0,1777000000.0,4991000000.0,7143000000.0,3565000000.0,1043000000.0,2383000000.0
NetIncomeLoss / USD,-504000000.0,-769000000.0,-949000000.0,-1221000000.0,55000000.0,628000000.0,-1436000000.0,-1104000000.0,-1171000000.0,86000000.0,-1903000000.0,-2749000000.0,-1167000000.0,-636000000.0,-1135000000.0,-2011000000.0,-2849000000.0,293000000.0,3709000000.0,4208000000.0,-2310000000.0,143000000.0,1191000000.0,2023000000.0,4616000000.0,887000000.0,1718000000.0,5561000000.0,3250000000.0,1072000000.0,1583000000.0,1828000000.0,5563000000.0,583000000.0,1045000000.0,2051000000.0,2442000000.0,997000000.0,1884000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,,0.0,0.0,0.0,0.0,-1000000.0,-12000000.0,0.0,-32000000.0,9000000.0,-39000000.0,-44000000.0,9000000.0,98000000.0,136000000.0,117000000.0,-77000000.0,36000000.0,852000000.0,905000000.0,129000000.0,39000000.0,90000000.0,139000000.0,913000000.0,51000000.0,100000000.0,145000000.0,255000000.0,-3000000.0,-8000000.0,-12000000.0,144000000.0,-5000000.0,-12000000.0,-14000000.0,-20000000.0,-5000000.0,-10000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,,,,,,,,,,,,,499000000.0,,293000000.0,3709000000.0,4208000000.0,,143000000.0,1191000000.0,2023000000.0,,,,,,1072000000.0,1583000000.0,1828000000.0,4948000000.0,583000000.0,1045000000.0,2051000000.0,2442000000.0,997000000.0,1884000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,,,,,,,,,,285000000.0,3354000000.0,493000000.0,,285000000.0,3631000000.0,4127000000.0,,141000000.0,1186000000.0,2015000000.0,,,,,,1072000000.0,1583000000.0,1828000000.0,4948000000.0,583000000.0,1045000000.0,2051000000.0,2442000000.0,997000000.0,1884000000.0
NoncontrollingInterestDecreaseFromDeconsolidation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87000000.0,87000000.0
