fact_unit,2009-08-28,2009-11-05,2010-02-26,2010-05-05,2010-08-06,2010-11-08,2011-03-01,2011-05-06,2011-08-08,2011-11-07,2012-02-29,2012-05-10,2012-08-08,2012-11-07,2013-02-27,2013-05-08,2013-08-07,2013-11-07,2014-02-27,2014-05-07,2014-08-07,2014-11-06,2015-02-26,2015-05-06,2015-08-06,2015-11-05,2016-02-16,2016-05-04,2016-08-03,2016-11-04,2017-02-21,2017-05-04,2017-08-04,2017-11-03,2018-02-21,2018-05-04,2018-08-03,2018-11-02,2019-02-21,2019-05-02,2019-08-02,2019-10-30,2020-02-19,2020-05-04,2020-08-03,2020-11-02,2021-02-17,2021-05-03,2021-08-02,2021-11-01,2022-02-23,2022-05-03,2022-08-02,2022-10-28,2023-02-22,2023-05-02,2023-08-02,2023-11-02,2024-02-21,2024-05-02,2024-07-31,2024-10-30,2025-02-19,2025-05-01,2025-07-31,2025-10-30
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-269800000.0,-269800000.0,-269800000.0,36200000.0,36200000.0,36200000.0,-269800000.0,41300000.0,41300000.0,41300000.0,36200000.0,-219000000.0,-219000000.0,-219000000.0,41300000.0,-159500000.0,-159500000.0,-159500000.0,-159500000.0,-159500000.0,-159500000.0,-159500000.0,-159500000.0,8700000.0,8700000.0,8700000.0,-159500000.0,-1017000000.0,-1017000000.0,-1017000000.0,-1017000000.0,-1128100000.0,-1128100000.0,-1128100000.0,-1128100000.0,-793600000.0,-793600000.0,-793600000.0,-793600000.0,-1098500000.0,-1098500000.0,-1098500000.0,-1098500000.0,-1100100000.0,-1100100000.0,-1100100000.0,-1100100000.0,-1050300000.0,-1050300000.0,-1050300000.0,-1050300000.0,-921100000.0,-921100000.0,-921100000.0,-921100000.0,-953400000.0,-953400000.0,-953400000.0,-953400000.0,-693900000.0,-693900000.0,-693900000.0,-693900000.0,-1113300000.0,-1113300000.0,-1113300000.0
AdditionalPaidInCapital / USD,46100000.0,46100000.0,46100000.0,80000000.0,80000000.0,80000000.0,80000000.0,105100000.0,105100000.0,105100000.0,105100000.0,52100000.0,52100000.0,52100000.0,52100000.0,56600000.0,56600000.0,56600000.0,56600000.0,106200000.0,106200000.0,106200000.0,106200000.0,156700000.0,156700000.0,156700000.0,156700000.0,69300000.0,69300000.0,69300000.0,69300000.0,70100000.0,70100000.0,70100000.0,70100000.0,123200000.0,123200000.0,123200000.0,123200000.0,69400000.0,69400000.0,69400000.0,69400000.0,61400000.0,61400000.0,61400000.0,61400000.0,88500000.0,88500000.0,88500000.0,88500000.0,142000000.0,142000000.0,142000000.0,142000000.0,196100000.0,196100000.0,196100000.0,196100000.0,269100000.0,269100000.0,269100000.0,269100000.0,344800000.0,344800000.0,344800000.0
AllocatedShareBasedCompensationExpense / USD,,,,,5400000.0,7500000.0,10200000.0,1600000.0,3800000.0,6100000.0,9500000.0,7000000.0,8500000.0,11100000.0,8500000.0,5900000.0,8400000.0,11000000.0,13800000.0,5800000.0,8500000.0,11200000.0,13900000.0,7500000.0,10400000.0,12900000.0,14000000.0,7800000.0,10100000.0,12300000.0,16200000.0,7200000.0,9100000.0,11100000.0,14600000.0,7100000.0,9000000.0,10900000.0,13100000.0,7000000.0,9000000.0,11100000.0,12700000.0,8700000.0,10800000.0,12800000.0,13200000.0,5700000.0,8200000.0,10500000.0,15100000.0,6800000.0,9400000.0,12000000.0,13000000.0,8200000.0,12500000.0,15100000.0,14700000.0,13500000.0,15900000.0,18400000.0,17100000.0,13000000.0,16100000.0,19500000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,3914000.0,3760000.0,1397800.0,1846400.0,2142000.0,2204000.0,2290400.0,829500.0,769000.0,770000.0,1642600.0,2571900.0,2551000.0,2552000.0,1244700.0,2306800.0,1391700.0,873000.0,2572000.0,656200.0,661700.0,664000.0,873800.0,1178900.0,583400.0,590900.0,673700.0,2878700.0,2597600.0,1943500.0,1180400.0,648900.0,649300.0,695900.0,1943500.0,1173100.0,1173700.0,1177600.0,696400.0,2037400.0,2037400.0,2030100.0,1176600.0,1911200.0,1909400.0,679000.0,1489400.0,583000.0,583600.0,583600.0,1029200.0,1638200.0,1650400.0,1650400.0,883800.0,889000.0,911700.0,911700.0,1653600.0,671000.0,671000.0,671000.0
Assets / USD,16249800000.0,16249800000.0,16249800000.0,14569000000.0,14569000000.0,14569000000.0,16249800000.0,14234100000.0,14234100000.0,14234100000.0,14569000000.0,17172700000.0,17172700000.0,17172700000.0,14234100000.0,18627800000.0,18627800000.0,18627800000.0,17172700000.0,20725500000.0,20725500000.0,20725500000.0,18627800000.0,20618800000.0,20618800000.0,20618800000.0,20725500000.0,21109800000.0,21109800000.0,21109800000.0,20618800000.0,20638900000.0,20638900000.0,20638900000.0,21109800000.0,23440200000.0,23440200000.0,23440200000.0,20638900000.0,25482400000.0,25482400000.0,25482400000.0,23440200000.0,28361100000.0,28361100000.0,28361100000.0,25482400000.0,28260000000.0,28260000000.0,28260000000.0,28361100000.0,29509400000.0,29509400000.0,29509400000.0,28450000000.0,33275500000.0,33275500000.0,33275500000.0,29509400000.0,40823400000.0,40823400000.0,40823400000.0,33275500000.0,43418900000.0,43418900000.0,43418900000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2364700000.0,1915700000.0,3435900000.0,3435900000.0,3435900000.0,2364700000.0,4175100000.0,4175100000.0,4175100000.0,3435900000.0,3539600000.0,3539600000.0,3539600000.0,4175100000.0,3428300000.0,3428300000.0,3428300000.0,3539600000.0,4690900000.0,4690900000.0,4690900000.0,3428300000.0,7181700000.0,7181700000.0,7181700000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549300000.0,449000000.0,-593300000.0,-216500000.0,233600000.0,1071200000.0,-852000000.0,-1047100000.0,-830800000.0,739200000.0,-219600000.0,-469800000.0,-1311800000.0,-635500000.0,-113400000.0,-197000000.0,-104800000.0,-111300000.0,-280800000.0,455000000.0,1215400000.0,1262600000.0,-987200000.0,-1310200000.0,-332500000.0
CommonStockDividendsPerShareDeclared / USD/shares,0.36,0.54,,0.18,0.36,0.45,,0.09,0.18,0.27,,0.12,0.24,0.42,,0.18,0.38,0.58,,0.2,0.4,0.6,,0.2,0.42,0.64,,0.22,0.44,0.68,,0.24,0.48,0.72,,0.24,0.49,0.74,,,,,,,,,,,,,,,,,,,,,,,,0.77,2.8,0.27,0.57,0.87
CommonStockParOrStatedValuePerShare / USD/shares,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CommonStockSharesAuthorized / shares,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0
