fact_unit,2010-08-05,2010-11-05,2011-02-10,2011-04-28,2011-08-01,2011-10-28,2012-02-09,2012-04-26,2012-07-26,2012-10-25,2013-02-06,2013-04-25,2013-07-25,2013-10-24,2014-02-05,2014-04-24,2014-07-24,2014-10-23,2015-02-04,2015-04-23,2015-07-23,2015-10-22,2016-02-08,2016-04-21,2016-07-21,2016-10-20,2017-02-01,2017-04-25,2017-07-25,2017-10-24,2018-02-07,2018-04-24,2018-07-26,2018-10-23,2019-01-31,2019-04-23,2019-07-23,2019-10-22,2020-01-30,2020-04-23,2020-07-23,2020-10-22,2021-02-02,2021-04-27,2021-07-27,2021-10-26,2022-02-07,2022-04-28,2022-07-26,2022-10-25,2023-02-06,2023-04-25,2023-07-25,2023-10-24,2024-02-05,2024-04-23,2024-07-23,2024-10-22,2025-02-06,2025-04-22,2025-07-22,2025-10-21
AccountsAndNotesReceivableNet / USD,,,,,,,204029000.0,,,,144924000.0,,,,123268000.0,,,,137428000.0,,,,155164000.0,,,,472549000.0,,,,427169000.0,,,,306484000.0,,,,289306000.0,,,,248147000.0,,,,210217000.0,,,,218592000.0,,,,236793000.0,,,,206177000.0,,,
AccountsPayableCurrentAndNoncurrent / USD,278333000.0,278333000.0,278333000.0,226466000.0,226466000.0,226466000.0,226466000.0,196447000.0,196447000.0,196447000.0,196447000.0,178274000.0,178274000.0,178274000.0,178274000.0,202736000.0,202736000.0,202736000.0,202736000.0,270516000.0,270516000.0,270516000.0,270516000.0,327725000.0,327725000.0,327725000.0,327725000.0,405455000.0,405455000.0,405455000.0,405455000.0,393815000.0,393815000.0,393815000.0,393815000.0,352029000.0,352029000.0,352029000.0,352029000.0,435916000.0,435916000.0,435916000.0,435916000.0,511321000.0,511321000.0,511321000.0,511321000.0,621168000.0,621168000.0,621168000.0,621168000.0,565975000.0,565975000.0,565975000.0,565975000.0,619012000.0,619012000.0,619012000.0,619012000.0,727995000.0,727995000.0,727995000.0
AccruedIncomeTaxes / USD,360921000.0,360921000.0,360921000.0,294408000.0,294408000.0,294408000.0,294408000.0,203313000.0,203313000.0,203313000.0,203313000.0,198865000.0,198865000.0,198865000.0,198865000.0,206015000.0,206015000.0,206015000.0,206015000.0,48722000.0,48722000.0,48722000.0,48722000.0,57050000.0,57050000.0,57050000.0,57050000.0,34860000.0,,,34860000.0,86925000.0,86925000.0,86925000.0,86925000.0,11580000.0,11580000.0,11580000.0,11580000.0,36093000.0,36093000.0,36093000.0,,,103548000.0,103548000.0,,165519000.0,165519000.0,165519000.0,72134000.0,215446000.0,215446000.0,215446000.0,98709000.0,302155000.0,302155000.0,302155000.0,62400000.0,443566000.0,443566000.0,443566000.0
AccruedLiabilitiesCurrentAndNoncurrent / USD,1843545000.0,1843545000.0,1843545000.0,1599940000.0,1599940000.0,1599940000.0,1599940000.0,1411941000.0,1411941000.0,1411941000.0,1411941000.0,1418063000.0,1418063000.0,1418063000.0,1418063000.0,1377750000.0,1377750000.0,1377750000.0,1377750000.0,1343774000.0,1343774000.0,1343774000.0,1343774000.0,1284273000.0,1284273000.0,1284273000.0,1516783000.0,1448994000.0,1483854000.0,1483854000.0,1429712000.0,1356333000.0,1356333000.0,1356333000.0,1356333000.0,1360483000.0,1360483000.0,1360483000.0,1360483000.0,1399368000.0,1399368000.0,1399368000.0,1435461000.0,1407043000.0,1407043000.0,1407043000.0,1407043000.0,1576478000.0,1576478000.0,1576478000.0,1576478000.0,1685202000.0,1685202000.0,1685202000.0,1685202000.0,1645690000.0,1645690000.0,1645690000.0,1645690000.0,1412166000.0,1412166000.0,1412166000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,237000000.0,,,,203400000.0,,,,190100000.0,,,,182000000.0,,,,192200000.0,,,,185800000.0,,,,192900000.0,,,,206500000.0,,,,209300000.0,,,,218900000.0,,,,228800000.0,,,,228500000.0,,,,242300000.0,,,,264400000.0,,,
AdditionalPaidInCapital / USD,,,2935737000.0,,,,2972919000.0,,,,2986240000.0,,,,3030889000.0,,,,3052016000.0,,,,3072996000.0,,,,3093802000.0,,,,3116490000.0,,,,3171542000.0,,,,3201427000.0,,,,3235149000.0,,,,3261412000.0,,,,3290791000.0,,,,3330138000.0,,,,3368407000.0,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7376000.0,7910000.0,10350000.0,10350000.0,10722000.0,7910000.0,14838000.0,14853000.0,14853000.0,11450000.0,10566000.0,10607000.0,10642000.0,14853000.0,13614000.0,13614000.0,14325000.0,10842000.0,10059000.0,10388000.0,10408000.0,14326000.0,17592000.0,17623000.0,18463000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,16898000.0,35603000.0,39107000.0,8109000.0,16485000.0,27480000.0,46343000.0,5510000.0,11405000.0,14444000.0,32081000.0,2667000.0,6455000.0,9384000.0,16459000.0,2979000.0,8127000.0,11586000.0,12694000.0,4191000.0,8893000.0,10586000.0,14474000.0,5662000.0,10233000.0,13556000.0,13812000.0,6635000.0,12209000.0,12976000.0,16888000.0,10682000.0,17323000.0,20784000.0,18626000.0,6782000.0,6782000.0,16158000.0,24207000.0,7810000.0,13452000.0,17371000.0,20145000.0,8187000.0,13232000.0,17590000.0,21538000.0,8555000.0,15180000.0,19691000.0,22065000.0,13097000.0,22335000.0,28975000.0,25192000.0,10029000.0,19342000.0,26083000.0,33323000.0,14504000.0,25632000.0,34688000.0
AdvertisingExpense / USD,,,,,,,47100000.0,,,,54900000.0,,,,55100000.0,,,,45800000.0,,,,42400000.0,,,,41800000.0,,,,45300000.0,,,,50700000.0,,,,45000000.0,,,,51000000.0,,,,53900000.0,,,,40300000.0,,,,47200000.0,,,,61600000.0,,,
AmortizationOfIntangibleAssets / USD,,,,,6550000.0,9825000.0,14008000.0,3275000.0,,9825000.0,13100000.0,3275000.0,6550000.0,9825000.0,13100000.0,3275000.0,6550000.0,9825000.0,13100000.0,3275000.0,6550000.0,9808000.0,13100000.0,3225000.0,6450000.0,9675000.0,13033000.0,3450000.0,6900000.0,10350000.0,12900000.0,3450000.0,6900000.0,10350000.0,13800000.0,3450000.0,6900000.0,10350000.0,13800000.0,3450000.0,7000000.0,10600000.0,13800000.0,4557000.0,9602000.0,14643000.0,14200000.0,4992000.0,9961000.0,13571000.0,19685000.0,2821000.0,5587000.0,8353000.0,16502000.0,2670000.0,5293000.0,7915000.0,11118000.0,2540000.0,5038000.0,7536000.0
