fact_unit,2017-11-13,2018-03-28,2018-05-04,2018-08-02,2018-11-01,2019-02-14,2019-05-01,2019-07-31,2019-10-31,2020-02-20,2020-04-30,2020-07-29,2020-10-28,2021-02-18,2021-04-29,2021-07-28,2021-10-27,2022-02-23,2022-05-04,2022-07-27,2022-10-27,2023-02-23,2023-05-01,2023-07-26,2023-10-25,2024-02-22,2024-05-01,2024-07-31,2024-10-31,2025-02-20,2025-04-30,2025-07-30,2025-10-30
InvestmentIncomeInterest / USD,,,,,,,,,,,,,,,5520000.0,6529000.0,6743000.0,20014000.0,19000.0,49000.0,75000.0,6795000.0,93000.0,873000.0,3897000.0,120000.0,3047000.0,8853000.0,16194000.0,9530000.0,5293000.0,9219000.0,12016000.0
LandAvailableForDevelopment / USD,,73600000.0,73600000.0,73600000.0,73600000.0,73600000.0,95789000.0,95789000.0,95789000.0,95789000.0,94711000.0,94711000.0,94711000.0,94711000.0,158190000.0,158190000.0,158190000.0,158190000.0,153576000.0,153576000.0,153576000.0,153576000.0,153560000.0,153560000.0,153560000.0,153560000.0,150727000.0,150727000.0,150727000.0,150727000.0,150727000.0,150727000.0,150727000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,21110000.0,,29443000.0,29156000.0,28782000.0,28316000.0,27847000.0,27377000.0,27013000.0,26542000.0,26068000.0,25714000.0,25291000.0,24768000.0,24256000.0,23776000.0,35731000.0,35265000.0,34804000.0,31830000.0,31583000.0,31334000.0,31082000.0,30758000.0,30506000.0
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,19074000.0,19074000.0,19075000.0,17117000.0,17117000.0,17117000.0,17117000.0,15137000.0,15137000.0,15137000.0,15138000.0,13138000.0,13138000.0,23515000.0,23515000.0,20680000.0,20825000.0,20825000.0,20825000.0,17909000.0,17909000.0,17909000.0
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,1790000.0,1851000.0,1851000.0,1808000.0,1808000.0,1884000.0,1884000.0,1827000.0,1858000.0,1937000.0,1937000.0,1847000.0,1847000.0,1347000.0,1347000.0,2026000.0,1082000.0,1082000.0,1082000.0,2772000.0,2772000.0,2772000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,970000.0,,1847000.0,1908000.0,1908000.0,1908000.0,1959000.0,1959000.0,1959000.0,1959000.0,1979000.0,1979000.0,1979000.0,1979000.0,2000000.0,2000000.0,2814000.0,2814000.0,2835000.0,1921000.0,1921000.0,1921000.0,2916000.0,2916000.0,2916000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,951000.0,,1827000.0,1847000.0,1847000.0,1847000.0,1908000.0,1908000.0,1908000.0,1908000.0,1958000.0,1958000.0,1958000.0,1959000.0,1979000.0,1979000.0,2792000.0,2792000.0,2813000.0,2813000.0,2813000.0,2813000.0,1921000.0,1921000.0,1921000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,933000.0,,1808000.0,1827000.0,1827000.0,1827000.0,1847000.0,1847000.0,1847000.0,1847000.0,1908000.0,1908000.0,1908000.0,1908000.0,1958000.0,1958000.0,2772000.0,2772000.0,2792000.0,1921000.0,1921000.0,1921000.0,2813000.0,2813000.0,2813000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,1042000.0,,1790000.0,1808000.0,1808000.0,1808000.0,1827000.0,1827000.0,1827000.0,1827000.0,1847000.0,1847000.0,1847000.0,1847000.0,1908000.0,1908000.0,2025000.0,2025000.0,2772000.0,2772000.0,2772000.0,2772000.0,1921000.0,1921000.0,1921000.0
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear / USD,,,,,,,,,319000.0,,1189000.0,902000.0,467000.0,,1381000.0,911000.0,471000.0,,1410000.0,1026000.0,523000.0,,1426000.0,946000.0,466000.0,,886000.0,496000.0,249000.0,,830000.0,506000.0,254000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,10552000.0,10352000.0,10066000.0,12290000.0,11651000.0,11341000.0,11111000.0,10809000.0,10510000.0,10212000.0,10023000.0,9731000.0,9442000.0,9169000.0,8964000.0,8682000.0,8401000.0,8125000.0,20286000.0,20030000.0,19786000.0,10693000.0,10371000.0,10048000.0,9725000.0,9329000.0,9076000.0
Liabilities / USD,,4963348000.0,4963348000.0,4963348000.0,4963348000.0,4963348000.0,4432346000.0,4432346000.0,4432346000.0,4432346000.0,4402783000.0,4449623000.0,4507397000.0,5216630000.0,7183182000.0,7203223000.0,7482291000.0,7569868000.0,7485309000.0,7484479000.0,5420018000.0,5410199000.0,15285713000.0,15285713000.0,15285713000.0,15285713000.0,18402067000.0,18402067000.0,18402067000.0,18402067000.0,18417139000.0,18417139000.0,18417139000.0
LiabilitiesAndStockholdersEquity / USD,,9739712000.0,9739712000.0,9739712000.0,9739712000.0,9739712000.0,11333368000.0,11333368000.0,11333368000.0,11333368000.0,13265619000.0,13265619000.0,13265619000.0,13265619000.0,17063613000.0,17063613000.0,17063613000.0,17063613000.0,17597373000.0,17597373000.0,17597373000.0,17597373000.0,37575826000.0,37575826000.0,37575826000.0,37575826000.0,44059841000.0,44059841000.0,44059841000.0,44059841000.0,45368940000.0,45368940000.0,45368940000.0
LongTermDebt / USD,,4816892000.0,4816892000.0,4816892000.0,4816892000.0,4785756000.0,4122264000.0,4122264000.0,4122264000.0,4122264000.0,4791563000.0,4791563000.0,4791563000.0,4791563000.0,6765532000.0,6765532000.0,6765532000.0,6765532000.0,4694523000.0,4694523000.0,4694523000.0,4694523000.0,13739675000.0,13739675000.0,13739675000.0,13739675000.0,16724125000.0,16724125000.0,16724125000.0,16724125000.0,16732889000.0,16732889000.0,16732889000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,2859466000.0,2500943000.0,2588480000.0,2588480000.0,2068000000.0,,,,2250000000.0,,4000000000.0,4000000000.0,4000000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,2000000000.0,7600000000.0,7600000000.0,7600000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,8300000000.0,8300000000.0,8300000000.0,9050000000.0,7050000000.0,7950000000.0,7950000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,21918000.0,15711000.0,,,0.0,,,,0.0,,0.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,2050000000.0,2050000000.0,2050000000.0,1300000000.0,1750000000.0,1750000000.0,1750000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,1871057000.0,1570150000.0,1560000000.0,1560000000.0,520480000.0,520480000.0,520480000.0,520480000.0,2068000000.0,2068000000.0,750000000.0,750000000.0,750000000.0,1250000000.0,1250000000.0,1250000000.0,1250000000.0,750000000.0,1500000000.0,1500000000.0,1500000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1750000000.0,1750000000.0,1750000000.0,1750000000.0,2000000000.0,2000000000.0,2000000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,21269000.0,20353000.0,0.0,0.0,1560000000.0,1560000000.0,1560000000.0,1560000000.0,520480000.0,22000000.0,2068000000.0,2068000000.0,2068000000.0,750000000.0,750000000.0,750000000.0,750000000.0,1850000000.0,1750000000.0,1750000000.0,1750000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1995916000.0,2073519000.0,1897906000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,21483000.0,20558000.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,22000000.0,22000000.0,22000000.0,2068000000.0,2068000000.0,0.0,0.0,750000000.0,2050000000.0,2050000000.0,2050000000.0,1853572000.0,1855728000.0,1908348000.0,1923804000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1600000000.0,2000000000.0,2000000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,21699000.0,20765000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,22000000.0,22000000.0,0.0,0.0,0.0,1050000000.0,1050000000.0,1050000000.0,2050000000.0,2050000000.0,2050000000.0,2050000000.0,1920140000.0,1918975000.0,1917704000.0,1898846000.0,1500000000.0,1500000000.0,1500000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear / USD,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1300000000.0,0.0,0.0
MinorityInterest / USD,,84875000.0,84875000.0,84875000.0,84875000.0,84875000.0,83573000.0,83573000.0,83573000.0,83573000.0,83806000.0,83806000.0,83806000.0,83806000.0,77906000.0,77906000.0,77906000.0,77906000.0,78906000.0,78906000.0,78906000.0,78906000.0,356476000.0,356476000.0,356476000.0,356476000.0,401843000.0,401843000.0,401843000.0,401843000.0,413846000.0,413846000.0,413846000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,,,3856000.0,5838000.0,7819000.0,9800000.0,3856000.0,3856000.0,3856000.0,9800000.0,2031000.0,2031000.0,2031000.0,9800000.0,2042000.0,2042000.0,2042000.0,8084000.0,2071000.0,,,,,,,,,,0.0,,,,
NetCashProvidedByUsedInFinancingActivities / USD,,1148446000.0,612479000.0,550942000.0,451829000.0,1148446000.0,612479000.0,550942000.0,451829000.0,1148446000.0,9713000.0,921177000.0,783721000.0,1037836000.0,1971324000.0,3100577000.0,3058992000.0,1182666000.0,-181598000.0,-361046000.0,-277259000.0,2879219000.0,3559160000.0,7565609000.0,7212390000.0,-514178000.0,985489000.0,688019000.0,642441000.0,6829937000.0,-471781000.0,-912936000.0,-1242227000.0
NetCashProvidedByUsedInInvestingActivities / USD,,-1136251000.0,-345000.0,-40463000.0,-832471000.0,-1136251000.0,-345000.0,-40463000.0,-832471000.0,-1136251000.0,-101160000.0,-549014000.0,-1355857000.0,-1140877000.0,-839579000.0,-840431000.0,-4556349000.0,-1361379000.0,32409000.0,42105000.0,19856000.0,-4548759000.0,-4028245000.0,-8642356000.0,-8889098000.0,41449000.0,-1468856000.0,-1210762000.0,-1944885000.0,-9304014000.0,-109160000.0,-421034000.0,-662606000.0
NetCashProvidedByUsedInOperatingActivities / USD,,129440000.0,122483000.0,246663000.0,328517000.0,129440000.0,122483000.0,246663000.0,328517000.0,129440000.0,115642000.0,262942000.0,437199000.0,504082000.0,137446000.0,318497000.0,539521000.0,682159000.0,155726000.0,410470000.0,610924000.0,883640000.0,298173000.0,951134000.0,1455477000.0,896350000.0,522033000.0,1052411000.0,1604517000.0,1943396000.0,543739000.0,1158349000.0,1737401000.0
NetIncomeLoss / USD,,44537000.0,114103000.0,251166000.0,381078000.0,42662000.0,112122000.0,251166000.0,381078000.0,42662000.0,150849000.0,302898000.0,447333000.0,523619000.0,-24012000.0,205390000.0,603664000.0,545964000.0,269801000.0,570510000.0,732372000.0,891674000.0,240383000.0,182677000.0,513582000.0,1013851000.0,518740000.0,1209442000.0,1765771000.0,1117635000.0,590016000.0,1331318000.0,2064216000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,,1875000.0,1981000.0,4297000.0,6409000.0,1875000.0,1981000.0,4297000.0,6409000.0,1875000.0,2077000.0,4155000.0,6235000.0,8498000.0,1947000.0,4188000.0,2132000.0,8317000.0,2298000.0,4666000.0,6988000.0,4534000.0,2305000.0,1870000.0,7843000.0,9307000.0,9121000.0,20000000.0,29130000.0,18632000.0,9787000.0,21238000.0,32821000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,42662000.0,112122000.0,,,42662000.0,,,,42662000.0,,,,523619000.0,,,,545964000.0,,,,891674000.0,,,,1013851000.0,,,,1117635000.0,,,
NetInvestmentInLeaseAllowanceForCreditLossExcludingAccruedInterest / USD,,,,,,,,,,,,,,,,454201000.0,454201000.0,454201000.0,434852000.0,434852000.0,434852000.0,434852000.0,570387000.0,570387000.0,570387000.0,570387000.0,701129000.0,701129000.0,701129000.0,701129000.0,802742000.0,802742000.0,802742000.0
NetInvestmentInLeaseExcludingAccruedInterestAfterAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,13027644000.0,13027644000.0,13027644000.0,13136664000.0,13136664000.0,13136664000.0,13136664000.0,17172325000.0,17172325000.0,17172325000.0,17172325000.0,23015931000.0,23015931000.0,23015931000.0,23015931000.0,23581101000.0,23581101000.0,23581101000.0
NetInvestmentInLeaseExcludingAccruedInterestBeforeAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,13027644000.0,13027644000.0,13027644000.0,13571516000.0,13571516000.0,13571516000.0,,17742712000.0,17742712000.0,17742712000.0,,23717060000.0,23717060000.0,23717060000.0,23717060000.0,24383843000.0,24383843000.0,24383843000.0
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance / USD,,,,,,,,,,,,,,,,,,,,374769000.0,374769000.0,374769000.0,,374769000.0,374769000.0,374769000.0,,,,374769000.0,,,
NumberOfOperatingSegments / segment,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0
NumberOfReportableSegments / segment,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0
OffBalanceSheetCreditLossLiability / USD,,,,,,,,,,,,,,,,0.0,0.0,0.0,1037000.0,1037000.0,1037000.0,1037000.0,45110000.0,45110000.0,45110000.0,45110000.0,19131000.0,19131000.0,19131000.0,19131000.0,9482000.0,9482000.0,9482000.0
OperatingCostsAndExpenses / USD,,,,,,,,,,43413000.0,12136000.0,27387000.0,41520000.0,140023000.0,166980000.0,116246000.0,316216000.0,52299000.0,24698000.0,16989000.0,47426000.0,321018000.0,105488000.0,708011000.0,978648000.0,75631000.0,150629000.0,150973000.0,290480000.0,990900000.0,150371000.0,,
OperatingLeaseExpense / USD,,,,,,,,,,,,779000.0,1200000.0,1519000.0,498000.0,1003000.0,1506000.0,1622000.0,499000.0,1004000.0,1507000.0,2008000.0,499000.0,1002000.0,1504000.0,2009000.0,498000.0,1006000.0,1515000.0,2006000.0,732000.0,1073000.0,1705000.0
OperatingLeaseLiability / USD,,,,,,,0.0,0.0,11044000.0,11100000.0,17792000.0,11100000.0,11100000.0,11100000.0,17507000.0,17507000.0,17507000.0,17507000.0,16626000.0,16545000.0,16327000.0,16086000.0,15855000.0,15651000.0,15445000.0,15235000.0,15018000.0,21137000.0,21212000.0,21286000.0,21357000.0,21429000.0,21430000.0
OtherAccruedLiabilitiesCurrentAndNoncurrent / USD,,2796000.0,2796000.0,2796000.0,2796000.0,2796000.0,30951000.0,30951000.0,30951000.0,30951000.0,21023000.0,21023000.0,21023000.0,21023000.0,6518000.0,6518000.0,6518000.0,,73600000.0,73600000.0,73600000.0,0.0,125000.0,125000.0,125000.0,125000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0
OtherAssets / USD,,15363000.0,15363000.0,15363000.0,15363000.0,15363000.0,44037000.0,115550000.0,115550000.0,115550000.0,188638000.0,188638000.0,188638000.0,188638000.0,386530000.0,386530000.0,386530000.0,386530000.0,424693000.0,424693000.0,424693000.0,424693000.0,936328000.0,936328000.0,936328000.0,936328000.0,1015330000.0,1015330000.0,1015330000.0,1015330000.0,1030644000.0,1030644000.0,1030644000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,-4640000.0,0.0,-17191000.0,-47879000.0,-17191000.0,-22124000.0,-53138000.0,-53138000.0,-53138000.0,-42954000.0,12378000.0,12378000.0,12378000.0,-27443000.0,108611000.0,108611000.0,108611000.0,29166000.0,-7393000.0,-7393000.0,-7393000.0,200550000.0,12482000.0,12482000.0,12482000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,-39180000.0,-42954000.0,12378000.0,21706000.0,28282000.0,-27443000.0,108611000.0,200550000.0,200550000.0,29166000.0,-7393000.0,180000.0,20289000.0,200550000.0,12482000.0,12482000.0,9768000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,-64239000.0,0.0,0.0,4159000.0,4159000.0,-64239000.0,6037000.0,6037000.0,6037000.0,16233000.0,6046000.0,6046000.0,6046000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1664000.0,-1664000.0,-1664000.0,0.0,-3644000.0,-3644000.0,-3644000.0
OtherExpenses / USD,,,,,,,,,,,,0.0,0.0,81810000.0,703000.0,1439000.0,8702000.0,0.0,6974000.0,13961000.0,20897000.0,15793000.0,8386000.0,23949000.0,41811000.0,27808000.0,18339000.0,36864000.0,55043000.0,59629000.0,19312000.0,38635000.0,57950000.0
OtherIncome / USD,,,,,,,,,,,,0.0,0.0,81240000.0,693000.0,1426000.0,8702000.0,0.0,6974000.0,13961000.0,20897000.0,15793000.0,8386000.0,23949000.0,41811000.0,27808000.0,18339000.0,36864000.0,55043000.0,59629000.0,19312000.0,38635000.0,57950000.0
OtherLiabilities / USD,,,,10562000.0,10562000.0,14280000.0,62406000.0,62406000.0,62406000.0,62406000.0,123918000.0,123918000.0,123918000.0,123918000.0,413663000.0,413663000.0,413663000.0,471537000.0,375837000.0,375837000.0,375837000.0,375837000.0,952472000.0,952472000.0,952472000.0,952472000.0,1013102000.0,1013102000.0,1013102000.0,1013102000.0,1004340000.0,1004340000.0,1004340000.0
OtherNonoperatingGainsLosses / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1963000.0,5417000.0,4295000.0,0.0,-156000.0,834000.0,770000.0
OtherReceivables / USD,,,,,,,,,,0.0,60111000.0,60111000.0,60111000.0,60111000.0,803000.0,803000.0,803000.0,803000.0,341000.0,341000.0,341000.0,341000.0,6474000.0,6474000.0,6474000.0,6474000.0,9660000.0,9660000.0,9660000.0,9660000.0,9166000.0,9166000.0,9166000.0
PaymentsForRent / USD,,,,,,,,,,,,636000.0,953000.0,1297000.0,323000.0,668000.0,1133000.0,1257000.0,470000.0,940000.0,1410000.0,1600000.0,475000.0,949000.0,1424000.0,1881000.0,473000.0,956000.0,1438000.0,1901000.0,713000.0,856000.0,1109000.0
PaymentsOfDebtIssuanceCosts / USD,,,726000.0,1003000.0,1117000.0,31501000.0,726000.0,1003000.0,1117000.0,31501000.0,0.0,5371000.0,7727000.0,1117000.0,51675000.0,57784000.0,57789000.0,56055000.0,0.0,0.0,23166000.0,57794000.0,27285000.0,146021000.0,146176000.0,31126000.0,0.0,0.0,0.0,146189000.0,2800000.0,3039000.0,3288000.0
PaymentsOfDividends / USD,,31501000.0,,59278000.0,156296000.0,0.0,0.0,59278000.0,156296000.0,0.0,116341000.0,234418000.0,366859000.0,262682000.0,137133000.0,276529000.0,435180000.0,503958000.0,178008000.0,355256000.0,532360000.0,612205000.0,227863000.0,497188000.0,843706000.0,758790000.0,382612000.0,778909000.0,1161764000.0,1219117000.0,434811000.0,867623000.0,1300317000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,0.0,0.0,0.0,0.0,165000.0,206000.0,206000.0,0.0,1519000.0,1647000.0,1647000.0,207000.0,2712000.0,6118000.0,6118000.0,1734000.0,4595000.0,4957000.0,4966000.0,6156000.0,4996000.0,5332000.0,5341000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,1266905000.0,1266905000.0,1266905000.0,,,,
PaymentsToAcquireFinanceReceivables / USD,,,,,,,,,,,0.0,0.0,0.0,771507000.0,847035000.0,847159000.0,2682443000.0,0.0,6000000.0,6000000.0,6000000.0,2694503000.0,0.0,0.0,0.0,6000000.0,202683000.0,203272000.0,365827000.0,296668000.0,248000.0,248000.0,248000.0
PaymentsToAcquireLoansReceivable / USD,,,,,,,,,,,0.0,0.0,0.0,0.0,50343000.0,50343000.0,535406000.0,0.0,0.0,0.0,19161000.0,535476000.0,15559000.0,47361000.0,87166000.0,33614000.0,209302000.0,347454000.0,702112000.0,193733000.0,71681000.0,387287000.0,473727000.0
PaymentsToAcquireOtherPropertyPlantAndEquipment / USD,,,,,,,,,,,1191000.0,1481000.0,2429000.0,899000.0,1329000.0,2187000.0,2527000.0,2724000.0,1247000.0,1523000.0,1653000.0,2768000.0,454000.0,686000.0,1158000.0,2505000.0,988000.0,1317000.0,1894000.0,1876000.0,2410000.0,5076000.0,6442000.0
PaymentsToAcquireRealEstate / USD,,1136200000.0,,,507795000.0,1136200000.0,0.0,0.0,507795000.0,,264527000.0,970763000.0,1530578000.0,0.0,,,1407260000.0,1812404000.0,0.0,0.0,0.0,1407260000.0,4012096000.0,4012828000.0,4012845000.0,0.0,6100000.0,15000000.0,231215000.0,4017851000.0,5900000.0,109900000.0,261800000.0
PaymentsToAcquireShortTermInvestments / USD,,,,39906000.0,421434000.0,0.0,0.0,39906000.0,421434000.0,0.0,24783000.0,97586000.0,440353000.0,942311000.0,,,19973000.0,440353000.0,,,0.0,19973000.0,,,207722000.0,0.0,0.0,0.0,0.0,306532000.0,29579000.0,29579000.0,29579000.0
PreferredStockParOrStatedValuePerShare / USD/shares,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
PreferredStockSharesAuthorized / shares,,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0
PreferredStockSharesOutstanding / shares,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockValue / USD,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrepaidExpenseCurrentAndNoncurrent / USD,,,,,,,3060000.0,3060000.0,3060000.0,3060000.0,3252000.0,3252000.0,3252000.0,3252000.0,2710000.0,2710000.0,2710000.0,2710000.0,3660000.0,3660000.0,3660000.0,3660000.0,7348000.0,7348000.0,7348000.0,7348000.0,4728000.0,4728000.0,4728000.0,4728000.0,4534000.0,4534000.0,4534000.0
ProceedsFromDerivativeInstrumentFinancingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206800000.0,,,,
ProceedsFromIssuanceOfCommonStock / USD,,963782000.0,1307100000.0,1300000000.0,1300000000.0,0.0,1300000000.0,1300000000.0,1300000000.0,1300000000.0,128085000.0,1000000000.0,1164360000.0,2001493000.0,199877000.0,1476717000.0,1539748000.0,1164307000.0,0.0,0.0,2386129000.0,1539748000.0,3219123000.0,3219101000.0,3219101000.0,2385779000.0,1272270000.0,1373737000.0,1672417000.0,3219101000.0,,,115112000.0
ProceedsFromIssuanceOfUnsecuredDebt / USD,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2500000000.0,2500000000.0,2500000000.0,2250000000.0,,0.0,0.0,2500000000.0,,5000000000.0,5000000000.0,0.0,0.0,0.0,0.0,5000000000.0,1028533000.0,1028533000.0,1028533000.0
ProceedsFromLinesOfCredit / USD,,2194686000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,600000000.0,600000000.0,600000000.0,0.0,352704000.0,352704000.0,408204000.0,600000000.0,0.0,0.0,82200000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,19973000.0,217342000.0,217342000.0,217342000.0,89190000.0,,29579000.0,29579000.0
ProceedsFromSaleAndCollectionOfMortgageNotesReceivable / USD,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,20000000.0,30448000.0,30448000.0,0.0,,50000.0,1130000.0,,0.0,400100000.0,400250000.0,5696000.0,1100000.0,80600000.0,80750000.0
ProceedsFromSaleOfRealEstateHeldforinvestment / USD,,,,,,,,,,,,,1044000.0,186000.0,,,31125000.0,1044000.0,,,3813000.0,50050000.0,,0.0,0.0,13301000.0,,6285000.0,6235000.0,0.0,,952000.0,952000.0
ProfitLoss / USD,,,,255463000.0,387487000.0,44537000.0,114103000.0,114103000.0,114103000.0,44537000.0,152926000.0,152926000.0,152926000.0,532117000.0,-22065000.0,-22065000.0,-22065000.0,554281000.0,272099000.0,272099000.0,272099000.0,896208000.0,242688000.0,242688000.0,242688000.0,1023158000.0,527861000.0,527861000.0,527861000.0,1136267000.0,599803000.0,599803000.0,599803000.0
PropertyPlantAndEquipmentGross / USD,6064300000.0,6064300000.0,75051000.0,75051000.0,75051000.0,75051000.0,75950000.0,75950000.0,75950000.0,75950000.0,78674000.0,78674000.0,78674000.0,78674000.0,80832000.0,80832000.0,80832000.0,80832000.0,83144000.0,83144000.0,83144000.0,83144000.0,85020000.0,85020000.0,85020000.0,85020000.0,,,,88620000.0,,,
PropertyPlantAndEquipmentNet / USD,4856600000.0,4856600000.0,74300000.0,74300000.0,74300000.0,75000000.0,71513000.0,71513000.0,71513000.0,71513000.0,70406000.0,70406000.0,70406000.0,70406000.0,69204000.0,69204000.0,69204000.0,69204000.0,68515000.0,68515000.0,68515000.0,68515000.0,67209000.0,67209000.0,67209000.0,67209000.0,66946000.0,66946000.0,66946000.0,66946000.0,70347000.0,70347000.0,70347000.0
RealEstateInvestments / USD,,,,9452643000.0,9452643000.0,9452643000.0,10098494000.0,10098494000.0,10098494000.0,10098494000.0,11915614000.0,11915614000.0,11915614000.0,11915614000.0,16341117000.0,16341117000.0,16341117000.0,16341117000.0,16433066000.0,16433066000.0,16433066000.0,16433066000.0,36213223000.0,36213223000.0,36213223000.0,36213223000.0,42521937000.0,42521937000.0,42521937000.0,42521937000.0,43813681000.0,43813681000.0,43813681000.0
RepaymentsOfLinesOfCredit / USD,,,100000000.0,100000000.0,100000000.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,600000000.0,600000000.0,0.0,250000000.0,250000000.0,250000000.0,600000000.0,0.0,0.0,85881000.0
RepaymentsOfUnsecuredDebt / USD,,,,,,,300000000.0,300000000.0,300000000.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1050000000.0,1050000000.0,1050000000.0
RestrictedCash / USD,,13760000.0,13760000.0,13760000.0,13760000.0,13760000.0,13808000.0,13808000.0,58000.0,20564000.0,24366000.0,28217000.0,32087000.0,,2002032000.0,2000000000.0,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0
