fact_unit,2019-05-03,2019-07-25,2019-10-25,2020-02-07,2020-05-01,2020-07-24,2020-10-23,2021-02-05,2021-04-23,2021-07-23,2021-10-22,2022-02-04,2022-04-22,2022-07-22,2022-10-21,2023-02-01,2023-04-26,2023-07-26,2023-10-25,2024-01-31,2024-04-26,2024-07-26,2024-10-25,2025-02-04,2025-04-25,2025-07-25,2025-10-24
DeferredTaxAssetsGross / USD,,6875000000.0,,6840000000.0,,,,7648000000.0,,,,7860000000.0,,,,6773000000.0,,,,5503000000.0,,,,8167000000.0,,,
DeferredTaxAssetsInventory / USD,,52000000.0,,53000000.0,,,,28000000.0,,,,30000000.0,,,,33000000.0,,,,129000000.0,,,,114000000.0,,,
DeferredTaxAssetsInvestments / USD,,275000000.0,,190000000.0,,,,125000000.0,,,,142000000.0,,,,31000000.0,,,,116000000.0,,,,166000000.0,,,
DeferredTaxAssetsNet / USD,,5620000000.0,,5615000000.0,,,,6386000000.0,,,,6558000000.0,,,,5382000000.0,,,,4234000000.0,,,,5219000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,1477000000.0,,1441000000.0,,,,1396000000.0,,,,1305000000.0,,,,1057000000.0,,,,910000000.0,,,,940000000.0,,,
DeferredTaxAssetsOther / USD,,427000000.0,,620000000.0,,,,851000000.0,,,,858000000.0,,,,1093000000.0,,,,999000000.0,,,,733000000.0,,,
DeferredTaxAssetsPropertyPlantAndEquipment / USD,,488000000.0,,406000000.0,,,,494000000.0,,,,448000000.0,,,,484000000.0,,,,505000000.0,,,,404000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,,210000000.0,,638000000.0,,,,524000000.0,,,,699000000.0,,,,330000000.0,,,,173000000.0,,,,397000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits / USD,,2411000000.0,,2115000000.0,,,,2432000000.0,,,,2712000000.0,,,,1753000000.0,,,,749000000.0,,,,983000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther / USD,,1409000000.0,,1220000000.0,,,,1678000000.0,,,,1542000000.0,,,,1487000000.0,,,,1497000000.0,,,,1923000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,1255000000.0,,1225000000.0,,,,1262000000.0,,,,1302000000.0,,,,1391000000.0,,,,1269000000.0,,,,2948000000.0,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts / USD,,232000000.0,,239000000.0,,,,234000000.0,,,,198000000.0,,,,203000000.0,,,,278000000.0,,,,272000000.0,,,
DeferredTaxLiabilitiesDeferredExpenseReservesAndAccruals / USD,,174000000.0,,151000000.0,,,,43000000.0,,,,78000000.0,,,,191000000.0,,,,279000000.0,,,,521000000.0,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets / USD,,1019000000.0,,954000000.0,,,,688000000.0,,,,638000000.0,,,,556000000.0,,,,415000000.0,,,,331000000.0,,,
DeferredTaxLiabilitiesInvestments / USD,,87000000.0,,84000000.0,,,,48000000.0,,,,51000000.0,,,,26000000.0,,,,41000000.0,,,,34000000.0,,,
DeferredTaxLiabilitiesOther / USD,,405000000.0,,247000000.0,,,,120000000.0,,,,196000000.0,,,,101000000.0,,,,131000000.0,,,,115000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,2467000000.0,,2519000000.0,,,,3177000000.0,,,,3337000000.0,,,,3150000000.0,,,,3001000000.0,,,,2663000000.0,,,
DefinedBenefitPlanFairValueOfPlanAssets / USD,,,,22500000000.0,,,,24900000000.0,,,,26400000000.0,,,,28200000000.0,,,,21200000000.0,,,,19600000000.0,,,
DefinedBenefitPlanNetPeriodicBenefitCost / USD,,-35000000.0,,676000000.0,,,,-123000000.0,,,,-205000000.0,,,,-103000000.0,,,,-332000000.0,,,,-358000000.0,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1 / USD,,,,,,,,,,,,19000000.0,,,,19000000.0,,,,19000000.0,,,,-642000000.0,,,
DefinedBenefitPlanSettlementsBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,1681000000.0,,,,1681000000.0,,,
DefinedBenefitPlanSettlementsPlanAssets / USD,,,,,,,,,,,,,,,,,,,,1617000000.0,,,,1617000000.0,,,
DefinedContributionPlanCostRecognized / USD,,220000000.0,,286000000.0,,,,186000000.0,,,,163000000.0,,,,156000000.0,,,,165000000.0,,,,150000000.0,,,
Depreciation / USD,621000000.0,1729000000.0,1643000000.0,1955000000.0,543000000.0,1081000000.0,1621000000.0,2174000000.0,515000000.0,1032000000.0,1558000000.0,2156000000.0,515000000.0,1033000000.0,1550000000.0,2092000000.0,491000000.0,977000000.0,1459000000.0,2063000000.0,475000000.0,959000000.0,1443000000.0,1958000000.0,481000000.0,969000000.0,1470000000.0
DepreciationDepletionAndAmortization / USD,837000000.0,2225000000.0,2183000000.0,2546000000.0,743000000.0,1486000000.0,2225000000.0,2909000000.0,724000000.0,1424000000.0,2148000000.0,2938000000.0,717000000.0,1462000000.0,2187000000.0,2874000000.0,752000000.0,1436000000.0,2104000000.0,2842000000.0,648000000.0,1297000000.0,1954000000.0,2758000000.0,720000000.0,1402000000.0,2143000000.0
DerivativeAmountOfHedgedItem / USD,,2390000000.0,,2290000000.0,3490000000.0,3490000000.0,3490000000.0,3490000000.0,3314000000.0,3314000000.0,3314000000.0,3314000000.0,2279000000.0,2279000000.0,2279000000.0,2279000000.0,2279000000.0,2279000000.0,2279000000.0,2279000000.0,4479000000.0,4479000000.0,4479000000.0,4479000000.0,5129000000.0,5129000000.0,5129000000.0
DerivativeAssetCollateralObligationToReturnCashOffset / USD,34000000.0,0.0,34000000.0,34000000.0,3000000.0,3000000.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,1000000.0,,,0.0,2000000.0,2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement / USD,,273000000.0,,336000000.0,,,,274000000.0,,,,338000000.0,,,,776000000.0,,,,776000000.0,257000000.0,257000000.0,257000000.0,257000000.0,218000000.0,218000000.0,218000000.0
DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset / USD,,121000000.0,,125000000.0,,,,106000000.0,,,,165000000.0,,,,484000000.0,,,,484000000.0,203000000.0,203000000.0,203000000.0,203000000.0,105000000.0,105000000.0,105000000.0
DerivativeAssets / USD,,152000000.0,,211000000.0,,,,168000000.0,,,,173000000.0,,,,292000000.0,,,,,54000000.0,54000000.0,54000000.0,,113000000.0,113000000.0,113000000.0
DerivativeFairValueOfDerivativeLiability / USD,,,,,,,,,,,,521000000.0,,,,635000000.0,,,,635000000.0,270000000.0,270000000.0,270000000.0,270000000.0,254000000.0,254000000.0,254000000.0
DerivativeLiabilities / USD,,372000000.0,,285000000.0,,,,419000000.0,,,,350000000.0,,,,91000000.0,,,,,66000000.0,66000000.0,66000000.0,,149000000.0,149000000.0,149000000.0
DerivativeLiabilityCollateralRightToReclaimCashOffset / USD,26000000.0,19000000.0,26000000.0,26000000.0,5000000.0,5000000.0,5000000.0,5000000.0,7000000.0,7000000.0,7000000.0,7000000.0,71000000.0,71000000.0,71000000.0,71000000.0,80000000.0,80000000.0,80000000.0,80000000.0,22000000.0,22000000.0,22000000.0,22000000.0,16000000.0,16000000.0,16000000.0
DerivativeLiabilityFairValueGrossAssetAndRightToReclaimCashOffset / USD,,140000000.0,,140000000.0,,,,111000000.0,,,,171000000.0,,,,544000000.0,,,,544000000.0,204000000.0,204000000.0,204000000.0,204000000.0,105000000.0,105000000.0,105000000.0
DisposalGroupIncludingDiscontinuedOperationGoodwill1 / USD,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,,,
DisposalGroupIncludingDiscontinuedOperationInventory1 / USD,,,,,,,,,,,,,,,,,,,,,,,,51000000.0,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment / USD,,,,,,,,,,,,,,,,,,,,,,,,51000000.0,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal / USD,,-14000000.0,20000000.0,7000000.0,,-44000000.0,-44000000.0,-49000000.0,,,220000000.0,-49000000.0,,,,717000000.0,,,,16000000.0,,,,1000000.0,,-103000000.0,-213000000.0
EarningsPerShareBasic / USD/shares,,5.8,5.02,0.6,0.74,0.84,1.29,6.21,0.32,0.01,-0.02,-1.84,1.32,3.86,6.11,1.64,2.12,4.4,5.45,8.44,-0.13,0.55,0.97,6.32,0.73,1.35,1.65
EarningsPerShareDiluted / USD/shares,,5.73,5.02,0.6,0.74,0.84,1.29,6.21,0.32,0.01,-0.02,-1.84,1.32,3.83,6.06,1.64,2.11,4.37,5.41,8.38,-0.13,0.54,0.97,6.28,0.73,1.35,1.65
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,100000000.0,-77000000.0,-59000000.0,320000000.0,30000000.0,10000000.0,-54000000.0,-99000000.0,-86000000.0,-66000000.0,4000000.0,-27000000.0,-48000000.0,-12000000.0,-57000000.0,107000000.0,-45000000.0,-162000000.0,-261000000.0,-99000000.0,-41000000.0,-98000000.0,-130000000.0,-237000000.0,-54000000.0,-69000000.0,18000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,,-0.173,,6.43,,,,0.216,,,,-0.377,,,,0.375,,,,0.214,-0.392,-0.276,-0.251,0.238,,0.058,0.105
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,0.35,,0.35,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,,,,,,,0.0,,,,0.0,,,,0.126,,,,0.026,,,,-0.028,,,
EffectiveIncomeTaxRateReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary / pure,,-0.017,,-0.527,,,,-0.033,,,,-0.032,,,,0.002,,,,-0.022,,,,-0.012,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,-0.149,,-0.612,,,,0.067,,,,-0.148,,,,-0.023,,,,-0.013,,,,-0.014,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,-0.002,,0.145,,,,-0.001,,,,-0.137,,,,-0.007,,,,0.0,,,,0.029,,,
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes / pure,,,,0.0,,,,0.0,,,,0.104,,,,0.003,,,,-0.053,,,,0.006,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,0.029,,0.114,,,,0.004,,,,-0.044,,,,0.003,,,,0.002,,,,0.028,,,
EffectiveIncomeTaxRateReconciliationTaxContingencies / pure,,-0.027,,0.135,,,,0.002,,,,0.01,,,,0.073,,,,0.047,,,,0.013,,,
EffectiveIncomeTaxRateReconciliationTaxSettlements / pure,,,,,,,,,,,,,,,,,,,,,,,,-0.006,,,
EmployeeRelatedLiabilitiesCurrent / USD,,956000000.0,,759000000.0,,,284000000.0,284000000.0,866000000.0,866000000.0,866000000.0,866000000.0,,,,1030000000.0,,,,650000000.0,,,,714000000.0,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,83000000.0,,115000000.0,,,,42000000.0,,,,36000000.0,,,,39000000.0,,,,62000000.0,,,,47000000.0,,,
EntityCommonStockSharesOutstanding / shares,748824164.0,743212006.0,741495905.0,741678966.0,740730813.0,741121450.0,741751762.0,743914560.0,746989442.0,745771788.0,739614412.0,735747193.0,728101842.0,718167477.0,703759269.0,704879920.0,707314807.0,703074557.0,701397006.0,702293433.0,703205830.0,700921028.0,700091690.0,703831931.0,706861738.0,708844151.0,710767392.0
EntityListingParValuePerShare / USD/shares,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
EntityPublicFloat / USD,,,,36300000000.0,,,,29600000000.0,,,,47100000000.0,,,,37000000000.0,,,,37400000000.0,,,,37100000000.0,,,
EnvironmentalCostsRecognizedCapitalizedInPeriod / USD,,57000000.0,,57000000.0,,,,55000000.0,,,,83000000.0,,,,80000000.0,,,,65000000.0,,,,137000000.0,,,
EnvironmentalRemediationExpense / USD,,503000000.0,,163000000.0,,,,176000000.0,,,,588000000.0,,,,,,,,158000000.0,,,,176000000.0,,,
EquityMethodInvestmentDividendsOrDistributions / USD,,612000000.0,,654000000.0,,,,663000000.0,,380000000.0,391000000.0,1020000000.0,178000000.0,219000000.0,232000000.0,425000000.0,,,,324000000.0,,,,964000000.0,,,
EquityMethodInvestments / USD,3823000000.0,2974000000.0,3320000000.0,3107000000.0,1404000000.0,1404000000.0,1404000000.0,3320000000.0,1327000000.0,1327000000.0,1327000000.0,1404000000.0,2045000000.0,2045000000.0,2045000000.0,1327000000.0,1589000000.0,1589000000.0,1589000000.0,2045000000.0,1267000000.0,1267000000.0,1267000000.0,1589000000.0,1266000000.0,1266000000.0,1266000000.0
EquitySecuritiesFvNiCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,17000000.0,17000000.0,17000000.0,17000000.0,14000000.0,14000000.0,14000000.0
EquitySecuritiesFvNiUnrealizedGainLoss / USD,,7000000.0,,7000000.0,,,,5000000.0,,,,32000000.0,,,,13000000.0,,,,8000000.0,,,,7000000.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,204000000.0,,204000000.0,189000000.0,189000000.0,189000000.0,189000000.0,215000000.0,215000000.0,215000000.0,215000000.0,209000000.0,209000000.0,209000000.0,209000000.0,186000000.0,186000000.0,186000000.0,186000000.0,171000000.0,171000000.0,171000000.0,171000000.0,153000000.0,153000000.0,153000000.0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases / USD,,,,,,,,,,,,,,,,,,,,200000000.0,,,,200000000.0,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue / USD,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
FinanceLeaseInterestExpense / USD,6000000.0,13000000.0,19000000.0,25000000.0,6000000.0,13000000.0,19000000.0,25000000.0,6000000.0,12000000.0,19000000.0,25000000.0,7000000.0,13000000.0,19000000.0,25000000.0,8000000.0,17000000.0,25000000.0,27000000.0,8000000.0,16000000.0,24000000.0,32000000.0,10000000.0,22000000.0,33000000.0
FinanceLeaseInterestPaymentOnLiability / USD,6000000.0,13000000.0,19000000.0,25000000.0,6000000.0,13000000.0,19000000.0,25000000.0,6000000.0,12000000.0,19000000.0,25000000.0,7000000.0,13000000.0,19000000.0,25000000.0,8000000.0,17000000.0,25000000.0,27000000.0,8000000.0,16000000.0,24000000.0,32000000.0,10000000.0,22000000.0,33000000.0
FinanceLeaseLiability / USD,369000000.0,399000000.0,425000000.0,395000000.0,418000000.0,415000000.0,496000000.0,518000000.0,554000000.0,553000000.0,542000000.0,869000000.0,862000000.0,826000000.0,804000000.0,790000000.0,,,,873000000.0,,,,939000000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,556000000.0,618000000.0,618000000.0,588000000.0,598000000.0,590000000.0,687000000.0,709000000.0,739000000.0,730000000.0,711000000.0,1096000000.0,1083000000.0,1037000000.0,1006000000.0,990000000.0,,,,1108000000.0,,,,1194000000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,309000000.0,308000000.0,348000000.0,310000000.0,310000000.0,310000000.0,,373000000.0,,,,551000000.0,,,,487000000.0,,,,545000000.0,,,,568000000.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,72000000.0,78000000.0,84000000.0,88000000.0,89000000.0,137000000.0,167000000.0,164000000.0,166000000.0,138000000.0,,,,153000000.0,,,,147000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,71000000.0,79000000.0,78000000.0,29000000.0,29000000.0,31000000.0,389000000.0,41000000.0,383000000.0,380000000.0,375000000.0,69000000.0,556000000.0,551000000.0,545000000.0,64000000.0,,,,82000000.0,,,,97000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,44000000.0,52000000.0,51000000.0,84000000.0,82000000.0,84000000.0,40000000.0,45000000.0,44000000.0,46000000.0,47000000.0,74000000.0,70000000.0,69000000.0,70000000.0,70000000.0,,,,88000000.0,,,,103000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,46000000.0,69000000.0,57000000.0,50000000.0,57000000.0,59000000.0,93000000.0,98000000.0,54000000.0,57000000.0,58000000.0,103000000.0,76000000.0,76000000.0,76000000.0,78000000.0,,,,96000000.0,,,,145000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,48000000.0,70000000.0,62000000.0,55000000.0,64000000.0,66000000.0,68000000.0,74000000.0,108000000.0,112000000.0,113000000.0,162000000.0,106000000.0,106000000.0,109000000.0,153000000.0,,,,144000000.0,,,,134000000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,187000000.0,219000000.0,193000000.0,193000000.0,180000000.0,175000000.0,191000000.0,191000000.0,185000000.0,177000000.0,169000000.0,227000000.0,221000000.0,211000000.0,202000000.0,200000000.0,,,,235000000.0,,,,255000000.0,,,
FinanceLeasePrincipalPayments / USD,3000000.0,9000000.0,16000000.0,34000000.0,3000000.0,9000000.0,16000000.0,34000000.0,8000000.0,21000000.0,34000000.0,34000000.0,11000000.0,29000000.0,48000000.0,58000000.0,22000000.0,53000000.0,79000000.0,74000000.0,28000000.0,56000000.0,83000000.0,114000000.0,30000000.0,61000000.0,95000000.0
FinanceLeaseRightOfUseAssetAmortization / USD,6000000.0,17000000.0,31000000.0,39000000.0,6000000.0,17000000.0,31000000.0,39000000.0,13000000.0,26000000.0,42000000.0,39000000.0,15000000.0,34000000.0,53000000.0,58000000.0,26000000.0,52000000.0,80000000.0,76000000.0,26000000.0,51000000.0,77000000.0,105000000.0,27000000.0,55000000.0,86000000.0
FinanceLeaseWeightedAverageDiscountRatePercent / pure,0.07,0.0672,0.0616,0.0628,0.0628,0.0628,0.0628,0.0628,0.0541,0.0541,0.0541,0.0541,0.0417,0.0417,0.0417,0.0417,,,,0.0429,,,,0.0484,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,5762000000.0,2842000000.0,3379000000.0,3379000000.0,3886000000.0,3886000000.0,3886000000.0,3886000000.0,4428000000.0,4428000000.0,4428000000.0,4428000000.0,4725000000.0,4725000000.0,4725000000.0,4725000000.0,5022000000.0,5022000000.0,5022000000.0,5022000000.0,5374000000.0,5374000000.0,5374000000.0,5374000000.0,5394000000.0,5394000000.0,5394000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,659000000.0,518000000.0,515000000.0,492000000.0,491000000.0,491000000.0,495000000.0,477000000.0,477000000.0,477000000.0,475000000.0,418000000.0,419000000.0,415000000.0,411000000.0,387000000.0,,,,379000000.0,,,,294000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,492000000.0,392000000.0,375000000.0,364000000.0,354000000.0,354000000.0,358000000.0,275000000.0,270000000.0,270000000.0,268000000.0,202000000.0,200000000.0,196000000.0,192000000.0,170000000.0,,,,157000000.0,,,,155000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,525000000.0,413000000.0,405000000.0,380000000.0,372000000.0,372000000.0,376000000.0,366000000.0,362000000.0,362000000.0,359000000.0,276000000.0,274000000.0,271000000.0,266000000.0,203000000.0,,,,178000000.0,,,,166000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,594000000.0,470000000.0,467000000.0,411000000.0,404000000.0,404000000.0,408000000.0,384000000.0,381000000.0,381000000.0,377000000.0,367000000.0,365000000.0,362000000.0,357000000.0,278000000.0,,,,213000000.0,,,,187000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,623000000.0,492000000.0,489000000.0,472000000.0,467000000.0,467000000.0,471000000.0,415000000.0,414000000.0,414000000.0,410000000.0,386000000.0,385000000.0,381000000.0,376000000.0,368000000.0,,,,288000000.0,,,,222000000.0,,,
ForeignCurrencyTransactionGainLossBeforeTax / USD,,-126000000.0,,-72000000.0,,,,-119000000.0,,,,91000000.0,,,,-62000000.0,,,,-8000000.0,,,,-117000000.0,,,
GainLossOnDispositionOfAssets1 / USD,33000000.0,196000000.0,-24000000.0,419000000.0,-2000000.0,-27000000.0,-48000000.0,38000000.0,-12000000.0,-39000000.0,-283000000.0,81000000.0,38000000.0,50000000.0,67000000.0,802000000.0,6000000.0,-6000000.0,11000000.0,105000000.0,49000000.0,51000000.0,49000000.0,19000000.0,11000000.0,20000000.0,58000000.0
GainLossOnSaleOfOtherAssets / USD,,157000000.0,,117000000.0,,,,18000000.0,,,,67000000.0,,,,48000000.0,,,,105000000.0,,,,78000000.0,,,
GainLossRelatedToLitigationSettlement / USD,,-1219000000.0,205000000.0,137000000.0,,6000000.0,205000000.0,205000000.0,,6000000.0,,205000000.0,,,,544000000.0,-177000000.0,-177000000.0,-177000000.0,54000000.0,-177000000.0,-177000000.0,-177000000.0,381000000.0,,42000000.0,42000000.0
GainsLossesOnExtinguishmentOfDebt / USD,,0.0,-6000000.0,0.0,-86000000.0,44000000.0,-44000000.0,-54000000.0,-86000000.0,-86000000.0,-149000000.0,-102000000.0,,-102000000.0,-574000000.0,-149000000.0,,8000000.0,8000000.0,-574000000.0,,,,-8000000.0,-60000000.0,-60000000.0,-78000000.0
Goodwill / USD,13848000000.0,7541000000.0,9846000000.0,9833000000.0,8796000000.0,8796000000.0,8796000000.0,9846000000.0,8908000000.0,8908000000.0,8908000000.0,8796000000.0,8764000000.0,8764000000.0,8764000000.0,8908000000.0,8644000000.0,8644000000.0,8644000000.0,8764000000.0,8641000000.0,8641000000.0,8641000000.0,8644000000.0,8565000000.0,8565000000.0,8565000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,,242000000.0,-61000000.0,-69000000.0,-16000000.0,5000000.0,60000000.0,-10000000.0,-89000000.0,-75000000.0,-107000000.0,122000000.0,-48000000.0,-159000000.0,-240000000.0,-144000000.0,,,,-120000000.0,,,,-3000000.0,,143000000.0,135000000.0
GovernmentAssistanceAmount / USD,,,,,,,,,,,,,,,,,,,,260000000.0,,,,260000000.0,,,
HeldToMaturitySecuritiesContinuousUnrealizedLossPositionFairValue / USD,,,,,,,,,,,,198000000.0,,,,817000000.0,,,,1582000000.0,,,,1498000000.0,,,
HeldToMaturitySecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue / USD,,,,,,,,,,,,179000000.0,,,,650000000.0,,,,1091000000.0,,,,292000000.0,,,
HeldToMaturitySecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue / USD,,,,,,,,,,,,19000000.0,,,,167000000.0,,,,491000000.0,,,,1206000000.0,,,
IncomeLossFromContinuingOperations / USD,,1478000000.0,2449000000.0,-1287000000.0,156000000.0,246000000.0,593000000.0,2940000000.0,258000000.0,41000000.0,40000000.0,-1717000000.0,1006000000.0,,,1294000000.0,,,,6405000000.0,,,,4640000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,-991000000.0,,-2226000000.0,,,,745000000.0,,,,-1196000000.0,,,,-681000000.0,,,,1523000000.0,,,,2383000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,1740000000.0,1260000000.0,3204000000.0,237000000.0,297000000.0,512000000.0,949000000.0,3749000000.0,396000000.0,213000000.0,255000000.0,-1247000000.0,1323000000.0,3779000000.0,6027000000.0,2071000000.0,2055000000.0,4224000000.0,5225000000.0,8145000000.0,-120000000.0,591000000.0,1008000000.0,6090000000.0,449000000.0,1057000000.0,1381000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,2251000000.0,,2463000000.0,,,,3004000000.0,,,,-51000000.0,,,,2752000000.0,,,,6622000000.0,,,,3707000000.0,,,
IncomeLossFromContinuingOperationsPerBasicShare / USD/shares,,1.57,3.17,-1.88,0.16,0.26,0.71,3.8,0.32,0.01,-0.02,-2.42,1.32,3.86,6.11,,2.12,4.4,5.45,,-0.13,0.55,0.97,,0.73,1.35,1.65
IncomeLossFromContinuingOperationsPerDilutedShare / USD/shares,,1.55,3.17,-1.88,0.16,0.26,0.71,3.8,0.32,0.01,-0.02,-2.42,1.32,3.83,6.06,,2.11,4.37,5.41,,-0.13,0.54,0.97,,0.73,1.35,1.65
IncomeLossFromEquityMethodInvestments / USD,243000000.0,187000000.0,529000000.0,394000000.0,-14000000.0,-29000000.0,-73000000.0,555000000.0,-89000000.0,-184000000.0,-124000000.0,-94000000.0,224000000.0,502000000.0,751000000.0,-18000000.0,174000000.0,369000000.0,311000000.0,975000000.0,-48000000.0,-105000000.0,-112000000.0,268000000.0,17000000.0,43000000.0,45000000.0
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions / USD,-287000000.0,-425000000.0,81000000.0,-253000000.0,775000000.0,880000000.0,927000000.0,-108000000.0,134000000.0,455000000.0,515000000.0,-1114000000.0,46000000.0,283000000.0,519000000.0,-443000000.0,-374000000.0,-289000000.0,-517000000.0,651000000.0,-102000000.0,-267000000.0,-300000000.0,-696000000.0,-75000000.0,-156000000.0,-221000000.0
IncomeTaxExpenseBenefit / USD,363000000.0,-218000000.0,755000000.0,1524000000.0,141000000.0,266000000.0,356000000.0,809000000.0,138000000.0,172000000.0,215000000.0,470000000.0,317000000.0,841000000.0,1383000000.0,777000000.0,503000000.0,991000000.0,1232000000.0,1740000000.0,-47000000.0,163000000.0,253000000.0,1450000000.0,-89000000.0,61000000.0,145000000.0
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,,,,,,,,,,,,,,,,,,,,,,,,-242000000.0,-242000000.0
IncomeTaxReconciliationTaxCredits / USD,,,,,,,,,,,,,,,,,,,,,194000000.0,194000000.0,194000000.0,,,194000000.0,194000000.0
IncomeTaxesPaid / USD,,1306000000.0,,1259000000.0,,,,1193000000.0,,,,881000000.0,,,,518000000.0,,,,731000000.0,,,,793000000.0,,,
IncreaseDecreaseInAccountsAndNotesReceivable / USD,1524000000.0,8764000000.0,-1422000000.0,11431000000.0,85000000.0,239000000.0,994000000.0,855000000.0,128000000.0,696000000.0,339000000.0,-1253000000.0,866000000.0,1903000000.0,2222000000.0,-171000000.0,741000000.0,767000000.0,-323000000.0,2132000000.0,68000000.0,-156000000.0,-365000000.0,-1187000000.0,600000000.0,485000000.0,818000000.0
IncreaseDecreaseInAccountsPayable / USD,823000000.0,547000000.0,1453000000.0,1081000000.0,-452000000.0,-450000000.0,-926000000.0,787000000.0,-314000000.0,-896000000.0,-560000000.0,-948000000.0,611000000.0,1357000000.0,1487000000.0,-84000000.0,86000000.0,69000000.0,-860000000.0,2458000000.0,-631000000.0,-986000000.0,-859000000.0,-1255000000.0,398000000.0,544000000.0,601000000.0
IncreaseDecreaseInInventories / USD,1239000000.0,-380000000.0,-1120000000.0,891000000.0,-47000000.0,58000000.0,483000000.0,859000000.0,-111000000.0,429000000.0,587000000.0,-668000000.0,478000000.0,1278000000.0,1502000000.0,-515000000.0,443000000.0,908000000.0,254000000.0,1768000000.0,-163000000.0,-501000000.0,-777000000.0,-347000000.0,297000000.0,383000000.0,676000000.0
