fact_unit,2009-08-06,2009-11-05,2010-02-26,2010-05-06,2010-08-05,2010-11-05,2011-02-25,2011-05-06,2011-08-05,2011-11-04,2012-02-24,2012-05-08,2012-08-06,2012-11-01,2013-02-25,2013-05-01,2013-07-31,2013-10-30,2014-02-24,2014-05-06,2014-08-04,2014-11-03,2015-02-24,2015-05-07,2015-08-05,2015-11-04,2016-02-25,2016-05-06,2016-08-04,2016-11-04,2017-03-01,2017-05-08,2017-08-08,2017-11-02,2018-02-23,2018-05-08,2018-08-02,2018-11-01,2019-02-22,2019-05-08,2019-08-06,2019-11-04,2020-02-26,2020-05-07,2020-08-10,2020-11-09,2021-02-23,2021-05-05,2021-08-04,2021-11-02,2022-02-24,2022-05-02,2022-08-04,2022-11-07,2023-02-24,2023-05-04,2023-08-02,2023-11-02,2024-02-22,2024-05-08,2024-08-08,2024-11-07,2025-02-25,2025-05-12,2025-08-06,2025-11-05
AccountsNotesAndLoansReceivableNetCurrent / USD,931200000.0,931200000.0,931200000.0,1060400000.0,1060400000.0,1060400000.0,1060400000.0,1179100000.0,1179100000.0,1179100000.0,1179100000.0,1334700000.0,1334700000.0,1334700000.0,1334700000.0,1375300000.0,1375300000.0,1375300000.0,1375300000.0,1319800000.0,1319800000.0,1319800000.0,1319800000.0,1214400000.0,1214400000.0,1214400000.0,1214400000.0,1298700000.0,1298700000.0,1298700000.0,1298700000.0,1474100000.0,1474100000.0,1474100000.0,1474100000.0,1976200000.0,1976200000.0,1976200000.0,1976200000.0,2441500000.0,2441500000.0,2441500000.0,2441500000.0,2224200000.0,2224200000.0,2224200000.0,2224200000.0,2110300000.0,2110300000.0,2110300000.0,2110300000.0,1872400000.0,1872400000.0,1872400000.0,1872400000.0,2115000000.0,2115000000.0,2115000000.0,2115000000.0,2488000000.0,2488000000.0,2488000000.0,2488000000.0,2383000000.0,2383000000.0,2383000000.0
AccountsPayableCurrent / USD,,620400000.0,620400000.0,636000000.0,636000000.0,636000000.0,636000000.0,943900000.0,943900000.0,943900000.0,943900000.0,961300000.0,961300000.0,961300000.0,961300000.0,1141900000.0,1141900000.0,1141900000.0,1141900000.0,1086000000.0,1086000000.0,1086000000.0,1086000000.0,860100000.0,860100000.0,860100000.0,860100000.0,874700000.0,874700000.0,874700000.0,874700000.0,756000000.0,756000000.0,756000000.0,756000000.0,924800000.0,924800000.0,924800000.0,924800000.0,1207900000.0,1207900000.0,1207900000.0,1207900000.0,988200000.0,988200000.0,988200000.0,988200000.0,741300000.0,741300000.0,741300000.0,741300000.0,1006800000.0,1006800000.0,1006800000.0,1006800000.0,980200000.0,980200000.0,980200000.0,980200000.0,1103000000.0,1103000000.0,1103000000.0,1103000000.0,1029000000.0,1029000000.0,1029000000.0
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,252700000.0,252700000.0,277400000.0,277400000.0,277400000.0,277400000.0,275600000.0,275600000.0,275600000.0,275600000.0,338100000.0,338100000.0,338100000.0,338100000.0,370700000.0,370700000.0,370700000.0,370700000.0,383100000.0,383100000.0,383100000.0,383100000.0,330000000.0,330000000.0,330000000.0,330000000.0,309000000.0,309000000.0,309000000.0,309000000.0,266300000.0,266300000.0,266300000.0,266300000.0,275400000.0,275400000.0,275400000.0,275400000.0,253700000.0,253700000.0,253700000.0,253700000.0,247500000.0,247500000.0,247500000.0,247500000.0,227000000.0,227000000.0,227000000.0,227000000.0,236700000.0,236700000.0,236700000.0,236700000.0,255100000.0,255100000.0,255100000.0,255100000.0,268000000.0,268000000.0,268000000.0,268000000.0,224000000.0,224000000.0,224000000.0
AccruedIncomeTaxesCurrent / USD,,0.0,0.0,202400000.0,202400000.0,202400000.0,202400000.0,111300000.0,111300000.0,111300000.0,111300000.0,262200000.0,262200000.0,262200000.0,262200000.0,298700000.0,298700000.0,298700000.0,298700000.0,215500000.0,215500000.0,215500000.0,215500000.0,166800000.0,166800000.0,166800000.0,166800000.0,154800000.0,154800000.0,154800000.0,154800000.0,267200000.0,267200000.0,267200000.0,267200000.0,265800000.0,265800000.0,265800000.0,265800000.0,228300000.0,228300000.0,228300000.0,228300000.0,331700000.0,331700000.0,331700000.0,331700000.0,741100000.0,741100000.0,741100000.0,741100000.0,360700000.0,360700000.0,360700000.0,360700000.0,274900000.0,274900000.0,274900000.0,274900000.0,705000000.0,705000000.0,705000000.0,705000000.0,361000000.0,361000000.0,361000000.0
AccruedIncomeTaxesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010600000.0,2370900000.0,2370900000.0,2370900000.0,2370900000.0,2081200000.0,2081200000.0,2081200000.0,2081200000.0,2265900000.0,2265900000.0,2265900000.0,2265900000.0,1970700000.0,1970700000.0,1970700000.0,1970700000.0,1896800000.0,1896800000.0,1896800000.0,1896800000.0,791900000.0,791900000.0,791900000.0,791900000.0,363000000.0,363000000.0,363000000.0,363000000.0,344000000.0,344000000.0,344000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,10897900000.0,10897900000.0,10897900000.0,11909000000.0,11909000000.0,11909000000.0,11909000000.0,12421800000.0,12421800000.0,12421800000.0,12421800000.0,12903100000.0,12903100000.0,12903100000.0,12903100000.0,13813900000.0,13813900000.0,13813900000.0,13813900000.0,14608300000.0,14608300000.0,14608300000.0,14608300000.0,14568600000.0,14568600000.0,14568600000.0,14568600000.0,14574800000.0,14574800000.0,14574800000.0,14574800000.0,13185800000.0,13185800000.0,13185800000.0,13185800000.0,14178100000.0,14178100000.0,14178100000.0,14178100000.0,14350900000.0,14350900000.0,14350900000.0,14350900000.0,14890900000.0,14890900000.0,14890900000.0,14890900000.0,16518300000.0,16518300000.0,16518300000.0,16518300000.0,17196000000.0,17196000000.0,17196000000.0,17196000000.0,17264000000.0,17264000000.0,17264000000.0,17264000000.0,18662000000.0,18662000000.0,18662000000.0,18662000000.0,18882000000.0,18882000000.0,18882000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,101300000.0,101300000.0,101300000.0,747400000.0,747400000.0,747400000.0,747400000.0,752900000.0,752900000.0,752900000.0,752900000.0,449700000.0,449700000.0,449700000.0,449700000.0,796400000.0,796400000.0,796400000.0,796400000.0,427600000.0,427600000.0,427600000.0,427600000.0,-1519700000.0,-1519700000.0,-1519700000.0,-1519700000.0,-2879800000.0,-2879800000.0,-2879800000.0,-2879800000.0,-3092900000.0,-3092900000.0,-3092900000.0,-3092900000.0,-2178400000.0,-2178400000.0,-2178400000.0,-2178400000.0,-2609500000.0,-2609500000.0,-2609500000.0,-2609500000.0,-2482700000.0,-2482700000.0,-2482700000.0,-2482700000.0,-2586800000.0,-2586800000.0,-2586800000.0,-2586800000.0,-2573700000.0,-2573700000.0,-2573700000.0,-2573700000.0,-2486600000.0,-2486600000.0,-2486600000.0,-2486600000.0,-2456000000.0,-2456000000.0,-2456000000.0,-2456000000.0,-2553000000.0,-2553000000.0,-2553000000.0
AdditionalPaidInCapital / USD,4600200000.0,4600200000.0,4600200000.0,4853900000.0,4853900000.0,4853900000.0,4853900000.0,5196400000.0,5196400000.0,5196400000.0,5196400000.0,5487300000.0,5487300000.0,5487300000.0,5487300000.0,5778900000.0,5778900000.0,5778900000.0,5778900000.0,5994100000.0,5994100000.0,5994100000.0,5994100000.0,6239100000.0,6239100000.0,6239100000.0,6239100000.0,6533400000.0,6533400000.0,6533400000.0,6533400000.0,6757900000.0,6757900000.0,6757900000.0,6757900000.0,7072400000.0,7072400000.0,7072400000.0,7072400000.0,7376000000.0,7376000000.0,7376000000.0,7376000000.0,7653900000.0,7653900000.0,7653900000.0,7653900000.0,7903600000.0,7903600000.0,7903600000.0,7903600000.0,8231600000.0,8231600000.0,8231600000.0,8231600000.0,8547100000.0,8547100000.0,8547100000.0,8547100000.0,8893000000.0,8893000000.0,8893000000.0,8893000000.0,9281000000.0,9281000000.0,9281000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,142400000.0,,,,109600000.0,,,,112900000.0,,,,83100000.0,,,,86200000.0,,,,93400000.0,,,,89100000.0,,,,112800000.0,,,,110000000.0,39800000.0,63700000.0,99700000.0,131300000.0,39800000.0,63700000.0,99700000.0,117500000.0,31600000.0,60500000.0,90100000.0,125100000.0,25900000.0,56700000.0,64000000.0,109600000.0,27300000.0,63800000.0,97900000.0,92400000.0,54300000.0,92600000.0,130900000.0,139200000.0,50000000.0,95000000.0,138000000.0,167000000.0,50000000.0,88000000.0,128000000.0
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,76100000.0,,,,56200000.0,,,,59200000.0,,,,63200000.0,,,,60600000.0,,,,72800000.0,,,,76000000.0,,,,89600000.0,,,,82000000.0,,,,108100000.0,,,,94200000.0,,,,78300000.0,,,,120400000.0,,,,146000000.0,,,
