fact_unit,2009-08-06,2009-11-05,2010-02-25,2010-05-06,2010-08-06,2010-11-05,2011-02-25,2011-05-09,2011-08-08,2011-11-08,2012-02-28,2012-05-08,2012-08-08,2012-11-08,2013-02-28,2013-05-10,2013-08-09,2013-11-08,2013-11-12,2014-02-28,2014-05-09,2014-06-03,2014-08-08,2014-11-07,2015-03-02,2015-05-11,2015-08-07,2015-11-06,2016-02-29,2016-05-06,2016-08-04,2016-11-07,2017-02-28,2017-05-08,2017-08-08,2017-11-07,2018-02-28,2018-05-08,2018-08-07,2018-11-07,2019-02-28,2019-05-08,2019-08-07,2019-11-08,2020-03-02,2020-05-11,2020-08-07,2020-11-06,2021-02-26,2021-05-07,2021-08-06,2021-11-05,2022-02-25,2022-05-02,2022-08-05,2022-11-04,2023-02-27,2023-05-03,2023-08-07,2023-11-07,2024-02-27,2024-05-10,2024-08-05,2024-11-05,2025-02-27,2025-05-06,2025-08-06,2025-11-07
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent / USD,,171791000.0,171791000.0,220089000.0,220089000.0,220089000.0,220089000.0,186059000.0,186059000.0,186059000.0,161592000.0,155139000.0,155139000.0,155139000.0,155139000.0,199102000.0,199102000.0,199102000.0,199102000.0,199102000.0,202470000.0,199102000.0,202470000.0,202470000.0,202470000.0,243263000.0,243263000.0,243263000.0,243263000.0,274709000.0,274709000.0,274709000.0,274709000.0,298524000.0,298524000.0,298524000.0,298524000.0,331500000.0,331500000.0,331500000.0,331500000.0,276645000.0,276645000.0,276645000.0,276645000.0,377553000.0,377553000.0,377553000.0,377553000.0,336264000.0,336264000.0,336264000.0,336264000.0,320775000.0,320775000.0,320775000.0,320775000.0,417545000.0,417545000.0,417545000.0,417545000.0,458329000.0,458329000.0,458329000.0,458329000.0,401874000.0,401874000.0,401874000.0
AccountsReceivableNet / USD,68743000.0,68743000.0,68743000.0,93240000.0,93240000.0,93240000.0,93240000.0,60813000.0,60813000.0,60813000.0,60813000.0,79838000.0,79838000.0,79838000.0,79838000.0,69555000.0,69555000.0,69555000.0,69555000.0,69555000.0,59464000.0,69555000.0,59464000.0,59464000.0,59464000.0,46595000.0,46595000.0,46595000.0,46595000.0,97865000.0,97865000.0,97865000.0,97865000.0,92548000.0,92548000.0,92548000.0,92548000.0,92186000.0,92186000.0,92186000.0,92186000.0,86629000.0,86629000.0,86629000.0,86629000.0,112807000.0,112807000.0,112807000.0,112807000.0,77411000.0,77411000.0,77411000.0,77411000.0,70186000.0,70186000.0,70186000.0,70186000.0,81389000.0,81389000.0,81389000.0,81389000.0,122407000.0,122407000.0,122407000.0,122407000.0,107453000.0,107453000.0,107453000.0
AccretionExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1980000.0,,,-763000.0,-483000.0,0.0,0.0,0.0,-763000.0,6290000.0,6290000.0,6290000.0,0.0,,,,8500000.0,,0.0,0.0,0.0,0.0,,
AccruedLiabilitiesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-29916000.0,-24291000.0,-24291000.0,-21777000.0,-21777000.0,-21777000.0,-21777000.0,-18436000.0,-18436000.0,-18436000.0,-18436000.0,-16138000.0,-16138000.0,-16138000.0,-16138000.0,-13817000.0,-13817000.0,-13817000.0,-13817000.0,-13817000.0,-11556000.0,-13817000.0,-11556000.0,-11556000.0,-11556000.0,-11556000.0,-11556000.0,-11556000.0,-13817000.0,-9304000.0,-9304000.0,-9304000.0,-11556000.0,-14114000.0,-14114000.0,-14114000.0,-9304000.0,-50429000.0,-50429000.0,-50429000.0,-50429000.0,-47741000.0,-47741000.0,-47741000.0,-47741000.0,-48335000.0,-48335000.0,-48335000.0,-48335000.0,-49890000.0,-49890000.0,-49890000.0,-49890000.0,-36662000.0,-36662000.0,-36662000.0,-36662000.0,-13718000.0,-13718000.0,-13718000.0,-13718000.0,-21147000.0,-21147000.0,-21147000.0,-21147000.0,-2072000.0,-2072000.0,-2072000.0
AdditionalPaidInCapital / USD,3565466000.0,3559841000.0,3559841000.0,4373679000.0,4373679000.0,4373679000.0,4373679000.0,4417162000.0,4417162000.0,4417162000.0,4417162000.0,4936457000.0,4936457000.0,4936457000.0,4936457000.0,5222073000.0,5222073000.0,5222073000.0,5222073000.0,5222073000.0,5662453000.0,5222073000.0,5662453000.0,5662453000.0,5662453000.0,6270257000.0,6270257000.0,6270257000.0,6270257000.0,6305687000.0,6305687000.0,6305687000.0,6305687000.0,6333424000.0,6333424000.0,6333424000.0,6333424000.0,6377908000.0,6377908000.0,6377908000.0,6377908000.0,6407623000.0,6407623000.0,6407623000.0,6407623000.0,6294719000.0,6294719000.0,6294719000.0,6294719000.0,6356791000.0,6356791000.0,6356791000.0,6356791000.0,6497730000.0,6497730000.0,6497730000.0,6497730000.0,6539147000.0,6539147000.0,6539147000.0,6539147000.0,6715149000.0,6715149000.0,6715149000.0,6715149000.0,6836093000.0,6836093000.0,6836093000.0
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities / USD,,122339000.0,-921727000.0,56106000.0,182834000.0,236163000.0,434588000.0,-2413000.0,75510000.0,129771000.0,342877000.0,84090000.0,172169000.0,244476000.0,185566000.0,113426000.0,141071000.0,141071000.0,208155000.0,292502000.0,179498000.0,292502000.0,-229854000.0,-184707000.0,310810000.0,56453000.0,145336000.0,155045000.0,-63514000.0,-7724000.0,133167000.0,-24302000.0,169496000.0,132758000.0,250572000.0,338702000.0,-507000.0,124288000.0,82235000.0,154687000.0,464571000.0,9466000.0,183969000.0,243305000.0,349498000.0,76075000.0,230984000.0,343802000.0,437682000.0,-401949000.0,-321454000.0,-211363000.0,529166000.0,23916000.0,291079000.0,378212000.0,138149000.0,42533000.0,172439000.0,47542000.0,501295000.0,128382000.0,371371000.0,776103000.0,261815000.0,90991000.0,351106000.0,528750000.0
AllocatedShareBasedCompensationExpense / USD,,,,,13100000.0,19400000.0,22100000.0,13800000.0,19900000.0,26000000.0,25600000.0,11600000.0,17200000.0,22700000.0,31900000.0,10900000.0,17400000.0,17400000.0,23800000.0,28300000.0,25500000.0,28300000.0,31900000.0,38100000.0,28300000.0,9900000.0,16000000.0,21000000.0,43900000.0,10100000.0,15200000.0,21000000.0,26000000.0,9400000.0,16500000.0,23600000.0,26900000.0,10300000.0,18100000.0,25600000.0,30600000.0,14200000.0,22100000.0,30100000.0,33200000.0,14800000.0,24900000.0,32400000.0,38000000.0,17200000.0,27300000.0,35300000.0,39800000.0,19800000.0,33800000.0,42200000.0,43000000.0,20900000.0,35500000.0,43200000.0,49700000.0,25900000.0,40900000.0,45700000.0,50700000.0,18500000.0,34500000.0,38500000.0
AmortizationOfAboveAndBelowMarketLeases / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
AmortizationOfDeferredHedgeGains / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5028000.0,-6697000.0,-1676000.0,-3353000.0,-5030000.0,-6704000.0,-1675000.0,-3349000.0,-5026000.0,-6707000.0,-3360000.0,,
Assets / USD,10917476000.0,10917476000.0,10917476000.0,12348703000.0,12348703000.0,12348703000.0,12348703000.0,13348263000.0,13348263000.0,13348263000.0,13348263000.0,14782966000.0,14782966000.0,14782966000.0,14782966000.0,15462321000.0,15462321000.0,15462321000.0,15462321000.0,15462321000.0,20162251000.0,15462321000.0,20162251000.0,20162251000.0,20176264000.0,19886767000.0,19886767000.0,19886767000.0,19886767000.0,18351486000.0,18351486000.0,18351486000.0,18351486000.0,18851643000.0,18851643000.0,18851643000.0,18851643000.0,19372233000.0,19372233000.0,19372233000.0,19372233000.0,20256477000.0,20256477000.0,20256477000.0,20256477000.0,21284905000.0,21284905000.0,21284905000.0,21284905000.0,22858190000.0,22858190000.0,22858190000.0,22858190000.0,22365258000.0,22365258000.0,22365258000.0,22365258000.0,24207669000.0,24207669000.0,24207669000.0,24207669000.0,26026149000.0,26026149000.0,26026149000.0,26026149000.0,26084980000.0,26084980000.0,26084980000.0
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326000.0,-11746000.0,27978000.0,49689000.0,115150000.0,-95857000.0,44866000.0,27415000.0,25461000.0,30924000.0,-89245000.0,42778000.0,-22822000.0,-22104000.0,-19848000.0,16907000.0,40655000.0,29290000.0,-25183000.0,11692000.0,25562000.0,29435000.0,97586000.0,-48518000.0,,
CashAndCashEquivalentsAtCarryingValue / USD,1506921000.0,1506921000.0,725788000.0,241510000.0,241510000.0,241510000.0,1506921000.0,1448933000.0,1448933000.0,1448933000.0,241510000.0,478948000.0,478948000.0,478948000.0,1448933000.0,1823208000.0,1823208000.0,1823208000.0,1823208000.0,478948000.0,1041978000.0,478948000.0,1041978000.0,1041978000.0,1823208000.0,2365137000.0,2365137000.0,2365137000.0,1041978000.0,1763079000.0,1763079000.0,1763079000.0,2365137000.0,723718000.0,723718000.0,723718000.0,1763079000.0,356914000.0,356914000.0,356914000.0,723718000.0,434767000.0,434767000.0,434767000.0,356914000.0,543359000.0,543359000.0,543359000.0,434767000.0,644950000.0,644950000.0,644950000.0,543359000.0,1668742000.0,1668742000.0,1668742000.0,644950000.0,452692000.0,452692000.0,452692000.0,1668742000.0,690333000.0,690333000.0,690333000.0,452692000.0,1531477000.0,1531477000.0,1531477000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420088000.0,420088000.0,420088000.0,797508000.0,505369000.0,505369000.0,505369000.0,420088000.0,639191000.0,639191000.0,639191000.0,505369000.0,691886000.0,691886000.0,691886000.0,639191000.0,1719329000.0,1719329000.0,1719329000.0,691886000.0,501158000.0,501158000.0,501158000.0,1719329000.0,736812000.0,736812000.0,736812000.0,501158000.0,1612567000.0,1612567000.0,1612567000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65905000.0,119692000.0,156746000.0,,-50240000.0,221691000.0,-81585000.0,85281000.0,-206893000.0,523733000.0,165574000.0,133822000.0,166692000.0,1299769000.0,1072903000.0,52695000.0,-770146000.0,-1082049000.0,-637408000.0,1027443000.0,-18815000.0,1692000.0,-52272000.0,-1218171000.0,227470000.0,891678000.0,193576000.0,235654000.0,-845933000.0,-875066000.0,-141083000.0
CommercialPaper / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,500000000.0,500000000.0,500000000.0
CommonStockDividendsPerShareCashPaid / USD/shares,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.65,0.65,0.65,0.65,0.65,2.9,0.65,2.9,2.9,2.9,5.15,5.15,5.15,5.15,1.9,1.9,1.9,1.9,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.98,0.98,0.98,0.95,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0
CommonStockSharesIssued / shares,121259555.0,121259555.0,121259555.0,138958910.0,138958910.0,138958910.0,138958910.0,140278005.0,140278005.0,140278005.0,140278005.0,148186511.0,148186511.0,148186511.0,148186511.0,151680119.0,151680119.0,151680119.0,151680119.0,151680109.0,153062001.0,151680109.0,153062001.0,153062001.0,153062001.0,153192845.0,153192845.0,153192845.0,7542.0,153658866.0,153658866.0,153658866.0,7542.0,153869075.0,153869075.0,153869075.0,1507.0,154404186.0,154404186.0,154404186.0,154404186.0,154537378.0,154537378.0,154537378.0,154537378.0,154869198.0,154869198.0,154869198.0,154869198.0,155797725.0,155797725.0,155797725.0,155797725.0,156623749.0,156623749.0,156623749.0,156623749.0,156836767.0,156836767.0,156836767.0,156836767.0,157019766.0,157019766.0,157019766.0,157019766.0,158253895.0,158253895.0,158253895.0
CommonStockSharesOutstanding / shares,121180655.0,121180655.0,121180655.0,138880010.0,138880010.0,138880010.0,138880010.0,140199105.0,140199105.0,140199105.0,140199105.0,148107611.0,148107611.0,148107611.0,148107611.0,151601209.0,151601209.0,151601209.0,151601209.0,151601209.0,152983101.0,151601209.0,152983101.0,152983101.0,152983101.0,153113945.0,153113945.0,153113945.0,153113945.0,153579966.0,153579966.0,153579966.0,153579966.0,153790175.0,153790175.0,153790175.0,153790175.0,154325286.0,154325286.0,154325286.0,154325286.0,154458478.0,154458478.0,154458478.0,154458478.0,154790298.0,154790298.0,154790298.0,154790298.0,155718825.0,155718825.0,155718825.0,155718825.0,155719000.0,156074000.0,156206000.0,156544849.0,156757867.0,156757867.0,156757867.0,156757867.0,156940866.0,156940866.0,156940866.0,156940866.0,158174995.0,158174995.0,158174995.0
