fact_unit,2009-08-07,2009-11-06,2010-02-26,2010-08-06,2010-11-08,2011-02-28,2011-05-09,2011-08-08,2011-11-08,2012-02-28,2012-05-09,2012-06-29,2012-08-08,2012-11-08,2013-02-28,2013-05-09,2013-08-08,2013-11-08,2014-02-28,2014-05-09,2014-08-08,2014-11-07,2015-02-27,2015-05-08,2015-08-07,2015-11-06,2016-02-26,2016-05-06,2016-08-05,2016-11-04,2017-02-27,2017-05-08,2017-08-08,2017-11-07,2018-02-27,2018-05-07,2018-08-08,2018-11-07,2019-03-01,2019-05-07,2019-08-08,2019-11-12,2020-02-27,2020-05-07,2020-08-06,2020-11-05,2021-02-25,2021-05-06,2021-08-05,2021-11-04,2022-02-24,2022-05-06,2022-08-05,2022-11-08,2023-02-23,2023-05-09,2023-08-08,2023-11-06,2024-02-28,2024-05-08,2024-08-07,2024-11-06,2025-02-26,2025-05-07,2025-08-06,2025-11-05
AccruedIncomeTaxes / USD,,,,,,,,,,,,,,,,,,,,1285574000.0,1285574000.0,1285574000.0,1285574000.0,1797265000.0,1797265000.0,1797265000.0,1786070000.0,1450888000.0,1450888000.0,1450888000.0,1450888000.0,1743990000.0,1743990000.0,1743990000.0,1743990000.0,1312002000.0,1312002000.0,1312002000.0,1312002000.0,1047737000.0,1047737000.0,1047737000.0,1047737000.0,1476832000.0,1476832000.0,1476832000.0,1476832000.0,1833723000.0,1833723000.0,1833723000.0,1833723000.0,1765021000.0,1765021000.0,1765021000.0,1765021000.0,434649000.0,434649000.0,434649000.0,434649000.0,494639000.0,494639000.0,494639000.0,494639000.0,731255000.0,731255000.0,731255000.0
AccruedInvestmentIncomeReceivable / USD,176068000.0,176068000.0,176068000.0,179132000.0,168246000.0,168246000.0,183861000.0,183861000.0,183861000.0,183861000.0,192325000.0,183861000.0,192325000.0,192325000.0,192325000.0,195497000.0,195497000.0,195497000.0,195497000.0,200038000.0,200038000.0,200038000.0,200038000.0,204879000.0,204879000.0,204879000.0,204879000.0,209915000.0,209915000.0,209915000.0,209915000.0,223148000.0,223148000.0,223148000.0,223148000.0,233453000.0,233453000.0,233453000.0,233453000.0,243003000.0,243003000.0,243003000.0,243003000.0,245129000.0,245129000.0,245129000.0,245129000.0,248991000.0,248991000.0,248991000.0,248991000.0,251307000.0,251307000.0,251307000.0,251307000.0,259581000.0,259581000.0,259581000.0,259581000.0,270396000.0,270396000.0,270396000.0,270396000.0,269791000.0,269791000.0,269791000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,,,,65000000.0,,65000000.0,,,71000000.0,,,,79000000.0,,,,85000000.0,,,,85000000.0,,,,92000000.0,,,,99000000.0,,,,109000000.0,,,,121000000.0,,,,137000000.0,,,,164000000.0,,,,173000000.0,,,,194000000.0,,,,215000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-1170417000.0,-1170417000.0,-1170417000.0,-319183000.0,-319183000.0,-319183000.0,22958000.0,22958000.0,22958000.0,22958000.0,549916000.0,23092000.0,549916000.0,549916000.0,549916000.0,925275000.0,925275000.0,925275000.0,925275000.0,925275000.0,925275000.0,925275000.0,925275000.0,210981000.0,210981000.0,210981000.0,925275000.0,997452000.0,231947000.0,231947000.0,231947000.0,577574000.0,577574000.0,577574000.0,577574000.0,1424274000.0,1424274000.0,1424274000.0,1424274000.0,319475000.0,319475000.0,319475000.0,319475000.0,1844830000.0,1844830000.0,1844830000.0,1844830000.0,3029244000.0,3029244000.0,3029244000.0,3029244000.0,2677583000.0,2677583000.0,2677583000.0,2677583000.0,-2790313000.0,-2790313000.0,-2790313000.0,-2790313000.0,-2772419000.0,-2772419000.0,-2772419000.0,-2772419000.0,-2029720000.0,-2029720000.0,-2029720000.0
AdditionalPaidInCapital / USD,446065000.0,446065000.0,446065000.0,441361000.0,441361000.0,,432608000.0,432608000.0,432608000.0,432608000.0,425331000.0,432608000.0,425331000.0,425331000.0,425331000.0,439782000.0,439782000.0,439782000.0,439782000.0,462058000.0,462058000.0,462058000.0,462058000.0,457613000.0,457613000.0,457613000.0,457613000.0,482284000.0,482284000.0,482284000.0,482284000.0,490421000.0,490421000.0,490421000.0,490421000.0,508476000.0,508476000.0,508476000.0,508476000.0,524414000.0,524414000.0,524414000.0,524414000.0,531554000.0,531554000.0,531554000.0,531554000.0,527435000.0,527435000.0,527435000.0,527435000.0,520564000.0,520564000.0,520564000.0,520564000.0,529661000.0,529661000.0,529661000.0,529661000.0,532474000.0,532474000.0,532474000.0,532474000.0,527795000.0,527795000.0,527795000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,,10823000.0,,,,9860000.0,,9860000.0,,,11844000.0,,,,14954000.0,,,,21605000.0,,,,25642000.0,,15040000.0,21877000.0,32203000.0,6935000.0,13989000.0,20334000.0,28664000.0,8195000.0,16546000.0,24809000.0,26326000.0,9060000.0,9060000.0,9060000.0,37034000.0,10559000.0,10559000.0,10559000.0,39792000.0,9356000.0,9356000.0,9356000.0,44843000.0,7888000.0,7888000.0,7888000.0,35892000.0,9035000.0,9035000.0,9035000.0,30272000.0,7678000.0,7678000.0,7678000.0,35650000.0,9267000.0,9267000.0,9267000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,6294000.0,9070000.0,9860000.0,3044000.0,9860000.0,7002000.0,11032000.0,11848000.0,5625000.0,11237000.0,16547000.0,14954000.0,6253000.0,12956000.0,19376000.0,21605000.0,8509000.0,17401000.0,25219000.0,25642000.0,7239000.0,15041000.0,21877000.0,32203000.0,6935000.0,13989000.0,20334000.0,28664000.0,8195000.0,16546000.0,24809000.0,26326000.0,9060000.0,19557000.0,29969000.0,37034000.0,10559000.0,21815000.0,33348000.0,39792000.0,9356000.0,17988000.0,26655000.0,44843000.0,7888000.0,16522000.0,24298000.0,35892000.0,9035000.0,17483000.0,26603000.0,30272000.0,7679000.0,15165000.0,22732000.0,35650000.0,9267000.0,19357000.0,28590000.0
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries / USD,,,,,,,,,,,,,,,930000000.0,,,,878000000.0,,,,825000000.0,,,,916000000.0,,,,1100000000.0,,,,940000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,,1200000000.0,,,,1200000000.0,,,,1200000000.0,,,,1030000000.0,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,,,10647740.0,14100000.0,1320543.0,14100000.0,1144232.0,3326037.0,10300000.0,66813.0,113407.0,0.0,3500000.0,0.0,9572.0,52500.0,0.0,5210.0,0.0,0.0,0.0,605188.0,0.0,0.0,0.0,1489562.0,18158.0,0.0,0.0,625855.0,1037328.0,1174469.0,0.0,535143.0,960753.0,1097439.0,0.0,1846151.0,1359686.0,1359186.0,1161521.0,529129.0,2281300.0,2415182.0,21556.0,1836559.0,1326599.0,2349321.0,2476019.0,563991.0,2232662.0,2351522.0,2412884.0,209870.0,351343.0,399071.0,31269.0,186359.0,2063624.0,3090848.0
Assets / USD,13529050000.0,13529050000.0,13529050000.0,16023759000.0,16023759000.0,16023759000.0,16159762000.0,16159762000.0,16159762000.0,16159762000.0,16588272000.0,15622973000.0,16588272000.0,16588272000.0,16588272000.0,18776910000.0,18776910000.0,18776910000.0,18776910000.0,18191744000.0,18191744000.0,18191744000.0,18191744000.0,20214730000.0,20214730000.0,20214730000.0,20272259000.0,19853213000.0,19853213000.0,19853213000.0,19853213000.0,21436087000.0,21436087000.0,21436087000.0,21436087000.0,23474985000.0,23474985000.0,23474985000.0,23474985000.0,23095722000.0,23095722000.0,23095722000.0,23095722000.0,25977460000.0,25977460000.0,25977460000.0,25977460000.0,29046731000.0,29046731000.0,29046731000.0,29046731000.0,29768048000.0,29768048000.0,29768048000.0,29768048000.0,25927141000.0,25927141000.0,25927141000.0,28215723000.0,28051499000.0,28051499000.0,28051499000.0,28051499000.0,29076181000.0,29076181000.0,29076181000.0
