fact_unit,2011-07-27,2011-10-28,2012-03-27,2012-05-09,2012-08-06,2012-10-26,2013-02-28,2013-05-03,2013-07-25,2013-10-30,2014-02-26,2014-05-01,2014-07-30,2014-10-30,2015-02-26,2015-05-07,2015-07-30,2015-10-29,2016-02-26,2016-05-03,2016-07-27,2016-07-28,2016-10-27,2017-03-01,2017-05-04,2017-08-02,2017-11-07,2018-03-01,2018-04-30,2018-08-01,2018-11-01,2019-02-19,2019-04-30,2019-07-31,2019-10-30,2020-02-14,2020-05-01,2020-07-31,2020-10-29,2021-02-16,2021-04-29,2021-07-29,2021-10-28,2022-02-14,2022-04-28,2022-07-28,2022-10-27,2023-02-13,2023-04-27,2023-07-27,2023-10-26,2024-02-13,2024-04-25,2024-07-25,2024-10-24,2025-02-11,2025-04-24,2025-07-24,2025-10-23
AccountsPayableAndAccruedLiabilitiesCurrent / USD,137930000.0,137930000.0,137930000.0,147214000.0,147214000.0,147214000.0,147214000.0,184034000.0,184034000.0,184034000.0,184034000.0,319965000.0,319965000.0,319965000.0,263043000.0,241654000.0,241654000.0,241654000.0,242000000.0,362000000.0,362000000.0,242000000.0,362000000.0,362000000.0,385000000.0,385000000.0,385000000.0,385000000.0,366000000.0,366000000.0,366000000.0,366000000.0,390000000.0,390000000.0,390000000.0,390000000.0,484000000.0,502000000.0,502000000.0,502000000.0,641000000.0,641000000.0,641000000.0,641000000.0,842000000.0,842000000.0,842000000.0,842000000.0,889000000.0,889000000.0,889000000.0,889000000.0,1252000000.0,1252000000.0,1252000000.0,1252000000.0,1331000000.0,1331000000.0,1331000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,102799000.0,,,,128450000.0,,,,171057000.0,,,,207934000.0,,,,277000000.0,,,277000000.0,,362000000.0,,,,465000000.0,,,,541000000.0,,,,533000000.0,,,,530000000.0,,,,577000000.0,,,,632000000.0,,,,695000000.0,,,,729000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-2192000.0,-2192000.0,-2192000.0,-1405000.0,-1405000.0,-1405000.0,-1405000.0,-457000.0,-457000.0,-457000.0,-457000.0,-1086000.0,-1086000.0,-1086000.0,-1086000.0,-1019000.0,-1019000.0,-1019000.0,-1000000.0,-4000000.0,-4000000.0,-1000000.0,-4000000.0,-4000000.0,-2000000.0,-2000000.0,-2000000.0,-2000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-8000000.0,-8000000.0,-8000000.0,-8000000.0,4000000.0,4000000.0,4000000.0,4000000.0,37000000.0,37000000.0,37000000.0,37000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-160000000.0,-160000000.0,-160000000.0,-160000000.0,-82000000.0,-82000000.0,-82000000.0,-82000000.0,-57000000.0,-57000000.0,-57000000.0
AdditionalPaidInCapitalCommonStock / USD,251612000.0,251612000.0,251612000.0,266022000.0,266022000.0,266022000.0,266022000.0,285524000.0,285524000.0,285524000.0,285524000.0,340848000.0,340848000.0,340848000.0,340848000.0,396059000.0,396059000.0,396059000.0,396000000.0,803000000.0,803000000.0,396000000.0,803000000.0,803000000.0,841000000.0,841000000.0,841000000.0,841000000.0,1044000000.0,1044000000.0,1044000000.0,1044000000.0,643000000.0,643000000.0,643000000.0,643000000.0,175000000.0,175000000.0,175000000.0,175000000.0,199000000.0,199000000.0,199000000.0,199000000.0,236000000.0,236000000.0,236000000.0,236000000.0,328000000.0,328000000.0,328000000.0,328000000.0,410000000.0,410000000.0,410000000.0,410000000.0,462000000.0,462000000.0,462000000.0
AllocatedShareBasedCompensationExpense / USD,,,7485000.0,4064000.0,8374000.0,12723000.0,9531000.0,4666000.0,9812000.0,15448000.0,17052000.0,4421000.0,12150000.0,20654000.0,20018000.0,5596000.0,10456000.0,16115000.0,29000000.0,6000000.0,9000000.0,29000000.0,16000000.0,22000000.0,,16000000.0,24000000.0,23000000.0,,,,26000000.0,,,,46000000.0,,,,27000000.0,,,,39000000.0,,,,57000000.0,,,,72000000.0,,,,103000000.0,,,
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,4641000.0,,,,6004000.0,,,,10658000.0,,,,14556000.0,,,,25000000.0,,,25000000.0,,14000000.0,,,,16000000.0,,,,22000000.0,,,,40000000.0,,,,26000000.0,,,,37000000.0,,,,53000000.0,,,,68000000.0,,,,96000000.0,,,
AmortizationOfIntangibleAssets / USD,,,12938000.0,,,,18474000.0,,,,17450000.0,,,,20176000.0,,,,18000000.0,,,18000000.0,,18000000.0,,,,17000000.0,,,,32000000.0,,,,31000000.0,,,,21000000.0,,,,18000000.0,,,,15000000.0,,,,49000000.0,,,,77000000.0,,,
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries / USD,,,397800000.0,492400000.0,492400000.0,492400000.0,492400000.0,549700000.0,549700000.0,549700000.0,550000000.0,608000000.0,608000000.0,608000000.0,608000000.0,859000000.0,859000000.0,859000000.0,859000000.0,1229000000.0,1229000000.0,859000000.0,1229000000.0,1229000000.0,1492000000.0,1492000000.0,1492000000.0,1492000000.0,1691000000.0,1691000000.0,1691000000.0,1691000000.0,,,,2262000000.0,,,,1810000000.0,,,,2700000000.0,,,,3100000000.0,,,,3700000000.0,,,,4200000000.0,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,126000000.0,,7900.0,43000.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,100000.0,,,,,,,,,,,,,,,,,140000.0,102000.0,108000.0,,140000.0,102000.0
AssetImpairmentCharges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,208000000.0,,,
