fact_unit,2009-08-05,2009-11-04,2010-02-05,2010-05-24,2010-08-04,2010-11-03,2011-02-02,2011-05-20,2011-08-03,2011-11-01,2012-01-31,2012-05-21,2012-07-31,2012-10-30,2013-01-29,2013-05-17,2013-07-31,2013-10-29,2014-02-03,2014-05-16,2014-08-08,2014-11-07,2015-02-09,2015-05-22,2015-08-12,2015-11-06,2016-02-04,2016-05-20,2016-08-05,2016-11-04,2017-02-03,2017-05-19,2017-08-04,2017-11-03,2018-02-02,2018-10-26,2018-11-16,2019-02-04,2019-05-24,2019-08-09,2019-11-08,2020-02-07,2020-05-28,2020-08-06,2020-11-06,2021-02-05,2021-05-21,2021-08-02,2021-11-08,2022-02-04,2022-05-20,2022-08-05,2022-11-09,2023-02-06,2023-05-25,2023-08-04,2023-11-07,2024-02-05,2024-05-16,2024-08-07,2024-10-31,2025-01-31,2025-05-15,2025-08-13,2025-11-07
AccountsPayableCurrent / USD,190000000.0,190000000.0,190000000.0,190000000.0,214000000.0,214000000.0,214000000.0,214000000.0,260000000.0,260000000.0,260000000.0,260000000.0,324000000.0,324000000.0,324000000.0,324000000.0,334000000.0,334000000.0,334000000.0,334000000.0,282000000.0,282000000.0,282000000.0,282000000.0,213000000.0,213000000.0,169000000.0,169000000.0,175000000.0,175000000.0,175000000.0,175000000.0,180000000.0,180000000.0,180000000.0,180000000.0,168000000.0,168000000.0,168000000.0,165000000.0,165000000.0,165000000.0,165000000.0,87000000.0,87000000.0,87000000.0,87000000.0,52000000.0,52000000.0,52000000.0,52000000.0,63000000.0,63000000.0,63000000.0,63000000.0,77000000.0,77000000.0,77000000.0,77000000.0,66000000.0,66000000.0,66000000.0,66000000.0,94000000.0,94000000.0
AccountsReceivableGrossCurrent / USD,,,,,,,,873000000.0,,,,1034000000.0,,,,962000000.0,,,,1054000000.0,,,,,,,,,,,,,,,,657000000.0,,,814000000.0,,,,713000000.0,,,,123000000.0,118000000.0,118000000.0,118000000.0,118000000.0,121000000.0,121000000.0,121000000.0,121000000.0,169000000.0,169000000.0,169000000.0,169000000.0,165000000.0,165000000.0,165000000.0,165000000.0,173000000.0,173000000.0
AccountsReceivableNetCurrent / USD,837000000.0,837000000.0,837000000.0,837000000.0,856000000.0,856000000.0,856000000.0,856000000.0,1013000000.0,1013000000.0,1013000000.0,1013000000.0,940000000.0,940000000.0,940000000.0,940000000.0,1031000000.0,1031000000.0,1031000000.0,1031000000.0,1007000000.0,1007000000.0,1007000000.0,1007000000.0,993000000.0,993000000.0,700000000.0,700000000.0,556000000.0,556000000.0,556000000.0,556000000.0,649000000.0,649000000.0,649000000.0,649000000.0,809000000.0,809000000.0,809000000.0,708000000.0,708000000.0,708000000.0,708000000.0,111000000.0,111000000.0,111000000.0,111000000.0,117000000.0,117000000.0,117000000.0,117000000.0,120000000.0,120000000.0,120000000.0,120000000.0,168000000.0,168000000.0,168000000.0,168000000.0,163000000.0,163000000.0,163000000.0,163000000.0,171000000.0,171000000.0
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143000000.0,141000000.0,141000000.0,141000000.0,141000000.0,82000000.0,82000000.0,82000000.0,82000000.0,87000000.0,87000000.0,87000000.0,87000000.0,76000000.0,76000000.0,76000000.0,76000000.0,72000000.0,72000000.0,72000000.0,72000000.0,,
AccruedIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000000.0,941000000.0,941000000.0,941000000.0,941000000.0,30000000.0,30000000.0,30000000.0,,,,,,,,103000000.0,195000000.0,195000000.0,195000000.0,195000000.0,111000000.0,111000000.0,111000000.0,111000000.0,109000000.0,109000000.0,109000000.0,109000000.0,172000000.0,172000000.0,172000000.0,172000000.0,198000000.0,198000000.0,198000000.0,198000000.0,,
AccruedIncomeTaxesNoncurrent / USD,522000000.0,522000000.0,522000000.0,522000000.0,426000000.0,426000000.0,426000000.0,426000000.0,361000000.0,361000000.0,361000000.0,361000000.0,393000000.0,,,,,,,,,,,,,,,,,,,,,,251000000.0,251000000.0,1126000000.0,1126000000.0,1126000000.0,1076000000.0,1076000000.0,1076000000.0,1076000000.0,1310000000.0,1310000000.0,1310000000.0,1310000000.0,1119000000.0,1119000000.0,1119000000.0,1119000000.0,996000000.0,996000000.0,996000000.0,996000000.0,820000000.0,820000000.0,820000000.0,820000000.0,1490000000.0,1490000000.0,1490000000.0,1490000000.0,1420000000.0,1420000000.0
AccruedMarketingCostsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000000.0,,,,10000000.0,,,,6000000.0,,,,5000000.0,,,,4000000.0,,,,4000000.0,,
AccruedProfessionalFeesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66000000.0,66000000.0,66000000.0,66000000.0,273000000.0,273000000.0,273000000.0,273000000.0,284000000.0,284000000.0,284000000.0,284000000.0,103000000.0,103000000.0,103000000.0,103000000.0,,
AccruedProfessionalFeesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,586000000.0,586000000.0,586000000.0,586000000.0,,
AccruedRoyaltiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000000.0,46000000.0,46000000.0,46000000.0,49000000.0,49000000.0,49000000.0,49000000.0,48000000.0,48000000.0,48000000.0,48000000.0,52000000.0,52000000.0,52000000.0,52000000.0,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,1299000000.0,1299000000.0,1299000000.0,1299000000.0,1530000000.0,1530000000.0,1530000000.0,1530000000.0,1663000000.0,1663000000.0,1663000000.0,1663000000.0,1853000000.0,1853000000.0,1853000000.0,1853000000.0,1823000000.0,1823000000.0,1823000000.0,1823000000.0,,,,887000000.0,,,,1005000000.0,,,,1118000000.0,1212000000.0,1212000000.0,1212000000.0,1319000000.0,1099000000.0,1021000000.0,1021000000.0,840000000.0,840000000.0,840000000.0,840000000.0,555000000.0,555000000.0,555000000.0,555000000.0,515000000.0,515000000.0,515000000.0,515000000.0,509000000.0,509000000.0,509000000.0,509000000.0,512000000.0,512000000.0,512000000.0,512000000.0,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,186000000.0,186000000.0,186000000.0,186000000.0,159000000.0,159000000.0,159000000.0,159000000.0,171000000.0,171000000.0,171000000.0,171000000.0,173000000.0,173000000.0,173000000.0,175000000.0,3000000.0,199000000.0,199000000.0,202000000.0,194000000.0,194000000.0,194000000.0,194000000.0,104000000.0,104000000.0,104000000.0,104000000.0,22000000.0,22000000.0,22000000.0,22000000.0,12000000.0,12000000.0,12000000.0,12000000.0,4000000.0,4000000.0,4000000.0,-7000000.0,-7000000.0,-7000000.0,-7000000.0,-16000000.0,-16000000.0,-16000000.0,-16000000.0,47000000.0,47000000.0,47000000.0,47000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-15000000.0,-15000000.0,-15000000.0,-15000000.0,11000000.0,11000000.0,11000000.0,11000000.0,-33000000.0,-33000000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,36000000.0,,,,,,,,,,,,,,,,,,168000000.0,107000000.0,57000000.0,64000000.0,71000000.0,173000000.0,17000000.0,21000000.0,49000000.0,86000000.0,15000000.0,15000000.0,16000000.0,49000000.0,16000000.0,16000000.0,17000000.0,16000000.0,18000000.0,19000000.0,25000000.0,19000000.0,24000000.0,25000000.0
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163000000.0,245000000.0,308000000.0,79000000.0,158000000.0
