fact_unit,2015-02-27,2015-06-23,2015-09-09,2015-12-09,2016-03-09,2016-06-28,2016-09-07,2016-12-05,2017-03-03,2017-06-27,2017-09-01,2017-12-04,2018-03-02,2018-06-22,2018-08-31,2018-11-29,2019-03-01,2019-06-21,2019-08-30,2019-12-03,2020-02-28,2020-06-19,2020-09-03,2020-12-03,2021-03-05,2021-06-25,2021-09-02,2021-12-02,2022-03-03,2022-06-23,2022-09-01,2022-12-01,2023-03-01,2023-06-22,2023-08-31,2023-11-30,2024-02-27,2024-06-20,2024-08-27,2024-11-26,2025-02-25,2025-06-20,2025-08-26,2025-11-25
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months / USD,,,,,,,,,,,,,,,4094000000.0,4094000000.0,4094000000.0,4094000000.0,1075000000.0,1075000000.0,1075000000.0,1075000000.0,1453000000.0,1453000000.0,1453000000.0,1453000000.0,946000000.0,946000000.0,946000000.0,946000000.0,222000000.0,222000000.0,222000000.0,222000000.0,401000000.0,401000000.0,401000000.0,401000000.0,838000000.0,838000000.0,838000000.0,838000000.0,814000000.0,814000000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss / USD,,,,,,,,,,,,,,,107000000.0,107000000.0,107000000.0,107000000.0,9000000.0,9000000.0,9000000.0,9000000.0,6000000.0,6000000.0,6000000.0,6000000.0,10000000.0,10000000.0,10000000.0,10000000.0,1000000.0,1000000.0,1000000.0,1000000.0,8000000.0,8000000.0,8000000.0,8000000.0,14000000.0,14000000.0,14000000.0,14000000.0,9000000.0,9000000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6893000000.0,6893000000.0,6893000000.0,6449000000.0,6449000000.0,6449000000.0,6449000000.0,6723000000.0,6723000000.0,6723000000.0,6723000000.0,6752000000.0,6752000000.0
DebtSecuritiesAvailableForSaleRealizedGain / USD,,,,,,,,,,,,,,,8000000.0,19000000.0,22000000.0,49000000.0,6000000.0,8000000.0,17000000.0,27000000.0,4000000.0,8000000.0,17000000.0,18000000.0,5000000.0,8000000.0,12000000.0,25000000.0,4000000.0,8000000.0,15000000.0,15000000.0,1000000.0,2000000.0,6000000.0,15000000.0,5000000.0,11000000.0,18000000.0,10000000.0,,
DebtSecuritiesAvailableForSaleRealizedLoss / USD,,,,,,,,,,,,,,,3000000.0,14000000.0,16000000.0,14000000.0,7000000.0,19000000.0,55000000.0,21000000.0,8000000.0,12000000.0,13000000.0,62000000.0,6000000.0,7000000.0,11000000.0,22000000.0,2000000.0,4000000.0,10000000.0,14000000.0,9000000.0,19000000.0,27000000.0,18000000.0,12000000.0,15000000.0,22000000.0,43000000.0,,
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible / USD,,,,,,500000000.0,,,,225000000.0,,,,25000000.0,,,,,,,,115000000.0,,,,14000000.0,,,,15000000.0,,,,10000000.0,,,,15000000.0,,,,17000000.0,,
DeferredCompensationLiabilityCurrent / USD,,1015000000.0,1611000000.0,1611000000.0,1611000000.0,1611000000.0,1712000000.0,1712000000.0,1712000000.0,1712000000.0,1860000000.0,1860000000.0,1860000000.0,1904000000.0,1988000000.0,1988000000.0,1988000000.0,1988000000.0,2189000000.0,2189000000.0,2189000000.0,2189000000.0,2099000000.0,2099000000.0,2099000000.0,2099000000.0,2482000000.0,2482000000.0,2482000000.0,2482000000.0,2121000000.0,2121000000.0,2121000000.0,2121000000.0,1949000000.0,1949000000.0,1949000000.0,1949000000.0,2375000000.0,2375000000.0,2375000000.0,2375000000.0,2514000000.0,2514000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,46000000.0,,,,-175000000.0,,,,-705000000.0,,,,-67000000.0,,,,-399000000.0,,,,45000000.0,,,,-310000000.0,,,,-138000000.0,,,,-625000000.0,,,,-402000000.0,,,,-336000000.0,,
DeferredFinanceCostsNet / USD,,,,,,,138000000.0,138000000.0,138000000.0,138000000.0,128000000.0,128000000.0,128000000.0,128000000.0,107000000.0,107000000.0,107000000.0,107000000.0,104000000.0,104000000.0,104000000.0,104000000.0,104000000.0,104000000.0,104000000.0,104000000.0,125000000.0,125000000.0,125000000.0,125000000.0,109000000.0,109000000.0,109000000.0,109000000.0,124000000.0,124000000.0,124000000.0,124000000.0,110000000.0,110000000.0,110000000.0,110000000.0,117000000.0,117000000.0
DeferredForeignIncomeTaxExpenseBenefit / USD,,10000000.0,,,,35000000.0,,,,-114000000.0,,,,-410000000.0,,,,-477000000.0,,,,-1160000000.0,,,,-128000000.0,,,,-1139000000.0,,,,165000000.0,,,,-209000000.0,,,,83000000.0,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,1383000000.0,1509000000.0,1509000000.0,1509000000.0,1550000000.0,1465000000.0,1465000000.0,1465000000.0,1465000000.0,1519000000.0,1519000000.0,1519000000.0,1519000000.0,2832000000.0,2832000000.0,2832000000.0,2832000000.0,3169000000.0,3169000000.0,3169000000.0,3169000000.0,3403000000.0,3403000000.0,3403000000.0,3403000000.0,3477000000.0,3477000000.0,3477000000.0,3477000000.0,3657000000.0,3657000000.0,3657000000.0,3657000000.0,4040000000.0,4040000000.0
DeferredIncomeTaxExpenseBenefit / USD,,56000000.0,,,,-140000000.0,,,,-819000000.0,,,,-477000000.0,,,,-876000000.0,,,,-1115000000.0,,,,-438000000.0,,,,-1277000000.0,,,,-461000000.0,,,,-611000000.0,,,,-253000000.0,,
DeferredIncomeTaxLiabilities / USD,,,,,,6182000000.0,,,,5883000000.0,,,,5408000000.0,,,,2078000000.0,,,,1993000000.0,,,,1465000000.0,,,,2382000000.0,,,,1963000000.0,,,,2076000000.0,,,,1960000000.0,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,3729000000.0,2978000000.0,2978000000.0,2978000000.0,2978000000.0,1423000000.0,1423000000.0,1423000000.0,1423000000.0,1278000000.0,1278000000.0,1278000000.0,1278000000.0,1174000000.0,1174000000.0,1174000000.0,1174000000.0,1028000000.0,1028000000.0,1028000000.0,1028000000.0,884000000.0,884000000.0,884000000.0,884000000.0,708000000.0,708000000.0,708000000.0,708000000.0,515000000.0,515000000.0,515000000.0,515000000.0,403000000.0,403000000.0
DeferredIncomeTaxesAndTaxCredits / USD,,-7000000.0,98000000.0,-61000000.0,-20000000.0,-207000000.0,-159000000.0,-274000000.0,-291000000.0,-926000000.0,32000000.0,-50000000.0,-404000000.0,-460000000.0,58000000.0,-830000000.0,-1042000000.0,-459000000.0,3000000.0,-80000000.0,-205000000.0,-919000000.0,18000000.0,-245000000.0,-793000000.0,-304000000.0,3000000.0,-69000000.0,-208000000.0,-1315000000.0,-11000000.0,-78000000.0,-234000000.0,-422000000.0,-18000000.0,-92000000.0,-78000000.0,-604000000.0,0.0,-36000000.0,-250000000.0,-226000000.0,88000000.0,57000000.0
DeferredTaxAssetsDeferredIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000000.0,,,,172000000.0,,
DeferredTaxAssetsGoodwillAndIntangibleAssets / USD,,,,,,,,,,,,,,,,,,,,,,,1500000000.0,1500000000.0,1500000000.0,,,,,1536000000.0,,,,2334000000.0,,,,2259000000.0,,,,2858000000.0,,
DeferredTaxAssetsGross / USD,,1626000000.0,,,,8464000000.0,,,,10372000000.0,,,,9436000000.0,,,,9227000000.0,,,,8484000000.0,,,,8555000000.0,,,,10290000000.0,,,,10998000000.0,,,,16067000000.0,,,,18277000000.0,,
DeferredTaxAssetsInventory / USD,,118000000.0,,,,171000000.0,,,,225000000.0,,,,277000000.0,,,,207000000.0,,,,194000000.0,,,,191000000.0,,,,164000000.0,,,,146000000.0,,,,135000000.0,,,,138000000.0,,
DeferredTaxAssetsLiabilitiesNet / USD,,631000000.0,,,,,,,,,,,,704000000.0,,,,704000000.0,,,,889000000.0,,,,2438000000.0,,,,2897000000.0,,,,3284000000.0,,,,3654000000.0,,,,3972000000.0,,
DeferredTaxAssetsNet / USD,,1229000000.0,,,,2857000000.0,,,,3340000000.0,,,,3125000000.0,,,,2061000000.0,,,,2184000000.0,,,,3073000000.0,,,,4468000000.0,,,,4415000000.0,,,,4756000000.0,,,,5006000000.0,,
DeferredTaxAssetsOther / USD,,171000000.0,,,,303000000.0,,,,341000000.0,,,,349000000.0,,,,332000000.0,,,,339000000.0,,,,308000000.0,,,,336000000.0,,,,374000000.0,,,,240000000.0,,,,355000000.0,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation / USD,,201000000.0,,,,330000000.0,,,,358000000.0,,,,427000000.0,,,,209000000.0,,,,315000000.0,,,,285000000.0,,,,411000000.0,,,,332000000.0,,,,312000000.0,,,,374000000.0,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,,171000000.0,,,,418000000.0,,,,316000000.0,,,,278000000.0,,,,190000000.0,,,,162000000.0,,,,136000000.0,,,,132000000.0,,,,146000000.0,,,,141000000.0,,,,147000000.0,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities / USD,,205000000.0,,,,585000000.0,,,,619000000.0,,,,658000000.0,,,,410000000.0,,,,389000000.0,,,,390000000.0,,,,442000000.0,,,,483000000.0,,,,458000000.0,,,,404000000.0,,
DeferredTaxAssetsUnrealizedCurrencyLosses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,,,,30000000.0,,,,30000000.0,,
DeferredTaxAssetsValuationAllowance / USD,,397000000.0,,,,5607000000.0,,,,7032000000.0,,,,6311000000.0,,,,7166000000.0,,,,6300000000.0,,,,5482000000.0,,,,5822000000.0,,,,6583000000.0,,,,11311000000.0,,,,13271000000.0,,
DeferredTaxLiabilitiesDerivatives / USD,,110000000.0,,,,112000000.0,,,,112000000.0,,,,112000000.0,,,,69000000.0,,,,70000000.0,,,,65000000.0,,,,75000000.0,,,,66000000.0,,,,70000000.0,,,,70000000.0,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,,652000000.0,,,,5393000000.0,,,,5173000000.0,,,,4943000000.0,,,,1697000000.0,,,,1614000000.0,,,,1017000000.0,,,,1856000000.0,,,,1488000000.0,,,,1551000000.0,,,,1406000000.0,,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,,,,,,,,,,,,,97000000.0,,,,97000000.0,,,,102000000.0,,,,89000000.0,,,,147000000.0,,,,149000000.0,,
DeferredTaxLiabilitiesOther / USD,,24000000.0,,,,96000000.0,,,,179000000.0,,,,74000000.0,,,,143000000.0,,,,152000000.0,,,,110000000.0,,,,81000000.0,,,,70000000.0,,,,80000000.0,,,,90000000.0,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,20000000.0,,,,217000000.0,,,,189000000.0,,,,149000000.0,,,,38000000.0,,,,38000000.0,,,,87000000.0,,,,151000000.0,,,,121000000.0,,,,109000000.0,,,,110000000.0,,
DefinedBenefitPlanFundedStatusOfPlan / USD,,-488000000.0,,,,-1300000000.0,,,,-1400000000.0,,,,-1300000000.0,,,,-942000000.0,,,,-1100000000.0,,,,-1400000000.0,,,,-705000000.0,,,,74000000.0,,,,-103000000.0,,,,484000000.0,,
DefinedContributionPlanCostRecognized / USD,,163000000.0,,,,145000000.0,,,,188000000.0,,,,269000000.0,,,,347000000.0,,,,374000000.0,,,,415000000.0,,,,376000000.0,,,,495000000.0,,,,403000000.0,,,,390000000.0,,
Depreciation / USD,,488000000.0,,,,501000000.0,,,,573000000.0,,,,889000000.0,,,,937000000.0,,,,821000000.0,,,,895000000.0,,,,907000000.0,,,,919000000.0,,,,974000000.0,,,,999000000.0,248000000.0,510000000.0
DepreciationDepletionAndAmortization / USD,,819000000.0,215000000.0,423000000.0,629000000.0,850000000.0,701000000.0,1397000000.0,2112000000.0,1306000000.0,737000000.0,1469000000.0,2199000000.0,2820000000.0,636000000.0,1314000000.0,1980000000.0,2917000000.0,666000000.0,1317000000.0,1992000000.0,2644000000.0,657000000.0,1328000000.0,1991000000.0,2659000000.0,669000000.0,1340000000.0,2018000000.0,2663000000.0,671000000.0,1347000000.0,2019000000.0,2702000000.0,668000000.0,1339000000.0,2018000000.0,2707000000.0,672000000.0,1344000000.0,1993000000.0,2697000000.0,662000000.0,1337000000.0
DerivativeAssetNotOffsetPolicyElectionDeduction / USD,,,,,,,,,,,,,,75000000.0,71000000.0,71000000.0,71000000.0,71000000.0,9000000.0,9000000.0,9000000.0,9000000.0,17000000.0,17000000.0,17000000.0,17000000.0,83000000.0,83000000.0,83000000.0,83000000.0,,,174000000.0,,223000000.0,,103000000.0,,98000000.0,107000000.0,79000000.0,,181000000.0,186000000.0
DerivativeAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695000000.0,695000000.0,695000000.0,695000000.0,368000000.0,368000000.0,368000000.0,,659000000.0,659000000.0,659000000.0,659000000.0,334000000.0,334000000.0
DerivativeCollateralObligationToReturnCash / USD,,0.0,338000000.0,338000000.0,338000000.0,338000000.0,1000000.0,1000000.0,1000000.0,1000000.0,60000000.0,60000000.0,60000000.0,60000000.0,0.0,0.0,0.0,0.0,44000000.0,44000000.0,44000000.0,44000000.0,48000000.0,48000000.0,48000000.0,48000000.0,0.0,0.0,0.0,0.0,,,41000000.0,,6000000.0,,29000000.0,,92000000.0,52000000.0,271000000.0,,0.0,0.0
DerivativeCollateralRightToReclaimCash / USD,,0.0,8000000.0,8000000.0,8000000.0,8000000.0,26000000.0,26000000.0,26000000.0,26000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,12000000.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,125000000.0,125000000.0,125000000.0
DerivativeExcludedComponentGainLossRecognizedInEarnings / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000.0,47000000.0,74000000.0,107000000.0,21000000.0,47000000.0,74000000.0,107000000.0,49000000.0,99000000.0,148000000.0,107000000.0,50000000.0,98000000.0
DerivativeFairValueAmountOffsetAgainstCollateralNet / USD,,48000000.0,287000000.0,287000000.0,287000000.0,287000000.0,55000000.0,55000000.0,55000000.0,55000000.0,98000000.0,98000000.0,98000000.0,98000000.0,-64000000.0,-64000000.0,-64000000.0,-64000000.0,302000000.0,302000000.0,302000000.0,302000000.0,312000000.0,312000000.0,312000000.0,312000000.0,-148000000.0,-148000000.0,-148000000.0,-148000000.0,312000000.0,312000000.0,312000000.0,312000000.0,121000000.0,121000000.0,121000000.0,121000000.0,492000000.0,492000000.0,492000000.0,492000000.0,42000000.0,42000000.0
DerivativeFairValueOfDerivativeAsset / USD,,175000000.0,733000000.0,733000000.0,733000000.0,733000000.0,248000000.0,248000000.0,248000000.0,248000000.0,262000000.0,262000000.0,262000000.0,262000000.0,118000000.0,118000000.0,118000000.0,118000000.0,365000000.0,365000000.0,365000000.0,365000000.0,402000000.0,402000000.0,402000000.0,402000000.0,102000000.0,102000000.0,102000000.0,102000000.0,695000000.0,695000000.0,695000000.0,695000000.0,368000000.0,368000000.0,368000000.0,368000000.0,659000000.0,659000000.0,659000000.0,659000000.0,334000000.0,334000000.0
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral / USD,,80000000.0,324000000.0,324000000.0,324000000.0,324000000.0,129000000.0,129000000.0,129000000.0,129000000.0,127000000.0,127000000.0,127000000.0,127000000.0,47000000.0,47000000.0,47000000.0,47000000.0,312000000.0,312000000.0,312000000.0,312000000.0,337000000.0,337000000.0,337000000.0,337000000.0,19000000.0,19000000.0,19000000.0,19000000.0,,,126000000.0,,192000000.0,,417000000.0,,477000000.0,432000000.0,629000000.0,,154000000.0,280000000.0
DerivativeFairValueOfDerivativeLiability / USD,,127000000.0,116000000.0,116000000.0,116000000.0,116000000.0,219000000.0,219000000.0,219000000.0,219000000.0,104000000.0,104000000.0,104000000.0,104000000.0,258000000.0,258000000.0,258000000.0,258000000.0,19000000.0,19000000.0,19000000.0,19000000.0,42000000.0,42000000.0,42000000.0,42000000.0,296000000.0,296000000.0,296000000.0,296000000.0,129000000.0,129000000.0,129000000.0,129000000.0,236000000.0,236000000.0,236000000.0,236000000.0,66000000.0,66000000.0,66000000.0,66000000.0,417000000.0,417000000.0
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral / USD,,32000000.0,37000000.0,37000000.0,37000000.0,37000000.0,74000000.0,74000000.0,74000000.0,74000000.0,29000000.0,29000000.0,29000000.0,29000000.0,111000000.0,111000000.0,111000000.0,111000000.0,10000000.0,10000000.0,10000000.0,10000000.0,25000000.0,25000000.0,25000000.0,25000000.0,,,61000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,24000000.0,,,,,,97000000.0,97000000.0,97000000.0
DerivativeLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000000.0,129000000.0,129000000.0,129000000.0,236000000.0,236000000.0,236000000.0,,66000000.0,66000000.0,66000000.0,66000000.0,417000000.0,417000000.0
DerivativeLiabilityNotOffsetPolicyElectionDeduction / USD,,,,,,,,,,,,,,75000000.0,71000000.0,71000000.0,71000000.0,71000000.0,9000000.0,9000000.0,9000000.0,9000000.0,17000000.0,17000000.0,17000000.0,17000000.0,,,104000000.0,109000000.0,109000000.0,109000000.0,109000000.0,109000000.0,,58000000.0,,,,,,195000000.0,195000000.0,195000000.0
DividendsCommonStockCash / USD,,1055000000.0,,,,1116000000.0,599000000.0,1192000000.0,1782000000.0,1337000000.0,625000000.0,1192000000.0,1782000000.0,2139000000.0,625000000.0,1247000000.0,1870000000.0,2376000000.0,677000000.0,677000000.0,677000000.0,2494000000.0,724000000.0,724000000.0,724000000.0,2693000000.0,778000000.0,778000000.0,778000000.0,2894000000.0,846000000.0,846000000.0,846000000.0,3120000000.0,903000000.0,903000000.0,903000000.0,3383000000.0,918000000.0,918000000.0,918000000.0,3616000000.0,898000000.0,898000000.0
EarningsPerShareBasic / USD/shares,,3.4,0.88,1.72,2.71,3.06,0.58,0.95,1.72,2.44,0.67,1.47,2.07,2.51,0.75,2.23,1.21,2.92,0.79,1.62,2.57,2.29,0.64,1.66,3.09,3.44,0.36,0.73,1.67,3.57,0.57,1.54,2.64,2.68,0.7,1.02,1.94,3.75,0.59,1.28,2.27,2.83,0.81,1.79
EarningsPerShareDiluted / USD/shares,,3.37,0.87,1.7,2.68,3.02,0.57,0.94,1.7,2.41,0.66,1.46,2.05,2.48,0.74,2.21,1.2,2.89,0.79,1.61,2.54,2.27,0.64,1.65,3.07,3.41,0.36,0.72,1.66,3.54,0.56,1.53,2.63,2.66,0.7,1.02,1.94,3.73,0.59,1.28,2.27,2.82,0.8,1.79
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,65000000.0,,-84000000.0,-70000000.0,114000000.0,2000000.0,-26000000.0,-12000000.0,-78000000.0,114000000.0,162000000.0,234000000.0,-86000000.0,-42000000.0,-51000000.0,-87000000.0,215000000.0,-122000000.0,-223000000.0,317000000.0,-231000000.0,-39000000.0,-214000000.0,-170000000.0,243000000.0,31000000.0,35000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,,0.184,0.196,0.193,0.189,0.173,0.128,0.338,0.24,0.233,0.06,0.073,0.097,0.184,0.156,-0.034,0.587,0.126,0.087,0.133,0.112,0.455,0.102,0.01,-0.082,0.105,0.159,0.112,0.028,-0.185,0.077,0.103,0.088,0.068,0.107,0.44,0.319,0.083,0.334,0.32,0.235,0.295,0.174,0.177
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.305,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,
EffectiveIncomeTaxRateReconciliationFdiiPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,0.012,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,-0.167,,,,-0.177,,,,-0.243,,,,-0.234,,,,-0.279,,,,-0.189,,,,-0.107,,,,-0.1,,,,-0.126,,,,-0.109,,,,-0.08,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther / pure,,0.02,,,,0.056,,,,0.133,,,,0.114,,,,0.044,,,,-0.089,,,,-0.006,,,,-0.308,,,,-0.01,,,,-0.009,,,,0.17,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost / pure,,,,,,,,,,,,,,0.0,,,,0.0,,,,-0.01,,,,-0.01,,,,-0.015,,,,-0.008,,,,-0.008,,,,0.002,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,0.003,,,,-0.018,,,,0.013,,,,-0.015,,,,-0.01,,,,0.016,,,,-0.005,,,,0.004,,,,0.009,,,,-0.002,,,,-0.004,,
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings / pure,,,,,,,,,,,,,,,,,,0.035,,,,0.027,,,,0.04,,,,0.028,,,,0.034,,,,0.022,,,,0.025,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,0.005,,,,0.006,,,,0.008,,,,0.009,,,,0.01,,,,0.008,,,,0.009,,,,0.005,,,,-0.011,,,,0.002,,,,0.001,,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch / pure,,0.011,,,,0.005,,,,0.007,,,,0.012,,,,0.009,,,,0.008,,,,0.012,,,,0.021,,,,0.023,,,,0.013,,,,0.019,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,43000000.0,9000000.0,23000000.0,31000000.0,40000000.0,29000000.0,63000000.0,86000000.0,138000000.0,21000000.0,54000000.0,77000000.0,108000000.0,25000000.0,57000000.0,69000000.0,98000000.0,11000000.0,32000000.0,40000000.0,82000000.0,10000000.0,29000000.0,40000000.0,54000000.0,11000000.0,36000000.0,46000000.0,51000000.0,11000000.0,37000000.0,51000000.0,59000000.0,11000000.0,37000000.0,50000000.0,62000000.0,11000000.0,36000000.0,50000000.0,60000000.0,13000000.0,38000000.0
EntityCommonStockSharesOutstanding / shares,1425066824.0,1416351117.0,1413614665.0,1406155722.0,1401043252.0,1394731892.0,1381935603.0,1373047310.0,1368884991.0,1359026669.0,1354591435.0,1353498000.0,1355373428.0,1351709097.0,1350511193.0,1343045417.0,1341150970.0,1341156703.0,1341669471.0,1340377511.0,1340166137.0,1341298882.0,1344215261.0,1346019949.0,1348072847.0,1343904180.0,1345809975.0,1344557784.0,1341539178.0,1328709310.0,1329153289.0,1330179978.0,1330423708.0,1330405428.0,1330533713.0,1329654311.0,1327822539.0,1282269783.0,1282490493.0,1282285681.0,1282543505.0,1281264703.0,1282685882.0,1282014208.0
EntityPublicFloat / USD,,65400000000.0,,,,104200000000.0,,,,112400000000.0,,,,110000000000.0,,,,120800000000.0,,,,141300000000.0,,,,135300000000.0,,,,161200000000.0,,,,115500000000.0,,,,92400000000.0,,,,116200000000.0,,
EquityMethodInvestmentOtherThanTemporaryImpairment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000.0,135000000.0,,
EquityMethodInvestments / USD,,,,,,,,,,,,,,18000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,84000000.0,,89000000.0,89000000.0
EquitySecuritiesFVNINoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311000000.0,,140000000.0,140000000.0
EquitySecuritiesFvNi / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000000.0,,17000000.0,17000000.0
EquitySecuritiesFvNiCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,531000000.0,311000000.0,311000000.0
EquitySecuritiesFvNiRealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-39000000.0,,0.0,0.0
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859000000.0,,705000000.0,705000000.0
FairValueOptionChangesInFairValueGainLoss1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39000000.0,-220000000.0,,,,-220000000.0,,
FinanceLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,5000000.0,,,,9000000.0,,,,6000000.0,,,,7000000.0,,,,6000000.0,,
FinanceLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,45000000.0,45000000.0,45000000.0,45000000.0,45000000.0,62000000.0,62000000.0,62000000.0,62000000.0,56000000.0,56000000.0,56000000.0,56000000.0,57000000.0,57000000.0,57000000.0,57000000.0,55000000.0,55000000.0,55000000.0,55000000.0,52000000.0,52000000.0
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,2298000000.0,2948000000.0,2948000000.0,2948000000.0,2948000000.0,4741000000.0,4741000000.0,4741000000.0,4741000000.0,6359000000.0,6359000000.0,6359000000.0,6359000000.0,8201000000.0,8201000000.0,8201000000.0,8201000000.0,9048000000.0,9048000000.0,9048000000.0,9048000000.0,9704000000.0,9704000000.0,9704000000.0,9704000000.0,11533000000.0,11533000000.0,11533000000.0,11533000000.0,13006000000.0,13006000000.0,13006000000.0,13006000000.0,14605000000.0,14605000000.0,14605000000.0,14605000000.0,15915000000.0,15915000000.0,15915000000.0,15915000000.0,17547000000.0,17547000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,1911000000.0,1890000000.0,1913000000.0,1925000000.0,1931000000.0,1905000000.0,1971000000.0,1971000000.0,1809000000.0,1741000000.0,1672000000.0,1684000000.0,1633000000.0,1687000000.0,1692000000.0,1740000000.0,1741000000.0,1738000000.0,1725000000.0,1741000000.0,1748000000.0,1718000000.0,1738000000.0,1759000000.0,1758000000.0,1654000000.0,1664000000.0,1663000000.0,1659000000.0,1649000000.0,1649000000.0,1653000000.0,1676000000.0,1654000000.0,1658000000.0,1664000000.0,1635000000.0,1626000000.0,1639000000.0,1648000000.0,1677000000.0,1605000000.0,1606000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear / USD,,,1453000000.0,964000000.0,484000000.0,,1449000000.0,997000000.0,499000000.0,,1365000000.0,871000000.0,433000000.0,,1293000000.0,852000000.0,437000000.0,,1315000000.0,868000000.0,437000000.0,,1319000000.0,888000000.0,448000000.0,,1286000000.0,862000000.0,430000000.0,,1261000000.0,839000000.0,421000000.0,,1256000000.0,836000000.0,419000000.0,,1227000000.0,824000000.0,414000000.0,,1303000000.0,846000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,1717000000.0,1703000000.0,1724000000.0,1734000000.0,1739000000.0,1705000000.0,1768000000.0,1768000000.0,1624000000.0,1564000000.0,1490000000.0,1494000000.0,1481000000.0,1547000000.0,1526000000.0,1573000000.0,1574000000.0,1560000000.0,1565000000.0,1576000000.0,1588000000.0,1587000000.0,1604000000.0,1625000000.0,1623000000.0,1558000000.0,1569000000.0,1568000000.0,1564000000.0,1539000000.0,1539000000.0,1542000000.0,1565000000.0,1489000000.0,1493000000.0,1498000000.0,1471000000.0,1344000000.0,1356000000.0,1365000000.0,1343000000.0,1267000000.0,1267000000.0
