fact_unit,2010-08-06,2010-11-08,2011-02-25,2011-05-06,2011-08-05,2011-11-07,2012-02-24,2012-05-10,2012-08-08,2012-11-07,2013-02-28,2013-05-06,2013-08-02,2013-11-04,2014-02-25,2014-05-02,2014-08-01,2014-11-07,2015-02-25,2015-05-06,2015-08-05,2015-11-06,2016-02-26,2016-05-06,2016-08-05,2016-11-04,2017-02-23,2017-05-05,2017-08-04,2017-11-03,2018-02-26,2018-05-03,2018-08-03,2018-11-06,2019-02-26,2019-05-07,2019-08-06,2019-11-07,2020-02-27,2020-05-08,2020-08-07,2020-11-06,2021-02-17,2021-05-10,2021-08-06,2021-11-05,2022-02-17,2022-05-06,2022-08-04,2022-11-04,2023-02-15,2023-05-05,2023-08-04,2023-11-07,2024-02-14,2024-05-03,2024-08-02,2024-11-06,2025-02-14,2025-05-05,2025-08-04,2025-11-06
AccountsPayableCurrent / USD,,,,,417285000.0,417285000.0,417285000.0,633282000.0,633282000.0,633282000.0,633282000.0,764350000.0,764350000.0,764350000.0,764350000.0,742251000.0,742251000.0,742251000.0,742251000.0,868231000.0,868231000.0,868231000.0,868231000.0,813646000.0,813646000.0,813646000.0,813646000.0,884521000.0,884521000.0,884521000.0,884521000.0,1085034000.0,1085034000.0,1085034000.0,1085034000.0,1119995000.0,1119995000.0,1119995000.0,1119995000.0,1147872000.0,1147872000.0,1147872000.0,1147872000.0,1370647000.0,1370647000.0,1370647000.0,1370647000.0,1672230000.0,1672230000.0,1672230000.0,1672230000.0,2113905000.0,2113905000.0,2113905000.0,2113905000.0,1869187000.0,1869187000.0,1869187000.0,1869187000.0,1736880000.0,1736880000.0,1736880000.0
AccountsReceivableNetCurrent / USD,,,,,523644000.0,523644000.0,523644000.0,488002000.0,488002000.0,488002000.0,488002000.0,792822000.0,792822000.0,792822000.0,792822000.0,765391000.0,765391000.0,765391000.0,765391000.0,856346000.0,856346000.0,856346000.0,856346000.0,775480000.0,775480000.0,775480000.0,775480000.0,847301000.0,847301000.0,847301000.0,847301000.0,925083000.0,925083000.0,925083000.0,925083000.0,994055000.0,994055000.0,994055000.0,994055000.0,989383000.0,989383000.0,989383000.0,989383000.0,1195925000.0,1195925000.0,1195925000.0,1195925000.0,1226069000.0,1226069000.0,1226069000.0,1226069000.0,1517138000.0,1517138000.0,1517138000.0,1517138000.0,1431531000.0,1431531000.0,1431531000.0,1431531000.0,1651325000.0,1651325000.0,1651325000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,30300000.0,30300000.0,26000000.0,31700000.0,31700000.0,31700000.0,37100000.0,39400000.0,39400000.0,39400000.0,31700000.0,35400000.0,35400000.0,35400000.0,39400000.0,43300000.0,43300000.0,43300000.0,35400000.0,51100000.0,51100000.0,51100000.0,43300000.0,65800000.0,65800000.0,65800000.0,51100000.0,54900000.0,54900000.0,54900000.0,65800000.0,64700000.0,64700000.0,64700000.0,54900000.0,81000000.0,81000000.0,81000000.0,64700000.0,102400000.0,102400000.0,102400000.0,81000000.0,115400000.0,115400000.0,115400000.0,102400000.0,122600000.0,122600000.0,122600000.0,115400000.0,128200000.0,128200000.0,128200000.0,122600000.0,128000000.0,128000000.0,128000000.0
AccrualForEnvironmentalLossContingenciesChargesToExpenseForNewLosses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20600000.0,,,,6200000.0,,,,23500000.0,,,,26500000.0,,,,8400000.0,,,,23400000.0,,,,12600000.0,,,,16800000.0,,,
AccrualForEnvironmentalLossContingenciesPayments1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900000.0,,,,17100000.0,,,,13700000.0,,,,10200000.0,,,,9900000.0,,,,10400000.0,,,,5400000.0,,,,11200000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,,,,,43370000.0,43370000.0,43370000.0,70686000.0,70686000.0,70686000.0,70686000.0,72854000.0,72854000.0,72854000.0,72854000.0,72900000.0,72900000.0,-72900000.0,-72900000.0,-46000000.0,-46000000.0,-46000000.0,-46000000.0,-74000000.0,-74000000.0,-66844000.0,-66844000.0,-65282000.0,-65282000.0,-65282000.0,-65282000.0,-66403000.0,-66403000.0,-66403000.0,-66403000.0,-60000000.0,-60000000.0,-60000000.0,-60000000.0,-65059000.0,-65059000.0,-65059000.0,-65059000.0,-76411000.0,-76411000.0,-76411000.0,-76411000.0,-42275000.0,-42275000.0,-42275000.0,-42275000.0,-39421000.0,-39421000.0,-39421000.0,-39421000.0,-33737000.0,-33737000.0,-33737000.0,-33737000.0,-26472000.0,-26472000.0,-26472000.0
AdditionalPaidInCapital / USD,,,,,1777592000.0,1777592000.0,1777592000.0,1797884000.0,1797884000.0,1797884000.0,1797884000.0,6183267000.0,6183267000.0,6183267000.0,6183267000.0,6192765000.0,6192765000.0,6192765000.0,6192765000.0,6235834000.0,6235834000.0,6235834000.0,6235834000.0,6262368000.0,6262368000.0,6262368000.0,6262368000.0,6250224000.0,6250224000.0,6250224000.0,6250224000.0,6239940000.0,6239940000.0,6239940000.0,6239940000.0,6241222000.0,6241222000.0,6241222000.0,6241222000.0,7087768000.0,7087768000.0,7087768000.0,7087768000.0,8015663000.0,8015663000.0,8015663000.0,8015663000.0,8098514000.0,8098514000.0,8098514000.0,8098514000.0,8401731000.0,8401731000.0,8401731000.0,8401731000.0,8460876000.0,8460876000.0,8460876000.0,8460876000.0,9428905000.0,9428905000.0,9428905000.0
AdjustmentForAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307357000.0,418644000.0,231965000.0,-76059000.0,-294481000.0,-438460000.0,448892000.0,-2325000.0,-116462000.0,127495000.0
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6648000.0,6648000.0,16296000.0,12314000.0,6648000.0,6648000.0,16296000.0,12314000.0,12314000.0,12314000.0,16296000.0,,1824000.0,1824000.0,20667000.0,,1824000.0,1824000.0,2847000.0,1042000.0,1042000.0,1042000.0,2847000.0,1042000.0,1042000.0,1042000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,10500000.0,,,,12300000.0,,,,25800000.0,,,,27000000.0,,,,24600000.0,,,,23100000.0,,,,23600000.0,,,,19700000.0,,,,21400000.0,,,,27300000.0,,,,33900000.0,,,,28200000.0,,,,33400000.0,,,
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15900000.0,,,,,,,,224800000.0,224800000.0,224800000.0,224821000.0,224800000.0,224800000.0,224800000.0,224800000.0,358900000.0,358900000.0,358900000.0,224800000.0,417400000.0,417400000.0,417400000.0,358900000.0,486300000.0,486300000.0,486300000.0,417400000.0,554500000.0,554500000.0,554500000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,39800000.0,39800000.0,39800000.0,34900000.0,34900000.0,34900000.0,115700000.0,165500000.0,165500000.0,165500000.0,165500000.0,171300000.0,171300000.0,171300000.0,171300000.0,175300000.0,175300000.0,175300000.0,175300000.0,190700000.0,190700000.0,190700000.0,190700000.0,200600000.0,200600000.0,200600000.0,200600000.0,195700000.0,195700000.0,195700000.0,195700000.0,212700000.0,212700000.0,212700000.0,212700000.0,224821000.0,224821000.0,224821000.0,,358851000.0,358851000.0,358851000.0,,417406000.0,417406000.0,417406000.0,,486297000.0,486297000.0,486297000.0,486297000.0,554455000.0,554455000.0,554455000.0,554455000.0,556164000.0,556164000.0,556164000.0
AllowanceForDoubtfulAccountsReceivableRecoveries / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300000.0,7400000.0,10500000.0,13600000.0,3300000.0,7400000.0,10500000.0,13600000.0,4000000.0,7100000.0,10800000.0,13600000.0,6300000.0,10700000.0,14500000.0,16700000.0,4000000.0,8200000.0,11800000.0,18500000.0,3900000.0,7400000.0,10000000.0
AllowanceForDoubtfulAccountsReceivableWriteOffs / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21500000.0,42500000.0,61600000.0,78000000.0,21500000.0,42500000.0,61600000.0,78000000.0,20000000.0,41500000.0,65800000.0,78000000.0,24300000.0,50000000.0,,129700000.0,,,,124000000.0,,,
