fact_unit,2009-08-04,2009-10-29,2010-02-24,2010-04-28,2010-08-26,2010-10-28,2011-02-25,2011-04-28,2011-07-28,2011-10-27,2012-02-16,2012-04-26,2012-07-26,2012-10-30,2013-02-27,2013-04-25,2013-07-24,2013-10-24,2014-02-26,2014-04-24,2014-07-22,2014-10-30,2015-02-25,2015-04-23,2015-07-29,2015-10-29,2016-02-25,2016-04-28,2016-07-27,2016-10-27,2017-02-27,2017-05-02,2017-07-27,2017-10-26,2018-02-27,2018-04-26,2018-07-26,2018-10-25,2019-02-26,2019-04-25,2019-07-30,2019-10-31,2020-02-25,2020-04-30,2020-05-19,2020-07-30,2020-10-30,2021-02-26,2021-04-29,2021-05-26,2021-07-29,2021-10-28,2022-02-25,2022-04-28,2022-06-01,2022-07-28,2022-10-27,2023-02-27,2023-04-27,2023-06-01,2023-08-01,2023-10-26,2024-02-27,2024-04-25,2024-06-05,2024-07-31,2024-10-31,2025-02-26,2025-04-29,2025-06-04,2025-07-30,2025-10-30
IncreaseDecreaseInReceivables / USD,69000000.0,102000000.0,-162000000.0,-18000000.0,11000000.0,-1000000.0,84000000.0,58000000.0,-16000000.0,-19000000.0,7000000.0,5000000.0,-12000000.0,-9000000.0,-15000000.0,-13000000.0,-2000000.0,-202000000.0,19000000.0,-81000000.0,-79000000.0,-101000000.0,-202000000.0,-2000000.0,-12000000.0,-10000000.0,-78000000.0,-25000000.0,-19000000.0,-9000000.0,8000000.0,-20000000.0,-3000000.0,21000000.0,-3000000.0,-18000000.0,-33000000.0,-4000000.0,27000000.0,-9000000.0,2000000.0,45000000.0,-10000000.0,16000000.0,,21000000.0,21000000.0,0.0,-5000000.0,,-12000000.0,-1000000.0,8000000.0,5000000.0,,-5000000.0,7000000.0,-20000000.0,-1000000.0,,-4000000.0,5000000.0,18000000.0,34000000.0,,58000000.0,-19000000.0,21000000.0,6000000.0,,1000000.0,14000000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,,,,,,,,,,,,,,11701000000.0,,,,11701000000.0,,,,11701000000.0,,,,11711000000.0,,,,11711000000.0,,,,11740000000.0,,,,12125000000.0,,,11846000000.0,11846000000.0,,,,,11676000000.0,,,,,11676000000.0,,,,,11443000000.0,,,11443000000.0,11443000000.0,11443000000.0,,,11443000000.0,11443000000.0,11443000000.0,11089000000.0,,11089000000.0,11089000000.0
IntangibleAssetsGrossExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,12165000000.0,,,,12165000000.0,,,,12176000000.0,,,,12176000000.0,,,,12205000000.0,,,,12590000000.0,,,12500000000.0,12500000000.0,,,,,12951000000.0,,,,,12951000000.0,,,,,12703000000.0,,,12854000000.0,12854000000.0,12854000000.0,,,14284000000.0,14284000000.0,14284000000.0,13710000000.0,,13710000000.0,13710000000.0
IntangibleAssetsNetExcludingGoodwill / USD,3039000000.0,3039000000.0,3039000000.0,12138000000.0,12138000000.0,12138000000.0,12138000000.0,12118000000.0,12118000000.0,12118000000.0,12118000000.0,12098000000.0,12098000000.0,12098000000.0,12098000000.0,12078000000.0,12078000000.0,12078000000.0,12078000000.0,12058000000.0,12058000000.0,12058000000.0,12058000000.0,12049000000.0,12049000000.0,12049000000.0,12049000000.0,12028000000.0,12028000000.0,12028000000.0,12028000000.0,12036000000.0,12036000000.0,12036000000.0,12036000000.0,12400000000.0,12400000000.0,12400000000.0,12036000000.0,12279000000.0,12279000000.0,12400000000.0,12400000000.0,12687000000.0,,12687000000.0,12687000000.0,12279000000.0,12615000000.0,,12615000000.0,12615000000.0,12687000000.0,12306000000.0,,12306000000.0,12306000000.0,12615000000.0,12384000000.0,,12306000000.0,12306000000.0,12306000000.0,13686000000.0,,12384000000.0,12384000000.0,12384000000.0,13686000000.0,,13686000000.0,13686000000.0
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128000000.0,,,,
InterestIncomeExpenseNonoperatingNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-486000000.0,-758000000.0,-1058000000.0,-254000000.0,,-515000000.0,-782000000.0
InterestIncomeOther / USD,,,,,,,,,,,,,,,,,,,4000000.0,,,,2000000.0,,,,4000000.0,,,,2000000.0,,,,4000000.0,,,,13000000.0,,,,31000000.0,,,,,32000000.0,,,,,42000000.0,,,,,14000000.0,,,,,26000000.0,,,,,70000000.0,,,,
InterestPaidNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775000000.0,,,,696000000.0,,,,,704000000.0,,,,,991000000.0,,,,,1246000000.0,,,,,1189000000.0,,,,,1119000000.0,,,,
InterestPayableCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219000000.0,207000000.0,207000000.0,207000000.0,207000000.0,470000000.0,,470000000.0,470000000.0,470000000.0,458000000.0,,458000000.0,458000000.0,458000000.0,429000000.0,,429000000.0,429000000.0,429000000.0,411000000.0,,411000000.0,411000000.0,411000000.0,410000000.0,,410000000.0,410000000.0,410000000.0,389000000.0,,389000000.0,389000000.0
InventoryFinishedGoodsNetOfReserves / USD,,,,,,,,,,,,,,,,,348000000.0,348000000.0,348000000.0,372000000.0,372000000.0,372000000.0,372000000.0,420000000.0,420000000.0,420000000.0,420000000.0,449000000.0,449000000.0,449000000.0,449000000.0,483000000.0,483000000.0,483000000.0,483000000.0,554000000.0,554000000.0,554000000.0,554000000.0,558000000.0,558000000.0,558000000.0,558000000.0,531000000.0,,531000000.0,531000000.0,531000000.0,420000000.0,,420000000.0,420000000.0,420000000.0,261000000.0,,261000000.0,261000000.0,261000000.0,266000000.0,,266000000.0,266000000.0,266000000.0,340000000.0,,340000000.0,340000000.0,340000000.0,278000000.0,,278000000.0,278000000.0
InventoryNet / USD,1069000000.0,1069000000.0,1069000000.0,1810000000.0,1810000000.0,1810000000.0,1810000000.0,1803000000.0,1803000000.0,1803000000.0,1803000000.0,1779000000.0,1779000000.0,1779000000.0,1779000000.0,1746000000.0,1746000000.0,1746000000.0,1746000000.0,1879000000.0,1879000000.0,1879000000.0,1879000000.0,2040000000.0,2040000000.0,2040000000.0,2040000000.0,2031000000.0,2031000000.0,2031000000.0,2031000000.0,2051000000.0,2051000000.0,2051000000.0,2051000000.0,2225000000.0,2225000000.0,2225000000.0,2225000000.0,2331000000.0,2331000000.0,2331000000.0,2331000000.0,2293000000.0,,2293000000.0,2293000000.0,2293000000.0,1966000000.0,,1966000000.0,1966000000.0,1966000000.0,1194000000.0,,1194000000.0,1194000000.0,1194000000.0,1180000000.0,,1180000000.0,1180000000.0,1180000000.0,1215000000.0,,1215000000.0,1215000000.0,1215000000.0,1080000000.0,,1080000000.0,1080000000.0
InventoryWorkInProcessNetOfReserves / USD,,,,,,,,,,,,,,,,,349000000.0,349000000.0,349000000.0,394000000.0,394000000.0,394000000.0,394000000.0,429000000.0,429000000.0,429000000.0,429000000.0,444000000.0,444000000.0,444000000.0,444000000.0,512000000.0,512000000.0,512000000.0,512000000.0,560000000.0,560000000.0,560000000.0,560000000.0,647000000.0,647000000.0,647000000.0,647000000.0,696000000.0,,696000000.0,696000000.0,696000000.0,502000000.0,,502000000.0,502000000.0,502000000.0,23000000.0,,23000000.0,23000000.0,23000000.0,24000000.0,,24000000.0,24000000.0,24000000.0,22000000.0,,22000000.0,22000000.0,22000000.0,21000000.0,,21000000.0,21000000.0
Investments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30496000000.0,30496000000.0,30496000000.0,30496000000.0,23581000000.0,,23581000000.0,23581000000.0,23581000000.0,19529000000.0,,19529000000.0,19529000000.0,19529000000.0,13481000000.0,,13481000000.0,13481000000.0,13481000000.0,9600000000.0,,9600000000.0,9600000000.0,9600000000.0,10011000000.0,,10011000000.0,10011000000.0,10011000000.0,8195000000.0,,8195000000.0,8195000000.0
LandAndLandImprovements / USD,,,,,,,,,,,,,,,,,,,292000000.0,,,,291000000.0,,,,293000000.0,,,,295000000.0,,,,316000000.0,,,,302000000.0,,,,309000000.0,,,,,353000000.0,,,,,348000000.0,,,,,123000000.0,,,,,123000000.0,,,,,123000000.0,,,,
Liabilities / USD,24387000000.0,24387000000.0,24387000000.0,32573000000.0,32573000000.0,32573000000.0,32573000000.0,32175000000.0,32175000000.0,32175000000.0,32175000000.0,33247000000.0,33247000000.0,33247000000.0,33036000000.0,32125000000.0,32125000000.0,32125000000.0,32125000000.0,30706000000.0,30706000000.0,30706000000.0,30706000000.0,31430000000.0,31430000000.0,31430000000.0,31430000000.0,29553000000.0,29553000000.0,29553000000.0,28549000000.0,33121000000.0,33121000000.0,33121000000.0,33121000000.0,27784000000.0,27784000000.0,27784000000.0,27784000000.0,40810000000.0,40810000000.0,40810000000.0,40631000000.0,42914000000.0,,42914000000.0,42914000000.0,42914000000.0,44449000000.0,,44449000000.0,44449000000.0,44449000000.0,41129000000.0,,41129000000.0,41129000000.0,41129000000.0,40877000000.0,,40877000000.0,40877000000.0,40877000000.0,42060000000.0,,42060000000.0,42060000000.0,42060000000.0,37365000000.0,,37365000000.0,37365000000.0
LiabilitiesAndStockholdersEquity / USD,27215000000.0,27215000000.0,27215000000.0,36677000000.0,36677000000.0,36677000000.0,36677000000.0,37402000000.0,37402000000.0,37402000000.0,37402000000.0,36962000000.0,36962000000.0,36962000000.0,36751000000.0,35329000000.0,35329000000.0,35329000000.0,35329000000.0,34859000000.0,34859000000.0,34859000000.0,34859000000.0,34475000000.0,34475000000.0,34475000000.0,34475000000.0,32463000000.0,32463000000.0,32463000000.0,31459000000.0,45932000000.0,45932000000.0,45932000000.0,45932000000.0,43202000000.0,43202000000.0,43202000000.0,43202000000.0,55638000000.0,55638000000.0,55638000000.0,55459000000.0,49271000000.0,,49271000000.0,49271000000.0,49271000000.0,47414000000.0,,47414000000.0,47414000000.0,47414000000.0,39523000000.0,,39523000000.0,39523000000.0,39523000000.0,36954000000.0,,36954000000.0,36954000000.0,36954000000.0,38570000000.0,,38570000000.0,38570000000.0,38570000000.0,35177000000.0,,35177000000.0,35177000000.0
LiabilitiesCurrent / USD,7142000000.0,7142000000.0,7142000000.0,7992000000.0,7992000000.0,7992000000.0,7992000000.0,6840000000.0,6840000000.0,6840000000.0,6840000000.0,7643000000.0,7643000000.0,7643000000.0,7432000000.0,8259000000.0,8259000000.0,8259000000.0,8259000000.0,7058000000.0,7058000000.0,7058000000.0,7058000000.0,7673000000.0,7673000000.0,7673000000.0,7673000000.0,7078000000.0,7078000000.0,7078000000.0,7070000000.0,7375000000.0,7375000000.0,7375000000.0,7375000000.0,6792000000.0,6792000000.0,6792000000.0,6792000000.0,21193000000.0,21193000000.0,21193000000.0,21193000000.0,8174000000.0,,8174000000.0,8174000000.0,8174000000.0,9063000000.0,,9063000000.0,9063000000.0,9063000000.0,8579000000.0,,8579000000.0,8579000000.0,8579000000.0,8616000000.0,,8616000000.0,8616000000.0,8616000000.0,11319000000.0,,11319000000.0,11319000000.0,11319000000.0,8781000000.0,,8781000000.0,8781000000.0
LongTermDebt / USD,500000000.0,500000000.0,500000000.0,,,,11960000000.0,,,,12194000000.0,,,,13689000000.0,,,,13878000000.0,,,,14517000000.0,,,,14693000000.0,,,,12847000000.0,,,,13881000000.0,,,,13894000000.0,,,,13042000000.0,,,,28000000000.0,28042000000.0,29471000000.0,,29471000000.0,29471000000.0,29471000000.0,28044000000.0,,28044000000.0,28044000000.0,28044000000.0,26680000000.0,,26680000000.0,26680000000.0,26680000000.0,26233000000.0,,26233000000.0,26233000000.0,26233000000.0,24926000000.0,,24926000000.0,24926000000.0
LongTermDebtCurrent / USD,135000000.0,135000000.0,135000000.0,775000000.0,775000000.0,775000000.0,775000000.0,,,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,600000000.0,1459000000.0,1459000000.0,1459000000.0,1459000000.0,525000000.0,525000000.0,525000000.0,525000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,,,0.0,864000000.0,864000000.0,864000000.0,864000000.0,1144000000.0,1144000000.0,1144000000.0,1144000000.0,1000000000.0,,1000000000.0,1000000000.0,1000000000.0,1500000000.0,,1500000000.0,1500000000.0,1500000000.0,1105000000.0,,1105000000.0,1105000000.0,1105000000.0,1556000000.0,,1556000000.0,1556000000.0,1556000000.0,1121000000.0,,1121000000.0,1121000000.0,1121000000.0,1527000000.0,,1527000000.0,1527000000.0
LongTermDebtFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30710000000.0,34682000000.0,,34682000000.0,34682000000.0,34682000000.0,30459000000.0,,30459000000.0,30459000000.0,30459000000.0,22928000000.0,,22928000000.0,22928000000.0,22928000000.0,24373000000.0,,24373000000.0,24373000000.0,24373000000.0,22741000000.0,,22741000000.0,22741000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,,,,,,,,600000000.0,,,,1459000000.0,,,,525000000.0,,,,1000000000.0,,,,4000000.0,,,,864000000.0,,,,864000000.0,,,,1144000000.0,,,,1000000000.0,,,,,1500000000.0,,,,,1105000000.0,,,,,1556000000.0,,,,,1121000000.0,,,,,1527000000.0,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,,,,1000000000.0,,,,3400000000.0,,,,,,,,1956000000.0,,,,1144000000.0,,,,1000000000.0,,,,1900000000.0,,,,1900000000.0,,,,350000000.0,,,,2400000000.0,,,,,1666000000.0,,,,,1569000000.0,,,,,1113000000.0,,,,,500000000.0,,,,,1906000000.0,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,,,,525000000.0,,,,1000000000.0,,,,,,,,,,,,1656000000.0,,,,1148000000.0,,,,1500000000.0,,,,1500000000.0,,,,1900000000.0,,,,1752000000.0,,,,,2400000000.0,,,,,1603000000.0,,,,,1569000000.0,,,,,1146000000.0,,,,,500000000.0,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,,,,1459000000.0,,,,525000000.0,,,,1000000000.0,,,,,,,,,,,,867000000.0,,,,1000000000.0,,,,1000000000.0,,,,1500000000.0,,,,2900000000.0,,,,,1877000000.0,,,,,1121000000.0,,,,,1553000000.0,,,,,1569000000.0,,,,,1078000000.0,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,,,,600000000.0,,,,1459000000.0,,,,525000000.0,,,,1000000000.0,,,,,,,,4000000.0,,,,1144000000.0,,,,1144000000.0,,,,1000000000.0,,,,1500000000.0,,,,,2900000000.0,,,,,1639000000.0,,,,,1121000000.0,,,,,1578000000.0,,,,,1569000000.0,,,,
LongTermDebtNoncurrent / USD,6839000000.0,6839000000.0,6839000000.0,11185000000.0,11185000000.0,11185000000.0,11185000000.0,12194000000.0,12194000000.0,12194000000.0,12194000000.0,13089000000.0,13089000000.0,13089000000.0,13089000000.0,12419000000.0,12419000000.0,12419000000.0,12419000000.0,13992000000.0,13992000000.0,13992000000.0,13992000000.0,13693000000.0,13693000000.0,13693000000.0,13693000000.0,12843000000.0,12843000000.0,12843000000.0,12843000000.0,13881000000.0,13881000000.0,13881000000.0,13881000000.0,13030000000.0,13030000000.0,13030000000.0,13030000000.0,11898000000.0,11898000000.0,11898000000.0,11898000000.0,27042000000.0,,27042000000.0,27042000000.0,27042000000.0,27971000000.0,,27971000000.0,27971000000.0,27971000000.0,26939000000.0,,26939000000.0,26939000000.0,26939000000.0,25124000000.0,,25124000000.0,25124000000.0,25124000000.0,25112000000.0,,25112000000.0,25112000000.0,25112000000.0,23399000000.0,,23399000000.0,23399000000.0
LossContingencyAccrualAtCarryingValue / USD,,,,,,,,,,,,,,,122000000.0,0.0,122000000.0,122000000.0,30000000.0,0.0,0.0,0.0,122000000.0,3000000.0,3000000.0,3000000.0,0.0,39000000.0,39000000.0,39000000.0,3000000.0,132000000.0,132000000.0,132000000.0,39000000.0,47000000.0,47000000.0,47000000.0,132000000.0,106000000.0,106000000.0,106000000.0,47000000.0,112000000.0,,112000000.0,112000000.0,106000000.0,14000000.0,,14000000.0,14000000.0,112000000.0,9000000.0,,9000000.0,9000000.0,14000000.0,91000000.0,,91000000.0,91000000.0,9000000.0,71000000.0,,71000000.0,71000000.0,91000000.0,346000000.0,,346000000.0,346000000.0
LossContingencyAccrualPayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000.0,8000000.0,17000000.0,145000000.0,145000000.0,57000000.0,1000000.0,18000000.0,18000000.0,190000000.0,23000000.0,97000000.0,118000000.0,21000000.0,109000000.0,,144000000.0,151000000.0,125000000.0,28000000.0,,34000000.0,81000000.0,175000000.0,36000000.0,,52000000.0,60000000.0,88000000.0,103000000.0,,124000000.0,137000000.0,100000000.0,11000000.0,,91000000.0,122000000.0,151000000.0,6000000.0,,263000000.0,300000000.0
MachineryAndEquipmentGross / USD,,,3122000000.0,,,,3649000000.0,,,,3473000000.0,,,,3097000000.0,,,,3068000000.0,,,,3111000000.0,,,,2986000000.0,,,,2969000000.0,,,,2917000000.0,,,,2975000000.0,,,,2981000000.0,,,,,2998000000.0,,,,,3010000000.0,,,,,2652000000.0,,,,,2578000000.0,,,,,2684000000.0,,,,
MinorityInterest / USD,0.0,0.0,0.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,2000000.0,2000000.0,2000000.0,2000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-7000000.0,-7000000.0,-7000000.0,-7000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,2000000.0,2000000.0,2000000.0,2000000.0,97000000.0,,97000000.0,97000000.0,97000000.0,86000000.0,,86000000.0,86000000.0,86000000.0,,,,,0.0,50000000.0,,50000000.0,50000000.0,50000000.0,50000000.0,,50000000.0,50000000.0,50000000.0,50000000.0,,50000000.0,50000000.0
NetCashProvidedByUsedInFinancingActivities / USD,-6327000000.0,-8710000000.0,-3679000000.0,3780000000.0,2353000000.0,812000000.0,-2585000000.0,-639000000.0,-1329000000.0,-1976000000.0,276000000.0,-936000000.0,-819000000.0,-2009000000.0,-2583000000.0,-1238000000.0,-2167000000.0,,,,,,,,,,-4702000000.0,-2244000000.0,-3532000000.0,-5599000000.0,-4694000000.0,-1306000000.0,-2575000000.0,-3636000000.0,-6780000000.0,-1776000000.0,-4016000000.0,-5950000000.0,-5329000000.0,-1793000000.0,-3560000000.0,-5251000000.0,-7771000000.0,1683000000.0,,-13000000.0,-2650000000.0,4716000000.0,427000000.0,,-2149000000.0,-3713000000.0,-4712000000.0,-2172000000.0,,-5749000000.0,-7668000000.0,-5396000000.0,-2232000000.0,,-4373000000.0,-7476000000.0,-10029000000.0,-3045000000.0,,-3418000000.0,-7353000000.0,-9541000000.0,-5268000000.0,,-6966000000.0,-9444000000.0
NetCashProvidedByUsedInInvestingActivities / USD,381000000.0,576000000.0,-5255000000.0,-9881000000.0,-9860000000.0,-9705000000.0,479000000.0,17000000.0,21000000.0,83000000.0,-9764000000.0,-8000000.0,90000000.0,174000000.0,259000000.0,287000000.0,510000000.0,,387000000.0,,,,,,,,602000000.0,99000000.0,87000000.0,95000000.0,177000000.0,34000000.0,-63000000.0,35000000.0,-15000000.0,-230000000.0,-246000000.0,-202000000.0,3708000000.0,-41000000.0,-81000000.0,-137000000.0,-467000000.0,-1950000000.0,,-1976000000.0,-2412000000.0,-12988000000.0,-52000000.0,,-63000000.0,-107000000.0,-2398000000.0,-29000000.0,,-9000000.0,-42000000.0,-143000000.0,-34000000.0,,-150000000.0,-215000000.0,1212000000.0,-56000000.0,,-2858000000.0,-1217000000.0,782000000.0,2316000000.0,,2279000000.0,2238000000.0
NetCashProvidedByUsedInOperatingActivities / USD,1220000000.0,3908000000.0,10316000000.0,2043000000.0,135000000.0,2007000000.0,4881000000.0,2041000000.0,291000000.0,1722000000.0,3443000000.0,2062000000.0,479000000.0,2564000000.0,2767000000.0,1837000000.0,-85000000.0,,,,,,,,,,4375000000.0,2498000000.0,1247000000.0,4090000000.0,4663000000.0,2718000000.0,1088000000.0,3530000000.0,5843000000.0,2675000000.0,1945000000.0,4144000000.0,3826000000.0,2809000000.0,3850000000.0,6566000000.0,4901000000.0,2289000000.0,,2392000000.0,5274000000.0,8391000000.0,3129000000.0,,4946000000.0,5844000000.0,7837000000.0,3040000000.0,,2679000000.0,5742000000.0,8385000000.0,3075000000.0,,2561000000.0,5637000000.0,8405000000.0,2984000000.0,,3108000000.0,6060000000.0,8256000000.0,2877000000.0,,2802000000.0,5413000000.0
NetIncomeLoss / USD,3384000000.0,4251000000.0,9786000000.0,589000000.0,1599000000.0,2481000000.0,4930000000.0,813000000.0,1855000000.0,2986000000.0,3206000000.0,937000000.0,1381000000.0,2554000000.0,,1195000000.0,2420000000.0,3077000000.0,3390000000.0,1385000000.0,2651000000.0,4047000000.0,4180000000.0,1175000000.0,2437000000.0,3834000000.0,4535000000.0,1018000000.0,2466000000.0,3994000000.0,5070000000.0,1217000000.0,2870000000.0,3963000000.0,5241000000.0,1401000000.0,3390000000.0,5256000000.0,14239000000.0,1894000000.0,3770000000.0,5713000000.0,10222000000.0,1120000000.0,,3116000000.0,516000000.0,6963000000.0,1552000000.0,,3495000000.0,2543000000.0,-1293000000.0,1424000000.0,,3573000000.0,851000000.0,4467000000.0,1959000000.0,,2850000000.0,3074000000.0,2475000000.0,1787000000.0,,3904000000.0,6070000000.0,5764000000.0,2129000000.0,,5932000000.0,8225000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,,1593000000.0,2472000000.0,4917000000.0,,,,,,,,3905000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550000000.0,,3490000000.0,2537000000.0,-1300000000.0,1421000000.0,,3567000000.0,843000000.0,4459000000.0,1955000000.0,,2844000000.0,3065000000.0,2464000000.0,1784000000.0,,3897000000.0,6058000000.0,5751000000.0,2124000000.0,,5918000000.0,8205000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,1593000000.0,2472000000.0,4917000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550000000.0,,3490000000.0,2537000000.0,-1300000000.0,1421000000.0,,3567000000.0,843000000.0,4459000000.0,1955000000.0,,2844000000.0,3065000000.0,2464000000.0,1784000000.0,,3897000000.0,6058000000.0,5751000000.0,2124000000.0,,5918000000.0,8205000000.0
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,4180000000.0,3391000000.0,4532000000.0,4532000000.0,4532000000.0,4180000000.0,5067000000.0,5067000000.0,5067000000.0,4532000000.0,5238000000.0,5238000000.0,5238000000.0,5067000000.0,14239000000.0,14239000000.0,14239000000.0,5238000000.0,10222000000.0,10222000000.0,10222000000.0,14239000000.0,1894000000.0,3770000000.0,5713000000.0,10222000000.0,1120000000.0,,3116000000.0,513000000.0,6963000000.0,1549000000.0,,3487000000.0,2530000000.0,-1300000000.0,1420000000.0,,3569000000.0,847000000.0,4451000000.0,1959000000.0,,2850000000.0,3074000000.0,2471000000.0,1787000000.0,,3904000000.0,6070000000.0,5764000000.0,2129000000.0,,5932000000.0,8225000000.0
NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19000000.0,-37000000.0,-1000000.0,-7000000.0,-16000000.0,-37000000.0,37000000.0,-1000000.0,,-16000000.0,-40000000.0,-34000000.0,-27000000.0,,-55000000.0,-58000000.0,-37000000.0,-43000000.0,,-89000000.0,-152000000.0,-77000000.0,-46000000.0,,-93000000.0,-137000000.0,-202000000.0,-31000000.0,,-62000000.0,-95000000.0,-184000000.0,-24000000.0,,-49000000.0,-74000000.0
NumberOfForeignCurrencyDerivativesHeld / contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
OciEquityMethodInvestmentAfterTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53000000.0,-309000000.0,298000000.0,,-913000000.0,-928000000.0,-319000000.0,517000000.0,,334000000.0,495000000.0,-1245000000.0,78000000.0,,643000000.0,637000000.0,426000000.0,-12000000.0,,66000000.0,302000000.0,143000000.0,402000000.0,,394000000.0,64000000.0
OperatingIncomeLoss / USD,2555000000.0,3884000000.0,4373000000.0,1191000000.0,2868000000.0,4262000000.0,4882000000.0,1430000000.0,2959000000.0,4735000000.0,5462000000.0,1539000000.0,2834000000.0,4712000000.0,6228000000.0,1642000000.0,3519000000.0,5488000000.0,6068000000.0,2152000000.0,4153000000.0,6285000000.0,7253000000.0,1734000000.0,3709000000.0,5708000000.0,8084000000.0,1865000000.0,4089000000.0,6396000000.0,7620000000.0,1977000000.0,4387000000.0,6769000000.0,8361000000.0,2239000000.0,4767000000.0,7356000000.0,8761000000.0,2316000000.0,4814000000.0,7371000000.0,9593000000.0,2238000000.0,,4955000000.0,7899000000.0,9115000000.0,2336000000.0,,5132000000.0,8292000000.0,10326000000.0,2690000000.0,,5876000000.0,8827000000.0,10873000000.0,2884000000.0,,5989000000.0,9101000000.0,11560000000.0,2757000000.0,,5662000000.0,8751000000.0,11919000000.0,2674000000.0,,5207000000.0,8359000000.0
OtherAccruedLiabilitiesCurrent / USD,,1128000000.0,1128000000.0,1354000000.0,1354000000.0,1354000000.0,1354000000.0,1069000000.0,1069000000.0,1069000000.0,1069000000.0,1311000000.0,1311000000.0,1311000000.0,1320000000.0,1093000000.0,1093000000.0,1093000000.0,1093000000.0,1007000000.0,1007000000.0,1007000000.0,1007000000.0,925000000.0,925000000.0,925000000.0,925000000.0,1081000000.0,1081000000.0,1081000000.0,1073000000.0,1025000000.0,1025000000.0,1025000000.0,1025000000.0,971000000.0,971000000.0,971000000.0,971000000.0,1403000000.0,1403000000.0,1403000000.0,1403000000.0,1533000000.0,,1520000000.0,1545000000.0,1545000000.0,1494000000.0,,1494000000.0,1494000000.0,1494000000.0,1365000000.0,,1365000000.0,1365000000.0,1365000000.0,1299000000.0,,1299000000.0,1299000000.0,1299000000.0,1902000000.0,,1902000000.0,1902000000.0,1902000000.0,1780000000.0,,1780000000.0,1780000000.0
OtherAssetsCurrent / USD,357000000.0,357000000.0,357000000.0,660000000.0,660000000.0,660000000.0,660000000.0,614000000.0,614000000.0,614000000.0,614000000.0,607000000.0,607000000.0,607000000.0,396000000.0,260000000.0,260000000.0,260000000.0,260000000.0,321000000.0,321000000.0,321000000.0,321000000.0,250000000.0,250000000.0,250000000.0,250000000.0,387000000.0,387000000.0,387000000.0,387000000.0,489000000.0,489000000.0,489000000.0,220000000.0,263000000.0,263000000.0,263000000.0,263000000.0,326000000.0,326000000.0,326000000.0,326000000.0,262000000.0,,262000000.0,262000000.0,262000000.0,69000000.0,,69000000.0,69000000.0,69000000.0,298000000.0,,298000000.0,298000000.0,298000000.0,241000000.0,,241000000.0,241000000.0,138000000.0,117000000.0,,117000000.0,117000000.0,117000000.0,129000000.0,,129000000.0,129000000.0
