fact_unit,2009-12-18,2010-03-17,2010-06-10,2010-10-18,2010-12-17,2011-03-17,2011-06-09,2011-10-14,2011-12-16,2012-03-15,2012-06-06,2012-10-19,2012-12-21,2013-03-20,2013-06-11,2013-10-16,2013-12-20,2014-03-14,2014-06-05,2014-10-15,2014-12-18,2015-03-11,2015-06-04,2015-10-14,2015-12-18,2016-03-09,2016-06-01,2016-10-12,2016-12-16,2017-03-09,2017-06-01,2017-10-18,2017-12-21,2018-03-15,2018-06-07,2018-10-26,2018-12-20,2019-03-13,2019-06-06,2019-10-11,2019-12-23,2020-03-12,2020-06-04,2020-10-07,2020-12-16,2021-03-10,2021-06-03,2021-10-06,2021-12-22,2022-03-10,2022-06-02,2022-10-05,2022-12-29,2023-03-09,2023-06-01,2023-10-11,2023-12-20,2024-03-13,2024-06-06,2024-10-09,2024-12-19,2025-03-13,2025-06-05,2025-10-08
AccountsPayableCurrent / USD,5450000000.0,5450000000.0,5450000000.0,5450000000.0,5947000000.0,5947000000.0,5947000000.0,5947000000.0,6544000000.0,6544000000.0,6544000000.0,6544000000.0,7303000000.0,7303000000.0,7303000000.0,7303000000.0,7872000000.0,7872000000.0,7872000000.0,7872000000.0,8491000000.0,8491000000.0,8491000000.0,8491000000.0,9011000000.0,9011000000.0,9011000000.0,9011000000.0,7612000000.0,7612000000.0,7612000000.0,7612000000.0,9608000000.0,9608000000.0,9608000000.0,9608000000.0,11237000000.0,11237000000.0,11237000000.0,11237000000.0,11679000000.0,11679000000.0,11679000000.0,11679000000.0,14172000000.0,14172000000.0,14172000000.0,14172000000.0,16278000000.0,16278000000.0,16278000000.0,16278000000.0,17848000000.0,17848000000.0,17848000000.0,17848000000.0,17483000000.0,17483000000.0,17483000000.0,17483000000.0,19421000000.0,19421000000.0,19421000000.0,19421000000.0
AccruedInsuranceCurrentAndNoncurrent / USD,,,,500000000.0,,,,541000000.0,,,,595000000.0,,,,688000000.0,,,,727000000.0,,,,815000000.0,,,,993000000.0,,,,1021000000.0,,,,1059000000.0,,,,1148000000.0,,,,1222000000.0,,,,1188000000.0,,,,1257000000.0,,,,1364000000.0,,,,1513000000.0,,,,1612000000.0
AccruedLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393000000.0,1393000000.0,1393000000.0,1393000000.0,1671000000.0,1671000000.0,1671000000.0,1671000000.0,1911000000.0,1911000000.0,1911000000.0,1911000000.0,2150000000.0,2150000000.0,2150000000.0,2150000000.0,2435000000.0,2435000000.0,2435000000.0,2435000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,4423000000.0,4423000000.0,4423000000.0,4423000000.0,5046000000.0,5046000000.0,5046000000.0,5046000000.0,5936000000.0,5936000000.0,5936000000.0,5936000000.0,6585000000.0,6585000000.0,6585000000.0,6585000000.0,7141000000.0,7141000000.0,7141000000.0,7141000000.0,7845000000.0,7845000000.0,7845000000.0,7845000000.0,8263000000.0,8263000000.0,8263000000.0,8263000000.0,9124000000.0,9124000000.0,9124000000.0,9124000000.0,10180000000.0,10180000000.0,10180000000.0,10180000000.0,11033000000.0,11033000000.0,11033000000.0,11033000000.0,11736000000.0,11736000000.0,11736000000.0,11736000000.0,,,,12896000000.0,,,,14166000000.0,,,,15286000000.0,,,,16685000000.0,,,,17918000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,110000000.0,110000000.0,110000000.0,110000000.0,122000000.0,122000000.0,122000000.0,122000000.0,373000000.0,373000000.0,373000000.0,373000000.0,156000000.0,156000000.0,156000000.0,156000000.0,-122000000.0,-122000000.0,-122000000.0,-122000000.0,-76000000.0,-76000000.0,-76000000.0,-76000000.0,-1121000000.0,-1121000000.0,-1121000000.0,-1121000000.0,-1099000000.0,-1099000000.0,-1099000000.0,-1099000000.0,-1014000000.0,-1014000000.0,-1014000000.0,-1014000000.0,-1199000000.0,-1199000000.0,-1199000000.0,-1199000000.0,-1436000000.0,-1436000000.0,-1436000000.0,-1436000000.0,-1297000000.0,-1297000000.0,-1297000000.0,-1297000000.0,-1137000000.0,-1137000000.0,-1137000000.0,-1137000000.0,-1829000000.0,-1829000000.0,-1829000000.0,-1829000000.0,-1805000000.0,-1805000000.0,-1805000000.0,-1805000000.0,-1828000000.0,-1828000000.0,-1828000000.0,-1828000000.0
AdditionalPaidInCapitalCommonStock / USD,3811000000.0,3811000000.0,3811000000.0,3811000000.0,4115000000.0,4115000000.0,4115000000.0,4115000000.0,4516000000.0,4516000000.0,4516000000.0,4516000000.0,4369000000.0,4369000000.0,4369000000.0,4369000000.0,4670000000.0,4670000000.0,4670000000.0,4670000000.0,4919000000.0,4919000000.0,4919000000.0,4919000000.0,5218000000.0,5218000000.0,5218000000.0,5218000000.0,5490000000.0,5490000000.0,5490000000.0,5490000000.0,5800000000.0,5800000000.0,5800000000.0,5800000000.0,6107000000.0,6107000000.0,6107000000.0,6107000000.0,6417000000.0,6417000000.0,6417000000.0,6417000000.0,6698000000.0,6698000000.0,6698000000.0,6698000000.0,7031000000.0,7031000000.0,7031000000.0,7031000000.0,6884000000.0,6884000000.0,6884000000.0,6884000000.0,7340000000.0,7340000000.0,7340000000.0,7340000000.0,7829000000.0,7829000000.0,7829000000.0,7829000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,,,,,,,,190000000.0,,,,207000000.0,93000000.0,159000000.0,210000000.0,241000000.0,112000000.0,185000000.0,251000000.0,285000000.0,150000000.0,236000000.0,301000000.0,327000000.0,186000000.0,287000000.0,362000000.0,394000000.0,211000000.0,322000000.0,404000000.0,459000000.0,235000000.0,348000000.0,434000000.0,518000000.0,272000000.0,391000000.0,484000000.0,547000000.0,302000000.0,420000000.0,510000000.0,598000000.0,342000000.0,465000000.0,552000000.0,621000000.0,389000000.0,518000000.0,609000000.0,668000000.0,403000000.0,551000000.0,645000000.0,728000000.0,446000000.0,582000000.0,689000000.0,778000000.0
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,121000000.0,38000000.0,74000000.0,103000000.0,127000000.0,51000000.0,90000000.0,120000000.0,140000000.0,62000000.0,106000000.0,141000000.0,162000000.0,74000000.0,123000000.0,167000000.0,191000000.0,99000000.0,156000000.0,200000000.0,218000000.0,123000000.0,190000000.0,242000000.0,263000000.0,142000000.0,216000000.0,272000000.0,309000000.0,157000000.0,267000000.0,333000000.0,347000000.0,209000000.0,305000000.0,378000000.0,428000000.0,235000000.0,332000000.0,403000000.0,467000000.0,266000000.0,366000000.0,435000000.0,491000000.0,303000000.0,408000000.0,478000000.0,525000000.0,313000000.0,436000000.0,509000000.0,570000000.0,349000000.0,460000000.0,542000000.0,611000000.0
Assets / USD,21979000000.0,21979000000.0,21979000000.0,20682000000.0,23478000000.0,23366000000.0,23899000000.0,21979000000.0,26043000000.0,25716000000.0,26974000000.0,23815000000.0,28004000000.0,27511000000.0,27836000000.0,26761000000.0,29323000000.0,29089000000.0,30006000000.0,27140000000.0,32319000000.0,31566000000.0,32701000000.0,30283000000.0,34605000000.0,33217000000.0,33109000000.0,32662000000.0,35037000000.0,32388000000.0,33873000000.0,33017000000.0,36532000000.0,35630000000.0,35631000000.0,33163000000.0,39378000000.0,38703000000.0,39605000000.0,36347000000.0,43814000000.0,42799000000.0,43752000000.0,40830000000.0,55556000000.0,55556000000.0,55556000000.0,45400000000.0,59268000000.0,59268000000.0,59268000000.0,55556000000.0,64166000000.0,64166000000.0,64166000000.0,59268000000.0,68994000000.0,68994000000.0,68994000000.0,64166000000.0,69831000000.0,69831000000.0,69831000000.0,68994000000.0
AssetsCurrent / USD,10337000000.0,10337000000.0,10337000000.0,10337000000.0,11708000000.0,11708000000.0,11708000000.0,11708000000.0,13706000000.0,13706000000.0,13706000000.0,13706000000.0,13526000000.0,13526000000.0,13526000000.0,13526000000.0,15840000000.0,15840000000.0,15840000000.0,15840000000.0,17588000000.0,17588000000.0,17588000000.0,17588000000.0,17299000000.0,16779000000.0,16779000000.0,16779000000.0,15218000000.0,15218000000.0,15218000000.0,15218000000.0,17317000000.0,17317000000.0,17317000000.0,17317000000.0,20289000000.0,20289000000.0,20289000000.0,20289000000.0,23485000000.0,23485000000.0,23485000000.0,23485000000.0,28120000000.0,28120000000.0,28120000000.0,28120000000.0,29505000000.0,29505000000.0,29505000000.0,29505000000.0,32696000000.0,32696000000.0,32696000000.0,32696000000.0,35879000000.0,35879000000.0,35879000000.0,35879000000.0,34246000000.0,34246000000.0,34246000000.0,34246000000.0
