fact_unit,2011-08-09,2011-11-09,2012-02-29,2012-05-09,2012-08-08,2012-11-09,2013-02-28,2013-05-09,2013-08-08,2013-11-07,2014-02-28,2014-05-05,2014-08-04,2014-11-03,2015-02-27,2015-05-04,2015-08-03,2015-11-02,2016-02-26,2016-05-02,2016-08-03,2016-10-31,2017-02-24,2017-05-01,2017-08-03,2017-10-30,2018-02-28,2018-04-30,2018-08-06,2018-11-05,2019-02-28,2019-05-09,2019-08-05,2019-11-04,2020-02-28,2020-05-07,2020-08-03,2020-11-06,2021-02-26,2021-05-06,2021-08-04,2021-11-02,2022-02-24,2022-05-03,2022-08-02,2022-11-01,2023-02-23,2023-05-02,2023-08-01,2023-10-31,2024-02-28,2024-04-30,2024-08-06,2024-11-05,2025-02-27,2025-05-06,2025-08-05,2025-11-04
Assets / USD,23232000000.0,23232000000.0,23232000000.0,25745000000.0,25745000000.0,25745000000.0,25745000000.0,27223000000.0,27223000000.0,27223000000.0,27223000000.0,28385000000.0,28385000000.0,28385000000.0,28385000000.0,30460000000.0,30425000000.0,30425000000.0,30425000000.0,43115000000.0,43115000000.0,43115000000.0,43115000000.0,44413000000.0,44413000000.0,44413000000.0,44413000000.0,49047000000.0,49047000000.0,49047000000.0,49047000000.0,92940000000.0,92940000000.0,92940000000.0,92940000000.0,98556000000.0,98556000000.0,98556000000.0,98556000000.0,85158000000.0,85158000000.0,85158000000.0,85158000000.0,85373000000.0,85373000000.0,85373000000.0,85373000000.0,89904000000.0,89904000000.0,89904000000.0,89904000000.0,85987000000.0,85987000000.0,85987000000.0,85987000000.0,78858000000.0,78858000000.0,78858000000.0
AssetsCurrent / USD,10056000000.0,10056000000.0,10056000000.0,12001000000.0,12001000000.0,12001000000.0,12001000000.0,13029000000.0,13029000000.0,13029000000.0,13029000000.0,12737000000.0,12737000000.0,12737000000.0,12737000000.0,11339000000.0,11339000000.0,11339000000.0,11339000000.0,9471000000.0,9471000000.0,9471000000.0,9471000000.0,10401000000.0,10401000000.0,10401000000.0,10401000000.0,13401000000.0,13401000000.0,13401000000.0,13401000000.0,18023000000.0,18023000000.0,18023000000.0,18023000000.0,20170000000.0,20170000000.0,30458000000.0,30458000000.0,28287000000.0,28287000000.0,28287000000.0,28287000000.0,30496000000.0,30496000000.0,30496000000.0,30496000000.0,35242000000.0,35242000000.0,35242000000.0,35242000000.0,32131000000.0,32131000000.0,32131000000.0,32131000000.0,24447000000.0,24447000000.0,24447000000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,3000000.0,3000000.0,3000000.0,,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,
Cash / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080000000.0,3050000000.0,3612000000.0,3612000000.0,3612000000.0,3612000000.0,3612000000.0,5467000000.0,5467000000.0,5467000000.0,5467000000.0,4362000000.0,4362000000.0,4362000000.0,4362000000.0,,,
CashAndCashEquivalentsAtCarryingValue / USD,128000000.0,128000000.0,108000000.0,118000000.0,118000000.0,118000000.0,128000000.0,3079000000.0,3079000000.0,3079000000.0,118000000.0,4860000000.0,4860000000.0,4860000000.0,3079000000.0,2292000000.0,2292000000.0,2292000000.0,4860000000.0,1494000000.0,1494000000.0,1494000000.0,2292000000.0,1127000000.0,1127000000.0,1127000000.0,1494000000.0,3011000000.0,3011000000.0,3011000000.0,3011000000.0,1687000000.0,1687000000.0,1687000000.0,1687000000.0,1527000000.0,1527000000.0,1393000000.0,1393000000.0,415000000.0,415000000.0,415000000.0,415000000.0,5291000000.0,5291000000.0,5291000000.0,5291000000.0,8625000000.0,8625000000.0,8625000000.0,8625000000.0,5443000000.0,5443000000.0,5443000000.0,5443000000.0,3210000000.0,3210000000.0,3210000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,892000000.0,892000000.0,892000000.0,1136000000.0,3015000000.0,3015000000.0,3015000000.0,892000000.0,1725000000.0,1725000000.0,1521000000.0,2849000000.0,1395000000.0,1395000000.0,1395000000.0,1519000000.0,416000000.0,416000000.0,416000000.0,1395000000.0,5294000000.0,5294000000.0,5294000000.0,416000000.0,8631000000.0,8631000000.0,8631000000.0,5294000000.0,5446000000.0,5446000000.0,5446000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278000000.0,562000000.0,1203000000.0,-244000000.0,1642000000.0,1989000000.0,1980000000.0,2123000000.0,-817000000.0,-476000000.0,-197000000.0,-1290000000.0,165000000.0,-436000000.0,-811000000.0,-196000000.0,203000000.0,11283000000.0,5319000000.0,-973000000.0,1857000000.0,3789000000.0,2089000000.0,4738000000.0,-666000000.0,-1282000000.0,-175000000.0,3337000000.0,-2269000000.0,-1003000000.0,-1442000000.0
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,0.46,0.46,0.46,1.52,0.53,0.53,0.53,1.84,0.58,0.58,0.58,2.12,0.58,0.58,0.58,2.32,0.58,0.58,0.58,2.32,0.75,0.75,0.75,2.49,0.825,0.825,0.825
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0
CommonStockSharesIssued / shares,356000000.0,357000000.0,357000000.0,357000000.0,356337127.0,356337127.0,357000000.0,361000000.0,361000000.0,361000000.0,361000000.0,361000000.0,361000000.0,362000000.0,362000000.0,363000000.0,726000000.0,726000000.0,726000000.0,729000000.0,729000000.0,729000000.0,729000000.0,731000000.0,731000000.0,731000000.0,731000000.0,734000000.0,734000000.0,734000000.0,734000000.0,975000000.0,975000000.0,975000000.0,975000000.0,978000000.0,978000000.0,978000000.0,978000000.0,980000000.0,980000000.0,980000000.0,980000000.0,984000000.0,984000000.0,984000000.0,984000000.0,990000000.0,990000000.0,990000000.0,990000000.0,993000000.0,993000000.0,993000000.0,993000000.0,994000000.0,994000000.0,994000000.0
CommonStockValue / USD,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0
ComprehensiveIncomeNetOfTax / USD,177000000.0,447000000.0,187000000.0,541000000.0,1369000000.0,2497000000.0,520000000.0,613000000.0,1792000000.0,3024000000.0,2144000000.0,807000000.0,1528000000.0,1745000000.0,3804000000.0,198000000.0,1040000000.0,1702000000.0,2372000000.0,891000000.0,1721000000.0,2666000000.0,2415000000.0,1000000.0,799000000.0,938000000.0,2847000000.0,27000000.0,511000000.0,1411000000.0,1258000000.0,35000000.0,1090000000.0,1892000000.0,3435000000.0,-14000000.0,1082000000.0,2126000000.0,2867000000.0,-9240000000.0,-9241000000.0,-10125000000.0,2461000000.0,-241000000.0,8442000000.0,9132000000.0,-10018000000.0,838000000.0,6720000000.0,11083000000.0,10183000000.0,2713000000.0,4918000000.0,8179000000.0,14585000000.0,925000000.0,2431000000.0,3047000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,520000000.0,613000000.0,1792000000.0,3024000000.0,2144000000.0,812000000.0,1539000000.0,1761000000.0,3808000000.0,206000000.0,1057000000.0,1726000000.0,2393000000.0,903000000.0,1746000000.0,2701000000.0,2446000000.0,-78000000.0,702000000.0,915000000.0,2863000000.0,98000000.0,673000000.0,1674000000.0,1297000000.0,233000000.0,1468000000.0,2474000000.0,3807000000.0,252000000.0,1609000000.0,2925000000.0,3693000000.0,-10224000000.0,-9958000000.0,-10565000000.0,3079000000.0,65000000.0,9038000000.0,10064000000.0,-10169000000.0,1165000000.0,7391000000.0,12297000000.0,11446000000.0,3073000000.0,5632000000.0,9244000000.0,16119000000.0,1300000000.0,3246000000.0,4255000000.0
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,2000000.0,-570000000.0,-7000000.0,-7000000.0,-7000000.0,-590000000.0,-124000000.0,-124000000.0,-124000000.0,-46000000.0,-88000000.0,-88000000.0,-88000000.0,-554000000.0,-597000000.0,-597000000.0,-597000000.0,-447000000.0,210000000.0,210000000.0,210000000.0
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31047000000.0,47664000000.0,56676000000.0,17370000000.0,37166000000.0,57772000000.0,67089000000.0,25960000000.0,55642000000.0,74626000000.0,77047000000.0,20342000000.0,31844000000.0,48517000000.0,99228000000.0,21084000000.0,48261000000.0,77824000000.0,65733000000.0,35068000000.0,79275000000.0,118096000000.0,110008000000.0,29294000000.0,61056000000.0,95984000000.0,151671000000.0,29593000000.0,63538000000.0,95682000000.0
CostsAndExpenses / USD,28999000000.0,44484000000.0,44985000000.0,17052000000.0,36521000000.0,55415000000.0,61594000000.0,19319000000.0,38269000000.0,57623000000.0,75014000000.0,22189000000.0,46932000000.0,72905000000.0,77145000000.0,22984000000.0,48548000000.0,72967000000.0,96829000000.0,15770000000.0,35016000000.0,52225000000.0,94051000000.0,12755000000.0,28230000000.0,44255000000.0,67566000000.0,16102000000.0,33474000000.0,51283000000.0,60978000000.0,18544000000.0,39278000000.0,61007000000.0,71351000000.0,27932000000.0,59560000000.0,79821000000.0,81899000000.0,33152000000.0,44877000000.0,63482000000.0,107403000000.0,22665000000.0,51527000000.0,82800000000.0,81279000000.0,36668000000.0,82578000000.0,123129000000.0,116630000000.0,31016000000.0,64535000000.0,101365000000.0,158483000000.0,31427000000.0,67267000000.0,101291000000.0
CostsAndExpensesRelatedParty / USD,1005000000.0,1717000000.0,1317000000.0,785000000.0,1766000000.0,1846000000.0,2593000000.0,63000000.0,120000000.0,204000000.0,1916000000.0,72000000.0,151000000.0,254000000.0,280000000.0,159000000.0,289000000.0,401000000.0,357000000.0,76000000.0,158000000.0,219000000.0,505000000.0,107000000.0,231000000.0,359000000.0,308000000.0,122000000.0,272000000.0,420000000.0,509000000.0,141000000.0,279000000.0,428000000.0,570000000.0,204000000.0,387000000.0,571000000.0,610000000.0,195000000.0,353000000.0,540000000.0,763000000.0,203000000.0,422000000.0,673000000.0,738000000.0,282000000.0,579000000.0,894000000.0,962000000.0,311000000.0,791000000.0,1275000000.0,1175000000.0,580000000.0,1154000000.0,1778000000.0
CrudeOilAndNaturalGasLiquids / USD,1118000000.0,1118000000.0,1118000000.0,1339000000.0,1339000000.0,1339000000.0,1339000000.0,1383000000.0,1383000000.0,1383000000.0,1383000000.0,1797000000.0,1797000000.0,1797000000.0,1797000000.0,2219000000.0,2219000000.0,2219000000.0,2219000000.0,2180000000.0,2180000000.0,2180000000.0,2180000000.0,2208000000.0,2208000000.0,2208000000.0,2208000000.0,2056000000.0,2056000000.0,2056000000.0,2056000000.0,3655000000.0,3655000000.0,3655000000.0,3655000000.0,3472000000.0,3472000000.0,3472000000.0,3472000000.0,2588000000.0,2588000000.0,2588000000.0,2588000000.0,2639000000.0,2639000000.0,2639000000.0,2639000000.0,3047000000.0,3047000000.0,3047000000.0,3047000000.0,3211000000.0,3211000000.0,3211000000.0,3211000000.0,3185000000.0,3185000000.0,3185000000.0
CurrentFederalTaxExpenseBenefit / USD,,,10000000.0,,,,81000000.0,,,,1040000000.0,,,,1185000000.0,,,,954000000.0,,,,1382000000.0,,,,1210000000.0,,,,189000000.0,,,,681000000.0,,,,674000000.0,,,,-52000000.0,,,,-2267000000.0,,,,380000000.0,,,,3565000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,4000000.0,,,,-4000000.0,,,,15000000.0,,,,-1000000.0,,,,5000000.0,,,,5000000.0,,,,10000000.0,,,,-1000000.0,,,,-6000000.0,,,,22000000.0,,,,1000000.0,,,,9000000.0,,,,5000000.0,,,,7000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,11000000.0,,,,92000000.0,,,,1207000000.0,,,,1353000000.0,,,,1090000000.0,,,,1522000000.0,,,,1372000000.0,,,,215000000.0,,,,773000000.0,,,,750000000.0,,,,-23000000.0,,,,-2189000000.0,,,,433000000.0,,,,4201000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,-3000000.0,,,,15000000.0,,,,152000000.0,,,,169000000.0,,,,131000000.0,,,,135000000.0,,,,152000000.0,,,,27000000.0,,,,98000000.0,,,,54000000.0,,,,28000000.0,,,,69000000.0,,,,48000000.0,,,,629000000.0,,,
DebtAndCapitalLeaseObligations / USD,,,,,3299000000.0,3299000000.0,3299000000.0,3355000000.0,3355000000.0,3355000000.0,3355000000.0,3395000000.0,3395000000.0,3395000000.0,3395000000.0,6657000000.0,6657000000.0,6657000000.0,6657000000.0,12475000000.0,12475000000.0,12475000000.0,12475000000.0,11069000000.0,11069000000.0,11069000000.0,11069000000.0,13418000000.0,13418000000.0,13418000000.0,13418000000.0,27980000000.0,27980000000.0,27980000000.0,27980000000.0,29282000000.0,29282000000.0,29168000000.0,29168000000.0,32044000000.0,32044000000.0,32044000000.0,32044000000.0,25948000000.0,25948000000.0,25948000000.0,25948000000.0,27080000000.0,27080000000.0,27080000000.0,27080000000.0,27620000000.0,27620000000.0,27620000000.0,27620000000.0,27797000000.0,27797000000.0,27797000000.0
DebtCurrent / USD,,,,,15000000.0,15000000.0,15000000.0,19000000.0,19000000.0,19000000.0,19000000.0,23000000.0,23000000.0,23000000.0,23000000.0,27000000.0,27000000.0,27000000.0,27000000.0,29000000.0,29000000.0,29000000.0,29000000.0,28000000.0,28000000.0,28000000.0,28000000.0,624000000.0,624000000.0,624000000.0,624000000.0,544000000.0,544000000.0,544000000.0,544000000.0,711000000.0,711000000.0,704000000.0,704000000.0,2854000000.0,2854000000.0,2854000000.0,2854000000.0,571000000.0,571000000.0,571000000.0,571000000.0,1066000000.0,1066000000.0,1066000000.0,1066000000.0,1954000000.0,1954000000.0,1954000000.0,1954000000.0,3049000000.0,3049000000.0,3049000000.0
DebtInstrumentUnamortizedDiscountPremiumNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413000000.0,328000000.0,328000000.0,328000000.0,328000000.0,310000000.0,310000000.0,310000000.0,310000000.0,306000000.0,306000000.0,306000000.0,306000000.0,280000000.0,280000000.0,280000000.0,280000000.0,238000000.0,238000000.0,238000000.0,238000000.0,196000000.0,196000000.0,196000000.0,196000000.0,174000000.0,174000000.0,174000000.0
DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestBeforeAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7228000000.0,6304000000.0,6304000000.0,6304000000.0,6304000000.0,5860000000.0,5860000000.0,5860000000.0,5860000000.0,,,
DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5548000000.0,5548000000.0,5548000000.0,7227000000.0,6303000000.0,6303000000.0,6303000000.0,6303000000.0,5862000000.0,5862000000.0,5862000000.0,5862000000.0,,,
DeferredCreditsAndOtherLiabilitiesNoncurrent / USD,277000000.0,277000000.0,277000000.0,264000000.0,264000000.0,264000000.0,264000000.0,257000000.0,257000000.0,257000000.0,257000000.0,781000000.0,781000000.0,781000000.0,781000000.0,768000000.0,768000000.0,768000000.0,768000000.0,735000000.0,735000000.0,735000000.0,735000000.0,604000000.0,604000000.0,604000000.0,604000000.0,666000000.0,666000000.0,666000000.0,666000000.0,1318000000.0,1318000000.0,1318000000.0,1318000000.0,1265000000.0,1265000000.0,1172000000.0,1172000000.0,1207000000.0,1207000000.0,1207000000.0,1207000000.0,1346000000.0,1346000000.0,1346000000.0,1346000000.0,1304000000.0,1304000000.0,1304000000.0,1304000000.0,1409000000.0,1409000000.0,1409000000.0,1409000000.0,1305000000.0,1305000000.0,1305000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,209000000.0,,,,289000000.0,,,,139000000.0,,,,432000000.0,,,,20000000.0,,,,-199000000.0,,,,134000000.0,,,,336000000.0,,,,-1270000000.0,,,,-119000000.0,,,,742000000.0,,,,90000000.0,,,,-164000000.0,,,,191000000.0,,,
DeferredFinanceCostsNet / USD,,,,,,,,,,,,,,,,,,,,,51000000.0,51000000.0,51000000.0,44000000.0,44000000.0,44000000.0,44000000.0,59000000.0,59000000.0,59000000.0,59000000.0,128000000.0,128000000.0,128000000.0,128000000.0,134000000.0,134000000.0,134000000.0,134000000.0,154000000.0,154000000.0,154000000.0,154000000.0,129000000.0,129000000.0,129000000.0,129000000.0,142000000.0,142000000.0,142000000.0,142000000.0,141000000.0,141000000.0,141000000.0,141000000.0,142000000.0,142000000.0,142000000.0
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,3000000.0,,,,0.0,,,,3000000.0,,,,-5000000.0,,,,-6000000.0,,,,-9000000.0,,,,1000000.0,,,,4000000.0,,,,-16000000.0,,,,9000000.0,,,,16000000.0,,,,1000000.0,,,,1000000.0,,,
DeferredIncomeTaxExpenseBenefit / USD,121000000.0,282000000.0,225000000.0,-12000000.0,34000000.0,129000000.0,308000000.0,192000000.0,328000000.0,425000000.0,123000000.0,6000000.0,34000000.0,22000000.0,492000000.0,-14000000.0,-91000000.0,-126000000.0,23000000.0,-2000000.0,-12000000.0,-6000000.0,-242000000.0,-2000000.0,175000000.0,335000000.0,134000000.0,-5000000.0,23000000.0,57000000.0,394000000.0,-19000000.0,2000000.0,42000000.0,-1233000000.0,127000000.0,360000000.0,603000000.0,14000000.0,-691000000.0,-529000000.0,-763000000.0,807000000.0,24000000.0,-49000000.0,-175000000.0,-241000000.0,-52000000.0,-92000000.0,38000000.0,-169000000.0,-5000000.0,22000000.0,-64000000.0,290000000.0,-35000000.0,-95000000.0,-132000000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,3241000000.0,,,,3126000000.0,,,,4089000000.0,,,,4537000000.0,,,,3061000000.0,,,,5799000000.0,,,,7888000000.0,,,,7829000000.0,,,,7058000000.0,,,,7227000000.0,,,,7258000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,3285000000.0,3285000000.0,3285000000.0,3861000000.0,3861000000.0,3861000000.0,3861000000.0,2654000000.0,2654000000.0,2654000000.0,2654000000.0,4864000000.0,4864000000.0,4864000000.0,4864000000.0,6392000000.0,6392000000.0,6392000000.0,6392000000.0,6203000000.0,6203000000.0,6203000000.0,6203000000.0,5638000000.0,5638000000.0,5638000000.0,5638000000.0,5904000000.0,5904000000.0,5904000000.0,5904000000.0,5834000000.0,5834000000.0,5834000000.0,5834000000.0,5771000000.0,5771000000.0,5771000000.0
