fact_unit,2009-08-05,2009-11-05,2010-02-26,2010-05-06,2010-08-04,2010-11-03,2011-02-25,2011-02-28,2011-05-05,2011-08-04,2011-11-03,2012-02-24,2012-05-03,2012-08-02,2012-11-06,2013-02-27,2013-05-02,2013-08-06,2013-11-05,2014-02-26,2014-05-07,2014-08-06,2014-11-05,2015-02-25,2015-05-06,2015-08-05,2015-11-04,2016-02-24,2016-05-04,2016-08-03,2016-11-03,2017-02-22,2017-05-03,2017-08-02,2017-11-01,2018-02-28,2018-05-03,2018-08-02,2018-11-07,2019-02-27,2019-05-02,2019-08-07,2019-11-06,2020-02-26,2020-05-06,2020-08-05,2020-11-04,2021-02-24,2021-05-05,2021-08-04,2021-11-03,2022-02-23,2022-05-04,2022-08-03,2022-11-02,2023-02-22,2023-05-02,2023-08-01,2023-10-31,2024-02-28,2024-04-29,2024-08-05,2024-11-04,2025-02-19,2025-05-05,2025-08-04,2025-11-03
AccountsPayableAndAccruedLiabilitiesCurrent / USD,,36643000000.0,36643000000.0,41275000000.0,41275000000.0,41275000000.0,41275000000.0,41275000000.0,50034000000.0,50034000000.0,50034000000.0,50034000000.0,57067000000.0,57067000000.0,57067000000.0,57067000000.0,50728000000.0,50728000000.0,50728000000.0,50728000000.0,48085000000.0,48085000000.0,48085000000.0,48085000000.0,42227000000.0,42227000000.0,42227000000.0,42227000000.0,32412000000.0,32412000000.0,32412000000.0,32412000000.0,31193000000.0,31193000000.0,31193000000.0,31193000000.0,36796000000.0,36796000000.0,36796000000.0,36796000000.0,37268000000.0,37268000000.0,37268000000.0,37268000000.0,41831000000.0,41831000000.0,41831000000.0,41831000000.0,35221000000.0,35221000000.0,35221000000.0,35221000000.0,50766000000.0,50766000000.0,50766000000.0,50766000000.0,63197000000.0,63197000000.0,63197000000.0,63197000000.0,58037000000.0,58037000000.0,58037000000.0,58037000000.0,61297000000.0,61297000000.0,61297000000.0
AccountsPayableOtherCurrent / USD,,,,,,,6139000000.0,6139000000.0,,,,7026000000.0,,,,10422000000.0,,,,6695000000.0,,,,6695000000.0,,,,7062000000.0,,,,6762000000.0,,,,5991000000.0,,,,6331000000.0,,,,6062000000.0,,,,7011000000.0,,,,7838000000.0,,,,11362000000.0,,,,11474000000.0,,,,11086000000.0,,,
AccountsPayableTradeCurrent / USD,,,,,,,24236000000.0,24236000000.0,,,,30780000000.0,,,,33969000000.0,,,,33789000000.0,,,,30920000000.0,,,,25286000000.0,,,,18074000000.0,,,,17801000000.0,,,,21701000000.0,,,,21063000000.0,,,,24694000000.0,,,,17499000000.0,,,,26623000000.0,,,,33169000000.0,,,,31249000000.0,,,
AccountsReceivableNetCurrent / USD,,,,,,,22186000000.0,22186000000.0,,,,25439000000.0,,,,30044000000.0,,,,28373000000.0,,,,25993000000.0,,,,18541000000.0,,,,13243000000.0,,,,16033000000.0,,,,21274000000.0,,,,19638000000.0,,,,21100000000.0,,,,16339000000.0,,,,26883000000.0,,,,32844000000.0,,,,30296000000.0,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,,,,,,5921000000.0,5921000000.0,,,,6778000000.0,,,,7123000000.0,,,,4130000000.0,,,,3883000000.0,,,,3290000000.0,,,,2937000000.0,,,,2653000000.0,,,,3311000000.0,,,,3280000000.0,,,,3301000000.0,,,,3408000000.0,,,,3896000000.0,,,,3969000000.0,,,,3817000000.0,,,
AccruedIncomeTaxesCurrent / USD,,10057000000.0,10057000000.0,8310000000.0,8310000000.0,8310000000.0,8310000000.0,8310000000.0,9812000000.0,9812000000.0,9812000000.0,9812000000.0,12727000000.0,12727000000.0,12727000000.0,12727000000.0,9758000000.0,9758000000.0,9758000000.0,9758000000.0,7831000000.0,7831000000.0,7831000000.0,7831000000.0,4938000000.0,4938000000.0,4938000000.0,4938000000.0,2802000000.0,2802000000.0,2802000000.0,2802000000.0,2615000000.0,2615000000.0,2615000000.0,2615000000.0,3045000000.0,3045000000.0,3045000000.0,3045000000.0,2612000000.0,2612000000.0,2612000000.0,2612000000.0,1580000000.0,1580000000.0,1580000000.0,1580000000.0,684000000.0,684000000.0,684000000.0,684000000.0,1601000000.0,1601000000.0,1601000000.0,1601000000.0,5214000000.0,5214000000.0,5214000000.0,5214000000.0,3189000000.0,3189000000.0,3189000000.0,3189000000.0,4055000000.0,4055000000.0,4055000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,166790000000.0,166790000000.0,,,,174390000000.0,,,,179331000000.0,,,,182365000000.0,,,,190867000000.0,,,,194121000000.0,,,,195732000000.0,,,,209691000000.0,,,,224555000000.0,,,,230089000000.0,,,,233684000000.0,,,,277769000000.0,,,,278510000000.0,,,,268001000000.0,,,,272445000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,,,,,,1482000000.0,-9123000000.0,-9123000000.0,-9123000000.0,-9123000000.0,-12184000000.0,-12184000000.0,-12184000000.0,-12184000000.0,-10725000000.0,-10725000000.0,-10725000000.0,-10725000000.0,-18957000000.0,-18957000000.0,-18957000000.0,-18957000000.0,-23511000000.0,-23511000000.0,-23511000000.0,-23511000000.0,-22239000000.0,-22239000000.0,-22239000000.0,-22239000000.0,-16262000000.0,-16262000000.0,-16262000000.0,-16262000000.0,-19564000000.0,-19564000000.0,-19564000000.0,-19564000000.0,-19493000000.0,-19493000000.0,-19493000000.0,-19493000000.0,-16705000000.0,-16705000000.0,-16705000000.0,-16705000000.0,-13764000000.0,-13764000000.0,-13764000000.0,-13764000000.0,-13270000000.0,-13270000000.0,-13270000000.0,-13270000000.0,-11989000000.0,-11989000000.0,-11989000000.0,-11989000000.0,-14619000000.0,-14619000000.0,-14619000000.0
AdvancesToAffiliate / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8608000000.0,,,,8542000000.0,,,,8812000000.0,,,,8326000000.0,,,,8049000000.0,,,,7527000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,,,198000000.0,198000000.0,,,,152000000.0,,,,128000000.0,,,,109000000.0,,,,112000000.0,,,,113000000.0,,,,107000000.0,,,,75000000.0,,,,72000000.0,,,,61000000.0,,,,34000000.0,,,,96000000.0,,,,159000000.0,,,,168000000.0,,,,170000000.0,,,
