fact_unit,2012-04-26,2012-07-31,2012-11-01,2013-02-11,2013-05-01,2013-07-31,2013-11-05,2014-02-10,2014-04-24,2014-07-31,2014-10-24,2015-02-09,2015-04-30,2015-06-05,2015-07-30,2015-10-29,2016-02-08,2016-05-04,2016-08-03,2016-11-02,2017-02-06,2017-05-03,2017-08-02,2017-11-02,2018-02-05,2018-05-02,2018-07-31,2018-10-31,2019-02-04,2019-05-02,2019-07-31,2019-10-30,2020-02-03,2020-05-05,2020-07-30,2020-10-29,2021-02-08,2021-05-06,2021-08-05,2021-11-04,2022-02-07,2022-05-05,2022-08-04,2022-11-03,2023-02-08,2023-05-04,2023-08-03,2023-11-02,2024-02-06,2024-03-28,2024-05-02,2024-08-01,2024-10-31,2025-02-07,2025-05-01,2025-07-31,2025-10-30
IntangibleAssetsNetExcludingGoodwill / USD,,,,588000000.0,803000000.0,803000000.0,803000000.0,803000000.0,723000000.0,723000000.0,723000000.0,723000000.0,728000000.0,698000000.0,728000000.0,728000000.0,728000000.0,1383000000.0,1383000000.0,1383000000.0,1383000000.0,1240000000.0,1240000000.0,1240000000.0,1148000000.0,1219000000.0,1219000000.0,1219000000.0,1219000000.0,1380000000.0,1380000000.0,1380000000.0,1380000000.0,1186000000.0,1186000000.0,1186000000.0,1186000000.0,1091000000.0,1091000000.0,1091000000.0,1091000000.0,964000000.0,964000000.0,964000000.0,964000000.0,2585000000.0,2585000000.0,2585000000.0,2585000000.0,,2399000000.0,2399000000.0,2399000000.0,2399000000.0,2140000000.0,2140000000.0,2140000000.0
IntangibleAssetsNetIncludingGoodwill / USD,596000000.0,596000000.0,596000000.0,596000000.0,,,,1276000000.0,,,,1219000000.0,1384000000.0,1194000000.0,1384000000.0,1384000000.0,1384000000.0,2922000000.0,2922000000.0,2922000000.0,2922000000.0,2748000000.0,2748000000.0,2748000000.0,2650000000.0,3163000000.0,3163000000.0,3163000000.0,3163000000.0,3904000000.0,3904000000.0,3904000000.0,3904000000.0,,,,3593000000.0,,,,3671000000.0,,,,3475000000.0,,,,7691000000.0,,,,,7550000000.0,,,
InterestAndDividendIncomeOperating / USD,,16000000.0,26000000.0,29000000.0,5000000.0,9000000.0,14000000.0,31000000.0,3000000.0,7000000.0,11000000.0,17000000.0,2000000.0,17000000.0,4000000.0,6000000.0,14000000.0,1000000.0,2000000.0,4000000.0,10000000.0,1000000.0,1000000.0,2000000.0,5000000.0,1000000.0,2000000.0,4000000.0,1000000.0,5000000.0,12000000.0,17000000.0,7000000.0,3000000.0,,,21000000.0,,,,13000000.0,,,,8000000.0,,,,9000000.0,,,,,86000000.0,,,
InterestExpense / USD,6000000.0,47000000.0,84000000.0,30000000.0,35000000.0,68000000.0,100000000.0,123000000.0,36000000.0,72000000.0,106000000.0,136000000.0,35000000.0,136000000.0,68000000.0,101000000.0,143000000.0,32000000.0,62000000.0,92000000.0,135000000.0,41000000.0,82000000.0,123000000.0,124000000.0,33000000.0,68000000.0,103000000.0,155000000.0,34000000.0,70000000.0,104000000.0,140000000.0,38000000.0,81000000.0,123000000.0,141000000.0,43000000.0,87000000.0,125000000.0,164000000.0,40000000.0,78000000.0,114000000.0,164000000.0,43000000.0,99000000.0,157000000.0,150000000.0,,67000000.0,139000000.0,,219000000.0,,,
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214000000.0,,65000000.0,129000000.0,230000000.0
InterestIncomeExpenseNonoperatingNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,11000000.0,,3000000.0,4000000.0,6000000.0,,3000000.0,5000000.0,8000000.0,,2000000.0,9000000.0,35000000.0,,,22000000.0,46000000.0,76000000.0,,20000000.0,36000000.0,67000000.0
InterestPaid / USD,,35000000.0,53000000.0,30000000.0,16000000.0,61000000.0,74000000.0,101000000.0,12000000.0,49000000.0,78000000.0,119000000.0,37000000.0,119000000.0,56000000.0,99000000.0,118000000.0,50000000.0,57000000.0,96000000.0,119000000.0,52000000.0,67000000.0,131000000.0,101000000.0,43000000.0,63000000.0,102000000.0,144000000.0,45000000.0,68000000.0,110000000.0,124000000.0,55000000.0,71000000.0,136000000.0,134000000.0,66000000.0,84000000.0,142000000.0,153000000.0,63000000.0,75000000.0,131000000.0,154000000.0,31000000.0,75000000.0,129000000.0,159000000.0,,65000000.0,135000000.0,205000000.0,190000000.0,62000000.0,124000000.0,204000000.0
InterestPayableCurrent / USD,,10000000.0,10000000.0,10000000.0,9000000.0,9000000.0,9000000.0,9000000.0,24000000.0,24000000.0,24000000.0,24000000.0,30000000.0,24000000.0,30000000.0,30000000.0,30000000.0,39000000.0,39000000.0,39000000.0,39000000.0,40000000.0,40000000.0,40000000.0,40000000.0,41000000.0,41000000.0,41000000.0,41000000.0,42000000.0,42000000.0,42000000.0,42000000.0,47000000.0,47000000.0,47000000.0,47000000.0,48000000.0,48000000.0,48000000.0,48000000.0,30000000.0,30000000.0,30000000.0,30000000.0,51000000.0,51000000.0,51000000.0,51000000.0,,51000000.0,51000000.0,51000000.0,51000000.0,90000000.0,90000000.0,90000000.0
InventoryFinishedGoodsNetOfReserves / USD,,316000000.0,316000000.0,316000000.0,352000000.0,352000000.0,352000000.0,352000000.0,367000000.0,367000000.0,367000000.0,367000000.0,347000000.0,349000000.0,347000000.0,347000000.0,347000000.0,449000000.0,449000000.0,449000000.0,449000000.0,470000000.0,470000000.0,470000000.0,296000000.0,399000000.0,399000000.0,399000000.0,399000000.0,452000000.0,452000000.0,452000000.0,452000000.0,478000000.0,478000000.0,478000000.0,478000000.0,441000000.0,441000000.0,441000000.0,441000000.0,531000000.0,531000000.0,531000000.0,531000000.0,606000000.0,606000000.0,606000000.0,606000000.0,,680000000.0,680000000.0,680000000.0,680000000.0,658000000.0,658000000.0,658000000.0
InventoryNet / USD,1054000000.0,1054000000.0,1054000000.0,1054000000.0,1066000000.0,1066000000.0,1066000000.0,1066000000.0,1093000000.0,1093000000.0,1093000000.0,1093000000.0,1013000000.0,1014000000.0,1013000000.0,1013000000.0,1013000000.0,1181000000.0,1181000000.0,1181000000.0,1181000000.0,1232000000.0,1232000000.0,1232000000.0,859000000.0,1083000000.0,1083000000.0,1083000000.0,1083000000.0,1277000000.0,1277000000.0,1277000000.0,1277000000.0,1286000000.0,1286000000.0,1286000000.0,1286000000.0,1297000000.0,1297000000.0,1297000000.0,1297000000.0,2014000000.0,2014000000.0,2014000000.0,2014000000.0,2340000000.0,2340000000.0,2340000000.0,2340000000.0,,2365000000.0,2365000000.0,2365000000.0,2365000000.0,2320000000.0,2320000000.0,2320000000.0
InventoryRawMaterialsAndSuppliesNetOfReserves / USD,,594000000.0,594000000.0,594000000.0,586000000.0,586000000.0,586000000.0,586000000.0,584000000.0,584000000.0,584000000.0,584000000.0,562000000.0,533000000.0,562000000.0,562000000.0,562000000.0,634000000.0,634000000.0,634000000.0,634000000.0,649000000.0,649000000.0,649000000.0,491000000.0,584000000.0,584000000.0,584000000.0,584000000.0,724000000.0,724000000.0,724000000.0,724000000.0,706000000.0,706000000.0,706000000.0,706000000.0,745000000.0,745000000.0,745000000.0,745000000.0,1311000000.0,1311000000.0,1311000000.0,1311000000.0,1570000000.0,1570000000.0,1570000000.0,1570000000.0,,1507000000.0,1507000000.0,1507000000.0,1507000000.0,1463000000.0,1463000000.0,1463000000.0
InventoryWorkInProcessNetOfReserves / USD,,144000000.0,144000000.0,144000000.0,128000000.0,128000000.0,128000000.0,128000000.0,142000000.0,142000000.0,142000000.0,142000000.0,104000000.0,132000000.0,104000000.0,104000000.0,104000000.0,98000000.0,98000000.0,98000000.0,98000000.0,113000000.0,113000000.0,113000000.0,72000000.0,100000000.0,100000000.0,100000000.0,100000000.0,101000000.0,101000000.0,101000000.0,101000000.0,102000000.0,102000000.0,102000000.0,102000000.0,111000000.0,111000000.0,111000000.0,111000000.0,172000000.0,172000000.0,172000000.0,172000000.0,164000000.0,164000000.0,164000000.0,164000000.0,,178000000.0,178000000.0,178000000.0,178000000.0,199000000.0,199000000.0,199000000.0
InvestmentIncomeDividend / USD,,62000000.0,62000000.0,10000000.0,,20000000.0,30000000.0,1000000.0,,20000000.0,30000000.0,63000000.0,0.0,63000000.0,8000000.0,13000000.0,21000000.0,,,,0.0,,,,17000000.0,,,,17000000.0,,3000000.0,8000000.0,15000000.0,,3000000.0,3000000.0,12000000.0,0.0,4000000.0,6000000.0,9000000.0,,4000000.0,6000000.0,9000000.0,,5000000.0,3000000.0,6000000.0,,7000000.0,5000000.0,5000000.0,5000000.0,7000000.0,7000000.0,10000000.0
LeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000000.0,65000000.0,100000000.0,133000000.0,32000000.0,65000000.0,100000000.0,133000000.0,,,,133000000.0,,,,126000000.0,,,,133000000.0,,,,,137000000.0,,,
LeaseIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,6000000.0,9000000.0,11000000.0,3000000.0,6000000.0,9000000.0,11000000.0,,,,11000000.0,,,,10000000.0,,,,10000000.0,,,,,8000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000000.0,496000000.0,471000000.0,470000000.0,445000000.0,428000000.0,430000000.0,439000000.0,,,,431000000.0,,,,514000000.0,,,,646000000.0,,,,,605000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000000.0,125000000.0,124000000.0,93000000.0,93000000.0,96000000.0,107000000.0,87000000.0,,,,92000000.0,,,,106000000.0,,,,128000000.0,,,,,116000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106000000.0,,,103000000.0,111000000.0,,,,103000000.0,,,,121000000.0,,,,141000000.0,,,,,144000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000000.0,55000000.0,55000000.0,39000000.0,40000000.0,41000000.0,,33000000.0,,,,38000000.0,,,,49000000.0,,,,60000000.0,,,,,44000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69000000.0,73000000.0,74000000.0,59000000.0,59000000.0,60000000.0,44000000.0,48000000.0,,,,50000000.0,,,,65000000.0,,,,86000000.0,,,,,74000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83000000.0,88000000.0,89000000.0,79000000.0,79000000.0,80000000.0,63000000.0,69000000.0,,,,62000000.0,,,,78000000.0,,,,107000000.0,,,,,102000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96000000.0,101000000.0,102000000.0,94000000.0,95000000.0,98000000.0,85000000.0,91000000.0,,,,86000000.0,,,,95000000.0,,,,124000000.0,,,,,125000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56000000.0,54000000.0,50000000.0,47000000.0,44000000.0,40000000.0,40000000.0,39000000.0,,,,35000000.0,,,,44000000.0,,,,72000000.0,,,,,69000000.0,,,
LettersOfCreditOutstandingAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0
Liabilities / USD,6957000000.0,6957000000.0,6957000000.0,6957000000.0,7346000000.0,7346000000.0,7346000000.0,7346000000.0,7613000000.0,7613000000.0,7613000000.0,7613000000.0,7733000000.0,7613000000.0,7733000000.0,7733000000.0,7708000000.0,9240000000.0,9240000000.0,9240000000.0,9240000000.0,9529000000.0,9529000000.0,9529000000.0,9529000000.0,8652000000.0,8652000000.0,8652000000.0,8652000000.0,8810000000.0,8810000000.0,8810000000.0,8810000000.0,9448000000.0,9448000000.0,9448000000.0,9448000000.0,9422000000.0,9422000000.0,9422000000.0,9422000000.0,9446000000.0,9446000000.0,9446000000.0,9446000000.0,12790000000.0,12790000000.0,12790000000.0,12790000000.0,,12583000000.0,12583000000.0,12583000000.0,12583000000.0,14373000000.0,14373000000.0,14373000000.0
LiabilitiesAndStockholdersEquity / USD,9128000000.0,9128000000.0,9128000000.0,9128000000.0,10176000000.0,10176000000.0,10176000000.0,10176000000.0,11047000000.0,11047000000.0,11047000000.0,11047000000.0,10746000000.0,11047000000.0,10746000000.0,10746000000.0,10721000000.0,11973000000.0,11973000000.0,11973000000.0,11973000000.0,12292000000.0,12292000000.0,12292000000.0,12292000000.0,12169000000.0,12169000000.0,12169000000.0,12169000000.0,12480000000.0,12480000000.0,12480000000.0,12480000000.0,13459000000.0,13459000000.0,13459000000.0,13459000000.0,17522000000.0,17522000000.0,17522000000.0,17522000000.0,18007000000.0,18007000000.0,18007000000.0,18007000000.0,21884000000.0,21884000000.0,21884000000.0,21884000000.0,,24427000000.0,24427000000.0,24427000000.0,24427000000.0,23458000000.0,23458000000.0,23458000000.0
LiabilitiesCurrent / USD,3712000000.0,3712000000.0,3712000000.0,3712000000.0,3659000000.0,3659000000.0,3659000000.0,3659000000.0,3894000000.0,3894000000.0,3894000000.0,3894000000.0,3889000000.0,3894000000.0,3889000000.0,3889000000.0,3889000000.0,3927000000.0,3927000000.0,3927000000.0,3927000000.0,4148000000.0,4148000000.0,4148000000.0,4148000000.0,3540000000.0,3540000000.0,3540000000.0,3540000000.0,3694000000.0,3694000000.0,3694000000.0,3694000000.0,4054000000.0,4054000000.0,4054000000.0,4054000000.0,4046000000.0,4046000000.0,4046000000.0,4046000000.0,4207000000.0,4207000000.0,4207000000.0,4207000000.0,4865000000.0,4865000000.0,4865000000.0,4865000000.0,,4808000000.0,4808000000.0,4808000000.0,4808000000.0,5131000000.0,5131000000.0,5131000000.0
LiabilitiesNoncurrent / USD,3245000000.0,3245000000.0,3245000000.0,3245000000.0,3687000000.0,3687000000.0,3687000000.0,3687000000.0,3719000000.0,3719000000.0,3719000000.0,3719000000.0,3844000000.0,3719000000.0,3844000000.0,3844000000.0,3819000000.0,5313000000.0,5313000000.0,5313000000.0,5313000000.0,5381000000.0,5381000000.0,5381000000.0,5381000000.0,5112000000.0,5112000000.0,5112000000.0,5112000000.0,5116000000.0,5116000000.0,5116000000.0,5116000000.0,5394000000.0,5394000000.0,5394000000.0,5394000000.0,5376000000.0,5376000000.0,5376000000.0,5376000000.0,5239000000.0,5239000000.0,5239000000.0,5239000000.0,7925000000.0,7925000000.0,7925000000.0,7925000000.0,,7775000000.0,7775000000.0,7775000000.0,7775000000.0,9242000000.0,9242000000.0,9242000000.0
LiabilityForFuturePolicyBenefits / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,3000000.0,3000000.0,3000000.0
LongTermDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6581000000.0,,,,6296000000.0,,,,,8465000000.0,,,
LongTermDebtAndCapitalLeaseObligations / USD,,1996000000.0,1996000000.0,1996000000.0,2324000000.0,2324000000.0,2324000000.0,2324000000.0,2351000000.0,2351000000.0,2351000000.0,2351000000.0,2417000000.0,2351000000.0,2417000000.0,2417000000.0,2392000000.0,3956000000.0,3956000000.0,3956000000.0,3956000000.0,3959000000.0,3959000000.0,3959000000.0,3953000000.0,4132000000.0,4132000000.0,4132000000.0,4132000000.0,4038000000.0,4038000000.0,4038000000.0,4038000000.0,3971000000.0,3971000000.0,3971000000.0,3971000000.0,4011000000.0,4011000000.0,4011000000.0,4011000000.0,4059000000.0,4059000000.0,4059000000.0,4059000000.0,6460000000.0,6460000000.0,6460000000.0,6460000000.0,,6204000000.0,6204000000.0,6204000000.0,6204000000.0,7843000000.0,7843000000.0,7843000000.0
LongTermDebtAndCapitalLeaseObligationsCurrent / USD,,107000000.0,107000000.0,107000000.0,140000000.0,140000000.0,140000000.0,140000000.0,61000000.0,61000000.0,61000000.0,61000000.0,34000000.0,61000000.0,34000000.0,34000000.0,34000000.0,52000000.0,52000000.0,52000000.0,52000000.0,12000000.0,12000000.0,12000000.0,10000000.0,17000000.0,17000000.0,17000000.0,17000000.0,306000000.0,306000000.0,306000000.0,306000000.0,393000000.0,393000000.0,393000000.0,393000000.0,90000000.0,90000000.0,90000000.0,90000000.0,8000000.0,8000000.0,8000000.0,8000000.0,31000000.0,31000000.0,31000000.0,31000000.0,,9000000.0,9000000.0,9000000.0,9000000.0,509000000.0,509000000.0,509000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4785000000.0,,,,4250000000.0,,,,,6331000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000000.0,,,,9000000.0,,,,,509000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,553000000.0,,,,,850000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262000000.0,,,,3000000.0,,,,,521000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469000000.0,,,,4000000.0,,,,,252000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000000.0,,,,1477000000.0,,,,,2000000.0,,,
LongTermDebtNoncurrent / USD,1996000000.0,1996000000.0,1996000000.0,1996000000.0,2324000000.0,2324000000.0,2324000000.0,2324000000.0,2351000000.0,2351000000.0,2351000000.0,2351000000.0,2417000000.0,2351000000.0,2417000000.0,2417000000.0,2392000000.0,3956000000.0,3956000000.0,3956000000.0,3956000000.0,3959000000.0,3959000000.0,3959000000.0,3953000000.0,4132000000.0,4132000000.0,4132000000.0,4132000000.0,4038000000.0,4038000000.0,4038000000.0,4038000000.0,3971000000.0,3971000000.0,3971000000.0,3971000000.0,4011000000.0,4011000000.0,4011000000.0,4011000000.0,4059000000.0,4059000000.0,4059000000.0,4059000000.0,6460000000.0,6460000000.0,6460000000.0,6460000000.0,,6204000000.0,6204000000.0,6204000000.0,6204000000.0,7843000000.0,7843000000.0,7843000000.0
MinorityInterest / USD,483000000.0,483000000.0,483000000.0,483000000.0,485000000.0,485000000.0,485000000.0,485000000.0,523000000.0,523000000.0,523000000.0,523000000.0,503000000.0,523000000.0,503000000.0,503000000.0,503000000.0,483000000.0,483000000.0,483000000.0,483000000.0,362000000.0,362000000.0,362000000.0,362000000.0,218000000.0,218000000.0,218000000.0,218000000.0,211000000.0,211000000.0,211000000.0,211000000.0,192000000.0,192000000.0,192000000.0,192000000.0,195000000.0,195000000.0,195000000.0,195000000.0,214000000.0,214000000.0,214000000.0,214000000.0,189000000.0,189000000.0,189000000.0,189000000.0,,197000000.0,197000000.0,197000000.0,197000000.0,197000000.0,197000000.0,197000000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,,,,,8000000.0,8000000.0,77000000.0,51000000.0,7000000.0,7000000.0,98000000.0,66000000.0,13000000.0,66000000.0,13000000.0,89000000.0,77000000.0,22000000.0,22000000.0,56000000.0,100000000.0,10000000.0,10000000.0,10000000.0,89000000.0,,,39000000.0,80000000.0,,,39000000.0,67000000.0,,,,39000000.0,,,,35000000.0,8000000.0,8000000.0,8000000.0,17000000.0,8000000.0,8000000.0,8000000.0,24000000.0,,,,,24000000.0,,22000000.0,28000000.0
NetCashProvidedByUsedInFinancingActivities / USD,-2204000000.0,-2757000000.0,-2908000000.0,-126000000.0,-23000000.0,-193000000.0,-360000000.0,-3194000000.0,-216000000.0,-440000000.0,-632000000.0,-105000000.0,-241000000.0,-105000000.0,-519000000.0,-949000000.0,-822000000.0,-167000000.0,-544000000.0,-677000000.0,-1398000000.0,-166000000.0,-595000000.0,-860000000.0,-284000000.0,-332000000.0,-513000000.0,105000000.0,-1081000000.0,-205000000.0,-321000000.0,-482000000.0,456000000.0,-99000000.0,-315000000.0,-489000000.0,-555000000.0,1720000000.0,1840000000.0,1644000000.0,-649000000.0,-77000000.0,-103000000.0,-128000000.0,1613000000.0,2411000000.0,2394000000.0,2376000000.0,-191000000.0,,-122000000.0,-181000000.0,-201000000.0,2359000000.0,-626000000.0,-264000000.0,-888000000.0
NetCashProvidedByUsedInInvestingActivities / USD,433000000.0,311000000.0,175000000.0,-911000000.0,-240000000.0,-366000000.0,-526000000.0,-10000000.0,-205000000.0,-327000000.0,-495000000.0,-1631000000.0,-300000000.0,-1631000000.0,-466000000.0,-657000000.0,-655000000.0,-250000000.0,208000000.0,-735000000.0,-1186000000.0,-224000000.0,-390000000.0,-587000000.0,-1699000000.0,-270000000.0,-463000000.0,-682000000.0,-578000000.0,-245000000.0,-961000000.0,-1169000000.0,-1252000000.0,-235000000.0,-469000000.0,-632000000.0,-2048000000.0,-207000000.0,-394000000.0,-532000000.0,-1111000000.0,-134000000.0,-314000000.0,-470000000.0,-626000000.0,-465000000.0,-705000000.0,-913000000.0,-729000000.0,,-309000000.0,-590000000.0,-795000000.0,-5182000000.0,-305000000.0,-829000000.0,-1084000000.0
NetCashProvidedByUsedInOperatingActivities / USD,156000000.0,499000000.0,909000000.0,1142000000.0,293000000.0,754000000.0,1168000000.0,1377000000.0,149000000.0,672000000.0,1070000000.0,1478000000.0,136000000.0,1478000000.0,763000000.0,1262000000.0,1750000000.0,135000000.0,669000000.0,1008000000.0,2135000000.0,268000000.0,843000000.0,1258000000.0,1703000000.0,290000000.0,889000000.0,1040000000.0,1941000000.0,155000000.0,700000000.0,871000000.0,1468000000.0,84000000.0,596000000.0,921000000.0,1628000000.0,161000000.0,55000000.0,614000000.0,1624000000.0,252000000.0,549000000.0,553000000.0,1413000000.0,-202000000.0,-107000000.0,330000000.0,1222000000.0,,-9000000.0,526000000.0,1272000000.0,1263000000.0,244000000.0,887000000.0,1386000000.0
NetIncomeLoss / USD,291000000.0,589000000.0,855000000.0,631000000.0,342000000.0,672000000.0,941000000.0,1145000000.0,276000000.0,643000000.0,914000000.0,1077000000.0,320000000.0,1077000000.0,702000000.0,1007000000.0,1212000000.0,209000000.0,854000000.0,1258000000.0,1351000000.0,425000000.0,683000000.0,976000000.0,1450000000.0,335000000.0,704000000.0,1099000000.0,1257000000.0,307000000.0,598000000.0,820000000.0,1355000000.0,240000000.0,514000000.0,760000000.0,1067000000.0,1572000000.0,1206000000.0,1505000000.0,990000000.0,295000000.0,458000000.0,559000000.0,1804000000.0,89000000.0,44000000.0,345000000.0,590000000.0,,162000000.0,404000000.0,2033000000.0,594000000.0,218000000.0,1156000000.0,1519000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,19000000.0,37000000.0,56000000.0,72000000.0,21000000.0,41000000.0,64000000.0,78000000.0,22000000.0,44000000.0,66000000.0,83000000.0,21000000.0,83000000.0,45000000.0,65000000.0,89000000.0,20000000.0,42000000.0,56000000.0,89000000.0,18000000.0,31000000.0,44000000.0,85000000.0,17000000.0,34000000.0,52000000.0,69000000.0,9000000.0,21000000.0,30000000.0,73000000.0,5000000.0,2000000.0,8000000.0,40000000.0,-5000000.0,-4000000.0,2000000.0,19000000.0,5000000.0,8000000.0,11000000.0,18000000.0,1000000.0,-26000000.0,-21000000.0,19000000.0,,3000000.0,7000000.0,15000000.0,-3000000.0,6000000.0,11000000.0,18000000.0
NetIncomeLossAttributableToRedeemableNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,-1000000.0,-1000000.0,-1000000.0,-1000000.0,0.0,0.0,-2000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514000000.0,760000000.0,1067000000.0,1572000000.0,1203000000.0,1486000000.0,990000000.0,279000000.0,426000000.0,512000000.0,1769000000.0,73000000.0,12000000.0,298000000.0,527000000.0,,146000000.0,375000000.0,2004000000.0,531000000.0,,,
NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,-15000000.0,,-5000000.0,10000000.0,16000000.0,,5000000.0,14000000.0,19000000.0,,4000000.0,7000000.0,11000000.0,,,7000000.0,13000000.0,20000000.0,,6000000.0,13000000.0,18000000.0
NoncurrentAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2804000000.0,,,,3179000000.0,,,,3722000000.0,,,,3681000000.0,,,,3677000000.0,,,,,3946000000.0,,,
NonoperatingIncomeExpense / USD,3000000.0,-1000000.0,13000000.0,34000000.0,7000000.0,12000000.0,15000000.0,-15000000.0,-34000000.0,-29000000.0,-25000000.0,5000000.0,-17000000.0,5000000.0,-14000000.0,-9000000.0,-18000000.0,-54000000.0,-56000000.0,-67000000.0,-8000000.0,1000000.0,-4000000.0,-73000000.0,-114000000.0,-23000000.0,-15000000.0,-22000000.0,-384000000.0,30000000.0,23000000.0,27000000.0,-21000000.0,16000000.0,22000000.0,29000000.0,2000000.0,-1000000.0,-7000000.0,-6000000.0,14000000.0,1000000.0,1000000.0,2000000.0,0.0,-39000000.0,-64000000.0,-44000000.0,-129000000.0,,-1000000.0,10000000.0,36000000.0,-54000000.0,15000000.0,25000000.0,30000000.0
NotesAndLoansReceivableNetCurrent / USD,,24000000.0,24000000.0,24000000.0,22000000.0,22000000.0,22000000.0,22000000.0,45000000.0,45000000.0,45000000.0,45000000.0,28000000.0,43000000.0,28000000.0,28000000.0,28000000.0,25000000.0,25000000.0,25000000.0,25000000.0,43000000.0,43000000.0,43000000.0,7000000.0,16000000.0,16000000.0,16000000.0,16000000.0,43000000.0,43000000.0,43000000.0,43000000.0,10000000.0,10000000.0,10000000.0,10000000.0,8000000.0,8000000.0,8000000.0,8000000.0,16000000.0,16000000.0,16000000.0,16000000.0,8000000.0,8000000.0,8000000.0,8000000.0,,9000000.0,9000000.0,9000000.0,9000000.0,6000000.0,6000000.0,6000000.0
NumberOfCountriesInWhichEntityOperates / pure,,,,32.0,,,,32.0,,,,33.0,,33.0,,,44.0,,,,46.0,,,,45.0,,,,44.0,,,,44.0,,,,44.0,,,,46.0,,,,48.0,,,,50.0,,,,,49.0,,,
