fact_unit,2009-08-04,2009-11-05,2010-02-26,2010-05-04,2010-07-29,2010-11-03,2011-02-18,2011-05-05,2011-08-04,2011-11-03,2012-02-17,2012-05-02,2012-08-07,2012-11-06,2013-02-15,2013-05-01,2013-08-06,2013-11-05,2014-02-11,2014-05-02,2014-08-05,2014-11-04,2015-02-10,2015-05-01,2015-08-04,2015-10-30,2016-02-09,2016-05-03,2016-08-02,2016-11-08,2017-02-09,2017-05-02,2017-08-08,2017-11-06,2018-02-14,2018-05-02,2018-08-08,2018-11-06,2019-02-28,2019-05-01,2019-08-07,2019-08-08,2019-11-06,2020-02-18,2020-05-06,2020-08-05,2020-11-06,2021-02-16,2021-05-04,2021-08-04,2021-11-03,2022-02-09,2022-05-04,2022-08-03,2022-11-02,2023-02-08,2023-05-03,2023-05-25,2023-08-02,2023-11-01,2024-02-07,2024-05-01,2024-08-07,2024-11-06,2025-02-12,2025-05-01,2025-07-31,2025-10-29
AccountsPayableTradeCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8863000000.0,8925000000.0,8925000000.0,8863000000.0,8925000000.0,8925000000.0,10492000000.0,10492000000.0,10492000000.0,10492000000.0,11138000000.0,11138000000.0,11138000000.0,11138000000.0,12544000000.0,12544000000.0,12544000000.0,12544000000.0,14838000000.0,12544000000.0,14838000000.0,14838000000.0,14838000000.0,14897000000.0,14897000000.0,14897000000.0,14897000000.0,15892000000.0,15892000000.0,15892000000.0
AccountsReceivableNetCurrent / USD,5384300000.0,5384300000.0,5384000000.0,5457000000.0,5457000000.0,5457000000.0,5457000000.0,4925000000.0,4925000000.0,4925000000.0,4925000000.0,6047000000.0,6047000000.0,6047000000.0,6047000000.0,6473000000.0,6473000000.0,6473000000.0,6479000000.0,8729000000.0,8729000000.0,8729000000.0,8729000000.0,9687000000.0,9687000000.0,9687000000.0,9687000000.0,11888000000.0,11888000000.0,11888000000.0,11888000000.0,12164000000.0,12164000000.0,12164000000.0,12164000000.0,13181000000.0,13181000000.0,13181000000.0,13181000000.0,17631000000.0,17631000000.0,13181000000.0,17631000000.0,17631000000.0,19617000000.0,19617000000.0,19617000000.0,19617000000.0,21742000000.0,21742000000.0,21742000000.0,21742000000.0,24431000000.0,24431000000.0,24431000000.0,24431000000.0,27276000000.0,24431000000.0,27276000000.0,27276000000.0,27276000000.0,35227000000.0,35227000000.0,35227000000.0,35227000000.0,36469000000.0,36469000000.0,36469000000.0
AccruedLiabilitiesCurrent / USD,,3177600000.0,3178000000.0,3246000000.0,3246000000.0,3246000000.0,3246000000.0,3070000000.0,3070000000.0,3070000000.0,3070000000.0,3293000000.0,3293000000.0,3293000000.0,3293000000.0,4051000000.0,4051000000.0,4051000000.0,4411000000.0,4768000000.0,4768000000.0,4768000000.0,4768000000.0,5816000000.0,5816000000.0,5816000000.0,5816000000.0,6829000000.0,6829000000.0,6829000000.0,6829000000.0,6937000000.0,6937000000.0,6937000000.0,6937000000.0,6609000000.0,6609000000.0,6609000000.0,6581000000.0,10711000000.0,10711000000.0,6581000000.0,10711000000.0,10711000000.0,12133000000.0,12133000000.0,12133000000.0,12133000000.0,14243000000.0,14243000000.0,14243000000.0,14243000000.0,17670000000.0,17670000000.0,17670000000.0,17670000000.0,18745000000.0,17670000000.0,18745000000.0,18745000000.0,18745000000.0,22189000000.0,22189000000.0,22189000000.0,23515000000.0,20810000000.0,20810000000.0,20810000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-142700000.0,-142700000.0,-143000000.0,-135000000.0,-135000000.0,-135000000.0,-135000000.0,-143000000.0,-143000000.0,-143000000.0,-143000000.0,-172000000.0,-172000000.0,-172000000.0,-172000000.0,-181000000.0,-181000000.0,-181000000.0,-181000000.0,-181000000.0,-181000000.0,-181000000.0,-181000000.0,-149000000.0,-149000000.0,-149000000.0,-217000000.0,-358000000.0,-358000000.0,-358000000.0,-358000000.0,-305000000.0,-305000000.0,-305000000.0,-305000000.0,-165000000.0,-165000000.0,-165000000.0,-165000000.0,102000000.0,102000000.0,-165000000.0,102000000.0,102000000.0,1019000000.0,1019000000.0,1019000000.0,1019000000.0,1414000000.0,1414000000.0,1414000000.0,1414000000.0,965000000.0,965000000.0,965000000.0,965000000.0,-1264000000.0,334000000.0,-1264000000.0,-1264000000.0,-1264000000.0,-297000000.0,-297000000.0,-297000000.0,-297000000.0,-120000000.0,-120000000.0,-120000000.0
AdvertisingExpense / USD,,,,,,,324000000.0,,,,317000000.0,,,,234000000.0,,,,211000000.0,,,,221000000.0,,,,177000000.0,,,,212000000.0,,,,221000000.0,,,,216000000.0,,,216000000.0,,230000000.0,,,,364000000.0,,,,396000000.0,,,,613000000.0,,613000000.0,,,707000000.0,,,,745000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,77000000.0,121000000.0,,,88000000.0,175000000.0,165000000.0,,107000000.0,166000000.0,230000000.0,,108000000.0,173000000.0,222000000.0,,,222000000.0,,234000000.0,,,,280000000.0,,,,453000000.0,,,,400000000.0,,400000000.0,,,484000000.0,,,,447000000.0,,,
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,108000000.0,,,,189000000.0,,,,224000000.0,,,,182000000.0,,,,189000000.0,,,,243000000.0,,,,256000000.0,,,,256000000.0,,,,161000000.0,,,161000000.0,,158000000.0,319000000.0,319000000.0,319000000.0,319000000.0,358000000.0,358000000.0,358000000.0,358000000.0,339000000.0,339000000.0,339000000.0,339000000.0,333000000.0,339000000.0,333000000.0,333000000.0,333000000.0,343000000.0,343000000.0,343000000.0,343000000.0,407000000.0,407000000.0,407000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,,,,,,362000000.0,452000000.0,,,370000000.0,486000000.0,,,,494000000.0,,,,518000000.0,,,,611000000.0,,,,795000000.0,210000000.0,424000000.0,795000000.0,639000000.0,817000000.0,622000000.0,1215000000.0,1822000000.0,1006000000.0,586000000.0,1164000000.0,1751000000.0,2436000000.0,587000000.0,1169000000.0,1730000000.0,2341000000.0,462000000.0,2341000000.0,922000000.0,1380000000.0,2233000000.0,402000000.0,887000000.0,1396000000.0,1785000000.0,508000000.0,1015000000.0,1522000000.0
AociLiabilityForFuturePolicyBenefitExpectedFuturePolicyBenefitBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000000.0,23000000.0,22000000.0,26000000.0,23000000.0,23000000.0,23000000.0,23000000.0
AssetImpairmentCharges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152000000.0,152000000.0,152000000.0,,,152000000.0,152000000.0,,,
