fact_unit,2009-07-31,2009-10-30,2010-02-16,2010-05-05,2010-05-17,2010-08-04,2010-11-05,2011-02-16,2011-05-05,2011-05-26,2011-08-04,2011-11-03,2012-02-16,2012-05-03,2012-08-02,2012-11-01,2013-02-14,2013-05-02,2013-05-16,2013-08-01,2013-10-31,2014-02-13,2014-05-01,2014-05-15,2014-07-31,2014-10-30,2015-02-12,2015-04-30,2015-07-30,2015-10-29,2016-02-11,2016-05-03,2016-05-17,2016-08-02,2016-11-01,2017-02-09,2017-05-03,2017-05-04,2017-08-01,2017-10-31,2018-02-08,2018-05-08,2018-07-26,2018-10-25,2019-02-07,2019-04-26,2019-07-26,2019-10-25,2020-02-06,2020-04-28,2020-07-28,2020-10-27,2021-02-04,2021-04-27,2021-07-27,2021-10-26,2022-02-09,2022-04-26,2022-07-27,2022-10-25,2023-02-08,2023-04-25,2023-07-25,2023-10-24,2024-02-07,2024-04-30,2024-07-26,2024-10-22,2025-02-05,2025-04-22,2025-07-18,2025-10-21
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,5289000000.0,,5289000000.0,1258000000.0,2584000000.0,683000000.0,935000000.0,683000000.0,1806000000.0,3599000000.0,3133000000.0,1403000000.0,2866000000.0,3608000000.0,4372000000.0,1360000000.0,4372000000.0,2330000000.0,3985000000.0,2881000000.0,858000000.0,2881000000.0,1887000000.0,3486000000.0,4742000000.0,1309000000.0,2771000000.0,3605000000.0,5476000000.0,1169000000.0,5476000000.0,2559000000.0,3622000000.0,2603000000.0,1375000000.0,2603000000.0,2745000000.0,4115000000.0,4769000000.0,4769000000.0,3170000000.0,4678000000.0,4170000000.0,828000000.0,2470000000.0,4064000000.0,5091000000.0,1060000000.0,2472000000.0,3942000000.0,5516000000.0,1021000000.0,2441000000.0,4191000000.0,4161000000.0,4161000000.0,3387000000.0,4689000000.0,5864000000.0,1218000000.0,768000000.0,4006000000.0,6899000000.0,1124000000.0,-5614000000.0,-7979000000.0,5860000000.0,886000000.0,2711000000.0,4429000000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513000000.0,513000000.0,513000000.0,513000000.0,617000000.0,617000000.0,617000000.0,617000000.0,430000000.0,430000000.0,430000000.0,430000000.0,498000000.0,498000000.0,498000000.0,498000000.0,498000000.0,529000000.0,529000000.0,529000000.0,538000000.0,538000000.0,538000000.0,538000000.0,572000000.0,,,23000000.0,,,
CostOfRevenue / USD,6846000000.0,10278000000.0,12735000000.0,2772000000.0,12735000000.0,5749000000.0,8920000000.0,13379000000.0,3238000000.0,13379000000.0,6673000000.0,10256000000.0,12109000000.0,3802000000.0,7842000000.0,11869000000.0,13831000000.0,3889000000.0,13831000000.0,7759000000.0,11694000000.0,15693000000.0,3969000000.0,15693000000.0,7982000000.0,12130000000.0,15685000000.0,4031000000.0,8215000000.0,12420000000.0,16106000000.0,3821000000.0,16106000000.0,7679000000.0,11556000000.0,16447000000.0,3678000000.0,16447000000.0,7477000000.0,11324000000.0,15383000000.0,15351000000.0,7902000000.0,11961000000.0,15118000000.0,4236000000.0,8463000000.0,12622000000.0,16055000000.0,4310000000.0,8623000000.0,12811000000.0,16682000000.0,4109000000.0,7914000000.0,12217000000.0,17136000000.0,17136000000.0,9244000000.0,14097000000.0,16605000000.0,4826000000.0,9919000000.0,14647000000.0,18795000000.0,4613000000.0,7472000000.0,11188000000.0,15853000000.0,3485000000.0,7056000000.0,10703000000.0
CostsAndExpenses / USD,10252000000.0,15297000000.0,18269000000.0,4286000000.0,18269000000.0,8814000000.0,13529000000.0,20051000000.0,4903000000.0,20051000000.0,10038000000.0,15336000000.0,18309000000.0,5733000000.0,11758000000.0,17708000000.0,20744000000.0,5852000000.0,20744000000.0,11658000000.0,17477000000.0,23433000000.0,5988000000.0,23433000000.0,12038000000.0,18215000000.0,23421000000.0,6115000000.0,12393000000.0,18629000000.0,24205000000.0,5848000000.0,24205000000.0,11694000000.0,17530000000.0,24686000000.0,5621000000.0,24686000000.0,11417000000.0,17222000000.0,23328000000.0,23294000000.0,11600000000.0,17764000000.0,23082000000.0,7271000000.0,13260000000.0,19396000000.0,23965000000.0,6727000000.0,13196000000.0,19176000000.0,25558000000.0,6412000000.0,11848000000.0,18289000000.0,25962000000.0,25962000000.0,13836000000.0,20990000000.0,25023000000.0,7188000000.0,15780000000.0,20243000000.0,27986000000.0,6790000000.0,20830000000.0,30196000000.0,21792000000.0,4867000000.0,9850000000.0,14828000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,882000000.0,,882000000.0,,,88000000.0,,,,837000000.0,,837000000.0,,,431000000.0,,431000000.0,,,743000000.0,,,,948000000.0,,948000000.0,,,1103000000.0,,1103000000.0,,,1338000000.0,1338000000.0,,,1192000000.0,,,,1022000000.0,,,,698000000.0,,,,534000000.0,534000000.0,,,720000000.0,,,,756000000.0,,,,295000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,820000000.0,,820000000.0,,,586000000.0,,,,796000000.0,,796000000.0,,,861000000.0,,861000000.0,,,918000000.0,,,,901000000.0,,901000000.0,,,1008000000.0,,1008000000.0,,,566000000.0,566000000.0,,,733000000.0,,,,722000000.0,,,,763000000.0,,,,673000000.0,673000000.0,,,632000000.0,,,,597000000.0,,,,503000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,14000000.0,,14000000.0,,,13000000.0,,,,73000000.0,,73000000.0,,,51000000.0,,51000000.0,,,75000000.0,,,,91000000.0,,91000000.0,,,108000000.0,,108000000.0,,,101000000.0,101000000.0,,,75000000.0,,,,59000000.0,,,,109000000.0,,,,59000000.0,59000000.0,,,123000000.0,,,,104000000.0,,,,55000000.0,,,
DebtCurrent / USD,1552000000.0,1552000000.0,1552000000.0,613000000.0,1552000000.0,613000000.0,613000000.0,613000000.0,1269000000.0,613000000.0,1269000000.0,1269000000.0,1269000000.0,682000000.0,682000000.0,682000000.0,682000000.0,1085000000.0,682000000.0,1085000000.0,1085000000.0,1085000000.0,1683000000.0,1085000000.0,1683000000.0,1683000000.0,1683000000.0,106000000.0,106000000.0,106000000.0,106000000.0,2044000000.0,106000000.0,2044000000.0,2044000000.0,2044000000.0,972000000.0,2044000000.0,972000000.0,972000000.0,972000000.0,972000000.0,1853000000.0,1853000000.0,1853000000.0,1211000000.0,,,1211000000.0,,,,2795000000.0,,806000000.0,806000000.0,806000000.0,806000000.0,1307000000.0,1307000000.0,1307000000.0,1938000000.0,1938000000.0,1938000000.0,1938000000.0,2947000000.0,2947000000.0,2947000000.0,2947000000.0,1919000000.0,1919000000.0,1919000000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434000000.0,434000000.0,434000000.0,228000000.0,228000000.0,228000000.0,261000000.0,261000000.0,261000000.0,261000000.0,73000000.0,70000000.0,70000000.0,70000000.0,2144000000.0,2144000000.0,2144000000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404000000.0,404000000.0,404000000.0,201000000.0,201000000.0,201000000.0,238000000.0,238000000.0,238000000.0,238000000.0,53000000.0,50000000.0,50000000.0,50000000.0,2128000000.0,2128000000.0,2128000000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterestNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,30000000.0,30000000.0,27000000.0,27000000.0,27000000.0,23000000.0,23000000.0,23000000.0,23000000.0,20000000.0,20000000.0,20000000.0,20000000.0,16000000.0,16000000.0,16000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,,-168000000.0,,-168000000.0,,,489000000.0,,,,55000000.0,,55000000.0,,,181000000.0,,181000000.0,,,-3000000.0,,,,-123000000.0,,-123000000.0,,,-171000000.0,,-171000000.0,,,-55000000.0,-55000000.0,,,-3000000.0,,,,162000000.0,,,,-38000000.0,,,,-43000000.0,-43000000.0,,,-44000000.0,,,,-219000000.0,,,,-593000000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,,6000000.0,,6000000.0,,,156000000.0,,,,-212000000.0,,-212000000.0,,,138000000.0,,138000000.0,,,97000000.0,,,,26000000.0,,26000000.0,,,-11000000.0,,-11000000.0,,,26000000.0,26000000.0,,,-11000000.0,,,,76000000.0,,,,-54000000.0,,,,-81000000.0,-81000000.0,,,-77000000.0,,,,72000000.0,,,,4000000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365000000.0,,,,521000000.0,,,,871000000.0,871000000.0,,,581000000.0,,,,959000000.0,,,,4779000000.0,,,
DeferredIncomeTaxExpenseBenefit / USD,46000000.0,58000000.0,-217000000.0,46000000.0,-217000000.0,-15000000.0,194000000.0,99000000.0,26000000.0,99000000.0,18000000.0,20000000.0,701000000.0,3000000.0,5000000.0,-37000000.0,-170000000.0,44000000.0,-170000000.0,86000000.0,89000000.0,177000000.0,61000000.0,177000000.0,37000000.0,-54000000.0,33000000.0,-83000000.0,-36000000.0,-61000000.0,-167000000.0,44000000.0,-167000000.0,295000000.0,393000000.0,-146000000.0,-38000000.0,-146000000.0,-134000000.0,-100000000.0,395000000.0,395000000.0,-120000000.0,-105000000.0,7000000.0,-103000000.0,-1000000.0,-73000000.0,107000000.0,-56000000.0,-74000000.0,-88000000.0,-57000000.0,29000000.0,41000000.0,-57000000.0,-273000000.0,-273000000.0,91000000.0,-155000000.0,-165000000.0,-49000000.0,-451000000.0,-495000000.0,-166000000.0,-93000000.0,-2547000000.0,-3468000000.0,-663000000.0,144000000.0,115000000.0,293000000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645000000.0,,1645000000.0,,,2050000000.0,,2050000000.0,,,1976000000.0,1976000000.0,,,1324000000.0,,,,1370000000.0,,,,1631000000.0,,,,1861000000.0,1861000000.0,,,1872000000.0,,,,1838000000.0,,,,600000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279000000.0,,,,301000000.0,,,,333000000.0,333000000.0,,,458000000.0,,,,559000000.0,,,,315000000.0,,,
DeferredIncomeTaxesAndOtherAssetsNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000000.0,3900000000.0,,4000000000.0,,
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,,,,34000000.0,,34000000.0,,,56000000.0,,,,43000000.0,,43000000.0,,,12000000.0,,12000000.0,,,10000000.0,,,,-2000000.0,,-2000000.0,,,-9000000.0,,-9000000.0,,,6000000.0,6000000.0,,,9000000.0,,,,15000000.0,,,,-17000000.0,,,,-28000000.0,-28000000.0,,,-17000000.0,,,,-25000000.0,,,,-76000000.0,,,
DeferredTaxAssetsGross / USD,,,,,,,,2178000000.0,,2178000000.0,,,2411000000.0,,,,2902000000.0,,2902000000.0,,,2593000000.0,,2593000000.0,,,1956000000.0,,,,2656000000.0,,2656000000.0,,,2205000000.0,,2205000000.0,,,2300000000.0,2300000000.0,,,1681000000.0,,,,1523000000.0,,,,2009000000.0,,,,2534000000.0,2534000000.0,,,2138000000.0,,,,2353000000.0,,,,5753000000.0,,,
DeferredTaxAssetsInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,,,,,837000000.0,,837000000.0,,,706000000.0,,,,1129000000.0,,1129000000.0,,,838000000.0,,838000000.0,,,287000000.0,,,,989000000.0,,989000000.0,,,124000000.0,,124000000.0,,,277000000.0,277000000.0,,,276000000.0,,,,86000000.0,,,,220000000.0,,,,538000000.0,538000000.0,,,124000000.0,,,,400000000.0,,,,4464000000.0,,3800000000.0,3800000000.0
DeferredTaxAssetsNet / USD,,,,,,,,2155000000.0,,2155000000.0,,,2283000000.0,,,,2820000000.0,,2820000000.0,,,2564000000.0,,2564000000.0,,,1933000000.0,,,,2634000000.0,,2634000000.0,,,2174000000.0,,2174000000.0,,,2253000000.0,2253000000.0,,,1600000000.0,,,,1456000000.0,,,,1851000000.0,,,,2399000000.0,2399000000.0,,,1996000000.0,,2400000000.0,3500000000.0,2238000000.0,,,,5064000000.0,,,
DeferredTaxAssetsOther / USD,,,,,,,,46000000.0,,46000000.0,,,46000000.0,,,,0.0,,0.0,,,18000000.0,,18000000.0,,,,,,,30000000.0,,30000000.0,,,,,,,,,,,,24000000.0,,,,24000000.0,,,,113000000.0,,,,112000000.0,112000000.0,,,31000000.0,,,,102000000.0,,,,55000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign / USD,,,,,,,,,,,,,,,,,,,,,,285000000.0,,285000000.0,,,316000000.0,,,,360000000.0,,360000000.0,,,25000000.0,,25000000.0,,,22000000.0,22000000.0,,,32000000.0,,,,66000000.0,,,,66000000.0,,,,100000000.0,100000000.0,,,115000000.0,,,,112000000.0,,,,117000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits / USD,,,,,,,,168000000.0,,168000000.0,,,99000000.0,,,,96000000.0,,96000000.0,,,115000000.0,,115000000.0,,,140000000.0,,,,148000000.0,,148000000.0,,,175000000.0,,175000000.0,,,195000000.0,195000000.0,,,178000000.0,,,,187000000.0,,,,169000000.0,,,,232000000.0,232000000.0,,,237000000.0,,,,232000000.0,,,,202000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,,,,,,,,473000000.0,,473000000.0,,,501000000.0,,,,483000000.0,,483000000.0,,,415000000.0,,415000000.0,,,322000000.0,,,,290000000.0,,290000000.0,,,305000000.0,,305000000.0,,,302000000.0,302000000.0,,,210000000.0,,,,203000000.0,,,,218000000.0,,,,231000000.0,231000000.0,,,249000000.0,,,,259000000.0,,,,249000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,,,,,23000000.0,128000000.0,23000000.0,128000000.0,128000000.0,128000000.0,82000000.0,82000000.0,82000000.0,82000000.0,29000000.0,82000000.0,29000000.0,29000000.0,29000000.0,23000000.0,29000000.0,23000000.0,23000000.0,23000000.0,22000000.0,22000000.0,22000000.0,22000000.0,31000000.0,22000000.0,31000000.0,31000000.0,31000000.0,47000000.0,31000000.0,47000000.0,47000000.0,47000000.0,47000000.0,81000000.0,81000000.0,81000000.0,67000000.0,67000000.0,67000000.0,67000000.0,158000000.0,158000000.0,158000000.0,158000000.0,135000000.0,135000000.0,135000000.0,135000000.0,135000000.0,142000000.0,142000000.0,142000000.0,115000000.0,115000000.0,115000000.0,115000000.0,706000000.0,689000000.0,700000000.0,689000000.0,1100000000.0,,
DeferredTaxLiabilitiesOther / USD,,,,,,,,5000000.0,,5000000.0,,,,,,,84000000.0,,84000000.0,,,0.0,,0.0,,,7000000.0,,,,70000000.0,,70000000.0,,,70000000.0,,70000000.0,,,40000000.0,40000000.0,,,87000000.0,,,,8000000.0,,,,,,,,,,,,0.0,,,,141000000.0,,,,0.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,,,,,571000000.0,,571000000.0,,,695000000.0,,,,745000000.0,,745000000.0,,,858000000.0,,858000000.0,,,813000000.0,,,,804000000.0,,804000000.0,,,736000000.0,,736000000.0,,,730000000.0,730000000.0,,,447000000.0,,,,521000000.0,,,,580000000.0,,,,606000000.0,606000000.0,,,665000000.0,,,,586000000.0,,,,422000000.0,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000.0,1000000000.0,,,,
DefinedBenefitPlanAccumulatedBenefitObligationIncreaseDecreaseForSettlementAndCurtailment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000000.0,32000000.0,,,,,,,,,795000000.0,795000000.0,808000000.0,,800000000.0,800000000.0
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent / USD,36000000.0,36000000.0,36000000.0,78000000.0,36000000.0,78000000.0,78000000.0,78000000.0,74000000.0,78000000.0,74000000.0,74000000.0,74000000.0,40000000.0,40000000.0,40000000.0,40000000.0,16000000.0,40000000.0,16000000.0,16000000.0,16000000.0,577000000.0,16000000.0,577000000.0,577000000.0,577000000.0,46000000.0,46000000.0,46000000.0,46000000.0,188000000.0,46000000.0,188000000.0,188000000.0,188000000.0,52000000.0,188000000.0,52000000.0,52000000.0,52000000.0,52000000.0,,,237000000.0,,,,208000000.0,,,,230000000.0,,,,630000000.0,630000000.0,,,943000000.0,,,,1225000000.0,,,,1239000000.0,,,
DefinedBenefitPlanNetPeriodicBenefitCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32000000.0,-63000000.0,-96000000.0,-196000000.0,-19000000.0,-40000000.0,-59000000.0,-128000000.0,-36000000.0,-35000000.0,-73000000.0,-73000000.0,-38000000.0,-76000000.0,-116000000.0,1000000.0,1000000.0,-159000000.0,-239000000.0,-134000000.0,-67000000.0,-134000000.0,-199000000.0,-297000000.0,-31000000.0,-51000000.0,-77000000.0,-232000000.0,-11000000.0,785000000.0,792000000.0
DefinedBenefitPlanPlanAmendments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000000.0,70000000.0,70000000.0,,,,
DepreciationDepletionAndAmortization / USD,,,,271000000.0,1072000000.0,569000000.0,859000000.0,1153000000.0,287000000.0,1153000000.0,559000000.0,837000000.0,1157000000.0,289000000.0,608000000.0,919000000.0,1120000000.0,313000000.0,1120000000.0,634000000.0,956000000.0,1236000000.0,336000000.0,1236000000.0,671000000.0,1014000000.0,1288000000.0,350000000.0,708000000.0,1058000000.0,1371000000.0,339000000.0,1371000000.0,683000000.0,1038000000.0,1408000000.0,356000000.0,1408000000.0,722000000.0,1090000000.0,1435000000.0,1435000000.0,818000000.0,1195000000.0,1474000000.0,382000000.0,762000000.0,1117000000.0,1544000000.0,375000000.0,751000000.0,1130000000.0,1488000000.0,440000000.0,932000000.0,1413000000.0,1593000000.0,1593000000.0,932000000.0,1408000000.0,1911000000.0,459000000.0,921000000.0,1371000000.0,1915000000.0,466000000.0,915000000.0,1450000000.0,1831000000.0,430000000.0,731000000.0,1041000000.0
DerivativeAssetFairValueGrossLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,11000000.0,11000000.0,25000000.0,25000000.0,25000000.0,40000000.0,40000000.0,40000000.0,40000000.0,30000000.0,,,,,64000000.0,64000000.0
DerivativeAssetsCurrent / USD,,,,,,,,25000000.0,,25000000.0,,,38000000.0,,,,107000000.0,,107000000.0,,,49000000.0,,49000000.0,,,76000000.0,,,,182000000.0,,182000000.0,,,211000000.0,,211000000.0,,,148000000.0,148000000.0,,,37000000.0,,,,88000000.0,,,,75000000.0,,,,34000000.0,34000000.0,,,78000000.0,,,,162000000.0,,,,73000000.0,,,
DerivativeFairValueOfDerivativeAsset / USD,,,,,,79000000.0,79000000.0,79000000.0,77000000.0,79000000.0,77000000.0,77000000.0,77000000.0,135000000.0,135000000.0,135000000.0,135000000.0,72000000.0,135000000.0,72000000.0,72000000.0,72000000.0,84000000.0,72000000.0,84000000.0,84000000.0,84000000.0,256000000.0,256000000.0,256000000.0,256000000.0,296000000.0,256000000.0,296000000.0,296000000.0,296000000.0,259000000.0,296000000.0,259000000.0,259000000.0,259000000.0,259000000.0,78000000.0,78000000.0,78000000.0,146000000.0,146000000.0,146000000.0,146000000.0,142000000.0,142000000.0,142000000.0,142000000.0,44000000.0,44000000.0,44000000.0,44000000.0,44000000.0,119000000.0,119000000.0,119000000.0,217000000.0,217000000.0,217000000.0,217000000.0,84000000.0,84000000.0,84000000.0,84000000.0,142000000.0,142000000.0,142000000.0
DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78000000.0,78000000.0
DerivativeFairValueOfDerivativeLiability / USD,,,,,,94000000.0,94000000.0,94000000.0,87000000.0,94000000.0,87000000.0,87000000.0,87000000.0,49000000.0,49000000.0,49000000.0,49000000.0,106000000.0,49000000.0,106000000.0,106000000.0,106000000.0,110000000.0,106000000.0,110000000.0,110000000.0,110000000.0,43000000.0,43000000.0,43000000.0,43000000.0,69000000.0,43000000.0,69000000.0,69000000.0,69000000.0,95000000.0,69000000.0,95000000.0,95000000.0,95000000.0,95000000.0,197000000.0,197000000.0,197000000.0,53000000.0,53000000.0,53000000.0,53000000.0,20000000.0,20000000.0,20000000.0,20000000.0,106000000.0,106000000.0,106000000.0,106000000.0,106000000.0,33000000.0,33000000.0,33000000.0,142000000.0,142000000.0,142000000.0,142000000.0,127000000.0,,,,,165000000.0,165000000.0
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000000.0,101000000.0
DerivativeLiabilitiesCurrent / USD,,,,,,,,94000000.0,,94000000.0,,,87000000.0,,,,49000000.0,,49000000.0,,,106000000.0,,106000000.0,,,103000000.0,,,,39000000.0,,39000000.0,,,65000000.0,,65000000.0,,,92000000.0,92000000.0,,,135000000.0,,,,32000000.0,,,,17000000.0,,,,81000000.0,81000000.0,,,23000000.0,,,,31000000.0,,,,34000000.0,,,
DerivativeLiabilityFairValueGrossAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,11000000.0,11000000.0,25000000.0,25000000.0,25000000.0,40000000.0,40000000.0,40000000.0,40000000.0,30000000.0,,,,,64000000.0,64000000.0
DerivativeLiabilityFairValueGrossLiabilityIncludingNotSubjectToMasterNettingArrangement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000000.0,33000000.0,33000000.0,33000000.0,142000000.0,142000000.0,142000000.0,142000000.0,127000000.0,127000000.0,127000000.0,127000000.0,165000000.0,165000000.0,165000000.0
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,1.98,3.12,0.4,0.3,0.3
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,1.98,3.11,0.4,0.29,0.29
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11343000000.0,11343000000.0,11343000000.0,,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1747000000.0,2611000000.0,3379000000.0,844000000.0,844000000.0,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1496000000.0,2232000000.0,2519000000.0,791000000.0,837000000.0,
DisposalGroupIncludingDiscontinuedOperationPensionPlanBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700000000.0,2700000000.0,2700000000.0,2700000000.0,2700000000.0,2700000000.0
DisposalGroupIncludingDiscontinuedOperationPostretirementPlanBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400000000.0,2400000000.0,2400000000.0,2400000000.0,2400000000.0,2400000000.0
DividendsCommonStockCash / USD,,,1400000000.0,,1400000000.0,709000000.0,1070000000.0,1421000000.0,374000000.0,1421000000.0,749000000.0,1124000000.0,1431000000.0,392000000.0,783000000.0,1171000000.0,1500000000.0,410000000.0,1500000000.0,820000000.0,1228000000.0,1555000000.0,440000000.0,1555000000.0,876000000.0,1307000000.0,1635000000.0,-1000000.0,555000000.0,1105000000.0,2297000000.0,3000000.0,2297000000.0,649000000.0,1284000000.0,2297000000.0,672000000.0,2297000000.0,1344000000.0,2014000000.0,1913000000.0,1913000000.0,1403000000.0,2104000000.0,2678000000.0,810000000.0,1612000000.0,2406000000.0,2803000000.0,830000000.0,1660000000.0,2488000000.0,3193000000.0,847000000.0,1693000000.0,2540000000.0,3316000000.0,3316000000.0,1716000000.0,2572000000.0,3388000000.0,852000000.0,1700000000.0,2550000000.0,3420000000.0,827000000.0,1655000000.0,2483000000.0,3369000000.0,835000000.0,1221000000.0,1604000000.0
EarningsPerShareBasic / USD/shares,2.74,4.17,5.7,0.75,5.7,1.87,3.24,4.95,1.31,4.95,2.88,4.42,4.56,1.52,3.15,4.68,5.72,1.61,5.72,3.3,4.97,6.05,1.63,6.05,3.37,5.18,6.4,1.83,3.77,5.78,6.83,1.88,6.83,3.94,6.03,7.63,2.1,7.63,4.23,6.43,7.72,7.72,4.86,7.25,8.35,1.01,4.14,6.77,8.13,1.54,3.49,6.24,9.09,2.27,4.53,7.01,7.83,7.83,5.42,7.9,9.43,2.27,2.41,9.18,10.23,1.77,-10.6,-14.34,10.21,1.67,3.74,6.23
EarningsPerShareDiluted / USD/shares,2.7,4.11,5.6,0.74,5.6,1.86,3.21,4.89,1.29,4.89,2.83,4.36,4.52,1.49,3.09,4.61,5.63,1.59,5.63,3.25,4.91,5.96,1.61,5.96,3.32,5.1,6.32,1.79,3.7,5.67,6.72,1.85,6.72,3.87,5.92,7.49,2.05,7.49,4.13,6.28,7.58,7.58,4.74,7.08,8.16,0.98,4.04,6.61,7.93,1.51,3.44,6.15,8.89,2.25,4.5,6.95,7.72,7.72,5.36,7.81,9.36,2.26,2.4,9.15,10.12,1.76,-10.6,-14.34,10.18,1.67,3.73,6.21
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11000000.0,-2000000.0,-2000000.0,-37000000.0,-40000000.0,48000000.0,-11000000.0,-64000000.0,-136000000.0,-62000000.0,-4000000.0,-43000000.0,-80000000.0,-104000000.0,-17000000.0,-45000000.0,-2000000.0
