fact_unit,2009-12-18,2010-03-26,2010-06-25,2010-10-26,2010-12-20,2011-03-25,2011-06-24,2011-10-21,2011-12-20,2012-03-23,2012-06-29,2012-10-30,2012-12-20,2013-03-28,2013-06-28,2013-10-29,2013-12-19,2014-03-27,2014-06-26,2014-10-24,2014-12-18,2015-03-26,2015-06-25,2015-10-30,2015-12-17,2016-03-24,2016-06-23,2016-10-28,2016-12-21,2017-03-23,2017-06-22,2017-10-26,2017-12-21,2018-03-22,2018-06-28,2018-10-24,2018-12-20,2019-03-28,2019-06-27,2019-10-29,2019-12-19,2020-03-19,2020-06-25,2020-10-22,2020-12-17,2021-03-18,2021-06-24,2021-10-15,2021-12-16,2022-03-17,2022-06-23,2022-10-12,2022-12-16,2023-03-23,2023-06-22,2023-10-12,2023-12-19,2024-03-21,2024-06-20,2024-09-30,2024-10-10,2024-12-19,2025-03-20,2025-06-20,2025-10-10
AccountsPayableCurrent / USD,717379000.0,717379000.0,717379000.0,717379000.0,885328000.0,885328000.0,885328000.0,885328000.0,949250000.0,949250000.0,949250000.0,949250000.0,903847000.0,903847000.0,903847000.0,903847000.0,961851000.0,961851000.0,961851000.0,961851000.0,1064228000.0,1064228000.0,1064228000.0,1064228000.0,1151464000.0,1151464000.0,1151464000.0,1151464000.0,1280821000.0,1280821000.0,1280821000.0,1280821000.0,1525065000.0,1525065000.0,1525065000.0,1525065000.0,1348802000.0,1348802000.0,1348802000.0,1348802000.0,1646641000.0,1646641000.0,1646641000.0,1646641000.0,1349874000.0,1349874000.0,1349874000.0,1349874000.0,2274057000.0,2274057000.0,2274057000.0,2274057000.0,2559485000.0,2559485000.0,2559485000.0,2559485000.0,2491173000.0,2491173000.0,2491173000.0,2559485000.0,2491173000.0,2743807000.0,2743807000.0,2743807000.0,2743807000.0
AccountsReceivableNetCurrent / USD,2251341000.0,2251341000.0,2251341000.0,2251341000.0,2534598000.0,2534598000.0,2534598000.0,2534598000.0,3236059000.0,3236059000.0,3236059000.0,3236059000.0,3080877000.0,3080877000.0,3080877000.0,3080877000.0,3333126000.0,3333126000.0,3333126000.0,3333126000.0,3859567000.0,3859567000.0,3859567000.0,3859567000.0,3840920000.0,3840920000.0,3840920000.0,3840920000.0,4072180000.0,4072180000.0,4072180000.0,4072180000.0,4569214000.0,4569214000.0,4569214000.0,4569214000.0,4996454000.0,4996454000.0,4996454000.0,4996454000.0,7467338000.0,7467338000.0,7467338000.0,7467338000.0,7192110000.0,7192110000.0,7192110000.0,7192110000.0,8796992000.0,8796992000.0,8796992000.0,8796992000.0,10484211000.0,10484211000.0,10484211000.0,10484211000.0,10690713000.0,10690713000.0,10690713000.0,10484211000.0,10690713000.0,11873442000.0,11873442000.0,11873442000.0,11873442000.0
AccruedIncomeTaxesCurrent / USD,261058000.0,261058000.0,261058000.0,261058000.0,247416000.0,247416000.0,247416000.0,247416000.0,238003000.0,238003000.0,238003000.0,238003000.0,253527000.0,253527000.0,253527000.0,253527000.0,266593000.0,266593000.0,266593000.0,266593000.0,355274000.0,355274000.0,355274000.0,355274000.0,516827000.0,516827000.0,516827000.0,516827000.0,362963000.0,362963000.0,362963000.0,362963000.0,708485000.0,708485000.0,708485000.0,708485000.0,497885000.0,497885000.0,497885000.0,497885000.0,378017000.0,378017000.0,378017000.0,378017000.0,453542000.0,453542000.0,453542000.0,453542000.0,423400000.0,423400000.0,423400000.0,423400000.0,646471000.0,646471000.0,646471000.0,646471000.0,720778000.0,720778000.0,720778000.0,646471000.0,720778000.0,719084000.0,719084000.0,719084000.0,719084000.0
AccruedIncomeTaxesNoncurrent / USD,1102589000.0,1102589000.0,1102589000.0,1102589000.0,1246960000.0,1246960000.0,1246960000.0,1246960000.0,1619076000.0,1619076000.0,1619076000.0,1619076000.0,1597590000.0,1597590000.0,1597590000.0,1597590000.0,1224251000.0,1224251000.0,1224251000.0,1224251000.0,1303367000.0,1303367000.0,1303367000.0,1303367000.0,996077000.0,996077000.0,996077000.0,996077000.0,850709000.0,850709000.0,850709000.0,850709000.0,574780000.0,574780000.0,574780000.0,574780000.0,956836000.0,956836000.0,956836000.0,956836000.0,892688000.0,892688000.0,892688000.0,892688000.0,930695000.0,930695000.0,930695000.0,930695000.0,1105896000.0,1105896000.0,1105896000.0,1105896000.0,1198139000.0,1198139000.0,1198139000.0,1198139000.0,1313971000.0,1313971000.0,1313971000.0,1198139000.0,1313971000.0,1514869000.0,1514869000.0,1514869000.0,1514869000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,1639873000.0,1559738000.0,1559738000.0,1559738000.0,1559738000.0,1639965000.0,1639965000.0,1639965000.0,1639965000.0,1548256000.0,1548256000.0,1548256000.0,1548256000.0,1608211000.0,1608211000.0,1608211000.0,1608211000.0,1752965000.0,1752965000.0,1752965000.0,1752965000.0,1648968000.0,1648968000.0,1648968000.0,1648968000.0,1730025000.0,1730025000.0,1730025000.0,1730025000.0,1912146000.0,1912146000.0,1912146000.0,1912146000.0,1862098000.0,1862098000.0,1862098000.0,1862098000.0,1956029000.0,1956029000.0,1956029000.0,1956029000.0,2313731000.0,2313731000.0,2313731000.0,2313731000.0,2412449000.0,2412449000.0,2412449000.0,2412449000.0,2490187000.0,2490187000.0,2490187000.0,2490187000.0,2574685000.0,2574685000.0,2574685000.0,2490187000.0,2574685000.0,2713855000.0,2713855000.0,2713855000.0,2713855000.0
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax / USD,,,,167458000.0,,,,345225000.0,,,,313520000.0,,,,-345225000.0,502742000.0,502742000.0,502742000.0,313520000.0,425404000.0,425404000.0,425404000.0,502742000.0,531143000.0,531143000.0,531143000.0,425404000.0,523619000.0,523619000.0,523619000.0,531143000.0,809504000.0,809504000.0,809504000.0,523619000.0,440619000.0,440619000.0,440619000.0,809504000.0,419284000.0,419284000.0,419284000.0,440619000.0,672323000.0,672323000.0,672323000.0,419284000.0,615223000.0,615223000.0,615223000.0,672323000.0,559958000.0,559958000.0,559958000.0,615223000.0,348771000.0,348771000.0,348771000.0,615223000.0,559958000.0,226503000.0,226503000.0,226503000.0,348771000.0
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax / USD,,,,-48899000.0,,,,-44638000.0,,,,147770000.0,,,,-44638000.0,-156010000.0,-156010000.0,-156010000.0,147770000.0,-414401000.0,-414401000.0,-414401000.0,-156010000.0,-324596000.0,-324596000.0,-324596000.0,-414401000.0,-853504000.0,-853504000.0,-853504000.0,-324596000.0,-919963000.0,-919963000.0,-919963000.0,-853504000.0,-770043000.0,-770043000.0,-770043000.0,-919963000.0,-1075268000.0,-1075268000.0,-1075268000.0,-770043000.0,-1207975000.0,-1207975000.0,-1207975000.0,-1075268000.0,-1010279000.0,-1010279000.0,-1010279000.0,-1207975000.0,-975064000.0,-975064000.0,-975064000.0,-1010279000.0,-1852320000.0,-1852320000.0,-1852320000.0,-1010279000.0,-975064000.0,-1510632000.0,-1510632000.0,-1510632000.0,-1852320000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-227178000.0,-227178000.0,-227178000.0,-227178000.0,-386292000.0,-386292000.0,-386292000.0,-386292000.0,-134380000.0,-134380000.0,-134380000.0,-134380000.0,-678148000.0,-678148000.0,-678148000.0,-134380000.0,-610398000.0,-688593000.0,-852152000.0,-678148000.0,-885714000.0,-866501000.0,-706412000.0,-1052746000.0,-1040709000.0,-1132890000.0,-1252268000.0,-871948000.0,-1489473000.0,-1521633000.0,-1392606000.0,-1411972000.0,-1855218000.0,-1739351000.0,-1335523000.0,-1661720000.0,-1133153000.0,-1066266000.0,-1343701000.0,-1094784000.0,-1476546000.0,-1465013000.0,-1466509000.0,-1576171000.0,-1779968000.0,-1802257000.0,-1993819000.0,-1840577000.0,-1479202000.0,-1410438000.0,-1260757000.0,-1561837000.0,-1707236000.0,-1675485000.0,-1954146000.0,-1419497000.0,-2055672000.0,-1944270000.0,-1900923000.0,-1419497000.0,-2190342000.0,-1627215000.0,-1657140000.0,-1755244000.0,-1743101000.0
AdditionalPaidInCapital / USD,0.0,0.0,,137883000.0,137883000.0,137883000.0,137883000.0,137883000.0,525037000.0,525037000.0,525037000.0,525037000.0,1341576000.0,1341576000.0,1341576000.0,1341576000.0,2393936000.0,2393936000.0,2393936000.0,2393936000.0,3347392000.0,3347392000.0,3347392000.0,3347392000.0,4516810000.0,4516810000.0,4516810000.0,4516810000.0,2924729000.0,2924729000.0,2924729000.0,2924729000.0,3516399000.0,3516399000.0,3516399000.0,3516399000.0,4870764000.0,4870764000.0,4870764000.0,4870764000.0,5804448000.0,5804448000.0,5804448000.0,5804448000.0,7167227000.0,7167227000.0,7167227000.0,7167227000.0,8617838000.0,8617838000.0,8617838000.0,8617838000.0,10679180000.0,10679180000.0,10679180000.0,10679180000.0,12778782000.0,12778782000.0,12778782000.0,10679180000.0,12778782000.0,14710857000.0,14710857000.0,14710857000.0,14710857000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,376791000.0,85096000.0,218188000.0,343718000.0,452823000.0,100558000.0,261517000.0,412389000.0,425822000.0,114170000.0,298604000.0,473317000.0,450137000.0,126906000.0,333686000.0,519989000.0,538086000.0,128915000.0,336115000.0,531691000.0,615878000.0,129183000.0,357715000.0,584644000.0,671301000.0,149796000.0,402323000.0,611937000.0,680329000.0,212891000.0,505926000.0,751826000.0,758176000.0,246516000.0,505926000.0,751826000.0,795235000.0,246516000.0,593278000.0,856952000.0,976908000.0,274929000.0,647234000.0,938100000.0,1093253000.0,311321000.0,736213000.0,1067251000.0,1197806000.0,365691000.0,912298000.0,1319555000.0,1342951000.0,425469000.0,1057339000.0,1530034000.0,1342951000.0,1679789000.0,423000000.0,1064871000.0,,
