fact_unit,2010-04-02,2010-07-23,2010-10-05,2011-01-05,2011-04-04,2011-07-22,2011-09-30,2012-01-03,2012-04-02,2012-07-20,2012-09-28,2013-01-02,2013-04-01,2013-07-19,2013-09-30,2014-01-02,2014-03-31,2014-07-18,2014-10-03,2014-12-31,2015-03-30,2015-07-24,2015-10-02,2016-01-06,2016-04-06,2016-07-25,2016-10-05,2017-01-04,2017-04-04,2017-07-21,2017-10-03,2018-01-03,2018-04-03,2018-07-20,2018-10-02,2019-01-02,2019-04-02,2019-07-19,2019-10-01,2020-01-02,2020-03-31,2020-07-24,2020-10-06,2021-01-06,2021-04-06,2021-07-23,2021-10-05,2022-01-05,2022-04-05,2022-07-22,2022-10-04,2023-01-04,2023-04-04,2023-07-21,2023-09-29,2024-01-03,2024-04-02,2024-07-19,2024-09-27,2025-01-02,2025-04-01,2025-07-18,2025-09-26
AccountsPayableCurrent / USD,237000000.0,237000000.0,246400000.0,246400000.0,246400000.0,246400000.0,251300000.0,251300000.0,251300000.0,251300000.0,260700000.0,260700000.0,260700000.0,260700000.0,296500000.0,296500000.0,296500000.0,296500000.0,233100000.0,233100000.0,233100000.0,233100000.0,198800000.0,198800000.0,198800000.0,198800000.0,241900000.0,241900000.0,241900000.0,241900000.0,249500000.0,249500000.0,249500000.0,249500000.0,277000000.0,277000000.0,277000000.0,277000000.0,332600000.0,332600000.0,332600000.0,332600000.0,249400000.0,249400000.0,249400000.0,249400000.0,304500000.0,304500000.0,304500000.0,304500000.0,366900000.0,366900000.0,366900000.0,366900000.0,426200000.0,426200000.0,426200000.0,426200000.0,399500000.0,399500000.0,399500000.0,399500000.0,439600000.0
AccountsReceivableNet / USD,,,,,,,,,,,,,,,,,,85400000.0,,,,83800000.0,,,,78000000.0,,,,64000000.0,,,,75900000.0,,,,83700000.0,,,,88300000.0,,,,49800000.0,,,,68200000.0,,,,72000000.0,,,,80200000.0,,,,79100000.0,
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,,,,,,,64300000.0,64300000.0,,60400000.0,60400000.0,60400000.0,,67600000.0,67600000.0,67600000.0,,64500000.0,64500000.0,64500000.0,,51500000.0,51500000.0,51500000.0,,49100000.0,49100000.0,49100000.0,,54200000.0,54200000.0,54200000.0,,56600000.0,56600000.0,56600000.0,56600000.0,54200000.0,54200000.0,54200000.0,54200000.0,43400000.0,43400000.0,43400000.0,43400000.0,60500000.0,60500000.0,60500000.0,60500000.0,64500000.0,64500000.0,64500000.0,64500000.0,65900000.0,65900000.0,65900000.0,65900000.0,71000000.0,71000000.0,71000000.0,71000000.0,83000000.0
AccruedIncomeTaxesCurrent / USD,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,9300000.0,9300000.0,9300000.0,9300000.0,0.0,0.0,0.0,0.0,16500000.0,16500000.0,16500000.0,16500000.0,0.0,0.0,0.0,0.0,12600000.0,12600000.0,12600000.0,12600000.0,0.0,,0.0,0.0,1900000.0,1900000.0,1900000.0,1900000.0,0.0,0.0,0.0,0.0,11600000.0,11600000.0,11600000.0,11600000.0,6200000.0,6200000.0,6200000.0,6200000.0,35900000.0,35900000.0,35900000.0,35900000.0,32100000.0,32100000.0,32100000.0,32100000.0,7800000.0,7800000.0,7800000.0,7800000.0,6100000.0,6100000.0,6100000.0,6100000.0,4700000.0
AccruedInsuranceCurrent / USD,,,,,,30400000.0,,,,33600000.0,,,,35200000.0,,,,40800000.0,,,,35800000.0,,,,37400000.0,,,,36300000.0,,,,41700000.0,,,,40100000.0,,,,39400000.0,,,,43100000.0,,,,49000000.0,,,,42500000.0,,,,42100000.0,,,,44800000.0,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,2122400000.0,,2332800000.0,2332800000.0,2332800000.0,2323300000.0,2545400000.0,2545400000.0,2545400000.0,2533000000.0,2774300000.0,2774300000.0,2774300000.0,2758300000.0,3049800000.0,3049800000.0,3049800000.0,3030200000.0,2050200000.0,2050200000.0,2050200000.0,2027000000.0,2304600000.0,2304600000.0,2304600000.0,2277700000.0,1819000000.0,1819000000.0,1819000000.0,1788300000.0,1996800000.0,1996800000.0,1996800000.0,1962100000.0,2231700000.0,2231700000.0,2231700000.0,2191600000.0,2482600000.0,2482600000.0,2482600000.0,2437400000.0,2640900000.0,2640900000.0,2640900000.0,2598000000.0,,,,2793400000.0,,,,3070500000.0,,,,3317700000.0,,,,3613900000.0,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax / USD,,,,,,-2200000.0,,,,-2200000.0,-400000.0,-400000.0,-400000.0,-400000.0,-1600000.0,-1600000.0,-1600000.0,-1600000.0,,,,-4700000.0,,,,-1700000.0,,,,-1200000.0,,,,-700000.0,,,,-1600000.0,,,,1000000.0,,,,4500000.0,,,,5200000.0,,,,4800000.0,,,,4500000.0,,,,4600000.0,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-57200000.0,-57200000.0,-71100000.0,-71100000.0,-71100000.0,-71100000.0,-59800000.0,-59800000.0,-59800000.0,-71100000.0,-59800000.0,-59800000.0,-59800000.0,-59800000.0,-146600000.0,-146600000.0,-146600000.0,-146600000.0,-132800000.0,-132800000.0,-132800000.0,-132800000.0,-128100000.0,-128100000.0,-128100000.0,-86600000.0,-87000000.0,-87000000.0,-87000000.0,-87000000.0,-62900000.0,-62900000.0,-62900000.0,-62900000.0,-85200000.0,-85200000.0,-85200000.0,-85200000.0,-98200000.0,-98200000.0,-98200000.0,-98200000.0,-17600000.0,-17600000.0,-17600000.0,-17600000.0,4200000.0,4200000.0,4200000.0,4200000.0,-1900000.0,-1900000.0,-1900000.0,-1900000.0,3200000.0,3200000.0,3200000.0,3200000.0,25600000.0,25600000.0,25600000.0,25600000.0,31800000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,25100000.0,46600000.0,7400000.0,16500000.0,24800000.0,32600000.0,7700000.0,16500000.0,25300000.0,33600000.0,6700000.0,14300000.0,20500000.0,33900000.0,5900000.0,13100000.0,19000000.0,26500000.0,5700000.0,16000000.0,20400000.0,24300000.0,4600000.0,17500000.0,21300000.0,26000000.0,4100000.0,8500000.0,12100000.0,26400000.0,3600000.0,7400000.0,11400000.0,14900000.0,4600000.0,10600000.0,16700000.0,15600000.0,5600000.0,12800000.0,20000000.0,22700000.0,7600000.0,15600000.0,24300000.0,26800000.0,11100000.0,23000000.0,32200000.0,33400000.0,16300000.0,21900000.0,28000000.0,39800000.0,12100000.0,19900000.0,27800000.0,33600000.0,20600000.0,26100000.0,31000000.0,32700000.0,24100000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,11500000.0,24700000.0,41300000.0,,14400000.0,28700000.0,36000000.0,,8700000.0,26900000.0,33200000.0,,6200000.0,29900000.0,41300000.0,,10200000.0,17300000.0,29200000.0,,6200000.0,18000000.0,27300000.0,,8400000.0,18100000.0,32200000.0,40700000.0,17900000.0,31600000.0,45300000.0,42800000.0,14200000.0,28000000.0,42600000.0,59800000.0,19100000.0,41400000.0,60000000.0,53000000.0,27600000.0,38100000.0,49800000.0,72400000.0,20300000.0,38400000.0,52600000.0,60500000.0,30300000.0,43800000.0,57800000.0,67500000.0,34700000.0
