fact_unit,2009-09-04,2009-11-09,2010-03-01,2010-08-09,2010-11-09,2011-03-01,2011-05-10,2011-08-09,2011-11-09,2012-02-29,2012-05-10,2012-08-09,2012-11-09,2013-03-01,2013-05-10,2013-08-09,2013-11-12,2014-03-03,2014-05-12,2014-08-11,2014-11-10,2015-03-02,2015-05-11,2015-08-10,2015-11-09,2016-02-29,2016-05-09,2016-08-08,2016-11-08,2017-02-28,2017-05-09,2017-08-08,2017-11-08,2018-03-01,2018-05-09,2018-08-08,2018-11-08,2019-02-28,2019-05-09,2019-08-08,2019-11-08,2020-02-28,2020-05-08,2020-08-07,2020-11-06,2021-02-26,2021-05-07,2021-08-06,2021-11-08,2022-02-28,2022-05-09,2022-08-09,2022-11-08,2023-02-28,2023-05-09,2023-08-08,2023-11-08,2024-02-28,2024-05-09,2024-08-08,2024-11-08,2025-02-24,2025-05-09,2025-08-08,2025-11-07
AccountsPayableCurrent / USD,21165000.0,21165000.0,21165000.0,23997000.0,23997000.0,23997000.0,26375000.0,26375000.0,26375000.0,26375000.0,38247000.0,38247000.0,38247000.0,38247000.0,43291000.0,43291000.0,43291000.0,43291000.0,73710000.0,73710000.0,73710000.0,73710000.0,77412000.0,77412000.0,77412000.0,77412000.0,61982000.0,61982000.0,61982000.0,61982000.0,76120000.0,76120000.0,76120000.0,76120000.0,80278000.0,80278000.0,80278000.0,80278000.0,99089000.0,99089000.0,99089000.0,99089000.0,138946000.0,138946000.0,138946000.0,138946000.0,118546000.0,118546000.0,118546000.0,118546000.0,109928000.0,109928000.0,109928000.0,109928000.0,145420000.0,145420000.0,145420000.0,145420000.0,146927000.0,146927000.0,146927000.0,146927000.0,130447000.0,130447000.0,130447000.0
AccountsReceivableGrossCurrent / USD,,,,,,164848000.0,180598000.0,180598000.0,180598000.0,180598000.0,215491000.0,215491000.0,215491000.0,215491000.0,222584000.0,222584000.0,222584000.0,222584000.0,275691000.0,275691000.0,275691000.0,275691000.0,338601000.0,338601000.0,338601000.0,338601000.0,387763000.0,387763000.0,387763000.0,387763000.0,374741000.0,374741000.0,374741000.0,374741000.0,462738000.0,462738000.0,462738000.0,462738000.0,481423000.0,481423000.0,481423000.0,481423000.0,553823000.0,553823000.0,553823000.0,553823000.0,661874000.0,661874000.0,661874000.0,661874000.0,677323000.0,677323000.0,677323000.0,677323000.0,685123000.0,685123000.0,685123000.0,685123000.0,727771000.0,727771000.0,727771000.0,727771000.0,731209000.0,731209000.0,731209000.0
AccountsReceivableNetCurrent / USD,139612000.0,139612000.0,139612000.0,154269000.0,154269000.0,154269000.0,175366000.0,175366000.0,175366000.0,175366000.0,210936000.0,210936000.0,210936000.0,210936000.0,218777000.0,218777000.0,218777000.0,218777000.0,271988000.0,271988000.0,271988000.0,271988000.0,329578000.0,329578000.0,329578000.0,329578000.0,380399000.0,380399000.0,380399000.0,380399000.0,368596000.0,368596000.0,368596000.0,368596000.0,461457000.0,461457000.0,461457000.0,461457000.0,479889000.0,479889000.0,479889000.0,479889000.0,551943000.0,551943000.0,551943000.0,551943000.0,660052000.0,660052000.0,660052000.0,660052000.0,675926000.0,675926000.0,675926000.0,675926000.0,679206000.0,679206000.0,679206000.0,679206000.0,724302000.0,724302000.0,724302000.0,724302000.0,727687000.0,727687000.0,727687000.0
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23042000.0,,,,30904000.0,,,,35390000.0,,,,33883000.0,,,,30711000.0,,,,38270000.0,,,
AccruedIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36536000.0,,,,40337000.0,,,,50812000.0,,,,72946000.0,,,,76459000.0,,,,70017000.0,,,
AccruedLiabilitiesCurrent / USD,66132000.0,66132000.0,66132000.0,68566000.0,68566000.0,68566000.0,94661000.0,94661000.0,94661000.0,94661000.0,85371000.0,85371000.0,85371000.0,85371000.0,133087000.0,133087000.0,133087000.0,133087000.0,150385000.0,150385000.0,150385000.0,150385000.0,204686000.0,204686000.0,204686000.0,204686000.0,216166000.0,216166000.0,216166000.0,216166000.0,238777000.0,238777000.0,238777000.0,238777000.0,283743000.0,283743000.0,283743000.0,283743000.0,328304000.0,328304000.0,328304000.0,328304000.0,334861000.0,334861000.0,334861000.0,334861000.0,380468000.0,380468000.0,380468000.0,380468000.0,411590000.0,411590000.0,411590000.0,411590000.0,367017000.0,367017000.0,367017000.0,367017000.0,352181000.0,352181000.0,352181000.0,352181000.0,370888000.0,370888000.0,370888000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,379265000.0,,,,492035000.0,,,,579411000.0,,,,686134000.0,,,,763990000.0,,,,878758000.0,,,,1062374000.0,,,,1283690000.0,,,,1484447000.0,,,,1677219000.0,,,,1878910000.0,,,,2041818000.0,,,,2260247000.0,,,,2560625000.0,,,,2880353000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-24350000.0,-24350000.0,-24350000.0,-10682000.0,-10682000.0,-10682000.0,-5741000.0,-5741000.0,-5741000.0,-5741000.0,-1259000.0,-1259000.0,-1259000.0,-1259000.0,-1640000.0,-1640000.0,-1640000.0,-1640000.0,-2091000.0,-2091000.0,-2091000.0,-2091000.0,-17611000.0,-17611000.0,-17611000.0,-17611000.0,-41453000.0,-41453000.0,-41453000.0,-41453000.0,-56222000.0,-56222000.0,-56222000.0,-56222000.0,-21930000.0,-21930000.0,-21930000.0,-21930000.0,-48912000.0,-48912000.0,-48912000.0,-48912000.0,-45144000.0,-45144000.0,-45144000.0,-45144000.0,-20201000.0,-20201000.0,-20201000.0,-20201000.0,-69105000.0,-69105000.0,-69105000.0,-69105000.0,-140332000.0,-140332000.0,-140332000.0,-140332000.0,-95330000.0,-95330000.0,-95330000.0,-95330000.0,-155993000.0,-155993000.0,-155993000.0
AdditionalPaidInCapital / USD,4539154000.0,4539154000.0,4539154000.0,4615774000.0,4615774000.0,4615774000.0,4970278000.0,4970278000.0,4970278000.0,4970278000.0,5068235000.0,5068235000.0,5068235000.0,5068235000.0,5195543000.0,5195543000.0,5195543000.0,5195543000.0,4561929000.0,4561929000.0,4561929000.0,4561929000.0,4559430000.0,4559430000.0,4559430000.0,4559430000.0,4437420000.0,4437420000.0,4437420000.0,4437420000.0,4239588000.0,4239588000.0,4239588000.0,4239588000.0,4073362000.0,4073362000.0,4073362000.0,4073362000.0,3670033000.0,3670033000.0,3670033000.0,3670033000.0,3653486000.0,3653486000.0,3653486000.0,3653486000.0,3664820000.0,3664820000.0,3664820000.0,3664820000.0,3340822000.0,3340822000.0,3340822000.0,3340822000.0,2578603000.0,2578603000.0,2578603000.0,2578603000.0,2222993000.0,2222993000.0,2222993000.0,2222993000.0,2618384000.0,2618384000.0,2618384000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,72770000.0,,,64513000.0,,,,65004000.0,,,,84268000.0,,,,69260000.0,,,,99038000.0,,,,107882000.0,,,,127222000.0,,,,144544000.0,,,,166987000.0,52390000.0,108893000.0,164310000.0,193170000.0,54079000.0,112069000.0,167475000.0,218416000.0,56215000.0,115441000.0,175272000.0,222857000.0,63765000.0,124291000.0,182039000.0,235629000.0,63770000.0,124027000.0,183041000.0,238277000.0,77985000.0,183066000.0,288490000.0,246872000.0,134902000.0,258953000.0,385936000.0
