fact_unit,2012-12-14,2013-03-01,2013-05-09,2013-08-08,2013-11-05,2014-02-19,2014-05-09,2014-08-07,2014-09-15,2014-11-06,2015-02-20,2015-05-07,2015-08-10,2015-11-06,2016-02-19,2016-05-05,2016-08-09,2016-11-08,2017-02-15,2017-05-04,2017-08-02,2017-11-07,2018-02-15,2018-05-10,2018-08-09,2018-11-07,2019-02-25,2019-05-10,2019-08-09,2019-11-06,2020-02-27,2020-05-08,2020-08-10,2020-11-05,2021-02-25,2021-05-07,2021-08-05,2021-11-04,2022-02-24,2022-05-05,2022-08-03,2022-11-08,2023-02-23,2023-05-03,2023-08-03,2023-11-08,2024-02-22,2024-05-02,2024-08-07,2024-11-07,2025-02-26,2025-05-07,2025-08-06,2025-11-05
DeferredIncomeTaxExpenseBenefit / USD,,0.0,0.0,0.0,0.0,0.0,3162000.0,10964000.0,0.0,20063000.0,54142000.0,13601000.0,28764000.0,48760000.0,31563000.0,2425000.0,-131191000.0,-194790000.0,108985000.0,0.0,0.0,0.0,-201545000.0,1425000.0,2334000.0,3313000.0,0.0,47000000.0,40000000.0,83000000.0,-20000000.0,-33000000.0,69000000.0,171000000.0,168000000.0,145000000.0,-536000000.0,-840000000.0,47000000.0,64000000.0,155000000.0,348000000.0,-1042000000.0,89000000.0,273000000.0,375000000.0,606000000.0,97000000.0,175000000.0,185000000.0,720000000.0,52000000.0,129000000.0,180000000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939000000.0,,,,2342000000.0,,,,1351000000.0,,,,1931000000.0,,,,2358000000.0,,,,2627000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886000000.0,1886000000.0,1886000000.0,1886000000.0,783000000.0,783000000.0,783000000.0,783000000.0,1338000000.0,1338000000.0,1338000000.0,1338000000.0,2069000000.0,2069000000.0,2069000000.0,2069000000.0,2449000000.0,2449000000.0,2449000000.0,2449000000.0,9826000000.0,9826000000.0,9826000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,,1584000.0,,,1584000.0,,1584000.0,,,,795000.0,,,,2878000.0,,,,-2816000.0,,,,579000.0,,,,1000000.0,,,,8000000.0,,,,7000000.0,,,,-32000000.0,,,,12000000.0,,,,14000000.0,,,
DeferredTaxAssetsDerivativeInstruments / USD,,1857000.0,,,,1857000.0,,,1857000.0,,0.0,,,,0.0,,,,0.0,,,,7771000.0,,,,,,,,,,,,0.0,,,,60000000.0,,,,36000000.0,,,,0.0,,,,22000000.0,,,
DeferredTaxAssetsGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265000000.0,,,,605000000.0,,,,807000000.0,,,,948000000.0,,,,576000000.0,,,,456000000.0,,,
DeferredTaxAssetsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251000000.0,,,,598000000.0,,,,641000000.0,,,,633000000.0,,,,353000000.0,,,,223000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,1577000.0,,,,1577000.0,,,1577000.0,,0.0,,,,49627000.0,,,,82635000.0,,,,139065000.0,,,,74997000.0,,,,155000000.0,,,,453000000.0,,,,524000000.0,,,,682000000.0,,,,406000000.0,,,,236000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,172700000.0,,,,1300000000.0,,,,1900000000.0,,,,2000000000.0,,,,887000000.0,,,,221000000.0,,,,206000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration / USD,,,,,,,,,,,,,,,,,,,,,,,357000000.0,,,,395100000.0,,,,400000000.0,,,,400000000.0,,,,500000000.0,,,,457000000.0,,,,369000000.0,,,,332000000.0,,,
DeferredTaxAssetsOther / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,,,,11000000.0,,,,8000000.0,,,,22000000.0,,,,16000000.0,,,,28000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,4000000.0,,,,4000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,,,,,,,,,,,,61056000.0,71203000.0,124786000.0,126006000.0,114400000.0,87000000.0,30200000.0,2700000.0,100000.0,,,,13900000.0,,,,14000000.0,,,,7000000.0,,,,166000000.0,,,,315000000.0,,,,223000000.0,,,,233000000.0,,,
DeferredTaxLiabilities / USD,,60838000.0,,,,60838000.0,,,60838000.0,,91652000.0,,,,201545000.0,,,,0.0,,,,0.0,,,,108048000.0,,,,1688000000.0,,,,1744000000.0,,,,710000000.0,,,,1298000000.0,,,,2005000000.0,,,,2404000000.0,,,
DeferredTaxLiabilitiesOther / USD,,566000.0,,,,566000.0,,,566000.0,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,3000000.0,,,,3000000.0,,,,5000000.0,,,,2000000.0,,,,2000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,64636000.0,,,,64636000.0,,,64636000.0,,92321000.0,,,,213772000.0,,,,31003000.0,,,,42187000.0,,,,202997000.0,,,,1825000000.0,,,,2275000000.0,,,,1156000000.0,,,,1702000000.0,,,,2109000000.0,,,,2463000000.0,,,
DepreciationDepletionAndAmortization / USD,11121000.0,8145000.0,4757000.0,10416000.0,16552000.0,15601000.0,10738000.0,25553000.0,15601000.0,42976000.0,26273000.0,30973000.0,70994000.0,116364000.0,66597000.0,59677000.0,116773000.0,169148000.0,170005000.0,42069000.0,81940000.0,126686000.0,217697000.0,58929000.0,134102000.0,221681000.0,178015000.0,115000000.0,245000000.0,391000000.0,327000000.0,322000000.0,681000000.0,1046000000.0,623000000.0,409000000.0,753000000.0,1041000000.0,1454000000.0,273000000.0,614000000.0,955000000.0,1311000000.0,313000000.0,643000000.0,979000000.0,1275000000.0,403000000.0,835000000.0,1277000000.0,1344000000.0,469000000.0,952000000.0,1694000000.0
DerivativeAssetsCurrent / USD,,,0.0,0.0,0.0,0.0,213000.0,213000.0,0.0,213000.0,213000.0,115607000.0,115607000.0,115607000.0,115607000.0,4623000.0,4623000.0,4623000.0,4623000.0,0.0,0.0,0.0,0.0,531000.0,531000.0,531000.0,531000.0,231000000.0,231000000.0,231000000.0,231000000.0,46000000.0,46000000.0,46000000.0,46000000.0,1000000.0,1000000.0,1000000.0,1000000.0,13000000.0,13000000.0,13000000.0,13000000.0,132000000.0,132000000.0,132000000.0,132000000.0,17000000.0,17000000.0,17000000.0,17000000.0,168000000.0,168000000.0,168000000.0
DerivativeAssetsNoncurrent / USD,,,0.0,0.0,0.0,0.0,218000.0,218000.0,0.0,218000.0,218000.0,1934000.0,1934000.0,1934000.0,1934000.0,0.0,,,0.0,709000.0,709000.0,709000.0,709000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,7000000.0,7000000.0,7000000.0,0.0,0.0,0.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,23000000.0,23000000.0,23000000.0,23000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,2000000.0
DerivativeGainLossOnDerivativeNet / USD,,,,,2017000.0,-13009000.0,-8000.0,3029000.0,-13009000.0,-1881000.0,2617000.0,-4398000.0,-15486000.0,-577000.0,-1872000.0,18354000.0,-769000.0,26834000.0,117109000.0,-3691000.0,-15283000.0,-12858000.0,-112918000.0,39375000.0,68010000.0,9365000.0,-26522000.0,0.0,-14000000.0,-24000000.0,-84000000.0,-285000000.0,-174000000.0,3000000.0,101000000.0,542000000.0,181000000.0,82000000.0,-108000000.0,-164000000.0,-661000000.0,-895000000.0,-81000000.0,-552000000.0,-653000000.0,-677000000.0,-848000000.0,-93000000.0,-282000000.0,-358000000.0,-586000000.0,-48000000.0,-30000000.0,101000000.0
DerivativeInstrumentsAndHedgesLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,30000000.0,,,,101000000.0,,,,21000000.0,,,,13000000.0,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet / USD,,,,,2017000.0,-13009000.0,1537000.0,5429000.0,-13009000.0,3733000.0,2617000.0,-3342000.0,-10810000.0,5630000.0,5346000.0,-25206000.0,-69631000.0,-77532000.0,127539000.0,1426000.0,-10699000.0,-8665000.0,31951000.0,37701000.0,71021000.0,20376000.0,-25345000.0,-32000000.0,-91000000.0,-139000000.0,-78000000.0,-268000000.0,-174000000.0,3000000.0,101000000.0,542000000.0,181000000.0,82000000.0,-108000000.0,-164000000.0,-661000000.0,-895000000.0,-81000000.0,-552000000.0,-653000000.0,-677000000.0,-848000000.0,-93000000.0,-282000000.0,-358000000.0,,,-30000000.0,101000000.0
DerivativeLiabilitiesCurrent / USD,8320000.0,8320000.0,4817000.0,4817000.0,4817000.0,4817000.0,0.0,0.0,4817000.0,,,,,,,,0.0,0.0,0.0,22608000.0,22608000.0,22608000.0,22608000.0,100367000.0,100367000.0,100367000.0,100367000.0,0.0,0.0,0.0,0.0,27000000.0,27000000.0,27000000.0,27000000.0,249000000.0,249000000.0,249000000.0,249000000.0,174000000.0,174000000.0,174000000.0,174000000.0,47000000.0,47000000.0,47000000.0,47000000.0,86000000.0,86000000.0,86000000.0,86000000.0,43000000.0,43000000.0,43000000.0
DerivativeLiabilitiesNoncurrent / USD,6139000.0,6139000.0,388000.0,388000.0,388000.0,388000.0,0.0,0.0,388000.0,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,6303000.0,6303000.0,6303000.0,6303000.0,15000000.0,15000000.0,15000000.0,15000000.0,0.0,0.0,0.0,0.0,57000000.0,57000000.0,57000000.0,57000000.0,29000000.0,29000000.0,29000000.0,29000000.0,148000000.0,148000000.0,148000000.0,148000000.0,122000000.0,122000000.0,122000000.0,122000000.0,106000000.0,106000000.0,106000000.0
DevelopmentWellsDrilledNetProductive / well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,,,,654.0,,,
Dividends / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69000000.0,546000000.0,546000000.0,546000000.0,108000000.0,552000000.0,552000000.0,552000000.0
DividendsCommonStockCash / USD,,,,,,,,,,,,,,,,,,,,,,,,,12327000.0,24656000.0,37313000.0,20000000.0,13000000.0,13000000.0,37000000.0,20000000.0,20000000.0,20000000.0,37000000.0,59000000.0,59000000.0,59000000.0,112000000.0,68000000.0,68000000.0,68000000.0,236000000.0,107000000.0,107000000.0,107000000.0,312000000.0,542000000.0,542000000.0,542000000.0,1572000000.0,548000000.0,548000000.0,548000000.0
EarningsPerShareBasic / USD/shares,,0.06,0.15,0.52,0.85,0.15,0.15,0.52,0.15,0.85,0.15,0.49,1.03,1.85,1.3,0.1,-3.44,-5.88,3.67,-0.46,-2.64,-2.6,-8.74,1.46,3.08,3.81,-2.2,1.65,3.87,5.47,4.95,0.06,2.18,4.44,8.09,-1.72,-16.86,-23.91,1.47,1.34,3.05,6.66,-28.61,4.35,12.28,18.99,12.24,3.88,6.95,12.01,24.61,4.28,8.93,12.0
EarningsPerShareDiluted / USD/shares,,0.06,0.15,0.52,0.85,0.15,0.15,0.52,0.15,0.85,0.15,0.48,1.02,1.83,1.29,0.1,-3.44,-5.88,3.64,-0.46,-2.64,-2.6,-8.74,1.46,3.07,3.8,-2.2,1.65,3.87,5.45,4.94,0.06,2.17,4.42,8.06,-1.72,-16.86,-23.91,1.47,1.33,3.04,6.66,-28.61,4.35,12.28,18.99,12.24,3.88,6.95,12.01,24.61,4.28,8.93,12.0
EffectiveIncomeTaxRateContinuingOperations / pure,,,,,,,,,,,,,,,,,,,,0.0,0.002,-0.002,,0.014,0.011,0.012,,0.209,0.078,0.115,0.151,-3.017,0.148,0.179,0.151,-0.261,0.175,0.187,0.13,0.226,0.224,0.223,0.191,0.216,0.216,0.205,0.217,0.217,0.218,0.218,0.205,0.216,0.218,0.221
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount / USD,,,107000.0,223000.0,338000.0,438000.0,197000.0,420000.0,438000.0,679000.0,2537000.0,1066000.0,2715000.0,4758000.0,972000.0,2139000.0,3591000.0,5125000.0,4437000.0,2764000.0,4609000.0,5525000.0,6043000.0,2343000.0,4244000.0,6411000.0,7079000.0,3000000.0,5000000.0,7000000.0,9000000.0,6000000.0,10000000.0,9000000.0,10000000.0,6000000.0,8000000.0,12000000.0,17000000.0,4000000.0,9000000.0,14000000.0,16000000.0,4000000.0,10000000.0,16000000.0,20000000.0,5000000.0,11000000.0,19000000.0,21000000.0,7000000.0,14000000.0,22000000.0
EntityCommonStockSharesOutstanding / shares,36986532.0,36986532.0,36986532.0,42161532.0,47067116.0,47106216.0,50789385.0,56632635.0,,56752819.0,58900083.0,59009236.0,63678945.0,66703004.0,71397041.0,71702583.0,78034652.0,78066147.0,90143934.0,98128043.0,98132793.0,98167289.0,98167289.0,98611408.0,98621440.0,101257911.0,164381522.0,164672205.0,163043443.0,160444608.0,158284486.0,157815843.0,157824088.0,157972650.0,158015647.0,180997368.0,181053648.0,181174549.0,177414969.0,177492631.0,173441061.0,175998577.0,183590330.0,181093498.0,178818422.0,178984911.0,178446583.0,178343733.0,178394452.0,291989194.0,289440898.0,292167960.0,289486120.0,286525614.0
EntityPublicFloat / USD,,393334919.0,,,,800108000.0,,,,,3661907000.0,,,,4709835344.0,,,,4475534237.0,,,,7801460276.0,,,,11455114815.0,,,,15900000000.0,,,,6600000000.0,,,,16900000000.0,,,,21200000000.0,,,,23400000000.0,,,,35500000000.0,,,
EquityMethodInvestmentOtherThanTemporaryImpairment / USD,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
EquityMethodInvestments / USD,10310000.0,10310000.0,,,,,,,,,,,,,,4128000.0,4146000.0,4129000.0,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,479000000.0,479000000.0,479000000.0,479000000.0,533000000.0,533000000.0,533000000.0,533000000.0,613000000.0,613000000.0,613000000.0,613000000.0,566000000.0,566000000.0,566000000.0,566000000.0,529000000.0,529000000.0,529000000.0,529000000.0,375000000.0,375000000.0,375000000.0
EscrowDeposit / USD,,,,,,,,,,,500000.0,,,,500000.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,51000000.0,34000000.0,34000000.0,12000000.0,12000000.0,119000000.0,119000000.0,119000000.0,119000000.0,,,0.0,0.0,1000000.0,1000000.0,1000000.0
ExtensionsDiscoveriesAdditionsAndImprovedRecoveryLessRelatedCosts / USD,,59414000.0,,,,73571000.0,,,73571000.0,,79293000.0,,,,552450000.0,,,,1135293000.0,,,,629149000.0,,,,779359000.0,,,,1792000000.0,,,,3287000000.0,,,,4004000000.0,,,,1514000000.0,,,,6298000000.0,,,,7674000000.0,,,
FairValueOfAssetsAcquired / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000.0,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows / USD,,,,,,,,,2049520000.0,,2769485000.0,,,,4604241000.0,,,,7695368000.0,,,,5377783000.0,,,,6275705000.0,,,,12922000000.0,,,,43578000000.0,,,,40681000000.0,,,,32173000000.0,,,,77085000000.0,,,,137051000000.0,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesDevelopmentCosts / USD,,,,,,,,,410350000.0,,541445000.0,,,,517075000.0,,,,602438000.0,,,,548239000.0,,,,617636000.0,,,,1124000000.0,,,,3560000000.0,,,,3809000000.0,,,,3585000000.0,,,,4243000000.0,,,,6176000000.0,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesIncomeTaxExpense / USD,,,,,,,,,0.0,,334903000.0,,,,674260000.0,,,,672380000.0,,,,28233000.0,,,,75595000.0,,,,84000000.0,,,,3913000000.0,,,,2635000000.0,,,,727000000.0,,,,7237000000.0,,,,17563000000.0,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows / USD,,,,,,,,,1036506000.0,,978768000.0,,,,2287615000.0,,,,4607212000.0,,,,3159081000.0,,,,3730378000.0,,,,7790000000.0,,,,25443000000.0,,,,22013000000.0,,,,14744000000.0,,,,40910000000.0,,,,78090000000.0,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts / USD,,,,,,,,,497808000.0,,773611000.0,,,,806895000.0,,,,1278487000.0,,,,1279101000.0,,,,1392852000.0,,,,2995000000.0,,,,7727000000.0,,,,9319000000.0,,,,10763000000.0,,,,19123000000.0,,,,25295000000.0,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows / USD,,,,,,,,,671894000.0,,611548000.0,,,,1311976000.0,,,,2561988000.0,,,,1740948000.0,,,,2018965000.0,,,,4033000000.0,,,,13767000000.0,,,,11829000000.0,,,,7986000000.0,,,,22193000000.0,,,,42391000000.0,,,
GainLossOnSaleOfDerivatives / USD,,,,,,,,,,,,,,,,,,,10430000.0,5117000.0,4584000.0,4193000.0,144869000.0,-1674000.0,3011000.0,11011000.0,1177000.0,-32000000.0,-77000000.0,-115000000.0,6000000.0,17000000.0,22000000.0,33000000.0,-121000000.0,87000000.0,297000000.0,288000000.0,80000000.0,-102000000.0,-425000000.0,-822000000.0,250000000.0,-420000000.0,-720000000.0,-816000000.0,-1225000000.0,1000000.0,-38000000.0,-62000000.0,-850000000.0,-4000000.0,,
GainsLossesOnExtinguishmentOfDebt / USD,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,-33134000.0,,,,0.0,,0.0,0.0,0.0,0.0,-3000000.0,-5000000.0,-56000000.0,-61000000.0,-61000000.0,-73000000.0,-5000000.0,-54000000.0,-58000000.0,-59000000.0,-75000000.0,0.0,-4000000.0,-4000000.0,-99000000.0,2000000.0,2000000.0,2000000.0
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
ImpairmentOfOilAndGasProperties / USD,,,,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,323451000.0,597188000.0,0.0,30816000.0,199168000.0,245536000.0,814798000.0,,,,245536000.0,,,,0.0,0.0,0.0,0.0,0.0,1009000000.0,3548000000.0,4999000000.0,790000000.0,0.0,0.0,0.0,6021000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,304956000.0,-35627000.0,-192380000.0,-192980000.0,-749100000.0,143031000.0,308738000.0,391543000.0,-164716000.0,225000000.0,519000000.0,722000000.0,497000000.0,10000000.0,468000000.0,958000000.0,1113000000.0,-317000000.0,-3409000000.0,-4818000000.0,362000000.0,288000000.0,710000000.0,1577000000.0,-5776000000.0,1024000000.0,2887000000.0,4447000000.0,2907000000.0,953000000.0,1704000000.0,2973000000.0,5736000000.0,1032000000.0,2178000000.0,3096000000.0
IncomeLossFromEquityMethodInvestments / USD,0.0,0.0,-13000.0,-67000.0,-67000.0,-7000.0,,,-7000.0,,-67000.0,,,,,,,0.0,0.0,0.0,18000.0,65000.0,0.0,3000.0,156000.0,309000.0,676000.0,2000000.0,,0.0,1000000.0,,0.0,0.0,0.0,0.0,-13000000.0,-10000000.0,-6000000.0,-3000000.0,2000000.0,6000000.0,-10000000.0,9000000.0,37000000.0,56000000.0,15000000.0,14000000.0,30000000.0,39000000.0,77000000.0,2000000.0,17000000.0,23000000.0
IncomeTaxExpenseBenefit / USD,,0.0,,,,0.0,,,0.0,20063000.0,54903000.0,13601000.0,28764000.0,52742000.0,31754000.0,3370000.0,-113362000.0,-194823000.0,108985000.0,0.0,368000.0,368000.0,-201310000.0,1957000.0,3536000.0,4393000.0,192000.0,47000000.0,40000000.0,83000000.0,-20000000.0,-33000000.0,69000000.0,171000000.0,168000000.0,83000000.0,-598000000.0,-902000000.0,47000000.0,65000000.0,159000000.0,352000000.0,-1104000000.0,221000000.0,623000000.0,913000000.0,631000000.0,207000000.0,372000000.0,648000000.0,1174000000.0,223000000.0,475000000.0,685000000.0
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,,,,,,,,,,,,,0.0,,,,0.0,,,,61056000.0,,,,53336000.0,,,,-127000000.0,,,,0.0,,,,0.0,,,,153000000.0,,,,-12000000.0,,,,-71000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,6434000.0,,,,6434000.0,,,6434000.0,,6434000.0,,,,30231000.0,,,,105959000.0,,,,-263179000.0,,,,-57694000.0,,,,174000000.0,,,,234000000.0,,,,76000000.0,,,,-1213000000.0,,,,610000000.0,,,,1205000000.0,,,
IncomeTaxReconciliationNondeductibleExpense / USD,,2000.0,,,,2000.0,,,2000.0,,2000.0,,,,1006000.0,,,,148000.0,,,,1354000.0,,,,3990000.0,,,,13000000.0,,,,5000000.0,,,,4000000.0,,,,6000000.0,,,,10000000.0,,,,10000000.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,42000.0,,,,42000.0,,,42000.0,,42000.0,,,,517000.0,,,,2878000.0,,,,-2548000.0,,,,770000.0,,,,3000000.0,,,,8000000.0,,,,6000000.0,,,,-30000000.0,,,,23000000.0,,,,42000000.0,,,
IncomeTaxesPaidNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100000000.0,-151000000.0,,,362000000.0,560000000.0,138000000.0,,-54000000.0,-195000000.0,-718000000.0,-2000000.0,-260000000.0,-191000000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities / USD,3252000.0,1954000.0,-682000.0,2058000.0,2145000.0,2656000.0,3243000.0,4543000.0,2656000.0,7324000.0,7151000.0,7590000.0,2076000.0,7812000.0,20588000.0,-16226000.0,-987000.0,22756000.0,6829000.0,-5121000.0,2609000.0,10590000.0,802000.0,10281000.0,26782000.0,18305000.0,15922000.0,-17000000.0,-1000000.0,18000000.0,37000000.0,-190000000.0,-166000000.0,-136000000.0,-7000000.0,-35000000.0,-50000000.0,-18000000.0,-129000000.0,-26000000.0,-26000000.0,-39000000.0,-20000000.0,-13000000.0,-21000000.0,-29000000.0,-41000000.0,-26000000.0,74000000.0,46000000.0,-47000000.0,-110000000.0,-95000000.0,-490000000.0
IncreaseDecreaseInAccountsReceivable / USD,4944000.0,1822000.0,3355000.0,2915000.0,4256000.0,1547000.0,8393000.0,12185000.0,1547000.0,13262000.0,5036000.0,12490000.0,18584000.0,33985000.0,19973000.0,-7005000.0,-9055000.0,-13112000.0,39442000.0,-23439000.0,-2434000.0,7600000.0,-8998000.0,20104000.0,36137000.0,23422000.0,35030000.0,-6000000.0,1000000.0,21000000.0,97000000.0,63000000.0,94000000.0,116000000.0,-13000000.0,-175000000.0,-229000000.0,-265000000.0,187000000.0,137000000.0,172000000.0,307000000.0,-217000000.0,403000000.0,380000000.0,113000000.0,196000000.0,36000000.0,-38000000.0,218000000.0,47000000.0,95000000.0,45000000.0,-61000000.0
IncreaseDecreaseInAccruedIncomeTaxesPayable / USD,,,,,,,,,,,,,,,,,17613000.0,,,,0.0,0.0,0.0,0.0,1017000.0,1017000.0,0.0,,0.0,0.0,1000000.0,,,,,,,,,0.0,0.0,0.0,0.0,132000000.0,-14000000.0,14000000.0,0.0,17000000.0,-19000000.0,4000000.0,17000000.0,70000000.0,-15000000.0,-51000000.0
IncreaseDecreaseInDeferredRevenue / USD,,,,,,,,,,,,,,,,,,,20775000.0,-3968000.0,-4325000.0,595000.0,-13034000.0,25402000.0,28643000.0,29657000.0,6439000.0,13000000.0,8000000.0,7000000.0,45000000.0,8000000.0,-4000000.0,64000000.0,12000000.0,14000000.0,-50000000.0,-59000000.0,135000000.0,50000000.0,100000000.0,257000000.0,-41000000.0,125000000.0,163000000.0,182000000.0,148000000.0,60000000.0,86000000.0,139000000.0,156000000.0,-35000000.0,14000000.0,109000000.0
IncreaseDecreaseInEstimatedFutureDevelopmentCosts / USD,,-23992000.0,,,,-82855000.0,,,-82855000.0,,8309000.0,,,,-5822000.0,,,,-4877000.0,,,,38638000.0,,,,20647000.0,,,,-53000000.0,,,,-81000000.0,,,,-3190000000.0,,,,526000000.0,,,,-19000000.0,,,,-317000000.0,,,
IncreaseDecreaseInFutureIncomeTaxExpenseEstimatesOnFutureCashFlowsRelatedToProvedOilAndGasReserves / USD,,0.0,,,,0.0,,,0.0,,-125542000.0,,,,-168570000.0,,,,-12326000.0,,,,268963000.0,,,,-30530000.0,,,,-9000000.0,,,,-1728000000.0,,,,693000000.0,,,,807000000.0,,,,-2841000000.0,,,,-4904000000.0,,,
IncreaseDecreaseInIncomeTaxesReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,62000000.0,62000000.0,62000000.0,0.0,-100000000.0,-99000000.0,-152000000.0,62000000.0,-1000000.0,-1000000.0,1000000.0,-152000000.0,-95000000.0,-164000000.0,-267000000.0,283000000.0,-12000000.0,-12000000.0,-12000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0,-1000000.0,37000000.0,-32000000.0,14000000.0,-37000000.0,15000000.0,12000000.0,12000000.0,11000000.0,-1000000.0,3000000.0,3000000.0,4000000.0,47000000.0,-12000000.0,-21000000.0,12000000.0,16000000.0,-3000000.0,-50000000.0,-104000000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,202000.0,326000.0,57000.0,1590000.0,-1000.0,202000.0,415000.0,1517000.0,202000.0,1376000.0,606000.0,311000.0,219000.0,5681000.0,271000.0,237000.0,-395000.0,-569000.0,4601000.0,530000.0,-574000.0,2064000.0,1310000.0,19894000.0,4966000.0,9242000.0,709000.0,7000000.0,3000000.0,6000000.0,11000000.0,9000000.0,,,-25000000.0,4000000.0,-1000000.0,1000000.0,-29000000.0,-22000000.0,-18000000.0,-23000000.0,-2000000.0,-2000000.0,-15000000.0,16000000.0,-20000000.0,0.0,-13000000.0,-5000000.0,-21000000.0,-89000000.0,-89000000.0,-78000000.0
IncreaseDueToPurchasesOfMineralsInPlace / USD,,0.0,,,,0.0,,,0.0,,107897000.0,,,,305109000.0,,,,291807000.0,,,,58849000.0,,,,43142000.0,,,,439000000.0,,,,5520000000.0,,,,309000000.0,,,,30000000.0,,,,1914000000.0,,,,1473000000.0,,,
InterestCostsCapitalizedAdjustment / USD,,,,,,,,,,,3951000.0,,,,3951000.0,,,,5275000.0,,,,0.0,,,,0.0,,,,22000000.0,,,,32000000.0,,,,66000000.0,,,,55000000.0,,,,88000000.0,,,,124000000.0,,,
InterestCostsIncurred / USD,,,,,,2528000.0,,,2528000.0,,3009000.0,,,,10322000.0,,,,36669000.0,,,,40221000.0,,,,39642000.0,,,,61000000.0,,,,110000000.0,,,,235000000.0,,,,250000000.0,,,,277000000.0,,,,272000000.0,,,
