fact_unit,2009-07-17,2009-10-09,2010-02-12,2010-04-23,2010-04-28,2010-07-16,2010-10-08,2011-02-18,2011-04-22,2011-07-15,2011-10-07,2012-02-16,2012-04-19,2012-07-12,2012-10-04,2013-02-20,2013-05-02,2013-08-01,2013-10-31,2014-02-20,2014-04-30,2014-07-03,2014-07-30,2014-09-05,2014-10-29,2015-02-19,2015-04-30,2015-07-30,2015-10-29,2016-02-18,2016-04-28,2016-07-28,2016-11-09,2017-02-21,2017-05-09,2017-08-08,2017-11-08,2018-02-15,2018-05-10,2018-08-07,2018-11-06,2019-03-01,2019-05-10,2019-08-06,2019-11-05,2020-02-27,2020-05-11,2020-08-10,2020-11-06,2021-02-18,2021-04-02,2021-05-10,2021-08-03,2021-11-03,2022-02-15,2022-05-04,2022-08-02,2022-11-03,2023-02-14,2023-05-02,2023-08-01,2023-11-02,2024-02-13,2024-05-01,2024-07-31,2024-11-04,2025-02-11,2025-05-06,2025-08-05,2025-11-04
Assets / USD,8903000000.0,8903000000.0,8903000000.0,7933000000.0,7933000000.0,7933000000.0,7933000000.0,7933000000.0,8983000000.0,8983000000.0,8983000000.0,8983000000.0,5910000000.0,5910000000.0,5910000000.0,5910000000.0,6342000000.0,6342000000.0,6342000000.0,6342000000.0,6794000000.0,6342000000.0,6794000000.0,6794000000.0,6794000000.0,6794000000.0,6865000000.0,6865000000.0,6865000000.0,6833000000.0,6082000000.0,6082000000.0,6082000000.0,6082000000.0,24140000000.0,24140000000.0,24140000000.0,24140000000.0,23846000000.0,23846000000.0,23846000000.0,23846000000.0,23696000000.0,23696000000.0,23696000000.0,23696000000.0,25051000000.0,25051000000.0,25051000000.0,25051000000.0,,24701000000.0,24701000000.0,24701000000.0,24701000000.0,25553000000.0,25553000000.0,25553000000.0,25553000000.0,24815000000.0,24815000000.0,24815000000.0,24815000000.0,25674000000.0,25674000000.0,25674000000.0,25674000000.0,26182000000.0,26182000000.0,26182000000.0
AssetsCurrent / USD,3406000000.0,3406000000.0,3406000000.0,2851000000.0,2851000000.0,2851000000.0,2851000000.0,2851000000.0,3382000000.0,3382000000.0,3382000000.0,3382000000.0,1324000000.0,1324000000.0,1324000000.0,1324000000.0,1475000000.0,1475000000.0,1475000000.0,1475000000.0,1903000000.0,1475000000.0,1903000000.0,1903000000.0,1903000000.0,1903000000.0,1921000000.0,1921000000.0,1921000000.0,1610000000.0,1384000000.0,1384000000.0,1384000000.0,1384000000.0,3371000000.0,3371000000.0,3371000000.0,3371000000.0,2740000000.0,2740000000.0,2740000000.0,2740000000.0,2706000000.0,2706000000.0,2706000000.0,2706000000.0,3127000000.0,3127000000.0,3127000000.0,3127000000.0,,2825000000.0,2825000000.0,2825000000.0,2825000000.0,3626000000.0,3626000000.0,3626000000.0,3626000000.0,3313000000.0,3313000000.0,3313000000.0,3313000000.0,3311000000.0,3311000000.0,3311000000.0,3311000000.0,3485000000.0,3485000000.0,3485000000.0
CashAndCashEquivalentsAtCarryingValue / USD,332000000.0,332000000.0,191000000.0,115000000.0,115000000.0,134000000.0,134000000.0,332000000.0,115000000.0,115000000.0,115000000.0,134000000.0,505000000.0,505000000.0,505000000.0,115000000.0,102000000.0,102000000.0,102000000.0,505000000.0,88000000.0,505000000.0,88000000.0,88000000.0,88000000.0,102000000.0,126000000.0,126000000.0,126000000.0,88000000.0,104000000.0,104000000.0,104000000.0,126000000.0,96000000.0,96000000.0,96000000.0,104000000.0,383000000.0,383000000.0,383000000.0,383000000.0,316000000.0,316000000.0,316000000.0,316000000.0,225000000.0,225000000.0,225000000.0,225000000.0,,877000000.0,877000000.0,877000000.0,877000000.0,1393000000.0,1393000000.0,1393000000.0,1393000000.0,507000000.0,507000000.0,507000000.0,507000000.0,338000000.0,338000000.0,338000000.0,338000000.0,396000000.0,396000000.0,396000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887000000.0,887000000.0,887000000.0,117000000.0,429000000.0,429000000.0,429000000.0,887000000.0,360000000.0,360000000.0,360000000.0,429000000.0,,,253000000.0,253000000.0,360000000.0,894000000.0,894000000.0,894000000.0,253000000.0,1421000000.0,1421000000.0,1421000000.0,894000000.0,525000000.0,525000000.0,525000000.0,1421000000.0,366000000.0,366000000.0,366000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118000000.0,-372000000.0,-353000000.0,770000000.0,314000000.0,-26000000.0,-16000000.0,-458000000.0,-60000000.0,-40000000.0,-60000000.0,-69000000.0,,,2047000000.0,1337000000.0,-107000000.0,-252000000.0,-215000000.0,-97000000.0,641000000.0,-354000000.0,-854000000.0,-353000000.0,527000000.0,46000000.0,54000000.0,218000000.0,-896000000.0,82000000.0,4000000.0,50000000.0
CommercialPaperNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197000000.0,,,,,,,,,0.0,871000000.0,871000000.0,871000000.0,871000000.0,1421000000.0,1421000000.0,1421000000.0,1421000000.0,1582000000.0,1582000000.0,1582000000.0
CommonStockCapitalSharesReservedForFutureIssuance / shares,,,,,,64000000.0,63000000.0,58000000.0,54000000.0,54000000.0,52000000.0,49000000.0,45000000.0,44000000.0,43000000.0,39000000.0,36000000.0,35000000.0,34000000.0,32000000.0,29000000.0,32000000.0,28000000.0,28000000.0,,27000000.0,,,,24000000.0,,,,35000000.0,,,,32000000.0,,,,31000000.0,,,,29000000.0,,,,27000000.0,,,,,25000000.0,,,,24000000.0,,,,12000000.0,,,,11000000.0,,,
CommonStockDividendsPerShareCashPaid / USD/shares,,,,,,,,,,,,,0.1,0.23,0.36,,0.13,0.3,0.47,,0.17,,0.37,0.37,0.57,,0.2,0.45,0.7,,0.25,0.55,0.85,,0.3,0.63,0.96,,0.33,0.74,1.15,,0.33,0.41,0.41,,0.41,0.41,0.41,,,,0.48,0.48,,,0.3,0.3,,0.4,0.3,0.3,,0.4,0.4,0.4,,0.52,0.52,0.52
CommonStockDividendsPerShareDeclared / USD/shares,0.1619,0.2482,0.2844,0.0866,0.0866,0.0866,0.0866,0.3339,0.04,0.08,0.12,0.0866,0.0875,0.1875,0.2875,0.2075,0.1,0.23,0.36,,0.13,,0.3,0.3,0.47,,0.17,0.37,0.57,,0.2,0.45,0.7,,0.25,0.55,0.85,,0.3,0.63,0.96,,,,,1.29,,,,1.56,,,,,1.85,,,,0.48,,,,1.0,,,,1.0,,,
CommonStockParOrStatedValuePerShare / USD/shares,,,,,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,0.01,,,,0.01,,,,0.01,0.01,0.01,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,
CommonStockSharesAuthorized / shares,,,,,,,,800000000.0,,,,800000000.0,,,,800000000.0,,,,800000000.0,,800000000.0,,,,800000000.0,,,,800000000.0,,,,800000000.0,,,,800000000.0,,,,800000000.0,,,,800000000.0,,,,800000000.0,,,,,800000000.0,,,,800000000.0,,,,800000000.0,,,,800000000.0,,,
CommonStockSharesOutstanding / shares,,,,,,,,366900000.0,,,,353400000.0,,,,358200000.0,,,310900000.0,366900000.0,298000000.0,366900000.0,298000000.0,298000000.0,298000000.0,280000000.0,279900000.0,279900000.0,279900000.0,265300000.0,256300000.0,256300000.0,256300000.0,386100000.0,386100000.0,386100000.0,386100000.0,359100000.0,359100000.0,359100000.0,359100000.0,339100000.0,339100000.0,,,324000000.0,,,,324400000.0,,,,,326300000.0,,,,310600000.0,,,,290539975.0,,,,276671710.0,,,
CommonStockValue / USD,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0
ComprehensiveIncomeNetOfTax / USD,,,,,,,,,70000000.0,184000000.0,278000000.0,,105000000.0,227000000.0,43000000.0,443000000.0,114000000.0,242000000.0,389000000.0,152000000.0,134000000.0,152000000.0,305000000.0,305000000.0,470000000.0,575000000.0,175000000.0,369000000.0,547000000.0,626000000.0,187000000.0,429000000.0,607000000.0,727000000.0,238000000.0,489000000.0,563000000.0,733000000.0,556000000.0,1201000000.0,1793000000.0,507000000.0,582000000.0,864000000.0,1302000000.0,1939000000.0,406000000.0,672000000.0,881000000.0,1537000000.0,,-347000000.0,-450000000.0,-188000000.0,1303000000.0,-166000000.0,352000000.0,434000000.0,-41000000.0,391000000.0,746000000.0,1037000000.0,892000000.0,839000000.0,1496000000.0,2115000000.0,1971000000.0,417000000.0,1078000000.0,1853000000.0
CostsAndExpenses / USD,5624000000.0,8384000000.0,11807000000.0,2455000000.0,2455000000.0,4918000000.0,7895000000.0,12114000000.0,2450000000.0,4995000000.0,7476000000.0,11060000000.0,2587000000.0,5327000000.0,8345000000.0,10996000000.0,2377000000.0,4910000000.0,7426000000.0,11791000000.0,2916000000.0,11791000000.0,5900000000.0,5900000000.0,8815000000.0,10874000000.0,3039000000.0,6207000000.0,9369000000.0,11796000000.0,3181000000.0,6501000000.0,9740000000.0,12637000000.0,3405000000.0,6918000000.0,10689000000.0,13136000000.0,4366000000.0,8833000000.0,13121000000.0,13983000000.0,4479000000.0,9070000000.0,13525000000.0,17948000000.0,4502000000.0,9398000000.0,14075000000.0,18392000000.0,,4567000000.0,6185000000.0,8187000000.0,19172000000.0,2232000000.0,4895000000.0,8296000000.0,10487000000.0,3641000000.0,8029000000.0,12384000000.0,12107000000.0,4664000000.0,9643000000.0,14472000000.0,17311000000.0,5101000000.0,10345000000.0,15656000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,275000000.0,,,,169000000.0,,,,-117000000.0,,,,-53000000.0,,-53000000.0,,,,-6000000.0,,,,139000000.0,,,,224000000.0,,,,167000000.0,,,,203000000.0,,,,1253000000.0,,,,169000000.0,,,,,272000000.0,,,,-9000000.0,,,,-99000000.0,,,,364000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,85000000.0,,,,61000000.0,,,,51000000.0,,,,55000000.0,,55000000.0,,,,34000000.0,,,,44000000.0,,,,47000000.0,,,,50000000.0,,,,56000000.0,,,,178000000.0,,,,284000000.0,,,,,161000000.0,,,,78000000.0,,,,86000000.0,,,,155000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,,400000000.0,,,,242000000.0,,,,-59000000.0,,,,2000000.0,,2000000.0,,,,36000000.0,,,,200000000.0,,,,314000000.0,,,,257000000.0,,,,300000000.0,,,,1583000000.0,,,,547000000.0,,,,,490000000.0,,,,110000000.0,,,,-37000000.0,,,,601000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,40000000.0,,,,12000000.0,,,,7000000.0,,,,0.0,,0.0,,,,8000000.0,,,,17000000.0,,,,43000000.0,,,,40000000.0,,,,41000000.0,,,,152000000.0,,,,94000000.0,,,,,57000000.0,,,,41000000.0,,,,-24000000.0,,,,82000000.0,,,
DebtAndCapitalLeaseObligations / USD,,,,,,,,,,,,,,2171000000.0,2171000000.0,2171000000.0,2935000000.0,2935000000.0,2935000000.0,2935000000.0,3199000000.0,2935000000.0,3199000000.0,3199000000.0,3199000000.0,3199000000.0,3781000000.0,3781000000.0,3781000000.0,3771000000.0,4107000000.0,4107000000.0,4107000000.0,4107000000.0,8506000000.0,8506000000.0,8506000000.0,8506000000.0,8238000000.0,8238000000.0,8238000000.0,8238000000.0,9347000000.0,9347000000.0,9347000000.0,9347000000.0,10940000000.0,10940000000.0,10940000000.0,10940000000.0,,,10376000000.0,10376000000.0,10376000000.0,10138000000.0,10138000000.0,10138000000.0,10138000000.0,10064000000.0,10064000000.0,10064000000.0,10064000000.0,11873000000.0,11873000000.0,11873000000.0,11873000000.0,14447000000.0,14447000000.0,14447000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,,-7000000.0,,,,-234000000.0,,,,150000000.0,,,,116000000.0,,116000000.0,,,,211000000.0,,,,68000000.0,,,,21000000.0,,,,131000000.0,,,,80000000.0,,,,-61000000.0,,,,-10000000.0,,,,,-141000000.0,,,,-180000000.0,,,,122000000.0,,,,129000000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,,-35000000.0,,,,-45000000.0,,,,-12000000.0,,,,30000000.0,,30000000.0,,,,1000000.0,,,,-7000000.0,,,,-5000000.0,,,,1000000.0,,,,34000000.0,,,,-32000000.0,,,,-105000000.0,,,,,16000000.0,,,,-48000000.0,,,,-41000000.0,,,,1000000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672000000.0,672000000.0,672000000.0,116000000.0,116000000.0,116000000.0,116000000.0,93000000.0,93000000.0,93000000.0,93000000.0,171000000.0,171000000.0,171000000.0,171000000.0,154000000.0,154000000.0,154000000.0,154000000.0,,249000000.0,249000000.0,249000000.0,249000000.0,228000000.0,228000000.0,228000000.0,228000000.0,240000000.0,240000000.0,240000000.0,240000000.0,673000000.0,673000000.0,673000000.0,673000000.0,650000000.0,650000000.0,650000000.0
DeferredIncomeTaxExpenseBenefit / USD,,,,,,,,-50000000.0,,,,-307000000.0,,,,152000000.0,,,,156000000.0,,156000000.0,,,,242000000.0,,,,71000000.0,,,,21000000.0,,,,139000000.0,,,,131000000.0,,,,-60000000.0,,,,-109000000.0,,,,,-164000000.0,,,,-309000000.0,,,,118000000.0,,,,155000000.0,,,
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931000000.0,,,,1114000000.0,,,,1039000000.0,,,,1276000000.0,,,,,950000000.0,,,,1030000000.0,,,,1026000000.0,,,,819000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000000.0,16000000.0,1020000000.0,1020000000.0,1020000000.0,1020000000.0,605000000.0,605000000.0,605000000.0,605000000.0,485000000.0,485000000.0,485000000.0,485000000.0,290000000.0,290000000.0,290000000.0,290000000.0,,83000000.0,83000000.0,83000000.0,83000000.0,169000000.0,169000000.0,169000000.0,169000000.0,313000000.0,313000000.0,313000000.0,313000000.0,209000000.0,209000000.0,209000000.0,209000000.0,81000000.0,81000000.0,81000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,,,,-8000000.0,,,,-28000000.0,,,,14000000.0,,,,10000000.0,,10000000.0,,,,30000000.0,,,,10000000.0,,,,5000000.0,,,,7000000.0,,,,17000000.0,,,,33000000.0,,,,6000000.0,,,,,-39000000.0,,,,-81000000.0,,,,37000000.0,,,,25000000.0,,,
DeferredTaxAssetInterestCarryforward / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,163000000.0,,,,187000000.0,,,,67000000.0,,,
DeferredTaxAssetsDeferredIncome / USD,,,,,,,,22000000.0,,,,18000000.0,,,,15000000.0,,,,4000000.0,,4000000.0,,,,23000000.0,,,,20000000.0,,,,21000000.0,,,,20000000.0,,,,17000000.0,,,,56000000.0,,,,70000000.0,,,,,69000000.0,,,,98000000.0,,,,66000000.0,,,,102000000.0,,,
DeferredTaxAssetsGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276000000.0,,,,911000000.0,,,,1153000000.0,,,,1756000000.0,,,,,2125000000.0,,,,2073000000.0,,,,2312000000.0,,,,2432000000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,,,,,1237000000.0,,,,1136000000.0,,,,1127000000.0,,,,925000000.0,,925000000.0,,,,866000000.0,,,,803000000.0,,,,656000000.0,,,,,,,,,,,,,,,,166000000.0,,,,,166000000.0,,,,59000000.0,,,,464000000.0,,,,464000000.0,,,
DeferredTaxAssetsNet / USD,,,,,,,,1307000000.0,,,,1236000000.0,,,,1145000000.0,,,,950000000.0,,950000000.0,,,,878000000.0,,,,819000000.0,,,,,,,,1027000000.0,,,,602000000.0,,,,725000000.0,,,,1140000000.0,,,,,1116000000.0,,,,1089000000.0,,,,953000000.0,,,,1283000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,,,,,194000000.0,,,,204000000.0,,,,467000000.0,,,,294000000.0,,294000000.0,,,,293000000.0,,,,257000000.0,,,,205000000.0,,,,320000000.0,,,,376000000.0,,,,494000000.0,,,,680000000.0,,,,,818000000.0,,,,771000000.0,,,,1096000000.0,,,,1132000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration / USD,,,,,,,,,,,,2800000000.0,,,,1000000000.0,,,,747000000.0,,747000000.0,,,,561000000.0,,,,413000000.0,,,,1243000000.0,,,,1346000000.0,,,,1712000000.0,,,,1951000000.0,,,,2315000000.0,,,,,1738000000.0,,,,3081000000.0,,,,3207000000.0,,,,2963000000.0,,,
DeferredTaxAssetsOther / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000000.0,,,,2000000.0,,,,13000000.0,,,,15000000.0,,,,,82000000.0,,,,34000000.0,,,,12000000.0,,,,40000000.0,,,
DeferredTaxAssetsPropertyPlantAndEquipment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,,,,,,,,223000000.0,,,,235000000.0,,,,281000000.0,,,,328000000.0,,328000000.0,,,,273000000.0,,,,182000000.0,,,,111000000.0,,,,79000000.0,,,,27000000.0,,,,24000000.0,,,,41000000.0,,,,,49000000.0,,,,53000000.0,,,,55000000.0,,,,64000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits / USD,,,,,,,,278000000.0,,,,296000000.0,,,,295000000.0,,,,321000000.0,,321000000.0,,,,340000000.0,,,,347000000.0,,,,348000000.0,,,,430000000.0,,,,264000000.0,,,,261000000.0,,,,267000000.0,,,,,262000000.0,,,,235000000.0,,,,243000000.0,,,,265000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves / USD,,,,,,,,185000000.0,,,,213000000.0,,,,64000000.0,,,,63000000.0,,63000000.0,,,,61000000.0,,,,57000000.0,,,,63000000.0,,,,204000000.0,,,,161000000.0,,,,160000000.0,,,,162000000.0,,,,,214000000.0,,,,191000000.0,,,,181000000.0,,,,219000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,,,,,57000000.0,,,,62000000.0,,,,72000000.0,,,,145000000.0,,145000000.0,,,,165000000.0,,,,145000000.0,,,,163000000.0,,,,249000000.0,,,,309000000.0,,,,428000000.0,,,,616000000.0,,,,,1009000000.0,,,,984000000.0,,,,1359000000.0,,,,1149000000.0,,,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,229000000.0,,,,,197000000.0,,,,290000000.0,,,,265000000.0,,,,248000000.0,,,
DeferredTaxLiabilitiesOther / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,40000000.0,,,,16000000.0,,,
DeferredTaxLiabilitiesOtherFiniteLivedAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,,,,1724000000.0,,,,1019000000.0,,,,876000000.0,,,,895000000.0,,,,,663000000.0,,,,666000000.0,,,,626000000.0,,,,471000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,199000000.0,,,,62000000.0,,,,85000000.0,,,,82000000.0,,,,,42000000.0,,,,9000000.0,,,,58000000.0,,,,62000000.0,,,
