fact_unit,2009-07-30,2009-10-23,2010-02-17,2010-04-22,2010-07-23,2010-10-22,2011-02-17,2011-04-22,2011-07-21,2011-10-21,2012-02-16,2012-04-24,2012-07-27,2012-10-23,2013-02-11,2013-04-26,2013-07-26,2013-10-25,2014-02-07,2014-04-25,2014-07-25,2014-10-24,2015-02-24,2015-04-23,2015-07-24,2015-10-23,2016-02-05,2016-05-06,2016-08-01,2016-10-28,2017-02-07,2017-04-28,2017-07-28,2017-10-27,2018-02-09,2018-04-27,2018-07-27,2018-10-26,2019-02-13,2019-04-26,2019-07-26,2019-10-25,2020-02-11,2020-04-24,2020-07-24,2020-10-23,2021-02-05,2021-04-27,2021-07-23,2021-10-22,2022-02-04,2022-04-22,2022-07-22,2022-10-26,2023-02-07,2023-04-26,2023-07-26,2023-10-25,2024-02-06,2024-04-24,2024-07-29,2024-11-07,2025-02-12,2025-04-25,2025-07-25,2025-10-24
AccountsPayableCurrent / USD,898000000.0,898000000.0,898000000.0,787000000.0,787000000.0,787000000.0,787000000.0,1139000000.0,1139000000.0,1139000000.0,1139000000.0,1826000000.0,1826000000.0,1826000000.0,1826000000.0,2041000000.0,2041000000.0,2041000000.0,2041000000.0,2365000000.0,2365000000.0,2365000000.0,2365000000.0,2814000000.0,2814000000.0,2814000000.0,2814000000.0,2019000000.0,2019000000.0,2019000000.0,2019000000.0,1764000000.0,1764000000.0,1764000000.0,1764000000.0,2554000000.0,2554000000.0,2554000000.0,2554000000.0,3018000000.0,3018000000.0,3018000000.0,3018000000.0,2432000000.0,2432000000.0,2432000000.0,2432000000.0,1573000000.0,1573000000.0,1573000000.0,1573000000.0,2353000000.0,2353000000.0,2353000000.0,2353000000.0,3121000000.0,3121000000.0,3121000000.0,3121000000.0,3147000000.0,3147000000.0,3147000000.0,3147000000.0,3189000000.0,3189000000.0,3189000000.0
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292000000.0,292000000.0,,349000000.0,349000000.0,349000000.0,,370000000.0,370000000.0,370000000.0,,328000000.0,328000000.0,328000000.0
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000000.0,,,,370000000.0,,,
AccruedIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216000000.0,261000000.0,261000000.0,261000000.0,261000000.0,294000000.0,294000000.0,294000000.0,294000000.0,390000000.0,390000000.0,390000000.0,390000000.0,449000000.0,449000000.0,449000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,4566000000.0,4566000000.0,4566000000.0,5230000000.0,5230000000.0,5230000000.0,5230000000.0,6064000000.0,6064000000.0,6064000000.0,6064000000.0,7096000000.0,7096000000.0,7096000000.0,7096000000.0,8056000000.0,8056000000.0,8056000000.0,8056000000.0,9480000000.0,9480000000.0,9480000000.0,9480000000.0,11007000000.0,11007000000.0,11007000000.0,11007000000.0,11576000000.0,11576000000.0,11576000000.0,11576000000.0,11198000000.0,11198000000.0,11198000000.0,11198000000.0,12249000000.0,12249000000.0,12249000000.0,12249000000.0,13182000000.0,13153000000.0,13153000000.0,13153000000.0,12630000000.0,12630000000.0,12630000000.0,12630000000.0,11039000000.0,11039000000.0,11039000000.0,11039000000.0,11442000000.0,11442000000.0,11442000000.0,11442000000.0,11660000000.0,11660000000.0,11660000000.0,11660000000.0,12064000000.0,12064000000.0,12064000000.0,12064000000.0,12461000000.0,12461000000.0,12461000000.0
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax / USD,,,,,149000000.0,149000000.0,-151000000.0,175000000.0,175000000.0,175000000.0,149000000.0,,208000000.0,208000000.0,175000000.0,241000000.0,241000000.0,241000000.0,-241000000.0,241000000.0,241000000.0,241000000.0,-241000000.0,326000000.0,326000000.0,326000000.0,-326000000.0,221000000.0,221000000.0,221000000.0,-221000000.0,313000000.0,313000000.0,313000000.0,-313000000.0,334000000.0,334000000.0,334000000.0,-334000000.0,203000000.0,203000000.0,203000000.0,-203000000.0,214000000.0,214000000.0,214000000.0,214000000.0,226000000.0,226000000.0,226000000.0,226000000.0,47000000.0,47000000.0,47000000.0,47000000.0,101000000.0,101000000.0,101000000.0,101000000.0,207000000.0,207000000.0,207000000.0,207000000.0,234000000.0,234000000.0,234000000.0
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax / USD,,,,,-65000000.0,-65000000.0,-60000000.0,-66000000.0,-66000000.0,,,,-66000000.0,-66000000.0,,-69000000.0,-69000000.0,-69000000.0,,-69000000.0,-69000000.0,-69000000.0,,-70000000.0,-70000000.0,-70000000.0,,-78000000.0,-78000000.0,-78000000.0,,-80000000.0,-80000000.0,-80000000.0,,-80000000.0,-80000000.0,-80000000.0,,-82000000.0,-82000000.0,-82000000.0,,-82000000.0,-82000000.0,-82000000.0,,-83000000.0,-83000000.0,-83000000.0,-83000000.0,-85000000.0,-85000000.0,-85000000.0,-85000000.0,-84000000.0,-84000000.0,-84000000.0,-84000000.0,-84000000.0,-84000000.0,-84000000.0,-84000000.0,-82000000.0,-82000000.0,-82000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,,,,,-213000000.0,-213000000.0,,,,,,,-273000000.0,-273000000.0,-273000000.0,-309000000.0,-309000000.0,-309000000.0,-309000000.0,-307000000.0,-307000000.0,-307000000.0,-307000000.0,-399000000.0,-399000000.0,-399000000.0,-399000000.0,-363000000.0,-363000000.0,-363000000.0,-363000000.0,-454000000.0,-454000000.0,-454000000.0,-454000000.0,-469000000.0,-469000000.0,-469000000.0,-469000000.0,-355000000.0,-355000000.0,-355000000.0,-355000000.0,-362000000.0,-362000000.0,-362000000.0,-362000000.0,-362000000.0,-362000000.0,-362000000.0,-362000000.0,-183000000.0,-183000000.0,-183000000.0,-183000000.0,-230000000.0,-230000000.0,-230000000.0,-230000000.0,-331000000.0,-331000000.0,-331000000.0,-331000000.0,-353000000.0,-353000000.0,-353000000.0
AdditionalPaidInCapitalCommonStock / USD,,,,,,,,,,339000000.0,339000000.0,455000000.0,455000000.0,455000000.0,455000000.0,486000000.0,486000000.0,486000000.0,486000000.0,415000000.0,415000000.0,415000000.0,415000000.0,309000000.0,309000000.0,309000000.0,309000000.0,274000000.0,274000000.0,274000000.0,274000000.0,201000000.0,201000000.0,201000000.0,201000000.0,207000000.0,207000000.0,207000000.0,207000000.0,211000000.0,211000000.0,211000000.0,211000000.0,143000000.0,143000000.0,143000000.0,143000000.0,0.0,0.0,0.0,0.0,32000000.0,32000000.0,32000000.0,32000000.0,50000000.0,50000000.0,50000000.0,50000000.0,63000000.0,63000000.0,63000000.0,63000000.0,79000000.0,79000000.0,79000000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,60000000.0,60000000.0,60000000.0,90000000.0,90000000.0,90000000.0,90000000.0,91000000.0,91000000.0,91000000.0,91000000.0,137000000.0,137000000.0,137000000.0,137000000.0,92000000.0,92000000.0,92000000.0,92000000.0,117000000.0,117000000.0,117000000.0,117000000.0,137000000.0,137000000.0,137000000.0,137000000.0,145000000.0,145000000.0,145000000.0,145000000.0,175000000.0,175000000.0,175000000.0,175000000.0,725000000.0,725000000.0,725000000.0,725000000.0,738000000.0,738000000.0,738000000.0,738000000.0,776000000.0,776000000.0,776000000.0,776000000.0,824000000.0,824000000.0,824000000.0,824000000.0,754000000.0,754000000.0,754000000.0,754000000.0,731000000.0,731000000.0,731000000.0,731000000.0,742000000.0,742000000.0,742000000.0,742000000.0,754000000.0,754000000.0,754000000.0
Assets / USD,14385000000.0,14385000000.0,14385000000.0,16538000000.0,16538000000.0,16538000000.0,14385000000.0,18297000000.0,18297000000.0,18297000000.0,18297000000.0,23677000000.0,23677000000.0,23677000000.0,23677000000.0,27410000000.0,27410000000.0,27410000000.0,27410000000.0,29223000000.0,29223000000.0,29223000000.0,29223000000.0,32240000000.0,32240000000.0,32240000000.0,32165000000.0,36942000000.0,36942000000.0,36942000000.0,36942000000.0,27000000000.0,27000000000.0,27000000000.0,27000000000.0,25085000000.0,25085000000.0,25085000000.0,25085000000.0,25982000000.0,25982000000.0,25982000000.0,25982000000.0,25377000000.0,25377000000.0,25377000000.0,25377000000.0,20680000000.0,20680000000.0,20680000000.0,20680000000.0,22321000000.0,22321000000.0,22321000000.0,22321000000.0,23255000000.0,23255000000.0,23255000000.0,23255000000.0,24683000000.0,24683000000.0,24683000000.0,24683000000.0,25587000000.0,25587000000.0,25587000000.0
AssetsCurrent / USD,7411000000.0,7411000000.0,7411000000.0,8638000000.0,8638000000.0,8638000000.0,8638000000.0,8886000000.0,8886000000.0,8886000000.0,8886000000.0,11577000000.0,11577000000.0,11577000000.0,11577000000.0,13086000000.0,13086000000.0,13086000000.0,13086000000.0,13704000000.0,13704000000.0,13704000000.0,13704000000.0,15068000000.0,15068000000.0,15068000000.0,14647000000.0,20070000000.0,20070000000.0,20070000000.0,20070000000.0,11677000000.0,11677000000.0,11677000000.0,11677000000.0,10777000000.0,10777000000.0,10777000000.0,10777000000.0,11151000000.0,11151000000.0,11151000000.0,11151000000.0,11212000000.0,11212000000.0,11212000000.0,11212000000.0,9475000000.0,9475000000.0,9475000000.0,9475000000.0,9943000000.0,9943000000.0,9943000000.0,9943000000.0,10952000000.0,10952000000.0,10952000000.0,10952000000.0,11543000000.0,11543000000.0,11543000000.0,11543000000.0,12382000000.0,12382000000.0,12382000000.0
