fact_unit,2018-08-08,2018-11-07,2019-02-22,2019-05-08,2019-08-07,2019-11-06,2020-03-02,2020-05-06,2020-08-05,2020-11-05,2021-02-26,2021-05-06,2021-08-05,2021-11-03,2022-02-25,2022-05-05,2022-08-04,2022-11-04,2023-02-24,2023-05-05,2023-08-04,2023-11-07,2024-02-29,2024-05-09,2024-08-09,2024-11-07,2025-02-27,2025-05-08,2025-08-07,2025-11-06
EnergyRelatedInventoryCoal / USD,,94100000.0,94100000.0,168900000.0,168900000.0,168900000.0,168900000.0,146400000.0,146400000.0,146400000.0,146400000.0,145000000.0,145000000.0,145000000.0,145000000.0,160900000.0,160900000.0,160900000.0,160900000.0,180700000.0,180700000.0,180700000.0,180700000.0,257300000.0,257300000.0,257300000.0,257300000.0,264200000.0,264200000.0,264200000.0
EntityCommonStockSharesOutstanding / shares,217687849.0,263455083.0,254630033.0,244098475.0,235467484.0,227903192.0,226659013.0,226740469.0,226827540.0,226831800.0,226944941.0,229267502.0,229297836.0,229302700.0,229311689.0,229478276.0,229521999.0,229536385.0,229568060.0,229680947.0,229702154.0,229720757.0,229730266.0,229929116.0,229958436.0,229976171.0,230009344.0,230090698.0,230155314.0,230214144.0
EntityPublicFloat / USD,,,15236578926.0,,,,14138041261.0,,,,13410149293.0,,,,13704717320.0,,,,14786156340.0,,,,13251118253.0,,,,12025571828.0,,,
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss / USD,17000000.0,41200000.0,10400000.0,-12200000.0,-14900000.0,3400000.0,1400000.0,40500000.0,57100000.0,59200000.0,-53600000.0,-88300000.0,-29900000.0,-1500000.0,82200000.0,26700000.0,64100000.0,64400000.0,45200000.0,-43700000.0,-87400000.0,-169700000.0,95500000.0,33200000.0,57200000.0,44400000.0,-145600000.0,29400000.0,50900000.0,96700000.0
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnfundedCommittments / USD,2800000.0,2800000.0,2800000.0,4300000.0,4300000.0,4300000.0,4300000.0,3300000.0,3300000.0,3300000.0,3300000.0,2200000.0,2200000.0,2200000.0,2200000.0,1700000.0,1700000.0,1700000.0,1700000.0,1500000.0,1500000.0,1500000.0,1500000.0,1400000.0,1400000.0,1400000.0,1400000.0,1300000.0,1300000.0,1300000.0
FinanceLeaseInterestExpense / USD,,,,700000.0,1300000.0,2300000.0,2900000.0,,,,2900000.0,,,,2900000.0,,,,3100000.0,,,,2500000.0,,,,2400000.0,,,
FinanceLeaseInterestPaymentOnLiability / USD,,,,700000.0,1400000.0,2000000.0,2800000.0,,,,2800000.0,,,,2800000.0,,,,2800000.0,,,,2600000.0,,,,2400000.0,,,
FinanceLeaseLiability / USD,,,,50200000.0,49400000.0,48300000.0,52800000.0,,,,51300000.0,,,,46300000.0,,,,46500000.0,,,,54700000.0,,,,88300000.0,,,
FinanceLeaseLiabilityCurrent / USD,,,,4200000.0,4800000.0,4800000.0,4900000.0,,,,6000000.0,,,,,,,,5700000.0,,,,7200000.0,,,,13300000.0,,,
FinanceLeaseLiabilityNoncurrent / USD,,,,46000000.0,44600000.0,43500000.0,47900000.0,,,,45300000.0,,,,,,,,40800000.0,,,,47500000.0,,,,75000000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,,,,77800000.0,75900000.0,74200000.0,78900000.0,,,,75000000.0,,,,67600000.0,,,,67600000.0,,,,74700000.0,,,,108800000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,48400000.0,48400000.0,48400000.0,46200000.0,,,,42400000.0,,,,38500000.0,,,,36800000.0,,,,35500000.0,,,,37100000.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,8100000.0,,,,8800000.0,,,,7800000.0,,,,8000000.0,,,,9300000.0,,,,16400000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,4800000.0,4800000.0,4800000.0,4700000.0,,,,4600000.0,,,,4400000.0,,,,4900000.0,,,,6700000.0,,,,10300000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,5700000.0,5700000.0,5700000.0,5800000.0,,,,5300000.0,,,,4700000.0,,,,5400000.0,,,,7300000.0,,,,14200000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,6500000.0,6500000.0,6500000.0,6700000.0,,,,6600000.0,,,,5500000.0,,,,5800000.0,,,,7800000.0,,,,15200000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,,,,7000000.0,7000000.0,7000000.0,7400000.0,,,,7300000.0,,,,6700000.0,,,,6700000.0,,,,8100000.0,,,,15600000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,,,,27600000.0,26500000.0,25900000.0,26100000.0,,,,23700000.0,,,,21300000.0,,,,21100000.0,,,,20000000.0,,,,20500000.0,,,
FinanceLeasePrincipalPayments / USD,,,,1100000.0,2200000.0,3300000.0,5000000.0,,,,5000000.0,,,,5000000.0,,,,5600000.0,,,,5300000.0,,,,5900000.0,,,
FinanceLeaseRightOfUseAsset / USD,,,,,,,302800000.0,,,,314100000.0,,,,,,,,315000000.0,,,,323700000.0,,,,323700000.0,,,
FinanceLeaseRightOfUseAssetAmortization / USD,,,,1100000.0,1700000.0,4000000.0,5200000.0,,,,5200000.0,,,,5200000.0,,,,7700000.0,,,,5100000.0,,,,5300000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,0.057,0.058,0.058,0.056,,,,0.056,,,,0.056,,,,0.055,,,,0.055,,,,0.055,,,
GainLossOnInvestments / USD,,,,,,,4000000.0,3200000.0,5800000.0,7600000.0,8800000.0,-800000.0,2300000.0,4000000.0,11000000.0,1600000.0,10000000.0,18800000.0,10800000.0,-9600000.0,-10500000.0,2600000.0,59900000.0,9100000.0,15800000.0,22000000.0,9400000.0,5300000.0,7900000.0,7800000.0
Goodwill / USD,0.0,0.0,0.0,2338900000.0,2338900000.0,2338900000.0,2338900000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0,2336600000.0
GuaranteeObligationsMaximumExposure / USD,112300000.0,111300000.0,111300000.0,,,,110200000.0,,,,140000000.0,,,,904000000.0,,,,804000000.0,,,,794000000.0,,,,794000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments / USD,193000000.0,407900000.0,539200000.0,70700000.0,128800000.0,548500000.0,481000000.0,110500000.0,277400000.0,710200000.0,599600000.0,80100000.0,248100000.0,663700000.0,772800000.0,215600000.0,421400000.0,929100000.0,723900000.0,135000000.0,353300000.0,832000000.0,1001100000.0,156200000.0,347400000.0,709200000.0,805200000.0,131300000.0,346800000.0,833400000.0
IncomeLossFromEquityMethodInvestments / USD,3300000.0,4900000.0,6500000.0,1400000.0,2700000.0,4700000.0,6700000.0,2200000.0,4300000.0,7900000.0,5400000.0,2200000.0,4200000.0,6100000.0,9800000.0,2000000.0,4100000.0,6100000.0,8300000.0,2100000.0,3500000.0,5500000.0,8200000.0,1900000.0,3700000.0,5300000.0,7300000.0,1800000.0,3800000.0,5800000.0
IncomeTaxExpenseBenefit / USD,56800000.0,112600000.0,184500000.0,9200000.0,-35800000.0,28300000.0,151200000.0,9300000.0,33700000.0,99200000.0,59000000.0,10100000.0,43800000.0,93800000.0,97000000.0,23000000.0,42600000.0,99800000.0,102200000.0,11500000.0,33600000.0,83100000.0,117400000.0,12400000.0,23200000.0,32000000.0,47500000.0,7300000.0,14700000.0,34700000.0
IncomeTaxesPaidNet / USD,-12700000.0,-12600000.0,13100000.0,-200000.0,0.0,600000.0,-12700000.0,-100000.0,-17700000.0,-13100000.0,-900000.0,200000.0,200000.0,-73800000.0,-5200000.0,2600000.0,400000.0,1700000.0,-46500000.0,-100000.0,800000.0,8000000.0,-19600000.0,-500000.0,6800000.0,19000000.0,21600000.0,-200000.0,8100000.0,18100000.0
IncomeTaxesReceivable / USD,,0.0,0.0,68000000.0,68000000.0,68000000.0,68000000.0,85500000.0,85500000.0,85500000.0,85500000.0,62900000.0,62900000.0,62900000.0,62900000.0,28000000.0,28000000.0,28000000.0,28000000.0,9300000.0,9300000.0,9300000.0,9300000.0,11500000.0,11500000.0,11500000.0,11500000.0,11100000.0,11100000.0,11100000.0
IncreaseDecreaseInAccountsPayable / USD,-20000000.0,-10000000.0,-8100000.0,-24200000.0,-41700000.0,-58500000.0,10000000.0,-119400000.0,-136000000.0,-111500000.0,56700000.0,-153400000.0,-123600000.0,-87500000.0,16900000.0,-242400000.0,-232300000.0,-206800000.0,134300000.0,-157200000.0,-75900000.0,-142600000.0,-55100000.0,-197800000.0,-196900000.0,-194200000.0,2100000.0,-152900000.0,-129900000.0,-124000000.0
IncreaseDecreaseInAccountsReceivable / USD,-14200000.0,19700000.0,30300000.0,-46200000.0,24700000.0,34900000.0,2100000.0,-26600000.0,78300000.0,68400000.0,-265100000.0,-42600000.0,115400000.0,68600000.0,23100000.0,-26300000.0,102900000.0,39600000.0,4900000.0,-29800000.0,131900000.0,127800000.0,-69900000.0,-93500000.0,-5600000.0,7200000.0,59800000.0,-66200000.0,132000000.0,94300000.0
IncreaseDecreaseInAccruedTaxesPayable / USD,11000000.0,35600000.0,-5900000.0,48700000.0,67800000.0,119000000.0,9200000.0,100200000.0,99900000.0,155300000.0,-76400000.0,83000000.0,27900000.0,192300000.0,-8200000.0,90400000.0,62400000.0,169500000.0,6700000.0,108700000.0,87700000.0,204800000.0,41400000.0,107800000.0,79800000.0,171300000.0,32200000.0,119300000.0,89600000.0,174300000.0
IncreaseDecreaseInAllowanceForEquityFundsUsedDuringConstruction / USD,800000.0,1100000.0,11600000.0,1100000.0,1700000.0,2400000.0,2000000.0,200000.0,400000.0,900000.0,3100000.0,1800000.0,4600000.0,9900000.0,2200000.0,7500000.0,14300000.0,20800000.0,17200000.0,7400000.0,12800000.0,18300000.0,29400000.0,2700000.0,4700000.0,6600000.0,22500000.0,3200000.0,7800000.0,13400000.0
IncreaseDecreaseInOtherCurrentLiabilities / USD,-103300000.0,-108500000.0,-86400000.0,-11800000.0,-1600000.0,38900000.0,-118000000.0,-74700000.0,-121100000.0,-77700000.0,92000000.0,-9400000.0,-84400000.0,-43900000.0,-59400000.0,50600000.0,-28200000.0,-14100000.0,-98900000.0,-13700000.0,-61600000.0,-43200000.0,-19400000.0,-3200000.0,-77900000.0,-68200000.0,800000.0,-37100000.0,-118600000.0,-69700000.0
IncreaseDecreaseInOtherNoncurrentLiabilities / USD,,,,,,,,-2800000.0,-4000000.0,-22500000.0,-15900000.0,-3800000.0,-24200000.0,-21200000.0,-75500000.0,-5800000.0,43100000.0,45800000.0,-82000000.0,19300000.0,23100000.0,31800000.0,-31700000.0,-8900000.0,-17000000.0,75300000.0,83800000.0,-9200000.0,-12600000.0,-24600000.0
IncreaseDecreaseInOtherOperatingAssets / USD,-15600000.0,-22900000.0,-21400000.0,-700000.0,17300000.0,-26000000.0,-32000000.0,-12800000.0,-41100000.0,-56100000.0,-66800000.0,-39400000.0,-66000000.0,-88400000.0,-79800000.0,324600000.0,322100000.0,308700000.0,-119500000.0,-13900000.0,-35100000.0,-92800000.0,251500000.0,-400000.0,-13500000.0,-16500000.0,-81000000.0,10400000.0,8200000.0,200000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,-37000000.0,-55500000.0,18300000.0,100000.0,29200000.0,3400000.0,-55800000.0,-35500000.0,-36200000.0,-65700000.0,128100000.0,-400000.0,-13900000.0,-20900000.0,-43400000.0,82600000.0,88000000.0,167900000.0,-16900000.0,48000000.0,27800000.0,-16100000.0,299800000.0,-300000.0,-48300000.0,-105900000.0,3100000.0,20200000.0,-62000000.0,-146100000.0
InterestExpense / USD,84800000.0,128200000.0,161700000.0,43800000.0,102200000.0,191300000.0,171000000.0,91100000.0,186500000.0,277300000.0,279600000.0,96200000.0,195700000.0,290500000.0,374000000.0,94000000.0,187800000.0,281400000.0,383900000.0,91800000.0,191100000.0,293400000.0,372600000.0,123100000.0,256800000.0,393600000.0,404000000.0,133200000.0,276800000.0,420700000.0
InterestPaidNet / USD,,,,,,148700000.0,153900000.0,59300000.0,173900000.0,240800000.0,255900000.0,86500000.0,185300000.0,267800000.0,329500000.0,78600000.0,179900000.0,257000000.0,367600000.0,76700000.0,178900000.0,305500000.0,356900000.0,133000000.0,238600000.0,370300000.0,393700000.0,105300000.0,265500000.0,361600000.0
InterestPayableCurrent / USD,72700000.0,72700000.0,72700000.0,110900000.0,110900000.0,110900000.0,110900000.0,122300000.0,122300000.0,122300000.0,122300000.0,123400000.0,123400000.0,123400000.0,123400000.0,118800000.0,118800000.0,118800000.0,118800000.0,124300000.0,124300000.0,124300000.0,124300000.0,134200000.0,134200000.0,134200000.0,134200000.0,136400000.0,136400000.0,136400000.0
LeaseCost / USD,,,,82900000.0,168400000.0,248600000.0,348900000.0,,,,348900000.0,,,,348900000.0,,,,332400000.0,,,,315600000.0,,,,352500000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,123800000.0,117100000.0,113600000.0,116500000.0,,,,101600000.0,,,,91300000.0,,,,82500000.0,,,,83300000.0,,,,69600000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,52400000.0,52400000.0,52500000.0,44700000.0,,,,37300000.0,,,,30300000.0,,,,25000000.0,,,,18100000.0,,,,13300000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,20500000.0,,,,18500000.0,,,,18800000.0,,,,17600000.0,,,,21500000.0,,,,18300000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,9400000.0,9400000.0,9400000.0,9200000.0,,,,7900000.0,,,,5900000.0,,,,6400000.0,,,,6300000.0,,,,5200000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,12400000.0,12400000.0,12400000.0,11000000.0,,,,10400000.0,,,,8500000.0,,,,7900000.0,,,,9800000.0,,,,8000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,15300000.0,15300000.0,15400000.0,14100000.0,,,,12200000.0,,,,12500000.0,,,,10600000.0,,,,12100000.0,,,,11100000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,18700000.0,18700000.0,18900000.0,17000000.0,,,,15300000.0,,,,15300000.0,,,,15000000.0,,,,15500000.0,,,,13700000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,20800000.0,20400000.0,18900000.0,18500000.0,,,,14400000.0,,,,7300000.0,,,,6400000.0,,,,11900000.0,,,,11900000.0,,,
LiabilitiesAndStockholdersEquity / USD,11624400000.0,11624400000.0,11624400000.0,25598100000.0,25598100000.0,25598100000.0,25598100000.0,25975900000.0,25975900000.0,25975900000.0,25975900000.0,27114800000.0,27114800000.0,27114800000.0,27114800000.0,28520500000.0,28520500000.0,28520500000.0,28520500000.0,29489900000.0,29489900000.0,29489900000.0,29489900000.0,30976100000.0,30976100000.0,30976100000.0,30976100000.0,32282100000.0,32282100000.0,32282100000.0
LiabilitiesCurrent / USD,823700000.0,823700000.0,823700000.0,2867200000.0,2867200000.0,2867200000.0,2867200000.0,2335900000.0,2335900000.0,2335900000.0,2335900000.0,2355800000.0,2355800000.0,2355800000.0,2355800000.0,3102900000.0,3102900000.0,3102900000.0,3102900000.0,3493800000.0,3493800000.0,3493800000.0,3493800000.0,3512600000.0,3512600000.0,3512600000.0,3512600000.0,3662400000.0,3662400000.0,3662400000.0
LiabilitiesNoncurrent / USD,6940300000.0,6940300000.0,6940300000.0,12740200000.0,12740200000.0,12740200000.0,12740200000.0,15094700000.0,15094700000.0,15094700000.0,15094700000.0,16040500000.0,16040500000.0,16040500000.0,16040500000.0,16175900000.0,16175900000.0,16175900000.0,16175900000.0,16502800000.0,16502800000.0,16502800000.0,16502800000.0,17778500000.0,17778500000.0,17778500000.0,17778500000.0,18630500000.0,18630500000.0,18630500000.0
LifeInsuranceCorporateOrBankOwnedAmount / USD,,,131500000.0,,,,134800000.0,,,,132900000.0,,,,132000000.0,,,,130700000.0,,,,130800000.0,,,,128800000.0,,,
LineOfCreditFacilityCurrentBorrowingCapacity / USD,2229300000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0
LineOfCreditFacilityRemainingBorrowingCapacity / USD,1126000000.0,1800000000.0,1737300000.0,1737300000.0,1737300000.0,1737300000.0,1737300000.0,1921100000.0,1921100000.0,1921100000.0,1921100000.0,2165300000.0,2165300000.0,2165300000.0,2165300000.0,1339900000.0,1339900000.0,1339900000.0,1339900000.0,1167000000.0,1167000000.0,1167000000.0,1167000000.0,1546500000.0,1546500000.0,1546500000.0,1546500000.0,1289700000.0,1289700000.0,1289700000.0
LongTermDebtCurrent / USD,0.0,0.0,0.0,705400000.0,705400000.0,705400000.0,705400000.0,,,,251100000.0,,,,436400000.0,389300000.0,389300000.0,389300000.0,389300000.0,439100000.0,439100000.0,439100000.0,439100000.0,800000000.0,800000000.0,800000000.0,800000000.0,651700000.0,651700000.0,651700000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,701100000.0,,,,251100000.0,,,,432000000.0,,,,387500000.0,,,,439500000.0,,,,800000000.0,,,,652200000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,439500000.0,,,,800000000.0,,,,636000000.0,,,,350000000.0,,,,621900000.0,,,,0.0,,,,819800000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,287500000.0,,,,439500000.0,,,,800000000.0,,,,636000000.0,,,,350000000.0,,,,2021900000.0,,,,18800000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,432000000.0,,,,387500000.0,,,,439500000.0,,,,800000000.0,,,,636000000.0,,,,429500000.0,,,,2039800000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,251100000.0,,,,432000000.0,,,,387500000.0,,,,439500000.0,,,,1300000000.0,,,,636000000.0,,,,367000000.0,,,
LongTermDebtNoncurrent / USD,3687600000.0,3687600000.0,3687600000.0,6636300000.0,6636300000.0,6636300000.0,6636300000.0,,,,8746700000.0,,,,9190900000.0,9297900000.0,9297900000.0,9297900000.0,9297900000.0,9905700000.0,9905700000.0,9905700000.0,9905700000.0,11053300000.0,11053300000.0,11053300000.0,11053300000.0,11809200000.0,11809200000.0,11809200000.0
MinorityInterest / USD,-47700000.0,-47700000.0,-47700000.0,-37500000.0,-37500000.0,-37500000.0,-37500000.0,-26600000.0,-26600000.0,-26600000.0,-26600000.0,-14900000.0,-14900000.0,-14900000.0,-14900000.0,-2700000.0,-2700000.0,-2700000.0,-2700000.0,9600000.0,9600000.0,9600000.0,9600000.0,21900000.0,21900000.0,21900000.0,21900000.0,34200000.0,34200000.0,34200000.0
NetCashProvidedByUsedInFinancingActivities / USD,35900000.0,-161000000.0,190200000.0,-77700000.0,32600000.0,-1090100000.0,-131600000.0,296900000.0,-157500000.0,-785400000.0,-1538400000.0,294000000.0,231700000.0,-53400000.0,-805800000.0,840900000.0,607100000.0,193500000.0,-98400000.0,262200000.0,536200000.0,145900000.0,443400000.0,137200000.0,598400000.0,256000000.0,349300000.0,303600000.0,643100000.0,231200000.0
NetCashProvidedByUsedInInvestingActivities / USD,-399500000.0,-581400000.0,-994100000.0,-174100000.0,846900000.0,574800000.0,-780800000.0,-271400000.0,-529500000.0,-772100000.0,197400000.0,-333400000.0,-601200000.0,-1029900000.0,-1080300000.0,-475200000.0,-918200000.0,-1349100000.0,-1533700000.0,-531300000.0,-1128900000.0,-1625100000.0,-1913800000.0,-496900000.0,-1307400000.0,-1791900000.0,-2152200000.0,-583200000.0,-1270100000.0,-1790300000.0
NetCashProvidedByUsedInOperatingActivities / USD,363700000.0,742700000.0,803800000.0,259600000.0,397200000.0,1191600000.0,912700000.0,362100000.0,633700000.0,1447300000.0,1497800000.0,320600000.0,522500000.0,1421700000.0,1749000000.0,-28600000.0,224600000.0,1036000000.0,1753800000.0,265100000.0,588900000.0,1477700000.0,1351700000.0,362900000.0,715200000.0,1551700000.0,1801900000.0,317300000.0,634800000.0,1588100000.0
NetIncomeLoss / USD,131700000.0,290000000.0,346600000.0,60500000.0,162300000.0,517300000.0,323900000.0,99500000.0,239200000.0,606000000.0,535800000.0,69400000.0,202800000.0,567300000.0,669900000.0,191600000.0,376900000.0,826300000.0,618300000.0,122500000.0,317000000.0,745200000.0,879700000.0,142600000.0,321700000.0,673300000.0,752700000.0,122700000.0,329700000.0,795300000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,7800000.0,10200000.0,14600000.0,2400000.0,5000000.0,7600000.0,12600000.0,3900000.0,8800000.0,12900000.0,10200000.0,2800000.0,5700000.0,8700000.0,15700000.0,3000000.0,6000000.0,9100000.0,11700000.0,3100000.0,6200000.0,9200000.0,12200000.0,3100000.0,6200000.0,9200000.0,12300000.0,3100000.0,6200000.0,9200000.0
NonoperatingIncomeExpense / USD,-13800000.0,-20400000.0,-1500000.0,-9000000.0,-19400000.0,-43700000.0,-26800000.0,-8000000.0,-17400000.0,-32500000.0,-54400000.0,-21200000.0,-25400000.0,-36700000.0,-39000000.0,-8100000.0,-3800000.0,-3200000.0,-36100000.0,-26300000.0,-44200000.0,-41600000.0,18800000.0,0.0,-11700000.0,1000000.0,-58000000.0,4300000.0,5300000.0,8300000.0
NuclearFuelNetOfAmortization / USD,,,71400000.0,,,,133100000.0,,,,128500000.0,,,,155900000.0,,,,152500000.0,,,,165800000.0,,,,203000000.0,,,
NumberOfReportableSegments / segment,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0
NumberOfReportingUnits / reporting_unit,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0
OperatingIncomeLoss / USD,291600000.0,556500000.0,702400000.0,123500000.0,250400000.0,783500000.0,678800000.0,209600000.0,481300000.0,1020000000.0,933600000.0,197500000.0,469200000.0,990900000.0,1185800000.0,317700000.0,613000000.0,1213700000.0,1143900000.0,253100000.0,588600000.0,1167000000.0,1354900000.0,279300000.0,615900000.0,1101800000.0,1267200000.0,260200000.0,618300000.0,1245800000.0
OperatingLeaseCost / USD,,,,6400000.0,13100000.0,17900000.0,23800000.0,,,,23800000.0,,,,23800000.0,,,,22900000.0,,,,21800000.0,,,,21900000.0,,,
OperatingLeaseLiability / USD,,,,103000000.0,96700000.0,94700000.0,98000000.0,,,,,,,,,,,,76100000.0,,,,71400000.0,,,,57700000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,16100000.0,14400000.0,15200000.0,15600000.0,,,,,,,,,,,,16100000.0,,,,18100000.0,,,,14600000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,86900000.0,82300000.0,79500000.0,82400000.0,,,,,,,,,,,,60000000.0,,,,53300000.0,,,,43100000.0,,,
OperatingLeasePayments / USD,,,,5800000.0,12900000.0,17400000.0,21700000.0,,,,21700000.0,,,,21700000.0,,,,22200000.0,,,,20700000.0,,,,21100000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,104500000.0,,,,93200000.0,,,,,,,,77400000.0,,,,71100000.0,,,,71100000.0,,,
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,0.039,0.039,0.039,0.038,,,,0.037,,,,0.022,,,,0.024,,,,0.032,,,,0.032,,,
OperatingLossCarryforwards / USD,,,,,,,324200000.0,,,,132400000.0,,,,42200000.0,,,,33600000.0,,,,25400000.0,,,,17200000.0,,,
OtherAssetsCurrent / USD,,,,,,,,,,,,,,,23700000.0,75400000.0,75400000.0,75400000.0,75400000.0,44500000.0,44500000.0,44500000.0,44500000.0,31400000.0,31400000.0,31400000.0,31400000.0,45400000.0,45400000.0,45400000.0
OtherAssetsNoncurrent / USD,244800000.0,244800000.0,244800000.0,396500000.0,396500000.0,396500000.0,396500000.0,511500000.0,511500000.0,511500000.0,511500000.0,527700000.0,527700000.0,527700000.0,527700000.0,563400000.0,563400000.0,563400000.0,563400000.0,534500000.0,534500000.0,534500000.0,534500000.0,560000000.0,560000000.0,560000000.0,560000000.0,576200000.0,576200000.0,576200000.0
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax / USD,,,0.0,,,,0.0,,,,1000000.0,,,,-600000.0,,,,-2300000.0,,,,-100000.0,,,,3800000.0,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax / USD,,,0.0,,,,0.0,,,,400000.0,,,,-200000.0,,,,-700000.0,,,,0.0,,,,1200000.0,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,0.0,0.0,0.0,-4000000.0,-10200000.0,-10200000.0,-10200000.0,-4000000.0,1300000.0,1300000.0,1300000.0,-46400000.0,1400000.0,1400000.0,1400000.0,3000000.0,1400000.0,1400000.0,1400000.0,5500000.0,1300000.0,1300000.0,1300000.0,5500000.0,1300000.0,1300000.0,1300000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax / USD,,,,,,0.0,0.0,0.0,0.0,-200000.0,0.0,-1300000.0,-300000.0,-1700000.0,-1500000.0,-1400000.0,-2800000.0,-4100000.0,-3000000.0,-1400000.0,-2700000.0,-4100000.0,-5500000.0,-1300000.0,-2600000.0,-4100000.0,-5500000.0,-1300000.0,-2700000.0,-4100000.0
OtherComprehensiveIncomeLossNetOfTax / USD,,,0.0,0.0,0.0,0.0,0.0,-10200000.0,-26000000.0,-47700000.0,-3000000.0,1300000.0,200000.0,1600000.0,-47000000.0,1400000.0,2800000.0,4100000.0,600000.0,1400000.0,2800000.0,4200000.0,5400000.0,1300000.0,2600000.0,4000000.0,9500000.0,1300000.0,2700000.0,4000000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest / USD,,,14600000.0,2400000.0,5000000.0,7600000.0,12600000.0,3900000.0,8800000.0,12900000.0,10200000.0,2800000.0,5700000.0,8700000.0,15700000.0,3000000.0,6000000.0,9100000.0,11700000.0,3100000.0,6200000.0,9200000.0,12200000.0,3100000.0,6200000.0,9200000.0,12300000.0,3100000.0,6200000.0,9200000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,,0.0,,,,0.0,,0.0,0.0,-1000000.0,,100000.0,100000.0,600000.0,,0.0,0.0,2400000.0,,-100000.0,-100000.0,100000.0,,,100000.0,-4000000.0,,0.0,100000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax / USD,,,0.0,,,,0.0,,,,1400000.0,,,,-800000.0,,,,-3000000.0,,,,-100000.0,,,,5000000.0,,,
