fact_unit,2020-05-11,2020-07-31,2020-10-29,2021-02-09,2021-04-29,2021-07-29,2021-10-28,2022-02-08,2022-04-28,2022-07-28,2022-10-27,2023-02-07,2023-04-26,2023-07-27,2023-10-26,2024-02-06,2024-04-25,2024-07-25,2024-10-25,2025-02-11,2025-05-01,2025-07-29,2025-10-28
EffectiveIncomeTaxRateContinuingOperations / pure,0.258,0.146,0.183,0.279,0.654,0.446,0.334,0.194,0.21,0.275,0.314,0.297,0.178,0.193,0.156,0.291,0.24,0.334,0.303,0.161,0.193,0.161,0.214
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,0.21,
EffectiveIncomeTaxRateReconciliationDispositionOfBusiness / pure,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,,,0.044,,,,0.033,,,,0.042,,,,0.072,,,,-0.009,,-0.009,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseRestructuringCharges / pure,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,,-0.001,,,,-0.011,,,,-0.006,,,,-0.01,,,,-0.007,,-0.007,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,0.026,,,,0.025,,,,0.017,,,,0.019,,,,0.014,,0.014,
EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards / USD,,,2000000.0,0.0,,-1000000.0,2000000.0,6000000.0,,,,11000000.0,,,,19000000.0,1000000.0,2000000.0,3000000.0,-15000000.0,0.0,-15000000.0,3000000.0
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized / USD,,124000000.0,107000000.0,14000000.0,,,,91000000.0,,,,77000000.0,,,,64000000.0,,,,63000000.0,,63000000.0,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,10000000.0,,,,11000000.0,,,,9000000.0,,,,13000000.0,,,,9000000.0,,9000000.0,
EntityCommonStockSharesOutstanding / shares,866158910.0,866164968.0,866687269.0,869213146.0,868998500.0,867701396.0,866584932.0,855514035.0,848241752.0,841583456.0,836261515.0,834187942.0,834838102.0,837627926.0,839046579.0,898364047.0,901012491.0,902751929.0,897227361.0,868339902.0,857309847.0,851022837.0,842209781.0
EntityPublicFloat / USD,,,,19200000000.0,,,,42100000000.0,,,,30000000000.0,,,,41600000000.0,,,,53200000000.0,,,
EquityMethodInvestmentDividendsOrDistributions / USD,5000000.0,46000000.0,80000000.0,143000000.0,10000000.0,49000000.0,88000000.0,158000000.0,12000000.0,42000000.0,65000000.0,169000000.0,11000000.0,15000000.0,55000000.0,159000000.0,3000000.0,10000000.0,45000000.0,148000000.0,7000000.0,148000000.0,36000000.0
EquityMethodInvestmentRealizedGainLossOnDisposal / USD,,,0.0,799000000.0,,,252000000.0,0.0,0.0,0.0,4000000.0,1123000000.0,1112000000.0,1119000000.0,1844000000.0,-2000000.0,16000000.0,-276000000.0,19000000.0,1815000000.0,0.0,1815000000.0,2000000.0
EquityMethodInvestments / USD,1739000000.0,1739000000.0,1739000000.0,1739000000.0,1513000000.0,1513000000.0,1513000000.0,1513000000.0,1593000000.0,1593000000.0,1593000000.0,1593000000.0,1148000000.0,1148000000.0,1148000000.0,1148000000.0,1140000000.0,1140000000.0,1140000000.0,1140000000.0,1194000000.0,1140000000.0,1194000000.0
ExcessOfReplacementOrCurrentCostsOverStatedLIFOValue / USD,,,,120000000.0,,,,118000000.0,,,,141000000.0,,,,199000000.0,,,,226000000.0,,226000000.0,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,1913000000.0,1913000000.0,1913000000.0,1913000000.0,2108000000.0,2108000000.0,2108000000.0,2108000000.0,1420000000.0,1420000000.0,1420000000.0,1420000000.0,1506000000.0,1506000000.0,1506000000.0,1506000000.0,1276000000.0,1276000000.0,797000000.0,797000000.0,1590000000.0,797000000.0,1590000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / USD,,,,,,,,,,,,,,,,342000000.0,,,,2862000000.0,,2862000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,94000000.0,,,,80000000.0,,,,246000000.0,,,,175000000.0,,,,819000000.0,,819000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,50000000.0,,,,47000000.0,,,,99000000.0,,,,75000000.0,,,,581000000.0,,581000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,57000000.0,,,,59000000.0,,,,136000000.0,,,,95000000.0,,,,660000000.0,,660000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,65000000.0,,,,69000000.0,,,,170000000.0,,,,122000000.0,,,,731000000.0,,731000000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,75000000.0,,,,75000000.0,,,,194000000.0,,,,155000000.0,,,,779000000.0,,779000000.0,
FiniteLivedIntangibleAssetsGross / USD,2462000000.0,2462000000.0,2462000000.0,2462000000.0,2574000000.0,2574000000.0,2574000000.0,2574000000.0,1865000000.0,1865000000.0,1865000000.0,1865000000.0,2785000000.0,2785000000.0,2785000000.0,2785000000.0,2240000000.0,2240000000.0,1742000000.0,1742000000.0,8022000000.0,1742000000.0,8022000000.0
FiniteLivedIntangibleAssetsNet / USD,,,,,,466000000.0,466000000.0,466000000.0,445000000.0,445000000.0,445000000.0,445000000.0,1279000000.0,1279000000.0,1279000000.0,1279000000.0,964000000.0,964000000.0,945000000.0,945000000.0,6432000000.0,945000000.0,6432000000.0
GainsLossesOnExtinguishmentOfDebt / USD,,,,,,,,,0.0,0.0,0.0,0.0,36000000.0,36000000.0,36000000.0,0.0,,,0.0,36000000.0,,36000000.0,88000000.0
Goodwill / USD,9884000000.0,9884000000.0,9884000000.0,9849000000.0,10139000000.0,10139000000.0,10139000000.0,9884000000.0,9349000000.0,9349000000.0,9349000000.0,10139000000.0,9977000000.0,9977000000.0,9977000000.0,9349000000.0,7989000000.0,7989000000.0,7520000000.0,7626000000.0,14601000000.0,7626000000.0,14601000000.0
GoodwillAcquiredDuringPeriod / USD,,,,,5000000.0,175000000.0,179000000.0,320000000.0,5000000.0,16000000.0,878000000.0,320000000.0,,,,905000000.0,7576000000.0,7572000000.0,7637000000.0,,,51000000.0,68000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,-236000000.0,-149000000.0,22000000.0,35000000.0,-67000000.0,-35000000.0,-145000000.0,255000000.0,-65000000.0,-298000000.0,-606000000.0,-170000000.0,27000000.0,-35000000.0,-148000000.0,-277000000.0,-224000000.0,-337000000.0,137000000.0,-31000000.0,358000000.0,-31000000.0,1011000000.0
GoodwillTransfers / USD,,,,,,,-936000000.0,940000000.0,,,,940000000.0,,,,-2009000000.0,25000000.0,-10000000.0,,-72000000.0,,-72000000.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,2360000000.0,,,,1460000000.0,,,,915000000.0,,,,1528000000.0,,,,1528000000.0,,1528000000.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,543000000.0,1402000000.0,2081000000.0,3842000000.0,295000000.0,670000000.0,1679000000.0,2672000000.0,496000000.0,1227000000.0,1995000000.0,2855000000.0,1688000000.0,2445000000.0,3915000000.0,2400000000.0,509000000.0,931000000.0,1495000000.0,3823000000.0,244000000.0,3823000000.0,1581000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,1482000000.0,,,,1212000000.0,,,,1940000000.0,,,,872000000.0,,,,2295000000.0,,2295000000.0,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest / USD,403000000.0,,,,,,,,,,,,,,,,,,1042000000.0,3207000000.0,197000000.0,3207000000.0,1242000000.0
IncomeLossFromContinuingOperationsPerBasicShare / USD/shares,,,,,,,,,,,,,,,,,,,1.16,3.74,0.2,3.74,1.28
IncomeLossFromContinuingOperationsPerDilutedShare / USD/shares,,,,,,,,,,,,,,,,,,,1.14,3.67,0.19,3.67,1.26
IncomeLossFromDiscontinuedOperationsNetOfTax / USD,,,,,,,,,,,,,,,,,,,-41000000.0,377000000.0,92000000.0,377000000.0,1897000000.0
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare / USD/shares,,,,,,,,,,,,,,,,,,,-0.05,0.45,0.1,0.45,2.11
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare / USD/shares,,,,,,,,,,,,,,,,,,,-0.05,0.43,0.1,0.43,2.08
IncomeLossFromEquityMethodInvestments / USD,40000000.0,120000000.0,198000000.0,220000000.0,29000000.0,86000000.0,148000000.0,236000000.0,38000000.0,125000000.0,201000000.0,207000000.0,58000000.0,159000000.0,222000000.0,249000000.0,44000000.0,96000000.0,171000000.0,262000000.0,31000000.0,262000000.0,187000000.0
IncomeTaxExaminationLiabilityRefundAdjustmentFromSettlementWithTaxingAuthority / USD,,,,,,,,,,,,,,,,,-46000000.0,-46000000.0,-46000000.0,-46000000.0,,-46000000.0,
IncomeTaxExpenseBenefit / USD,140000000.0,205000000.0,380000000.0,1073000000.0,193000000.0,299000000.0,560000000.0,517000000.0,104000000.0,338000000.0,626000000.0,849000000.0,301000000.0,471000000.0,609000000.0,699000000.0,122000000.0,311000000.0,453000000.0,616000000.0,47000000.0,616000000.0,339000000.0
IncomeTaxReconciliationNondeductibleExpenseRestructuringCharges / USD,,,,,,,136000000.0,157000000.0,,,136000000.0,157000000.0,,,,157000000.0,,-16000000.0,,27000000.0,,27000000.0,
IncomeTaxReconciliationRepatriationOfForeignEarnings / USD,46000000.0,46000000.0,46000000.0,102000000.0,46000000.0,46000000.0,46000000.0,46000000.0,,,,46000000.0,,,,33000000.0,,,19000000.0,19000000.0,,19000000.0,
IncomeTaxReconciliationTaxCreditsForeign / USD,,,,,,,,,,,,45000000.0,,,,45000000.0,,,,45000000.0,,45000000.0,
IncomeTaxReconciliationTaxCreditsInvestment / USD,,,,,,,,,,,,,,,,,,,,,8000000.0,12000000.0,16000000.0
IncomeTaxReconciliationTaxSettlementsDomestic / USD,,,,,,,,,,,,,,,,,-21000000.0,-21000000.0,-21000000.0,-21000000.0,-21000000.0,-21000000.0,-21000000.0
IncomeTaxesPaidNet / USD,,,,,,,,284000000.0,,,,819000000.0,,,,675000000.0,,,,833000000.0,,833000000.0,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities / USD,-227000000.0,-173000000.0,-198000000.0,88000000.0,-24000000.0,152000000.0,529000000.0,-296000000.0,151000000.0,368000000.0,496000000.0,237000000.0,132000000.0,79000000.0,180000000.0,829000000.0,-25000000.0,120000000.0,622000000.0,-17000000.0,-146000000.0,-17000000.0,-258000000.0
IncreaseDecreaseInInventories / USD,230000000.0,340000000.0,269000000.0,151000000.0,264000000.0,325000000.0,237000000.0,2000000.0,248000000.0,210000000.0,344000000.0,240000000.0,390000000.0,435000000.0,492000000.0,408000000.0,126000000.0,59000000.0,72000000.0,173000000.0,83000000.0,173000000.0,-76000000.0
IncreaseDecreaseInReceivables / USD,148000000.0,206000000.0,205000000.0,211000000.0,19000000.0,-27000000.0,117000000.0,129000000.0,83000000.0,288000000.0,290000000.0,-49000000.0,207000000.0,483000000.0,433000000.0,97000000.0,157000000.0,406000000.0,279000000.0,51000000.0,181000000.0,51000000.0,135000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500000.0,21400000.0,22300000.0,13700000.0,20800000.0,18900000.0,18200000.0,22600000.0,17200000.0,16000000.0,16100000.0,17800000.0,13800000.0,17800000.0,13500000.0
IntangibleAssetsNetExcludingGoodwill / USD,1083000000.0,1083000000.0,1083000000.0,1083000000.0,1037000000.0,1037000000.0,1037000000.0,1037000000.0,509000000.0,509000000.0,509000000.0,509000000.0,1342000000.0,1342000000.0,1342000000.0,1342000000.0,1028000000.0,1028000000.0,945000000.0,945000000.0,6432000000.0,945000000.0,6432000000.0
InterestExpenseDebt / USD,31000000.0,126000000.0,213000000.0,298000000.0,,,,298000000.0,,,,298000000.0,,,,319000000.0,,,,238000000.0,,238000000.0,
InterestIncomeExpenseNonoperatingNet / USD,4000000.0,20000000.0,23000000.0,37000000.0,-37000000.0,-118000000.0,-206000000.0,27000000.0,-93000000.0,-164000000.0,-238000000.0,-288000000.0,-48000000.0,-109000000.0,-165000000.0,-306000000.0,-46000000.0,-113000000.0,-126000000.0,-157000000.0,-141000000.0,-157000000.0,-290000000.0
InterestPaidNet / USD,,,,,,,,28000000.0,,,,196000000.0,,,,317000000.0,,,,297000000.0,,297000000.0,
InventoryFinishedGoodsNetOfReserves / USD,922000000.0,922000000.0,922000000.0,922000000.0,1123000000.0,1123000000.0,1123000000.0,1123000000.0,1214000000.0,1214000000.0,1214000000.0,1214000000.0,1526000000.0,1526000000.0,1526000000.0,1526000000.0,1263000000.0,1263000000.0,1044000000.0,1044000000.0,1461000000.0,1044000000.0,1461000000.0
InventoryNet / USD,1332000000.0,1332000000.0,1332000000.0,1332000000.0,1629000000.0,1629000000.0,1629000000.0,1629000000.0,1970000000.0,1970000000.0,1970000000.0,1970000000.0,2640000000.0,2640000000.0,2640000000.0,2640000000.0,2217000000.0,2217000000.0,1823000000.0,1823000000.0,2299000000.0,1823000000.0,2299000000.0
InventoryRawMaterialsNetOfReserves / USD,290000000.0,290000000.0,290000000.0,290000000.0,363000000.0,363000000.0,363000000.0,363000000.0,559000000.0,559000000.0,559000000.0,559000000.0,884000000.0,884000000.0,884000000.0,884000000.0,695000000.0,695000000.0,534000000.0,534000000.0,625000000.0,534000000.0,625000000.0
InventoryValuationReserves / USD,152000000.0,152000000.0,152000000.0,152000000.0,183000000.0,183000000.0,183000000.0,183000000.0,154000000.0,154000000.0,154000000.0,154000000.0,190000000.0,190000000.0,190000000.0,190000000.0,223000000.0,223000000.0,173000000.0,173000000.0,215000000.0,173000000.0,215000000.0
InventoryWorkInProcessNetOfReserves / USD,120000000.0,120000000.0,120000000.0,120000000.0,143000000.0,143000000.0,143000000.0,143000000.0,197000000.0,197000000.0,197000000.0,197000000.0,230000000.0,230000000.0,230000000.0,230000000.0,259000000.0,259000000.0,245000000.0,245000000.0,213000000.0,245000000.0,213000000.0
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVenturesFairValueDisclosure / USD,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,939000000.0,,,,742000000.0,,,,764000000.0,,,,576000000.0,,,,660000000.0,,660000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,298000000.0,,,,218000000.0,,,,231000000.0,,,,149000000.0,,,,169000000.0,,169000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,180000000.0,,,,141000000.0,,,,153000000.0,,,,126000000.0,,,,154000000.0,,154000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,80000000.0,,,,67000000.0,,,,59000000.0,,,,45000000.0,,,,48000000.0,,48000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,102000000.0,,,,87000000.0,,,,83000000.0,,,,62000000.0,,,,68000000.0,,68000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,127000000.0,,,,106000000.0,,,,106000000.0,,,,87000000.0,,,,93000000.0,,93000000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,152000000.0,,,,123000000.0,,,,132000000.0,,,,107000000.0,,,,128000000.0,,128000000.0,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,136000000.0,,,,85000000.0,,,,103000000.0,,,,77000000.0,,,,93000000.0,,93000000.0,
Liabilities / USD,7971000000.0,7971000000.0,7971000000.0,7971000000.0,18515000000.0,18515000000.0,18515000000.0,18515000000.0,19078000000.0,19078000000.0,19078000000.0,19078000000.0,18010000000.0,18010000000.0,18010000000.0,18010000000.0,23817000000.0,23817000000.0,23817000000.0,23817000000.0,23008000000.0,23817000000.0,23008000000.0
LiabilitiesAndStockholdersEquity / USD,22406000000.0,22406000000.0,22406000000.0,22406000000.0,25093000000.0,25093000000.0,25093000000.0,25093000000.0,26172000000.0,26172000000.0,26172000000.0,26172000000.0,26086000000.0,26086000000.0,26086000000.0,26086000000.0,32822000000.0,32822000000.0,32822000000.0,32822000000.0,37403000000.0,32822000000.0,37403000000.0
LiabilitiesCurrent / USD,4469000000.0,4469000000.0,4469000000.0,4469000000.0,5110000000.0,5110000000.0,5110000000.0,5110000000.0,6627000000.0,6627000000.0,6627000000.0,6627000000.0,6032000000.0,6032000000.0,6032000000.0,6032000000.0,6891000000.0,6891000000.0,6981000000.0,6981000000.0,7892000000.0,6981000000.0,7892000000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,0.0,0.0,1134000000.0,1134000000.0,1134000000.0,1134000000.0,,,,0.0,862000000.0,862000000.0,1450000000.0,1450000000.0,,1450000000.0,
LongTermDebtAndCapitalLeaseObligations / USD,,,82000000.0,,10036000000.0,10036000000.0,10036000000.0,10036000000.0,9513000000.0,9513000000.0,9513000000.0,9513000000.0,8702000000.0,8702000000.0,8702000000.0,8702000000.0,14242000000.0,14242000000.0,14242000000.0,14242000000.0,11026000000.0,14242000000.0,11026000000.0
LongTermDebtCurrent / USD,237000000.0,237000000.0,237000000.0,237000000.0,191000000.0,191000000.0,191000000.0,191000000.0,183000000.0,183000000.0,183000000.0,183000000.0,140000000.0,140000000.0,140000000.0,140000000.0,51000000.0,51000000.0,51000000.0,51000000.0,1252000000.0,51000000.0,1252000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,8750000000.0,9500000000.0,9500000000.0,7500000000.0,,,,7504000000.0,,,,6251000000.0,,,,9191000000.0,,,,8938000000.0,,8938000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,190000000.0,,,,183000000.0,,,,140000000.0,,,,51000000.0,,,,1252000000.0,,1252000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,0.0,0.0,0.0,2000000000.0,,,,2000000.0,,,,1306000000.0,,,,832000000.0,,,,19000000.0,,19000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,2260000000.0,2264000000.0,2251000000.0,0.0,,,,2002000000.0,,,,2000000.0,,,,1245000000.0,,,,803000000.0,,803000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,28000000.0,46000000.0,40000000.0,501000000.0,,,,2000000.0,,,,1202000000.0,,,,4000000.0,,,,1284000000.0,,1284000000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,70000000.0,44000000.0,45000000.0,117000000.0,,,,74000000.0,,,,2000000.0,,,,3053000000.0,,,,70000000.0,,70000000.0,
LongTermDebtNoncurrent / USD,82000000.0,82000000.0,82000000.0,82000000.0,10036000000.0,10036000000.0,10036000000.0,,9513000000.0,9513000000.0,9513000000.0,,8702000000.0,8702000000.0,8702000000.0,,14242000000.0,14242000000.0,14242000000.0,,11026000000.0,11026000000.0,11026000000.0
LossOnDerivativeInstrumentsPretax / USD,,,,,,,,,,,,,,,,,,,,,86000000.0,0.0,86000000.0
MinorityInterest / USD,333000000.0,333000000.0,333000000.0,333000000.0,326000000.0,326000000.0,326000000.0,326000000.0,327000000.0,327000000.0,327000000.0,327000000.0,318000000.0,318000000.0,318000000.0,318000000.0,328000000.0,328000000.0,328000000.0,328000000.0,314000000.0,328000000.0,314000000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,,2000000.0,2000000.0,46000000.0,8000000.0,8000000.0,8000000.0,28000000.0,5000000.0,5000000.0,5000000.0,48000000.0,1000000.0,1000000.0,1000000.0,38000000.0,,41000000.0,41000000.0,50000000.0,,50000000.0,65000000.0
MinorityInterestDecreaseFromRedemptions / USD,,,,,,,49000000.0,,,-5000000.0,49000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,,22000000.0,22000000.0,,22000000.0,
MultiemployerPlanEmployerContributionCost / USD,,,,20000000.0,5000000.0,10000000.0,15000000.0,,5000000.0,12000000.0,17000000.0,,3000000.0,6000000.0,11000000.0,,4000000.0,8000000.0,11000000.0,,4000000.0,8000000.0,12000000.0
NetCashProvidedByUsedInFinancingActivities / USD,-57000000.0,-492000000.0,-1095000000.0,-2627000000.0,-76000000.0,1315000000.0,1173000000.0,-1982000000.0,-643000000.0,-898000000.0,-1225000000.0,-681000000.0,-2020000000.0,-2434000000.0,-2584000000.0,-1562000000.0,-213000000.0,-506000000.0,-688000000.0,-2931000000.0,2379000000.0,-2931000000.0,-2950000000.0
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations / USD,,,,,,,,,,,,,,,,,,,-673000000.0,-2928000000.0,2383000000.0,-2928000000.0,-2939000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-43000000.0,-80000000.0,-150000000.0,415000000.0,-128000000.0,-103000000.0,230000000.0,-259000000.0,-49000000.0,-301000000.0,-426000000.0,1106000000.0,2820000000.0,2645000000.0,2045000000.0,-692000000.0,-100000000.0,-296000000.0,-431000000.0,1745000000.0,-11081000000.0,1745000000.0,-5114000000.0
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations / USD,,,,,,,,,,,,,,,,,,,-284000000.0,1801000000.0,-11080000000.0,1801000000.0,-11331000000.0
NetCashProvidedByUsedInOperatingActivities / USD,-183000000.0,371000000.0,989000000.0,2055000000.0,47000000.0,556000000.0,1493000000.0,2063000000.0,184000000.0,745000000.0,1324000000.0,1692000000.0,-202000000.0,-170000000.0,620000000.0,2237000000.0,120000000.0,504000000.0,1545000000.0,1743000000.0,40000000.0,1743000000.0,431000000.0
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations / USD,,,,,,,,,,,,,,,,,,,1345000000.0,1505000000.0,45000000.0,1505000000.0,1208000000.0
NetIncomeLoss / USD,400000000.0,1184000000.0,1676000000.0,,,,,,,,,,,,,,,,929000000.0,3534000000.0,269000000.0,3534000000.0,3053000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,3000000.0,13000000.0,25000000.0,35000000.0,6000000.0,14000000.0,21000000.0,39000000.0,8000000.0,18000000.0,29000000.0,24000000.0,8000000.0,22000000.0,42000000.0,37000000.0,14000000.0,48000000.0,72000000.0,50000000.0,20000000.0,50000000.0,86000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,2734000000.0,96000000.0,357000000.0,1098000000.0,2116000000.0,384000000.0,871000000.0,1340000000.0,1982000000.0,1379000000.0,1952000000.0,3264000000.0,1664000000.0,373000000.0,572000000.0,929000000.0,,,,
NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersBasic / USD,,,,,,,,,,,,,,,,,,,970000000.0,3157000000.0,177000000.0,3157000000.0,1156000000.0
NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersDiluted / USD,,,,,,,,,,,,,,,,,,,,306000000.0,,306000000.0,
NetIncomeLossFromDiscontinuedOperationsAvailableToCommonShareholdersBasic / USD,,,,,,,,,,,,,,,,,,,-41000000.0,377000000.0,92000000.0,377000000.0,1897000000.0
NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent / USD,-39000000.0,-77000000.0,-124000000.0,-168000000.0,-17000000.0,-31000000.0,-47000000.0,-154000000.0,-18000000.0,-37000000.0,-51000000.0,-60000000.0,1000000.0,2000000.0,2000000.0,-61000000.0,,0.0,0.0,4000000.0,0.0,4000000.0,1000000.0
NoncontrollingInterestIncreaseFromBusinessCombination / USD,,,,,,46000000.0,46000000.0,0.0,,46000000.0,46000000.0,0.0,,,27000000.0,0.0,,,,22000000.0,,22000000.0,
NumberOfOperatingSegments / segment,,,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0
NumberOfReportableSegments / segment,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0
OperatingIncomeLoss / USD,500000000.0,1305000000.0,1934000000.0,3637000000.0,315000000.0,757000000.0,1838000000.0,2491000000.0,571000000.0,1354000000.0,2182000000.0,3083000000.0,1737000000.0,2556000000.0,4082000000.0,2645000000.0,555000000.0,1044000000.0,1621000000.0,3984000000.0,385000000.0,3984000000.0,1872000000.0
OperatingLeaseExpense / USD,,,,206000000.0,,,,206000000.0,,,,197000000.0,,,,200000000.0,,,,121000000.0,,121000000.0,
OperatingLeaseLiability / USD,,,,845000000.0,,,,803000000.0,,,,657000000.0,,,,661000000.0,,,,426000000.0,,426000000.0,
OperatingLeaseLiabilityCurrent / USD,,,,163000000.0,,,,161000000.0,,,,130000000.0,,,,132000000.0,,,,93000000.0,,93000000.0,
OperatingLeaseLiabilityNoncurrent / USD,682000000.0,682000000.0,682000000.0,682000000.0,642000000.0,642000000.0,642000000.0,642000000.0,527000000.0,527000000.0,527000000.0,527000000.0,529000000.0,529000000.0,529000000.0,529000000.0,391000000.0,391000000.0,333000000.0,333000000.0,432000000.0,333000000.0,432000000.0
OperatingLeasePayments / USD,,,,201000000.0,,,,201000000.0,,,,213000000.0,,,,197000000.0,,,,119000000.0,,119000000.0,
OperatingLeaseRightOfUseAsset / USD,832000000.0,832000000.0,832000000.0,832000000.0,788000000.0,788000000.0,788000000.0,788000000.0,640000000.0,640000000.0,640000000.0,640000000.0,642000000.0,642000000.0,642000000.0,642000000.0,491000000.0,491000000.0,421000000.0,421000000.0,554000000.0,421000000.0,554000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,0.036,,,,0.034,,,,0.03,,,,0.034,,,,0.039,,0.039,
OperatingLossCarryforwards / USD,,,,1145000000.0,,,,789000000.0,,,,808000000.0,,,,836000000.0,,,,1080000000.0,,1080000000.0,
OtherAssetsCurrent / USD,327000000.0,327000000.0,327000000.0,327000000.0,343000000.0,343000000.0,343000000.0,343000000.0,376000000.0,376000000.0,376000000.0,376000000.0,349000000.0,349000000.0,349000000.0,349000000.0,447000000.0,447000000.0,728000000.0,728000000.0,972000000.0,728000000.0,972000000.0
OtherAssetsNoncurrent / USD,256000000.0,256000000.0,256000000.0,256000000.0,279000000.0,279000000.0,279000000.0,279000000.0,242000000.0,242000000.0,242000000.0,242000000.0,219000000.0,219000000.0,219000000.0,219000000.0,330000000.0,330000000.0,310000000.0,310000000.0,558000000.0,310000000.0,558000000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax / USD,,,,-449000000.0,,,,,-121000000.0,-62000000.0,-265000000.0,,-61000000.0,-550000000.0,-1195000000.0,-322000000.0,54000000.0,-9000000.0,-255000000.0,-551000000.0,-388000000.0,-551000000.0,102000000.0
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax / USD,,15000000.0,,-650000000.0,-488000000.0,,,,-121000000.0,-121000000.0,-121000000.0,591000000.0,-65000000.0,-65000000.0,-65000000.0,-269000000.0,52000000.0,52000000.0,-385000000.0,-462000000.0,634000000.0,-462000000.0,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,
