fact_unit,2017-10-30,2018-03-23,2018-11-09,2019-03-18,2019-05-10,2019-08-09,2019-11-12,2020-03-02,2020-05-07,2020-07-31,2020-11-05,2021-03-01,2021-05-06,2021-07-30,2021-10-29,2022-02-28,2022-05-02,2022-07-28,2022-10-27,2023-02-28,2023-04-27,2023-07-27,2023-10-26,2024-02-28,2024-05-02,2024-08-02,2024-10-31,2025-02-26,2025-05-01,2025-08-01,2025-10-31
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,0.014,,,,0.014,,,,0.006,,,,0.011,,,,0.006,,,,0.016,,,,0.015,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,32000000.0,,,,53000000.0,,,,30000000.0,,,,42000000.0,,,,79000000.0,,,,64000000.0,,,,64000000.0,,,
EntityCommonStockSharesOutstanding / shares,25000.0,25000.0,551054569.0,544910125.0,542766214.0,540591490.0,537175977.0,532959736.0,525185319.0,525360032.0,524856691.0,522836425.0,520208493.0,516411320.0,512554731.0,507744577.0,503281693.0,498365588.0,494379532.0,492160806.0,490251988.0,487945864.0,484890486.0,481576472.0,480676281.0,477502737.0,476157903.0,472911618.0,471294205.0,468909532.0,466948930.0
EntityPublicFloat / USD,,,,45000000000.0,,,,108000000000.0,,,,111000000000.0,,,,149000000000.0,,,,143000000000.0,,,,186000000000.0,,,,210000000000.0,,,
EquityMethodInvestments / USD,,,,727000000.0,,,,1838000000.0,,,,2027000000.0,,,,2061000000.0,,,,2619000000.0,,,,2350000000.0,,,,2190000000.0,,,
EquitySecuritiesFvNi / USD,,,,12000000.0,,,,76000000.0,,,,40000000.0,,,,23000000.0,,,,18000000.0,,,,184000000.0,,,,187000000.0,,,
FinanceLeaseLiability / USD,,,,,116000000.0,132000000.0,137000000.0,149000000.0,137000000.0,140000000.0,150000000.0,149000000.0,,,,163000000.0,,,,176000000.0,,,,156000000.0,,,,193000000.0,,,
FinanceLeaseLiabilityCurrent / USD,,,,,30000000.0,22000000.0,30000000.0,32000000.0,,,,32000000.0,,,,38000000.0,,,,47000000.0,,,,42000000.0,,,,50000000.0,,,
FinanceLeaseLiabilityNoncurrent / USD,,,,,86000000.0,110000000.0,107000000.0,117000000.0,,,,117000000.0,,,,125000000.0,,,,129000000.0,,,,114000000.0,,,,143000000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,,,,,146000000.0,160000000.0,175000000.0,205000000.0,,,,205000000.0,,,,221000000.0,,,,202000000.0,,,,248000000.0,,,,247000000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,66000000.0,68000000.0,73000000.0,81000000.0,,,,71000000.0,,,,67000000.0,,,,57000000.0,,,,55000000.0,,,,44000000.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,38000000.0,,,,41000000.0,,,,54000000.0,,,,48000000.0,,,,58000000.0,,,,65000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,,7000000.0,6000000.0,14000000.0,10000000.0,,,,12000000.0,,,,11000000.0,,,,12000000.0,,,,16000000.0,,,,15000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,,13000000.0,15000000.0,22000000.0,18000000.0,,,,17000000.0,,,,20000000.0,,,,19000000.0,,,,29000000.0,,,,28000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,,17000000.0,19000000.0,26000000.0,27000000.0,,,,27000000.0,,,,29000000.0,,,,29000000.0,,,,40000000.0,,,,42000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,,,,,21000000.0,24000000.0,31000000.0,31000000.0,,,,37000000.0,,,,40000000.0,,,,37000000.0,,,,50000000.0,,,,53000000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,,,,,30000000.0,28000000.0,38000000.0,56000000.0,,,,42000000.0,,,,45000000.0,,,,46000000.0,,,,55000000.0,,,,43000000.0,,,
FinanceLeaseRightOfUseAsset / USD,,,,,118000000.0,113000000.0,132000000.0,140000000.0,,,,140000000.0,,,,155000000.0,,,,163000000.0,,,,146000000.0,,,,179000000.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,571000000.0,719000000.0,719000000.0,719000000.0,652000000.0,,,,719000000.0,,,,1444000000.0,,,,2184000000.0,,,,2371000000.0,,,,2904000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / USD,,,,10833000000.0,10120000000.0,10246000000.0,11079000000.0,11115000000.0,,,,11173000000.0,,,,9183000000.0,,,,8165000000.0,,,,8035000000.0,,,,6958000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,848000000.0,,,,718000000.0,,,,729000000.0,,,,615000000.0,,,,565000000.0,,,,578000000.0,,,,570000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,605000000.0,780000000.0,783000000.0,585000000.0,556000000.0,,,,529000000.0,,,,511000000.0,,,,460000000.0,,,,492000000.0,,,,525000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,648000000.0,804000000.0,806000000.0,615000000.0,570000000.0,,,,572000000.0,,,,530000000.0,,,,468000000.0,,,,505000000.0,,,,528000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,790000000.0,836000000.0,839000000.0,735000000.0,595000000.0,,,,581000000.0,,,,571000000.0,,,,519000000.0,,,,516000000.0,,,,545000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,830000000.0,993000000.0,996000000.0,771000000.0,713000000.0,,,,608000000.0,,,,579000000.0,,,,537000000.0,,,,528000000.0,,,,554000000.0,,,
FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss / USD,,,,33000000.0,-122000000.0,-59000000.0,-593000000.0,-12000000.0,,,,813000000.0,,,,-672000000.0,,,,-836000000.0,,,,264000000.0,,,,264000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,,,,1382000000.0,16942000000.0,16942000000.0,16942000000.0,1437000000.0,,,,16942000000.0,,,,17581000000.0,,,,18368000000.0,,,,16173000000.0,,,,15324000000.0,,,
FiniteLivedIntangibleAssetsNet / USD,,,,14554000000.0,14299000000.0,14135000000.0,14022000000.0,14267000000.0,,,,14192000000.0,,,,11989000000.0,,,,10714000000.0,,,,10654000000.0,,,,9680000000.0,,,
FinitelivedIntangibleAssetsAcquired1 / USD,,,,82000000.0,36000000.0,41000000.0,81000000.0,,,,,,,,,,,,,,,,,,,,,314000000.0,,,
ForeignCurrencyTransactionGainLossBeforeTax / USD,,,,1000000.0,,,,-3000000.0,,,,4000000.0,,,,-11000000.0,,,,-28000000.0,,,,-29000000.0,,,,-18000000.0,,,
GainLossOnSaleOfOtherAssets / USD,,,,16000000.0,,,,4000000.0,,,,6000000.0,,,,10000000.0,,,,-78000000.0,,,,-31000000.0,,,,-9000000.0,,,
GeneralAndAdministrativeExpense / USD,,,,652000000.0,,,,696000000.0,,,,872000000.0,,,,1857000000.0,,,,1890000000.0,,,,1847000000.0,,,,1812000000.0,,,
Goodwill / USD,,,,3117000000.0,26874000000.0,26874000000.0,26874000000.0,3233000000.0,27019000000.0,27019000000.0,27019000000.0,26874000000.0,28201000000.0,28201000000.0,28201000000.0,27019000000.0,27038000000.0,27038000000.0,27038000000.0,28201000000.0,25817000000.0,25817000000.0,25817000000.0,27038000000.0,26751000000.0,26751000000.0,26751000000.0,25817000000.0,25937000000.0,25937000000.0,25937000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,92000000.0,-115000000.0,-94000000.0,-792000000.0,98000000.0,,,,-144000000.0,,,,1218000000.0,,,,-966000000.0,,,,-1231000000.0,,,,386000000.0,,,
GoodwillImpairmentLoss / USD,,,,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit / USD,,,,620000000.0,,,,620000000.0,,,,49000000.0,,,,49000000.0,,,,243000000.0,,,,62000000.0,,,,5000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,954000000.0,,,,1003000000.0,,,,931000000.0,,,,1161000000.0,,,,1253000000.0,,,,2020000000.0,,,,2502000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,1094000000.0,,,,1284000000.0,,,,4118000000.0,,,,1766000000.0,,,,2131000000.0,,,,3079000000.0,,,,3041000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments / USD,,,,2048000000.0,605000000.0,1248000000.0,1871000000.0,2287000000.0,571000000.0,1254000000.0,2255000000.0,5049000000.0,754000000.0,1372000000.0,2344000000.0,2927000000.0,1242000000.0,2415000000.0,3744000000.0,3384000000.0,1535000000.0,2181000000.0,3829000000.0,5099000000.0,1941000000.0,3945000000.0,5992000000.0,5543000000.0,2080000000.0,4243000000.0,6306000000.0
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest / USD,,,,1538000000.0,472000000.0,971000000.0,1451000000.0,1308000000.0,465000000.0,1007000000.0,1738000000.0,4288000000.0,606000000.0,1089000000.0,1819000000.0,2272000000.0,1017000000.0,1893000000.0,2902000000.0,2622000000.0,1210000000.0,1620000000.0,2920000000.0,3956000000.0,1552000000.0,,,4281000000.0,,,
IncomeLossFromEquityMethodInvestments / USD,,,,41000000.0,15000000.0,29000000.0,42000000.0,47000000.0,34000000.0,62000000.0,90000000.0,56000000.0,17000000.0,46000000.0,69000000.0,114000000.0,43000000.0,80000000.0,81000000.0,85000000.0,44000000.0,94000000.0,137000000.0,119000000.0,41000000.0,87000000.0,128000000.0,172000000.0,48000000.0,93000000.0,131000000.0
IncomeTaxExpenseBenefit / USD,,,0.0,551000000.0,148000000.0,306000000.0,462000000.0,1026000000.0,140000000.0,309000000.0,607000000.0,817000000.0,165000000.0,329000000.0,594000000.0,769000000.0,268000000.0,602000000.0,923000000.0,847000000.0,369000000.0,655000000.0,1046000000.0,1262000000.0,430000000.0,868000000.0,1355000000.0,1434000000.0,463000000.0,971000000.0,1469000000.0
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,,,,-140000000.0,,,,-145000000.0,,,,57000000.0,,,,113000000.0,,,,167000000.0,,,,219000000.0,,,,176000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,717000000.0,,,,801000000.0,,,,1060000000.0,,,,615000000.0,,,,711000000.0,,,,1071000000.0,,,,1164000000.0,,,
IncomeTaxReconciliationOtherAdjustments / USD,,,,-2000000.0,,,,6000000.0,,,,86000000.0,,,,46000000.0,,,,9000000.0,,,,-55000000.0,,,,-57000000.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,28000000.0,,,,32000000.0,,,,30000000.0,,,,31000000.0,,,,21000000.0,,,,83000000.0,,,,84000000.0,,,
IncomeTaxReconciliationTaxContingencies / USD,,,,,,,,,,,,,,,,47000000.0,,,,47000000.0,,,,47000000.0,,,,71000000.0,,,
IncomeTaxesPaid / USD,,,,585000000.0,,,,565000000.0,,,,757000000.0,,,,1357000000.0,,,,1066000000.0,,,,1710000000.0,,,,1735000000.0,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities / USD,599527.0,1847848.0,599527.0,92000000.0,-67000000.0,-6000000.0,101000000.0,22000000.0,-31000000.0,-247000000.0,-411000000.0,287000000.0,-183000000.0,-27000000.0,-12000000.0,-174000000.0,69000000.0,39000000.0,131000000.0,109000000.0,51000000.0,70000000.0,376000000.0,447000000.0,-64000000.0,-458000000.0,-268000000.0,307000000.0,-65000000.0,-393000000.0,-378000000.0
IncreaseDecreaseInAccountsReceivable / USD,,,,33000000.0,82000000.0,147000000.0,121000000.0,92000000.0,56000000.0,188000000.0,30000000.0,124000000.0,109000000.0,118000000.0,76000000.0,-80000000.0,178000000.0,388000000.0,539000000.0,-19000000.0,340000000.0,543000000.0,572000000.0,553000000.0,131000000.0,175000000.0,169000000.0,423000000.0,361000000.0,422000000.0,198000000.0
IncreaseDecreaseInInventories / USD,,,,13000000.0,2000000.0,10000000.0,29000000.0,22000000.0,32000000.0,73000000.0,61000000.0,4000000.0,62000000.0,82000000.0,101000000.0,81000000.0,60000000.0,42000000.0,77000000.0,-18000000.0,35000000.0,144000000.0,300000000.0,129000000.0,59000000.0,85000000.0,125000000.0,347000000.0,27000000.0,23000000.0,-32000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,,,,-22000000.0,-50000000.0,13000000.0,36000000.0,-68000000.0,165000000.0,274000000.0,230000000.0,53000000.0,90000000.0,52000000.0,128000000.0,-93000000.0,-92000000.0,-14000000.0,-108000000.0,266000000.0,11000000.0,-74000000.0,-308000000.0,-75000000.0,230000000.0,293000000.0,323000000.0,-163000000.0,44000000.0,95000000.0,140000000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,,,,-6000000.0,19000000.0,-25000000.0,-3000000.0,66000000.0,79000000.0,76000000.0,65000000.0,-43000000.0,92000000.0,48000000.0,-1000000.0,72000000.0,64000000.0,20000000.0,25000000.0,-128000000.0,107000000.0,123000000.0,111000000.0,-76000000.0,5000000.0,39000000.0,-31000000.0,157000000.0,50000000.0,62000000.0,62000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,2080000.0,3305000.0,3272000.0,3475000.0,2853000.0,3593000.0,3738000.0,3918000.0,3726000.0,3741000.0,3727000.0,4223000.0,4076000.0,4468000.0,4689000.0,4860000.0,4421000.0,4258000.0,4339000.0,4269000.0,4979000.0,3859000.0,3958000.0,4049000.0,4302000.0,3643000.0,3423000.0,3361000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,,,1669000000.0,1645000000.0,1669000000.0,1814000000.0,1870000000.0,,,,1992000000.0,,,,1813000000.0,,,,1706000000.0,,,,1745000000.0,,,,1650000000.0,,,
InsuranceRecoveries / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,
IntangibleAssetsNetExcludingGoodwill / USD,,,,785000000.0,16223000000.0,16223000000.0,16223000000.0,16223000000.0,16137000000.0,16137000000.0,16137000000.0,16137000000.0,16184000000.0,16184000000.0,16184000000.0,16184000000.0,13802000000.0,13802000000.0,13802000000.0,13802000000.0,12420000000.0,12420000000.0,12420000000.0,12420000000.0,12399000000.0,12399000000.0,12399000000.0,12399000000.0,11330000000.0,11330000000.0,11330000000.0
InterestCostsCapitalizedAdjustment / USD,,,,34000000.0,,,,28000000.0,,,,20000000.0,,,,38000000.0,,,,38000000.0,,,,57000000.0,,,,62000000.0,,,
InterestExpenseDebt / USD,,,,208000000.0,,,,230000000.0,,,,297000000.0,,,,284000000.0,,,,277000000.0,,,,227000000.0,,,,277000000.0,,,
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,89000000.0,129000000.0,63000000.0,65000000.0,135000000.0,203000000.0
InterestIncomeExpenseNet / USD,,,,,,,,,,,-30000000.0,,-24000000.0,-42000000.0,-80000000.0,,,-38000000.0,-46000000.0,-115000000.0,-9000000.0,-14000000.0,-32000000.0,-77000000.0,-37000000.0,,,-63000000.0,,,
InterestIncomeOther / USD,,,,,,,,41000000.0,,,,80000000.0,,,,112000000.0,,,,55000000.0,,,,40000000.0,,,,117000000.0,,,
InterestPaidNet / USD,,,,189000000.0,,,,184000000.0,,,,214000000.0,,,,275000000.0,,,,322000000.0,,,,233000000.0,,,,170000000.0,,,
InterestPayableCurrent / USD,,,,81000000.0,,,,137000000.0,,,,127000000.0,,,,135000000.0,,,,102000000.0,,,,118000000.0,,,,129000000.0,,,
InventoryFinishedGoods / USD,,,,333000000.0,991000000.0,991000000.0,991000000.0,991000000.0,970000000.0,970000000.0,970000000.0,970000000.0,981000000.0,981000000.0,981000000.0,981000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1043000000.0,1043000000.0,1043000000.0,1043000000.0,,,,1111000000.0,,,
InventoryFinishedGoodsNetOfReserves / USD,,,,,,,,,,,,,,,,,,,,,,,,,1111000000.0,1111000000.0,1111000000.0,,1046000000.0,1046000000.0,1046000000.0
InventoryNet / USD,,,,614000000.0,1651000000.0,1651000000.0,1651000000.0,1651000000.0,1697000000.0,1697000000.0,1697000000.0,1697000000.0,1729000000.0,1729000000.0,1729000000.0,1729000000.0,1733000000.0,1733000000.0,1733000000.0,1733000000.0,1978000000.0,1978000000.0,1978000000.0,1978000000.0,2115000000.0,2115000000.0,2115000000.0,2115000000.0,1946000000.0,1946000000.0,1946000000.0
InventoryRawMaterials / USD,,,,224000000.0,339000000.0,339000000.0,339000000.0,339000000.0,396000000.0,396000000.0,396000000.0,396000000.0,411000000.0,411000000.0,411000000.0,411000000.0,399000000.0,399000000.0,399000000.0,399000000.0,567000000.0,567000000.0,567000000.0,567000000.0,,,,614000000.0,,,
InventoryRawMaterialsNetOfReserves / USD,,,,,,,,,,,,,,,,,,,,,,,,,614000000.0,614000000.0,614000000.0,,529000000.0,529000000.0,529000000.0
InventoryWorkInProcess / USD,,,,57000000.0,321000000.0,321000000.0,321000000.0,321000000.0,331000000.0,331000000.0,331000000.0,331000000.0,337000000.0,337000000.0,337000000.0,337000000.0,334000000.0,334000000.0,334000000.0,334000000.0,368000000.0,368000000.0,368000000.0,368000000.0,,,,390000000.0,,,
InventoryWorkInProcessNetOfReserves / USD,,,,,,,,,,,,,,,,,,,,,,,,,390000000.0,390000000.0,390000000.0,,371000000.0,371000000.0,371000000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,1128000000.0,1141000000.0,1063000000.0,1082000000.0,,,,977000000.0,,,,931000000.0,,,,837000000.0,,,,903000000.0,,,,919000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,244000000.0,276000000.0,285000000.0,251000000.0,,,,257000000.0,,,,281000000.0,,,,258000000.0,,,,268000000.0,,,,260000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,275000000.0,,,,251000000.0,,,,227000000.0,,,,196000000.0,,,,209000000.0,,,,202000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,90000000.0,92000000.0,103000000.0,75000000.0,,,,62000000.0,,,,61000000.0,,,,58000000.0,,,,60000000.0,,,,68000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,134000000.0,139000000.0,151000000.0,110000000.0,,,,89000000.0,,,,84000000.0,,,,79000000.0,,,,88000000.0,,,,96000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,176000000.0,182000000.0,193000000.0,163000000.0,,,,131000000.0,,,,116000000.0,,,,106000000.0,,,,121000000.0,,,,129000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,223000000.0,228000000.0,255000000.0,208000000.0,,,,187000000.0,,,,162000000.0,,,,140000000.0,,,,157000000.0,,,,164000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,62000000.0,177000000.0,108000000.0,106000000.0,,,,71000000.0,,,,98000000.0,,,,116000000.0,,,,154000000.0,,,,137000000.0,,,
Liabilities / USD,,,,13914000000.0,36290000000.0,36290000000.0,36290000000.0,36290000000.0,34977000000.0,34977000000.0,34977000000.0,34977000000.0,38647000000.0,38647000000.0,38647000000.0,38647000000.0,36164000000.0,36164000000.0,36164000000.0,36164000000.0,38271000000.0,38271000000.0,38271000000.0,38271000000.0,39716000000.0,39716000000.0,39716000000.0,39716000000.0,40659000000.0,40659000000.0,40659000000.0
LiabilitiesAndStockholdersEquity / USD,9067652.0,9214424.0,9214424.0,20436000000.0,93386000000.0,93386000000.0,93386000000.0,93386000000.0,86612000000.0,86612000000.0,86612000000.0,86612000000.0,88229000000.0,88229000000.0,88229000000.0,88229000000.0,81605000000.0,81605000000.0,81605000000.0,81605000000.0,79658000000.0,79658000000.0,79658000000.0,79658000000.0,80811000000.0,80811000000.0,80811000000.0,80811000000.0,80147000000.0,80147000000.0,80147000000.0
LiabilitiesCurrent / USD,,,,3307000000.0,12956000000.0,12956000000.0,12956000000.0,12956000000.0,12160000000.0,12160000000.0,12160000000.0,12160000000.0,13740000000.0,13740000000.0,13740000000.0,13740000000.0,13643000000.0,13643000000.0,13643000000.0,13643000000.0,16479000000.0,16479000000.0,16479000000.0,16479000000.0,15717000000.0,15717000000.0,15717000000.0,15717000000.0,14544000000.0,14544000000.0,14544000000.0
LiabilityForUncertainTaxPositionsNoncurrent / USD,,,,35000000.0,,,,191000000.0,,,,342000000.0,,,,355000000.0,,,,302000000.0,,,,248000000.0,,,,216000000.0,,,
LongTermDebt / USD,,,,8762000000.0,13811000000.0,13811000000.0,13811000000.0,13811000000.0,12224000000.0,12224000000.0,12224000000.0,12224000000.0,12903000000.0,12903000000.0,12903000000.0,12903000000.0,13044000000.0,13044000000.0,13044000000.0,13044000000.0,13797000000.0,13797000000.0,13797000000.0,13797000000.0,14660000000.0,14660000000.0,14660000000.0,14660000000.0,17400000000.0,17400000000.0,17400000000.0
LongTermDebtAndCapitalLeaseObligations / USD,,,,7783000000.0,12288000000.0,12288000000.0,12288000000.0,12288000000.0,10693000000.0,10693000000.0,10693000000.0,10693000000.0,12152000000.0,12152000000.0,12152000000.0,12152000000.0,11335000000.0,11335000000.0,11335000000.0,11335000000.0,12198000000.0,12198000000.0,12198000000.0,12198000000.0,13397000000.0,13397000000.0,13397000000.0,13397000000.0,15343000000.0,15343000000.0,15343000000.0
LongTermDebtAndCapitalLeaseObligationsCurrent / USD,,,,979000000.0,1523000000.0,1523000000.0,1523000000.0,1523000000.0,1531000000.0,1531000000.0,1531000000.0,1531000000.0,751000000.0,751000000.0,751000000.0,751000000.0,1709000000.0,1709000000.0,1709000000.0,1709000000.0,1599000000.0,1599000000.0,1599000000.0,1599000000.0,1263000000.0,1263000000.0,1263000000.0,1263000000.0,2057000000.0,2057000000.0,2057000000.0
LongTermDebtCurrent / USD,,,,,,,,,,,,,,,,,,,,1709000000.0,1599000000.0,1599000000.0,1599000000.0,1599000000.0,1263000000.0,1263000000.0,1263000000.0,1263000000.0,2057000000.0,2057000000.0,2057000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,,4658000000.0,,,,3727000000.0,,,,5709000000.0,,,,5922000000.0,,,,6303000000.0,,,,7216000000.0,,,,9950000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,1523000000.0,,,,1531000000.0,,,,751000000.0,,,,1709000000.0,,,,1599000000.0,,,,1263000000.0,,,,2057000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,1788000000.0,,,,983000000.0,,,,1083000000.0,,,,1735000000.0,,,,1442000000.0,,,,835000000.0,,,,785000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,2336000000.0,,,,1798000000.0,,,,1067000000.0,,,,984000000.0,,,,1686000000.0,,,,1500000000.0,,,,1547000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,1864000000.0,,,,2330000000.0,,,,1853000000.0,,,,988000000.0,,,,1548000000.0,,,,1733000000.0,,,,1391000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,1642000000.0,,,,1855000000.0,,,,2440000000.0,,,,1706000000.0,,,,1219000000.0,,,,2113000000.0,,,,1670000000.0,,,
LongTermDebtNoncurrent / USD,,,,7783000000.0,,,,12288000000.0,,,,10693000000.0,,,,12152000000.0,,,,11335000000.0,12198000000.0,12198000000.0,12198000000.0,12198000000.0,13397000000.0,13397000000.0,13397000000.0,13397000000.0,15343000000.0,15343000000.0,15343000000.0
LossContingencyAccrualAtCarryingValue / USD,,,,,,,,,,,,,,,,,,,,,,,,29000000.0,,,,1148000000.0,,,
MinorityInterest / USD,,,,493000000.0,5484000000.0,5484000000.0,5484000000.0,5484000000.0,2448000000.0,2448000000.0,2448000000.0,2448000000.0,2252000000.0,2252000000.0,2252000000.0,2252000000.0,1393000000.0,1393000000.0,1393000000.0,1393000000.0,1346000000.0,1346000000.0,1346000000.0,1346000000.0,1362000000.0,1362000000.0,1362000000.0,1362000000.0,1383000000.0,1383000000.0,1383000000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,,,,28000000.0,3000000.0,16000000.0,26000000.0,35000000.0,4000000.0,80000000.0,119000000.0,49000000.0,4000000.0,48000000.0,113000000.0,132000000.0,21000000.0,45000000.0,85000000.0,161000000.0,7000000.0,36000000.0,71000000.0,118000000.0,29000000.0,65000000.0,84000000.0,81000000.0,9000000.0,64000000.0,87000000.0
NetCashProvidedByUsedInFinancingActivities / USD,,,,-659000000.0,,,,,,,,,759000000.0,555000000.0,-378000000.0,,-970000000.0,-3115000000.0,-3371000000.0,-3345000000.0,244000000.0,-1759000000.0,-3479000000.0,-7588000000.0,-764000000.0,-3656000000.0,-4620000000.0,-3089000000.0,-668000000.0,-1476000000.0,-2749000000.0
NetCashProvidedByUsedInInvestingActivities / USD,,,,-1770000000.0,,,,,,,,,-613000000.0,-1247000000.0,-1979000000.0,,-751000000.0,-1460000000.0,-2131000000.0,-2986000000.0,-665000000.0,-1507000000.0,-2207000000.0,-3007000000.0,-1634000000.0,-2498000000.0,-3444000000.0,-3088000000.0,-1041000000.0,-2311000000.0,-3268000000.0
NetCashProvidedByUsedInOperatingActivities / USD,-34798.0,-34798.0,-34798.0,,,,,,,,,,1347000000.0,3111000000.0,4995000000.0,,2109000000.0,3936000000.0,6492000000.0,7429000000.0,2000000000.0,4133000000.0,6769000000.0,9725000000.0,1908000000.0,4058000000.0,6578000000.0,8864000000.0,1954000000.0,3883000000.0,6614000000.0
NetIncomeLoss / USD,-462640.0,-462640.0,-753465.0,1500000000.0,462000000.0,942000000.0,1403000000.0,1247000000.0,517000000.0,1039000000.0,1774000000.0,4381000000.0,573000000.0,1031000000.0,1731000000.0,2285000000.0,980000000.0,1821000000.0,2800000000.0,2501000000.0,1174000000.0,1546000000.0,2819000000.0,3826000000.0,1516000000.0,3091000000.0,4656000000.0,4147000000.0,1627000000.0,3290000000.0,4840000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,73000000.0,109000000.0,134000000.0,38000000.0,75000000.0,128000000.0
NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent / USD,,,,9000000.0,2000000.0,4000000.0,10000000.0,-4000000.0,15000000.0,-9000000.0,-7000000.0,-4000000.0,-45000000.0,-90000000.0,-131000000.0,-32000000.0,-49000000.0,-98000000.0,-143000000.0,-177000000.0,-64000000.0,-126000000.0,-179000000.0,-192000000.0,-45000000.0,-90000000.0,-125000000.0,-237000000.0,-50000000.0,-99000000.0,-144000000.0
NotesAndLoansReceivableNetNoncurrent / USD,,,,54000000.0,,,,135000000.0,,,,150000000.0,,,,201000000.0,,,,105000000.0,,,,164000000.0,,,,163000000.0,,,
NumberOfReportableSegments / reportableSegment,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,4.0,,,
