fact_unit,2010-08-06,2010-11-05,2011-02-25,2011-05-06,2011-08-08,2011-11-07,2012-02-29,2012-05-08,2012-08-08,2012-11-05,2013-02-28,2013-05-08,2013-08-08,2013-11-04,2014-03-03,2014-05-08,2014-08-07,2014-11-06,2015-03-02,2015-05-08,2015-08-10,2015-11-06,2016-02-29,2016-05-06,2016-08-05,2016-11-04,2017-02-27,2017-05-05,2017-08-04,2017-11-03,2018-03-01,2018-05-09,2018-08-09,2018-11-06,2019-02-26,2019-05-07,2019-08-06,2019-11-05,2020-02-25,2020-05-08,2020-08-06,2020-11-06,2021-02-26,2021-05-03,2021-08-05,2021-11-03,2022-02-28,2022-05-06,2022-08-05,2022-11-04,2023-02-28,2023-05-04,2023-08-09,2023-11-09,2024-02-29,2024-05-03,2024-05-31,2024-08-02,2024-11-04,2025-02-28,2025-05-02,2025-08-01,2025-10-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent / USD,33386000.0,33386000.0,33386000.0,34210000.0,34210000.0,34210000.0,35242000.0,45079000.0,45079000.0,45079000.0,46353000.0,52299000.0,52299000.0,52299000.0,52299000.0,60601000.0,60601000.0,60601000.0,60601000.0,65521000.0,65521000.0,65521000.0,65521000.0,82693000.0,82693000.0,82693000.0,82693000.0,101388000.0,101388000.0,101388000.0,101388000.0,96087000.0,96087000.0,96087000.0,96087000.0,101461000.0,101461000.0,101461000.0,101461000.0,111382000.0,111382000.0,111382000.0,111382000.0,130012000.0,130012000.0,130012000.0,130012000.0,142285000.0,142285000.0,142285000.0,142285000.0,171680000.0,171680000.0,171680000.0,171680000.0,334518000.0,,334518000.0,334518000.0,334518000.0,346519000.0,346519000.0,346519000.0
AccountsReceivableNet / USD,,,,,,,12519000.0,,,,15536000.0,,,,19881000.0,,,,26278000.0,,,,31946000.0,,,,,,,,,,,,,,,,,,,,,,,,,,83050000.0,83050000.0,83050000.0,85937000.0,85937000.0,85937000.0,85937000.0,134716000.0,,134716000.0,134716000.0,134716000.0,129748000.0,129748000.0,129748000.0
AccretionAmortizationOfDiscountsAndPremiumsInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-1056000.0,-1056000.0,-1056000.0,-5787000.0,-5787000.0,-5787000.0,-5787000.0,-7936000.0,-7936000.0,-7936000.0,-7936000.0,-14273000.0,-14273000.0,-14273000.0,-14273000.0,10156000.0,10156000.0,10156000.0,10156000.0,-1484000.0,-1484000.0,-1484000.0,-1484000.0,-6352000.0,-6352000.0,-6352000.0,-6352000.0,16770000.0,16770000.0,16770000.0,16770000.0,33290000.0,33290000.0,33290000.0,33290000.0,34650000.0,34650000.0,34650000.0,34650000.0,-28966000.0,-28966000.0,-28966000.0,-28966000.0,-99093000.0,-99093000.0,-99093000.0,-99093000.0,-42546000.0,-42546000.0,-42546000.0,-42546000.0,48798000.0,48798000.0,48798000.0,48798000.0,17435000.0,,17435000.0,17435000.0,17435000.0,12806000.0,12806000.0,12806000.0
AdditionalPaidInCapitalCommonStock / USD,1138243000.0,1138243000.0,1138243000.0,1148820000.0,1148820000.0,1148820000.0,1148820000.0,1290021000.0,1290021000.0,1290021000.0,1290021000.0,1740037000.0,1740037000.0,1740037000.0,1740037000.0,1973159000.0,1973159000.0,1973159000.0,1973159000.0,1995484000.0,1995484000.0,1995484000.0,1995484000.0,2431754000.0,2431754000.0,2431754000.0,2431754000.0,2566120000.0,2566120000.0,2566120000.0,2566120000.0,2569485000.0,2569485000.0,2569485000.0,2569485000.0,2640705000.0,2640705000.0,2640705000.0,2640705000.0,2868681000.0,2868681000.0,2868681000.0,2868681000.0,3000458000.0,3000458000.0,3000458000.0,3000458000.0,3285948000.0,3285948000.0,3285948000.0,3285948000.0,3345332000.0,3345332000.0,3345332000.0,3345332000.0,14750388000.0,,14750388000.0,14750388000.0,14750388000.0,14831946000.0,14831946000.0,14831946000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7449000.0,7543000.0,7606000.0,7640000.0,7449000.0,,7543000.0,7606000.0,7640000.0,,,
AdvertisingExpense / USD,,,,,,,5892000.0,,,,6430000.0,,,,5958000.0,,,,6026000.0,,,,6482000.0,,,,8843000.0,,,,10528000.0,,,,12867000.0,,,,14410000.0,,,,16153000.0,,,,25106000.0,,,,28336000.0,,,,18793000.0,,,,,19285000.0,,,
AmortizationOfDebtDiscountPremium / USD,1404000.0,1834000.0,4060000.0,404000.0,820000.0,1236000.0,2239000.0,428000.0,868000.0,1308000.0,1664000.0,444000.0,444000.0,444000.0,1761000.0,662000.0,113000.0,947000.0,444000.0,662000.0,1325000.0,2004000.0,1404000.0,697000.0,1393000.0,2198000.0,2683000.0,1233000.0,2473000.0,3716000.0,3310000.0,1269000.0,2559000.0,3827000.0,4980000.0,1209000.0,2385000.0,3525000.0,5103000.0,1162000.0,2347000.0,3533000.0,4687000.0,1209000.0,2442000.0,3675000.0,4742000.0,,,,3675000.0,,,0.0,0.0,0.0,,0.0,8228000.0,0.0,,21558000.0,32563000.0
AmortizationOfFinancingCosts / USD,1881000.0,2978000.0,3596000.0,1250000.0,2347000.0,3323000.0,3877000.0,1102000.0,2233000.0,3720000.0,4354000.0,2246000.0,3370000.0,5016000.0,5583000.0,1510000.0,3035000.0,4198000.0,5889000.0,1641000.0,3236000.0,4955000.0,5997000.0,1598000.0,3328000.0,4876000.0,6592000.0,2823000.0,5617000.0,9388000.0,7779000.0,3103000.0,6083000.0,9246000.0,12922000.0,3021000.0,6064000.0,9230000.0,12289000.0,3034000.0,6006000.0,8912000.0,14286000.0,2830000.0,4946000.0,7356000.0,11989000.0,2286000.0,4869000.0,6656000.0,9386000.0,1984000.0,3933000.0,6352000.0,10587000.0,2604000.0,,5470000.0,9716000.0,8773000.0,4008000.0,7739000.0,13419000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,,,2633000.0,,,,7177000.0,,,,12065000.0,,,,12996000.0,,,,11695000.0,,,,21133000.0,,,,14349000.0,,,,9050000.0,,,,6614000.0,,,,2258000.0,,,,4778000.0,,,,,13981000.0,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,2387550.0,2187449.0,4925153.0,290819.0,99482.0,106726.0,1788142.0,32612.0,48980.0,54959.0,,,,43273.0,,,,,,,,,,,,,,,,,,,,,910309.0,,1512657.0,1470693.0,1795632.0,1555636.0,8413687.0,8349818.0,1474558.0,337839.0,301483.0,1055271.0,8273612.0,1216196.0,1258275.0,1270797.0,972655.0,213606.0,,218259.0,9177170.0,1328177.0,1503096.0,1447116.0,1330456.0
AssetAcquisitionConsiderationTransferred / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19399000.0,19399000.0,,151884000.0,151884000.0,151884000.0,590000000.0,227896000.0,227896000.0,227896000.0,590000000.0,13117000.0,,13117000.0,13117000.0,590000000.0,35255000.0,35255000.0,35255000.0
AssetAcquisitionConsiderationTransferredOtherAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45000.0,-45000.0,,-2944000.0,-2944000.0,-2944000.0,,-274000.0,-274000.0,-274000.0,786000.0,-6000.0,,-6000.0,-6000.0,-152000.0,-171000.0,-171000.0,-171000.0
Assets / USD,2407556000.0,2407556000.0,2407556000.0,2248468000.0,2248468000.0,2248468000.0,2249820000.0,2516250000.0,2516250000.0,2516250000.0,2517524000.0,3223477000.0,3223477000.0,3223477000.0,3223477000.0,3977140000.0,3977140000.0,3977140000.0,3977140000.0,4402107000.0,4402107000.0,4402107000.0,4381987000.0,6071407000.0,6071407000.0,6071407000.0,6071407000.0,7091446000.0,7091446000.0,7091446000.0,7091446000.0,7460953000.0,7460953000.0,7460953000.0,7460953000.0,7847978000.0,7847978000.0,7847978000.0,7847978000.0,8532377000.0,8532377000.0,8532377000.0,8532377000.0,9395848000.0,9395848000.0,9395848000.0,9395848000.0,10474477000.0,10474477000.0,10474477000.0,10474477000.0,12167458000.0,12167458000.0,12167458000.0,12167458000.0,27456262000.0,,27456262000.0,27456262000.0,27456262000.0,28847926000.0,28847926000.0,28847926000.0
