fact_unit,2010-08-03,2010-10-29,2011-02-28,2011-05-03,2011-08-02,2011-10-28,2012-02-24,2012-05-01,2012-07-31,2012-11-02,2013-02-19,2013-04-30,2013-07-31,2013-10-31,2014-02-18,2014-04-30,2014-07-31,2014-10-30,2015-02-18,2015-04-30,2015-08-03,2015-11-03,2016-02-18,2016-05-03,2016-08-02,2016-11-01,2017-02-22,2017-05-03,2017-05-08,2017-08-02,2017-11-01,2018-02-20,2018-05-02,2018-08-01,2018-11-01,2019-02-20,2019-05-01,2019-07-31,2019-10-30,2020-02-28,2020-05-06,2020-08-05,2020-11-02,2021-02-17,2021-05-05,2021-08-04,2021-11-03,2022-02-23,2022-05-04,2022-08-03,2022-11-07,2023-02-22,2023-05-03,2023-08-02,2023-11-01,2024-02-21,2024-05-08,2024-08-07,2024-10-30,2025-02-12,2025-05-07,2025-08-06,2025-10-29
AccountsPayableCurrent / USD,502300000.0,502300000.0,502300000.0,581800000.0,581800000.0,581800000.0,581800000.0,434800000.0,434800000.0,434800000.0,434800000.0,538900000.0,538900000.0,538900000.0,538900000.0,619000000.0,619000000.0,619000000.0,619000000.0,670600000.0,670600000.0,610100000.0,610100000.0,433400000.0,433400000.0,433400000.0,433400000.0,539400000.0,433400000.0,539400000.0,539400000.0,539400000.0,625600000.0,625600000.0,625600000.0,625600000.0,883800000.0,883800000.0,883800000.0,883800000.0,666000000.0,666000000.0,666000000.0,666000000.0,589000000.0,589000000.0,589000000.0,589000000.0,697800000.0,697800000.0,697800000.0,697800000.0,899500000.0,899500000.0,899500000.0,899500000.0,749400000.0,749400000.0,749400000.0,749400000.0,863100000.0,863100000.0,863100000.0
AccountsReceivableGrossCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876100000.0,876100000.0,876100000.0,876100000.0,843600000.0,843600000.0,843600000.0,843600000.0,849100000.0,849100000.0,849100000.0,849100000.0,1065800000.0,1065800000.0,1065800000.0,1065800000.0,884900000.0,884900000.0,884900000.0,884900000.0,987900000.0,987900000.0,987900000.0
AccountsReceivableNetCurrent / USD,808600000.0,808600000.0,808600000.0,1079300000.0,1079300000.0,1079300000.0,1079300000.0,854800000.0,854800000.0,854800000.0,850600000.0,907300000.0,907300000.0,907300000.0,907300000.0,1005800000.0,1005800000.0,1005800000.0,1005800000.0,1070100000.0,1070100000.0,920800000.0,920800000.0,660000000.0,660000000.0,660000000.0,660000000.0,847000000.0,660000000.0,847000000.0,847000000.0,847000000.0,898900000.0,898900000.0,898900000.0,898900000.0,1058500000.0,1058500000.0,1058500000.0,1058500000.0,856900000.0,856900000.0,856900000.0,856900000.0,791300000.0,791300000.0,791300000.0,791300000.0,825600000.0,825600000.0,825600000.0,825600000.0,1041900000.0,1041900000.0,1041900000.0,1041900000.0,862000000.0,862000000.0,862000000.0,862000000.0,964200000.0,964200000.0,964200000.0
AccountsReceivableSale / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16400000.0,238000000.0,290000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,79800000.0,79800000.0,79800000.0,173500000.0,173500000.0,173500000.0,173500000.0,160600000.0,160600000.0,160600000.0,160600000.0,143900000.0,143900000.0,143900000.0,143900000.0,128400000.0,128400000.0,126600000.0,126600000.0,123200000.0,123200000.0,123200000.0,123200000.0,111400000.0,123200000.0,111400000.0,111400000.0,111400000.0,111400000.0,111400000.0,111400000.0,111400000.0,101200000.0,101200000.0,101200000.0,101200000.0,104400000.0,104400000.0,104400000.0,104400000.0,92600000.0,92600000.0,92600000.0,92600000.0,91100000.0,91100000.0,91100000.0,,86500000.0,86500000.0,86500000.0,,80000000.0,80000000.0,80000000.0,,91800000.0,91800000.0,91800000.0
AccrualForEnvironmentalLossContingenciesGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91100000.0,,,,86500000.0,,,,80000000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,8387100000.0,8387100000.0,8387100000.0,8492600000.0,,,8536500000.0,,,,8699900000.0,,,,9025000000.0,,,,9299100000.0,,,,6654100000.0,,,,6876600000.0,,6876600000.0,,,6981700000.0,,,,7290400000.0,,,,7277000000.0,,,,7629700000.0,,,,7560400000.0,,,,7289500000.0,,,,7708700000.0,,,,8207200000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-45900000.0,-45900000.0,-45900000.0,-57900000.0,-57900000.0,-57900000.0,-57900000.0,-59700000.0,-59000000.0,-59700000.0,-45900000.0,-65500000.0,-65500000.0,-65500000.0,-57900000.0,-65500000.0,-65500000.0,-65500000.0,-59700000.0,-43600000.0,-43600000.0,-43600000.0,-65500000.0,-50600000.0,-50600000.0,-50600000.0,-43600000.0,-35100000.0,-43600000.0,-35100000.0,-35100000.0,-50600000.0,-25100000.0,-25100000.0,-25100000.0,-35100000.0,-43400000.0,-43400000.0,-43400000.0,-25100000.0,-37200000.0,-37200000.0,-37200000.0,-43400000.0,-92600000.0,-92600000.0,-92600000.0,-37200000.0,-156700000.0,-156700000.0,-156700000.0,-92600000.0,-126800000.0,-126800000.0,-126800000.0,-156700000.0,-37100000.0,-37100000.0,-37100000.0,-126800000.0,-33600000.0,-33600000.0,-30400000.0
AdditionalPaidInCapitalCommonStock / USD,4057600000.0,4057600000.0,4057600000.0,4103900000.0,4103900000.0,4103900000.0,4103900000.0,4167700000.0,4167700000.0,4167700000.0,4167700000.0,4597600000.0,4597600000.0,4597600000.0,4597600000.0,4690100000.0,4690100000.0,4690100000.0,4690100000.0,4787600000.0,4787600000.0,4787600000.0,4787600000.0,5078000000.0,5078000000.0,5078000000.0,5078000000.0,5153900000.0,5078000000.0,5153900000.0,5153900000.0,5153900000.0,5529100000.0,5529100000.0,5529100000.0,5529100000.0,6403500000.0,6403500000.0,6403500000.0,6403500000.0,6666200000.0,6666200000.0,6666200000.0,6666200000.0,6890100000.0,6890100000.0,6890100000.0,6890100000.0,7204300000.0,7204300000.0,7204300000.0,7204300000.0,7375300000.0,7375300000.0,7375300000.0,7375300000.0,8879500000.0,8879500000.0,8879500000.0,8879500000.0,9521500000.0,9521500000.0,9521500000.0
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300000.0,6900000.0,14900000.0
