fact_unit,2019-02-28,2019-05-02,2019-08-01,2019-10-31,2020-02-27,2020-05-07,2020-08-06,2020-11-05,2021-02-25,2021-05-07,2021-08-05,2021-11-04,2022-02-24,2022-05-06,2022-08-04,2022-11-03,2023-02-23,2023-05-05,2023-08-03,2023-11-02,2024-02-29,2024-05-02,2024-08-01,2024-10-31,2025-02-27,2025-05-02,2025-07-31,2025-10-30
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,2979000000.0,1218000000.0,2320000000.0,3353000000.0,3606000000.0,1788000000.0,3546000000.0,5309000000.0,3581000000.0,1397000000.0,3686000000.0,5490000000.0,6570000000.0,1513000000.0,3411000000.0,5470000000.0,10868000000.0,1567000000.0,3548000000.0,7039000000.0,6790000000.0,1601000000.0,3485000000.0,5325000000.0,8397000000.0,79000000.0,2068000000.0,3260000000.0
IncomeTaxCreditsAndAdjustments / USD,,,,,,,,,,,,,,,,,,,,,,,,,129000000.0,,,
IncomeTaxExpenseBenefit / USD,1136000000.0,301000000.0,595000000.0,854000000.0,1374000000.0,416000000.0,764000000.0,1173000000.0,935000000.0,208000000.0,737000000.0,1143000000.0,1450000000.0,342000000.0,764000000.0,1188000000.0,2379000000.0,355000000.0,766000000.0,1479000000.0,1370000000.0,295000000.0,669000000.0,1060000000.0,1615000000.0,291000000.0,651000000.0,1018000000.0
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,1043000000.0,,,,1262000000.0,,,,752000000.0,,,,1380000000.0,,,,2282000000.0,,,,1426000000.0,,,,1763000000.0,,,
IncomeTaxReconciliationOtherReconcilingItems / USD,24000000.0,,,,-73000000.0,,,,25000000.0,,,,14000000.0,,,,-63000000.0,,,,-14000000.0,,,,-17000000.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,18000000.0,,,,23000000.0,,,,10000000.0,,,,32000000.0,,,,24000000.0,,,,-9000000.0,,,,16000000.0,,,
IncomeTaxesPaidNet / USD,1064000000.0,31000000.0,519000000.0,767000000.0,1036000000.0,29000000.0,1190000000.0,1607000000.0,1019000000.0,81000000.0,190000000.0,1408000000.0,1776000000.0,122000000.0,1473000000.0,1916000000.0,1837000000.0,43000000.0,911000000.0,1346000000.0,2240000000.0,77000000.0,926000000.0,1380000000.0,1850000000.0,110000000.0,567000000.0,839000000.0
IncreaseDecreaseInAccountsAndOtherReceivables / USD,-663000000.0,53000000.0,5000000.0,243000000.0,233000000.0,396000000.0,1165000000.0,1171000000.0,-705000000.0,1056000000.0,2121000000.0,2810000000.0,713000000.0,1420000000.0,3233000000.0,4039000000.0,1496000000.0,983000000.0,2769000000.0,2339000000.0,2843000000.0,479000000.0,1144000000.0,1916000000.0,2237000000.0,2687000000.0,7313000000.0,10600000000.0
IncreaseDecreaseInDeferredIncomeTaxes / USD,-74000000.0,-9000000.0,-6000000.0,-17000000.0,-242000000.0,162000000.0,241000000.0,400000000.0,101000000.0,161000000.0,259000000.0,340000000.0,313000000.0,35000000.0,80000000.0,104000000.0,386000000.0,134000000.0,164000000.0,298000000.0,216000000.0,108000000.0,207000000.0,303000000.0,472000000.0,102000000.0,199000000.0,351000000.0
IncreaseDecreaseInInsuranceLiabilities / USD,683000000.0,849000000.0,955000000.0,408000000.0,506000000.0,360000000.0,297000000.0,590000000.0,560000000.0,341000000.0,483000000.0,740000000.0,575000000.0,443000000.0,677000000.0,863000000.0,841000000.0,142000000.0,-8000000.0,408000000.0,805000000.0,1533000000.0,1727000000.0,1482000000.0,-336000000.0,532000000.0,-125000000.0,-214000000.0
IncreaseDecreaseInInventories / USD,-30000000.0,-94000000.0,-115000000.0,-84000000.0,72000000.0,-440000000.0,-524000000.0,-661000000.0,107000000.0,-96000000.0,50000000.0,-5000000.0,-149000000.0,-247000000.0,-124000000.0,-145000000.0,504000000.0,-222000000.0,59000000.0,296000000.0,557000000.0,-566000000.0,-263000000.0,-360000000.0,1055000000.0,-1015000000.0,-472000000.0,-577000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,-134000000.0,8000000.0,-38000000.0,-59000000.0,-197000000.0,-83000000.0,-189000000.0,-257000000.0,-272000000.0,-144000000.0,-387000000.0,-468000000.0,-559000000.0,-84000000.0,-188000000.0,-93000000.0,-597000000.0,63000000.0,15000000.0,-80000000.0,-333000000.0,-104000000.0,-237000000.0,-255000000.0,-325000000.0,-61000000.0,-225000000.0,-655000000.0
IncreaseDecreaseInReinsuranceRecoverable / USD,-246000000.0,-51000000.0,-189000000.0,-355000000.0,-115000000.0,-124000000.0,177000000.0,92000000.0,234000000.0,210000000.0,-28000000.0,468000000.0,277000000.0,-40000000.0,416000000.0,281000000.0,77000000.0,-584000000.0,-530000000.0,-734000000.0,655000000.0,-72000000.0,-109000000.0,-281000000.0,-393000000.0,-68000000.0,559000000.0,358000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,4287000.0,3609000.0,3248000.0,3343000.0,4180000.0,4637000.0,3824000.0,3710000.0,3573000.0,4199000.0,3750000.0,3421000.0,3898000.0,3728000.0,3589000.0,3197000.0,3410000.0,2795000.0,2989000.0,3213000.0,3004000.0,3293000.0,2831000.0,2911000.0,3519000.0,0.0,3085000.0,3037000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,8400000000.0,,,,8400000000.0,,,,8400000000.0,,,,8500000000.0,,,,8500000000.0,,,,8500000000.0,,,,8500000000.0,,,
IntangibleAssetsNetExcludingGoodwill / USD,345000000.0,39003000000.0,39003000000.0,39003000000.0,39003000000.0,36562000000.0,36562000000.0,36562000000.0,36562000000.0,35179000000.0,35179000000.0,35179000000.0,35179000000.0,34102000000.0,34102000000.0,34102000000.0,34102000000.0,32492000000.0,32492000000.0,32492000000.0,32492000000.0,30863000000.0,30863000000.0,30863000000.0,30863000000.0,29417000000.0,29417000000.0,29417000000.0
InterestExpenseDebt / USD,251000000.0,,,,243000000.0,,,,507000000.0,,,,1600000000.0,325000000.0,636000000.0,948000000.0,1400000000.0,314000000.0,630000000.0,947000000.0,1300000000.0,345000000.0,695000000.0,1000000000.0,1300000000.0,369000000.0,747000000.0,1100000000.0
InterestPaidNet / USD,244000000.0,46000000.0,127000000.0,167000000.0,240000000.0,377000000.0,865000000.0,1257000000.0,267000000.0,395000000.0,743000000.0,1112000000.0,1645000000.0,331000000.0,639000000.0,950000000.0,1439000000.0,308000000.0,615000000.0,923000000.0,1253000000.0,322000000.0,632000000.0,1019000000.0,1229000000.0,336000000.0,643000000.0,1037000000.0
InventoryNet / USD,228000000.0,2821000000.0,2821000000.0,2821000000.0,2821000000.0,2661000000.0,2661000000.0,2661000000.0,2661000000.0,3165000000.0,3165000000.0,3165000000.0,3165000000.0,3722000000.0,3722000000.0,3722000000.0,3722000000.0,4777000000.0,4777000000.0,4777000000.0,4777000000.0,5645000000.0,5645000000.0,5645000000.0,5645000000.0,6692000000.0,6692000000.0,6692000000.0
InvestmentIncomeInvestmentExpense / USD,43000000.0,,,,50000000.0,,,,55000000.0,,,,53000000.0,,,,52000000.0,,,,59000000.0,,,,54000000.0,,,
Investments / USD,28619000000.0,28974000000.0,28974000000.0,28974000000.0,28974000000.0,22479000000.0,22479000000.0,22479000000.0,22479000000.0,24593000000.0,24593000000.0,24593000000.0,24593000000.0,19358000000.0,19358000000.0,19358000000.0,19358000000.0,17193000000.0,17193000000.0,17193000000.0,17193000000.0,18910000000.0,18910000000.0,18910000000.0,18910000000.0,15793000000.0,15793000000.0,15793000000.0
Liabilities / USD,47999000000.0,112154000000.0,112154000000.0,112154000000.0,112154000000.0,110395000000.0,110395000000.0,110395000000.0,110395000000.0,105065000000.0,105065000000.0,105065000000.0,105065000000.0,107705000000.0,107705000000.0,107705000000.0,107705000000.0,99131000000.0,99131000000.0,99131000000.0,99131000000.0,106410000000.0,106410000000.0,106410000000.0,106410000000.0,114638000000.0,114638000000.0,114638000000.0
LiabilitiesAndStockholdersEquity / USD,61759000000.0,153226000000.0,153226000000.0,153226000000.0,153226000000.0,155774000000.0,155774000000.0,155774000000.0,155774000000.0,155451000000.0,155451000000.0,155451000000.0,155451000000.0,154889000000.0,154889000000.0,154889000000.0,154889000000.0,143885000000.0,143885000000.0,143885000000.0,143885000000.0,152761000000.0,152761000000.0,152761000000.0,152761000000.0,155881000000.0,155881000000.0,155881000000.0
LiabilitiesCurrent / USD,11009000000.0,31895000000.0,31895000000.0,31895000000.0,31895000000.0,40138000000.0,40138000000.0,40138000000.0,40138000000.0,36022000000.0,36022000000.0,36022000000.0,36022000000.0,43572000000.0,43572000000.0,43572000000.0,43572000000.0,41225000000.0,41225000000.0,41225000000.0,41225000000.0,48716000000.0,48716000000.0,48716000000.0,48716000000.0,57979000000.0,57979000000.0,57979000000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,0.0,6812000000.0,6812000000.0,6812000000.0,6812000000.0,,,,0.0,6423000000.0,6423000000.0,6423000000.0,6423000000.0,,,,0.0,2104000000.0,2104000000.0,2104000000.0,2104000000.0,2410000000.0,2410000000.0,2410000000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,0.0,591000000.0,591000000.0,591000000.0,591000000.0,,,
LineOfCredit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
LongTermDebtAndCapitalLeaseObligations / USD,5199000000.0,39523000000.0,39523000000.0,39523000000.0,39523000000.0,31893000000.0,31893000000.0,31893000000.0,31893000000.0,29545000000.0,29545000000.0,29545000000.0,29545000000.0,31125000000.0,31125000000.0,31125000000.0,31125000000.0,28100000000.0,28100000000.0,28100000000.0,28100000000.0,28155000000.0,28155000000.0,28155000000.0,28155000000.0,28937000000.0,28937000000.0,28937000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,20582000000.0,,,,19581000000.0,,,,19981000000.0,,,,21481000000.0,,,,19122000000.0,,,,16122000000.0,,,,19522000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,1337000000.0,,,,4549000000.0,,,,2328000000.0,,,,500000000.0,,,,2967000000.0,,,,1500000000.0,,,,2116000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,4917000000.0,,,,1000000000.0,,,,3100000000.0,,,,2300000000.0,,,,2359000000.0,,,,3800000000.0,,,,1000000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,2250000000.0,,,,4917000000.0,,,,1000000000.0,,,,3100000000.0,,,,2300000000.0,,,,2359000000.0,,,,3800000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,7378000000.0,,,,2249000000.0,,,,3967000000.0,,,,1500000000.0,,,,3100000000.0,,,,3000000000.0,,,,2359000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,4700000000.0,,,,4376000000.0,,,,1749000000.0,,,,2967000000.0,,,,1500000000.0,,,,3100000000.0,,,,2534000000.0,,,
LongTermInvestments / USD,26483000000.0,26929000000.0,26929000000.0,26929000000.0,26929000000.0,21542000000.0,21542000000.0,21542000000.0,21542000000.0,23262000000.0,23262000000.0,23262000000.0,23262000000.0,18438000000.0,18438000000.0,18438000000.0,18438000000.0,16288000000.0,16288000000.0,16288000000.0,16288000000.0,17985000000.0,17985000000.0,17985000000.0,17985000000.0,15128000000.0,15128000000.0,15128000000.0
MarketRiskBenefitAfterIncreaseDecreaseFromInstrumentSpecificCreditRisk / USD,,,,,,,,,,,,,,,,,,1824000000.0,1824000000.0,1824000000.0,1824000000.0,1268000000.0,1268000000.0,1268000000.0,1268000000.0,1003000000.0,1003000000.0,1003000000.0
MarketRiskBenefitBeforeReinsuranceAndCumulativeIncreaseDecreaseFromInstrumentSpecificCreditRiskChange / USD,,,,,,,,,,,,,,,,,,1949000000.0,1949000000.0,1949000000.0,1949000000.0,1379000000.0,1379000000.0,1379000000.0,1379000000.0,1085000000.0,1085000000.0,1085000000.0
MarketRiskBenefitIncreaseDecreaseFromActualPolicyholderBehaviorDifferentFromExpected / USD,,,,,,,,,,,,,,,,,,-9000000.0,-8000000.0,-4000000.0,-14000000.0,6000000.0,8000000.0,-1000000.0,-5000000.0,-14000000.0,-17000000.0,-26000000.0
MarketRiskBenefitIncreaseDecreaseFromOtherAssumption / USD,,,,,,,,,,,,,,,,,,39000000.0,39000000.0,65000000.0,65000000.0,-33000000.0,-32000000.0,-16000000.0,-16000000.0,,,37000000.0
MarketRiskBenefitLiabilityAmount / USD,,,,,,,,,,,,,,,,,,1558000000.0,1403000000.0,1337000000.0,1268000000.0,1220000000.0,1069000000.0,934000000.0,1003000000.0,891000000.0,865000000.0,944000000.0
MarketRiskBenefitReinsuranceRecoverableAfterAllowance / USD,,,,,,,,,,,,,,,,,,1681000000.0,1500000000.0,1450000000.0,1374000000.0,1301000000.0,1143000000.0,993000000.0,1081000000.0,951000000.0,927000000.0,1008000000.0
MinorityInterest / USD,0.0,7000000.0,7000000.0,7000000.0,7000000.0,6000000.0,6000000.0,6000000.0,6000000.0,7000000.0,7000000.0,7000000.0,7000000.0,18000000.0,18000000.0,18000000.0,18000000.0,13000000.0,13000000.0,13000000.0,13000000.0,21000000.0,21000000.0,21000000.0,21000000.0,210000000.0,210000000.0,210000000.0
NetCashProvidedByUsedInFinancingActivities / USD,-225000000.0,-530000000.0,-542000000.0,19115000000.0,-2651000000.0,-2534000000.0,-4307000000.0,-5480000000.0,23515000000.0,-1818000000.0,-2130000000.0,-3812000000.0,-7187000000.0,-4051000000.0,-4113000000.0,-5841000000.0,-8533000000.0,-2171000000.0,-3087000000.0,-8604000000.0,-8212000000.0,-37000000.0,-472000000.0,-3044000000.0,-11240000000.0,-2529000000.0,-4838000000.0,-4399000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-2574000000.0,-1700000000.0,-1799000000.0,-1674000000.0,-1703000000.0,475000000.0,-159000000.0,-463000000.0,-26378000000.0,-269000000.0,-506000000.0,-1444000000.0,-734000000.0,-717000000.0,-3024000000.0,-3734000000.0,2976000000.0,-324000000.0,-732000000.0,3714000000.0,-3611000000.0,-2983000000.0,-3397000000.0,-4734000000.0,3098000000.0,-495000000.0,-1135000000.0,-1911000000.0
NetCashProvidedByUsedInOperatingActivities / USD,4026000000.0,2025000000.0,3020000000.0,3644000000.0,4086000000.0,3192000000.0,4231000000.0,6692000000.0,3770000000.0,1887000000.0,5161000000.0,6056000000.0,9485000000.0,1093000000.0,797000000.0,2916000000.0,10350000000.0,2030000000.0,3274000000.0,6557000000.0,7191000000.0,5028000000.0,7520000000.0,10346000000.0,8656000000.0,4840000000.0,5105000000.0,5151000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,-24000000.0,2000000.0,4000000.0,6000000.0,-5000000.0,4000000.0,6000000.0,9000000.0,9000000.0,8000000.0,14000000.0,24000000.0,16000000.0,10000000.0,19000000.0,33000000.0,31000000.0,15000000.0,28000000.0,49000000.0,50000000.0,39000000.0,89000000.0,130000000.0,78000000.0,65000000.0,146000000.0,232000000.0
NetIncomeLossAttributableToNonredeemableNoncontrollingInterest / USD,-17000000.0,0.0,0.0,0.0,-5000000.0,1000000.0,1000000.0,1000000.0,0.0,4000000.0,6000000.0,12000000.0,5000000.0,5000000.0,11000000.0,21000000.0,17000000.0,12000000.0,23000000.0,41000000.0,31000000.0,5000000.0,10000000.0,14000000.0,67000000.0,65000000.0,146000000.0,232000000.0
NetIncomeLossAttributableToRedeemableNoncontrollingInterest / USD,-7000000.0,2000000.0,4000000.0,6000000.0,,3000000.0,5000000.0,8000000.0,9000000.0,4000000.0,8000000.0,12000000.0,11000000.0,5000000.0,8000000.0,12000000.0,14000000.0,3000000.0,5000000.0,8000000.0,19000000.0,34000000.0,79000000.0,116000000.0,11000000.0,,,
NetIncomeLossAvailableToCommonStockholdersBasic / USD,1867000000.0,915000000.0,1721000000.0,2493000000.0,2237000000.0,1368000000.0,2776000000.0,4127000000.0,2637000000.0,1181000000.0,2935000000.0,4323000000.0,5104000000.0,1161000000.0,2628000000.0,4249000000.0,8458000000.0,1197000000.0,2754000000.0,5511000000.0,5370000000.0,1267000000.0,2727000000.0,4135000000.0,6704000000.0,-277000000.0,1271000000.0,2010000000.0
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest / USD,1850000000.0,915000000.0,1721000000.0,2493000000.0,2232000000.0,1369000000.0,2777000000.0,4128000000.0,2637000000.0,1185000000.0,2941000000.0,4335000000.0,5109000000.0,1166000000.0,2639000000.0,4270000000.0,8475000000.0,1209000000.0,2777000000.0,5552000000.0,5401000000.0,1272000000.0,2737000000.0,4149000000.0,6771000000.0,,,
NetInvestmentIncome / USD,1147000000.0,329000000.0,681000000.0,1036000000.0,1226000000.0,346000000.0,686000000.0,1035000000.0,1480000000.0,353000000.0,576000000.0,873000000.0,1390000000.0,391000000.0,701000000.0,1169000000.0,1244000000.0,414000000.0,739000000.0,943000000.0,1549000000.0,277000000.0,555000000.0,876000000.0,1155000000.0,290000000.0,611000000.0,696000000.0
OperatingIncomeLoss / USD,3088000000.0,1308000000.0,2469000000.0,3601000000.0,3942000000.0,2230000000.0,4393000000.0,6516000000.0,4160000000.0,2061000000.0,4700000000.0,6808000000.0,8077000000.0,1957000000.0,4104000000.0,6398000000.0,8153000000.0,2188000000.0,4559000000.0,6701000000.0,7941000000.0,2015000000.0,4236000000.0,6476000000.0,8450000000.0,2256000000.0,4668000000.0,7244000000.0
OtherAssetsCurrent / USD,820000000.0,1236000000.0,1236000000.0,1236000000.0,1236000000.0,1400000000.0,1400000000.0,1400000000.0,1400000000.0,930000000.0,930000000.0,930000000.0,930000000.0,1283000000.0,1283000000.0,1283000000.0,1283000000.0,1298000000.0,1298000000.0,1298000000.0,1298000000.0,2169000000.0,2169000000.0,2169000000.0,2169000000.0,2732000000.0,2732000000.0,2732000000.0
OtherAssetsNoncurrent / USD,1431000000.0,1630000000.0,1630000000.0,1630000000.0,1630000000.0,2283000000.0,2283000000.0,2283000000.0,2283000000.0,2687000000.0,2687000000.0,2687000000.0,2687000000.0,2728000000.0,2728000000.0,2728000000.0,3405000000.0,2704000000.0,2704000000.0,2704000000.0,2704000000.0,3421000000.0,3421000000.0,3421000000.0,3421000000.0,2786000000.0,2786000000.0,2786000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,-132000000.0,-226000000.0,-522000000.0,-536000000.0,297000000.0,429000000.0,746000000.0,853000000.0,-390000000.0,-586000000.0,153000000.0,400000000.0,770000000.0,-370000000.0,-216000000.0,-292000000.0,80000000.0,-432000000.0,-1275000000.0,-1260000000.0,-43000000.0,-111000000.0,-220000000.0,-461000000.0,-590000000.0,-460000000.0,-578000000.0,-299000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,,,,-33000000.0,-11000000.0,-25000000.0,-37000000.0,-127000000.0,-13000000.0,29000000.0,15000000.0,133000000.0,-18000000.0,-33000000.0,-49000000.0,105000000.0,-13000000.0,-40000000.0,-50000000.0,-410000000.0,-10000000.0,-17000000.0,-25000000.0,-420000000.0,-5000000.0,4000000.0,0.0
OtherLiabilitiesNoncurrent / USD,2838000000.0,3470000000.0,3470000000.0,3470000000.0,3470000000.0,4460000000.0,4460000000.0,4460000000.0,4460000000.0,4629000000.0,4629000000.0,4629000000.0,4629000000.0,3762000000.0,3762000000.0,3762000000.0,3762000000.0,2766000000.0,2766000000.0,2766000000.0,2766000000.0,3441000000.0,3441000000.0,3441000000.0,3441000000.0,3215000000.0,3215000000.0,3215000000.0
OtherLongTermDebtNoncurrent / USD,,,,,,61000000.0,61000000.0,61000000.0,61000000.0,36000000.0,36000000.0,36000000.0,36000000.0,28000000.0,28000000.0,28000000.0,28000000.0,66000000.0,66000000.0,66000000.0,66000000.0,66000000.0,66000000.0,66000000.0,66000000.0,,,
OtherLongTermInvestments / USD,1518000000.0,,,,1901000000.0,,,,2832000000.0,2832000000.0,2832000000.0,2832000000.0,2832000000.0,,,3639000000.0,3728000000.0,3728000000.0,3728000000.0,3728000000.0,3728000000.0,,,,,4685000000.0,4832000000.0,4884000000.0
OtherNonoperatingIncomeExpense / USD,-278000000.0,-57000000.0,-113000000.0,-212000000.0,-252000000.0,-452000000.0,-880000000.0,-1291000000.0,-498000000.0,-391000000.0,-765000000.0,-1101000000.0,-1682000000.0,-314000000.0,-612000000.0,-915000000.0,-1438000000.0,-299000000.0,-600000000.0,-904000000.0,-1208000000.0,-358000000.0,-721000000.0,-1086000000.0,-1228000000.0,-322000000.0,-697000000.0,-1073000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,101000000.0,,0.0,12000000.0,0.0,0.0,6000000.0,7000000.0,12000000.0,-37000000.0,-37000000.0,-37000000.0,11000000.0,0.0,-59000000.0,-51000000.0,-23000000.0,6000000.0,22000000.0,33000000.0,-97000000.0,43000000.0,79000000.0,117000000.0,45000000.0,8000000.0,15000000.0,19000000.0
PaymentsForRepurchaseOfCommonStock / USD,139000000.0,310000000.0,310000000.0,310000000.0,2725000000.0,462000000.0,866000000.0,1540000000.0,342000000.0,956000000.0,1324000000.0,2352000000.0,1987000000.0,2794000000.0,3710000000.0,6321000000.0,4042000000.0,1368000000.0,2374000000.0,5874000000.0,7742000000.0,962000000.0,1116000000.0,1740000000.0,7607000000.0,4022000000.0,5012000000.0,5012000000.0
PaymentsOfDividendsCommonStock / USD,,,,,,,,,,0.0,15000000.0,15000000.0,15000000.0,345000000.0,345000000.0,345000000.0,15000000.0,357000000.0,357000000.0,357000000.0,345000000.0,368000000.0,368000000.0,368000000.0,357000000.0,401000000.0,401000000.0,401000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,4000000.0,0.0,0.0,0.0,209000000.0,6000000.0,6000000.0,6000000.0,24455000000.0,,0.0,135000000.0,153000000.0,,1836000000.0,1836000000.0,139000000.0,,,0.0,1833000000.0,,,443000000.0,0.0,,,132000000.0
PaymentsToAcquireEquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,125000000.0,104000000.0,335000000.0,466000000.0
PaymentsToAcquireMortgageNotesReceivable / USD,165000000.0,68000000.0,194000000.0,288000000.0,430000000.0,95000000.0,184000000.0,221000000.0,312000000.0,,13000000.0,55000000.0,307000000.0,0.0,129000000.0,233000000.0,113000000.0,59000000.0,84000000.0,84000000.0,327000000.0,0.0,59000000.0,94000000.0,161000000.0,32000000.0,52000000.0,54000000.0
PaymentsToAcquireOtherInvestments / USD,1698000000.0,206000000.0,501000000.0,660000000.0,1065000000.0,388000000.0,847000000.0,1214000000.0,1189000000.0,380000000.0,934000000.0,1434000000.0,1753000000.0,637000000.0,1136000000.0,1768000000.0,1924000000.0,425000000.0,849000000.0,1109000000.0,2554000000.0,377000000.0,685000000.0,891000000.0,1563000000.0,594000000.0,865000000.0,1028000000.0
PolicyholderBenefitsAndClaimsIncurredNet / USD,24341000000.0,6772000000.0,13617000000.0,20420000000.0,25263000000.0,7620000000.0,15196000000.0,22930000000.0,27528000000.0,8322000000.0,15434000000.0,23863000000.0,30819000000.0,8005000000.0,16489000000.0,24819000000.0,32710000000.0,8272000000.0,16464000000.0,24215000000.0,33565000000.0,9046000000.0,18080000000.0,27007000000.0,32184000000.0,9440000000.0,18955000000.0,28482000000.0
PreferredStockParOrStatedValuePerShare / USD/shares,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,
PreferredStockSharesAuthorized / shares,25000000.0,,,,25000000.0,,,,25000000.0,,,,25000000.0,,,,25000000.0,,,,25000000.0,,,,25000000.0,,,
PreferredStockSharesOutstanding / shares,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
PremiumsEarnedNet / USD,30824000000.0,8999000000.0,18011000000.0,27005000000.0,32491000000.0,9971000000.0,19774000000.0,29709000000.0,36113000000.0,10840000000.0,21246000000.0,31928000000.0,39714000000.0,10214000000.0,20537000000.0,30812000000.0,42627000000.0,10356000000.0,20782000000.0,30368000000.0,41154000000.0,11025000000.0,22064000000.0,33062000000.0,39916000000.0,11603000000.0,23057000000.0,34493000000.0
ProceedsFromCollectionOfLoansReceivable / USD,316000000.0,28000000.0,88000000.0,181000000.0,335000000.0,89000000.0,169000000.0,174000000.0,215000000.0,5000000.0,10000000.0,14000000.0,199000000.0,72000000.0,96000000.0,127000000.0,19000000.0,65000000.0,69000000.0,73000000.0,180000000.0,4000000.0,82000000.0,86000000.0,98000000.0,4000000.0,37000000.0,79000000.0
ProceedsFromDivestitureOfBusinessesNetOfCashDivested / USD,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,-61000000.0,5592000000.0,-57000000.0,-57000000.0,4838000000.0,-61000000.0,22000000.0,27000000.0,13000000.0,4835000000.0,0.0,0.0,0.0
ProceedsFromIssuanceOfCommonStock / USD,36000000.0,20000000.0,27000000.0,41000000.0,131000000.0,53000000.0,70000000.0,101000000.0,68000000.0,153000000.0,229000000.0,239000000.0,224000000.0,204000000.0,290000000.0,301000000.0,376000000.0,93000000.0,217000000.0,317000000.0,326000000.0,30000000.0,59000000.0,113000000.0,389000000.0,181000000.0,221000000.0,283000000.0
ProceedsFromIssuanceOfLongTermDebt / USD,0.0,,,19884000000.0,1581000000.0,0.0,0.0,0.0,22856000000.0,3470000000.0,3465000000.0,3465000000.0,0.0,4262000000.0,4260000000.0,4260000000.0,3465000000.0,0.0,0.0,0.0,4260000000.0,1491000000.0,1491000000.0,1491000000.0,0.0,4462000000.0,4462000000.0,4462000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,-72000000.0,-92000000.0,-103000000.0,-204000000.0,-22000000.0,-73000000.0,-106000000.0,-108000000.0,-312000000.0,84000000.0,34000000.0,-63000000.0,-92000000.0,-35000000.0,-24000000.0,24000000.0,-160000000.0,-70000000.0,33000000.0,94000000.0,39000000.0,-136000000.0,-275000000.0,-321000000.0,-23000000.0,-153000000.0,-198000000.0,-255000000.0
ProceedsFromSaleAndMaturityOfOtherInvestments / USD,1431000000.0,112000000.0,412000000.0,588000000.0,1702000000.0,367000000.0,650000000.0,978000000.0,734000000.0,346000000.0,664000000.0,1086000000.0,1311000000.0,364000000.0,897000000.0,1261000000.0,1575000000.0,479000000.0,745000000.0,906000000.0,1936000000.0,160000000.0,313000000.0,453000000.0,1039000000.0,272000000.0,451000000.0,567000000.0
ProfitLoss / USD,1843000000.0,917000000.0,1725000000.0,2499000000.0,2232000000.0,1372000000.0,2782000000.0,4136000000.0,2646000000.0,1189000000.0,2949000000.0,4347000000.0,5120000000.0,1171000000.0,2647000000.0,4282000000.0,8489000000.0,1212000000.0,2782000000.0,5560000000.0,5420000000.0,1306000000.0,2816000000.0,4265000000.0,6782000000.0,-212000000.0,1417000000.0,2242000000.0
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization / USD,,,,,,,4417000000.0,4417000000.0,4417000000.0,4205000000.0,4205000000.0,4205000000.0,4205000000.0,3692000000.0,3692000000.0,3692000000.0,3692000000.0,3774000000.0,3774000000.0,3774000000.0,3774000000.0,3695000000.0,3695000000.0,3695000000.0,3695000000.0,3654000000.0,3654000000.0,3654000000.0
