fact_unit,2009-05-07,2009-08-06,2009-11-05,2010-02-25,2010-05-05,2010-05-13,2010-08-05,2010-11-05,2011-02-24,2011-05-05,2011-08-04,2011-11-03,2012-02-23,2012-05-03,2012-08-02,2012-11-06,2013-02-22,2013-05-02,2013-08-07,2013-11-08,2014-02-21,2014-05-02,2014-08-06,2014-11-07,2015-02-20,2015-05-07,2015-08-05,2015-11-06,2016-02-25,2016-05-05,2016-08-04,2016-11-03,2017-02-23,2017-05-04,2017-08-03,2017-11-02,2018-02-22,2018-05-03,2018-08-02,2018-11-08,2019-02-22,2019-05-02,2019-08-07,2019-11-07,2020-02-21,2020-05-06,2020-08-05,2020-11-05,2021-02-25,2021-05-06,2021-08-05,2021-11-04,2022-02-24,2022-05-04,2022-08-04,2022-11-03,2023-02-23,2023-05-04,2023-08-03,2023-11-02,2024-02-26,2024-05-02,2024-08-07,2024-11-07,2025-02-21,2025-05-08,2025-08-07,2025-11-06
AccountsNotesAndLoansReceivableNetCurrent / USD,15856000000.0,15856000000.0,15856000000.0,15856000000.0,17703000000.0,15856000000.0,17703000000.0,17703000000.0,17703000000.0,20759000000.0,20759000000.0,20759000000.0,20759000000.0,21793000000.0,21793000000.0,21793000000.0,21793000000.0,20997000000.0,20997000000.0,20997000000.0,20997000000.0,21622000000.0,21622000000.0,21622000000.0,21622000000.0,16736000000.0,16736000000.0,16736000000.0,16736000000.0,12860000000.0,12860000000.0,12860000000.0,12860000000.0,14092000000.0,14092000000.0,14092000000.0,14092000000.0,15353000000.0,15353000000.0,15353000000.0,15353000000.0,15050000000.0,15050000000.0,15050000000.0,15050000000.0,13325000000.0,13325000000.0,13325000000.0,13325000000.0,11471000000.0,11471000000.0,11471000000.0,11471000000.0,18419000000.0,18419000000.0,18419000000.0,18419000000.0,20456000000.0,20456000000.0,20456000000.0,20456000000.0,19921000000.0,19921000000.0,19921000000.0,19921000000.0,20684000000.0,20684000000.0,20684000000.0
AccountsPayableCurrent / USD,,16580000000.0,16580000000.0,16580000000.0,16437000000.0,16580000000.0,16437000000.0,16437000000.0,16437000000.0,19259000000.0,19259000000.0,19259000000.0,19259000000.0,22147000000.0,22147000000.0,22147000000.0,22147000000.0,22776000000.0,22776000000.0,22776000000.0,22776000000.0,22815000000.0,22815000000.0,22815000000.0,22815000000.0,19000000000.0,19000000000.0,19000000000.0,19000000000.0,13516000000.0,13516000000.0,13516000000.0,13516000000.0,13986000000.0,13986000000.0,13986000000.0,13986000000.0,14565000000.0,14565000000.0,14565000000.0,14565000000.0,13953000000.0,13953000000.0,13953000000.0,13953000000.0,14103000000.0,14103000000.0,14103000000.0,14103000000.0,10950000000.0,10950000000.0,10950000000.0,10950000000.0,16454000000.0,16454000000.0,16454000000.0,16454000000.0,18955000000.0,18955000000.0,18955000000.0,18955000000.0,20423000000.0,20423000000.0,20423000000.0,20423000000.0,22079000000.0,22079000000.0,22079000000.0
AccountsReceivableAllowanceForCreditLossExcludingAccruedInterestNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442000000.0,442000000.0,552000000.0,552000000.0,552000000.0,552000000.0,340000000.0,340000000.0,340000000.0,340000000.0,352000000.0,352000000.0,352000000.0
AccountsReceivableExcludingAccruedInterestAfterAllowanceForCreditLossNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603000000.0,603000000.0,1069000000.0,1069000000.0,1069000000.0,1069000000.0,942000000.0,942000000.0,942000000.0,942000000.0,877000000.0,877000000.0,877000000.0
AccountsReceivableNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600000000.0,7100000000.0,8100000000.0,9500000000.0,12200000000.0,13900000000.0,14600000000.0,16400000000.0,20300000000.0,24200000000.0,19900000000.0,18200000000.0,16700000000.0,17100000000.0,19500000000.0,17640000000.0,18000000000.0,18300000000.0,17300000000.0,18338000000.0,17200000000.0,15700000000.0,16000000000.0
AccretionExpense / USD,,,,,,,,,430000000.0,,,,463000000.0,,,,513000000.0,,,,628000000.0,,,,629000000.0,,,,627000000.0,,,,882000000.0,,,,715000000.0,,,,749000000.0,,,,668000000.0,,,,654000000.0,,,,628000000.0,,,,560000000.0,,,,616000000.0,,,,560000000.0,,,
AccrualForEnvironmentalLossContingencies / USD,,,,,,,,,1507000000.0,,,,1404000000.0,,,,1403000000.0,,,,1456000000.0,,,,1683000000.0,,,,1578000000.0,,,,1467000000.0,,,,1429000000.0,,,,1327000000.0,,,,1234000000.0,,,,1139000000.0,,,,960000000.0,,,,868000000.0,,,,936000000.0,,,,945000000.0,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,1469000000.0,1469000000.0,1469000000.0,1391000000.0,1469000000.0,1391000000.0,1391000000.0,1391000000.0,1466000000.0,1466000000.0,1466000000.0,1466000000.0,1242000000.0,1242000000.0,1242000000.0,1242000000.0,1230000000.0,1230000000.0,1230000000.0,1230000000.0,1335000000.0,1335000000.0,1335000000.0,1335000000.0,1233000000.0,1233000000.0,1233000000.0,1233000000.0,1118000000.0,1118000000.0,1118000000.0,1118000000.0,1027000000.0,1027000000.0,1027000000.0,1027000000.0,1113000000.0,1113000000.0,1113000000.0,1113000000.0,937000000.0,937000000.0,937000000.0,937000000.0,1002000000.0,1002000000.0,1002000000.0,1002000000.0,952000000.0,952000000.0,952000000.0,952000000.0,1409000000.0,1409000000.0,1409000000.0,1409000000.0,1422000000.0,1422000000.0,1422000000.0,1422000000.0,1788000000.0,1788000000.0,1788000000.0,1788000000.0,1715000000.0,1715000000.0,1715000000.0
AccruedIncomeTaxesCurrent / USD,,3079000000.0,3079000000.0,3079000000.0,2624000000.0,3079000000.0,2624000000.0,2624000000.0,2624000000.0,2776000000.0,2776000000.0,2776000000.0,2776000000.0,4584000000.0,4584000000.0,4584000000.0,4584000000.0,4341000000.0,4341000000.0,4341000000.0,4341000000.0,3092000000.0,3092000000.0,3092000000.0,3092000000.0,2575000000.0,2575000000.0,2575000000.0,2575000000.0,1073000000.0,1073000000.0,1073000000.0,1073000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1628000000.0,1628000000.0,1628000000.0,1628000000.0,1554000000.0,1554000000.0,1554000000.0,1554000000.0,921000000.0,921000000.0,921000000.0,921000000.0,1700000000.0,1700000000.0,1700000000.0,1700000000.0,4381000000.0,4381000000.0,4381000000.0,4381000000.0,1863000000.0,1863000000.0,1863000000.0,1863000000.0,1872000000.0,1872000000.0,1872000000.0
AccruedLiabilitiesCurrent / USD,,8077000000.0,8077000000.0,8077000000.0,5375000000.0,8077000000.0,5375000000.0,5375000000.0,5375000000.0,5324000000.0,5324000000.0,5324000000.0,5324000000.0,5287000000.0,5287000000.0,5287000000.0,5287000000.0,5738000000.0,5738000000.0,5738000000.0,5738000000.0,5402000000.0,5402000000.0,5402000000.0,5402000000.0,5328000000.0,5328000000.0,5328000000.0,5328000000.0,4833000000.0,4833000000.0,4833000000.0,4833000000.0,4882000000.0,4882000000.0,4882000000.0,4882000000.0,5267000000.0,5267000000.0,5267000000.0,5267000000.0,4927000000.0,4927000000.0,4927000000.0,4927000000.0,6589000000.0,6589000000.0,6589000000.0,6589000000.0,7812000000.0,7812000000.0,7812000000.0,7812000000.0,6972000000.0,6972000000.0,6972000000.0,6972000000.0,7486000000.0,7486000000.0,7486000000.0,7486000000.0,7655000000.0,7655000000.0,7655000000.0,7655000000.0,8486000000.0,8486000000.0,8486000000.0
