fact_unit,2015-08-10,2015-11-06,2016-03-03,2016-05-05,2016-08-05,2016-11-04,2017-02-23,2017-05-04,2017-08-04,2017-11-07,2018-02-16,2018-05-03,2018-08-03,2018-11-02,2019-06-07,2019-08-13,2019-10-31,2020-02-14,2020-05-01,2020-07-31,2020-10-30,2020-11-13,2021-02-17,2021-04-30,2021-08-04,2021-10-28,2022-02-17,2022-04-28,2022-07-28,2022-10-27,2023-02-16,2023-05-03,2023-08-02,2023-11-01,2024-02-15,2024-05-01,2024-07-31,2024-10-30,2025-02-13,2025-04-29,2025-07-30,2025-10-29
DeferredTaxAssetsTaxCreditCarryforwardsForeign / USD,,,16000000.0,,,,16000000.0,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,,,,23000000.0,,,,22000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits / USD,,,,,,,,,,,,,,,,,,172000000.0,,,,172000000.0,112000000.0,,,,177000000.0,,,,119000000.0,,,,111000000.0,,,,343000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,3000000.0,,64000000.0,,,,83000000.0,,,,89000000.0,,,,80000000.0,,,81000000.0,,,,81000000.0,112000000.0,,,,105000000.0,,,,101000000.0,,,,96000000.0,,,,102000000.0,,,
DeferredTaxLiabilities / USD,,,3806000000.0,,,,21427000000.0,,,,20795000000.0,,,,13977000000.0,,,12155000000.0,,,,12155000000.0,11781000000.0,,,,11335000000.0,,,,10402000000.0,,,,10001000000.0,,,,10040000000.0,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,,,,,,,,,,,,,,,,,,11571000000.0,,,,11571000000.0,11230000000.0,,,,11041000000.0,,,,10212000000.0,,,,9985000000.0,,,,9967000000.0,,,
DeferredTaxLiabilitiesOther / USD,65000000.0,,96000000.0,,,,495000000.0,,,,532000000.0,,,,288000000.0,,,410000000.0,,,,410000000.0,252000000.0,,,,183000000.0,,,,455000000.0,,,,408000000.0,,,,358000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,949000000.0,,,,,,,,,,,,,,,,,735000000.0,,,,735000000.0,773000000.0,,,,764000000.0,,,,748000000.0,,,,680000000.0,,,,707000000.0,,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries / USD,118000000.0,,,,,,,,,,,,,,,,,70000000.0,,,,70000000.0,20000000.0,,,,50000000.0,,,,50000000.0,,,,60000000.0,,,,80000000.0,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax / USD,,,-59000000.0,,,,-1492000000.0,,,,-1234000000.0,,,,-873000000.0,,,-796000000.0,,,,-796000000.0,-422000000.0,,,,-238000000.0,,,,-512000000.0,,,,13000000.0,,,,-33000000.0,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax / USD,,,45000000.0,,,,83000000.0,,,,29000000.0,,,,124000000.0,,,352000000.0,,,,352000000.0,283000000.0,,,,221000000.0,,,,503000000.0,,,,-8000000.0,,,,52000000.0,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax / USD,,,-14000000.0,,,,-1409000000.0,,,,-1205000000.0,,,,-749000000.0,,,-444000000.0,,,,-444000000.0,-139000000.0,,,,-17000000.0,,,,-9000000.0,,,,5000000.0,,,,19000000.0,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit / USD,,-5000000.0,,-1000000.0,-3000000.0,-31000000.0,-6000000.0,-50000000.0,-131000000.0,-50000000.0,-112000000.0,-82000000.0,-171000000.0,-247000000.0,-347000000.0,-106000000.0,-261000000.0,-328000000.0,-77000000.0,-153000000.0,-229000000.0,-328000000.0,-311000000.0,-31000000.0,-61000000.0,-92000000.0,-306000000.0,-2000000.0,-3000000.0,-5000000.0,-122000000.0,-4000000.0,-7000000.0,-11000000.0,-7000000.0,-3000000.0,-7000000.0,-10000000.0,-14000000.0,-3000000.0,-4000000.0,-6000000.0
DefinedBenefitPlanBenefitObligationPeriodIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,-17000000.0
DefinedContributionPlanCostRecognized / USD,12000000.0,,,,,,19000000.0,,,,52000000.0,,,,74000000.0,,,78000000.0,,,,78000000.0,85000000.0,,,,88000000.0,,,,91000000.0,,,,103000000.0,,,,98000000.0,,,
Depreciation / USD,428000000.0,,,,,,,,,,,,,,,,,753000000.0,,,,753000000.0,693000000.0,,,,708000000.0,,,,705000000.0,,,,671000000.0,,,,672000000.0,,,
DepreciationDepletionAndAmortization / USD,428000000.0,429000000.0,,90000000.0,179000000.0,402000000.0,530000000.0,363000000.0,720000000.0,363000000.0,740000000.0,262000000.0,517000000.0,790000000.0,1337000000.0,227000000.0,712000000.0,1031000000.0,239000000.0,494000000.0,737000000.0,1031000000.0,983000000.0,243000000.0,490000000.0,722000000.0,994000000.0,222000000.0,449000000.0,677000000.0,969000000.0,220000000.0,456000000.0,685000000.0,910000000.0,220000000.0,436000000.0,710000000.0,933000000.0,230000000.0,469000000.0,714000000.0
DerivativeCollateralObligationToReturnCash / USD,142000000.0,141000000.0,141000000.0,44000000.0,44000000.0,44000000.0,44000000.0,67000000.0,67000000.0,67000000.0,67000000.0,23000000.0,23000000.0,23000000.0,23000000.0,124000000.0,124000000.0,124000000.0,108000000.0,108000000.0,108000000.0,124000000.0,108000000.0,315000000.0,315000000.0,315000000.0,315000000.0,155000000.0,155000000.0,155000000.0,155000000.0,222000000.0,222000000.0,222000000.0,222000000.0,130000000.0,130000000.0,130000000.0,130000000.0,141000000.0,141000000.0,141000000.0
DerivativeCollateralRightToReclaimCash / USD,,141000000.0,141000000.0,44000000.0,44000000.0,44000000.0,44000000.0,67000000.0,67000000.0,67000000.0,67000000.0,23000000.0,23000000.0,23000000.0,23000000.0,124000000.0,124000000.0,124000000.0,108000000.0,108000000.0,108000000.0,124000000.0,108000000.0,315000000.0,315000000.0,315000000.0,315000000.0,155000000.0,155000000.0,155000000.0,155000000.0,222000000.0,222000000.0,222000000.0,222000000.0,130000000.0,130000000.0,130000000.0,130000000.0,141000000.0,141000000.0,141000000.0
DerivativeFairValueOfDerivativeAsset / USD,,574000000.0,574000000.0,811000000.0,811000000.0,811000000.0,811000000.0,756000000.0,756000000.0,756000000.0,756000000.0,392000000.0,392000000.0,392000000.0,392000000.0,757000000.0,757000000.0,757000000.0,255000000.0,255000000.0,255000000.0,757000000.0,,380000000.0,380000000.0,380000000.0,,329000000.0,329000000.0,329000000.0,,342000000.0,342000000.0,342000000.0,,192000000.0,192000000.0,192000000.0,,248000000.0,248000000.0,248000000.0
DerivativeFairValueOfDerivativeLiability / USD,,141000000.0,141000000.0,55000000.0,55000000.0,55000000.0,55000000.0,86000000.0,86000000.0,86000000.0,86000000.0,53000000.0,53000000.0,53000000.0,53000000.0,219000000.0,219000000.0,219000000.0,119000000.0,119000000.0,119000000.0,219000000.0,,403000000.0,403000000.0,403000000.0,,271000000.0,271000000.0,271000000.0,,294000000.0,294000000.0,294000000.0,,296000000.0,296000000.0,296000000.0,,245000000.0,245000000.0,245000000.0
DerivativeGainLossOnDerivativeNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000000.0,,,,-45000000.0,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal / USD,,,,,,,,,,,,,,,,,,0.0,246000000.0,246000000.0,490000000.0,0.0,-15000000.0,-2000000.0,-2000000.0,-2000000.0,420000000.0,-19000000.0,-65000000.0,11000000.0,-2000000.0,-1000000.0,1000000.0,1000000.0,44000000.0,-1000000.0,-2000000.0,-2000000.0,25000000.0,-80000000.0,-79000000.0,-78000000.0
DividendsCommonStock / USD,,668000000.0,,699000000.0,1399000000.0,2130000000.0,2064000000.0,731000000.0,1463000000.0,731000000.0,2064000000.0,762000000.0,1524000000.0,2286000000.0,2862000000.0,762000000.0,762000000.0,2988000000.0,488000000.0,488000000.0,488000000.0,2988000000.0,3048000000.0,492000000.0,492000000.0,492000000.0,1959000000.0,495000000.0,495000000.0,495000000.0,1973000000.0,492000000.0,492000000.0,492000000.0,1979000000.0,494000000.0,494000000.0,494000000.0,1972000000.0,488000000.0,488000000.0,488000000.0
EarningsPerShareBasic / USD/shares,2.77,-0.12,0.04,0.26,-0.66,-0.87,-0.17,0.74,1.37,0.74,-0.34,0.73,1.69,2.46,2.81,0.82,1.95,8.98,0.33,0.7,1.44,8.98,-8.36,0.31,-1.04,-0.55,1.59,0.46,0.44,1.04,0.29,0.63,0.85,1.2,0.83,0.68,1.5,1.71,1.93,0.66,0.74,0.51
EarningsPerShareDiluted / USD/shares,2.75,-0.12,0.04,0.24,-0.66,-0.87,-0.17,0.73,1.36,0.73,-0.34,0.73,1.67,2.44,2.78,0.82,1.94,8.91,0.33,0.7,1.43,8.91,-8.36,0.31,-1.04,-0.55,1.58,0.46,0.43,1.03,0.29,0.63,0.84,1.19,0.82,0.68,1.49,1.7,1.91,0.66,0.74,0.5
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,1000000.0,1000000.0,-408000000.0,13000000.0,29000000.0,43000000.0,-137000000.0,-10000000.0,-128000000.0,57000000.0,-11000000.0,-8000000.0,-40000000.0,57000000.0,-132000000.0,-71000000.0,-9000000.0,-14000000.0,-6000000.0,-8000000.0,23000000.0,-3000000.0,62000000.0,2000000.0,-72000000.0,-116000000.0,-30000000.0,4000000.0,-14000000.0,-53000000.0,-69000000.0,-21000000.0,-18000000.0,-17000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,0.331,0.198,,0.195,0.218,0.924,0.163,0.292,0.297,0.292,0.362,0.287,0.278,0.287,0.27,0.213,0.247,-1.006,0.349,0.273,0.25,-1.006,0.094,0.296,-0.094,1.631,0.274,0.193,0.598,0.426,0.65,0.196,0.237,0.227,0.401,0.203,0.175,0.221,0.202,0.219,0.344,0.439
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,0.35,,,,,,0.35,,,,0.35,0.35,0.35,0.35,0.35,,,0.35,,,,0.35,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,,,,,,-0.013,,,,,,,,,,,0.0,,,,0.0,0.001,,,,0.013,,,,-0.004,,,,,,,,0.008,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,-0.011,,,,,,-0.083,,,,-0.118,,,,-0.036,,,-0.048,,,,-0.048,0.034,,,,-0.075,,,,-0.261,,,,-0.129,,,,-0.082,,,
EffectiveIncomeTaxRateReconciliationGiltiPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,0.018,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses / pure,,,,,,,,,,,,,,,,,,,,0.105,0.053,,,0.091,0.392,2.028,,0.082,0.052,0.032,,,0.044,0.061,,,0.565,0.039,,,0.124,0.215
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,0.004,,,,,,0.006,,,,-0.002,,,,0.0,,,-0.012,,,,-0.012,0.0,,,,-0.014,,,,0.017,,,,-0.011,,,,0.004,,,
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings / pure,,,,,,,0.08,,,,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,0.023,,,,,,-0.009,,,,-0.006,,,,0.008,,,0.011,,,,0.011,0.016,,,,0.011,,,,0.006,,,,-0.005,,,,0.018,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,
EntityCommonStockSharesOutstanding / shares,1212833289.0,1213455716.0,1215189526.0,1215955228.0,1217650866.0,1217270219.0,1217136057.0,1217633003.0,1218251122.0,1217633003.0,1218801890.0,1219172261.0,1219248231.0,1219434812.0,1219938804.0,1219991425.0,1221160646.0,1221399549.0,1221833078.0,1222578592.0,1222623168.0,,1223175747.0,1223147340.0,1223387136.0,1225261485.0,1223740203.0,1223951939.0,1225439747.0,1224930164.0,1225003377.0,1227237484.0,1228294502.0,1226538694.0,1213099787.0,1214298182.0,1209078897.0,1209174894.0,1194989953.0,1183542101.0,1183599215.0,1183655579.0
EntityPublicFloat / USD,,,0.0,,,,107000000000.0,,,,52000000000.0,,,,38000000000.0,,,19000000000.0,,,,,20000000000.0,,,,28000000000.0,,,,34600000000.0,,,,32100000000.0,,,,28500000000.0,,,
FinanceLeaseInterestExpense / USD,,,,,,,,,,,,,,,,1000000.0,5000000.0,6000000.0,,,,6000000.0,6000000.0,,,,6000000.0,,,,7000000.0,,,,6000000.0,,,,5000000.0,,,
FinanceLeaseInterestPaymentOnLiability / USD,,,,,,,,,,,,,,,,2000000.0,5000000.0,6000000.0,,,,6000000.0,6000000.0,,,,6000000.0,,,,7000000.0,,,,6000000.0,,,,5000000.0,,,
FinanceLeaseLiability / USD,,,,,,,,,,,,,,,,193000000.0,185000000.0,186000000.0,,,,186000000.0,194000000.0,,,,194000000.0,,,,128000000.0,,,,119000000.0,,,,145000000.0,,,
FinanceLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,26000000.0,28000000.0,28000000.0,,,,,,,,,78000000.0,,,,30000000.0,,,,26000000.0,,,,27000000.0,,,
FinanceLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,167000000.0,157000000.0,158000000.0,,,,,,,,,116000000.0,,,,98000000.0,,,,93000000.0,,,,118000000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,236000000.0,226000000.0,226000000.0,,,,226000000.0,236000000.0,,,,165000000.0,,,,151000000.0,,,,178000000.0,,,,185000000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,84000000.0,85000000.0,80000000.0,,,,80000000.0,86000000.0,,,,79000000.0,,,,68000000.0,,,,63000000.0,,,,55000000.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,33000000.0,84000000.0,,,,34000000.0,,,,30000000.0,,,,32000000.0,,,,33000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,8000000.0,9000000.0,7000000.0,,,,7000000.0,9000000.0,,,,8000000.0,,,,8000000.0,,,,23000000.0,,,,12000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,19000000.0,21000000.0,10000000.0,,,,10000000.0,11000000.0,,,,10000000.0,,,,11000000.0,,,,15000000.0,,,,31000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,71000000.0,70000000.0,22000000.0,,,,22000000.0,16000000.0,,,,14000000.0,,,,14000000.0,,,,21000000.0,,,,24000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,30000000.0,32000000.0,74000000.0,,,,74000000.0,30000000.0,,,,20000000.0,,,,20000000.0,,,,24000000.0,,,,30000000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,43000000.0,41000000.0,40000000.0,,,,40000000.0,42000000.0,,,,37000000.0,,,,32000000.0,,,,33000000.0,,,,34000000.0,,,
FinanceLeasePrincipalPayments / USD,,,,,,,,,,,,,,,,7000000.0,20000000.0,28000000.0,,,,28000000.0,28000000.0,,,,28000000.0,,,,35000000.0,,,,33000000.0,,,,38000000.0,,,
FinanceLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,190000000.0,183000000.0,185000000.0,,,,,,,,,195000000.0,,,,126000000.0,,,,121000000.0,,,,135000000.0,,,
FinanceLeaseRightOfUseAssetAmortization / USD,,,,,,,,,,,,,,,,6000000.0,19000000.0,27000000.0,,,,27000000.0,27000000.0,,,,27000000.0,,,,31000000.0,,,,34000000.0,,,,34000000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,0.033,0.034,0.034,,,,0.034,0.034,,,,0.037,,,,0.041,,,,0.041,,,,0.045,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,132000000.0,132000000.0,132000000.0,283000000.0,283000000.0,283000000.0,283000000.0,544000000.0,544000000.0,544000000.0,544000000.0,837000000.0,837000000.0,837000000.0,836000000.0,1087000000.0,1087000000.0,1087000000.0,1318000000.0,1318000000.0,1318000000.0,1087000000.0,1318000000.0,1423000000.0,1423000000.0,1423000000.0,1423000000.0,1602000000.0,1602000000.0,1602000000.0,1602000000.0,1829000000.0,1829000000.0,1829000000.0,1829000000.0,2089000000.0,2089000000.0,2089000000.0,2089000000.0,2427000000.0,2427000000.0,2427000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,276000000.0,276000000.0,275000000.0,275000000.0,270000000.0,270000000.0,270000000.0,270000000.0,272000000.0,275000000.0,280000000.0,290000000.0,284000000.0,281000000.0,273000000.0,277000000.0,272000000.0,271000000.0,236000000.0,277000000.0,241000000.0,239000000.0,239000000.0,239000000.0,240000000.0,260000000.0,260000000.0,260000000.0,260000000.0,250000000.0,250000000.0,260000000.0,260000000.0,260000000.0,260000000.0,250000000.0,250000000.0,240000000.0,240000000.0,240000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,276000000.0,276000000.0,275000000.0,275000000.0,270000000.0,270000000.0,270000000.0,270000000.0,270000000.0,275000000.0,280000000.0,280000000.0,275000000.0,277000000.0,277000000.0,277000000.0,272000000.0,271000000.0,236000000.0,277000000.0,241000000.0,239000000.0,239000000.0,239000000.0,230000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,,250000000.0,250000000.0,240000000.0,240000000.0,240000000.0,240000000.0,240000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,276000000.0,276000000.0,275000000.0,275000000.0,270000000.0,270000000.0,270000000.0,270000000.0,270000000.0,275000000.0,280000000.0,280000000.0,275000000.0,277000000.0,277000000.0,277000000.0,272000000.0,271000000.0,236000000.0,277000000.0,241000000.0,239000000.0,239000000.0,239000000.0,230000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,260000000.0,260000000.0,250000000.0,250000000.0,240000000.0,240000000.0,240000000.0,240000000.0,240000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,276000000.0,276000000.0,275000000.0,275000000.0,270000000.0,270000000.0,270000000.0,270000000.0,270000000.0,275000000.0,280000000.0,280000000.0,275000000.0,277000000.0,277000000.0,277000000.0,272000000.0,271000000.0,236000000.0,277000000.0,241000000.0,239000000.0,239000000.0,239000000.0,230000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,260000000.0,260000000.0,260000000.0,260000000.0,250000000.0,250000000.0,240000000.0,240000000.0,240000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,276000000.0,276000000.0,275000000.0,275000000.0,270000000.0,270000000.0,270000000.0,270000000.0,270000000.0,275000000.0,280000000.0,280000000.0,274000000.0,277000000.0,273000000.0,277000000.0,272000000.0,271000000.0,236000000.0,277000000.0,241000000.0,239000000.0,239000000.0,239000000.0,240000000.0,250000000.0,250000000.0,250000000.0,260000000.0,250000000.0,250000000.0,260000000.0,260000000.0,260000000.0,260000000.0,250000000.0,250000000.0,240000000.0,240000000.0,240000000.0
FiniteLivedIntangibleAssetsGross / USD,1448000000.0,1448000000.0,1448000000.0,6579000000.0,6579000000.0,6579000000.0,6579000000.0,6534000000.0,6534000000.0,6534000000.0,6534000000.0,6631000000.0,6631000000.0,6631000000.0,6613000000.0,6589000000.0,6589000000.0,6589000000.0,6570000000.0,6570000000.0,6570000000.0,6589000000.0,6570000000.0,5823000000.0,5823000000.0,5823000000.0,5823000000.0,5725000000.0,5725000000.0,5725000000.0,5725000000.0,5926000000.0,5926000000.0,5926000000.0,5926000000.0,6035000000.0,6035000000.0,6035000000.0,6035000000.0,6070000000.0,6070000000.0,6070000000.0
FiniteLivedIntangibleAssetsNet / USD,1316000000.0,1316000000.0,1316000000.0,6296000000.0,6296000000.0,6296000000.0,6296000000.0,5990000000.0,5990000000.0,5990000000.0,5990000000.0,5794000000.0,5794000000.0,5794000000.0,5777000000.0,5502000000.0,5502000000.0,5502000000.0,5252000000.0,5252000000.0,5252000000.0,5502000000.0,5252000000.0,4400000000.0,4400000000.0,4400000000.0,4400000000.0,4123000000.0,4123000000.0,4123000000.0,4123000000.0,4097000000.0,4097000000.0,4097000000.0,4097000000.0,3946000000.0,3946000000.0,3946000000.0,3946000000.0,3643000000.0,3643000000.0,3643000000.0
FiniteLivedLicenseAgreementsGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000000.0,140000000.0,140000000.0,,,
ForeignCurrencyTransactionGainLossBeforeTax / USD,,,,,,,-23000000.0,,,,,,,,,,,-13000000.0,-4000000.0,17000000.0,-14000000.0,-13000000.0,-166000000.0,17000000.0,-24000000.0,-81000000.0,-10000000.0,36000000.0,30000000.0,56000000.0,-162000000.0,32000000.0,137000000.0,254000000.0,101000000.0,-6000000.0,-46000000.0,-21000000.0,106000000.0,27000000.0,35000000.0,28000000.0
GainLossFromComponentsExcludedFromAssessmentOfFairValueHedgeEffectivenessNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,3000000.0,-9000000.0
GainLossOnSaleOfBusiness / USD,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-15000000.0,0.0,246000000.0,246000000.0,490000000.0,0.0,-15000000.0,-2000000.0,-2000000.0,-2000000.0,420000000.0,-19000000.0,-65000000.0,11000000.0,-2000000.0,-1000000.0,1000000.0,1000000.0,44000000.0,-1000000.0,-2000000.0,-2000000.0,25000000.0,-80000000.0,-79000000.0,-78000000.0
GainsLossesOnExtinguishmentOfDebt / USD,,-341000000.0,-341000000.0,,,,-341000000.0,,,,-341000000.0,,,,,,-88000000.0,88000000.0,,,,88000000.0,,,,,-98000000.0,,,-571000000.0,-124000000.0,,,12000000.0,-917000000.0,,,,38000000.0,,,
Goodwill / USD,11505000000.0,14959000000.0,15300000000.0,29200000000.0,30500000000.0,30500000000.0,30500000000.0,44125000000.0,44125000000.0,44125000000.0,44125000000.0,44824000000.0,44824000000.0,44824000000.0,44301000000.0,44844000000.0,44339000000.0,36503000000.0,35546000000.0,35546000000.0,35546000000.0,36503000000.0,35546000000.0,33089000000.0,33089000000.0,33089000000.0,33089000000.0,31296000000.0,31296000000.0,31296000000.0,33089000000.0,30833000000.0,30833000000.0,30833000000.0,31296000000.0,30459000000.0,30459000000.0,30459000000.0,30833000000.0,28673000000.0,28673000000.0,28673000000.0
GoodwillAndIntangibleAssetImpairment / USD,62000000.0,,,,,,,,,,,,48000000.0,49000000.0,18000000.0,0.0,451000000.0,49000000.0,620000000.0,1218000000.0,1223000000.0,49000000.0,15936000000.0,226000000.0,3099000000.0,3399000000.0,1899000000.0,230000000.0,343000000.0,343000000.0,3399000000.0,-11000000.0,619000000.0,913000000.0,1634000000.0,,0.0,662000000.0,913000000.0,,854000000.0,2282000000.0
GoodwillImpairedAccumulatedImpairmentLoss / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000000.0,7600000000.0,7800000000.0,8200000000.0,8400000000.0,10200000000.0,10500000000.0,8200000000.0,10500000000.0,10800000000.0,10800000000.0,10800000000.0,10500000000.0,10900000000.0,10900000000.0,10900000000.0,10900000000.0,11300000000.0,11300000000.0,11300000000.0,11300000000.0,11800000000.0,11800000000.0,11800000000.0,11800000000.0,13500000000.0,13500000000.0,13500000000.0
GoodwillImpairmentLoss / USD,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164000000.0,164000000.0,0.0,0.0,133000000.0,0.0,620000000.0,744000000.0,744000000.0,0.0,7008000000.0,226000000.0,2043000000.0,2343000000.0,1197000000.0,230000000.0,265000000.0,265000000.0,2343000000.0,11000000.0,224000000.0,235000000.0,318000000.0,,0.0,510000000.0,444000000.0,,854000000.0,1561000000.0
GrossProfit / USD,5772000000.0,2382000000.0,812000000.0,847000000.0,1729000000.0,3357000000.0,3277000000.0,2378000000.0,4909000000.0,2378000000.0,5761000000.0,2199000000.0,4632000000.0,6835000000.0,9146000000.0,2264000000.0,6705000000.0,9033000000.0,2011000000.0,4093000000.0,6040000000.0,9033000000.0,8921000000.0,1858000000.0,4310000000.0,6654000000.0,8147000000.0,2201000000.0,4492000000.0,6520000000.0,9177000000.0,1931000000.0,3915000000.0,5758000000.0,8682000000.0,2113000000.0,4374000000.0,6609000000.0,8122000000.0,2243000000.0,4537000000.0,6723000000.0
ImpairmentOfIntangibleAssetsExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,474000000.0,479000000.0,,8928000000.0,,1056000000.0,1056000000.0,702000000.0,,78000000.0,78000000.0,1056000000.0,,395000000.0,469000000.0,1316000000.0,,,152000000.0,469000000.0,,0.0,721000000.0
ImpairmentOfIntangibleAssetsFinitelived / USD,,,,,,,,,,,,,,19000000.0,3000000.0,,-5000000.0,15000000.0,,,,15000000.0,,,9000000.0,9000000.0,,,9000000.0,9000000.0,9000000.0,,,7000000.0,9000000.0,,,128000000.0,7000000.0,,11000000.0,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill / USD,62000000.0,62000000.0,221000000.0,,0.0,0.0,221000000.0,0.0,-48000000.0,0.0,58000000.0,49000000.0,48000000.0,48000000.0,49000000.0,101000000.0,101000000.0,101000000.0,0.0,-1056000000.0,1056000000.0,101000000.0,1056000000.0,,1100000000.0,1100000000.0,1307000000.0,,69000000.0,69000000.0,1307000000.0,,,152000000.0,1240000000.0,,,593000000.0,67000000.0,,2561000000.0,2561000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,2156000000.0,,,,,,-207000000.0,,,,-13000000.0,,,,3271000000.0,,,3811000000.0,,,,3811000000.0,-10305000000.0,,,,796000000.0,,,,363000000.0,,,,-215000000.0,,,,1575000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,2453000000.0,632000000.0,,347000000.0,152000000.0,-17000000.0,803000000.0,1272000000.0,2638000000.0,1272000000.0,1013000000.0,1250000000.0,2840000000.0,4199000000.0,4939000000.0,1273000000.0,3153000000.0,5450000000.0,621000000.0,1172000000.0,2334000000.0,5450000000.0,-11321000000.0,541000000.0,-1162000000.0,-256000000.0,2661000000.0,704000000.0,1349000000.0,2228000000.0,1030000000.0,971000000.0,1370000000.0,1915000000.0,1708000000.0,1051000000.0,2223000000.0,2683000000.0,2966000000.0,1029000000.0,1377000000.0,1094000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,297000000.0,,,,,,1010000000.0,,,,1026000000.0,,,,1668000000.0,,,1639000000.0,,,,1639000000.0,-1016000000.0,,,,1865000000.0,,,,667000000.0,,,,1923000000.0,,,,1391000000.0,,,
