fact_unit,2015-08-10,2015-11-06,2016-03-03,2016-05-05,2016-08-05,2016-11-04,2017-02-23,2017-05-04,2017-08-04,2017-11-07,2018-02-16,2018-05-03,2018-08-03,2018-11-02,2019-06-07,2019-08-13,2019-10-31,2020-02-14,2020-05-01,2020-07-31,2020-10-30,2020-11-13,2021-02-17,2021-04-30,2021-08-04,2021-10-28,2022-02-17,2022-04-28,2022-07-28,2022-10-27,2023-02-16,2023-05-03,2023-08-02,2023-11-01,2024-02-15,2024-05-01,2024-07-31,2024-10-30,2025-02-13,2025-04-29,2025-07-30,2025-10-29
IncomeTaxExpenseBenefit / USD,811000000.0,125000000.0,,68000000.0,33000000.0,-16000000.0,131000000.0,372000000.0,783000000.0,372000000.0,366000000.0,359000000.0,789000000.0,1205000000.0,1333000000.0,270000000.0,779000000.0,-5482000000.0,217000000.0,320000000.0,584000000.0,-5482000000.0,-1067000000.0,160000000.0,109000000.0,417000000.0,728000000.0,136000000.0,806000000.0,949000000.0,669000000.0,190000000.0,324000000.0,434000000.0,684000000.0,214000000.0,388000000.0,594000000.0,598000000.0,225000000.0,473000000.0,480000000.0
IncomeTaxesPaidNet / USD,,,,,,,,,,,,,,,,,,,,,,,543000000.0,,,,974000000.0,,,,1027000000.0,,,,1295000000.0,,,,1260000000.0,,,
IncreaseDecreaseInAccountsPayable / USD,-241000000.0,185000000.0,,-63000000.0,13000000.0,-97000000.0,562000000.0,59000000.0,90000000.0,59000000.0,-119000000.0,62000000.0,84000000.0,123000000.0,879000000.0,-85000000.0,130000000.0,441000000.0,64000000.0,63000000.0,113000000.0,441000000.0,-23000000.0,-2000000.0,-54000000.0,62000000.0,-58000000.0,-11000000.0,220000000.0,194000000.0,207000000.0,6000000.0,202000000.0,299000000.0,408000000.0,-32000000.0,-156000000.0,-221000000.0,152000000.0,-49000000.0,-40000000.0,48000000.0
IncreaseDecreaseInAccountsPayableTrade / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2743000000.0,,,
IncreaseDecreaseInAccountsReceivable / USD,,,,29000000.0,35000000.0,-196000000.0,-144000000.0,38000000.0,226000000.0,686000000.0,915000000.0,1040000000.0,1598000000.0,2061000000.0,2055000000.0,712000000.0,2154000000.0,2629000000.0,-116000000.0,-75000000.0,-138000000.0,2629000000.0,2280000000.0,423000000.0,60000000.0,6000000.0,-140000000.0,34000000.0,-62000000.0,-92000000.0,26000000.0,123000000.0,222000000.0,208000000.0,-87000000.0,151000000.0,114000000.0,16000000.0,228000000.0,145000000.0,113000000.0,83000000.0
IncreaseDecreaseInInventories / USD,-21000000.0,27000000.0,,96000000.0,80000000.0,-23000000.0,-153000000.0,273000000.0,256000000.0,273000000.0,-25000000.0,492000000.0,431000000.0,580000000.0,130000000.0,312000000.0,645000000.0,236000000.0,488000000.0,484000000.0,637000000.0,236000000.0,251000000.0,231000000.0,202000000.0,441000000.0,307000000.0,101000000.0,227000000.0,264000000.0,249000000.0,382000000.0,768000000.0,1027000000.0,144000000.0,406000000.0,232000000.0,277000000.0,1121000000.0,56000000.0,101000000.0,392000000.0
IncreaseDecreaseInOtherCurrentAssets / USD,61000000.0,8000000.0,,41000000.0,69000000.0,-22000000.0,20000000.0,45000000.0,68000000.0,45000000.0,-114000000.0,67000000.0,121000000.0,137000000.0,41000000.0,-26000000.0,103000000.0,64000000.0,-14000000.0,-5000000.0,73000000.0,64000000.0,146000000.0,142000000.0,138000000.0,18000000.0,-80000000.0,54000000.0,67000000.0,96000000.0,-40000000.0,91000000.0,70000000.0,136000000.0,32000000.0,53000000.0,2000000.0,-139000000.0,314000000.0,32000000.0,114000000.0,129000000.0
IncreaseDecreaseInOtherCurrentLiabilities / USD,205000000.0,132000000.0,,-201000000.0,-31000000.0,-77000000.0,87000000.0,-184000000.0,-72000000.0,-184000000.0,262000000.0,-270000000.0,-762000000.0,-1144000000.0,-148000000.0,403000000.0,124000000.0,-876000000.0,-211000000.0,-336000000.0,-381000000.0,-876000000.0,637000000.0,41000000.0,634000000.0,482000000.0,-90000000.0,-230000000.0,386000000.0,-200000000.0,486000000.0,118000000.0,-325000000.0,-356000000.0,87000000.0,32000000.0,-175000000.0,-477000000.0,28000000.0,-60000000.0,-150000000.0,-79000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,1000000.0,0.0,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,12000000.0,11000000.0,11000000.0,9000000.0,9000000.0,8000000.0,10000000.0,4000000.0,3000000.0,3000000.0,10000000.0,0.0,2000000.0,0.0,0.0,3000000.0,9000000.0,12000000.0,11000000.0,5000000.0,9000000.0,10000000.0,9000000.0,12000000.0,8000000.0,8000000.0,7000000.0,9000000.0,9000000.0,6000000.0,5000000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,11900000000.0,11872000000.0,11872000000.0,55800000000.0,55824000000.0,55824000000.0,55824000000.0,53307000000.0,53307000000.0,53307000000.0,53307000000.0,53655000000.0,53655000000.0,53655000000.0,53655000000.0,43966000000.0,43966000000.0,43966000000.0,43400000000.0,43400000000.0,43400000000.0,43966000000.0,43400000000.0,42267000000.0,42267000000.0,42267000000.0,42267000000.0,39419000000.0,39419000000.0,39419000000.0,42267000000.0,38552000000.0,38552000000.0,38552000000.0,39419000000.0,38502000000.0,38502000000.0,38502000000.0,38552000000.0,36456000000.0,36456000000.0,36456000000.0
IndefiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss / USD,,,,,,-328000000.0,-539000000.0,80000000.0,237000000.0,80000000.0,397000000.0,102000000.0,-175000000.0,-229000000.0,-351000000.0,104000000.0,-89000000.0,130000000.0,-280000000.0,-233000000.0,116000000.0,130000000.0,151000000.0,-66000000.0,-113000000.0,-31000000.0,-54000000.0,20000000.0,306000000.0,716000000.0,-54000000.0,-68000000.0,-170000000.0,-13000000.0,-405000000.0,62000000.0,71000000.0,-137000000.0,175000000.0,-89000000.0,-323000000.0,-226000000.0
IntangibleAssetsNetExcludingGoodwill / USD,2229000000.0,13188000000.0,13188000000.0,62120000000.0,62120000000.0,62120000000.0,62120000000.0,59297000000.0,59297000000.0,59297000000.0,59297000000.0,59449000000.0,59449000000.0,59449000000.0,59313000000.0,59583000000.0,58727000000.0,49468000000.0,48652000000.0,48652000000.0,48652000000.0,49468000000.0,48652000000.0,46667000000.0,46667000000.0,46667000000.0,46667000000.0,43542000000.0,43542000000.0,43542000000.0,43542000000.0,42649000000.0,42649000000.0,42649000000.0,42649000000.0,42448000000.0,42448000000.0,42448000000.0,42448000000.0,40099000000.0,40099000000.0,40099000000.0
InterestExpense / USD,337000000.0,504000000.0,,201000000.0,595000000.0,1055000000.0,686000000.0,249000000.0,513000000.0,249000000.0,1321000000.0,313000000.0,620000000.0,926000000.0,1134000000.0,317000000.0,959000000.0,1234000000.0,321000000.0,637000000.0,1035000000.0,1234000000.0,1284000000.0,310000000.0,752000000.0,1066000000.0,1361000000.0,415000000.0,1028000000.0,1443000000.0,1394000000.0,242000000.0,476000000.0,704000000.0,2047000000.0,227000000.0,455000000.0,683000000.0,921000000.0,226000000.0,455000000.0,685000000.0
InterestIncomeInterestEarningAssetIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,36000000.0
InterestPaidNet / USD,,,,,,,,,,,,,,,1176000000.0,,,1269000000.0,,,,1269000000.0,1322000000.0,,,,1306000000.0,,,,1286000000.0,,,,1196000000.0,,,,937000000.0,,,
InterestPayableCurrent / USD,,,167000000.0,401000000.0,401000000.0,401000000.0,401000000.0,415000000.0,415000000.0,415000000.0,415000000.0,419000000.0,419000000.0,419000000.0,346000000.0,345000000.0,315000000.0,408000000.0,384000000.0,384000000.0,384000000.0,408000000.0,384000000.0,358000000.0,358000000.0,358000000.0,358000000.0,268000000.0,268000000.0,268000000.0,268000000.0,264000000.0,264000000.0,264000000.0,264000000.0,258000000.0,258000000.0,258000000.0,258000000.0,263000000.0,263000000.0,263000000.0
InventoryFinishedGoodsNetOfReserves / USD,869000000.0,826000000.0,826000000.0,1662000000.0,1662000000.0,1662000000.0,1662000000.0,1754000000.0,1754000000.0,1754000000.0,1754000000.0,1816000000.0,1816000000.0,1816000000.0,1816000000.0,1814000000.0,1814000000.0,1814000000.0,1846000000.0,1846000000.0,1846000000.0,1814000000.0,1846000000.0,1804000000.0,1804000000.0,1804000000.0,1804000000.0,1682000000.0,1682000000.0,1682000000.0,1682000000.0,2077000000.0,2077000000.0,2077000000.0,2077000000.0,2029000000.0,2029000000.0,2029000000.0,2029000000.0,1871000000.0,1871000000.0,1871000000.0
InventoryNet / USD,1616000000.0,1185000000.0,1185000000.0,2618000000.0,2618000000.0,2618000000.0,2618000000.0,2684000000.0,2684000000.0,2684000000.0,2684000000.0,2815000000.0,2815000000.0,2815000000.0,3094000000.0,3089000000.0,3214000000.0,2667000000.0,2721000000.0,2721000000.0,2721000000.0,2667000000.0,2721000000.0,2773000000.0,2773000000.0,2773000000.0,2773000000.0,2729000000.0,2729000000.0,2729000000.0,2729000000.0,3651000000.0,3651000000.0,3651000000.0,3651000000.0,3614000000.0,3614000000.0,3614000000.0,3614000000.0,3376000000.0,3376000000.0,3376000000.0
InventoryPartsAndComponentsNetOfReserves / USD,,,,,,,,,,,,,,,,,,,,,,,,219000000.0,219000000.0,219000000.0,219000000.0,208000000.0,208000000.0,208000000.0,208000000.0,208000000.0,208000000.0,208000000.0,208000000.0,233000000.0,233000000.0,233000000.0,233000000.0,245000000.0,245000000.0,245000000.0
InventoryRawMaterialsNetOfReserves / USD,,223000000.0,223000000.0,563000000.0,563000000.0,563000000.0,563000000.0,542000000.0,542000000.0,542000000.0,542000000.0,560000000.0,560000000.0,560000000.0,560000000.0,510000000.0,510000000.0,510000000.0,511000000.0,511000000.0,511000000.0,510000000.0,511000000.0,482000000.0,482000000.0,482000000.0,482000000.0,571000000.0,571000000.0,571000000.0,571000000.0,1032000000.0,1032000000.0,1032000000.0,1032000000.0,1014000000.0,1014000000.0,1014000000.0,1014000000.0,950000000.0,950000000.0,950000000.0
InventoryWorkInProcessNetOfReserves / USD,294000000.0,136000000.0,136000000.0,393000000.0,393000000.0,393000000.0,393000000.0,388000000.0,388000000.0,388000000.0,388000000.0,439000000.0,439000000.0,439000000.0,384000000.0,343000000.0,343000000.0,343000000.0,364000000.0,364000000.0,364000000.0,343000000.0,364000000.0,268000000.0,268000000.0,268000000.0,268000000.0,268000000.0,268000000.0,268000000.0,268000000.0,334000000.0,334000000.0,334000000.0,334000000.0,338000000.0,338000000.0,338000000.0,338000000.0,310000000.0,310000000.0,310000000.0
InvestmentIncomeInterest / USD,12000000.0,,,,,,,,,,,,,,,,,43000000.0,6000000.0,14000000.0,24000000.0,43000000.0,35000000.0,9000000.0,17000000.0,23000000.0,36000000.0,5000000.0,9000000.0,13000000.0,27000000.0,5000000.0,11000000.0,18000000.0,15000000.0,6000000.0,16000000.0,28000000.0,27000000.0,16000000.0,33000000.0,49000000.0
LeaseCost / USD,,,,,,,,,,,,,,,,398000000.0,1143000000.0,1493000000.0,,,,1493000000.0,1493000000.0,,,,1493000000.0,,,,1533000000.0,,,,1416000000.0,,,,1442000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,762000000.0,707000000.0,684000000.0,,,,684000000.0,694000000.0,,,,696000000.0,,,,830000000.0,,,,716000000.0,,,,670000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,196000000.0,206000000.0,167000000.0,,,,167000000.0,193000000.0,,,,196000000.0,,,,290000000.0,,,,234000000.0,,,,195000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,168000000.0,156000000.0,,,,152000000.0,,,,149000000.0,,,,136000000.0,,,,139000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,61000000.0,66000000.0,53000000.0,,,,53000000.0,65000000.0,,,,63000000.0,,,,71000000.0,,,,61000000.0,,,,61000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,86000000.0,93000000.0,69000000.0,,,,69000000.0,73000000.0,,,,79000000.0,,,,90000000.0,,,,74000000.0,,,,72000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,118000000.0,128000000.0,96000000.0,,,,96000000.0,89000000.0,,,,90000000.0,,,,105000000.0,,,,95000000.0,,,,86000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,155000000.0,165000000.0,131000000.0,,,,131000000.0,118000000.0,,,,116000000.0,,,,125000000.0,,,,116000000.0,,,,117000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,95000000.0,87000000.0,83000000.0,,,,83000000.0,84000000.0,,,,79000000.0,,,,120000000.0,,,,99000000.0,,,,89000000.0,,,
Liabilities / USD,17961000000.0,20850000000.0,20886000000.0,56737000000.0,56737000000.0,56737000000.0,56737000000.0,62906000000.0,62906000000.0,62906000000.0,62906000000.0,53985000000.0,53985000000.0,53985000000.0,63128000000.0,54281000000.0,54162000000.0,51683000000.0,49701000000.0,49701000000.0,49701000000.0,51683000000.0,49701000000.0,49587000000.0,49587000000.0,49587000000.0,49587000000.0,43942000000.0,43942000000.0,43942000000.0,43942000000.0,41643000000.0,41643000000.0,41643000000.0,41643000000.0,40617000000.0,40617000000.0,40617000000.0,40617000000.0,38962000000.0,38962000000.0,38962000000.0
LiabilitiesAndStockholdersEquity / USD,23148000000.0,36535000000.0,36571000000.0,122973000000.0,122973000000.0,122973000000.0,122973000000.0,120480000000.0,120480000000.0,120480000000.0,120480000000.0,120232000000.0,120232000000.0,120232000000.0,120946000000.0,120583000000.0,119575000000.0,103461000000.0,101450000000.0,101450000000.0,101450000000.0,103461000000.0,101450000000.0,99830000000.0,99830000000.0,99830000000.0,99830000000.0,93394000000.0,93394000000.0,93394000000.0,93394000000.0,90513000000.0,90513000000.0,90513000000.0,90513000000.0,90339000000.0,90339000000.0,90339000000.0,90339000000.0,88287000000.0,88287000000.0,88287000000.0
LiabilitiesCurrent / USD,3410000000.0,3092000000.0,3092000000.0,6932000000.0,6932000000.0,6932000000.0,6932000000.0,9501000000.0,9501000000.0,9501000000.0,9501000000.0,10132000000.0,10132000000.0,10132000000.0,9641000000.0,10287000000.0,7622000000.0,7503000000.0,7875000000.0,7875000000.0,7875000000.0,7503000000.0,7875000000.0,8061000000.0,8061000000.0,8061000000.0,8061000000.0,9064000000.0,9064000000.0,9064000000.0,9064000000.0,9028000000.0,9028000000.0,9028000000.0,9028000000.0,8037000000.0,8037000000.0,8037000000.0,8037000000.0,7253000000.0,7253000000.0,7253000000.0
LineOfCreditFacilityMaximumBorrowingCapacity / USD,3000000000.0,4000000000.0,4000000000.0,,,,4000000000.0,,,,4000000000.0,,,,4000000000.0,,,4000000000.0,,,,4000000000.0,,,,,,,,,,,,,,,,,,,4000000000.0,4000000000.0
LongTermDebtAndCapitalLeaseObligations / USD,9976000000.0,13358000000.0,13358000000.0,25151000000.0,25151000000.0,25151000000.0,25151000000.0,29713000000.0,29713000000.0,29713000000.0,29713000000.0,28333000000.0,28333000000.0,28333000000.0,29747000000.0,28465000000.0,30887000000.0,30770000000.0,28216000000.0,28216000000.0,28216000000.0,30770000000.0,28216000000.0,28070000000.0,28070000000.0,28070000000.0,28070000000.0,21061000000.0,21061000000.0,21061000000.0,21061000000.0,19233000000.0,19233000000.0,19233000000.0,19233000000.0,19394000000.0,19394000000.0,19394000000.0,19394000000.0,19215000000.0,19215000000.0,19215000000.0
LongTermDebtAndCapitalLeaseObligationsCurrent / USD,4000000.0,74000000.0,11000000.0,,79000000.0,79000000.0,79000000.0,2046000000.0,2046000000.0,2046000000.0,2046000000.0,2743000000.0,2743000000.0,2743000000.0,2022000000.0,2715000000.0,371000000.0,377000000.0,1022000000.0,1022000000.0,1022000000.0,377000000.0,1022000000.0,230000000.0,230000000.0,230000000.0,230000000.0,740000000.0,740000000.0,740000000.0,740000000.0,831000000.0,831000000.0,831000000.0,831000000.0,638000000.0,638000000.0,638000000.0,638000000.0,654000000.0,654000000.0,654000000.0
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities / USD,9980000000.0,13400000000.0,13369000000.0,25300000000.0,25200000000.0,25200000000.0,25230000000.0,,,,31759000000.0,,,,31041000000.0,,,31147000000.0,,,,31147000000.0,29238000000.0,,,,28300000000.0,,,,21801000000.0,,,,20064000000.0,,,,20032000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,16138000000.0,,,,23446000000.0,,,,20273000000.0,,,,20329000000.0,,,22460000000.0,,,,22460000000.0,23135000000.0,,,,17402000000.0,,,,14666000000.0,,,,13129000000.0,,,,12766000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,60000000.0,,,,2019000000.0,,,,2697000000.0,,,,355000000.0,,,995000000.0,,,,995000000.0,152000000.0,,,,709000000.0,,,,806000000.0,,,,611000000.0,,,,629000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,3582000000.0,,,,38000000.0,,,,3507000000.0,,,,2460000000.0,,,617000000.0,,,,617000000.0,1611000000.0,,,,1879000000.0,,,,1837000000.0,,,,1586000000.0,,,,935000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,4000000.0,,,,2999000000.0,,,,691000000.0,,,,3508000000.0,,,1678000000.0,,,,1678000000.0,673000000.0,,,,3000000.0,,,,1879000000.0,,,,1862000000.0,,,,1510000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,2682000000.0,,,,3000000.0,,,,3042000000.0,,,,990000000.0,,,2073000000.0,,,,2073000000.0,1365000000.0,,,,626000000.0,,,,3000000.0,,,,1879000000.0,,,,1856000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,2019000000.0,,,,2685000000.0,,,,355000000.0,,,,2992000000.0,,,990000000.0,,,,990000000.0,957000000.0,,,,852000000.0,,,,593000000.0,,,,666000000.0,,,,1879000000.0,,,
MarginDepositAssets / USD,,,,,,,,,,,,,,26000000.0,32000000.0,,,32000000.0,90000000.0,76000000.0,22000000.0,32000000.0,,,,,,,,24000000.0,43000000.0,43000000.0,43000000.0,43000000.0,,41000000.0,41000000.0,41000000.0,,25000000.0,25000000.0,25000000.0
MarketableSecuritiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
MinorityInterest / USD,219000000.0,219000000.0,219000000.0,208000000.0,208000000.0,208000000.0,208000000.0,216000000.0,216000000.0,216000000.0,216000000.0,207000000.0,207000000.0,207000000.0,212000000.0,207000000.0,188000000.0,118000000.0,126000000.0,126000000.0,126000000.0,118000000.0,126000000.0,140000000.0,140000000.0,140000000.0,140000000.0,150000000.0,150000000.0,150000000.0,150000000.0,152000000.0,152000000.0,152000000.0,152000000.0,162000000.0,162000000.0,162000000.0,162000000.0,134000000.0,134000000.0,134000000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,,,,,,,,,,,,,,,,,,,,,,,12000000.0,,,,5000000.0,,,,4000000.0,,,,8000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0
NetCashProvidedByUsedInFinancingActivities / USD,-1358000000.0,-610000000.0,,-214000000.0,-379000000.0,11191000000.0,-1820000000.0,-627000000.0,-2189000000.0,-627000000.0,10047000000.0,-505000000.0,-3011000000.0,-3489000000.0,-4620000000.0,-371000000.0,-1637000000.0,-4221000000.0,-504000000.0,-977000000.0,-1881000000.0,-4221000000.0,-3363000000.0,3105000000.0,-1437000000.0,-2509000000.0,-3913000000.0,-1643000000.0,-4555000000.0,-6333000000.0,-3331000000.0,-485000000.0,-1722000000.0,-2811000000.0,-9344000000.0,-439000000.0,-1187000000.0,-1816000000.0,-3714000000.0,-239000000.0,-1565000000.0,-2046000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-422000000.0,-209000000.0,,-49000000.0,150000000.0,-9401000000.0,-349000000.0,-293000000.0,-452000000.0,133000000.0,-8309000000.0,134000000.0,423000000.0,724000000.0,1452000000.0,4000000.0,485000000.0,1177000000.0,177000000.0,-18000000.0,1111000000.0,1177000000.0,288000000.0,-122000000.0,-237000000.0,-362000000.0,1511000000.0,-216000000.0,3027000000.0,2744000000.0,-522000000.0,-469000000.0,-921000000.0,-1038000000.0,4038000000.0,-264000000.0,-475000000.0,-738000000.0,-1091000000.0,-287000000.0,-632000000.0,-849000000.0
NetCashProvidedByUsedInOperatingActivities / USD,3035000000.0,1331000000.0,,-83000000.0,411000000.0,746000000.0,2140000000.0,270000000.0,2104000000.0,-156000000.0,1272000000.0,-615000000.0,-178000000.0,16000000.0,2648000000.0,408000000.0,878000000.0,501000000.0,304000000.0,1325000000.0,1990000000.0,501000000.0,2574000000.0,212000000.0,2216000000.0,3326000000.0,3552000000.0,810000000.0,2029000000.0,2448000000.0,4929000000.0,486000000.0,788000000.0,1517000000.0,5364000000.0,486000000.0,1584000000.0,2620000000.0,2469000000.0,771000000.0,1713000000.0,2796000000.0
NetIncomeLoss / USD,1642000000.0,494000000.0,,276000000.0,112000000.0,-11000000.0,657000000.0,896000000.0,1846000000.0,896000000.0,634000000.0,893000000.0,2052000000.0,2996000000.0,3596000000.0,1003000000.0,2376000000.0,10941000000.0,405000000.0,854000000.0,1753000000.0,10941000000.0,-10192000000.0,378000000.0,-1273000000.0,-676000000.0,1935000000.0,563000000.0,536000000.0,1269000000.0,356000000.0,776000000.0,1041000000.0,1473000000.0,1012000000.0,836000000.0,1836000000.0,2098000000.0,2363000000.0,801000000.0,903000000.0,613000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,11000000.0,13000000.0,,3000000.0,7000000.0,10000000.0,15000000.0,4000000.0,9000000.0,4000000.0,13000000.0,-2000000.0,-1000000.0,-2000000.0,10000000.0,0.0,-2000000.0,-9000000.0,-1000000.0,-2000000.0,-3000000.0,-9000000.0,-62000000.0,3000000.0,2000000.0,3000000.0,-2000000.0,5000000.0,7000000.0,10000000.0,5000000.0,5000000.0,5000000.0,8000000.0,12000000.0,1000000.0,-1000000.0,-9000000.0,5000000.0,3000000.0,1000000.0,1000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,1637000000.0,-46000000.0,15000000.0,96000000.0,-248000000.0,-551000000.0,-63000000.0,896000000.0,1666000000.0,896000000.0,-266000000.0,893000000.0,2052000000.0,2996000000.0,3416000000.0,1003000000.0,2376000000.0,10941000000.0,405000000.0,854000000.0,1753000000.0,10941000000.0,-10192000000.0,378000000.0,-1273000000.0,-676000000.0,1935000000.0,563000000.0,536000000.0,1269000000.0,356000000.0,776000000.0,1041000000.0,1473000000.0,1012000000.0,836000000.0,1836000000.0,2098000000.0,2363000000.0,801000000.0,903000000.0,613000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,1637000000.0,-46000000.0,,96000000.0,-248000000.0,-551000000.0,-63000000.0,896000000.0,1666000000.0,896000000.0,-266000000.0,893000000.0,2052000000.0,2996000000.0,3416000000.0,1003000000.0,2376000000.0,10941000000.0,405000000.0,854000000.0,1753000000.0,10941000000.0,-10192000000.0,378000000.0,-1273000000.0,-676000000.0,1935000000.0,563000000.0,536000000.0,1269000000.0,356000000.0,776000000.0,1041000000.0,1473000000.0,1012000000.0,836000000.0,1836000000.0,2098000000.0,2363000000.0,801000000.0,903000000.0,613000000.0
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest / USD,,,,900000000.0,1855000000.0,2698000000.0,671000000.0,891000000.0,2051000000.0,891000000.0,647000000.0,998000000.0,1754000000.0,2385000000.0,3606000000.0,1008000000.0,1008000000.0,10936000000.0,405000000.0,405000000.0,405000000.0,10936000000.0,-10242000000.0,381000000.0,381000000.0,381000000.0,1941000000.0,568000000.0,568000000.0,568000000.0,371000000.0,780000000.0,780000000.0,780000000.0,1024000000.0,837000000.0,837000000.0,837000000.0,2372000000.0,803000000.0,803000000.0,803000000.0
NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent / USD,,,,,,,,,,,,,,,,,,-308000000.0,-43000000.0,-87000000.0,-130000000.0,-308000000.0,-40000000.0,-43000000.0,-86000000.0,-131000000.0,-172000000.0,-50000000.0,-107000000.0,-162000000.0,-201000000.0,-46000000.0,-92000000.0,-120000000.0,-214000000.0,-22000000.0,-46000000.0,-68000000.0,-135000000.0,-30000000.0,-63000000.0,-101000000.0
NoncurrentAssets / USD,18240000000.0,,30512000000.0,,,,111695000000.0,,,,110110000000.0,,,,111318000000.0,,,7078000000.0,,,,7078000000.0,7055000000.0,,,,6876000000.0,,,,6806000000.0,,,,6740000000.0,,,,7826000000.0,,,
NumberOfOperatingSegments / goodwillReportingUni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
NumberOfOperatingSegments / operatingSegment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,4.0,4.0,4.0
NumberOfReportableSegments / segment,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
NumberOfReportingUnits / employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,13.0,12.0,,11.0,11.0,10.0
NumberOfReportingUnits / goodwillReportingUni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,11.0,11.0,11.0,,,,12.0,,,
OperatingIncomeLoss / USD,2670000000.0,1216000000.0,,509000000.0,953000000.0,1352000000.0,1568000000.0,1513000000.0,3149000000.0,1513000000.0,2639000000.0,1433000000.0,3077000000.0,4615000000.0,5601000000.0,1500000000.0,3931000000.0,6057000000.0,562000000.0,1296000000.0,2476000000.0,6057000000.0,-10205000000.0,770000000.0,-569000000.0,578000000.0,3070000000.0,1089000000.0,2324000000.0,3480000000.0,2128000000.0,1115000000.0,1657000000.0,2408000000.0,3460000000.0,1243000000.0,2619000000.0,3272000000.0,3634000000.0,1302000000.0,1824000000.0,1723000000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,,,48000000.0,145000000.0,191000000.0,,,,191000000.0,191000000.0,,,,191000000.0,,,,173000000.0,,,,176000000.0,,,,173000000.0,,,
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,667000000.0,620000000.0,601000000.0,,,,601000000.0,610000000.0,,,,617000000.0,,,,710000000.0,,,,617000000.0,,,,581000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,164000000.0,153000000.0,147000000.0,,,,,,,,,135000000.0,,,,133000000.0,,,,125000000.0,,,,116000000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,503000000.0,467000000.0,454000000.0,,,,,,,,,475000000.0,,,,484000000.0,,,,585000000.0,,,,501000000.0,,,
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,48000000.0,146000000.0,196000000.0,,,,196000000.0,196000000.0,,,,196000000.0,,,,191000000.0,,,,179000000.0,,,,176000000.0,,,
