fact_unit,2013-05-15,2013-08-14,2013-11-13,2014-03-26,2014-05-13,2014-08-12,2014-11-10,2015-02-27,2015-05-07,2015-08-06,2015-11-05,2016-02-24,2016-05-06,2016-08-05,2016-11-03,2017-02-16,2017-05-04,2017-08-08,2017-11-02,2018-02-15,2018-05-02,2018-08-02,2018-11-01,2019-02-14,2019-05-02,2019-08-06,2019-08-09,2019-11-07,2020-02-13,2020-05-06,2020-08-06,2020-11-05,2021-02-16,2021-05-06,2021-08-05,2021-11-04,2022-02-15,2022-05-05,2022-08-04,2022-11-03,2023-02-14,2023-05-04,2023-08-08,2023-11-02,2024-02-13,2024-05-02,2024-08-06,2024-11-04,2025-02-13,2025-05-06,2025-08-05,2025-11-04
PropertyPlantAndEquipmentNet / USD,1241000000.0,1241000000.0,1241000000.0,1241000000.0,1295000000.0,1295000000.0,1295000000.0,1295000000.0,1318000000.0,1318000000.0,1318000000.0,1318000000.0,1307000000.0,1307000000.0,1307000000.0,1307000000.0,1381000000.0,1381000000.0,1381000000.0,1381000000.0,1435000000.0,1435000000.0,1435000000.0,1435000000.0,1658000000.0,1658000000.0,,1658000000.0,1658000000.0,1940000000.0,1940000000.0,1940000000.0,1940000000.0,2202000000.0,2202000000.0,2202000000.0,2202000000.0,2422000000.0,2422000000.0,2422000000.0,2422000000.0,2753000000.0,2753000000.0,2753000000.0,2753000000.0,3204000000.0,3204000000.0,3204000000.0,3204000000.0,3391000000.0,3391000000.0,3391000000.0
PurchaseObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321000000.0,,,,336000000.0,,,,512000000.0,,,
PurchaseObligationDueInNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173000000.0,,,,200000000.0,,,,210000000.0,,,
RepaymentsOfLongTermDebt / USD,,,,143000000.0,,,,,,,,,0.0,0.0,0.0,0.0,400000000.0,400000000.0,400000000.0,0.0,,,,400000000.0,,,,,750000000.0,,,,0.0,,,0.0,0.0,,,600000000.0,500000000.0,0.0,0.0,0.0,600000000.0,1350000000.0,1350000000.0,1350000000.0,0.0,,,0.0
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost / USD,102000000.0,194000000.0,288000000.0,427000000.0,90000000.0,185000000.0,278000000.0,409000000.0,87000000.0,179000000.0,272000000.0,399000000.0,80000000.0,164000000.0,255000000.0,396000000.0,90000000.0,178000000.0,268000000.0,364000000.0,90000000.0,176000000.0,272000000.0,376000000.0,97000000.0,199000000.0,,307000000.0,382000000.0,102000000.0,213000000.0,325000000.0,432000000.0,107000000.0,218000000.0,330000000.0,457000000.0,118000000.0,238000000.0,370000000.0,463000000.0,122000000.0,257000000.0,391000000.0,508000000.0,142000000.0,288000000.0,440000000.0,539000000.0,162000000.0,333000000.0,500000000.0
RestrictedCashCurrent / USD,,,,,,,,,,,,,,,,,,7000000.0,7000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,5000000.0,5000000.0,,5000000.0,5000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,3000000.0,3000000.0,3000000.0,3000000.0,4000000.0,4000000.0,4000000.0,4000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
RestructuringCharges / USD,24000000.0,-27000000.0,-26000000.0,,1000000.0,4000000.0,5000000.0,52000000.0,0.0,263000000.0,271000000.0,5000000.0,2000000.0,-21000000.0,-17000000.0,17000000.0,-1000000.0,-3000000.0,3000000.0,301000000.0,1000000.0,6000000.0,23000000.0,2000000.0,4000000.0,18000000.0,,20000000.0,13000000.0,3000000.0,5000000.0,7000000.0,26000000.0,6000000.0,25000000.0,33000000.0,33000000.0,,,5000000.0,8000000.0,20000000.0,25000000.0,38000000.0,33000000.0,11000000.0,48000000.0,46000000.0,6000000.0,,29000000.0,33000000.0
RestructuringReserve / USD,74000000.0,74000000.0,74000000.0,,21000000.0,21000000.0,21000000.0,81000000.0,19000000.0,19000000.0,19000000.0,74000000.0,222000000.0,222000000.0,222000000.0,21000000.0,90000000.0,90000000.0,90000000.0,19000000.0,41000000.0,41000000.0,41000000.0,222000000.0,45000000.0,45000000.0,,45000000.0,90000000.0,45000000.0,45000000.0,45000000.0,41000000.0,21000000.0,21000000.0,21000000.0,45000000.0,25000000.0,25000000.0,25000000.0,45000000.0,15000000.0,15000000.0,15000000.0,21000000.0,35000000.0,35000000.0,35000000.0,25000000.0,28000000.0,28000000.0,28000000.0
RestructuringReserveAccrualAdjustment1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7000000.0,-7000000.0,-7000000.0,7000000.0,,,
RestructuringReserveSettledWithoutCash2 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000.0,13000000.0,13000000.0,,,2000000.0,0.0,,,1000000.0,13000000.0,,,,2000000.0,,22000000.0,22000000.0
RetainedEarningsAccumulatedDeficit / USD,0.0,0.0,0.0,0.0,276000000.0,276000000.0,276000000.0,276000000.0,709000000.0,709000000.0,709000000.0,709000000.0,876000000.0,876000000.0,876000000.0,876000000.0,1477000000.0,1477000000.0,1477000000.0,1477000000.0,2109000000.0,2109000000.0,2109000000.0,2109000000.0,3270000000.0,3270000000.0,,3270000000.0,3270000000.0,4427000000.0,4427000000.0,4427000000.0,4427000000.0,5659000000.0,5659000000.0,5659000000.0,5659000000.0,7186000000.0,7186000000.0,7186000000.0,7186000000.0,8668000000.0,8668000000.0,8668000000.0,8668000000.0,10295000000.0,10295000000.0,10295000000.0,10295000000.0,11968000000.0,11968000000.0,11968000000.0
Revenues / USD,,,,,,,,,,,,,,,,,,,,,,2500000000.0,3847000000.0,4888000000.0,1366000000.0,2781000000.0,,4261000000.0,5307000000.0,1455000000.0,3002000000.0,4586000000.0,5825000000.0,1534000000.0,3082000000.0,4868000000.0,6260000000.0,1871000000.0,3819000000.0,5809000000.0,6675000000.0,1986000000.0,4038000000.0,6040000000.0,7776000000.0,2000000000.0,4180000000.0,6331000000.0,8080000000.0,2190000000.0,4551000000.0,6939000000.0
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,176000000.0,223000000.0,,230000000.0,241000000.0,176000000.0,223000000.0,230000000.0,241000000.0,4000000.0,13000000.0,38000000.0,241000000.0,7000000.0,7000000.0,30000000.0,47000000.0,19000000.0,41000000.0,46000000.0,39000000.0,13000000.0,33000000.0,74000000.0,99000000.0,8000000.0,26000000.0,39000000.0
RoyaltyIncomeNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,12000000.0,19000000.0,30000000.0,7000000.0,13000000.0,,18000000.0,12000000.0,5000000.0,8000000.0,12000000.0,28000000.0,1000000.0,6000000.0,9000000.0,16000000.0,2000000.0,4000000.0,7000000.0,12000000.0,1000000.0,2000000.0,3000000.0,10000000.0,34000000.0,35000000.0,36000000.0,4000000.0,,,
SellingGeneralAndAdministrativeExpense / USD,338000000.0,682000000.0,1017000000.0,1453000000.0,357000000.0,756000000.0,1155000000.0,1470000000.0,356000000.0,752000000.0,1146000000.0,1613000000.0,354000000.0,733000000.0,1107000000.0,1643000000.0,315000000.0,658000000.0,1003000000.0,1532000000.0,309000000.0,645000000.0,973000000.0,1364000000.0,338000000.0,697000000.0,,1064000000.0,1334000000.0,369000000.0,775000000.0,1166000000.0,1484000000.0,389000000.0,782000000.0,1206000000.0,1638000000.0,409000000.0,904000000.0,1408000000.0,1726000000.0,465000000.0,994000000.0,1495000000.0,2001000000.0,505000000.0,1061000000.0,1586000000.0,2009000000.0,547000000.0,1128000000.0,1693000000.0
ShareBasedCompensation / USD,6000000.0,12000000.0,18000000.0,19000000.0,11000000.0,31000000.0,37000000.0,28000000.0,5000000.0,13000000.0,22000000.0,43000000.0,10000000.0,21000000.0,31000000.0,32000000.0,9000000.0,19000000.0,28000000.0,43000000.0,11000000.0,22000000.0,33000000.0,37000000.0,11000000.0,22000000.0,,36000000.0,44000000.0,18000000.0,35000000.0,51000000.0,53000000.0,16000000.0,32000000.0,46000000.0,67000000.0,13000000.0,29000000.0,44000000.0,59000000.0,16000000.0,31000000.0,46000000.0,58000000.0,9000000.0,26000000.0,43000000.0,62000000.0,18000000.0,37000000.0,55000000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate / pure,0.01,0.01,0.01,0.01,0.0093,0.0093,0.0093,0.01,0.0072,0.0072,0.0072,0.0093,0.009,0.009,0.0089,0.0093,0.0076,0.0076,0.0076,0.0072,0.0069,0.0069,0.0069,0.0089,0.0075,0.0075,,0.0075,0.0076,0.0055,0.0055,0.0055,0.0069,0.0062,0.0062,0.0062,0.0075,0.0064,0.0064,0.0064,0.0055,0.0092,0.0092,0.0092,0.0062,0.0088,0.0088,0.0088,0.0064,0.0127,0.0127,0.0127
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate / pure,0.282,0.282,0.2821,0.2821,0.248,0.248,0.247,0.2821,0.2404,0.2391,0.2392,0.2472,0.2685,0.2684,0.2675,0.2472,0.233,0.2328,0.2327,0.2392,0.2362,0.2361,0.2361,0.267,0.231,0.2308,,0.2308,0.2326,0.2401,0.2422,0.2422,0.2361,0.2797,0.2794,0.2794,0.2308,0.2764,0.2764,0.2764,0.2433,0.2863,0.2863,0.2863,0.2794,0.2703,0.2704,0.2702,0.2764,0.2643,0.2642,0.2642
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate / pure,0.0129,0.0129,0.013,0.013,0.0201,0.0201,0.0201,0.013,0.0178,0.0179,0.0179,0.0201,0.0156,0.0156,0.0155,0.0201,0.023,0.023,0.023,0.0179,0.0274,0.0274,0.0274,0.0157,0.0257,0.0257,,0.0257,0.0229,0.015,0.0146,0.0146,0.0274,0.0053,0.0053,0.0053,0.0256,0.0181,0.0181,0.0181,0.0141,0.0384,0.0384,0.0384,0.0053,0.0406,0.0406,0.0406,0.0181,0.0439,0.0438,0.0438
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized / shares,,,,25000000.0,,,,25000000.0,,,,25000000.0,,,,25000000.0,,,,25000000.0,,,,25000000.0,,,,,25000000.0,,,,25000000.0,,,,25000000.0,,25000000.0,25000000.0,30000000.0,,,,30000000.0,,,,30000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant / shares,,,,20728313.0,,,,17000000.0,,,,16000000.0,,,,14000000.0,,,,13000000.0,,,,12000000.0,,,,,11000000.0,,,,11000000.0,,,,10000000.0,,,,14000000.0,,,,14000000.0,,,,13000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,,,4992.0,22388.0,,,,63751.0,,,,369306.0,,,,1672115.0,,,,2742526.0,,,,2198213.0,,,,,1846236.0,,,,1378614.0,,,,1176959.0,,,,1317387.0,,,,858314.0,,,,846647.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,,,26.0,26.0,,,,27.39,,,,31.68,,,,26.51,,,,28.73,,,,32.9,,,,,35.54,,,,37.05,,,,42.78,,,,54.48,,,,77.31,,,,112.36,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue / USD,,,,0.0,,,,0.0,,,,1000000.0,,,,1000000.0,,,,5000000.0,,,,23000000.0,,,,,32000000.0,,,,66000000.0,,,,76000000.0,,,,114000000.0,,,,87000000.0,,,,31000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod / shares,13491.0,25894.0,60559.0,108312.0,,,,286066.0,,,,162642.0,,,,266913.0,,,,31452.0,,,,101708.0,,,,,24212.0,,,,18075.0,,,,25112.0,,,,37687.0,,,,116267.0,,,,38903.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross / shares,2928422.0,2948882.0,2994295.0,2994295.0,2900817.0,2949520.0,3006351.0,3006351.0,856105.0,857715.0,862403.0,862403.0,877608.0,887473.0,930441.0,952729.0,702745.0,712112.0,716322.0,718278.0,536070.0,538820.0,538820.0,538820.0,436746.0,444789.0,,444789.0,446158.0,279843.0,292727.0,292727.0,309974.0,281675.0,284198.0,284198.0,284198.0,235235.0,235900.0,235900.0,235900.0,268008.0,271150.0,271150.0,271150.0,265800.0,266526.0,270450.0,276086.0,313915.0,320498.0,320498.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue / USD/shares,7.01,7.02,7.05,7.05,8.01,8.0,8.01,7.05,11.72,11.69,11.7,8.01,11.19,11.21,11.29,8.01,14.3,14.3,14.31,11.7,20.29,20.3,20.3,11.34,21.78,21.82,,21.82,14.31,33.92,33.83,33.83,20.3,37.82,37.81,37.81,21.84,51.14,51.13,51.13,34.22,43.56,43.56,43.56,37.81,51.0,50.98,50.9,51.13,40.21,40.22,40.22
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,22000000.0,14000000.0,15000000.0,19000000.0,,,,66000000.0,,,,100000000.0,,,,109000000.0,,,,171000000.0,,,,175000000.0,,,,,280000000.0,,,,258000000.0,,,,349000000.0,,,,122000000.0,,,,120000000.0,,,,43065332000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,0.0,0.0,0.0,0.0,,,,2879564.0,,,,5541313.0,,,,5947719.0,,,,5370784.0,,,,4905884.0,,,,,4157129.0,,,,3463624.0,,,,2554451.0,,,,2132567.0,,,,2067606.0,,,,1526502.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,0.0,0.0,0.0,0.0,,,,26.11,,,,28.56,,,,31.03,,,,33.23,,,,37.1,,,,,43.41,,,,51.64,,,,64.43,,,,80.19,,,,95.32,,,,119.13,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue / USD,,,0.0,0.0,,,,1000000.0,,,,6000000.0,,,,45000000.0,,,,119000000.0,,,,116000000.0,,,,,179000000.0,,,,177000000.0,,,,237000000.0,,,,121000000.0,,,,103000000.0,,,,42923962000000.0,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,,,26.0,26.0,,,,26.0,,,,28.99,,,,28.54,,,,30.18,,,,30.38,,,,,35.32,,,,47.8,,,,52.88,,,,57.1,,,,59.89,,,,64.82,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice / USD/shares,26.0,26.0,26.02,26.01,,,,29.75,,,,29.68,,,,39.41,,,,42.05,,,,49.46,,,,,58.17,,,,65.81,,,,80.72,,,,168.69,,,,150.66,,,,182.58,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice / USD/shares,26.0,26.05,26.11,26.11,30.89,30.89,30.97,30.97,45.92,45.99,46.01,46.01,41.83,41.89,42.32,42.51,55.01,55.09,55.13,55.17,73.26,73.32,73.32,73.32,87.51,87.77,,87.77,87.87,144.03,143.23,143.23,144.13,160.62,160.73,160.73,160.73,201.3,201.23,201.23,201.23,162.07,162.12,162.12,162.12,196.14,196.04,195.84,195.49,156.64,156.8,156.8
ShortTermBorrowings / USD,,,,,,,,,,,,,,,,,,100000000.0,,,,,,9000000.0,9000000.0,9000000.0,,9000000.0,9000000.0,,0.0,0.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,,0.0,0.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,,
ShortTermLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,6000000.0,,9000000.0,9000000.0,3000000.0,,,9000000.0,,,,9000000.0,,,,7000000.0,,,,9000000.0,,,,12000000.0,,,
StockIssuedDuringPeriodSharesEmployeeBenefitPlan / shares,,,,,,,,0.0,704000.0,957000.0,1102000.0,1230000.0,,,,1230000.0,,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
StockIssuedDuringPeriodSharesShareBasedCompensationGross / shares,,,,,,,,8000.0,,,,104000.0,,,,104000.0,,,,465962.0,,,,83014.0,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,,,-6419.0,6419.0,,,,58536.0,,,,293355.0,,,,1262751.0,,,,1151726.0,,,,1185867.0,,,,,1115451.0,,,,1201072.0,,,,680970.0,,,,263174.0,,,,695987.0,,,,315736.0,,,
StockholdersEquity / USD,4026000000.0,4026000000.0,4026000000.0,4026000000.0,940000000.0,940000000.0,940000000.0,940000000.0,1311000000.0,1311000000.0,1311000000.0,1311000000.0,1068000000.0,1068000000.0,1068000000.0,1068000000.0,1487000000.0,1487000000.0,1487000000.0,1487000000.0,1770000000.0,1770000000.0,1770000000.0,1770000000.0,,,,,,,2708000000.0,2708000000.0,2708000000.0,3769000000.0,3769000000.0,3769000000.0,3769000000.0,4543000000.0,4543000000.0,4543000000.0,4543000000.0,4405000000.0,4405000000.0,4405000000.0,4405000000.0,4997000000.0,4997000000.0,4997000000.0,4997000000.0,4770000000.0,4770000000.0,4770000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,3736000000.0,3736000000.0,3736000000.0,3344000000.0,4041000000.0,4041000000.0,4041000000.0,3736000000.0,962000000.0,962000000.0,962000000.0,4041000000.0,1337000000.0,1337000000.0,1337000000.0,962000000.0,1091000000.0,1091000000.0,1091000000.0,1337000000.0,1499000000.0,1499000000.0,1499000000.0,1091000000.0,1786000000.0,1786000000.0,,1786000000.0,1499000000.0,2185000000.0,2185000000.0,2185000000.0,1786000000.0,2708000000.0,2708000000.0,2708000000.0,2185000000.0,3773000000.0,3773000000.0,3773000000.0,2708000000.0,4544000000.0,4544000000.0,4544000000.0,3773000000.0,4403000000.0,4403000000.0,4403000000.0,4544000000.0,4991000000.0,4991000000.0,4991000000.0
TaxesPayableCurrent / USD,30000000.0,30000000.0,30000000.0,30000000.0,40000000.0,40000000.0,40000000.0,40000000.0,26000000.0,26000000.0,26000000.0,26000000.0,63000000.0,63000000.0,63000000.0,63000000.0,71000000.0,71000000.0,71000000.0,71000000.0,60000000.0,60000000.0,60000000.0,60000000.0,35000000.0,35000000.0,,35000000.0,35000000.0,36000000.0,36000000.0,36000000.0,36000000.0,46000000.0,46000000.0,46000000.0,46000000.0,38000000.0,38000000.0,38000000.0,38000000.0,157000000.0,157000000.0,157000000.0,157000000.0,110000000.0,110000000.0,110000000.0,110000000.0,93000000.0,93000000.0,93000000.0
TranslationAdjustmentForNetInvestmentHedgeIncreaseDecreaseNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,4000000.0,28000000.0,,17000000.0,3000000.0,-27000000.0,12000000.0,,,,-58000000.0,,,,42000000.0,,,,36000000.0,,,
TreasuryStockCommonShares / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38083184.0,38083184.0,26600000.0,43523885.0,43523885.0,43523885.0,29300000.0,53418170.0,53418170.0,53418170.0
TreasuryStockSharesAcquired / shares,,,,,,13113.0,247.0,15000.0,7000.0,13000.0,14000.0,14743.0,20000.0,20000.0,,14743.0,,,,57273.0,,,,1716000.0,,4950000.0,,6600000.0,1600000.0,1700000.0,3100000.0,4400000.0,1700000.0,,,,1800000.0,,,,1600000.0,,,,1300000.0,,,,700000.0,,,
TreasuryStockValue / USD,,,,,,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,203000000.0,203000000.0,203000000.0,203000000.0,421000000.0,421000000.0,421000000.0,421000000.0,852000000.0,852000000.0,852000000.0,852000000.0,1487000000.0,1487000000.0,,1487000000.0,1487000000.0,2042000000.0,2042000000.0,2042000000.0,2042000000.0,2230000000.0,2230000000.0,2230000000.0,2230000000.0,2952000000.0,2952000000.0,2952000000.0,2952000000.0,4539000000.0,4539000000.0,4539000000.0,4539000000.0,5597000000.0,5597000000.0,5597000000.0,5597000000.0,7445000000.0,7445000000.0,7445000000.0
TreasuryStockValueAcquiredCostMethod / USD,,,,,,0.4,0.4,500000.0,200000.0,400000.0,400000.0,500000.0,47000000.0,98000000.0,148000000.0,199000000.0,76000000.0,151000000.0,225000000.0,199000000.0,125000000.0,250000000.0,375000000.0,300000000.0,190000000.0,405000000.0,,548000000.0,500000000.0,150000000.0,300000000.0,450000000.0,698000000.0,250000000.0,250000000.0,250000000.0,626000000.0,181000000.0,347000000.0,545000000.0,250000000.0,361000000.0,812000000.0,1189000000.0,743000000.0,285000000.0,612000000.0,864000000.0,1594000000.0,342000000.0,880000000.0,1307000000.0
UndistributedEarningsOfForeignSubsidiaries / USD,,,,1200000000.0,,,,1400000000.0,,,,1700000000.0,,,,1000000000.0,,,,4500000000.0,,,,5100000000.0,,,,,5900000000.0,,,,6200000000.0,,,,7000000000.0,,,,7400000000.0,,,,7600000000.0,,,,8500000000.0,,,
UnrecognizedTaxBenefits / USD,144000000.0,144000000.0,144000000.0,93000000.0,45000000.0,45000000.0,45000000.0,114000000.0,54000000.0,54000000.0,54000000.0,144000000.0,61000000.0,61000000.0,61000000.0,45000000.0,68000000.0,68000000.0,68000000.0,54000000.0,164000000.0,164000000.0,164000000.0,61000000.0,185000000.0,185000000.0,,185000000.0,68000000.0,182000000.0,182000000.0,182000000.0,164000000.0,188000000.0,188000000.0,188000000.0,185000000.0,189000000.0,189000000.0,189000000.0,182000000.0,194000000.0,194000000.0,194000000.0,188000000.0,209000000.0,209000000.0,209000000.0,189000000.0,213000000.0,213000000.0,213000000.0
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,1000000.0,,,,40000000.0,,,,0.0,,,,6000000.0,,,,6000000.0,,,,2000000.0,,,,,12000000.0,,,,6000000.0,,,,12000000.0,,,,6000000.0,,,,7000000.0,,,,9000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,,,,,3000000.0,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,7000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAccrued / USD,,,,,,,,,,,,4000000.0,,,,4000000.0,,,,3000000.0,,,,4000000.0,,,,,4000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,,,,,,,11000000.0,,8000000.0,8000000.0,8000000.0,,7000000.0,7000000.0,7000000.0,,10000000.0,10000000.0,10000000.0,,11000000.0,11000000.0,11000000.0,,11000000.0,11000000.0,,11000000.0,,12000000.0,12000000.0,12000000.0,,14000000.0,14000000.0,14000000.0,,15000000.0,15000000.0,15000000.0,,19000000.0,19000000.0,19000000.0,,27000000.0,27000000.0,27000000.0,,38000000.0,38000000.0,38000000.0
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,10000000.0,,,,73000000.0,,,,16000000.0,,,,15000000.0,,,,14000000.0,,,,9000000.0,,,,,107000000.0,,,,11000000.0,,,,8000000.0,,,,9000000.0,,,,9000000.0,,,,4000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,0.0,,,,-2000000.0,,,,2000000.0,,,6000000.0,6000000.0,6000000.0,,,6000000.0,,,,15000000.0,,,,,15000000.0,,,,,,,,,,,,,,,,,,,,20000000.0,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued / USD,,,,17000000.0,,,,11000000.0,,,,4000000.0,,,,3000000.0,,,,4000000.0,,,,6000000.0,,,,,7000000.0,,,,8000000.0,,,,9000000.0,,,,11000000.0,,,,12000000.0,,,,16000000.0,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense / USD,,,,,,,,3000000.0,,,,3000000.0,,,,1000000.0,,,,1000000.0,,,,2000000.0,,,,,1000000.0,,,,1000000.0,,,,2000000.0,,,,2000000.0,,,,1000000.0,,,,4000000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,0.0,,,,2000000.0,,,,1000000.0,,,,1000000.0,,,,1000000.0,,,,2000000.0,,,,,3000000.0,,,,2000000.0,,,,2000000.0,,,,3000000.0,,,,2000000.0,,,,3000000.0,,,
ValuationAllowancesAndReservesBalance / USD,,,,26000000.0,,,,29000000.0,,,,49000000.0,,,,31000000.0,,,,32000000.0,,,,34000000.0,,,,,30000000.0,,,,25000000.0,,,,24000000.0,,,,21000000.0,,,,20000000.0,,,,17000000.0,,,
ValuationAllowancesAndReservesChargedToCostAndExpense / USD,,,,5000000.0,,,,23000000.0,,,,6000000.0,,,,5000000.0,,,,9000000.0,,,,7000000.0,,,,,3000000.0,,,,2000000.0,,,,3000000.0,,,,3000000.0,,,,1000000.0,,,,4000000.0,,,
ValuationAllowancesAndReservesDeductions / USD,,,,-2000000.0,,,,-3000000.0,,,,24000000.0,,,,4000000.0,,,,7000000.0,,,,11000000.0,,,,,8000000.0,,,,3000000.0,,,,6000000.0,,,,4000000.0,,,,4000000.0,,,,2000000.0,,,
VariableLeasePayment / USD,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,8000000.0,,13000000.0,21000000.0,4000000.0,,,21000000.0,,,,21000000.0,,,,20000000.0,,,,19000000.0,,,,12000000.0,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment / shares,0.0,0.0,0.0,0.0,111000.0,164000.0,227000.0,315000.0,471000.0,590000.0,723000.0,315000.0,2100000.0,2200000.0,2300000.0,970000.0,2100000.0,2300000.0,2500000.0,2312000.0,2900000.0,3000000.0,3100000.0,2510000.0,3900000.0,3800000.0,,3800000.0,3243000.0,3500000.0,3500000.0,3600000.0,3835000.0,3400000.0,3200000.0,3000000.0,3659000.0,2400000.0,2300000.0,2300000.0,3067000.0,1900000.0,1700000.0,1600000.0,2369000.0,1100000.0,1100000.0,1100000.0,1494000.0,800000.0,700000.0,700000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,500000000.0,500000000.0,500000000.0,500000000.0,500111000.0,500164000.0,500227000.0,500000000.0,500702000.0,501193000.0,501610000.0,500317000.0,503200000.0,502900000.0,502500000.0,502025000.0,499500000.0,499200000.0,498800000.0,502019000.0,495300000.0,494600000.0,493900000.0,498225000.0,489800000.0,488600000.0,,487700000.0,493161000.0,483100000.0,482700000.0,482300000.0,486898000.0,479000000.0,478600000.0,478500000.0,481787000.0,477900000.0,477500000.0,477100000.0,478569000.0,474100000.0,472800000.0,471600000.0,476717000.0,464600000.0,463800000.0,463000000.0,470385000.0,458800000.0,457400000.0,456100000.0
