fact_unit,2018-03-16,2018-08-10,2019-03-13,2019-08-07,2020-03-10,2020-08-07,2021-03-10,2021-08-06,2022-03-10,2022-08-05,2023-03-08,2023-08-03,2024-03-07,2024-08-02,2025-03-06,2025-08-07
IncreaseDecreaseInCashAndCashEquivalents / USD,,,,,,,,,,555000000.0,-1009000000.0,-317000000.0,291000000.0,1789000000.0,229000000.0,372000000.0
IncreaseDecreaseInNumberOfSharesOutstanding / shares,,,22800000.0,9.1,26800000.0,3500000.0,7800000.0,2600000.0,2.6,2500000.0,12.8,1900000.0,11900000.0,6000000.0,8600000.0,4100000.0
IncreaseDecreaseInWorkingCapital / USD,,,,,84000000.0,258000000.0,247000000.0,250000000.0,-102000000.0,-800000000.0,-832000000.0,216000000.0,-8000000.0,-160000000.0,-457000000.0,-46000000.0
IncreaseDecreaseThroughChangesInForeignExchangeRatesNetDefinedBenefitLiabilityAsset / USD,-32000000.0,,-30000000.0,,-14000000.0,,-1000000.0,,-7000000.0,,0.0,,24000000.0,,-2000000.0,
IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatDoNotResultInLossOfControl / USD,25000000.0,24000000.0,60000000.0,24000000.0,-499000000.0,,,,,,,,,-384000000.0,-384000000.0,-384000000.0
IncreaseDecreaseThroughCumulativeCatchupAdjustmentsToRevenueContractLiabilities / USD,,,,,,,,,,,,0.0,1000000.0,13000000.0,,6000000.0
IncreaseDecreaseThroughEffectOfChangesInForeignExchangeRatesLiabilitiesArisingFromFinancingActivities / USD,,,,,,,4000000.0,,4000000.0,,-5000000.0,,-12000000.0,,5000000.0,
IncreaseDecreaseThroughFinancingCashFlowsLiabilitiesArisingFromFinancingActivities / USD,,,,,,,,,,,,,1310000000.0,,10543000000.0,
IncreaseDecreaseThroughNetExchangeDifferencesAllowanceAccountForCreditLossesOfFinancialAssets / USD,-1000000.0,,-1000000.0,,-2000000.0,,,,,,-1000000.0,,1000000.0,,,
IncreaseDecreaseThroughNetExchangeDifferencesOtherProvisions / USD,-19000000.0,,9000000.0,,-12000000.0,,13000000.0,,-12000000.0,,-32000000.0,,-2000000.0,,-1000000.0,
IncreaseDecreaseThroughOtherChangesLiabilitiesArisingFromFinancingActivities / USD,27000000.0,,27000000.0,,30000000.0,,25000000.0,,-22000000.0,,7000000.0,,-15000000.0,,52000000.0,
IncreaseDecreaseThroughOtherContributionsByOwners / USD,,,,,,,,,,,,,,388000000.0,388000000.0,388000000.0
IncreaseDecreaseThroughOtherDistributionsToOwners / USD,,,,,,,,,,,,2000000000.0,2000000000.0,,2000000000.0,
IncreaseDecreaseThroughSharebasedPaymentTransactions / USD,175000000.0,22000000.0,66000000.0,4000000.0,74000000.0,39000000.0,74000000.0,22000000.0,74000000.0,32000000.0,92000000.0,13000000.0,13000000.0,7000000.0,50000000.0,21000000.0
IncreaseDecreaseThroughTransfersAndOtherChangesEquity / USD,,-115000000.0,-21000000.0,-967000000.0,-21000000.0,,-200000000.0,,-200000000.0,400000000.0,-718000000.0,400000000.0,,,,
IncreaseDecreaseThroughTreasuryShareTransactions / USD,,-591000000.0,,,-450000000.0,-151000000.0,-450000000.0,0.0,-1200000000.0,-223000000.0,-1200000000.0,-223000000.0,-1282000000.0,-252000000.0,-361000000.0,-252000000.0
IncreaseThroughNewLeasesLiabilitiesArisingFromFinancingActivities / USD,,,,,,,,,,,,,56000000.0,,80000000.0,
IntangibleAssetsOtherThanGoodwill / USD,5655000000.0,,5315000000.0,,3324000000.0,,3518000000.0,,3427000000.0,,3331000000.0,,3219000000.0,,3165000000.0,
InterestExpenseIncomeNetDefinedBenefitLiabilityAsset / USD,-51000000.0,,-29000000.0,,-27000000.0,,-25000000.0,,-21000000.0,,-12000000.0,,-10000000.0,,-24000000.0,
InterestExpenseOnBorrowings / USD,339000000.0,162000000.0,327000000.0,144000000.0,259000000.0,77000000.0,155000000.0,76000000.0,156000000.0,80000000.0,161000000.0,80000000.0,165000000.0,101000000.0,193000000.0,76000000.0
InterestExpenseOnLeaseLiabilities / USD,,,,3000000.0,7000000.0,3000000.0,7000000.0,5000000.0,10000000.0,4000000.0,8000000.0,4000000.0,8000000.0,4000000.0,9000000.0,7000000.0
InterestExpenseOnOtherFinancialLiabilities / USD,13000000.0,4000000.0,3000000.0,2000000.0,7000000.0,9000000.0,18000000.0,8000000.0,14000000.0,12000000.0,19000000.0,10000000.0,20000000.0,9000000.0,10000000.0,9000000.0
InterestIncomeOnCashAndCashEquivalents / USD,7000000.0,3000000.0,7000000.0,4000000.0,38000000.0,31000000.0,44000000.0,3000000.0,5000000.0,1000000.0,2000000.0,1000000.0,7000000.0,36000000.0,84000000.0,28000000.0
InterestPaidClassifiedAsOperatingActivities / USD,347000000.0,165000000.0,374000000.0,142000000.0,296000000.0,96000000.0,189000000.0,83000000.0,164000000.0,81000000.0,165000000.0,80000000.0,168000000.0,102000000.0,201000000.0,84000000.0
InterestReceivedClassifiedAsOperatingActivities / USD,,,8000000.0,5000000.0,40000000.0,27000000.0,44000000.0,4000000.0,8000000.0,1000000.0,3000000.0,1000000.0,8000000.0,24000000.0,81000000.0,30000000.0
InterestRevenueExpense / USD,-403000000.0,-181000000.0,-357000000.0,-159000000.0,-260000000.0,-72000000.0,-163000000.0,-97000000.0,-195000000.0,-100000000.0,-196000000.0,-97000000.0,-196000000.0,-89000000.0,-152000000.0,-76000000.0
Inventories / USD,32000000.0,,31000000.0,,33000000.0,,23000000.0,,26000000.0,,28000000.0,,29000000.0,,20000000.0,
InvestmentAccountedForUsingEquityMethod / USD,163000000.0,167000000.0,167000000.0,2207000000.0,2186000000.0,1551000000.0,1551000000.0,1136000000.0,1136000000.0,6736000000.0,6736000000.0,6199000000.0,6199000000.0,2030000000.0,2030000000.0,269000000.0
KeyManagementPersonnelCompensation / USD,56000000.0,,61000000.0,,76000000.0,,80000000.0,,57000000.0,,65000000.0,,41000000.0,,40000000.0,
KeyManagementPersonnelCompensationSharebasedPayment / USD,27000000.0,,22000000.0,,19000000.0,,20000000.0,,16000000.0,,20000000.0,,17000000.0,,17000000.0,
KeyManagementPersonnelCompensationShorttermEmployeeBenefits / USD,29000000.0,,39000000.0,,57000000.0,,60000000.0,,41000000.0,,45000000.0,,24000000.0,,23000000.0,
LeaseLiabilities / USD,,,,197000000.0,197000000.0,,322000000.0,,306000000.0,,261000000.0,,235000000.0,,265000000.0,
Liabilities / USD,14596000000.0,12905000000.0,12905000000.0,7821000000.0,7808000000.0,7735000000.0,7735000000.0,7901000000.0,7901000000.0,8315000000.0,8315000000.0,9826000000.0,9826000000.0,7620000000.0,7620000000.0,6431000000.0
LiabilitiesArisingFromFinancingActivities / USD,7716000000.0,,7716000000.0,,7272000000.0,,3292000000.0,,3639000000.0,,3978000000.0,,3948000000.0,,4954000000.0,
LiabilitiesFromSharebasedPaymentTransactions2011 / USD,154000000.0,,124000000.0,,92000000.0,,127000000.0,,115000000.0,,163000000.0,,108000000.0,,109000000.0,
LiabilitiesIncurred / USD,28000000.0,,,,,,,,21000000.0,,21000000.0,,5000000.0,,,
LiabilityAssetOfDefinedBenefitPlans / USD,1292000000.0,,-1399000000.0,,954000000.0,,701000000.0,,629000000.0,,470000000.0,,267000000.0,,478000000.0,
LongtermBorrowings / USD,6278000000.0,5382000000.0,5382000000.0,3213000000.0,3213000000.0,2676000000.0,2676000000.0,3772000000.0,3772000000.0,3786000000.0,3786000000.0,3114000000.0,3114000000.0,2905000000.0,2905000000.0,1847000000.0
NetDebt / USD,5436000000.0,,6466000000.0,,630000000.0,,2850000000.0,,2230000000.0,,3193000000.0,,3925000000.0,,2207000000.0,
NetDeferredTaxAssets / USD,,,,,600000000.0,,600000000.0,,810000000.0,,134000000.0,,221000000.0,,551000000.0,
NetFinancialAssetsSubjectToOffsettingEnforceableMasterNettingArrangementsOrSimilarAgreements / USD,46000000.0,,19000000.0,,2000000.0,,17000000.0,,133000000.0,,137000000.0,,409000000.0,,186000000.0,
NetFinancialAssetsSubjectToOffsettingEnforceableMasterNettingArrangementsOrSimilarAgreementsInStatementOfFinancialPosition / USD,63000000.0,,27000000.0,,2000000.0,,17000000.0,,133000000.0,,137000000.0,,409000000.0,,186000000.0,
NetFinancialLiabilitiesSubjectToOffsettingEnforceableMasterNettingArrangementsOrSimilarAgreements / USD,330000000.0,,255000000.0,,79000000.0,,69000000.0,,19000000.0,,19000000.0,,37000000.0,,32000000.0,
NetFinancialLiabilitiesSubjectToOffsettingEnforceableMasterNettingArrangementsOrSimilarAgreementsInStatementOfFinancialPosition / USD,347000000.0,,263000000.0,,79000000.0,,69000000.0,,19000000.0,,19000000.0,,37000000.0,,32000000.0,
NoncurrentAssetsOtherThanFinancialInstrumentsDeferredTaxAssetsPostemploymentBenefitAssetsAndRightsArisingUnderInsuranceContracts / USD,22686000000.0,,22946000000.0,,12074000000.0,,12545000000.0,,12034000000.0,,17468000000.0,,16774000000.0,,13725000000.0,
NoncurrentDerivativeFinancialAssets / USD,,,,,,17000000.0,100000000.0,100000000.0,100000000.0,99000000.0,99000000.0,42000000.0,42000000.0,65000000.0,65000000.0,
NoncurrentLeaseLiabilities / USD,,,,168000000.0,253000000.0,253000000.0,253000000.0,223000000.0,223000000.0,197000000.0,197000000.0,179000000.0,179000000.0,209000000.0,209000000.0,198000000.0
NoncurrentProvisions / USD,140000000.0,124000000.0,124000000.0,128000000.0,128000000.0,126000000.0,126000000.0,140000000.0,140000000.0,94000000.0,94000000.0,86000000.0,86000000.0,71000000.0,71000000.0,62000000.0
NoncurrentRecognisedAssetsDefinedBenefitPlan / USD,,,,,,,,,,,239000000.0,48000000.0,48000000.0,45000000.0,45000000.0,40000000.0
NotionalAmount / USD,,,,,483000000.0,,483000000.0,,999000000.0,,999000000.0,,999000000.0,,999000000.0,
NumberOfInstrumentsOtherEquityInstrumentsGranted / pure,5269000.0,,5409000.0,,3981000.0,,2182000.0,,2084000.0,,1379000.0,,1373000.0,,935000.0,
NumberOfOtherEquityInstrumentsExercisableInSharebasedPaymentArrangement / pure,3043000.0,,3344000.0,,3396000.0,,1449000.0,,577000.0,,593000.0,,695000.0,,546000.0,
NumberOfOtherEquityInstrumentsExercisedOrVestedInSharebasedPaymentArrangement / pure,4882000.0,,5235000.0,,5815000.0,,5541000.0,,3698000.0,,2251000.0,,2024000.0,,1710000.0,
NumberOfOtherEquityInstrumentsForfeitedInSharebasedPaymentArrangement / pure,722000.0,,382000.0,,1190000.0,,663000.0,,505000.0,,298000.0,,414000.0,,326000.0,
NumberOfOtherEquityInstrumentsOutstandingInSharebasedPaymentArrangement / pure,16190000.0,,15704000.0,,15496000.0,,12472000.0,,8450000.0,,6331000.0,,5161000.0,,4096000.0,
NumberOfOutstandingShareOptions / pure,,,8459000.0,,5074000.0,,3461000.0,,2598000.0,,1908000.0,,1334000.0,,1213000.0,
NumberOfShareOptionsExercisableInSharebasedPaymentArrangement / pure,,,3396000.0,,1449000.0,,577000.0,,593000.0,,695000.0,,546000.0,,677000.0,
OtherAdjustmentsForNoncashItems / USD,28000000.0,34000000.0,53000000.0,3000000.0,9000000.0,-11000000.0,1000000.0,-37000000.0,-163000000.0,-3000000.0,-2000000.0,5000000.0,24000000.0,4000000.0,-38000000.0,84000000.0
OtherAdjustmentsToReconcileProfitLoss / USD,288000000.0,211000000.0,361000000.0,58000000.0,365000000.0,77000000.0,385000000.0,-6000000.0,-123000000.0,63000000.0,135000000.0,-325000000.0,-276000000.0,277000000.0,298000000.0,121000000.0
OtherAssetsAmountContributedToFairValueOfPlanAssets / USD,11000000.0,,14000000.0,,10000000.0,,7000000.0,,8000000.0,,48000000.0,,39000000.0,,104000000.0,
OtherComprehensiveIncome / USD,-656000000.0,380000000.0,606000000.0,-107000000.0,2836000000.0,19000000.0,52000000.0,-227000000.0,156000000.0,50000000.0,48000000.0,-343000000.0,-463000000.0,163000000.0,134000000.0,-65000000.0
OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments / USD,,,,,,,,,,,,,,6000000.0,,
OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans / USD,-67000000.0,20000000.0,20000000.0,111000000.0,104000000.0,-10000000.0,-53000000.0,23000000.0,78000000.0,133000000.0,228000000.0,-87000000.0,-162000000.0,15000000.0,0.0,12000000.0
OtherComprehensiveIncomeNetOfTaxExchangeDifferencesOnTranslation / USD,-575000000.0,384000000.0,636000000.0,-201000000.0,-287000000.0,35000000.0,109000000.0,-195000000.0,-12000000.0,32000000.0,-61000000.0,-261000000.0,-317000000.0,151000000.0,130000000.0,-87000000.0
OtherComprehensiveIncomeNetOfTaxFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome / USD,,,3000000.0,1000000.0,3000000.0,1000000.0,7000000.0,5000000.0,5000000.0,5000000.0,22000000.0,-18000000.0,-25000000.0,,,
OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax / USD,-598000000.0,371000000.0,620000000.0,-191000000.0,2793000000.0,19000000.0,92000000.0,-251000000.0,88000000.0,-51000000.0,-144000000.0,-259000000.0,-319000000.0,146000000.0,122000000.0,-78000000.0
OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax / USD,-58000000.0,9000000.0,-14000000.0,84000000.0,43000000.0,12000000.0,-40000000.0,24000000.0,68000000.0,101000000.0,192000000.0,-84000000.0,-144000000.0,17000000.0,12000000.0,13000000.0
OtherCurrentAssets / USD,338000000.0,,126000000.0,,49000000.0,,204000000.0,,81000000.0,,104000000.0,,67000000.0,,43000000.0,
OtherCurrentFinancialAssets / USD,188000000.0,98000000.0,98000000.0,76000000.0,76000000.0,533000000.0,533000000.0,612000000.0,612000000.0,108000000.0,108000000.0,204000000.0,204000000.0,66000000.0,66000000.0,35000000.0
OtherCurrentFinancialLiabilities / USD,102000000.0,129000000.0,129000000.0,95000000.0,95000000.0,434000000.0,434000000.0,376000000.0,376000000.0,175000000.0,175000000.0,812000000.0,812000000.0,507000000.0,507000000.0,113000000.0
OtherCurrentLiabilities / USD,347000000.0,136000000.0,136000000.0,166000000.0,61000000.0,64000000.0,64000000.0,70000000.0,70000000.0,42000000.0,79000000.0,43000000.0,43000000.0,43000000.0,43000000.0,53000000.0
OtherCurrentNonfinancialAssets / USD,686000000.0,548000000.0,548000000.0,434000000.0,426000000.0,546000000.0,546000000.0,425000000.0,425000000.0,462000000.0,510000000.0,469000000.0,469000000.0,435000000.0,435000000.0,400000000.0
OtherExpenseByNature / USD,,,,,,,,,,,,,,,340000000.0,
OtherFinanceCost / USD,1000000.0,,2000000.0,,2000000.0,,2000000.0,,,,-2000000.0,,,,10000000.0,
OtherFinanceIncome / USD,,,,,,,,,,,,2000000.0,2000000.0,,5000000.0,
OtherFinanceIncomeCost / USD,50000000.0,-88000000.0,-170000000.0,21000000.0,13000000.0,-29000000.0,-65000000.0,34000000.0,30000000.0,-4000000.0,8000000.0,414000000.0,444000000.0,-192000000.0,-192000000.0,24000000.0
OtherFinancialAssets / USD,288000000.0,,148000000.0,,106000000.0,,602000000.0,,664000000.0,,370000000.0,,282000000.0,,289000000.0,
OtherGainsLosses / USD,8000000.0,12000000.0,48000000.0,12000000.0,29000000.0,305000000.0,423000000.0,48000000.0,736000000.0,31000000.0,34000000.0,1000000.0,211000000.0,364000000.0,397000000.0,-70000000.0
OtherInflowsOutflowsOfCashClassifiedAsFinancingActivities / USD,43000000.0,16000000.0,5000000.0,1000000.0,-1000000.0,37000000.0,39000000.0,-16000000.0,-9000000.0,5000000.0,11000000.0,9000000.0,-14000000.0,5000000.0,4000000.0,1000000.0
OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities / USD,40000000.0,15000000.0,18000000.0,18000000.0,18000000.0,4000000.0,9000000.0,2000000.0,4000000.0,53000000.0,81000000.0,62000000.0,88000000.0,68000000.0,137000000.0,6000000.0
OtherIntangibleAssets / USD,5655000000.0,5315000000.0,5315000000.0,3324000000.0,3324000000.0,3518000000.0,3518000000.0,3427000000.0,3427000000.0,3331000000.0,3331000000.0,3219000000.0,3219000000.0,3165000000.0,3165000000.0,3134000000.0
OtherNoncurrentAssets / USD,537000000.0,605000000.0,438000000.0,446000000.0,499000000.0,611000000.0,611000000.0,788000000.0,788000000.0,1226000000.0,797000000.0,619000000.0,619000000.0,618000000.0,618000000.0,625000000.0
OtherNoncurrentFinancialAssets / USD,135000000.0,83000000.0,83000000.0,53000000.0,53000000.0,74000000.0,98000000.0,198000000.0,198000000.0,429000000.0,429000000.0,527000000.0,527000000.0,444000000.0,444000000.0,442000000.0
OtherNoncurrentFinancialLiabilities / USD,340000000.0,279000000.0,279000000.0,79000000.0,79000000.0,256000000.0,256000000.0,224000000.0,224000000.0,234000000.0,234000000.0,233000000.0,233000000.0,237000000.0,237000000.0,232000000.0
OtherNoncurrentLiabilities / USD,168000000.0,136000000.0,136000000.0,81000000.0,81000000.0,27000000.0,27000000.0,10000000.0,10000000.0,10000000.0,10000000.0,7000000.0,7000000.0,12000000.0,12000000.0,15000000.0
OtherNoncurrentNonfinancialAssets / USD,68000000.0,98000000.0,98000000.0,57000000.0,57000000.0,50000000.0,26000000.0,23000000.0,23000000.0,85000000.0,85000000.0,113000000.0,113000000.0,111000000.0,111000000.0,117000000.0
OtherNoncurrentPayables / USD,2258000000.0,1740000000.0,1740000000.0,1268000000.0,1124000000.0,1264000000.0,1264000000.0,1083000000.0,1083000000.0,943000000.0,709000000.0,691000000.0,691000000.0,692000000.0,692000000.0,675000000.0
OtherOperatingIncomeExpense / USD,8000000.0,12000000.0,48000000.0,12000000.0,29000000.0,305000000.0,423000000.0,48000000.0,736000000.0,31000000.0,34000000.0,1000000.0,211000000.0,364000000.0,397000000.0,-70000000.0
OtherProvisions / USD,,,413000000.0,,290000000.0,,331000000.0,,245000000.0,,251000000.0,,201000000.0,,194000000.0,
OtherReceivables / USD,65000000.0,,42000000.0,,244000000.0,,47000000.0,,29000000.0,,19000000.0,,29000000.0,,73000000.0,
OtherTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome / USD,6000000.0,,10000000.0,,7000000.0,,10000000.0,,5000000.0,,-3000000.0,,4000000.0,,5000000.0,
PaymentsFromChangesInOwnershipInterestsInSubsidiaries / USD,,,,,,,,,,,,,,0.0,0.0,384000000.0
PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities / USD,,,,23000000.0,0.0,23000000.0,51000000.0,36000000.0,75000000.0,43000000.0,109000000.0,33000000.0,65000000.0,31000000.0,58000000.0,31000000.0
PaymentsOfOtherEquityInstruments / USD,,,,,,,,,,,,,,2045000000.0,2045000000.0,
PaymentsToAcquireOrRedeemEntitysShares / USD,1673000000.0,578000000.0,1000000000.0,359000000.0,1174000000.0,190000000.0,488000000.0,200000000.0,200000000.0,200000000.0,1400000000.0,194000000.0,1282000000.0,718000000.0,1079000000.0,639000000.0
PlanAssetsAtFairValue / USD,6164000000.0,,7142000000.0,,2857000000.0,,3428000000.0,,3867000000.0,,3790000000.0,,2337000000.0,,2421000000.0,
PostemploymentBenefitExpenseDefinedContributionPlans / USD,135000000.0,,83000000.0,,74000000.0,,75000000.0,,78000000.0,,89000000.0,,95000000.0,,92000000.0,
PostemploymentBenefitExpenseInProfitOrLoss / USD,,,,,,,,,,,,,,57000000.0,,
ProceedsFromBorrowingsClassifiedAsFinancingActivities / USD,498000000.0,1370000000.0,1370000000.0,1370000000.0,1370000000.0,2019000000.0,2019000000.0,2019000000.0,2019000000.0,,2352000000.0,,2352000000.0,,9587000000.0,
ProceedsFromSalesOfInvestmentsAccountedForUsingEquityMethod / USD,,,,,,,,,,,,0.0,43000000.0,3876000000.0,5424000000.0,1854000000.0
ProfitLoss / USD,3149000000.0,520000000.0,1459000000.0,346000000.0,4023000000.0,284000000.0,1564000000.0,319000000.0,1122000000.0,6104000000.0,5689000000.0,892000000.0,1338000000.0,1650000000.0,2695000000.0,1319000000.0
ProfitLossAttributableToNoncontrollingInterests / USD,51000000.0,31000000.0,64000000.0,60000000.0,90000000.0,,,,,,,,,0.0,0.0,-3000000.0
ProfitLossAttributableToOrdinaryEquityHoldersOfParentEntity / USD,3096000000.0,488000000.0,1393000000.0,285000000.0,3930000000.0,282000000.0,1561000000.0,318000000.0,1120000000.0,6103000000.0,5687000000.0,891000000.0,1335000000.0,1647000000.0,2690000000.0,1319000000.0
ProfitLossAttributableToOwnersOfParent / USD,3098000000.0,489000000.0,1395000000.0,286000000.0,3933000000.0,284000000.0,1564000000.0,319000000.0,1122000000.0,6104000000.0,5689000000.0,892000000.0,1338000000.0,1650000000.0,2695000000.0,1322000000.0
ProfitLossFromContinuingOperations / USD,1056000000.0,192000000.0,637000000.0,314000000.0,164000000.0,321000000.0,1570000000.0,322000000.0,1149000000.0,6105000000.0,5687000000.0,947000000.0,1391000000.0,1626000000.0,2646000000.0,1308000000.0
ProfitLossFromContinuingOperationsAttributableToOrdinaryEquityHoldersOfParentEntity / USD,1003000000.0,191000000.0,635000000.0,313000000.0,161000000.0,319000000.0,1567000000.0,321000000.0,1147000000.0,6104000000.0,5685000000.0,946000000.0,1388000000.0,1623000000.0,2641000000.0,1308000000.0
ProfitLossFromDiscontinuedOperations / USD,2093000000.0,328000000.0,822000000.0,32000000.0,3859000000.0,-37000000.0,-6000000.0,-3000000.0,-27000000.0,-1000000.0,2000000.0,-55000000.0,-53000000.0,24000000.0,49000000.0,11000000.0
ProfitLossFromOperatingActivities / USD,1390000000.0,492000000.0,1034000000.0,472000000.0,780000000.0,721000000.0,1199000000.0,655000000.0,1929000000.0,703000000.0,1242000000.0,805000000.0,1834000000.0,1333000000.0,2332000000.0,972000000.0
PropertyPlantAndEquipment / USD,961000000.0,921000000.0,921000000.0,473000000.0,473000000.0,615000000.0,615000000.0,545000000.0,545000000.0,502000000.0,502000000.0,414000000.0,414000000.0,447000000.0,447000000.0,386000000.0
ProportionOfVotingPowerHeldInSubsidiary / pure,,,,,0.5,,0.5,,0.5,,0.5,,0.5,,0.5,
ProvisionUsedOtherProvisions / USD,,,239000000.0,,144000000.0,,301000000.0,,76000000.0,,77000000.0,,71000000.0,,84000000.0,
PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities / USD,,232000000.0,519000000.0,310000000.0,576000000.0,240000000.0,505000000.0,287000000.0,504000000.0,233000000.0,487000000.0,308000000.0,595000000.0,267000000.0,544000000.0,297000000.0
ReclassificationAdjustmentsOnCashFlowHedgesBeforeTax / USD,,,,,,,,,,,,,,,30000000.0,-42000000.0
ReclassificationAdjustmentsOnCashFlowHedgesNetOfTax / USD,-46000000.0,-44000000.0,94000000.0,-68000000.0,-49000000.0,19000000.0,20000000.0,34000000.0,108000000.0,32000000.0,10000000.0,-23000000.0,-74000000.0,25000000.0,,
ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax / USD,19000000.0,,-3102000000.0,-9000000.0,-3102000000.0,-9000000.0,-9000000.0,,-3000000.0,,-3000000.0,,19000000.0,,,
RecognisedAssetsDefinedBenefitPlan / USD,18000000.0,30000000.0,30000000.0,7000000.0,7000000.0,85000000.0,85000000.0,128000000.0,128000000.0,239000000.0,239000000.0,,48000000.0,,45000000.0,
RecognisedLiabilitiesDefinedBenefitPlan / USD,1417000000.0,984000000.0,984000000.0,708000000.0,708000000.0,714000000.0,714000000.0,598000000.0,598000000.0,506000000.0,506000000.0,526000000.0,526000000.0,535000000.0,535000000.0,523000000.0
RepaymentsOfBorrowingsClassifiedAsFinancingActivities / USD,503000000.0,550000000.0,2112000000.0,870000000.0,3719000000.0,1645000000.0,1645000000.0,1645000000.0,1645000000.0,,1310000000.0,,0.0,0.0,600000000.0,48000000.0
RestrictedCashAndCashEquivalents / USD,112000000.0,126000000.0,126000000.0,24000000.0,24000000.0,34000000.0,34000000.0,61000000.0,61000000.0,70000000.0,70000000.0,81000000.0,81000000.0,100000000.0,100000000.0,115000000.0
RetainedEarnings / USD,7477000000.0,7201000000.0,7201000000.0,4755000000.0,4739000000.0,4965000000.0,4965000000.0,5211000000.0,5211000000.0,9149000000.0,9149000000.0,7642000000.0,7642000000.0,8680000000.0,8680000000.0,9699000000.0
Revenue / USD,11166000000.0,2611000000.0,5297000000.0,2690000000.0,5501000000.0,2910000000.0,5906000000.0,2925000000.0,5984000000.0,3112000000.0,6348000000.0,3288000000.0,6627000000.0,3385000000.0,6794000000.0,3625000000.0
RightofuseAssets / USD,,,,128000000.0,128000000.0,,254000000.0,,222000000.0,,181000000.0,,163000000.0,,195000000.0,
ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod / USD,4000000.0,-5000000.0,-4000000.0,4000000.0,-233000000.0,-251000000.0,-599000000.0,-207000000.0,-544000000.0,7389000000.0,6240000000.0,-27000000.0,-432000000.0,989000000.0,1075000000.0,53000000.0
SharesInEntityHeldByEntityOrByItsSubsidiariesOrAssociates / shares,,,,,,,,,,,,72000000.0,,,,
ShorttermBorrowings / USD,1111000000.0,1644000000.0,1644000000.0,3000000.0,3000000.0,579000000.0,579000000.0,,,0.0,0.0,1647000000.0,1647000000.0,372000000.0,372000000.0,973000000.0
ShorttermInvestmentsClassifiedAsCashEquivalents / USD,,567000000.0,2390000000.0,2390000000.0,2390000000.0,490000000.0,490000000.0,1476000000.0,1476000000.0,389000000.0,389000000.0,249000000.0,249000000.0,906000000.0,906000000.0,1095000000.0
TaxBenefitArisingFromPreviouslyUnrecognisedTaxLossTaxCreditOrTemporaryDifferenceOfPriorPeriodUsedToReduceCurrentTaxExpense / USD,,,,,,,905000000.0,,905000000.0,,34000000.0,,-50000000.0,,17000000.0,
TaxEffectFromChangeInTaxRate / USD,,,-199000000.0,,5000000.0,,52000000.0,,-17000000.0,,-17000000.0,,-13000000.0,,-100000000.0,
TaxEffectOfForeignTaxRates / USD,-407000000.0,,-255000000.0,,-126000000.0,,-159000000.0,,-167000000.0,,-335000000.0,,-226000000.0,,-314000000.0,
TaxExpenseIncomeAtApplicableTaxRate / USD,277000000.0,,133000000.0,,80000000.0,,99000000.0,,323000000.0,,1933000000.0,,437000000.0,,812000000.0,
TradeAndOtherPayablesRecognisedAsOfAcquisitionDate / USD,,,,,,,,,,,,,1000000.0,45000000.0,13000000.0,40000000.0
TradeAndOtherPayablesToTradeSuppliers / USD,311000000.0,307000000.0,307000000.0,326000000.0,326000000.0,265000000.0,265000000.0,217000000.0,217000000.0,227000000.0,227000000.0,237000000.0,237000000.0,181000000.0,181000000.0,176000000.0
TradeAndOtherReceivables / USD,1392000000.0,1457000000.0,1457000000.0,1313000000.0,1313000000.0,1167000000.0,1167000000.0,1151000000.0,1151000000.0,1057000000.0,1057000000.0,1069000000.0,1069000000.0,1122000000.0,1122000000.0,1087000000.0
TradeReceivables / USD,1414000000.0,,1500000000.0,,1132000000.0,,1184000000.0,,1195000000.0,,1117000000.0,,1097000000.0,,1103000000.0,
TransactionPriceAllocatedToRemainingPerformanceObligations / USD,,,15300000000.0,,15300000000.0,,16100000000.0,,16000000000.0,,16700000000.0,,16800000000.0,,17100000000.0,
UtilisationAllowanceAccountForCreditLossesOfFinancialAssets / USD,51000000.0,,45000000.0,,34000000.0,,28000000.0,,44000000.0,,34000000.0,,36000000.0,,,
WagesAndSalaries / USD,,,,1178000000.0,2505000000.0,1231000000.0,2431000000.0,1092000000.0,2269000000.0,1192000000.0,2478000000.0,1194000000.0,2408000000.0,1152000000.0,2296000000.0,1171000000.0
WeightedAverageExercisePriceOfShareOptionsExercisableInSharebasedPaymentArrangement2019 / USD/shares,,,,,38.13,,39.77,,44.35,,56.46,,69.05,,77.32,
