fact_unit,2009-07-30,2009-10-29,2010-02-26,2010-04-29,2010-08-02,2010-10-29,2011-02-28,2011-05-02,2011-08-01,2011-10-27,2012-02-23,2012-04-26,2012-07-26,2012-10-25,2013-02-27,2013-04-25,2013-07-25,2013-10-24,2014-02-27,2014-04-24,2014-07-30,2014-10-29,2015-02-25,2015-04-30,2015-07-29,2015-10-28,2016-02-25,2016-04-28,2016-07-28,2016-10-27,2017-02-24,2017-04-27,2017-07-27,2017-10-26,2018-02-23,2018-05-01,2018-07-26,2018-10-30,2019-02-21,2019-04-25,2019-07-25,2019-09-20,2019-10-24,2020-02-24,2020-04-24,2020-07-22,2020-10-22,2021-02-25,2021-04-27,2021-07-26,2021-10-28,2022-02-22,2022-04-28,2022-07-27,2022-10-26,2023-02-21,2023-04-26,2023-07-27,2023-10-24,2024-02-20,2024-05-02,2024-05-30,2024-07-29,2024-10-24,2025-02-20,2025-05-01,2025-06-26,2025-07-24,2025-10-23
AdjustmentForLongTermIntercompanyTransactionsTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdvertisingExpense / USD,,,,,,,3000000000.0,,,,2800000000.0,,,,2900000000.0,,,2900000000.0,3300000000.0,,,,3300000000.0,,,,3300000000.0,,,3300000000.0,3500000000.0,,,,4000000000.0,,,,4000000000.0,,,4000000000.0,,4000000000.0,,,,4000000000.0,,,,4000000000.0,,,,3000000000.0,,,,4000000000.0,,,,,4000000000.0,,4000000000.0,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,266000000.0,,,,241000000.0,,,,380000000.0,,,380000000.0,354000000.0,,,,259000000.0,,,,227000000.0,,,227000000.0,209000000.0,,,,236000000.0,,,,258000000.0,,,258000000.0,,219000000.0,,,,225000000.0,,,,201000000.0,,,,141000000.0,,,,337000000.0,,,,,361000000.0,,361000000.0,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,51000000.0,51000000.0,51000000.0,55000000.0,55000000.0,55000000.0,55000000.0,48000000.0,48000000.0,48000000.0,,83000000.0,83000000.0,83000000.0,,53000000.0,53000000.0,53000000.0,,61000000.0,61000000.0,61000000.0,,331000000.0,331000000.0,331000000.0,,352000000.0,352000000.0,352000000.0,,466000000.0,466000000.0,466000000.0,,477000000.0,477000000.0,477000000.0,,489000000.0,501000000.0,,501000000.0,,524000000.0,524000000.0,524000000.0,524000000.0,526000000.0,526000000.0,526000000.0,526000000.0,516000000.0,516000000.0,516000000.0,516000000.0,516000000.0,516000000.0,516000000.0,516000000.0,502000000.0,,502000000.0,502000000.0,502000000.0,506000000.0,502000000.0,506000000.0,506000000.0
AmortizationMethodQualifiedAffordableHousingProjectInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000000.0,41000000.0,65000000.0,41000000.0,48000000.0,41000000.0
AmortizationMethodQualifiedAffordableHousingProjectInvestmentsAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000000.0,308000000.0,7000000.0,308000000.0,142000000.0,70000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,59000000.0,,,,103000000.0,,,,77000000.0,,,77000000.0,32000000.0,,,,34000000.0,,,,28000000.0,,,28000000.0,38000000.0,,,,27000000.0,,,,51000000.0,,,51000000.0,,5000000.0,,,,5000000.0,,,,6000000.0,,,,6000000.0,,,,6000000.0,,,,,8000000.0,,8000000.0,,
AssetImpairmentCharges / USD,,,,,,,,,,,,,,,,,,0.0,0.0,,,190000000.0,195000000.0,108000000.0,108000000.0,0.0,195000000.0,52000000.0,,195000000.0,473000000.0,,771000000.0,0.0,153000000.0,104000000.0,329000000.0,821000000.0,,,,,,591000000.0,,,,767000000.0,,,,290000000.0,,,0.0,78000000.0,,25000000.0,57000000.0,0.0,,,25000000.0,25000000.0,46000000.0,,46000000.0,,
Assets / USD,40519000000.0,40519000000.0,40519000000.0,48671000000.0,48671000000.0,48671000000.0,48671000000.0,72921000000.0,72921000000.0,72921000000.0,72921000000.0,79974000000.0,79974000000.0,79974000000.0,79974000000.0,86174000000.0,86174000000.0,79974000000.0,86174000000.0,90055000000.0,90055000000.0,90055000000.0,90055000000.0,92023000000.0,92023000000.0,92023000000.0,92023000000.0,89996000000.0,89996000000.0,91968000000.0,89996000000.0,87270000000.0,87270000000.0,87270000000.0,87270000000.0,87896000000.0,87896000000.0,87896000000.0,87896000000.0,83216000000.0,83216000000.0,87896000000.0,83216000000.0,83216000000.0,86381000000.0,86381000000.0,86381000000.0,86381000000.0,87296000000.0,87296000000.0,87296000000.0,87296000000.0,94354000000.0,94354000000.0,94354000000.0,94354000000.0,92763000000.0,92763000000.0,92763000000.0,92763000000.0,97703000000.0,,97703000000.0,97703000000.0,97703000000.0,100549000000.0,97703000000.0,100549000000.0,100549000000.0
AssetsCurrent / USD,12176000000.0,12176000000.0,12176000000.0,17551000000.0,17551000000.0,17551000000.0,17551000000.0,21579000000.0,21579000000.0,21579000000.0,21579000000.0,25497000000.0,25497000000.0,25497000000.0,25497000000.0,30328000000.0,30328000000.0,25497000000.0,30328000000.0,31304000000.0,31304000000.0,31304000000.0,31304000000.0,32986000000.0,32986000000.0,32986000000.0,32986000000.0,33395000000.0,33395000000.0,32986000000.0,33395000000.0,34010000000.0,34010000000.0,34010000000.0,34010000000.0,36545000000.0,36545000000.0,36545000000.0,36545000000.0,30634000000.0,24930000000.0,29962000000.0,24930000000.0,24930000000.0,20411000000.0,20411000000.0,20411000000.0,20411000000.0,19240000000.0,19240000000.0,19240000000.0,19240000000.0,22545000000.0,22545000000.0,22545000000.0,22545000000.0,22591000000.0,22591000000.0,22591000000.0,22591000000.0,26732000000.0,,26732000000.0,26732000000.0,26732000000.0,25997000000.0,26732000000.0,25997000000.0,25997000000.0
AssetsFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5743000000.0,4906000000.0,4906000000.0,4906000000.0,4906000000.0,4510000000.0,4510000000.0,4510000000.0,4510000000.0,3067000000.0,3067000000.0,3067000000.0,3067000000.0,3234000000.0,,3234000000.0,3234000000.0,3234000000.0,3929000000.0,3234000000.0,3929000000.0,3929000000.0
AssetsOfDisposalGroupIncludingDiscontinuedOperation / USD,,,,,,,,,,,,,,,,,,,,,,0.0,,679000000.0,679000000.0,679000000.0,,3900000000.0,3900000000.0,3900000000.0,,2797000000.0,2797000000.0,2797000000.0,,,,,,,,,,,,,,,,,,674000000.0,674000000.0,674000000.0,674000000.0,674000000.0,602000000.0,602000000.0,602000000.0,602000000.0,2094000000.0,,2094000000.0,2094000000.0,2094000000.0,131000000.0,2094000000.0,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000000.0,33000000.0,33000000.0,,26000000.0,26000000.0,26000000.0,,26000000.0,,26000000.0,26000000.0,26000000.0,21000000.0,26000000.0,21000000.0,21000000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132000000.0,132000000.0,132000000.0,,61000000.0,61000000.0,61000000.0,,28000000.0,,28000000.0,28000000.0,28000000.0,118000000.0,28000000.0,118000000.0,118000000.0
AvailableForSaleDebtSecuritiesAmortizedCostBasis / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677000000.0,1648000000.0,1648000000.0,1648000000.0,1648000000.0,979000000.0,979000000.0,979000000.0,979000000.0,1136000000.0,1136000000.0,,1136000000.0,1136000000.0,1136000000.0,1728000000.0,1136000000.0,1728000000.0,1728000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost / USD,,,,,3000000.0,2000000.0,2000000.0,1000000.0,1000000.0,72000000.0,191000000.0,247000000.0,292000000.0,289000000.0,270000000.0,263000000.0,141000000.0,270000000.0,156000000.0,143000000.0,142000000.0,129000000.0,118000000.0,110000000.0,119000000.0,117000000.0,111000000.0,122000000.0,129000000.0,111000000.0,176000000.0,176000000.0,142000000.0,208000000.0,103000000.0,102000000.0,121000000.0,116000000.0,106000000.0,101000000.0,72000000.0,106000000.0,72000000.0,72000000.0,58000000.0,50000000.0,89000000.0,90000000.0,92000000.0,97000000.0,91000000.0,88000000.0,43000000.0,37000000.0,35000000.0,38000000.0,39000000.0,32000000.0,35000000.0,37000000.0,45000000.0,,46000000.0,38000000.0,35000000.0,38000000.0,35000000.0,40000000.0,41000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue / USD,,,,,3000000.0,1000000.0,2000000.0,1000000.0,1000000.0,73000000.0,191000000.0,248000000.0,307000000.0,323000000.0,299000000.0,291000000.0,146000000.0,299000000.0,161000000.0,150000000.0,150000000.0,139000000.0,130000000.0,129000000.0,134000000.0,129000000.0,122000000.0,133000000.0,146000000.0,122000000.0,194000000.0,193000000.0,158000000.0,223000000.0,117000000.0,113000000.0,136000000.0,132000000.0,122000000.0,121000000.0,84000000.0,122000000.0,85000000.0,84000000.0,68000000.0,63000000.0,102000000.0,103000000.0,101000000.0,106000000.0,100000000.0,98000000.0,57000000.0,49000000.0,47000000.0,49000000.0,48000000.0,36000000.0,43000000.0,48000000.0,57000000.0,,56000000.0,44000000.0,42000000.0,45000000.0,42000000.0,46000000.0,47000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost / USD,,,,,,,,2000000.0,2000000.0,2000000.0,32000000.0,1247000000.0,1577000000.0,1583000000.0,1590000000.0,1502000000.0,1541000000.0,1590000000.0,1669000000.0,1647000000.0,1700000000.0,1703000000.0,1709000000.0,1792000000.0,1767000000.0,1694000000.0,1709000000.0,1744000000.0,1763000000.0,1709000000.0,2324000000.0,2318000000.0,3358000000.0,3722000000.0,3929000000.0,4366000000.0,4474000000.0,3934000000.0,3871000000.0,3383000000.0,2740000000.0,3871000000.0,1038000000.0,970000000.0,761000000.0,713000000.0,1140000000.0,1236000000.0,1205000000.0,1369000000.0,1381000000.0,1355000000.0,1649000000.0,1612000000.0,1409000000.0,621000000.0,352000000.0,422000000.0,393000000.0,420000000.0,1075000000.0,,1156000000.0,1199000000.0,1217000000.0,1245000000.0,1217000000.0,1365000000.0,1186000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue / USD,,,,,,,,2000000.0,2000000.0,2000000.0,32000000.0,1244000000.0,1570000000.0,1591000000.0,1598000000.0,1509000000.0,1544000000.0,1598000000.0,1672000000.0,1657000000.0,1724000000.0,1730000000.0,1747000000.0,1837000000.0,1787000000.0,1721000000.0,1728000000.0,1790000000.0,1825000000.0,1728000000.0,2352000000.0,2353000000.0,3385000000.0,3799000000.0,3983000000.0,4443000000.0,4478000000.0,3927000000.0,3948000000.0,3474000000.0,2848000000.0,3948000000.0,1102000000.0,1022000000.0,805000000.0,759000000.0,1134000000.0,1237000000.0,1143000000.0,1301000000.0,1279000000.0,1241000000.0,1504000000.0,1478000000.0,1317000000.0,598000000.0,357000000.0,434000000.0,400000000.0,427000000.0,1080000000.0,,1125000000.0,1171000000.0,1132000000.0,1174000000.0,1132000000.0,1311000000.0,1147000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost / USD,,,,,6000000.0,7000000.0,7000000.0,6000000.0,6000000.0,11000000.0,104000000.0,280000000.0,368000000.0,307000000.0,306000000.0,315000000.0,341000000.0,306000000.0,336000000.0,328000000.0,381000000.0,380000000.0,380000000.0,350000000.0,326000000.0,288000000.0,277000000.0,300000000.0,314000000.0,277000000.0,300000000.0,276000000.0,315000000.0,319000000.0,317000000.0,311000000.0,315000000.0,217000000.0,239000000.0,222000000.0,216000000.0,239000000.0,190000000.0,187000000.0,172000000.0,171000000.0,196000000.0,200000000.0,199000000.0,190000000.0,179000000.0,177000000.0,171000000.0,172000000.0,164000000.0,174000000.0,179000000.0,184000000.0,192000000.0,195000000.0,172000000.0,,186000000.0,173000000.0,177000000.0,179000000.0,177000000.0,177000000.0,175000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue / USD,,,,,5000000.0,7000000.0,7000000.0,6000000.0,6000000.0,10000000.0,102000000.0,277000000.0,368000000.0,309000000.0,307000000.0,318000000.0,337000000.0,307000000.0,329000000.0,325000000.0,381000000.0,385000000.0,392000000.0,371000000.0,336000000.0,299000000.0,286000000.0,311000000.0,339000000.0,286000000.0,312000000.0,288000000.0,323000000.0,323000000.0,321000000.0,307000000.0,314000000.0,213000000.0,241000000.0,229000000.0,223000000.0,241000000.0,206000000.0,193000000.0,193000000.0,188000000.0,210000000.0,205000000.0,193000000.0,193000000.0,184000000.0,182000000.0,164000000.0,159000000.0,145000000.0,152000000.0,158000000.0,160000000.0,159000000.0,176000000.0,159000000.0,,171000000.0,164000000.0,161000000.0,165000000.0,161000000.0,160000000.0,163000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost / USD,,,,,,,5000000.0,8000000.0,,0.0,5000000.0,1069000000.0,1080000000.0,1060000000.0,1003000000.0,1166000000.0,1210000000.0,1003000000.0,1227000000.0,1279000000.0,1255000000.0,1240000000.0,1589000000.0,1170000000.0,1204000000.0,1516000000.0,2496000000.0,2109000000.0,1270000000.0,2496000000.0,1900000000.0,1996000000.0,2261000000.0,2301000000.0,1433000000.0,1171000000.0,1348000000.0,1542000000.0,685000000.0,925000000.0,851000000.0,685000000.0,2145000000.0,1943000000.0,1374000000.0,1242000000.0,1186000000.0,701000000.0,684000000.0,36000000.0,26000000.0,28000000.0,70000000.0,61000000.0,352000000.0,146000000.0,457000000.0,502000000.0,479000000.0,484000000.0,224000000.0,,187000000.0,328000000.0,299000000.0,333000000.0,299000000.0,406000000.0,405000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue / USD,,,,,,,5000000.0,8000000.0,,0.0,5000000.0,1029000000.0,1070000000.0,1067000000.0,1001000000.0,1171000000.0,1218000000.0,1001000000.0,1227000000.0,1279000000.0,1258000000.0,1241000000.0,1489000000.0,1170000000.0,1204000000.0,1516000000.0,2496000000.0,2110000000.0,1270000000.0,2496000000.0,1900000000.0,1996000000.0,2305000000.0,2353000000.0,1491000000.0,1214000000.0,1345000000.0,1537000000.0,682000000.0,921000000.0,850000000.0,682000000.0,2200000000.0,1982000000.0,1393000000.0,1243000000.0,1212000000.0,720000000.0,691000000.0,36000000.0,26000000.0,28000000.0,68000000.0,60000000.0,342000000.0,145000000.0,440000000.0,489000000.0,472000000.0,483000000.0,224000000.0,,187000000.0,326000000.0,296000000.0,331000000.0,296000000.0,406000000.0,399000000.0
AvailableForSaleSecuritiesDebtSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549000000.0,1549000000.0,1549000000.0,944000000.0,944000000.0,944000000.0,944000000.0,1134000000.0,1134000000.0,,1134000000.0,1134000000.0,1134000000.0,1631000000.0,1134000000.0,1631000000.0,1631000000.0
BusinessCombinationContingentConsiderationLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321000000.0,321000000.0,321000000.0,321000000.0,321000000.0,590000000.0,590000000.0,590000000.0,590000000.0,1590000000.0,1590000000.0,1590000000.0,1590000000.0,3017000000.0,,3017000000.0,3017000000.0,3017000000.0,6126000000.0,3017000000.0,6126000000.0,6126000000.0
CashAndCashEquivalentsAtCarryingValue / USD,4093000000.0,4093000000.0,2440000000.0,4701000000.0,4701000000.0,4701000000.0,4093000000.0,7021000000.0,7021000000.0,7021000000.0,4701000000.0,8517000000.0,8517000000.0,8517000000.0,7021000000.0,12803000000.0,12803000000.0,7021000000.0,8517000000.0,8442000000.0,8442000000.0,8442000000.0,12803000000.0,10414000000.0,10414000000.0,10414000000.0,8442000000.0,8958000000.0,8958000000.0,8442000000.0,10414000000.0,7309000000.0,7309000000.0,7309000000.0,8958000000.0,8555000000.0,8555000000.0,8555000000.0,8555000000.0,6006000000.0,6102000000.0,8555000000.0,6102000000.0,6102000000.0,9077000000.0,9077000000.0,9077000000.0,9077000000.0,6480000000.0,6480000000.0,6480000000.0,6480000000.0,6795000000.0,6795000000.0,6795000000.0,6795000000.0,9684000000.0,9684000000.0,9684000000.0,9684000000.0,9519000000.0,,9519000000.0,9519000000.0,9519000000.0,9366000000.0,9519000000.0,9366000000.0,9366000000.0
CashCashEquivalentsAndShortTermInvestments / USD,,,4701000000.0,9151000000.0,9151000000.0,9151000000.0,9151000000.0,11199000000.0,11199000000.0,11199000000.0,11199000000.0,13891000000.0,13891000000.0,13891000000.0,13891000000.0,13459000000.0,13459000000.0,13891000000.0,13459000000.0,17121000000.0,17121000000.0,17121000000.0,17121000000.0,18010000000.0,18010000000.0,18010000000.0,18010000000.0,15631000000.0,15631000000.0,18010000000.0,15631000000.0,18150000000.0,18150000000.0,18150000000.0,18150000000.0,15358000000.0,15358000000.0,15358000000.0,15358000000.0,10951000000.0,11102000000.0,15454000000.0,11102000000.0,11102000000.0,7947000000.0,7947000000.0,7947000000.0,7947000000.0,8566000000.0,8566000000.0,8566000000.0,8566000000.0,10926000000.0,10926000000.0,10926000000.0,10926000000.0,10562000000.0,10562000000.0,10562000000.0,10562000000.0,12363000000.0,,12363000000.0,12363000000.0,12363000000.0,12848000000.0,12363000000.0,12848000000.0,12848000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8850000000.0,8850000000.0,8850000000.0,7612000000.0,6373000000.0,6373000000.0,7612000000.0,6373000000.0,8850000000.0,9318000000.0,9318000000.0,9318000000.0,6373000000.0,6737000000.0,6737000000.0,6737000000.0,9318000000.0,7110000000.0,7110000000.0,7110000000.0,6737000000.0,10025000000.0,10025000000.0,10025000000.0,7110000000.0,9825000000.0,,9825000000.0,9825000000.0,10025000000.0,9692000000.0,10025000000.0,9692000000.0,9692000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3832000000.0,3137000000.0,3944000000.0,1238000000.0,2375000000.0,1996000000.0,1238000000.0,3166000000.0,-2477000000.0,-3194000000.0,-2291000000.0,-1542000000.0,2945000000.0,7228000000.0,3692000000.0,5085000000.0,-2581000000.0,1701000000.0,2398000000.0,4503000000.0,373000000.0,-2033000000.0,-710000000.0,409000000.0,2915000000.0,2455000000.0,,3027000000.0,2385000000.0,-200000000.0,1126000000.0,-200000000.0,4221000000.0,4469000000.0
