fact_unit,2009-10-08,2010-01-07,2010-04-28,2010-07-08,2010-10-07,2011-01-05,2011-04-25,2011-07-01,2011-09-30,2012-01-03,2012-05-01,2012-06-13,2012-09-06,2012-12-05,2013-03-27,2013-06-07,2013-06-21,2013-09-09,2013-12-09,2014-03-28,2014-06-09,2014-09-10,2014-12-05,2015-03-31,2015-06-08,2015-09-04,2015-12-04,2016-03-23,2016-06-09,2016-09-02,2016-12-02,2017-03-24,2017-06-05,2017-09-05,2017-12-01,2018-04-02,2018-06-08,2018-09-10,2018-12-07,2019-03-28,2019-06-07,2019-09-06,2019-12-06,2020-03-23,2020-05-27,2020-08-31,2020-11-30,2021-03-19,2021-06-04,2021-08-31,2021-12-03,2022-03-18,2022-06-02,2022-09-08,2022-12-06,2023-03-17,2023-06-02,2023-09-01,2023-12-01,2024-03-15,2024-06-07,2024-09-06,2024-12-06,2025-03-19,2025-06-06,2025-09-05,2025-12-05
AccountsPayableCurrent / USD,5924000000.0,8219000000.0,4997000000.0,4996000000.0,5407000000.0,9083000000.0,5276000000.0,5860000000.0,5573000000.0,9858000000.0,4894000000.0,6102000000.0,6178000000.0,7557000000.0,5364000000.0,5731000000.0,,6055000000.0,7933000000.0,6951000000.0,4776000000.0,4968000000.0,6578000000.0,5122000000.0,4952000000.0,5244000000.0,6626000000.0,5030000000.0,4584000000.0,4680000000.0,6184000000.0,4450000000.0,4397000000.0,4800000000.0,6233000000.0,4984000000.0,4599000000.0,5072000000.0,6587000000.0,4873000000.0,4619000000.0,5338000000.0,7964000000.0,5257000000.0,4718000000.0,5045000000.0,7232000000.0,5288000000.0,4428000000.0,6613000000.0,9110000000.0,6979000000.0,6360000000.0,6946000000.0,8405000000.0,6803000000.0,5492000000.0,5406000000.0,7056000000.0,5687000000.0,4874000000.0,5471000000.0,7133000000.0,4637000000.0,4664000000.0,5542000000.0,7145000000.0
AccruedLiabilitiesCurrent / USD,1455000000.0,1749000000.0,1382000000.0,1365000000.0,1543000000.0,1856000000.0,1681000000.0,1601000000.0,1589000000.0,1920000000.0,1471000000.0,1585000000.0,1556000000.0,1619000000.0,1685000000.0,1595000000.0,,1476000000.0,1531000000.0,1188000000.0,747000000.0,776000000.0,815000000.0,873000000.0,731000000.0,796000000.0,788000000.0,782000000.0,743000000.0,778000000.0,790000000.0,802000000.0,791000000.0,840000000.0,782000000.0,865000000.0,699000000.0,787000000.0,888000000.0,1001000000.0,934000000.0,813000000.0,844000000.0,982000000.0,851000000.0,799000000.0,769000000.0,906000000.0,769000000.0,893000000.0,968000000.0,972000000.0,978000000.0,892000000.0,895000000.0,946000000.0,771000000.0,820000000.0,744000000.0,843000000.0,759000000.0,709000000.0,760000000.0,902000000.0,812000000.0,756000000.0,690000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,2766000000.0,,,,3383000000.0,,,,4082000000.0,,,,4781000000.0,,,,,5105000000.0,,,,4977000000.0,,,,5365000000.0,,,,5761000000.0,,,,5850000000.0,,,,6279000000.0,41000000.0,48000000.0,51000000.0,6690000000.0,,,,6900000000.0,,,,6996000000.0,,,,6091000000.0,,,,4624000000.0,,,,4816000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,394000000.0,145000000.0,-317000000.0,-154000000.0,27000000.0,7000000.0,40000000.0,-40000000.0,-25000000.0,138000000.0,173000000.0,274000000.0,281000000.0,145000000.0,90000000.0,98000000.0,,74000000.0,74000000.0,173000000.0,112000000.0,529000000.0,528000000.0,101000000.0,494000000.0,494000000.0,468000000.0,112000000.0,330000000.0,298000000.0,296000000.0,492000000.0,316000000.0,296000000.0,277000000.0,279000000.0,266000000.0,321000000.0,304000000.0,314000000.0,310000000.0,296000000.0,300000000.0,294000000.0,289000000.0,294000000.0,290000000.0,295000000.0,243000000.0,256000000.0,268000000.0,328000000.0,338000000.0,335000000.0,337000000.0,329000000.0,328000000.0,328000000.0,313000000.0,322000000.0,317000000.0,322000000.0,308000000.0,317000000.0,312000000.0,310000000.0,309000000.0
AdditionalPaidInCapital / USD,112000000.0,172000000.0,205000000.0,294000000.0,329000000.0,404000000.0,441000000.0,474000000.0,0.0,0.0,18000000.0,0.0,0.0,0.0,0.0,20000000.0,,0.0,40000000.0,54000000.0,77000000.0,109000000.0,253000000.0,300000000.0,330000000.0,348000000.0,377000000.0,437000000.0,494000000.0,198000000.0,185000000.0,0.0,,,,0.0,,,,0.0,,,,,15000000.0,83000000.0,133000000.0,,15000000.0,83000000.0,133000000.0,,33000000.0,20000000.0,61000000.0,21000000.0,21000000.0,20000000.0,61000000.0,21000000.0,31000000.0,31000000.0,31000000.0,31000000.0,26000000.0,0.0,0.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,105000000.0,27000000.0,57000000.0,88000000.0,110000000.0,29000000.0,58000000.0,87000000.0,118000000.0,37000000.0,67000000.0,99000000.0,121000000.0,33000000.0,,64000000.0,99000000.0,120000000.0,23000000.0,48000000.0,74000000.0,112000000.0,23000000.0,41000000.0,64000000.0,97000000.0,27000000.0,55000000.0,80000000.0,87000000.0,31000000.0,57000000.0,82000000.0,104000000.0,31000000.0,,,,32000000.0,63000000.0,92000000.0,129000000.0,36000000.0,74000000.0,109000000.0,123000000.0,15000000.0,65000000.0,106000000.0,143000000.0,37000000.0,71000000.0,105000000.0,135000000.0,39000000.0,65000000.0,98000000.0,141000000.0,38000000.0,75000000.0,110000000.0,138000000.0,38000000.0,74000000.0,108000000.0
AdvertisingExpense / USD,,,,,,,765000000.0,,,,709000000.0,,,,862000000.0,,710000000.0,,,828000000.0,,,,703000000.0,,,,757000000.0,,,,711000000.0,,,,742000000.0,,,,743000000.0,,,,776000000.0,,,,777000000.0,,,,840000000.0,,,,819000000.0,,,,915000000.0,,,,864000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,110000000.0,,,,118000000.0,,,,121000000.0,,,,,120000000.0,,,,112000000.0,,,,97000000.0,,,,,,,,,,,,,,,,,,,,,,,,143000000.0,,,,135000000.0,,,,141000000.0,,,,138000000.0,,,
AmortizationOfIntangibleAssets / USD,1000000.0,42000000.0,1000000.0,21000000.0,42000000.0,66000000.0,63000000.0,22000000.0,43000000.0,63000000.0,88000000.0,15000000.0,30000000.0,39000000.0,82000000.0,10000000.0,0.0,20000000.0,30000000.0,42000000.0,10000000.0,12000000.0,13000000.0,38000000.0,,,,15000000.0,,,,,,,,,,,0.0,22000000.0,0.0,0.0,6000000.0,23000000.0,17000000.0,35000000.0,53000000.0,23000000.0,19000000.0,40000000.0,60000000.0,72000000.0,20000000.0,40000000.0,60000000.0,80000000.0,22000000.0,44000000.0,65000000.0,82000000.0,20000000.0,41000000.0,56000000.0,86000000.0,6000000.0,11000000.0,16000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,20000000.0,18800000.0,,11200000.0,19000000.0,18600000.0,,29300000.0,29600000.0,30200000.0,,31700000.0,,29300000.0,28600000.0,,25100000.0,21700000.0,16400000.0,,16200000.0,13500000.0,13800000.0,,10100000.0,10400000.0,10000000.0,,9100000.0,8800000.0,6900000.0,8900000.0,700000.0,0.0,0.0,4500000.0,100000.0,100000.0,100000.0,200000.0,800000.0,900000.0,900000.0,200000.0,600000.0,500000.0,,800000.0,1100000.0,1900000.0,2300000.0,100000.0,2200000.0,1900000.0,2300000.0,100000.0,1000000.0,1300000.0,400000.0,700000.0,600000.0,0.0,0.0
