fact_unit,2011-08-12,2011-11-14,2012-02-27,2012-03-28,2012-05-10,2012-08-02,2012-11-07,2013-03-07,2013-05-10,2013-08-09,2013-11-08,2014-02-26,2014-05-09,2014-08-08,2014-11-07,2015-02-26,2015-05-11,2015-08-07,2015-11-05,2016-02-24,2016-05-10,2016-08-05,2016-11-02,2017-03-01,2017-05-10,2017-08-04,2017-11-03,2018-02-23,2018-05-07,2018-08-06,2018-11-02,2019-02-19,2019-04-29,2019-07-29,2019-10-29,2020-02-13,2020-04-28,2020-04-30,2020-07-28,2020-10-26,2021-02-08,2021-04-28,2021-04-30,2021-07-27,2021-10-25,2022-02-07,2022-04-25,2022-05-02,2022-07-25,2022-10-24,2023-01-31,2023-04-24,2023-07-24,2023-10-23,2024-01-29,2024-04-24,2024-07-24,2024-10-24,2025-01-30,2025-04-23,2025-04-30,2025-07-24,2025-10-23
AccountsAndNotesReceivableNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402000000.0,402000000.0,334000000.0,,334000000.0,334000000.0,334000000.0,299000000.0,,299000000.0,299000000.0,299000000.0,280000000.0,280000000.0,280000000.0,,266000000.0,266000000.0,266000000.0,,248000000.0,,248000000.0,248000000.0
AccountsPayableCurrent / USD,28951000.0,28951000.0,28951000.0,28951000.0,56141000.0,56141000.0,56141000.0,56141000.0,303382000.0,303382000.0,303382000.0,303382000.0,303969000.0,303969000.0,303969000.0,303969000.0,777946000.0,777946000.0,777946000.0,777946000.0,916148000.0,916148000.0,916148000.0,916148000.0,1860341000.0,1860341000.0,1860341000.0,1860341000.0,2390250000.0,2390250000.0,2390250000.0,2390250000.0,3404451000.0,3404451000.0,3405000000.0,3405000000.0,,3771000000.0,3771000000.0,3771000000.0,3771000000.0,6051000000.0,,6051000000.0,6051000000.0,6051000000.0,10025000000.0,,10025000000.0,10025000000.0,10025000000.0,15255000000.0,15255000000.0,15255000000.0,15255000000.0,14431000000.0,14431000000.0,14431000000.0,14431000000.0,12474000000.0,,12474000000.0,12474000000.0
AccountsReceivableNetCurrent / USD,6710000.0,6710000.0,6710000.0,6710000.0,9539000.0,9539000.0,9539000.0,9539000.0,26842000.0,26842000.0,26842000.0,26842000.0,49109000.0,49109000.0,49109000.0,49109000.0,226604000.0,226604000.0,226604000.0,226604000.0,168965000.0,168965000.0,168965000.0,168965000.0,499142000.0,499142000.0,499142000.0,499142000.0,515381000.0,515381000.0,515381000.0,515381000.0,949022000.0,949022000.0,949000000.0,949000000.0,,1324000000.0,1324000000.0,1324000000.0,1324000000.0,1886000000.0,,1886000000.0,1886000000.0,1886000000.0,1913000000.0,,1913000000.0,1913000000.0,1913000000.0,2952000000.0,2952000000.0,2952000000.0,2952000000.0,3508000000.0,3508000000.0,3508000000.0,3508000000.0,4418000000.0,,4418000000.0,4418000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,21993000.0,32222000.0,32222000.0,32222000.0,32222000.0,57543000.0,57543000.0,57543000.0,57543000.0,140142000.0,140142000.0,140142000.0,140142000.0,292590000.0,292590000.0,292590000.0,292590000.0,571126000.0,571126000.0,571126000.0,571126000.0,997485000.0,997485000.0,997485000.0,997485000.0,1723794000.0,1723794000.0,1723794000.0,1723794000.0,2699098000.0,2699098000.0,2699000000.0,2699000000.0,,3734000000.0,3734000000.0,3734000000.0,3734000000.0,5117000000.0,,5117000000.0,5117000000.0,5117000000.0,6731000000.0,,6731000000.0,6731000000.0,6731000000.0,9041000000.0,9041000000.0,9041000000.0,9041000000.0,12057000000.0,12057000000.0,12057000000.0,12057000000.0,15588000000.0,,15588000000.0,15588000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,,-24000.0,-3000.0,-3000.0,-3000.0,-3000.0,-3000.0,-3000.0,,,,,,,,,-22000.0,-22000.0,-22000.0,-22000.0,-3556000.0,-3556000.0,-3556000.0,-3556000.0,-23740000.0,-23740000.0,-23740000.0,-23740000.0,33348000.0,33348000.0,33348000.0,33348000.0,-8218000.0,-8218000.0,-8000000.0,-8000000.0,,-36000000.0,-36000000.0,-36000000.0,-36000000.0,363000000.0,,363000000.0,363000000.0,363000000.0,54000000.0,,54000000.0,54000000.0,54000000.0,-361000000.0,-361000000.0,-361000000.0,-361000000.0,-143000000.0,-143000000.0,-143000000.0,-143000000.0,-670000000.0,,-670000000.0,-670000000.0
AdditionalPaidInCapitalCommonStock / USD,,,,,,,,,,,,,,,,1806617000.0,2345266000.0,2345266000.0,2345266000.0,2345266000.0,3409452000.0,3409452000.0,3409452000.0,3409452000.0,7773727000.0,7773727000.0,7773727000.0,7773727000.0,9178024000.0,9178024000.0,9178024000.0,9178024000.0,10249120000.0,10249120000.0,10249000000.0,10249000000.0,,12737000000.0,12737000000.0,12736000000.0,12736000000.0,27260000000.0,,27260000000.0,27260000000.0,27260000000.0,29803000000.0,,29803000000.0,29803000000.0,29803000000.0,32177000000.0,32177000000.0,32177000000.0,32177000000.0,34892000000.0,34892000000.0,34892000000.0,34892000000.0,38371000000.0,,38371000000.0,38371000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,1434000.0,1434000.0,,,,21156000.0,,,,29419000.0,,,,50485000.0,,,,86875000.0,,,,162079000.0,,,,208338000.0,,,,347357000.0,146825000.0,353411000.0,560000000.0,485000000.0,,230000000.0,456000000.0,672000000.0,775000000.0,244000000.0,,611000000.0,1177000000.0,973000000.0,643000000.0,,1162000000.0,1686000000.0,1861000000.0,485000000.0,904000000.0,1323000000.0,2299000000.0,465000000.0,960000000.0,1473000000.0,1806000000.0,578000000.0,,1062000000.0,1565000000.0
AllocatedShareBasedCompensationExpense / USD,,,,1434000.0,5926000.0,12852000.0,20737000.0,21156000.0,10711000.0,23254000.0,35729000.0,29419000.0,14868000.0,34127000.0,55566000.0,50145000.0,37038000.0,72821000.0,111979000.0,83655000.0,43026000.0,86361000.0,142394000.0,156496000.0,89657000.0,156969000.0,246512000.0,197999000.0,103717000.0,219759000.0,332412000.0,334225000.0,141639000.0,338983000.0,544000000.0,467000000.0,,208000000.0,418000000.0,617000000.0,749000000.0,211000000.0,,558000000.0,1101000000.0,898000000.0,614000000.0,,1088000000.0,1563000000.0,1734000000.0,418000000.0,779000000.0,1141000000.0,2121000000.0,418000000.0,863000000.0,1328000000.0,1560000000.0,524000000.0,,963000000.0,1420000000.0
Assets / USD,386082000.0,386082000.0,386082000.0,386082000.0,713448000.0,713448000.0,713448000.0,713448000.0,1114190000.0,1114190000.0,1114190000.0,1114190000.0,2416930000.0,2416930000.0,2416930000.0,2416930000.0,5849251000.0,5849251000.0,5849251000.0,5830667000.0,8067939000.0,8067939000.0,8067939000.0,8067939000.0,22664076000.0,22664076000.0,22664076000.0,22664076000.0,28655372000.0,28655372000.0,28655372000.0,28655372000.0,29739614000.0,29739614000.0,29740000000.0,29740000000.0,,34309000000.0,34309000000.0,34309000000.0,34309000000.0,52148000000.0,,52148000000.0,52148000000.0,52148000000.0,62131000000.0,,62131000000.0,62131000000.0,62131000000.0,82338000000.0,82338000000.0,82338000000.0,82338000000.0,106618000000.0,106618000000.0,106618000000.0,106618000000.0,122070000000.0,,122070000000.0,122070000000.0
AssetsCurrent / USD,235886000.0,235886000.0,235886000.0,235886000.0,372838000.0,372838000.0,372838000.0,372838000.0,524768000.0,524768000.0,524768000.0,524768000.0,1265939000.0,1265939000.0,1265939000.0,1265939000.0,3198657000.0,3198657000.0,3198657000.0,3180073000.0,2782006000.0,2782006000.0,2782006000.0,2782006000.0,6259796000.0,6259796000.0,6259796000.0,6259796000.0,6570520000.0,6570520000.0,6570520000.0,6570520000.0,8306308000.0,8306308000.0,8307000000.0,8307000000.0,,12103000000.0,12103000000.0,12103000000.0,12103000000.0,26717000000.0,,26717000000.0,26717000000.0,26717000000.0,27100000000.0,,27100000000.0,27100000000.0,27100000000.0,40917000000.0,40917000000.0,40917000000.0,40917000000.0,49616000000.0,49616000000.0,49616000000.0,49616000000.0,58360000000.0,,58360000000.0,58360000000.0
AssetsFairValueDisclosure / USD,,,,145708000.0,221762000.0,221762000.0,221762000.0,221762000.0,,,,,460313000.0,460313000.0,460313000.0,460313000.0,1292019000.0,1292019000.0,1292019000.0,1292019000.0,314474000.0,314474000.0,314474000.0,314474000.0,2227812000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8220000000.0,8220000000.0,13191000000.0,13191000000.0,13191000000.0,13191000000.0,23253000000.0,,23253000000.0,23253000000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,3000000.0,3000000.0,3000000.0,3000000.0,15000000.0,,15000000.0,15000000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,7000000.0,7000000.0,7000000.0,7000000.0,1000000.0,,1000000.0,1000000.0
AvailableForSaleDebtSecuritiesAmortizedCostBasis / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22209000000.0,22209000000.0,29098000000.0,29098000000.0,29098000000.0,29098000000.0,36549000000.0,,36549000000.0,36549000000.0
