fact_unit,2014-05-09,2014-08-01,2014-10-31,2015-02-18,2015-04-29,2015-07-29,2015-10-28,2016-02-26,2016-04-27,2016-07-27,2016-10-26,2017-02-15,2017-05-02,2017-05-24,2017-07-26,2017-10-26,2018-02-14,2018-04-26,2018-07-25,2018-10-24,2019-02-13,2019-05-01,2019-07-24,2019-10-23,2020-02-11,2020-05-07,2020-08-06,2020-11-04,2021-02-17,2021-05-05,2021-07-29,2021-10-27,2022-02-16,2022-05-03,2022-07-27,2022-10-26,2023-02-09,2023-04-26,2023-07-26,2023-10-25,2024-02-07,2024-04-24,2024-08-07,2024-10-23,2025-02-06,2025-04-29,2025-07-23,2025-10-22
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal / USD,,,,27000000.0,,,,15000000.0,,,,10000000.0,,,,,,,,,,,,,,,,,2000000.0,,,,4000000.0,,,,641000000.0,,,,604000000.0,,,,525000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration / USD,,,,43000000.0,,,,29000000.0,,,,17000000.0,,7000000.0,7000000.0,,6000000.0,,,,11000000.0,,,,16000000.0,,,,36000000.0,,,,44000000.0,,,,41000000.0,,,,26000000.0,,,,27000000.0,,,
DeferredTaxAssetsOther / USD,,,,108000000.0,,,,41000000.0,,,,108000000.0,,84000000.0,84000000.0,,66000000.0,,,,52000000.0,,,,42000000.0,,,,51000000.0,,,,153000000.0,,,,144000000.0,,,,102000000.0,,,,114000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign / USD,,,,20000000.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,49000000.0,,,,48000000.0,,,,48000000.0,,,,49000000.0,,,,63000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation / USD,,,,187000000.0,,,,227000000.0,,,,254000000.0,,243000000.0,243000000.0,,214000000.0,,,,113000000.0,,,,118000000.0,,,,138000000.0,,,,135000000.0,,,,101000000.0,,,,117000000.0,,,,124000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent / USD,,,,133000000.0,,,,115000000.0,,,,100000000.0,,90000000.0,90000000.0,,84000000.0,,,,78000000.0,,,,75000000.0,,,,404000000.0,,,,382000000.0,,,,341000000.0,,,,301000000.0,,,,290000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther / USD,,,,90000000.0,,,,93000000.0,,,,88000000.0,,39000000.0,39000000.0,,15000000.0,,,,39000000.0,,,,18000000.0,,,,33000000.0,,,,71000000.0,,,,76000000.0,,,,66000000.0,,,,81000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,503000000.0,,,,498000000.0,,,,491000000.0,,484000000.0,484000000.0,,507000000.0,,,,408000000.0,,,,399000000.0,,,,501000000.0,,,,654000000.0,,,,669000000.0,,,,649000000.0,,,,698000000.0,,,
DeferredTaxLiabilities / USD,,,,5609000000.0,,,,5702000000.0,,,,4552000000.0,,1816000000.0,1816000000.0,,1696000000.0,,,,820000000.0,,,,808000000.0,,,,695000000.0,,,,455000000.0,,,,487000000.0,,,,531000000.0,,,,261000000.0,,,
DeferredTaxLiabilitiesDeferredExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,795000000.0,795000000.0,795000000.0,795000000.0,649000000.0,649000000.0,649000000.0,649000000.0,700000000.0,700000000.0,700000000.0,700000000.0,735000000.0,735000000.0,735000000.0,735000000.0,401000000.0,401000000.0,401000000.0,401000000.0,322000000.0,322000000.0,322000000.0
DeferredTaxLiabilitiesOther / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,72000000.0,,,,59000000.0,,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent / USD,,,,138000000.0,,,,204000000.0,,,,183000000.0,,183000000.0,183000000.0,,215000000.0,,,,165000000.0,,,,145000000.0,,,,134000000.0,,,,143000000.0,,,,25000000.0,,,,40000000.0,,,,34000000.0,,,
DepreciationAndAmortization / USD,160000000.0,309000000.0,455000000.0,550000000.0,153000000.0,311000000.0,470000000.0,603000000.0,175000000.0,348000000.0,519000000.0,628000000.0,92000000.0,363000000.0,363000000.0,273000000.0,385000000.0,86000000.0,169000000.0,252000000.0,353000000.0,82000000.0,161000000.0,242000000.0,336000000.0,84000000.0,170000000.0,256000000.0,325000000.0,91000000.0,179000000.0,269000000.0,346000000.0,51000000.0,97000000.0,143000000.0,331000000.0,44000000.0,84000000.0,123000000.0,188000000.0,37000000.0,74000000.0,114000000.0,162000000.0,36000000.0,70000000.0,107000000.0
DepreciationDepletionAndAmortization / USD,,,,,,,,,,,,,,,,,,86000000.0,169000000.0,252000000.0,353000000.0,,,,336000000.0,,,,325000000.0,,,,346000000.0,,,,331000000.0,,,,188000000.0,,,,162000000.0,36000000.0,70000000.0,107000000.0
Dividends / USD,,,,,,,69000000.0,138000000.0,69000000.0,140000000.0,69000000.0,138000000.0,69000000.0,138000000.0,138000000.0,209000000.0,138000000.0,50000000.0,99000000.0,148000000.0,279000000.0,48000000.0,94000000.0,139000000.0,196000000.0,43000000.0,87000000.0,130000000.0,184000000.0,42000000.0,42000000.0,42000000.0,173000000.0,,41000000.0,82000000.0,42000000.0,41000000.0,41000000.0,82000000.0,123000000.0,41000000.0,81000000.0,120000000.0,123000000.0,39000000.0,76000000.0,113000000.0
EarningsPerShareBasic / USD/shares,0.03,0.2,0.42,0.38,0.12,0.34,0.52,0.45,0.15,0.32,0.6,2.05,0.94,2.05,2.05,2.23,4.27,0.14,0.6,1.09,1.03,0.51,1.22,1.77,3.34,0.54,1.43,2.44,2.53,0.06,-1.49,-1.77,3.07,-0.39,0.08,0.94,-2.58,0.76,2.09,3.35,1.47,0.77,2.33,3.77,4.56,1.05,2.74,4.13
EarningsPerShareDiluted / USD/shares,0.03,0.2,0.42,0.38,0.12,0.34,0.52,0.45,0.15,0.31,0.6,2.05,0.94,2.05,2.05,2.23,4.26,0.14,0.6,1.08,1.03,0.51,1.21,1.76,3.32,0.54,1.42,2.42,2.5,0.06,-1.49,-1.77,3.04,-0.39,0.08,0.94,-2.58,0.75,2.07,3.32,1.46,0.77,2.31,3.74,4.53,1.04,2.71,4.09
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,7000000.0,-6000000.0,-14000000.0,8000000.0,0.0,2000000.0,-2000000.0,-10000000.0,-7000000.0,-7000000.0,-6000000.0,-2000000.0,-5000000.0,-4000000.0,-6000000.0,0.0,-4000000.0,-13000000.0,-21000000.0,-10000000.0,-6000000.0,-12000000.0,-16000000.0,-19000000.0,-12000000.0,-16000000.0,-10000000.0
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-8000000.0,,,
EmployeeRelatedLiabilitiesCurrent / USD,,,,547000000.0,,,,475000000.0,,,,475000000.0,,351000000.0,351000000.0,,438000000.0,,,,502000000.0,,,,532000000.0,,,,554000000.0,,,,404000000.0,,,,514000000.0,,,,555000000.0,,,,592000000.0,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized / USD,,,,,,,,,,143000000.0,116000000.0,99000000.0,171000000.0,83000000.0,83000000.0,135000000.0,116000000.0,223000000.0,190000000.0,151000000.0,121000000.0,231000000.0,190000000.0,153000000.0,122000000.0,210000000.0,138000000.0,87000000.0,136000000.0,229000000.0,185000000.0,157000000.0,132000000.0,232000000.0,181000000.0,141000000.0,119000000.0,233000000.0,,,123000000.0,,,,132000000.0,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,,,,,,,,,34000000.0,,14000000.0,14000000.0,,31000000.0,,,,31000000.0,,,,49000000.0,,,,42000000.0,,,,41000000.0,,,,35000000.0,,,,54000000.0,,,,48000000.0,,,
EntityCommonStockSharesOutstanding / shares,984615364.0,984617365.0,984617365.0,984624908.0,987448909.0,987450969.0,987451862.0,987873503.0,989768078.0,989776458.0,989783195.0,329731387.0,328781212.0,,324212528.0,319951424.0,316118115.0,300416906.0,298186104.0,296569995.0,292847337.0,291062641.0,286854529.0,282162971.0,277447716.0,277261486.0,277309352.0,277446309.0,277607799.0,278533722.0,278686003.0,278721682.0,279139082.0,278331690.0,274287391.0,270456017.0,266450664.0,264626535.0,261513566.0,256440305.0,252160518.0,250046052.0,246427097.0,243779806.0,240596519.0,237699736.0,235193753.0,232435166.0
EntityPublicFloat / USD,,,,7527000000.0,,,,14679000000.0,,,,11751000000.0,,,,,12628000000.0,,,,23156000000.0,,,,27521000000.0,,,,19902000000.0,,,,32816000000.0,,,,30145000000.0,,,,37479000000.0,,,,53020000000.0,,,
EquityMethodInvestmentOtherThanTemporaryImpairment / USD,,,,19000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000000.0,,,
FinanceLeaseInterestExpense / USD,,,,,,,,,,,,,,,,,,,,,,4000000.0,7000000.0,10000000.0,14000000.0,4000000.0,,,14000000.0,,,,14000000.0,,,,14000000.0,,,,13000000.0,,,,10000000.0,,,
FinanceLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,255000000.0,260000000.0,255000000.0,245000000.0,249000000.0,245000000.0,250000000.0,252000000.0,227000000.0,,,208000000.0,,,,164000000.0,,,,139000000.0,,,,117000000.0,,,
FinanceLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,35000000.0,37000000.0,38000000.0,37000000.0,37000000.0,,,37000000.0,,,,56000000.0,,,,50000000.0,,,,38000000.0,,,,34000000.0,,,
FinanceLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,220000000.0,223000000.0,217000000.0,208000000.0,208000000.0,,,208000000.0,,,,196000000.0,,,,158000000.0,,,,126000000.0,,,,105000000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,339000000.0,342000000.0,333000000.0,319000000.0,320000000.0,314000000.0,316000000.0,317000000.0,285000000.0,,,255000000.0,,,,197000000.0,,,,164000000.0,,,,134000000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,162000000.0,166000000.0,164000000.0,134000000.0,135000000.0,137000000.0,139000000.0,111000000.0,,,,72000000.0,,,,47000000.0,,,,28000000.0,,,,10000000.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,51000000.0,,,51000000.0,68000000.0,40000000.0,,,61000000.0,,,,47000000.0,,,,41000000.0,,,,42000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,29000000.0,30000000.0,30000000.0,29000000.0,30000000.0,30000000.0,,32000000.0,,,,28000000.0,,,,17000000.0,,,,17000000.0,,,,15000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,29000000.0,31000000.0,32000000.0,30000000.0,30000000.0,30000000.0,31000000.0,31000000.0,30000000.0,,,28000000.0,,,,25000000.0,,,,16000000.0,,,,15000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,36000000.0,40000000.0,42000000.0,33000000.0,36000000.0,37000000.0,32000000.0,33000000.0,30000000.0,,,31000000.0,,,,27000000.0,,,,27000000.0,,,,19000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,45000000.0,49000000.0,51000000.0,42000000.0,45000000.0,48000000.0,40000000.0,42000000.0,32000000.0,,,35000000.0,,,,34000000.0,,,,35000000.0,,,,33000000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,84000000.0,82000000.0,78000000.0,74000000.0,71000000.0,69000000.0,66000000.0,65000000.0,58000000.0,,,47000000.0,,,,33000000.0,,,,25000000.0,,,,17000000.0,,,
FinanceLeasePrincipalPayments / USD,,,,,,,,,,,,,,,,,,,,,,11000000.0,21000000.0,32000000.0,42000000.0,11000000.0,,,42000000.0,,,,42000000.0,,,,26000000.0,,,,40000000.0,,,,42000000.0,,,
FinanceLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,55000000.0,57000000.0,57000000.0,52000000.0,52000000.0,,,52000000.0,,,,40000000.0,,,,33000000.0,,,,33000000.0,,,,36000000.0,,,
FinanceLeaseRightOfUseAssetAmortization / USD,,,,,,,,,,,,,,,,,,,,,,8000000.0,16000000.0,23000000.0,30000000.0,8000000.0,,,30000000.0,,,,30000000.0,,,,26000000.0,,,,23000000.0,,,,21000000.0,,,
FinanceLeaseRightOfUseAssetBeforeAccumulatedAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87000000.0,,,,83000000.0,,,,82000000.0,,,,86000000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / Rate,,,,,,,,,,,,,,,,,,,,,,0.0584,0.058,0.0577,0.0583,0.0583,,,0.0583,,,,0.0585,,,,0.0588,,,,0.059,,,,0.0601,,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / USD,,,,619000000.0,,,,446000000.0,,,,394000000.0,363000000.0,338000000.0,338000000.0,453000000.0,397000000.0,,,,,,,,,,,,,,,,,,,,,,,,108000000.0,,,,178000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,326000000.0,,,,323000000.0,,,,302000000.0,,285000000.0,285000000.0,,286000000.0,,,,,,,,,,,,,,,,,,,,,,,,76000000.0,,,,96000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,227000000.0,,,,195000000.0,,,,81000000.0,71000000.0,73000000.0,73000000.0,82000000.0,75000000.0,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,,,,17000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,237000000.0,,,,233000000.0,,,,208000000.0,201000000.0,199000000.0,199000000.0,212000000.0,87000000.0,,,,,,,,,,,,,,,,,,,,,,,,12000000.0,,,,21000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,263000000.0,,,,255000000.0,,,,259000000.0,248000000.0,248000000.0,248000000.0,260000000.0,223000000.0,,,,,,,,,,,,,,,,,,,,,,,,34000000.0,,,,43000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,308000000.0,,,,283000000.0,,,,282000000.0,267000000.0,267000000.0,267000000.0,275000000.0,274000000.0,,,,,,,,,,,,,,,,,,,,,,,,57000000.0,,,,74000000.0,,,
ForeignCurrencyTransactionGainLossBeforeTax / USD,-43000000.0,-82000000.0,-43000000.0,23000000.0,14000000.0,46000000.0,41000000.0,-45000000.0,-18000000.0,-13000000.0,-21000000.0,26000000.0,-12000000.0,26000000.0,26000000.0,-36000000.0,-41000000.0,-4000000.0,1000000.0,3000000.0,-16000000.0,11000000.0,-1000000.0,-7000000.0,3000000.0,0.0,-3000000.0,4000000.0,-11000000.0,9000000.0,-4000000.0,-16000000.0,-2000000.0,2000000.0,1000000.0,1000000.0,-27000000.0,-4000000.0,4000000.0,4000000.0,-7000000.0,0.0,-6000000.0,-13000000.0,5000000.0,-1000000.0,-2000000.0,-5000000.0
GainLossOnDispositionOfAssets1 / USD,,12000000.0,,,0.0,0.0,0.0,0.0,145000000.0,142000000.0,306000000.0,0.0,,0.0,0.0,1000000.0,163000000.0,,,,8000000.0,,,0.0,0.0,,,81000000.0,0.0,,,0.0,81000000.0,,,-8000000.0,0.0,,,,-7000000.0,0.0,0.0,0.0,0.0,7000000.0,7000000.0,5000000.0
GeneralAndAdministrativeExpense / USD,97000000.0,189000000.0,319000000.0,460000000.0,97000000.0,230000000.0,349000000.0,748000000.0,127000000.0,348000000.0,493000000.0,491000000.0,83000000.0,411000000.0,411000000.0,287000000.0,537000000.0,106000000.0,224000000.0,330000000.0,409000000.0,104000000.0,219000000.0,328000000.0,439000000.0,107000000.0,220000000.0,327000000.0,443000000.0,60000000.0,123000000.0,189000000.0,441000000.0,97000000.0,195000000.0,302000000.0,311000000.0,91000000.0,194000000.0,287000000.0,405000000.0,91000000.0,202000000.0,298000000.0,382000000.0,104000000.0,217000000.0,318000000.0
Goodwill / USD,6220000000.0,6220000000.0,6220000000.0,6197000000.0,6154000000.0,6154000000.0,6154000000.0,6220000000.0,5887000000.0,5887000000.0,5887000000.0,6154000000.0,5218000000.0,5360000000.0,5360000000.0,5218000000.0,5280000000.0,5190000000.0,5190000000.0,5190000000.0,5218000000.0,5160000000.0,5160000000.0,5160000000.0,5190000000.0,5159000000.0,5159000000.0,5159000000.0,5160000000.0,5095000000.0,5095000000.0,5095000000.0,5095000000.0,5071000000.0,5071000000.0,5071000000.0,5071000000.0,5032000000.0,5032000000.0,5032000000.0,5032000000.0,5052000000.0,5052000000.0,5052000000.0,5052000000.0,5035000000.0,5035000000.0,5035000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,435000000.0,,,,502000000.0,,,,937000000.0,,181000000.0,181000000.0,,262000000.0,,,,906000000.0,,,,632000000.0,,,,881000000.0,,,,867000000.0,,,,-267000000.0,,,,631000000.0,,,,1320000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,76000000.0,317000000.0,590000000.0,573000000.0,207000000.0,540000000.0,854000000.0,698000000.0,313000000.0,625000000.0,1155000000.0,1147000000.0,70000000.0,333000000.0,333000000.0,391000000.0,533000000.0,66000000.0,316000000.0,572000000.0,540000000.0,221000000.0,519000000.0,812000000.0,753000000.0,218000000.0,580000000.0,1001000000.0,1078000000.0,-17000000.0,-461000000.0,-575000000.0,1244000000.0,-144000000.0,-17000000.0,323000000.0,-924000000.0,291000000.0,804000000.0,1331000000.0,560000000.0,302000000.0,870000000.0,1418000000.0,1734000000.0,365000000.0,956000000.0,1447000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,138000000.0,,,,196000000.0,,,,210000000.0,,152000000.0,152000000.0,,271000000.0,,,,-366000000.0,,,,121000000.0,,,,197000000.0,,,,377000000.0,,,,-657000000.0,,,,-71000000.0,,,,414000000.0,,,
IncomeTaxExpenseBenefit / USD,38000000.0,122000000.0,192000000.0,214000000.0,83000000.0,204000000.0,331000000.0,238000000.0,163000000.0,308000000.0,555000000.0,465000000.0,-121000000.0,154000000.0,154000000.0,11000000.0,-348000000.0,18000000.0,117000000.0,-213000000.0,-557000000.0,-58000000.0,-139000000.0,-268000000.0,336000000.0,-59000000.0,-160000000.0,-291000000.0,-309000000.0,35000000.0,47000000.0,-80000000.0,358000000.0,-35000000.0,-36000000.0,64000000.0,-204000000.0,80000000.0,226000000.0,407000000.0,153000000.0,93000000.0,248000000.0,417000000.0,477000000.0,97000000.0,266000000.0,413000000.0
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,,56000000.0,,,,-121000000.0,,,,14000000.0,,8000000.0,8000000.0,,24000000.0,,,,-20000000.0,,,,-48000000.0,,,,-6000000.0,,,,13000000.0,,,,116000000.0,,,,34000000.0,,,,-5000000.0,,,
IncomeTaxReconciliationChangeInEnactedTaxRate / USD,,,,,,,,,,,,,,,,,0.0,665000000.0,665000000.0,,0.0,,,,600000000.0,,,,-13000000.0,,,,0.0,,,,0.0,,,,-45000000.0,,,,0.0,,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,,,,18000000.0,,,,74000000.0,,,,56000000.0,,52000000.0,52000000.0,,3000000.0,,,,34000000.0,,,,4000000.0,,,,26000000.0,,,,31000000.0,,,,-106000000.0,,,,8000000.0,,,,35000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,201000000.0,,,,244000000.0,,,,402000000.0,,116000000.0,116000000.0,,187000000.0,,,,189000000.0,,,,264000000.0,,,,226000000.0,,,,261000000.0,,,,-194000000.0,,,,118000000.0,,,,364000000.0,,,
IncomeTaxReconciliationOtherReconcilingItems / USD,,,,4000000.0,,,,-10000000.0,,,,-6000000.0,,-5000000.0,-5000000.0,,-5000000.0,,,,-6000000.0,,,,-13000000.0,,,,-12000000.0,,,,-10000000.0,,,,-11000000.0,,,,1000000.0,,,,12000000.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,10000000.0,,,,31000000.0,,,,35000000.0,,7000000.0,7000000.0,,17000000.0,,,,22000000.0,,,,19000000.0,,,,37000000.0,,,,47000000.0,,,,-24000000.0,,,,22000000.0,,,,65000000.0,,,
IncomeTaxesPaidNet / USD,16000000.0,40000000.0,84000000.0,103000000.0,22000000.0,141000000.0,284000000.0,233000000.0,20000000.0,197000000.0,359000000.0,429000000.0,39000000.0,429000000.0,429000000.0,476000000.0,475000000.0,6000000.0,237000000.0,377000000.0,677000000.0,9000000.0,149000000.0,230000000.0,526000000.0,13000000.0,157000000.0,238000000.0,288000000.0,50000000.0,53000000.0,67000000.0,363000000.0,25000000.0,42000000.0,79000000.0,79000000.0,-44000000.0,130000000.0,253000000.0,181000000.0,-25000000.0,233000000.0,349000000.0,389000000.0,18000000.0,268000000.0,399000000.0
IncreaseDecreaseInAccountsReceivable / USD,,,,82000000.0,,,,16000000.0,,,,143000000.0,,143000000.0,143000000.0,,47000000.0,,,,156000000.0,,,,204000000.0,,,,161000000.0,,,,105000000.0,,,,-488000000.0,,,,301000000.0,,,,270000000.0,,,
IncreaseDecreaseInDeferredRevenue / USD,,,,-8000000.0,,,,592000000.0,,,,-179000000.0,,-179000000.0,-179000000.0,,-212000000.0,,,,534000000.0,,,,334000000.0,,,-52000000.0,-18000000.0,12000000.0,528000000.0,496000000.0,-17000000.0,,,,215000000.0,,,-133000000.0,-128000000.0,,,140000000.0,174000000.0,31000000.0,69000000.0,150000000.0
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273000000.0,,,,198000000.0,,,
IncreaseDecreaseInOtherCurrentAssets / USD,,,,-14000000.0,,,,8000000.0,,,,10000000.0,,10000000.0,10000000.0,,-32000000.0,,,,2000000.0,,,,24000000.0,,,,-13000000.0,,,,-15000000.0,,,,26000000.0,,,,107000000.0,,,,-78000000.0,,,
IncreaseDecreaseInOtherNoncurrentLiabilities / USD,,,,-48000000.0,,,,14000000.0,,,,12000000.0,,12000000.0,12000000.0,,154000000.0,,,,-247000000.0,,,,-95000000.0,,,,-53000000.0,,,,-14000000.0,,,,8000000.0,,,,-111000000.0,,,,-11000000.0,,,
IncreaseDecreaseInPrepaidExpense / USD,,,,15000000.0,,,,-4000000.0,,,,8000000.0,,8000000.0,8000000.0,,27000000.0,,,,20000000.0,,,,11000000.0,,,,39000000.0,,,,-6000000.0,,,,-60000000.0,,,,22000000.0,,,,21000000.0,,,
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,5013000000.0,5013000000.0,5013000000.0,5013000000.0,4963000000.0,4963000000.0,4963000000.0,4963000000.0,4919000000.0,4919000000.0,4919000000.0,4919000000.0,4848000000.0,4919000000.0,4919000000.0,4848000000.0,4848000000.0,4890000000.0,4890000000.0,4890000000.0,4890000000.0,4869000000.0,4869000000.0,4869000000.0,4869000000.0,4877000000.0,4877000000.0,4877000000.0,4877000000.0,4904000000.0,4904000000.0,4904000000.0,4904000000.0,4883000000.0,4883000000.0,4883000000.0,4883000000.0,4840000000.0,4840000000.0,4840000000.0,4840000000.0,4846000000.0,4846000000.0,4846000000.0,4846000000.0,4990000000.0,4990000000.0,4990000000.0
IntangibleAssetsNetExcludingGoodwill / USD,,,,1980000000.0,,,,1735000000.0,,,,1526000000.0,1361000000.0,1410000000.0,1410000000.0,1352000000.0,1342000000.0,,,,,,,,,,,,,,,,,,,,,,,,298000000.0,,,,429000000.0,,,
InterestExpense / USD,143000000.0,274000000.0,401000000.0,569000000.0,153000000.0,311000000.0,467000000.0,620000000.0,144000000.0,293000000.0,431000000.0,618000000.0,90000000.0,416000000.0,416000000.0,286000000.0,377000000.0,89000000.0,175000000.0,260000000.0,334000000.0,83000000.0,178000000.0,277000000.0,351000000.0,98000000.0,199000000.0,304000000.0,371000000.0,94000000.0,200000000.0,316000000.0,414000000.0,103000000.0,204000000.0,302000000.0,429000000.0,90000000.0,189000000.0,295000000.0,397000000.0,116000000.0,227000000.0,340000000.0,415000000.0,,,
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131000000.0,272000000.0,412000000.0
InterestPaidNet / USD,,,,,,,,,,,,,,,,,,,,,,72000000.0,149000000.0,208000000.0,314000000.0,71000000.0,190000000.0,248000000.0,330000000.0,94000000.0,200000000.0,276000000.0,360000000.0,72000000.0,174000000.0,254000000.0,433000000.0,78000000.0,178000000.0,260000000.0,359000000.0,101000000.0,237000000.0,345000000.0,385000000.0,120000000.0,272000000.0,388000000.0
Land / USD,4098000000.0,4098000000.0,4098000000.0,4098000000.0,3009000000.0,3009000000.0,3009000000.0,3009000000.0,3486000000.0,3486000000.0,3486000000.0,3486000000.0,,66000000.0,66000000.0,,12000000.0,,,,12000000.0,,,,12000000.0,,,,11000000.0,,,,11000000.0,,,,9000000.0,,,,9000000.0,,,,8000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,1612000000.0,1556000000.0,1470000000.0,1518000000.0,1435000000.0,1398000000.0,1439000000.0,1465000000.0,1448000000.0,,,1258000000.0,,,,1215000000.0,,,,1175000000.0,,,,1076000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,889000000.0,872000000.0,846000000.0,790000000.0,758000000.0,752000000.0,796000000.0,724000000.0,,,,587000000.0,,,,604000000.0,,,,535000000.0,,,,455000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,178000000.0,,,174000000.0,210000000.0,158000000.0,,,177000000.0,,,,147000000.0,,,,153000000.0,,,,152000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,121000000.0,122000000.0,118000000.0,107000000.0,103000000.0,103000000.0,,117000000.0,,,,107000000.0,,,,104000000.0,,,,113000000.0,,,,109000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,136000000.0,137000000.0,133000000.0,128000000.0,124000000.0,123000000.0,112000000.0,118000000.0,120000000.0,,,119000000.0,,,,112000000.0,,,,115000000.0,,,,115000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,160000000.0,161000000.0,160000000.0,143000000.0,139000000.0,137000000.0,133000000.0,140000000.0,122000000.0,,,122000000.0,,,,121000000.0,,,,122000000.0,,,,117000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,174000000.0,175000000.0,170000000.0,172000000.0,169000000.0,167000000.0,148000000.0,156000000.0,144000000.0,,,146000000.0,,,,127000000.0,,,,137000000.0,,,,128000000.0,,,
