fact_unit,2014-05-09,2014-08-01,2014-10-31,2015-02-18,2015-04-29,2015-07-29,2015-10-28,2016-02-26,2016-04-27,2016-07-27,2016-10-26,2017-02-15,2017-05-02,2017-05-24,2017-07-26,2017-10-26,2018-02-14,2018-04-26,2018-07-25,2018-10-24,2019-02-13,2019-05-01,2019-07-24,2019-10-23,2020-02-11,2020-05-07,2020-08-06,2020-11-04,2021-02-17,2021-05-05,2021-07-29,2021-10-27,2022-02-16,2022-05-03,2022-07-27,2022-10-26,2023-02-09,2023-04-26,2023-07-26,2023-10-25,2024-02-07,2024-04-24,2024-08-07,2024-10-23,2025-02-06,2025-04-29,2025-07-23,2025-10-22
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,378000000.0,359000000.0,338000000.0,348000000.0,323000000.0,310000000.0,316000000.0,324000000.0,321000000.0,,,248000000.0,,,,271000000.0,,,,251000000.0,,,,224000000.0,,,
Liabilities / USD,22286000000.0,22286000000.0,22286000000.0,22286000000.0,21411000000.0,21411000000.0,21411000000.0,21411000000.0,19671000000.0,19671000000.0,19671000000.0,19671000000.0,20362000000.0,19671000000.0,19671000000.0,20362000000.0,20362000000.0,12537000000.0,12537000000.0,12537000000.0,12537000000.0,13437000000.0,13437000000.0,13437000000.0,13437000000.0,15429000000.0,15429000000.0,15429000000.0,15429000000.0,18241000000.0,18241000000.0,18241000000.0,18241000000.0,16260000000.0,16260000000.0,16260000000.0,16260000000.0,16610000000.0,16610000000.0,16610000000.0,16610000000.0,17748000000.0,17748000000.0,17748000000.0,17748000000.0,20211000000.0,20211000000.0,20211000000.0
LiabilitiesAndStockholdersEquity / USD,26562000000.0,26562000000.0,26562000000.0,26562000000.0,26125000000.0,26125000000.0,26125000000.0,26125000000.0,25622000000.0,25622000000.0,25622000000.0,25622000000.0,26211000000.0,25622000000.0,25622000000.0,26211000000.0,26211000000.0,14228000000.0,14228000000.0,14228000000.0,14228000000.0,13995000000.0,13995000000.0,13995000000.0,13995000000.0,14957000000.0,14957000000.0,14957000000.0,14957000000.0,16755000000.0,16755000000.0,16755000000.0,16755000000.0,15441000000.0,15441000000.0,15441000000.0,15441000000.0,15512000000.0,15512000000.0,15512000000.0,15512000000.0,15401000000.0,15401000000.0,15401000000.0,15401000000.0,16522000000.0,16522000000.0,16522000000.0
LiabilitiesCurrent / USD,2142000000.0,2142000000.0,2142000000.0,2142000000.0,2257000000.0,2257000000.0,2257000000.0,2257000000.0,2443000000.0,2443000000.0,2443000000.0,2443000000.0,2684000000.0,2465000000.0,2465000000.0,2684000000.0,2684000000.0,2462000000.0,2462000000.0,2462000000.0,2462000000.0,2615000000.0,2615000000.0,2615000000.0,2615000000.0,2871000000.0,2871000000.0,2871000000.0,2871000000.0,2431000000.0,2431000000.0,2431000000.0,2431000000.0,3019000000.0,3019000000.0,3019000000.0,3019000000.0,3372000000.0,3372000000.0,3372000000.0,3372000000.0,3722000000.0,3722000000.0,3722000000.0,3722000000.0,4700000000.0,4700000000.0,4700000000.0
LongTermDebtAndCapitalLeaseObligations / USD,11751000000.0,11751000000.0,11751000000.0,11751000000.0,10803000000.0,10803000000.0,10803000000.0,10803000000.0,9857000000.0,9857000000.0,9857000000.0,9857000000.0,6583000000.0,5887000000.0,5887000000.0,6583000000.0,6583000000.0,6556000000.0,6556000000.0,6556000000.0,6556000000.0,7266000000.0,7266000000.0,7266000000.0,7266000000.0,7956000000.0,7956000000.0,7956000000.0,7956000000.0,10431000000.0,10431000000.0,10431000000.0,10431000000.0,8712000000.0,8712000000.0,8712000000.0,8712000000.0,8708000000.0,8708000000.0,8708000000.0,8708000000.0,9157000000.0,9157000000.0,9157000000.0,9157000000.0,10616000000.0,10616000000.0,10616000000.0
LongTermDebtAndCapitalLeaseObligationsCurrent / USD,4000000.0,4000000.0,4000000.0,4000000.0,10000000.0,10000000.0,10000000.0,10000000.0,94000000.0,94000000.0,94000000.0,94000000.0,33000000.0,7000000.0,7000000.0,33000000.0,33000000.0,46000000.0,46000000.0,46000000.0,46000000.0,16000000.0,16000000.0,16000000.0,16000000.0,37000000.0,37000000.0,37000000.0,37000000.0,56000000.0,56000000.0,56000000.0,56000000.0,54000000.0,54000000.0,54000000.0,54000000.0,39000000.0,39000000.0,39000000.0,39000000.0,39000000.0,39000000.0,39000000.0,39000000.0,535000000.0,535000000.0,535000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,7652000000.0,7558000000.0,7224000000.0,6842000000.0,6681000000.0,6515000000.0,6167000000.0,1796000000.0,,,,,,,,,,6410000000.0,7591000000.0,,,,,,6750000000.0,6746000000.0,7753000000.0,7755000000.0,8235000000.0,,,,5564000000.0,,,,4947000000.0,,,,6546000000.0,,,,8180000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,34000000.0,61000000.0,34000000.0,136000000.0,,,,227000000.0,,,,,,,,,,41000000.0,,,,,,,37000000.0,,,49000000.0,56000000.0,29000000.0,,,54000000.0,,,,39000000.0,,,,39000000.0,,,,535000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,4068000000.0,4110000000.0,4097000000.0,59000000.0,485000000.0,481000000.0,481000000.0,4282000000.0,,,,,,,,,,59000000.0,19000000.0,,,,,,1217000000.0,2712000000.0,2712000000.0,,524000000.0,,,,2660000000.0,,,,617000000.0,,,,1514000000.0,,,,1362000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,96000000.0,139000000.0,164000000.0,4083000000.0,3564000000.0,3563000000.0,3562000000.0,481000000.0,,,,,,,,,,59000000.0,18000000.0,,,,,,20000000.0,21000000.0,21000000.0,2713000000.0,1713000000.0,523000000.0,,,523000000.0,,,,2658000000.0,,,,613000000.0,,,,512000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,622000000.0,363000000.0,433000000.0,355000000.0,359000000.0,349000000.0,348000000.0,3493000000.0,,,,,,,,,,58000000.0,17000000.0,,,,,,22000000.0,23000000.0,25000000.0,22000000.0,23000000.0,1212000000.0,,,26000000.0,,,,526000000.0,,,,26000000.0,,,,616000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,69000000.0,109000000.0,136000000.0,238000000.0,245000000.0,213000000.0,229000000.0,285000000.0,,,,,,,,,,56000000.0,16000000.0,,,,,,30000000.0,33000000.0,41000000.0,28000000.0,29000000.0,22000000.0,,,26000000.0,,,,33000000.0,,,,529000000.0,,,,31000000.0,,,
MinorityInterest / USD,-87000000.0,-87000000.0,-87000000.0,-87000000.0,-38000000.0,-38000000.0,-38000000.0,-38000000.0,-34000000.0,-34000000.0,-34000000.0,-34000000.0,-50000000.0,-34000000.0,-34000000.0,-50000000.0,-50000000.0,3000000.0,3000000.0,3000000.0,3000000.0,7000000.0,7000000.0,7000000.0,7000000.0,10000000.0,10000000.0,10000000.0,10000000.0,4000000.0,4000000.0,4000000.0,4000000.0,2000000.0,2000000.0,2000000.0,2000000.0,4000000.0,4000000.0,4000000.0,4000000.0,13000000.0,13000000.0,13000000.0,13000000.0,21000000.0,21000000.0,21000000.0
MultiemployerPlanPensionSignificantAccumulatedBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303000000.0,,,,301000000.0,,,
MultiemployerPlanPensionSignificantPlanAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294000000.0,,,,303000000.0,,,
NetCashProvidedByUsedInFinancingActivities / USD,-77000000.0,-534000000.0,-789000000.0,-576000000.0,-232000000.0,-441000000.0,-743000000.0,-1863000000.0,-761000000.0,-952000000.0,-1427000000.0,-1075000000.0,-116000000.0,-1075000000.0,-1075000000.0,-355000000.0,-1753000000.0,-716000000.0,-1061000000.0,-1396000000.0,-44000000.0,-211000000.0,-616000000.0,-790000000.0,-1724000000.0,-343000000.0,-323000000.0,-808000000.0,-1300000000.0,1100000000.0,2082000000.0,2087000000.0,-1113000000.0,-624000000.0,-1818000000.0,-1814000000.0,2032000000.0,-167000000.0,-679000000.0,-1230000000.0,-1793000000.0,-547000000.0,-1031000000.0,-1744000000.0,-1765000000.0,238000000.0,-506000000.0,-274000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-64000000.0,-183000000.0,-252000000.0,-558000000.0,-73000000.0,-121000000.0,-200000000.0,-382000000.0,465000000.0,258000000.0,515000000.0,-310000000.0,-110000000.0,-310000000.0,-310000000.0,-346000000.0,414000000.0,-37000000.0,-65000000.0,-95000000.0,-423000000.0,-26000000.0,-75000000.0,-80000000.0,-147000000.0,-44000000.0,-95000000.0,-47000000.0,-131000000.0,-47000000.0,-76000000.0,-89000000.0,-123000000.0,-16000000.0,-14000000.0,-34000000.0,-107000000.0,-26000000.0,-94000000.0,-98000000.0,-57000000.0,-85000000.0,-154000000.0,-228000000.0,-123000000.0,-27000000.0,-318000000.0,-367000000.0
NetCashProvidedByUsedInOperatingActivities / USD,172000000.0,638000000.0,1024000000.0,1110000000.0,147000000.0,512000000.0,899000000.0,2101000000.0,286000000.0,648000000.0,991000000.0,1307000000.0,339000000.0,1307000000.0,1307000000.0,969000000.0,1446000000.0,50000000.0,344000000.0,595000000.0,1310000000.0,243000000.0,532000000.0,914000000.0,849000000.0,364000000.0,650000000.0,1182000000.0,1255000000.0,129000000.0,946000000.0,846000000.0,1384000000.0,-171000000.0,-300000000.0,-22000000.0,708000000.0,195000000.0,528000000.0,1199000000.0,109000000.0,330000000.0,794000000.0,1481000000.0,1681000000.0,346000000.0,767000000.0,1431000000.0
NetIncomeLoss / USD,34000000.0,189000000.0,389000000.0,352000000.0,123000000.0,332000000.0,515000000.0,415000000.0,150000000.0,311000000.0,590000000.0,673000000.0,309000000.0,673000000.0,673000000.0,735000000.0,1404000000.0,47000000.0,197000000.0,355000000.0,338000000.0,161000000.0,378000000.0,540000000.0,1084000000.0,158000000.0,418000000.0,706000000.0,764000000.0,18000000.0,-412000000.0,-491000000.0,881000000.0,-108000000.0,22000000.0,263000000.0,-715000000.0,212000000.0,580000000.0,927000000.0,410000000.0,206000000.0,617000000.0,994000000.0,1255000000.0,265000000.0,686000000.0,1030000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,4000000.0,6000000.0,9000000.0,7000000.0,1000000.0,4000000.0,8000000.0,45000000.0,0.0,6000000.0,10000000.0,9000000.0,1000000.0,9000000.0,9000000.0,11000000.0,12000000.0,1000000.0,2000000.0,-4000000.0,-16000000.0,-2000000.0,-2000000.0,-4000000.0,-5000000.0,-1000000.0,-2000000.0,-4000000.0,-5000000.0,0.0,2000000.0,-4000000.0,5000000.0,-1000000.0,-3000000.0,-4000000.0,-5000000.0,-1000000.0,-2000000.0,-3000000.0,-3000000.0,3000000.0,5000000.0,7000000.0,2000000.0,3000000.0,4000000.0,4000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,,,,,,,,,,,,,,,47000000.0,197000000.0,355000000.0,,161000000.0,378000000.0,540000000.0,1084000000.0,158000000.0,418000000.0,706000000.0,764000000.0,18000000.0,-412000000.0,-491000000.0,881000000.0,-108000000.0,22000000.0,263000000.0,-715000000.0,212000000.0,580000000.0,927000000.0,410000000.0,206000000.0,617000000.0,994000000.0,1255000000.0,265000000.0,686000000.0,1030000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,,,,,,,,,,,,,,47000000.0,197000000.0,355000000.0,,161000000.0,378000000.0,540000000.0,1084000000.0,158000000.0,418000000.0,706000000.0,764000000.0,18000000.0,-412000000.0,-491000000.0,881000000.0,-108000000.0,22000000.0,263000000.0,-715000000.0,212000000.0,580000000.0,927000000.0,410000000.0,206000000.0,617000000.0,994000000.0,1255000000.0,265000000.0,686000000.0,1030000000.0
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622000000.0,1001000000.0,1257000000.0,268000000.0,691000000.0,1036000000.0
NumberOfOperatingSegments / Segment,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
OperatingIncomeLoss / USD,252000000.0,656000000.0,1013000000.0,1100000000.0,338000000.0,773000000.0,1218000000.0,1102000000.0,490000000.0,917000000.0,1580000000.0,1673000000.0,170000000.0,703000000.0,703000000.0,708000000.0,900000000.0,217000000.0,541000000.0,873000000.0,868000000.0,279000000.0,685000000.0,1070000000.0,1132000000.0,312000000.0,790000000.0,1309000000.0,1432000000.0,68000000.0,-234000000.0,-223000000.0,1657000000.0,21000000.0,245000000.0,677000000.0,-418000000.0,369000000.0,967000000.0,1590000000.0,1010000000.0,498000000.0,1172000000.0,1825000000.0,2094000000.0,533000000.0,1258000000.0,1881000000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,37000000.0,73000000.0,108000000.0,144000000.0,37000000.0,,,144000000.0,,,,144000000.0,,,,129000000.0,,,,125000000.0,,,,113000000.0,,,
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,1234000000.0,1197000000.0,1132000000.0,1170000000.0,1112000000.0,1088000000.0,1123000000.0,1141000000.0,1127000000.0,,,1010000000.0,,,,944000000.0,,,,924000000.0,,,,852000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,131000000.0,131000000.0,128000000.0,0.0,133000000.0,,,,,,,170000000.0,,,,140000000.0,,,,112000000.0,,,,116000000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1037000000.0,1037000000.0,1037000000.0,1037000000.0,971000000.0,971000000.0,971000000.0,971000000.0,870000000.0,870000000.0,870000000.0,870000000.0,832000000.0,832000000.0,832000000.0,832000000.0,808000000.0,808000000.0,808000000.0,808000000.0,735000000.0,735000000.0,735000000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,,48000000.0,90000000.0,130000000.0,187000000.0,48000000.0,,,187000000.0,,,,187000000.0,,,,149000000.0,,,,187000000.0,,,,157000000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,867000000.0,867000000.0,867000000.0,867000000.0,772000000.0,772000000.0,772000000.0,772000000.0,694000000.0,694000000.0,694000000.0,694000000.0,662000000.0,662000000.0,662000000.0,662000000.0,618000000.0,618000000.0,618000000.0,618000000.0,567000000.0,567000000.0,567000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / Rate,,,,,,,,,,,,,,,,,,,,,,0.0374,0.0374,0.0375,0.0376,0.0376,,,0.0376,,,,0.0382,,,,0.0387,,,,0.0422,,,,0.0433,,,
OperatingLossCarryforwardsValuationAllowance / USD,,,,,,,,,,,,385000000.0,,385000000.0,385000000.0,,384000000.0,,,,379000000.0,,,,376000000.0,,,,451000000.0,,,,488000000.0,,,,494000000.0,,,,498000000.0,,,,462000000.0,,,
OtherAccruedLiabilitiesCurrent / USD,,,,552000000.0,,,,505000000.0,,,,539000000.0,,390000000.0,390000000.0,,404000000.0,,,,443000000.0,,,,535000000.0,,,,618000000.0,,,,436000000.0,,,,556000000.0,,,,669000000.0,,,,715000000.0,,,
OtherAssetsCurrent / USD,104000000.0,104000000.0,104000000.0,29000000.0,70000000.0,70000000.0,70000000.0,90000000.0,38000000.0,38000000.0,38000000.0,38000000.0,39000000.0,35000000.0,35000000.0,39000000.0,39000000.0,169000000.0,169000000.0,169000000.0,169000000.0,189000000.0,189000000.0,189000000.0,189000000.0,72000000.0,72000000.0,72000000.0,72000000.0,98000000.0,98000000.0,98000000.0,98000000.0,202000000.0,202000000.0,202000000.0,202000000.0,152000000.0,152000000.0,152000000.0,152000000.0,121000000.0,121000000.0,121000000.0,121000000.0,120000000.0,120000000.0,120000000.0
OtherAssetsNoncurrent / USD,403000000.0,403000000.0,403000000.0,403000000.0,356000000.0,356000000.0,356000000.0,356000000.0,274000000.0,274000000.0,274000000.0,274000000.0,408000000.0,332000000.0,332000000.0,408000000.0,408000000.0,291000000.0,291000000.0,291000000.0,291000000.0,239000000.0,239000000.0,239000000.0,239000000.0,280000000.0,280000000.0,280000000.0,280000000.0,323000000.0,323000000.0,323000000.0,323000000.0,452000000.0,452000000.0,452000000.0,452000000.0,576000000.0,576000000.0,576000000.0,576000000.0,512000000.0,512000000.0,512000000.0,512000000.0,500000000.0,500000000.0,500000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,,,-4000000.0,-2000000.0,28000000.0,41000000.0,47000000.0,13000000.0,-15000000.0,-40000000.0,-48000000.0,22000000.0,-36000000.0,-40000000.0,-39000000.0,-45000000.0,7000000.0,11000000.0,11000000.0,-38000000.0,60000000.0,87000000.0,137000000.0,31000000.0,-14000000.0,0.0,4000000.0,130000000.0,7000000.0,2000000.0,-30000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax / USD,,,,,,,,,,,,,,,,,,,,-2000000.0,-2000000.0,10000000.0,14000000.0,,,,,,,13000000.0,14000000.0,13000000.0,,-2000000.0,-4000000.0,-4000000.0,,-20000000.0,-29000000.0,-46000000.0,,4000000.0,0.0,-1000000.0,,-2000000.0,-1000000.0,10000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000000.0,,,,-45000000.0,,,,-38000000.0,,,,-31000000.0,,,,-130000000.0,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationTax / USD,,,,,,,,,,,,,,,,,,,,,,,,-16000000.0,-7000000.0,5000000.0,13000000.0,16000000.0,-8000000.0,,,,15000000.0,,,,13000000.0,,,,-10000000.0,,,,-44000000.0,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,-163000000.0,-181000000.0,-7000000.0,138000000.0,28000000.0,81000000.0,-131000000.0,94000000.0,-234000000.0,-42000000.0,-157000000.0,-299000000.0,13000000.0,-299000000.0,-299000000.0,-42000000.0,-134000000.0,20000000.0,73000000.0,117000000.0,-159000000.0,32000000.0,-45000000.0,-56000000.0,162000000.0,-3000000.0,12000000.0,-23000000.0,-70000000.0,-24000000.0,-4000000.0,21000000.0,-4000000.0,-29000000.0,-21000000.0,-26000000.0,38000000.0,-2000000.0,-25000000.0,-47000000.0,-29000000.0,-6000000.0,-2000000.0,-33000000.0,-8000000.0,-27000000.0,-39000000.0,15000000.0
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax / USD,124000000.0,155000000.0,-24000000.0,-102000000.0,-36000000.0,-102000000.0,-7000000.0,-39000000.0,91000000.0,-30000000.0,49000000.0,73000000.0,3000000.0,73000000.0,73000000.0,14000000.0,8000000.0,-1000000.0,-1000000.0,-1000000.0,-19000000.0,-1000000.0,-1000000.0,0.0,32000000.0,-8000000.0,1000000.0,8000000.0,6000000.0,8000000.0,9000000.0,-2000000.0,-8000000.0,-3000000.0,-2000000.0,-4000000.0,-24000000.0,0.0,6000000.0,18000000.0,6000000.0,-3000000.0,-1000000.0,-3000000.0,22000000.0,4000000.0,3000000.0,3000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,-159000000.0,-169000000.0,3000000.0,97000000.0,26000000.0,76000000.0,-132000000.0,160000000.0,-240000000.0,-45000000.0,-165000000.0,-353000000.0,8000000.0,-353000000.0,-353000000.0,-43000000.0,-156000000.0,19000000.0,70000000.0,117000000.0,-218000000.0,61000000.0,-1000000.0,-5000000.0,197000000.0,-16000000.0,-24000000.0,-66000000.0,-57000000.0,-59000000.0,-41000000.0,-13000000.0,-58000000.0,-20000000.0,-6000000.0,-9000000.0,-20000000.0,59000000.0,65000000.0,94000000.0,82000000.0,-18000000.0,2000000.0,-23000000.0,73000000.0,-18000000.0,-33000000.0,-9000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,-4000000.0,-12000000.0,-10000000.0,41000000.0,-1000000.0,-4000000.0,-3000000.0,-60000000.0,-1000000.0,-2000000.0,-3000000.0,45000000.0,-1000000.0,45000000.0,45000000.0,-2000000.0,15000000.0,-1000000.0,-4000000.0,-4000000.0,57000000.0,-1000000.0,-3000000.0,-4000000.0,-22000000.0,-2000000.0,-4000000.0,-5000000.0,9000000.0,-1000000.0,-3000000.0,-5000000.0,9000000.0,-2000000.0,-4000000.0,-6000000.0,20000000.0,-1000000.0,-3000000.0,-4000000.0,-80000000.0,-2000000.0,-4000000.0,-6000000.0,49000000.0,-2000000.0,-4000000.0,-6000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax / USD,-2000000.0,-7000000.0,6000000.0,23000000.0,0.0,-1000000.0,-3000000.0,-37000000.0,-1000000.0,-1000000.0,-2000000.0,-27000000.0,-1000000.0,27000000.0,27000000.0,-2000000.0,-10000000.0,1000000.0,1000000.0,2000000.0,2000000.0,0.0,1000000.0,,,,,,,,-1000000.0,-2000000.0,3000000.0,1000000.0,-1000000.0,-2000000.0,7000000.0,0.0,-1000000.0,-1000000.0,-27000000.0,-1000000.0,-1000000.0,-2000000.0,18000000.0,-1000000.0,-1000000.0,-2000000.0
OtherExpenses / USD,,,,,,,,,,,,,18000000.0,58000000.0,58000000.0,39000000.0,49000000.0,23000000.0,34000000.0,41000000.0,66000000.0,14000000.0,26000000.0,36000000.0,56000000.0,20000000.0,35000000.0,46000000.0,51000000.0,14000000.0,27000000.0,48000000.0,72000000.0,10000000.0,19000000.0,31000000.0,60000000.0,11000000.0,22000000.0,35000000.0,45000000.0,21000000.0,54000000.0,80000000.0,60000000.0,30000000.0,67000000.0,93000000.0
OtherLiabilitiesNoncurrent / USD,1149000000.0,1149000000.0,1149000000.0,1149000000.0,1168000000.0,1168000000.0,1168000000.0,1168000000.0,1282000000.0,1282000000.0,1282000000.0,1282000000.0,1492000000.0,1265000000.0,1265000000.0,1492000000.0,1492000000.0,920000000.0,920000000.0,920000000.0,920000000.0,863000000.0,863000000.0,863000000.0,863000000.0,883000000.0,883000000.0,883000000.0,883000000.0,989000000.0,989000000.0,989000000.0,989000000.0,746000000.0,746000000.0,746000000.0,746000000.0,692000000.0,692000000.0,692000000.0,692000000.0,998000000.0,998000000.0,998000000.0,998000000.0,941000000.0,941000000.0,941000000.0
OtherNonoperatingIncomeExpense / USD,7000000.0,6000000.0,5000000.0,15000000.0,3000000.0,14000000.0,38000000.0,7000000.0,-25000000.0,-7000000.0,-6000000.0,37000000.0,,20000000.0,20000000.0,5000000.0,51000000.0,2000000.0,9000000.0,16000000.0,22000000.0,14000000.0,13000000.0,26000000.0,29000000.0,4000000.0,-8000000.0,-8000000.0,28000000.0,0.0,-23000000.0,-20000000.0,3000000.0,5000000.0,10000000.0,16000000.0,-2000000.0,16000000.0,22000000.0,32000000.0,23000000.0,12000000.0,23000000.0,38000000.0,50000000.0,-36000000.0,-28000000.0,-17000000.0
OtherOperatingActivitiesCashFlowStatement / USD,-51000000.0,74000000.0,121000000.0,57000000.0,-67000000.0,-72000000.0,-11000000.0,-21000000.0,-2000000.0,-3000000.0,16000000.0,47000000.0,-146000000.0,-9000000.0,-9000000.0,-235000000.0,-120000000.0,-96000000.0,5000000.0,35000000.0,-311000000.0,25000000.0,-15000000.0,51000000.0,5000000.0,121000000.0,-45000000.0,112000000.0,0.0,-98000000.0,223000000.0,131000000.0,4000000.0,-75000000.0,-371000000.0,-436000000.0,13000000.0,-91000000.0,-188000000.0,-77000000.0,-78000000.0,74000000.0,63000000.0,-46000000.0,-81000000.0,-78000000.0,-231000000.0,-140000000.0
OtherSundryLiabilitiesNoncurrent / USD,,,,74000000.0,,,,85000000.0,,,,124000000.0,,112000000.0,112000000.0,,107000000.0,,,,79000000.0,,,,64000000.0,,,,84000000.0,,,,141000000.0,,,,74000000.0,,,,66000000.0,,,,79000000.0,,,
PaymentsForProceedsFromDerivativeInstrumentInvestingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000.0,3000000.0,-12000000.0,-42000000.0,-65000000.0,5000000.0,12000000.0,26000000.0,28000000.0,-79000000.0,0.0,1000000.0,0.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,,,,,,,,,,,-48000000.0,6000000.0,-48000000.0,-48000000.0,29000000.0,-20000000.0,19000000.0,18000000.0,21000000.0,28000000.0,1000000.0,9000000.0,16000000.0,21000000.0,2000000.0,5000000.0,22000000.0,22000000.0,18000000.0,13000000.0,13000000.0,38000000.0,5000000.0,-11000000.0,-27000000.0,9000000.0,4000000.0,3000000.0,2000000.0,-24000000.0,,,,3000000.0,,,
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,70000000.0,352000000.0,625000000.0,0.0,110000000.0,1439000000.0,1561000000.0,891000000.0,296000000.0,653000000.0,1086000000.0,1721000000.0,296000000.0,296000000.0,296000000.0,1538000000.0,0.0,0.0,0.0,296000000.0,121000000.0,586000000.0,1092000000.0,0.0,450000000.0,920000000.0,1595000000.0,1590000000.0,666000000.0,1402000000.0,2127000000.0
PaymentsOfDebtIssuanceCosts / USD,0.0,0.0,9000000.0,0.0,2000000.0,2000000.0,9000000.0,180000000.0,,,0.0,9000000.0,,9000000.0,9000000.0,,,,,,,,21000000.0,21000000.0,,,27000000.0,29000000.0,,,,,,,,,,0.0,0.0,0.0,76000000.0,9000000.0,9000000.0,9000000.0,0.0,13000000.0,16000000.0,30000000.0
PaymentsOfDividends / USD,,,,,,,0.0,0.0,0.0,0.0,69000000.0,0.0,69000000.0,0.0,0.0,207000000.0,138000000.0,49000000.0,98000000.0,147000000.0,277000000.0,47000000.0,92000000.0,137000000.0,195000000.0,44000000.0,87000000.0,130000000.0,181000000.0,42000000.0,42000000.0,42000000.0,172000000.0,,0.0,0.0,42000000.0,0.0,41000000.0,82000000.0,0.0,41000000.0,81000000.0,120000000.0,123000000.0,39000000.0,76000000.0,113000000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,13000000.0,0.0,0.0,13000000.0,31000000.0,28000000.0,28000000.0,28000000.0,15000000.0,40000000.0,,,,,,,,,,,44000000.0,46000000.0,48000000.0,48000000.0,58000000.0,55000000.0,56000000.0,56000000.0,49000000.0,51000000.0,52000000.0,53000000.0,58000000.0,69000000.0,70000000.0,72000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,30000000.0,30000000.0,0.0,0.0,0.0,0.0,30000000.0,1298000000.0,1410000000.0,1410000000.0,0.0,,0.0,0.0,,1402000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,236000000.0,236000000.0
PaymentsToAcquireInterestInSubsidiariesAndAffiliates / USD,1000000.0,3000000.0,4000000.0,3000000.0,2000000.0,5000000.0,6000000.0,4000000.0,,5000000.0,5000000.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,20000000.0,51000000.0,53000000.0,0.0,2000000.0,4000000.0,15000000.0,53000000.0,1000000.0,2000000.0,5000000.0
