fact_unit,2009-08-20,2009-11-19,2010-03-18,2010-05-21,2010-08-30,2010-12-07,2011-03-16,2011-05-27,2011-08-25,2011-11-22,2012-03-13,2012-05-23,2012-08-22,2012-11-19,2013-03-12,2013-05-22,2013-08-21,2013-11-19,2014-03-13,2014-05-21,2014-08-20,2014-11-19,2015-03-12,2015-05-20,2015-08-19,2015-11-18,2016-03-17,2016-05-25,2016-08-23,2016-11-22,2017-03-01,2017-05-23,2017-08-23,2017-11-21,2018-02-28,2018-05-22,2018-08-16,2018-11-15,2019-02-21,2019-05-16,2019-08-15,2019-11-14,2020-02-20,2020-05-21,2020-08-19,2020-11-18,2021-02-26,2021-05-26,2021-08-20,2021-11-22,2022-03-18,2022-05-27,2022-08-31,2022-11-18,2023-02-24,2023-05-26,2023-08-28,2023-11-21,2024-02-21,2024-05-29,2024-08-28,2024-11-20,2025-02-26,2025-05-28,2025-08-27,2025-11-19
AccountsPayableCurrent / USD,218864000.0,218864000.0,218864000.0,344527000.0,344527000.0,344527000.0,344527000.0,286138000.0,286138000.0,286138000.0,286138000.0,335072000.0,335072000.0,335072000.0,335072000.0,356428000.0,356428000.0,356428000.0,356428000.0,324391000.0,324391000.0,324391000.0,324391000.0,293000000.0,293000000.0,293000000.0,293000000.0,296000000.0,296000000.0,296000000.0,296000000.0,485000000.0,485000000.0,485000000.0,485000000.0,596000000.0,596000000.0,596000000.0,596000000.0,511000000.0,511000000.0,511000000.0,511000000.0,687000000.0,687000000.0,687000000.0,687000000.0,1201000000.0,1201000000.0,1201000000.0,1149000000.0,1783000000.0,1783000000.0,1783000000.0,1783000000.0,1193000000.0,1193000000.0,1193000000.0,1193000000.0,2699000000.0,2699000000.0,2699000000.0,2699000000.0,6310000000.0,6310000000.0,6310000000.0
AccountsReceivableNetCurrent / USD,318435000.0,318435000.0,318435000.0,374963000.0,374963000.0,374963000.0,374963000.0,348770000.0,348770000.0,348770000.0,348770000.0,336143000.0,336143000.0,336143000.0,336143000.0,454252000.0,454252000.0,454252000.0,454252000.0,426357000.0,426357000.0,426357000.0,426357000.0,474000000.0,474000000.0,474000000.0,474000000.0,505000000.0,505000000.0,505000000.0,505000000.0,826000000.0,826000000.0,826000000.0,826000000.0,1265000000.0,1265000000.0,1265000000.0,1265000000.0,1424000000.0,1424000000.0,1424000000.0,1424000000.0,1657000000.0,1657000000.0,1657000000.0,1657000000.0,2429000000.0,2429000000.0,2429000000.0,2429000000.0,4650000000.0,4650000000.0,4650000000.0,4650000000.0,3827000000.0,3827000000.0,3827000000.0,3827000000.0,9999000000.0,9999000000.0,9999000000.0,9999000000.0,23065000000.0,23065000000.0,23065000000.0
AccruedIncomeTaxesNoncurrent / USD,,,,,53397000.0,53397000.0,53397000.0,57590000.0,57590000.0,57590000.0,57590000.0,63007000.0,63007000.0,63007000.0,63007000.0,115267000.0,115267000.0,115267000.0,115267000.0,119977000.0,119977000.0,119977000.0,119977000.0,121000000.0,121000000.0,121000000.0,121000000.0,78000000.0,78000000.0,78000000.0,78000000.0,96000000.0,96000000.0,96000000.0,96000000.0,559000000.0,559000000.0,559000000.0,559000000.0,513000000.0,513000000.0,513000000.0,513000000.0,528000000.0,528000000.0,528000000.0,528000000.0,836000000.0,836000000.0,836000000.0,836000000.0,980000000.0,980000000.0,980000000.0,980000000.0,1204000000.0,1204000000.0,1204000000.0,1204000000.0,1361000000.0,1361000000.0,1361000000.0,1361000000.0,2188000000.0,2188000000.0,2188000000.0
AccruedLiabilitiesCurrent / USD,559727000.0,559727000.0,559727000.0,439851000.0,439851000.0,439851000.0,439851000.0,656544000.0,656544000.0,656544000.0,656544000.0,594886000.0,594886000.0,594886000.0,594886000.0,619795000.0,619795000.0,619795000.0,619795000.0,621105000.0,621105000.0,621105000.0,621105000.0,603000000.0,603000000.0,603000000.0,603000000.0,642000000.0,642000000.0,642000000.0,642000000.0,507000000.0,507000000.0,507000000.0,507000000.0,542000000.0,542000000.0,542000000.0,542000000.0,818000000.0,818000000.0,818000000.0,818000000.0,1097000000.0,1097000000.0,1097000000.0,1097000000.0,1725000000.0,1725000000.0,1725000000.0,1777000000.0,2552000000.0,2552000000.0,2552000000.0,2552000000.0,4120000000.0,4120000000.0,4120000000.0,4120000000.0,6682000000.0,6682000000.0,6682000000.0,6682000000.0,11737000000.0,11737000000.0,11737000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,516625000.0,,,,-625082000.0,,,,596456000.0,,,,712638000.0,,,,700080000.0,,,,622000000.0,,,,634000000.0,,,,670000000.0,,,,740000000.0,,,,767000000.0,,,,1011000000.0,,,,1408000000.0,,,,1903000000.0,,,,2694000000.0,,,,3509000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,3865000.0,3865000.0,3865000.0,12172000.0,12172000.0,12172000.0,12172000.0,10272000.0,10272000.0,10272000.0,10272000.0,10614000.0,10614000.0,10614000.0,10614000.0,9981000.0,9981000.0,9981000.0,9981000.0,4877000.0,4877000.0,4877000.0,4877000.0,8000000.0,8000000.0,8000000.0,8000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-16000000.0,-16000000.0,-16000000.0,-16000000.0,-18000000.0,-18000000.0,-18000000.0,-18000000.0,-12000000.0,-12000000.0,-12000000.0,-12000000.0,1000000.0,1000000.0,1000000.0,1000000.0,19000000.0,19000000.0,19000000.0,19000000.0,-11000000.0,-11000000.0,-11000000.0,-11000000.0,-43000000.0,-43000000.0,-43000000.0,-43000000.0,27000000.0,27000000.0,27000000.0,27000000.0,28000000.0,28000000.0,28000000.0
AdditionalPaidInCapital / USD,1889257000.0,1889257000.0,1889257000.0,2219401000.0,2219401000.0,2219401000.0,2219401000.0,2500577000.0,2500577000.0,2500577000.0,2500577000.0,2900896000.0,2900896000.0,2900896000.0,2900896000.0,3193623000.0,3193623000.0,3193623000.0,3193623000.0,3483342000.0,3483342000.0,3483342000.0,3483342000.0,3855000000.0,3855000000.0,3855000000.0,3855000000.0,4170000000.0,4170000000.0,4170000000.0,4170000000.0,4708000000.0,4708000000.0,4708000000.0,4708000000.0,5351000000.0,5351000000.0,5351000000.0,5351000000.0,6051000000.0,6051000000.0,6051000000.0,6051000000.0,7045000000.0,7045000000.0,7045000000.0,7045000000.0,8721000000.0,8719000000.0,8719000000.0,8719000000.0,10385000000.0,10385000000.0,10385000000.0,10385000000.0,11971000000.0,11971000000.0,11971000000.0,11971000000.0,13132000000.0,13109000000.0,13109000000.0,13109000000.0,11237000000.0,11237000000.0,11237000000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,-16124000.0,,,,16124000.0,,,,17512000.0,,,,-25805000.0,,,,28000000.0,,,,43000000.0,,,,66000000.0,,,,177000000.0,450000000.0,515000000.0,982000000.0,612000000.0,211000000.0,261000000.0,463000000.0,1032000000.0,222000000.0,418000000.0,716000000.0,551000000.0,486000000.0,848000000.0,1282000000.0,942000000.0,538000000.0,837000000.0,1131000000.0,1904000000.0,507000000.0,1179000000.0,1942000000.0,1475000000.0,1752000000.0,3389000000.0,5068000000.0
AdjustmentsToAdditionalPaidInCapitalMarkToMarket / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000000.0,22000000.0,28000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248000000.0,129000000.0,260000000.0,404000000.0,391000000.0,183000000.0,409000000.0,627000000.0,561000000.0,221000000.0,603000000.0,980000000.0,845000000.0,433000000.0,898000000.0,1451000000.0,1396000000.0,573000000.0,1217000000.0,1965000000.0,2001000000.0,743000000.0,1591000000.0,2574000000.0,2710000000.0,1019000000.0,2181000000.0,3432000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,104588000.0,,,,101996000.0,,,,136498000.0,,,,137101000.0,,,,136000000.0,,,,158000000.0,,,,206000000.0,,,,247000000.0,,,,391000000.0,,,,557000000.0,,,,844000000.0,429000000.0,894000000.0,1453000000.0,1397000000.0,578000000.0,1227000000.0,1971000000.0,2004000000.0,735000000.0,1576000000.0,2555000000.0,2710000000.0,1011000000.0,2164000000.0,3416000000.0
