fact_unit,2011-01-07,2011-04-08,2011-06-30,2011-10-27,2012-01-09,2012-04-06,2012-07-03,2012-10-25,2013-01-08,2013-04-05,2013-07-02,2013-10-28,2014-01-09,2014-04-07,2014-06-30,2014-10-21,2015-01-09,2015-04-07,2015-06-22,2015-10-16,2016-01-06,2016-04-05,2016-06-30,2016-10-20,2017-01-09,2017-04-05,2017-06-30,2017-10-19,2018-01-04,2018-04-05,2018-06-28,2018-10-19,2019-01-09,2019-04-04,2019-06-28,2019-10-22,2020-01-03,2020-04-01,2020-06-29,2020-10-22,2021-01-08,2021-04-02,2021-07-02,2021-10-22,2022-01-07,2022-04-01,2022-07-01,2022-10-25,2023-01-06,2023-04-05,2023-06-30,2023-10-20,2024-01-09,2024-04-05,2024-07-09,2024-10-28,2025-01-10,2025-04-08,2025-06-30,2025-10-17
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1929000000.0,1929000000.0,1929000000.0,1929000000.0,,,,
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,,,,,,,,,72500000.0,,,,72500000.0,,,,90300000.0,,,,242200000.0,,,,253600000.0,,,,235200000.0,,,,422000000.0,,,,703000000.0,,,,472000000.0,,,,357000000.0,,,,122000000.0
CapitalizedContractCostAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15500000.0,19900000.0,29700000.0,48600000.0,,,,48600000.0,,,,49000000.0,,,,57000000.0,,,,58000000.0,,,,74000000.0,,,,91000000.0
CapitalizedContractCostNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33200000.0,51100000.0,74400000.0,67100000.0,,,,67100000.0,,,,85000000.0,,,,133000000.0,,,,175000000.0,,,,203000000.0,,,,141000000.0
CashAndCashEquivalentsAtCarryingValue / USD,876272000.0,876272000.0,876272000.0,772923000.0,744329000.0,744329000.0,744329000.0,876272000.0,888611000.0,888611000.0,888611000.0,744329000.0,1217256000.0,1217256000.0,1217256000.0,888611000.0,1011373000.0,1011373000.0,1011373000.0,1217256000.0,1000249000.0,1000249000.0,1000249000.0,1011373000.0,913963000.0,913963000.0,913963000.0,1000249000.0,912059000.0,912059000.0,912059000.0,913963000.0,1189919000.0,1189919000.0,1189919000.0,912059000.0,1163343000.0,1163343000.0,1163343000.0,1163343000.0,1393557000.0,1393557000.0,1393557000.0,1394000000.0,1567000000.0,1567000000.0,1567000000.0,1567000000.0,1478000000.0,1478000000.0,1478000000.0,1478000000.0,1804000000.0,1804000000.0,1804000000.0,1804000000.0,2201000000.0,2201000000.0,2201000000.0,2201000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257949000.0,1257949000.0,1257949000.0,1189919000.0,1163343000.0,1163343000.0,1163343000.0,1258000000.0,1394000000.0,1394000000.0,1394000000.0,1163000000.0,1567000000.0,1567000000.0,1567000000.0,1394000000.0,1478000000.0,1478000000.0,1478000000.0,1567000000.0,1804000000.0,1804000000.0,1804000000.0,1478000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-453540000.0,-508892000.0,-563863000.0,68030000.0,-443501000.0,-466598000.0,-400006000.0,-95000000.0,-286000000.0,-556000000.0,-153000000.0,231000000.0,-338000000.0,-474000000.0,-497000000.0,173000000.0,-261000000.0,-278000000.0,2000000.0,-89000000.0,-254000000.0,762000000.0,653000000.0,326000000.0
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths / USD,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,,,,,5000000.0,3400000.0,4400000.0,,14500000.0,4700000.0,7900000.0,,-7000000.0,10000000.0,20000000.0,,16000000.0,1000000.0,11000000.0,,5000000.0,2000000.0,3000000.0,-8000000.0,-10000000.0,-1000000.0,-16000000.0,-15000000.0
CommonStockDividendsPerShareDeclared / USD/shares,0.07,0.14,0.21,0.28,0.07,0.14,0.21,0.28,0.08,0.16,0.24,0.28,0.08,0.16,0.24,0.32,0.08,0.16,0.24,0.32,0.08,0.16,0.24,0.32,0.08,0.16,0.24,0.32,0.08,0.16,0.24,0.32,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.08,0.08,0.08
CommonStockParOrStatedValuePerShare / USD/shares,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized / shares,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0
CommonStockSharesIssued / shares,219532908.0,219532908.0,219532908.0,219532908.0,224653990.0,224653990.0,224653990.0,224653990.0,232069203.0,232069203.0,232069203.0,232069203.0,237732562.0,237732562.0,237732562.0,237732562.0,243930983.0,243930983.0,243930983.0,243930983.0,246680008.0,246680008.0,246680008.0,246680008.0,249763699.0,249763699.0,249763699.0,249763699.0,253266684.0,253266684.0,253266684.0,253266684.0,257130145.0,257130145.0,257130145.0,257130145.0,260406796.0,260406796.0,260406796.0,260406796.0,263830270.0,263830270.0,263830270.0,263830270.0,267418092.0,267418092.0,267418092.0,267418092.0,270891715.0,270891715.0,270891715.0,270891715.0,273949811.0,273949811.0,273949811.0,273949811.0,276381151.0,276381151.0,276381151.0,276381151.0
CommonStockSharesOutstanding / shares,210496989.0,210496989.0,210496989.0,210496989.0,203416503.0,203416503.0,203416503.0,203416503.0,206028577.0,206028577.0,206028577.0,206028577.0,203164870.0,203164870.0,203164870.0,203164870.0,194113850.0,194113850.0,194113850.0,194113850.0,192068068.0,192068068.0,192068068.0,192068068.0,,186998472.0,186998472.0,,177727653.0,177727653.0,177727653.0,177727653.0,164588172.0,164588172.0,164588172.0,164588172.0,153520380.0,153520380.0,153520380.0,153520380.0,150330358.0,150330358.0,150330358.0,150330358.0,144496077.0,144496077.0,144496077.0,144496077.0,135493980.0,135493980.0,135493980.0,135493980.0,131294422.0,131294422.0,131294422.0,131294422.0,113744167.0,113744167.0,113744167.0,113744167.0
CommonStockValue / USD,220000.0,220000.0,220000.0,220000.0,225000.0,225000.0,225000.0,225000.0,232000.0,232000.0,232000.0,232000.0,238000.0,238000.0,238000.0,238000.0,244000.0,244000.0,244000.0,244000.0,247000.0,247000.0,247000.0,247000.0,250000.0,250000.0,250000.0,250000.0,253000.0,253000.0,253000.0,253000.0,257000.0,257000.0,257000.0,257000.0,260000.0,260000.0,260000.0,260000.0,264000.0,264000.0,264000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ComprehensiveIncomeNetOfTax / USD,38282000.0,35182000.0,40807000.0,-1269641000.0,119036000.0,201237000.0,334901000.0,93930000.0,57038000.0,184873000.0,226449000.0,453707000.0,112462000.0,206729000.0,236804000.0,306256000.0,130588000.0,92578000.0,274003000.0,346455000.0,34910000.0,36574000.0,100111000.0,247027000.0,123207000.0,192658000.0,220775000.0,146203000.0,74989000.0,139890000.0,139215000.0,265072000.0,60659000.0,133091000.0,114956000.0,223587000.0,111051000.0,197100000.0,203830000.0,12311000.0,48894000.0,16990000.0,-80428000.0,224000000.0,220000000.0,382000000.0,570000000.0,103000000.0,218000000.0,466000000.0,686000000.0,705000000.0,243000000.0,481000000.0,694000000.0,979000000.0,205000000.0,1121000000.0,1249000000.0,843000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,593000.0,585000.0,1241000.0,-819000.0,734000.0,1049000.0,642000.0,1926000.0,909000.0,1456000.0,1734000.0,1895000.0,-263000.0,-707000.0,-1162000.0,1402000.0,143000.0,294000.0,347000.0,-1391000.0,214000.0,535000.0,756000.0,952000.0,30000.0,-467000.0,159000.0,1593000.0,-1326000.0,-1867000.0,-2285000.0,801000.0,124000.0,344000.0,505000.0,-1923000.0,474000.0,727000.0,1277000.0,1211000.0,292000.0,994000.0,1689000.0,2000000.0,1000000.0,1000000.0,2000000.0,3000000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,38875000.0,35767000.0,42048000.0,-1270460000.0,119770000.0,202286000.0,335543000.0,95856000.0,57947000.0,186329000.0,228183000.0,455602000.0,112199000.0,206022000.0,235642000.0,307935000.0,130731000.0,92872000.0,274350000.0,345064000.0,35124000.0,37109000.0,100867000.0,247979000.0,123237000.0,192191000.0,220934000.0,147796000.0,73663000.0,138023000.0,136930000.0,265873000.0,60783000.0,133435000.0,115461000.0,221664000.0,111525000.0,197827000.0,205107000.0,13522000.0,49186000.0,17984000.0,-78739000.0,226000000.0,221000000.0,383000000.0,572000000.0,106000000.0,218000000.0,466000000.0,686000000.0,707000000.0,243000000.0,481000000.0,694000000.0,979000000.0,205000000.0,1121000000.0,1249000000.0,843000000.0
ContractWithCustomerAssetNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,911940000.0,911940000.0,911940000.0,911940000.0,1104700000.0,1104700000.0,1104700000.0,1105000000.0,998000000.0,998000000.0,998000000.0,998000000.0,1196000000.0,1196000000.0,1196000000.0,1196000000.0,1035000000.0,1035000000.0,1035000000.0,1035000000.0,1071000000.0,1071000000.0,1071000000.0,1071000000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017144000.0,709258000.0,583300000.0,690142000.0,0.0,511329000.0,511329000.0,511329000.0,511329000.0,496219000.0,496219000.0,496219000.0,496000000.0,559000000.0,559000000.0,559000000.0,559000000.0,796000000.0,796000000.0,796000000.0,796000000.0,886000000.0,886000000.0,886000000.0,886000000.0,1017000000.0,1017000000.0,1017000000.0,1017000000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267000000.0,350900000.0,404000000.0,101400000.0,267000000.0,350900000.0,404000000.0,101400000.0,201100000.0,260900000.0,308000000.0,170000000.0,233000000.0,306000000.0,365000000.0,98000000.0,196000000.0,269000000.0,312000000.0,139000000.0,254000000.0,353000000.0,539000000.0,161000000.0,275000000.0,391000000.0,507000000.0
CostOfGoodsAndServicesSold / USD,2856480000.0,5638378000.0,8831842000.0,10965723000.0,3771590000.0,7403853000.0,11313165000.0,12405267000.0,3986759000.0,7900769000.0,11822364000.0,15264257000.0,4286423000.0,7936795000.0,11837451000.0,14979754000.0,4008460000.0,7372625000.0,10942550000.0,16037303000.0,4167431000.0,8108935000.0,12091739000.0,14736543000.0,4724442000.0,8728603000.0,12718268000.0,16395978000.0,4673392000.0,8757125000.0,12920267000.0,16825382000.0,5116247000.0,10020215000.0,15058940000.0,17517478000.0,5986625000.0,11598741000.0,17290544000.0,20388624000.0,6951859000.0,12646817000.0,18526311000.0,23369000000.0,7198000000.0,13457000000.0,20104000000.0,25335000000.0,7892000000.0,14836000000.0,22545000000.0,26926000000.0,8892000000.0,16365000000.0,24143000000.0,30846000000.0,7612000000.0,13749000000.0,19906000000.0,31835000000.0
CostOfPropertyRepairsAndMaintenance / USD,,,,70800000.0,,,,81800000.0,,,,113900000.0,,,,115500000.0,,,,153800000.0,,,,158700000.0,,,,205541000.0,,,,197373000.0,,,,234332000.0,,,,266691000.0,,,,288000000.0,,,,334000000.0,,,,381000000.0,,,,395000000.0,,,,431000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,-1439000.0,,,,5845000.0,,,,-8937000.0,,,,2072000.0,,,,4762000.0,,,,3047000.0,,,,1169000.0,,,,-649000.0,,,,2436000.0,,,,69080000.0,,,,-24000000.0,,,,-3000000.0,,,,7000000.0,,,,7000000.0,,,,1000000.0
CurrentForeignTaxExpenseBenefit / USD,,,,59509000.0,,,,66285000.0,,,,102826000.0,,,,118333000.0,,,,129908000.0,,,,107819000.0,,,,147199000.0,,,,157069000.0,,,,188872000.0,,,,178790000.0,,,,177000000.0,,,,180000000.0,,,,252000000.0,,,,239000000.0,,,,350000000.0
CurrentIncomeTaxExpenseBenefit / USD,,,,58523000.0,,,,74170000.0,,,,94992000.0,,,,120487000.0,,,,134896000.0,,,,111185000.0,,,,148532000.0,,,,156254000.0,,,,191320000.0,,,,248004000.0,,,,154000000.0,,,,178000000.0,,,,262000000.0,,,,248000000.0,,,,353000000.0
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,453000.0,,,,2040000.0,,,,1103000.0,,,,82000.0,,,,226000.0,,,,319000.0,,,,164000.0,,,,-166000.0,,,,12000.0,,,,134000.0,,,,1000000.0,,,,1000000.0,,,,3000000.0,,,,2000000.0,,,,2000000.0
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,66300000.0,,,,106100000.0,,,,5800000.0,,,,4900000.0,,,,19000000.0,,,,18000000.0,,,,150000000.0,,,,50000000.0,,,,16000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,71438000.0,,,,-2273000.0,,,,4123000.0,,,,-152000.0,,,,-109304000.0,,,,-9108000.0,,,,-1653000.0,,,,73000.0,,,,253000.0,,,,-24342000.0,,,,-8000000.0,,,,-10000000.0,,,,2000000.0,,,,-25000000.0,,,,-2000000.0
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,16627000.0,,,,4507000.0,,,,-983000.0,,,,-17469000.0,,,,-21005000.0,,,,-24760000.0,,,,-9118000.0,,,,-24187000.0,,,,-62537000.0,,,,62105000.0,,,,18000000.0,,,,36000000.0,,,,-18000000.0,,,,12000000.0,,,,89000000.0
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205722000.0,205722000.0,205722000.0,218252000.0,218252000.0,218252000.0,218252000.0,198827000.0,198827000.0,198827000.0,198827000.0,165407000.0,165407000.0,165407000.0,165000000.0,176000000.0,176000000.0,176000000.0,176000000.0,199000000.0,199000000.0,199000000.0,199000000.0,159000000.0,159000000.0,159000000.0,159000000.0,96000000.0,96000000.0,96000000.0,96000000.0
DeferredIncomeTaxExpenseBenefit / USD,-199000.0,-4709000.0,-8230000.0,102375000.0,,,,2331000.0,,,-10573000.0,3237000.0,,,,-17621000.0,,,,-127265000.0,,,,-37474000.0,,,,-11071000.0,,,,-24105000.0,,,,-62254000.0,,,,37856000.0,,,,8000000.0,,,,26000000.0,,,,-16000000.0,,,,-13000000.0,,,,91000000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,130725000.0,,,,145729000.0,,,,148343000.0,,,,147858000.0,,,,118431000.0,,,,119076000.0,,,,205000000.0,,,,183000000.0,,,,203000000.0,,,,326000000.0,,,,221000000.0
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49327000.0,49327000.0,49327000.0,114385000.0,114385000.0,114385000.0,114385000.0,115818000.0,115818000.0,115818000.0,115818000.0,114657000.0,114657000.0,114657000.0,115000000.0,111000000.0,111000000.0,111000000.0,111000000.0,122000000.0,122000000.0,122000000.0,122000000.0,268000000.0,268000000.0,268000000.0,268000000.0,143000000.0,143000000.0,143000000.0,143000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,14310000.0,,,,97000.0,,,,97000.0,,,,3044000.0,,,,3044000.0,,,,-3606000.0,,,,-300000.0,,,,9000.0,,,,30000.0,,,,93000.0,,,,-2000000.0,,,,,,,,0.0,,,,0.0,,,,4000000.0
DeferredTaxAssetInterestCarryforward / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,5853000.0,,,,5000000.0,,,,4000000.0,,,,4000000.0,,,,10000000.0,,,,19000000.0
DeferredTaxAssetsCapitalLossCarryforwards / USD,,,,,,,,,,,,8845000.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,7799000.0,,,,20000000.0,,,,20000000.0,,,,20000000.0,,,,19000000.0,,,,26000000.0
DeferredTaxAssetsGross / USD,,,,459902000.0,,,,554515000.0,,,,570909000.0,,,,488975000.0,,,,482892000.0,,,,530141000.0,,,,587740000.0,,,,589812000.0,,,,445785000.0,,,,489689000.0,,,,596000000.0,,,,601000000.0,,,,561000000.0,,,,520000000.0,,,,542000000.0
DeferredTaxAssetsInventory / USD,,,,2743000.0,,,,5798000.0,,,,10909000.0,,,,9285000.0,,,,10139000.0,,,,7876000.0,,,,6970000.0,,,,11618000.0,,,,7634000.0,,,,9590000.0,,,,11000000.0,,,,14000000.0,,,,16000000.0,,,,16000000.0,,,,18000000.0
DeferredTaxAssetsNet / USD,,,,84601000.0,,,,85448000.0,,,,83164000.0,,,,208220000.0,,,,221607000.0,,,,225321000.0,,,,242912000.0,,,,304253000.0,,,,222298000.0,,,,202085000.0,,,,255000000.0,,,,248000000.0,,,,280000000.0,,,,217000000.0,,,,174000000.0
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,193865000.0,,,,269686000.0,,,,280196000.0,,,,272117000.0,,,,236169000.0,,,,261495000.0,,,,319685000.0,,,,268853000.0,,,,119259000.0,,,,183297000.0,,,,198000000.0,,,,200000000.0,,,,176000000.0,,,,196000000.0,,,,183000000.0
