fact_unit,2017-05-12,2017-08-10,2017-11-09,2018-03-29,2018-05-15,2018-08-10,2018-11-05,2019-02-28,2019-05-07,2019-07-31,2019-10-30,2020-02-19,2020-05-07,2020-08-04,2020-10-29,2021-02-19,2021-04-29,2021-07-29,2021-10-28,2022-02-22,2022-04-28,2022-07-28,2022-10-27,2023-02-22,2023-05-02,2023-07-27,2023-10-26,2024-02-21,2024-05-01,2024-07-25,2024-10-31,2025-02-27,2025-05-01,2025-07-31,2025-10-30
AssetsNeededForImmediateSettlementAggregateFairValue / USD,,,,,,,,66575000.0,149207000.0,293771000.0,369491000.0,289228000.0,637627000.0,665305000.0,631397000.0,564623000.0,443318000.0,423564000.0,389540000.0,279451000.0,57373000.0,,,,1798000.0,,,,,,193000.0,,,,
CashAndCashEquivalentsAtCarryingValue / USD,274818000.0,274818000.0,274818000.0,285596000.0,198119000.0,198119000.0,198119000.0,179878000.0,179878000.0,179878000.0,179878000.0,144940000.0,92258000.0,92258000.0,92258000.0,92258000.0,213422000.0,213422000.0,213422000.0,213422000.0,610166000.0,610166000.0,610166000.0,610166000.0,262870000.0,262870000.0,262870000.0,262870000.0,700618000.0,700618000.0,700618000.0,700618000.0,174491000.0,174491000.0,174491000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,420211000.0,420211000.0,493992000.0,416562000.0,416562000.0,416562000.0,420211000.0,359991000.0,359991000.0,359991000.0,416562000.0,286245000.0,286245000.0,286245000.0,359991000.0,411768000.0,411768000.0,411768000.0,286245000.0,818858000.0,818858000.0,818858000.0,411768000.0,453927000.0,453927000.0,453927000.0,818858000.0,897484000.0,897484000.0,897484000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,-123013000.0,-131989000.0,-73781000.0,-25814000.0,-6640000.0,-32922000.0,-3649000.0,-8573000.0,-40536000.0,-33578000.0,-56571000.0,229550000.0,509368000.0,522663000.0,-73746000.0,-947000.0,-43624000.0,409382000.0,125523000.0,-135709000.0,-339262000.0,-302962000.0,407090000.0,74369000.0,165606000.0,525964000.0,-364931000.0,49922000.0,65694000.0,347988000.0
CommonStockDividendsPerShareCashPaid / USD/shares,,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.11,0.11,,,0.13,0.13,,,,,,,,,,,,,0.68,0.26,0.26,0.26,0.26,0.28,0.28,0.28
CommonStockDividendsPerShareDeclared / USD/shares,,0.06,0.14,0.06,0.06,0.06,0.06,0.0,0.11,0.11,0.11,0.22,0.13,0.26,0.39,0.44,0.15,0.15,0.15,0.52,0.17,0.17,0.17,0.6,0.22,0.22,0.22,0.0028,0.28,0.52,0.78,0.88,0.28,0.56,0.84
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0
CommonStockSharesOutstanding / shares,310376634.0,310376634.0,311354290.0,519173142.0,519173142.0,519173142.0,519173142.0,519173142.0,520647977.0,520647977.0,520647977.0,520647977.0,541642725.0,541642725.0,541642725.0,541642725.0,567117666.0,567117666.0,567117666.0,567117666.0,601045438.0,601045438.0,601045438.0,601045438.0,611411382.0,611411382.0,611411382.0,611411382.0,611958239.0,611958239.0,611958239.0,611958239.0,612605478.0,612605478.0,612605478.0
CommonStockValueOutstanding / USD,3104000.0,3104000.0,3114000.0,5192000.0,5192000.0,5192000.0,5192000.0,5192000.0,5206000.0,5206000.0,5206000.0,5206000.0,5416000.0,5416000.0,5416000.0,5416000.0,5671000.0,5671000.0,5671000.0,5671000.0,6010000.0,6010000.0,6010000.0,6010000.0,6114000.0,6114000.0,6114000.0,6114000.0,6120000.0,6120000.0,6120000.0,6120000.0,6126000.0,6126000.0,6126000.0
ComprehensiveIncomeNetOfTax / USD,-9975000.0,-29641000.0,-51590000.0,-160208000.0,-29119000.0,-32290000.0,-51205000.0,-78239000.0,41838000.0,39928000.0,73880000.0,-57452000.0,-76291000.0,-192064000.0,-233711000.0,-65701000.0,-280846000.0,-262689000.0,-196853000.0,-115894000.0,174351000.0,251512000.0,355945000.0,-74130000.0,299019000.0,470231000.0,661514000.0,521978000.0,88583000.0,273105000.0,411667000.0,768179000.0,153475000.0,215817000.0,268415000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,,0.0,0.0,0.0,0.0,0.0,753000.0,705000.0,1300000.0,-30000.0,-1271000.0,-2583000.0,-2954000.0,-1150000.0,-1749000.0,-1503000.0,-1088000.0,-1884000.0,1073000.0,1666000.0,2216000.0,-338000.0,1277000.0,2062000.0,2739000.0,2934000.0,265000.0,827000.0,1250000.0,3046000.0,484000.0,692000.0,863000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,,-160208000.0,-29119000.0,-32290000.0,-51205000.0,-78239000.0,42591000.0,40633000.0,75180000.0,-57482000.0,-77562000.0,-194647000.0,-236665000.0,-66851000.0,-282595000.0,-264192000.0,-197941000.0,-117778000.0,175424000.0,253178000.0,358161000.0,-74468000.0,300296000.0,472293000.0,664253000.0,524912000.0,88848000.0,273932000.0,412917000.0,771225000.0,153959000.0,216509000.0,269278000.0
CostOfOtherPropertyOperatingExpense / USD,,,,,,20584000.0,31436000.0,30493000.0,17164000.0,31512000.0,48204000.0,43344000.0,15160000.0,31181000.0,47053000.0,65485000.0,14372000.0,28901000.0,43725000.0,61614000.0,15842000.0,33538000.0,51424000.0,58613000.0,20967000.0,42781000.0,65166000.0,71597000.0,23584000.0,47164000.0,70563000.0,87936000.0,31237000.0,63870000.0,98252000.0
CostsAndExpenses / USD,,,,,,,,1017858000.0,448487000.0,900673000.0,1348725000.0,1193219000.0,435028000.0,863987000.0,1298877000.0,1784615000.0,418427000.0,837541000.0,1275917000.0,1725510000.0,429428000.0,869398000.0,1325495000.0,1709610000.0,452575000.0,919178000.0,1422359000.0,1777046000.0,493416000.0,996847000.0,1532376000.0,1919215000.0,554377000.0,1119674000.0,1710422000.0
DebtInstrumentCarryingAmount / USD,,,,9718228000.0,9741618000.0,9758995000.0,9541375000.0,9338469000.0,9157745000.0,9032726000.0,8713789000.0,8514871000.0,8677572000.0,8383269000.0,8357243000.0,8080496000.0,8067562000.0,8057311000.0,7869958000.0,8062410000.0,7916085000.0,7825695000.0,7821208000.0,7833671000.0,7829062000.0,7823352000.0,8618241000.0,8612946000.0,8607147000.0,8602415000.0,9098089000.0,8287197000.0,8184410000.0,8253398000.0,8313398000.0
DebtInstrumentUnamortizedDiscount / USD,,,,26464000.0,26464000.0,26464000.0,26464000.0,26464000.0,17692000.0,17692000.0,11930000.0,10701000.0,9441000.0,8180000.0,6888000.0,5596000.0,4270000.0,2944000.0,12329000.0,13512000.0,13143000.0,14316000.0,13917000.0,13518000.0,13118000.0,12715000.0,22039000.0,21376000.0,20716000.0,20059000.0,25100000.0,24336000.0,23555000.0,22766000.0,25064000.0
DebtIssuanceCostsLineOfCreditArrangementsGross / USD,9634000.0,9673000.0,9673000.0,9673000.0,9673000.0,9673000.0,9673000.0,9673000.0,9673000.0,9673000.0,9673000.0,9673000.0,9673000.0,9673000.0,9673000.0,2765000.0,11832000.0,11846000.0,11846000.0,11846000.0,11846000.0,11846000.0,11846000.0,11846000.0,11846000.0,11846000.0,11846000.0,11846000.0,11846000.0,11846000.0,25567000.0,25567000.0,25626000.0,25626000.0,25626000.0
DebtIssuanceCostsLineOfCreditArrangementsNet / USD,,,,0.0,7504000.0,7504000.0,7504000.0,7504000.0,5134000.0,5134000.0,5134000.0,5134000.0,2765000.0,2765000.0,2765000.0,2765000.0,11637000.0,11637000.0,11637000.0,11637000.0,8751000.0,8751000.0,8751000.0,8751000.0,5850000.0,5850000.0,5850000.0,5850000.0,2972000.0,2972000.0,2972000.0,2972000.0,23579000.0,23579000.0,23579000.0
DeferredFinanceCostsNet / USD,0.0,0.0,0.0,40102000.0,48470000.0,74098000.0,66544000.0,70962000.0,61404000.0,54602000.0,45966000.0,36685000.0,29326000.0,23517000.0,20310000.0,43396000.0,40610000.0,39930000.0,43819000.0,50146000.0,47334000.0,57448000.0,54260000.0,51076000.0,47891000.0,45074000.0,48962000.0,45518000.0,42049000.0,38580000.0,64086000.0,60559000.0,57375000.0,56127000.0,58050000.0
DepositAssets / USD,,,,1260000.0,12598000.0,12598000.0,12598000.0,12598000.0,1010000.0,1010000.0,1010000.0,1010000.0,1348000.0,1348000.0,1348000.0,1348000.0,2852000.0,2852000.0,2852000.0,2852000.0,62241000.0,62241000.0,62241000.0,62241000.0,97709000.0,97709000.0,97709000.0,97709000.0,92151000.0,92151000.0,92151000.0,92151000.0,93965000.0,93965000.0,93965000.0
Depreciation / USD,65702000.0,131781000.0,198261000.0,250239000.0,67577000.0,135092000.0,202558000.0,267681000.0,144500000.0,290950000.0,430321000.0,309578000.0,133609000.0,266640000.0,399955000.0,560541000.0,135027000.0,272293000.0,410440000.0,533719000.0,144501000.0,289781000.0,440475000.0,552530000.0,155796000.0,314368000.0,474796000.0,592135000.0,164673000.0,330432000.0,501128000.0,638114000.0,175313000.0,351935000.0,532414000.0
DerivativeAssetAfterOffsetSubjectToMasterNettingArrangement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61479000.0,61479000.0
DerivativeAssetFairValueGrossLiability / USD,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DerivativeAssetNotOffsetPolicyElectionDeduction / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
DerivativeAssets / USD,0.0,0.0,0.0,0.0,57612000.0,57612000.0,57612000.0,57612000.0,75405000.0,75405000.0,75405000.0,75405000.0,1643000.0,1643000.0,1643000.0,1643000.0,1000.0,1000.0,1000.0,1000.0,6000.0,6000.0,6000.0,6000.0,119193000.0,119193000.0,119193000.0,119193000.0,75488000.0,75488000.0,75488000.0,75488000.0,61479000.0,61479000.0,61479000.0
DerivativeCollateralObligationToReturnCash / USD,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DerivativeCollateralObligationToReturnSecurities / USD,,,,,,10260000.0,2096000.0,30374000.0,30374000.0,30374000.0,30374000.0,30374000.0,1054000.0,1054000.0,1054000.0,1054000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
DerivativeCollateralRightToReclaimCash / USD,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DerivativeCollateralRightToReclaimSecurities / USD,,,,,,10260000.0,2096000.0,30374000.0,30374000.0,30374000.0,30374000.0,30374000.0,1054000.0,1054000.0,1054000.0,1054000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
DerivativeFairValueOfDerivativeAsset / USD,29000.0,29000.0,29000.0,,,137238000.0,157392000.0,75405000.0,75405000.0,75405000.0,75405000.0,75405000.0,1643000.0,1643000.0,1643000.0,1643000.0,1000.0,1000.0,1000.0,1000.0,6000.0,6000.0,6000.0,6000.0,119193000.0,119193000.0,119193000.0,119193000.0,75488000.0,75488000.0,75488000.0,75488000.0,61479000.0,61479000.0,61479000.0
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral / USD,,,,,,126978000.0,155296000.0,45031000.0,45031000.0,45031000.0,45031000.0,45031000.0,589000.0,589000.0,589000.0,589000.0,1000.0,1000.0,1000.0,1000.0,6000.0,6000.0,6000.0,6000.0,119193000.0,119193000.0,119193000.0,119193000.0,75488000.0,75488000.0,75488000.0,75488000.0,61479000.0,61479000.0,61479000.0
DerivativeFairValueOfDerivativeLiability / USD,8683000.0,8683000.0,8683000.0,,,12503000.0,2096000.0,90967000.0,90967000.0,90967000.0,90967000.0,90967000.0,275679000.0,275679000.0,275679000.0,275679000.0,539560000.0,539560000.0,539560000.0,539560000.0,271156000.0,271156000.0,271156000.0,271156000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral / USD,,,,,,2243000.0,0.0,60593000.0,60593000.0,60593000.0,60593000.0,60593000.0,274625000.0,274625000.0,274625000.0,274625000.0,539560000.0,539560000.0,539560000.0,539560000.0,271156000.0,271156000.0,271156000.0,271156000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DerivativeGainLossOnDerivativeNet / USD,,,,,,,,,,,,,,,,,,,-398426000.0,-244126000.0,80059000.0,58869000.0,57283000.0,-388466000.0,176065000.0,213539000.0,316479000.0,113394000.0,-18755000.0,46008000.0,73853000.0,327323000.0,32737000.0,43321000.0,21734000.0
DerivativeLiabilities / USD,,,,,,12503000.0,2096000.0,90967000.0,90967000.0,90967000.0,90967000.0,90967000.0,275679000.0,275679000.0,275679000.0,275679000.0,539560000.0,539560000.0,539560000.0,539560000.0,271156000.0,271156000.0,271156000.0,271156000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DerivativeLiabilityAfterOffsetSubjectToMasterNettingArrangement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
DerivativeLiabilityFairValueGrossAsset / USD,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DerivativeLiabilityNotOffsetPolicyElectionDeduction / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
DerivativeNetLiabilityPositionAggregateFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,1696000.0,0.0,0.0,0.0,0.0,0.0,118000.0,,,,
DirectCostsOfLeasedAndRentedPropertyOrEquipment / USD,84967000.0,176248000.0,270494000.0,347962000.0,88168000.0,181008000.0,274275000.0,360327000.0,160767000.0,326190000.0,496211000.0,391495000.0,160346000.0,326920000.0,502411000.0,655411000.0,166916000.0,333918000.0,511915000.0,669987000.0,168373000.0,343795000.0,528279000.0,680543000.0,182269000.0,372949000.0,576736000.0,706162000.0,208497000.0,422305000.0,651793000.0,786351000.0,230397000.0,464581000.0,706809000.0
Dividends / USD,,18816000.0,43957000.0,69137000.0,57432000.0,114991000.0,172554000.0,69137000.0,57432000.0,114991000.0,172554000.0,69137000.0,67965000.0,136299000.0,206764000.0,230072000.0,81673000.0,163589000.0,247875000.0,277457000.0,96933000.0,193987000.0,292952000.0,332786000.0,134240000.0,268984000.0,404026000.0,395132000.0,158453000.0,317946000.0,478486000.0,539680000.0,171721000.0,343433000.0,515822000.0
DividendsPayableCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
EarningsPerShareBasic / USD/shares,,-0.06,,-0.26,-0.08,-0.06,-0.14,-0.08,-0.03,-0.06,-0.06,-0.26,0.04,0.11,0.18,-0.01,0.09,0.17,0.23,0.27,0.1,0.21,0.33,0.35,0.15,0.33,0.46,0.45,0.2,0.42,0.64,0.63,0.23,0.35,0.51
EarningsPerShareDiluted / USD/shares,,-0.06,,-0.26,-0.08,-0.06,-0.14,-0.08,-0.03,-0.06,-0.06,-0.26,0.04,0.11,0.18,-0.01,0.09,0.17,0.23,0.27,0.1,0.21,0.33,0.35,0.15,0.33,0.46,0.45,0.2,0.42,0.64,0.63,0.23,0.35,0.51
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions / USD,32322000.0,47573000.0,40605000.0,33811000.0,,,,,,,,,,,23401000.0,18827000.0,34187000.0,36987000.0,31024000.0,25162000.0,44192000.0,57118000.0,49346000.0,37157000.0,53433000.0,44173000.0,42284000.0,33635000.0,48759000.0,43420000.0,32441000.0,26702000.0,60473000.0,53242000.0,41533000.0
EntityCommonStockSharesOutstanding / shares,310376634.0,311354290.0,311354290.0,520364636.0,520411307.0,520540209.0,520580101.0,521190091.0,524990955.0,537680811.0,538356606.0,541882811.0,543767670.0,560533071.0,560534032.0,567220432.0,567650434.0,576485342.0,596768674.0,607652169.0,610320850.0,610359909.0,611409909.0,611411460.0,611918458.0,611956248.0,611958239.0,611958239.0,612535649.0,612594044.0,612605478.0,612689592.0,612949348.0,613008220.0,613020589.0
EntityPublicFloat / USD,,,,1900000000.0,,,,6900000000.0,,,,11300000000.0,,,,15400000000.0,,,,21100000000.0,,,,21700000000.0,,,,21100000000.0,,,,21900000000.0,,,
EquityMethodInvestments / USD,,,,0.0,57078000.0,57078000.0,57078000.0,57078000.0,56622000.0,56622000.0,56622000.0,56622000.0,54778000.0,54778000.0,54778000.0,54778000.0,69267000.0,69267000.0,69267000.0,69267000.0,130395000.0,130395000.0,130395000.0,130395000.0,280571000.0,280571000.0,280571000.0,280571000.0,247166000.0,247166000.0,247166000.0,247166000.0,241605000.0,241605000.0,241605000.0
EquitySecuritiesFvNiCost / USD,,,,,,,,,,,,,,,,0.0,46339000.0,46339000.0,46339000.0,46339000.0,10499000.0,10499000.0,10499000.0,10499000.0,913000.0,913000.0,913000.0,913000.0,1305000.0,1305000.0,1305000.0,1305000.0,715000.0,715000.0,715000.0
EquitySecuritiesFvNiGainLoss / USD,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,34000.0,34000.0,6480000.0,-3140000.0,-10142000.0,-5823000.0,29723000.0,-3032000.0,-3204000.0,-4000000.0,-9420000.0,88000.0,612000.0,113000.0,-3939000.0,-209000.0,1295000.0,1038000.0
EquitySecuritiesFvNiRealizedGainLoss / USD,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-669000.0,-6008000.0,0.0,-1452000.0,-1452000.0,-1452000.0,-5483000.0,,0.0,0.0,-1452000.0,,1623000.0,1635000.0
EquitySecuritiesFvNiUnrealizedGainLoss / USD,,,,,,,,,,,,,,,6480000.0,0.0,34000.0,0.0,0.0,0.0,-3140000.0,-9473000.0,185000.0,29689000.0,-1580000.0,-1752000.0,-2548000.0,-3937000.0,88000.0,612000.0,113000.0,-2487000.0,-209000.0,-328000.0,-597000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,10170000.0,10170000.0,16650000.0,16650000.0,16650000.0,16650000.0,850000.0,850000.0,850000.0,850000.0,5838000.0,5838000.0,5838000.0,5838000.0,21500000.0,21500000.0,21500000.0,21500000.0,54686000.0,54686000.0,54686000.0,54686000.0,59405000.0,59405000.0,59405000.0
FinanceLeaseInterestExpense / USD,,,,,,,,,,,,,13000.0,18000.0,40000.0,59000.0,142000.0,270000.0,371000.0,59000.0,86000.0,156000.0,220000.0,456000.0,68000.0,127000.0,178000.0,279000.0,56000.0,141000.0,247000.0,234000.0,152000.0,284000.0,438000.0
FinanceLeaseLiability / USD,,,,,,,,,1599000.0,1462000.0,1328000.0,1210000.0,1210000.0,1210000.0,1210000.0,1210000.0,8389000.0,8389000.0,8389000.0,8389000.0,5784000.0,5784000.0,5784000.0,5784000.0,3483000.0,3483000.0,3483000.0,3483000.0,3796000.0,3796000.0,3796000.0,3796000.0,8636000.0,8636000.0,8636000.0
FinanceLeaseLiabilityPaymentsDue / USD,,,,,,,,,1663000.0,1521000.0,1381000.0,1258000.0,8671000.0,10088000.0,9616000.0,8947000.0,8189000.0,7517000.0,6805000.0,6065000.0,5539000.0,5006000.0,4190000.0,3589000.0,3572000.0,3474000.0,3666000.0,4138000.0,5942000.0,6673000.0,10026000.0,9488000.0,8854000.0,11025000.0,11056000.0
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,646000.0,,,,3174000.0,,,,2776000.0,2098000.0,1501000.0,2563000.0,2603000.0,1005000.0,1156000.0,1372000.0,1706000.0,1597000.0,1973000.0,3072000.0,3147000.0,3090000.0,3832000.0,4093000.0
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,0.0,0.0,0.0,0.0,478000.0,680000.0,714000.0,0.0,0.0,0.0,19000.0,0.0,2000.0,6000.0,,0.0,,,,9000.0,,,,0.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,41000.0,41000.0,41000.0,0.0,1901000.0,2410000.0,2475000.0,731000.0,730000.0,758000.0,757000.0,22000.0,74000.0,109000.0,6000.0,6000.0,0.0,151000.0,314000.0,638000.0,120000.0,421000.0,642000.0,707000.0,11000.0,362000.0,539000.0
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,537000.0,543000.0,543000.0,43000.0,1913000.0,2456000.0,2526000.0,2495000.0,2487000.0,2505000.0,2510000.0,757000.0,806000.0,827000.0,93000.0,137000.0,184000.0,332000.0,577000.0,908000.0,1305000.0,1611000.0,2501000.0,2576000.0,751000.0,1493000.0,1754000.0
