fact_unit,2010-08-05,2010-11-12,2011-02-09,2011-05-05,2011-08-04,2011-11-22,2012-02-08,2012-05-03,2012-08-09,2012-11-13,2013-02-07,2013-05-02,2013-08-07,2013-11-13,2014-02-04,2014-05-07,2014-08-06,2014-11-06,2015-02-03,2015-05-06,2015-08-05,2015-11-06,2016-02-02,2016-05-04,2016-08-03,2016-11-14,2017-02-07,2017-04-12,2017-05-04,2017-08-02,2017-11-13,2018-02-06,2018-05-02,2018-08-08,2018-11-13,2019-02-05,2019-05-07,2019-08-07,2019-11-12,2020-02-04,2020-05-06,2020-08-05,2020-11-13,2021-02-02,2021-05-05,2021-08-04,2021-11-12,2022-02-08,2022-05-04,2022-08-03,2022-11-14,2023-02-07,2023-05-03,2023-08-02,2023-11-14,2024-02-06,2024-05-08,2024-08-07,2024-11-18,2025-02-04,2025-05-07,2025-08-06,2025-11-14
AccountsPayableAndAccruedLiabilitiesCurrent / USD,207421000.0,207421000.0,266208.0,266208000.0,266208000.0,266208000.0,291205000.0,291205000.0,291205000.0,291205000.0,215229000.0,215229000.0,215229000.0,215229000.0,241611000.0,241611000.0,241611000.0,241611000.0,308086000.0,308086000.0,308086000.0,308086000.0,238942000.0,238942000.0,238942000.0,238942000.0,196485000.0,174646000.0,196485000.0,196485000.0,196485000.0,233050000.0,233050000.0,233050000.0,233050000.0,217283000.0,217283000.0,217283000.0,217283000.0,265024000.0,265024000.0,265024000.0,265024000.0,235775000.0,235775000.0,235775000.0,235775000.0,423222000.0,423222000.0,423222000.0,423222000.0,496019000.0,496019000.0,496019000.0,496019000.0,336083000.0,336083000.0,336083000.0,336083000.0,445397000.0,445397000.0,445397000.0,445397000.0
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,215229000.0,,,,241611000.0,,,,308086000.0,,,,238942000.0,,174646000.0,,,196485000.0,,,,233050000.0,,,,217283000.0,,,,265024000.0,,,,235775000.0,,,,423222000.0,,,,496019000.0,,,,336083000.0,,,,445397000.0
AccountsPayableCurrentAndNoncurrent / USD,,,,,,,,,,,,,,82531000.0,,,,70116000.0,,,,77860000.0,,,,78534000.0,,78376000.0,,,114361000.0,,,,143422000.0,,,,135159000.0,,,,176581000.0,,,,141075000.0,,,,224873000.0,,,,258506000.0,,,,218181000.0,,,,341948000.0
AccountsReceivableGrossCurrent / USD,,,,,,285908000.0,,,,280743000.0,,,,243951000.0,,,,322616000.0,,,,367392000.0,,,,310443000.0,,226267000.0,,,226936000.0,,,,233128000.0,,,,268090000.0,,,,246470000.0,,,,260544000.0,,,,407438000.0,,,,413701000.0,,,,369494000.0,,,,402938000.0
AccountsReceivableNetCurrent / USD,232806000.0,232806000.0,273207.0,273207000.0,273207000.0,273207000.0,273303000.0,273303000.0,273303000.0,273303000.0,234526000.0,234526000.0,234526000.0,234526000.0,301992000.0,301992000.0,301992000.0,301992000.0,343400000.0,343400000.0,343400000.0,343400000.0,295160000.0,295160000.0,295160000.0,295160000.0,215880000.0,213333000.0,215880000.0,215880000.0,215880000.0,222263000.0,222263000.0,222263000.0,222263000.0,253295000.0,253295000.0,253295000.0,253295000.0,230571000.0,230571000.0,230571000.0,230571000.0,230595000.0,230595000.0,230595000.0,230595000.0,342967000.0,342967000.0,342967000.0,342967000.0,363708000.0,363708000.0,363708000.0,363708000.0,328654000.0,328654000.0,328654000.0,328654000.0,365882000.0,365882000.0,365882000.0,365882000.0
AccruedEmployeeBenefitsCurrent / USD,,,,,,40642000.0,,,,38558000.0,,,,37675000.0,,,,54034000.0,,,,46445000.0,,,,47602000.0,,47602000.0,,,47058000.0,,,,46653000.0,,,,52101000.0,,,,55216000.0,,,,48057000.0,,,,50517000.0,,,,47661000.0,,,,50042000.0,,,,64141000.0
AccruedLiabilitiesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,51040000.0,,,,50293000.0,,,,50801000.0,,,,40583000.0,,39802000.0,,,35017000.0,,,,39375000.0,,,,33403000.0,,,,51626000.0,,,,52646000.0,,,,97650000.0,,,,79571000.0,,,,74214000.0,,,,84324000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-20184000.0,-20184000.0,-23372.0,-23372000.0,-23372000.0,-23372000.0,-48460000.0,-48460000.0,-48460000.0,-48460000.0,-47607000.0,-47607000.0,-47607000.0,-47607000.0,-47607000.0,-47607000.0,-47607000.0,-47607000.0,38878000.0,38878000.0,38878000.0,-12393000.0,-109330000.0,-109330000.0,-109330000.0,-109330000.0,-188022000.0,-109330000.0,-188022000.0,-188022000.0,-188022000.0,-105254000.0,-105254000.0,-105254000.0,-105254000.0,-83647000.0,-83647000.0,-83647000.0,-83647000.0,-114583000.0,-114583000.0,-114583000.0,-114583000.0,-57589000.0,-57589000.0,-57589000.0,-57589000.0,69803000.0,69803000.0,69803000.0,69803000.0,369112000.0,369112000.0,369112000.0,369112000.0,518528000.0,518528000.0,518528000.0,518528000.0,465715000.0,465715000.0,465715000.0,465715000.0
AdditionalPaidInCapitalCommonStock / USD,1791129000.0,1791129000.0,1714364.0,1714364000.0,1714364000.0,1714364000.0,1732935000.0,1732935000.0,1732935000.0,1732935000.0,1745467000.0,1745467000.0,1745467000.0,1745467000.0,1765811000.0,1765811000.0,1765811000.0,1765811000.0,2180151000.0,2180151000.0,2180151000.0,2180151000.0,2230591000.0,2230591000.0,2230591000.0,2230591000.0,2388027000.0,2230591000.0,2388027000.0,2388027000.0,2388027000.0,2536365000.0,2536365000.0,2536365000.0,2536365000.0,2974926000.0,2974926000.0,2974926000.0,2974926000.0,3712194000.0,3712194000.0,3712194000.0,3712194000.0,4377149000.0,4377149000.0,4377149000.0,4377149000.0,5023751000.0,5023751000.0,5023751000.0,5023751000.0,5838118000.0,5838118000.0,5838118000.0,5838118000.0,6684120000.0,6684120000.0,6684120000.0,6684120000.0,7474559000.0,7474559000.0,7474559000.0,7474559000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,14500000.0,,,,12700000.0,,,,11600000.0,,,,19200000.0,,,,17800000.0,,,,25500000.0,,25500000.0,,,27500000.0,,,,24600000.0,,,,23100000.0,,,,23900000.0,,,,23900000.0,,,,21100000.0,,,,24100000.0,,,,22200000.0,,,,23700000.0
